sequence,v115@vhGfGJ0hB5oBKpBznBSwB2xB,v115@vhGZ/IukBSoBUnByuBXrBTtB,v115@vhG2/I5oBTkBUnBatByuBXrB,v115@vhGZ/IKjBukB3mBcsByuBTtB,v115@vhGcAJTfBxnBipBSvB3rBGtB,v115@vhGcAJ6kBKpBxnBTqB3rBGtB,v115@vhGT1I6kBKpBcqB3mB+tBRwB,v115@vhGT1IZkB0lBmmBftB6tBSwB,v115@vhGT1IZkB6qBOrB8rBftB6tB,v115@vhGZEJfmBumBzkBctBSvBywB,v115@vhGOEJUjBRlB3pBCrBSxBTtB
JZSTOLI,O,O,X,O,X,X,X,X,X,X,X
JZSITLO,O,X,X,X,X,X,O,O,O,O,X
JZSITOL,O,O,X,O,X,X,X,O,O,X,X
JZSILTO,O,X,X,X,O,X,O,O,O,O,X
JZSILOT,O,O,X,O,O,O,O,O,O,O,X
JZSIOTL,O,O,X,O,X,O,X,O,O,X,X
JZSIOLT,O,O,X,O,O,O,O,O,O,O,X
JZSLTIO,O,X,X,X,O,X,X,O,O,O,X
JZSLTOI,O,X,X,X,O,X,X,X,X,O,X
JZSLITO,O,X,X,X,O,X,O,O,O,O,X
JZSLIOT,O,O,X,O,O,O,O,O,O,O,X
JZSLOTI,O,O,X,O,O,O,X,X,X,O,X
JZSLOIT,O,O,X,O,O,O,O,O,O,O,X
JZSOTIL,O,O,X,O,X,O,X,X,X,X,X
JZSOTLI,O,O,X,O,X,O,X,X,X,X,X
JZSOITL,O,O,X,O,X,O,X,O,O,X,X
JZSOILT,O,O,X,O,O,O,X,O,O,O,X
JZSOLTI,O,O,X,O,O,O,X,X,X,O,X
JZSOLIT,O,O,X,O,O,O,X,O,O,O,X
JZOTILS,O,X,X,O,O,O,X,X,X,X,X
JZOTISL,O,X,X,O,X,O,X,X,X,X,X
JZOTLIS,O,X,X,O,O,O,X,X,X,X,X
JZOTLSI,O,X,X,O,O,O,X,X,X,X,X
JZOTSIL,O,X,X,O,X,O,X,X,X,X,X
JZOTSLI,O,X,X,O,X,O,X,X,X,X,X
JZOITLS,O,X,X,O,O,O,X,X,X,X,X
JZOITSL,O,X,X,O,X,O,X,O,O,X,X
JZOILTS,O,X,X,O,O,O,O,X,X,O,X
JZOILST,O,O,X,O,O,O,O,O,O,O,X
JZOISTL,O,O,X,O,X,O,X,O,O,X,X
JZOISLT,O,O,X,O,O,O,O,O,O,O,X
JZOLTIS,O,X,X,O,O,O,O,X,X,O,X
JZOLTSI,O,X,X,O,O,O,X,X,X,O,X
JZOLITS,O,X,X,O,O,O,O,X,X,O,X
JZOLIST,O,O,X,O,O,O,O,X,X,O,X
JZOLSTI,O,O,X,O,O,O,X,X,X,O,X
JZOLSIT,O,O,X,O,O,O,O,X,X,O,X
JZOSTIL,O,O,X,O,X,O,X,X,X,X,X
JZOSTLI,O,O,X,O,X,O,X,X,X,X,X
JZOSITL,O,O,X,O,X,O,X,O,O,X,X
JZOSILT,O,O,X,O,O,O,X,O,O,O,X
JZOSLTI,O,O,X,O,O,O,X,X,X,O,X
JZOSLIT,O,O,X,O,O,O,X,O,O,O,X
JOTILSZ,O,O,O,X,O,O,X,X,X,X,X
JOTILZS,O,X,X,O,O,O,X,X,X,X,X
JOTISLZ,O,O,O,X,O,O,X,X,X,X,X
JOTISZL,O,O,O,X,X,O,X,X,X,X,X
JOTIZLS,O,X,X,O,O,O,X,X,X,X,X
JOTIZSL,O,X,X,O,X,O,X,X,X,X,X
JOTLISZ,O,O,O,X,O,O,X,X,X,X,X
JOTLIZS,O,X,X,O,O,O,X,X,X,X,X
JOTLSIZ,O,O,O,X,O,O,X,X,X,X,X
JOTLSZI,O,O,O,X,O,O,X,X,X,X,X
JOTLZIS,O,X,X,O,O,O,X,X,X,X,X
JOTLZSI,O,X,X,O,O,O,X,X,X,X,X
JOTSILZ,O,O,O,X,O,O,X,X,X,X,X
JOTSIZL,O,O,O,X,X,O,X,X,X,X,X
JOTSLIZ,O,O,O,X,O,O,X,X,X,X,X
JOTSLZI,O,O,O,X,O,O,X,X,X,X,X
JOTSZIL,O,O,O,X,X,O,X,X,X,X,X
JOTSZLI,O,O,O,X,X,O,X,X,X,X,X
JOTZILS,O,X,X,O,O,O,X,X,X,X,X
JOTZISL,O,X,X,O,X,O,X,X,X,X,X
JOTZLIS,O,X,X,O,O,O,X,X,X,X,X
JOTZLSI,O,X,X,O,O,O,X,X,X,X,X
JOTZSIL,O,X,X,O,X,O,X,X,X,X,X
JOTZSLI,O,X,X,O,X,O,X,X,X,X,X
JOITLSZ,O,O,O,X,O,O,X,X,X,X,X
JOITLZS,O,X,X,O,O,O,X,X,X,X,X
JOITSLZ,O,O,O,X,O,O,X,O,X,X,X
JOITSZL,O,O,O,X,X,O,X,O,X,X,X
JOITZLS,O,X,X,O,O,O,X,X,X,X,X
JOITZSL,O,X,X,O,X,O,X,O,O,X,X
JOILTSZ,O,O,O,X,O,O,O,X,X,O,X
JOILTZS,O,X,X,O,O,O,O,X,X,O,X
JOILSTZ,O,O,O,X,O,O,O,O,X,O,X
JOILSZT,O,O,O,O,O,O,O,O,X,O,X
JOILZTS,O,X,X,O,O,O,O,X,X,O,X
JOILZST,O,O,O,O,O,O,O,O,O,O,X
JOISTLZ,O,O,O,X,O,O,X,O,X,X,X
JOISTZL,O,O,O,X,X,O,X,O,X,X,X
JOISLTZ,O,O,O,X,O,O,O,O,X,O,X
JOISLZT,O,O,O,O,O,O,O,O,X,O,X
JOISZTL,O,O,O,O,X,O,X,O,O,X,X
JOISZLT,O,O,O,O,O,O,O,O,O,O,X
JOIZTLS,O,X,X,O,O,O,X,X,X,X,X
JOIZTSL,O,X,X,O,X,O,X,O,O,X,X
JOIZLTS,O,X,X,O,O,O,O,X,X,O,X
JOIZLST,O,O,O,O,O,O,O,O,O,O,X
JOIZSTL,O,O,O,O,X,O,X,O,O,X,X
JOIZSLT,O,O,O,O,O,O,O,O,O,O,X
JOLTISZ,O,O,O,X,O,O,O,X,X,O,X
JOLTIZS,O,X,X,O,O,O,O,X,X,O,X
JOLTSIZ,O,O,O,X,O,O,X,X,X,O,X
JOLTSZI,O,O,O,X,O,O,X,X,X,O,X
JOLTZIS,O,X,X,O,O,O,O,X,X,O,X
JOLTZSI,O,X,X,O,O,O,X,X,X,O,X
JOLITSZ,O,O,O,X,O,O,O,X,X,O,X
JOLITZS,O,X,X,O,O,O,O,X,X,O,X
JOLISTZ,O,O,O,X,O,O,O,X,X,O,X
JOLISZT,O,O,O,O,O,O,O,X,X,O,X
JOLIZTS,O,X,X,O,O,O,O,X,X,O,X
JOLIZST,O,O,O,O,O,O,O,X,X,O,X
JOLSTIZ,O,O,O,X,O,O,X,X,X,O,O
JOLSTZI,O,O,O,X,O,O,X,X,X,O,O
JOLSITZ,O,O,O,X,O,O,O,X,X,O,O
JOLSIZT,O,O,O,O,O,O,O,X,X,O,O
JOLSZTI,O,O,O,O,O,O,X,X,X,O,O
JOLSZIT,O,O,O,O,O,O,O,X,X,O,O
JOLZTIS,O,X,X,O,O,O,O,X,X,O,X
JOLZTSI,O,X,X,O,O,O,X,X,X,O,X
JOLZITS,O,X,X,O,O,O,O,X,X,O,X
JOLZIST,O,O,O,O,O,O,O,X,X,O,X
JOLZSTI,O,O,O,O,O,O,X,X,X,O,O
JOLZSIT,O,O,O,O,O,O,O,X,X,O,O
JOSTILZ,O,O,O,X,O,O,X,X,X,X,O
JOSTIZL,O,O,O,X,X,O,X,X,X,X,O
JOSTLIZ,O,O,O,X,O,O,X,X,X,X,O
JOSTLZI,O,O,O,X,O,O,X,X,X,X,O
JOSTZIL,O,O,O,X,X,O,X,X,X,X,O
JOSTZLI,O,O,O,X,X,O,X,X,X,X,O
JOSITLZ,O,O,O,X,O,O,X,O,X,X,O
JOSITZL,O,O,O,X,X,O,X,O,X,X,O
JOSILTZ,O,O,O,X,O,O,X,O,X,O,O
JOSILZT,O,O,O,O,O,O,X,O,X,O,O
JOSIZTL,O,O,O,O,X,O,X,O,X,X,O
JOSIZLT,O,O,O,O,O,O,X,O,X,O,O
JOSLTIZ,O,O,O,X,O,O,X,X,X,O,O
JOSLTZI,O,O,O,X,O,O,X,X,X,O,O
JOSLITZ,O,O,O,X,O,O,X,O,X,O,O
JOSLIZT,O,O,O,O,O,O,X,O,X,O,O
JOSLZTI,O,O,O,O,O,O,X,X,X,O,O
JOSLZIT,O,O,O,O,O,O,X,O,X,O,O
JOSZTIL,O,O,O,O,X,O,X,X,X,X,O
JOSZTLI,O,O,O,O,X,O,X,X,X,X,O
JOSZITL,O,O,O,O,X,O,X,O,X,X,O
JOSZILT,O,O,O,O,O,O,X,O,X,O,O
JOSZLTI,O,O,O,O,O,O,X,X,X,O,O
JOSZLIT,O,O,O,O,O,O,X,O,X,O,O
JOZTILS,O,X,X,O,O,O,X,X,X,X,X
JOZTISL,O,X,X,O,X,O,X,X,X,X,X
JOZTLIS,O,X,X,O,O,O,X,X,X,X,X
JOZTLSI,O,X,X,O,O,O,X,X,X,X,X
JOZTSIL,O,X,X,O,X,O,X,X,X,X,X
JOZTSLI,O,X,X,O,X,O,X,X,X,X,X
JOZITLS,O,X,X,O,O,O,X,X,X,X,X
JOZITSL,O,X,X,O,X,O,X,O,O,X,X
JOZILTS,O,X,X,O,O,O,O,X,X,O,X
JOZILST,O,O,O,O,O,O,O,O,O,O,X
JOZISTL,O,O,O,O,X,O,X,O,O,X,X
JOZISLT,O,O,O,O,O,O,O,O,O,O,X
JOZLTIS,O,X,X,O,O,O,O,X,X,O,X
JOZLTSI,O,X,X,O,O,O,X,X,X,O,X
JOZLITS,O,X,X,O,O,O,O,X,X,O,X
JOZLIST,O,O,O,O,O,O,O,X,X,O,X
JOZLSTI,O,O,O,O,O,O,X,X,X,O,O
JOZLSIT,O,O,O,O,O,O,O,X,X,O,O
JOZSTIL,O,O,O,O,X,O,X,X,X,X,O
JOZSTLI,O,O,O,O,X,O,X,X,X,X,O
JOZSITL,O,O,O,O,X,O,X,O,O,X,O
JOZSILT,O,O,O,O,O,O,X,O,O,O,O
JOZSLTI,O,O,O,O,O,O,X,X,X,O,O
JOZSLIT,O,O,O,O,O,O,X,O,O,O,O
STILJZO,O,X,X,X,X,X,X,O,X,O,X
STILJOZ,O,X,X,X,X,X,X,O,X,O,O
STILZJO,O,X,X,X,X,X,X,O,O,O,X
STILZOJ,X,X,O,X,X,X,X,O,O,O,X
STILOJZ,X,X,O,X,X,X,X,O,X,O,O
STILOZJ,X,X,O,X,X,X,X,O,O,O,O
STIJLZO,O,X,X,X,X,X,X,O,X,O,X
STIJLOZ,O,X,X,X,X,X,X,O,X,O,O
STIJZLO,O,X,X,X,X,X,X,O,X,O,X
STIJZOL,O,O,X,X,X,X,X,O,X,X,X
STIJOLZ,O,O,X,X,X,X,X,O,X,X,O
STIJOZL,O,O,X,X,X,X,X,O,X,X,O
STIZLJO,O,X,X,X,X,X,X,O,O,O,X
STIZLOJ,X,X,O,X,X,X,X,O,O,O,X
STIZJLO,O,X,X,X,X,X,X,O,O,O,X
STIZJOL,O,O,X,X,X,X,X,O,O,X,X
STIZOLJ,X,O,O,X,X,X,X,O,O,O,X
STIZOJL,X,O,O,X,X,X,X,O,O,X,X
STIOLJZ,X,O,O,X,X,X,X,O,X,O,O
STIOLZJ,X,O,O,X,X,X,X,O,O,O,O
STIOJLZ,X,O,O,X,X,X,X,O,X,X,O
STIOJZL,X,O,O,X,X,X,X,O,X,X,O
STIOZLJ,X,O,O,X,X,X,X,O,O,O,O
STIOZJL,X,O,O,X,X,X,X,O,O,X,O
STLIJZO,O,X,X,X,X,X,X,O,X,O,X
STLIJOZ,O,X,X,X,X,X,X,O,X,O,O
STLIZJO,O,X,X,X,X,X,X,O,O,O,X
STLIZOJ,X,X,O,X,X,X,X,O,O,O,X
STLIOJZ,X,X,O,X,X,X,X,O,X,O,O
STLIOZJ,X,X,O,X,X,X,X,O,O,O,O
STLJIZO,O,X,X,X,O,X,X,O,X,O,X
STLJIOZ,O,X,X,X,O,O,X,O,X,O,O
STLJZIO,O,X,X,X,O,X,X,O,X,O,X
STLJZOI,O,X,X,X,O,X,X,X,X,O,X
STLJOIZ,O,X,X,X,O,O,X,X,X,O,O
STLJOZI,O,X,X,X,O,O,X,X,X,O,O
STLZIJO,O,X,X,X,X,X,X,O,O,O,X
STLZIOJ,X,X,O,X,X,X,X,O,O,O,X
STLZJIO,O,X,X,X,O,X,X,O,O,O,X
STLZJOI,O,X,X,X,O,X,X,X,X,O,X
STLZOIJ,X,X,O,X,X,X,X,X,X,O,X
STLZOJI,X,X,O,X,O,X,X,X,X,O,X
STLOIJZ,X,X,O,X,X,X,X,X,X,O,O
STLOIZJ,X,X,O,X,X,X,X,X,X,O,O
STLOJIZ,X,X,O,X,O,O,X,X,X,O,O
STLOJZI,X,X,O,X,O,O,X,X,X,O,O
STLOZIJ,X,X,O,X,X,X,X,X,X,O,O
STLOZJI,X,X,O,X,O,O,X,X,X,O,O
STJILZO,O,X,X,X,O,X,X,O,X,O,X
STJILOZ,O,X,X,X,O,O,X,O,X,O,O
STJIZLO,O,X,X,X,X,X,X,O,X,O,X
STJIZOL,O,O,X,X,X,X,X,O,X,X,X
STJIOLZ,O,O,X,X,O,O,X,O,X,X,O
STJIOZL,O,O,X,X,X,O,X,O,X,X,O
STJLIZO,O,X,X,X,O,X,X,O,X,O,X
STJLIOZ,O,X,X,X,O,O,X,O,X,O,O
STJLZIO,O,X,X,X,O,X,X,O,X,O,X
STJLZOI,O,X,X,X,O,X,X,X,X,O,X
STJLOIZ,O,X,X,X,O,O,X,X,X,O,O
STJLOZI,O,X,X,X,O,O,X,X,X,O,O
STJZILO,O,X,X,X,X,X,X,O,X,O,X
STJZIOL,O,O,X,X,X,X,X,O,X,X,X
STJZLIO,O,X,X,X,X,X,X,O,X,O,X
STJZLOI,O,X,X,X,X,X,X,X,X,O,X
STJZOIL,O,O,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,O,O,X,X,X,X,O
STJOIZL,O,O,X,X,X,O,X,X,X,X,O
STJOLIZ,O,O,X,X,O,O,X,X,X,X,O
STJOLZI,O,O,X,X,O,O,X,X,X,X,O
STJOZIL,O,O,X,X,X,O,X,X,X,X,O
STJOZLI,O,O,X,X,X,O,X,X,X,X,O
STZILJO,O,X,X,X,X,X,X,O,O,O,X
STZILOJ,X,X,O,X,X,X,X,O,O,O,X
STZIJLO,O,X,X,X,X,X,X,O,O,O,X
STZIJOL,O,O,X,X,X,X,X,O,O,X,X
STZIOLJ,X,O,O,X,X,X,X,O,O,O,X
STZIOJL,X,O,O,X,X,X,X,O,O,X,X
STZLIJO,O,X,X,X,X,X,X,O,O,O,X
STZLIOJ,X,X,O,X,X,X,X,O,O,O,X
STZLJIO,O,X,X,X,X,X,X,O,O,O,X
STZLJOI,O,X,X,X,X,X,X,X,X,O,X
STZLOIJ,X,X,O,X,X,X,X,X,X,O,X
STZLOJI,X,X,O,X,X,X,X,X,X,O,X
STZJILO,O,X,X,X,X,X,X,O,O,O,X
STZJIOL,O,O,X,X,X,X,X,O,O,X,X
STZJLIO,O,X,X,X,X,X,X,O,O,O,X
STZJLOI,O,X,X,X,X,X,X,X,X,O,X
STZJOIL,O,O,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,X,X,X,X,X,X,X,X,X
STZOILJ,X,O,O,X,X,X,X,X,X,O,X
STZOIJL,X,O,O,X,X,X,X,X,X,X,X
STZOLIJ,X,O,O,X,X,X,X,X,X,O,X
STZOLJI,X,O,O,X,X,X,X,X,X,O,X
STZOJIL,X,O,O,X,X,X,X,X,X,X,X
STZOJLI,X,O,O,X,X,X,X,X,X,X,X
STOILJZ,X,O,O,X,X,X,X,X,X,O,O
STOILZJ,X,O,O,X,X,X,X,X,X,O,O
STOIJLZ,X,O,O,X,X,X,X,X,X,X,O
STOIJZL,X,O,O,X,X,X,X,X,X,X,O
STOIZLJ,X,O,O,X,X,X,X,X,X,O,O
STOIZJL,X,O,O,X,X,X,X,X,X,X,O
STOLIJZ,X,O,O,X,X,X,X,X,X,O,O
STOLIZJ,X,O,O,X,X,X,X,X,X,O,O
STOLJIZ,X,O,O,X,O,O,X,X,X,O,O
STOLJZI,X,O,O,X,O,O,X,X,X,O,O
STOLZIJ,X,O,O,X,X,X,X,X,X,O,O
STOLZJI,X,O,O,X,O,O,X,X,X,O,O
STOJILZ,X,O,O,X,O,O,X,X,X,X,O
STOJIZL,X,O,O,X,X,O,X,X,X,X,O
STOJLIZ,X,O,O,X,O,O,X,X,X,X,O
STOJLZI,X,O,O,X,O,O,X,X,X,X,O
STOJZIL,X,O,O,X,X,O,X,X,X,X,O
STOJZLI,X,O,O,X,X,O,X,X,X,X,O
STOZILJ,X,O,O,X,X,X,X,X,X,O,O
STOZIJL,X,O,O,X,X,X,X,X,X,X,O
STOZLIJ,X,O,O,X,X,X,X,X,X,O,O
STOZLJI,X,O,O,X,X,O,X,X,X,O,O
STOZJIL,X,O,O,X,X,O,X,X,X,X,O
STOZJLI,X,O,O,X,X,O,X,X,X,X,O
SITLJZO,O,X,X,X,X,X,O,O,X,O,X
SITLJOZ,O,X,X,X,X,X,O,O,X,O,O
SITLZJO,O,X,X,X,X,X,O,O,O,O,X
SITLZOJ,X,X,O,X,X,X,O,O,O,O,X
SITLOJZ,X,X,O,X,X,X,O,O,X,O,O
SITLOZJ,X,X,O,X,X,X,O,O,O,O,O
SITJLZO,O,X,X,X,X,X,O,O,X,O,X
SITJLOZ,O,X,X,X,X,X,O,O,X,O,O
SITJZLO,O,X,X,X,X,X,O,O,X,O,X
SITJZOL,O,O,X,X,X,X,X,O,X,X,X
SITJOLZ,O,O,X,X,X,X,X,O,X,X,O
SITJOZL,O,O,X,X,X,X,X,O,X,X,O
SITZLJO,O,X,X,X,X,X,O,O,O,O,X
SITZLOJ,X,X,O,X,X,X,O,O,O,O,X
SITZJLO,O,X,X,X,X,X,O,O,O,O,X
SITZJOL,O,O,X,X,X,X,X,O,O,X,X
SITZOLJ,X,O,O,X,X,X,X,O,O,O,X
SITZOJL,X,O,O,X,X,X,X,O,O,X,X
SITOLJZ,X,O,O,X,X,X,X,O,X,O,O
SITOLZJ,X,O,O,X,X,X,X,O,O,O,O
SITOJLZ,X,O,O,X,X,X,X,O,X,X,O
SITOJZL,X,O,O,X,X,X,X,O,X,X,O
SITOZLJ,X,O,O,X,X,X,X,O,O,O,O
SITOZJL,X,O,O,X,X,X,X,O,O,X,O
SILTJZO,O,X,X,X,X,X,O,O,X,O,X
SILTJOZ,O,X,X,X,X,X,O,O,X,O,O
SILTZJO,O,X,X,X,X,X,O,O,O,O,X
SILTZOJ,X,X,O,X,X,X,O,O,O,O,X
SILTOJZ,X,X,O,X,X,X,O,O,X,O,O
SILTOZJ,X,X,O,X,X,X,O,O,O,O,O
SILJTZO,O,X,X,X,O,X,O,O,X,O,X
SILJTOZ,O,X,X,X,O,O,O,O,X,O,O
SILJZTO,O,X,X,X,O,X,O,O,O,O,X
SILJZOT,O,O,O,X,O,O,O,O,O,O,O
SILJOTZ,O,O,O,X,O,O,O,O,X,O,O
SILJOZT,O,O,O,X,O,O,O,O,O,O,O
SILZTJO,O,X,X,X,X,X,O,O,O,O,X
SILZTOJ,X,X,O,X,X,X,O,O,O,O,X
SILZJTO,O,X,X,X,O,X,O,O,O,O,X
SILZJOT,O,O,O,X,O,X,O,O,O,O,O
SILZOTJ,X,O,O,X,X,X,O,O,O,O,O
SILZOJT,O,O,O,X,O,X,O,O,O,O,O
SILOTJZ,X,O,O,X,X,X,O,O,X,O,O
SILOTZJ,X,O,O,X,X,X,O,O,O,O,O
SILOJTZ,O,O,O,X,O,O,O,O,X,O,O
SILOJZT,O,O,O,X,O,O,O,O,O,O,O
SILOZTJ,X,O,O,X,X,X,O,O,O,O,O
SILOZJT,O,O,O,X,O,O,O,O,O,O,O
SIJTLZO,O,X,X,X,O,X,O,O,X,O,X
SIJTLOZ,O,X,X,X,O,O,O,O,X,O,O
SIJTZLO,O,X,X,X,X,X,O,O,X,O,X
SIJTZOL,O,O,X,X,X,X,X,O,X,X,X
SIJTOLZ,O,O,X,X,O,O,X,O,X,X,O
SIJTOZL,O,O,X,X,X,O,X,O,X,X,O
SIJLTZO,O,X,X,X,O,X,O,O,X,O,X
SIJLTOZ,O,X,X,X,O,O,O,O,X,O,O
SIJLZTO,O,X,X,X,O,X,O,O,O,O,X
SIJLZOT,O,O,O,X,O,O,O,O,O,O,O
SIJLOTZ,O,O,O,X,O,O,O,O,X,O,O
SIJLOZT,O,O,O,X,O,O,O,O,O,O,O
SIJZTLO,O,X,X,X,X,X,O,O,O,O,X
SIJZTOL,O,O,X,O,X,X,X,O,O,X,X
SIJZLTO,O,X,X,X,O,X,O,O,O,O,X
SIJZLOT,O,O,O,O,O,O,O,O,O,O,O
SIJZOTL,O,O,O,O,X,O,X,O,O,X,O
SIJZOLT,O,O,O,O,O,O,O,O,O,O,O
SIJOTLZ,O,O,O,X,O,O,X,O,X,X,O
SIJOTZL,O,O,O,X,X,O,X,O,X,X,O
SIJOLTZ,O,O,O,X,O,O,O,O,X,O,O
SIJOLZT,O,O,O,O,O,O,O,O,O,O,O
SIJOZTL,O,O,O,O,X,O,X,O,O,X,O
SIJOZLT,O,O,O,O,O,O,O,O,O,O,O
SIZTLJO,O,X,X,X,X,X,O,O,O,O,X
SIZTLOJ,X,X,O,X,X,X,O,O,O,O,X
SIZTJLO,O,X,X,X,X,X,O,O,O,O,X
SIZTJOL,O,O,X,O,X,X,X,O,O,X,X
SIZTOLJ,X,O,O,O,X,X,X,O,O,O,X
SIZTOJL,X,O,O,O,X,X,X,O,O,X,X
SIZLTJO,O,X,X,X,X,X,O,O,O,O,X
SIZLTOJ,X,X,O,X,X,X,O,O,O,O,X
SIZLJTO,O,X,X,X,X,X,O,O,O,O,X
SIZLJOT,O,O,O,O,X,X,O,O,O,O,O
SIZLOTJ,X,O,O,O,X,X,O,O,O,O,O
SIZLOJT,O,O,O,O,X,X,O,O,O,O,O
SIZJTLO,O,X,X,X,X,X,O,O,O,O,X
SIZJTOL,O,O,X,O,X,X,X,O,O,X,X
SIZJLTO,O,X,X,X,X,X,O,O,O,O,X
SIZJLOT,O,O,O,O,X,X,O,O,O,O,O
SIZJOTL,O,O,O,O,X,X,X,O,O,X,O
SIZJOLT,O,O,O,O,X,X,O,O,O,O,O
SIZOTLJ,X,O,O,O,X,X,X,O,O,O,O
SIZOTJL,X,O,O,O,X,X,X,O,O,X,O
SIZOLTJ,X,O,O,O,X,X,O,O,O,O,O
SIZOLJT,O,O,O,O,X,X,O,O,O,O,O
SIZOJTL,O,O,O,O,X,X,X,O,O,X,O
SIZOJLT,O,O,O,O,X,X,O,O,O,O,O
SIOTLJZ,X,O,O,X,X,X,X,O,X,O,O
SIOTLZJ,X,O,O,X,X,X,X,O,O,O,O
SIOTJLZ,X,O,O,X,X,X,X,O,X,X,O
SIOTJZL,X,O,O,X,X,X,X,O,X,X,O
SIOTZLJ,X,O,O,X,X,X,X,O,O,O,O
SIOTZJL,X,O,O,X,X,X,X,O,O,X,O
SIOLTJZ,X,O,O,X,X,X,O,O,X,O,O
SIOLTZJ,X,O,O,X,X,X,O,O,O,O,O
SIOLJTZ,O,O,O,X,O,O,O,O,X,O,O
SIOLJZT,O,O,O,O,O,O,O,O,O,O,O
SIOLZTJ,X,O,O,O,X,X,O,O,O,O,O
SIOLZJT,O,O,O,O,O,O,O,O,O,O,O
SIOJTLZ,O,O,O,X,O,O,X,O,X,X,O
SIOJTZL,O,O,O,X,X,O,X,O,X,X,O
SIOJLTZ,O,O,O,X,O,O,O,O,X,O,O
SIOJLZT,O,O,O,O,O,O,O,O,O,O,O
SIOJZTL,O,O,O,O,X,O,X,O,O,X,O
SIOJZLT,O,O,O,O,O,O,O,O,O,O,O
SIOZTLJ,X,O,O,O,X,X,X,O,O,O,O
SIOZTJL,X,O,O,O,X,X,X,O,O,X,O
SIOZLTJ,X,O,O,O,X,X,O,O,O,O,O
SIOZLJT,O,O,O,O,X,O,O,O,O,O,O
SIOZJTL,O,O,O,O,X,O,X,O,O,X,O
SIOZJLT,O,O,O,O,X,O,O,O,O,O,O
SLTIJZO,O,X,X,X,X,X,X,O,X,O,X
SLTIJOZ,O,X,X,X,X,X,X,O,X,O,O
SLTIZJO,O,X,X,X,X,X,X,O,O,O,X
SLTIZOJ,X,X,O,X,X,X,X,O,O,O,X
SLTIOJZ,X,X,O,X,X,X,X,O,X,O,O
SLTIOZJ,X,X,O,X,X,X,X,O,O,O,O
SLTJIZO,O,X,X,X,O,X,X,O,X,O,X
SLTJIOZ,O,X,X,X,O,O,X,O,X,O,O
SLTJZIO,O,X,X,X,O,X,X,O,X,O,X
SLTJZOI,O,X,X,X,O,X,X,X,X,O,X
SLTJOIZ,O,X,X,X,O,O,X,X,X,O,O
SLTJOZI,O,X,X,X,O,O,X,X,X,O,O
SLTZIJO,O,X,X,X,X,X,X,O,O,O,X
SLTZIOJ,X,X,O,X,X,X,X,O,O,O,X
SLTZJIO,O,X,X,X,O,X,X,O,O,O,X
SLTZJOI,O,X,X,X,O,X,X,X,X,O,X
SLTZOIJ,X,X,O,X,X,X,X,X,X,O,X
SLTZOJI,X,X,O,X,O,X,X,X,X,O,X
SLTOIJZ,X,X,O,X,X,X,X,X,X,O,O
SLTOIZJ,X,X,O,X,X,X,X,X,X,O,O
SLTOJIZ,X,X,O,X,O,O,X,X,X,O,O
SLTOJZI,X,X,O,X,O,O,X,X,X,O,O
SLTOZIJ,X,X,O,X,X,X,X,X,X,O,O
SLTOZJI,X,X,O,X,O,O,X,X,X,O,O
SLITJZO,O,X,X,X,X,X,O,O,X,O,X
SLITJOZ,O,X,X,X,X,X,O,O,X,O,O
SLITZJO,O,X,X,X,X,X,O,O,O,O,X
SLITZOJ,X,X,O,X,X,X,O,O,O,O,X
SLITOJZ,X,X,O,X,X,X,O,O,X,O,O
SLITOZJ,X,X,O,X,X,X,O,O,O,O,O
SLIJTZO,O,X,X,X,O,X,O,O,X,O,X
SLIJTOZ,O,X,X,X,O,O,O,O,X,O,O
SLIJZTO,O,X,X,X,O,X,O,O,O,O,X
SLIJZOT,O,O,O,X,O,O,O,O,O,O,O
SLIJOTZ,O,O,O,X,O,O,O,O,X,O,O
SLIJOZT,O,O,O,X,O,O,O,O,O,O,O
SLIZTJO,O,X,X,X,X,X,O,O,O,O,X
SLIZTOJ,X,X,O,X,X,X,O,O,O,O,X
SLIZJTO,O,X,X,X,O,X,O,O,O,O,X
SLIZJOT,O,O,O,X,O,X,O,O,O,O,O
SLIZOTJ,X,O,O,X,X,X,O,O,O,O,O
SLIZOJT,O,O,O,X,O,X,O,O,O,O,O
SLIOTJZ,X,O,O,X,X,X,O,O,X,O,O
SLIOTZJ,X,O,O,X,X,X,O,O,O,O,O
SLIOJTZ,O,O,O,X,O,O,O,O,X,O,O
SLIOJZT,O,O,O,X,O,O,O,O,O,O,O
SLIOZTJ,X,O,O,X,X,X,O,O,O,O,O
SLIOZJT,O,O,O,X,O,O,O,O,O,O,O
SLJTIZO,O,X,X,X,O,X,X,O,X,O,X
SLJTIOZ,O,X,X,X,O,O,X,O,X,O,O
SLJTZIO,O,X,X,X,O,X,X,O,X,O,X
SLJTZOI,O,X,X,X,O,X,X,X,X,O,X
SLJTOIZ,O,X,X,X,O,O,X,X,X,O,O
SLJTOZI,O,X,X,X,O,O,X,X,X,O,O
SLJITZO,O,X,X,X,O,X,O,O,X,O,X
SLJITOZ,O,X,X,X,O,O,O,O,X,O,O
SLJIZTO,O,X,X,X,O,X,O,O,O,O,X
