sequence,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFXgBxhBzlBCnBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBfmBxhBCnBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF0gBxhBzkBCnB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFTgBxhBfqB8qBCn?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JexAJvhFTiBikBGmB0kB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFTiBikBGmBXmBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhF8lBGiBTkBKqB3m?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je0/IvhFxgBTiB2pBSrBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFXhBTiB2pBSrBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBSmBTiBxqBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFfmB6mBTiBxpBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFGiB3kBRmBUmBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFRhBSnBUmB3kBTq?BlsB
JILOTZS,X,X,O,X,O,O,X,O,O,X,X,X,X
JILOSTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JILOSZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JILOZTS,X,X,O,X,X,X,X,O,X,X,X,X,X
JILOZST,O,X,O,O,X,X,X,X,X,X,X,X,X
JISTLZO,X,X,O,O,O,X,X,X,O,X,O,X,X
JISTLOZ,X,X,O,O,O,X,X,X,O,X,O,X,X
JISTZLO,X,X,O,O,O,X,X,X,X,X,O,X,X
JISTZOL,X,X,O,O,O,X,X,X,X,X,O,X,X
JISTOLZ,X,X,X,X,O,X,X,X,O,X,O,X,X
JISTOZL,X,X,X,X,O,X,X,X,X,X,O,X,X
JISLTZO,X,X,O,O,O,X,X,X,O,X,O,X,X
JISLTOZ,X,X,X,X,O,X,X,X,O,X,O,X,X
JISLZTO,X,X,O,O,O,X,X,X,O,X,O,X,X
JISLZOT,X,X,O,O,X,X,X,X,X,X,X,X,X
JISLOTZ,X,X,X,X,O,X,X,X,O,X,O,X,X
JISLOZT,X,X,O,O,X,X,X,X,X,X,X,X,X
JISZTLO,X,X,O,O,O,X,X,X,X,X,O,X,X
JISZTOL,X,X,O,O,O,X,X,X,X,X,O,X,X
JISZLTO,X,X,O,O,O,X,X,X,X,X,O,X,X
JISZLOT,X,X,O,O,X,X,X,X,X,X,X,X,X
JISZOTL,X,X,O,O,X,X,X,X,X,X,X,X,X
JISZOLT,X,X,O,O,X,X,X,X,X,X,X,X,X
JISOTLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JISOTZL,X,X,X,X,O,X,X,X,X,X,O,X,X
JISOLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JISOLZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTLSO,O,O,X,O,X,O,X,O,O,O,X,X,X
JIZTLOS,O,X,X,O,O,O,X,O,O,O,X,X,X
JIZTSLO,O,O,X,O,O,X,X,O,X,O,O,X,X
JIZTSOL,O,O,X,O,O,X,X,O,X,O,O,X,X
JIZTOLS,O,X,X,X,O,O,X,O,O,O,X,X,X
JIZTOSL,O,X,X,O,O,X,X,O,X,O,O,X,X
JIZLTSO,O,X,X,O,X,O,X,O,O,O,X,X,X
JIZLTOS,X,X,X,X,O,O,X,O,O,O,X,X,X
JIZLSTO,O,O,X,O,X,O,X,O,O,O,X,X,X
JIZLSOT,O,O,X,O,X,X,X,X,X,X,X,X,X
JIZLOTS,O,X,X,X,X,O,X,O,X,O,X,X,X
JIZLOST,O,X,X,O,X,X,X,X,X,X,X,X,X
JIZSTLO,O,O,X,O,O,X,X,O,X,O,O,X,X
JIZSTOL,O,O,X,O,O,X,X,O,X,O,O,X,X
JIZSLTO,O,O,X,O,O,X,X,O,X,O,O,X,X
JIZSLOT,O,O,X,O,X,X,X,X,X,X,X,X,X
JIZSOTL,O,O,X,O,X,X,X,X,X,X,X,X,X
JIZSOLT,O,O,X,O,X,X,X,X,X,X,X,X,X
JIZOTLS,O,X,X,X,X,X,X,O,X,O,X,X,X
JIZOTSL,O,X,X,X,X,X,X,O,X,O,X,X,X
JIZOLTS,O,X,X,X,X,X,X,O,X,O,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZOSTL,O,X,X,O,X,X,X,X,X,X,X,X,X
JIZOSLT,O,X,X,O,X,X,X,X,X,X,X,X,X
JIOTLSZ,O,X,O,X,O,X,X,X,O,X,O,X,X
JIOTLZS,O,X,O,X,O,X,X,X,O,X,X,X,X
JIOTSLZ,O,X,X,X,O,X,X,X,O,X,O,X,X
JIOTSZL,O,X,X,X,O,X,X,X,X,X,O,X,X
JIOTZLS,X,X,O,X,O,X,X,X,O,X,X,X,X
JIOTZSL,O,X,O,X,O,X,X,X,X,X,O,X,X
JIOLTSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JIOLTZS,X,X,O,X,O,X,X,X,O,X,X,X,X
JIOLSTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JIOLSZT,O,X,O,X,X,X,X,X,X,X,X,X,X
JIOLZTS,X,X,O,X,X,X,X,X,X,X,X,X,X
JIOLZST,O,X,O,X,X,X,X,X,X,X,X,X,X
JIOSTLZ,O,X,X,X,O,X,X,X,X,X,O,X,X
JIOSTZL,O,X,X,X,O,X,X,X,X,X,O,X,X
JIOSLTZ,O,X,X,X,O,X,X,X,X,X,O,X,X
JIOSLZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOSZLT,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOZTLS,X,X,O,X,X,X,X,X,X,X,X,X,X
JIOZTSL,X,X,O,X,X,X,X,X,X,X,X,X,X
JIOZLTS,X,X,O,X,X,X,X,X,X,X,X,X,X
JIOZLST,X,X,O,X,X,X,X,X,X,X,X,X,X
JIOZSTL,O,X,O,X,X,X,X,X,X,X,X,X,X
JIOZSLT,O,X,O,X,X,X,X,X,X,X,X,X,X
JLTISZO,O,X,O,O,O,X,O,O,O,X,X,X,X
JLTISOZ,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTIZSO,O,O,O,O,X,O,O,O,O,X,X,X,X
JLTIZOS,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTIOSZ,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTIOZS,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTSIZO,O,X,O,O,O,X,O,O,O,X,O,X,X
JLTSIOZ,O,X,O,O,O,O,O,O,O,X,O,X,X
JLTSZIO,O,O,O,O,O,X,O,O,O,X,X,X,X
JLTSZOI,O,O,O,O,O,X,O,O,O,X,X,X,X
JLTSOIZ,O,X,O,O,O,O,O,O,O,X,O,X,X
JLTSOZI,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTZISO,O,O,O,O,X,O,O,O,O,O,X,X,X
JLTZIOS,O,X,O,O,O,O,O,O,O,O,X,X,X
JLTZSIO,O,O,O,O,X,O,O,O,O,X,X,X,X
JLTZSOI,O,O,O,O,X,O,O,O,O,X,X,X,X
JLTZOIS,O,X,O,O,O,O,O,O,O,O,X,X,X
JLTZOSI,O,O,O,O,O,O,O,O,O,X,X,X,X
JLTOISZ,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTOIZS,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTOSIZ,O,X,O,O,O,O,O,O,O,X,O,X,X
JLTOSZI,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTOZIS,O,X,O,O,O,O,O,O,O,O,X,X,X
JLTOZSI,O,O,O,O,O,O,O,O,O,X,X,X,X
JLITSZO,X,X,O,O,O,X,X,O,O,X,X,X,X
JLITSOZ,X,X,X,X,O,O,X,O,O,X,X,X,X
JLITZSO,O,X,X,O,X,O,O,O,O,X,X,X,X
JLITZOS,X,X,X,X,O,O,O,O,O,X,X,X,X
JLITOSZ,O,X,X,X,O,O,X,O,O,X,X,X,X
JLITOZS,X,X,O,X,O,O,X,O,O,X,X,X,X
JLISTZO,X,X,O,O,O,X,X,O,O,X,X,X,X
JLISTOZ,X,X,X,X,O,O,X,O,O,X,X,X,X
JLISZTO,O,O,O,O,O,X,X,O,O,X,X,X,X
JLISZOT,O,O,O,O,X,X,X,X,X,X,X,X,X
JLISOTZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JLISOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JLIZTSO,O,X,X,O,X,O,O,O,O,X,X,X,X
JLIZTOS,X,X,X,X,O,O,O,O,O,X,X,X,X
JLIZSTO,O,O,O,O,X,O,O,O,O,X,X,X,X
JLIZSOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLIZOTS,O,X,O,X,X,O,X,O,X,X,X,X,X
JLIZOST,O,X,O,O,X,X,X,X,X,X,X,X,X
JLIOTSZ,O,X,X,X,O,O,X,O,O,X,X,X,X
JLIOTZS,X,X,O,X,O,O,X,O,O,X,X,X,X
JLIOSTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JLIOSZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JLIOZTS,X,X,O,X,X,X,X,O,X,X,X,X,X
JLIOZST,O,X,O,O,X,X,X,X,X,X,X,X,X
JLSTIZO,X,X,O,O,O,X,X,O,O,X,O,X,X
JLSTIOZ,X,X,O,O,O,O,X,O,O,X,O,X,X
JLSTZIO,X,X,O,O,O,X,O,O,O,X,X,X,X
JLSTZOI,X,X,O,O,O,X,O,O,O,X,X,X,X
JLSTOIZ,X,X,O,O,O,O,X,O,O,X,O,X,X
JLSTOZI,X,X,O,O,O,O,O,O,O,X,X,X,X
JLSITZO,X,X,O,O,O,X,X,O,O,X,O,X,X
JLSITOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
JLSIZTO,O,O,O,O,O,X,O,O,O,X,O,X,X
JLSIZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLSIOTZ,O,X,O,X,O,X,X,X,O,X,O,X,X
JLSIOZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JLSZTIO,O,O,O,O,O,X,O,O,O,X,X,X,X
JLSZTOI,X,O,O,O,O,X,O,O,O,X,X,X,X
JLSZITO,O,O,O,O,O,X,O,O,O,X,X,X,X
JLSZIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLSZOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JLSZOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLSOTIZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JLSOTZI,O,X,O,X,O,X,O,X,O,X,X,X,X
JLSOITZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JLSOIZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JLSOZTI,O,X,O,O,X,X,O,X,X,X,X,X,X
JLSOZIT,O,X,O,O,X,X,O,X,X,X,X,X,X
JLZTISO,O,O,X,O,X,O,O,O,O,O,X,X,X
JLZTIOS,O,X,X,O,O,O,O,O,O,O,X,X,X
JLZTSIO,O,O,X,O,X,O,O,O,O,X,X,X,X
JLZTSOI,O,O,X,O,X,O,O,O,O,X,X,X,X
JLZTOIS,O,X,X,O,O,O,O,O,O,O,X,X,X
JLZTOSI,O,O,X,O,O,O,O,O,O,X,X,X,X
JLZITSO,O,X,X,O,X,O,O,O,O,O,X,X,X
JLZITOS,X,X,X,X,O,O,O,O,O,O,X,X,X
JLZISTO,O,O,O,O,X,O,O,O,O,O,X,X,X
JLZISOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLZIOTS,O,X,O,X,X,O,X,O,X,O,X,X,X
JLZIOST,O,X,O,O,X,X,X,X,X,X,X,X,X
JLZSTIO,O,O,O,O,X,O,O,O,O,X,X,X,X
JLZSTOI,O,O,X,O,X,O,O,O,O,X,X,X,X
JLZSITO,O,O,O,O,X,O,O,O,O,X,X,X,X
JLZSIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLZSOTI,O,O,X,O,X,X,O,X,X,X,X,X,X
JLZSOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLZOTIS,O,X,O,X,X,O,O,O,X,X,X,X,X
JLZOTSI,O,X,O,X,X,O,O,O,X,X,X,X,X
JLZOITS,O,X,O,X,X,O,O,O,X,X,X,X,X
JLZOIST,O,X,O,O,X,X,O,X,X,X,X,X,X
JLZOSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JLZOSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOTISZ,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOTIZS,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOTSIZ,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOTSZI,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOTZIS,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOTZSI,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOITSZ,O,X,X,X,O,O,X,O,O,X,X,X,X
JLOITZS,X,X,O,X,O,O,O,O,O,X,X,X,X
JLOISTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JLOISZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JLOIZTS,X,X,O,X,X,X,O,O,X,X,X,X,X
JLOIZST,O,X,O,O,X,X,O,X,X,X,X,X,X
JLOSTIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JLOSTZI,O,X,O,X,X,X,O,X,O,X,X,X,X
JLOSITZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JLOSIZT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOSZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOSZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOZTIS,O,X,O,X,X,X,O,O,X,X,X,X,X
JLOZTSI,O,O,O,X,X,X,O,O,X,X,X,X,X
JLOZITS,O,X,O,X,X,X,O,O,X,X,X,X,X
JLOZIST,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOZSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOZSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSTILZO,X,X,O,O,O,X,X,X,O,X,O,O,X
JSTILOZ,X,X,O,O,O,X,X,X,O,X,O,O,X
JSTIZLO,X,O,O,O,O,X,X,X,X,X,O,O,X
JSTIZOL,X,O,O,O,O,X,X,X,X,X,O,X,X
JSTIOLZ,X,X,X,X,O,X,X,X,O,X,O,O,X
JSTIOZL,X,X,X,X,O,X,X,X,X,X,O,X,X
JSTLIZO,O,O,O,O,O,X,X,O,O,X,O,O,X
JSTLIOZ,O,X,O,O,O,O,X,O,O,X,O,O,X
JSTLZIO,O,O,O,O,O,X,O,O,O,X,X,O,X
JSTLZOI,O,O,O,O,O,X,O,O,O,X,X,X,X
JSTLOIZ,O,X,O,O,O,O,X,O,O,X,O,O,X
JSTLOZI,O,X,O,O,O,O,O,O,O,X,X,X,X
JSTZILO,O,O,O,O,O,X,O,O,X,O,X,O,X
JSTZIOL,O,O,O,O,O,X,X,O,X,O,X,X,X
JSTZLIO,O,O,O,O,O,O,O,O,X,X,X,O,X
JSTZLOI,O,O,O,O,O,O,O,O,X,X,X,X,X
JSTZOIL,O,O,O,O,O,X,X,O,X,O,X,X,X
JSTZOLI,O,O,O,O,O,O,X,O,X,X,X,X,X
JSTOILZ,O,X,O,X,O,X,X,X,O,X,O,O,X
JSTOIZL,O,X,O,X,O,X,X,X,X,X,O,X,X
JSTOLIZ,O,X,O,O,O,O,X,O,O,X,O,O,X
JSTOLZI,O,X,O,O,O,O,O,O,O,X,X,X,X
JSTOZIL,O,X,O,O,O,X,X,O,X,O,X,X,X
JSTOZLI,O,X,O,O,O,O,X,O,X,X,X,X,X
JSITLZO,X,X,O,O,O,X,X,X,O,X,O,X,X
JSITLOZ,X,X,O,O,O,X,X,X,O,X,O,X,X
JSITZLO,X,X,O,O,O,X,X,X,X,X,O,X,X
JSITZOL,X,X,O,O,O,X,X,X,X,X,O,X,X
JSITOLZ,X,X,X,X,O,X,X,X,O,X,O,X,X
JSITOZL,X,X,X,X,O,X,X,X,X,X,O,X,X
JSILTZO,X,X,O,O,O,X,X,X,O,X,O,X,X
JSILTOZ,X,X,X,X,O,X,X,X,O,X,O,X,X
JSILZTO,X,X,O,O,O,X,O,X,O,X,O,X,X
JSILZOT,X,X,O,O,X,X,O,X,X,X,X,X,X
JSILOTZ,X,X,X,X,O,X,X,X,O,X,O,X,X
JSILOZT,X,X,O,O,X,X,O,X,X,X,X,X,X
JSIZTLO,X,O,O,O,O,X,O,X,X,X,O,X,X
JSIZTOL,X,O,O,O,O,X,X,X,X,X,O,X,X
JSIZLTO,X,O,O,O,O,X,O,X,X,X,O,X,X
JSIZLOT,X,O,O,O,X,X,O,X,X,X,X,X,X
JSIZOTL,X,O,O,O,X,X,X,X,X,X,X,X,X
JSIZOLT,X,O,O,O,X,X,O,X,X,X,X,X,X
JSIOTLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JSIOTZL,X,X,X,X,O,X,X,X,X,X,O,X,X
JSIOLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JSIOLZT,X,X,X,X,X,X,O,X,X,X,X,X,X
JSIOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTIZO,X,X,O,O,O,X,X,O,O,X,O,O,X
JSLTIOZ,X,X,O,O,O,O,X,O,O,X,O,O,X
JSLTZIO,X,X,O,O,O,X,O,O,O,X,X,O,X
JSLTZOI,X,X,O,O,O,X,O,O,O,X,X,X,X
JSLTOIZ,X,X,O,O,O,O,X,O,O,X,O,O,X
JSLTOZI,X,X,O,O,O,O,O,O,O,X,X,X,X
JSLITZO,X,X,O,O,O,X,X,O,O,X,O,X,X
JSLITOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
JSLIZTO,O,O,O,O,O,X,O,O,O,X,O,X,X
JSLIZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSLIOTZ,O,X,O,X,O,X,X,X,O,X,O,X,X
JSLIOZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSLZTIO,O,O,O,O,O,X,O,O,O,X,X,X,X
JSLZTOI,X,O,O,O,O,X,O,O,O,X,X,X,X
JSLZITO,O,O,O,O,O,X,O,O,O,X,X,X,X
JSLZIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSLZOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JSLZOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSLOTIZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JSLOTZI,O,X,O,X,O,X,O,X,O,X,X,X,X
JSLOITZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JSLOIZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSLOZTI,O,X,O,O,X,X,O,X,X,X,X,X,X
JSLOZIT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSZTILO,O,O,O,O,O,X,O,O,X,O,X,X,X
JSZTIOL,O,O,O,O,O,X,X,O,X,O,X,X,X
JSZTLIO,O,O,O,O,O,O,O,O,X,X,X,X,X
JSZTLOI,O,O,O,O,O,O,O,O,X,X,X,X,X
JSZTOIL,O,O,O,O,O,X,X,O,X,O,X,X,X
JSZTOLI,O,O,O,O,O,O,X,O,X,X,X,X,X
JSZITLO,O,O,O,O,O,X,O,O,X,O,X,X,X
JSZITOL,O,O,O,O,O,X,X,O,X,O,X,X,X
JSZILTO,O,O,O,O,O,X,O,O,X,O,X,X,X
JSZILOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZIOTL,O,O,O,O,X,X,X,X,X,X,X,X,X
JSZIOLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZLTIO,O,O,O,O,O,O,O,O,X,X,X,X,X
JSZLTOI,O,O,O,O,O,O,O,O,X,X,X,X,X
JSZLITO,O,O,O,O,O,O,O,O,X,X,X,X,X
JSZLIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZLOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZLOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZOTIL,O,O,O,O,X,X,X,X,X,X,X,X,X
JSZOTLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JSZOITL,O,O,O,O,X,X,X,X,X,X,X,X,X
JSZOILT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZOLTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZOLIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOTILZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOTIZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,X,O,O,O,X,X,X,X,X,X,X,X
JSOTLZI,O,X,O,O,O,X,O,X,X,X,X,X,X
JSOTZIL,O,X,O,O,O,X,X,X,X,X,X,X,X
JSOTZLI,O,X,O,O,O,X,X,X,X,X,X,X,X
JSOITLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOITZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOILTZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOILZT,O,X,O,X,X,X,O,X,X,X,X,X,X
JSOIZTL,O,X,O,X,X,X,X,X,X,X,X,X,X
JSOIZLT,O,X,O,X,X,X,X,X,X,X,X,X,X
JSOLTIZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOLTZI,O,X,O,X,O,X,O,X,X,X,X,X,X
JSOLITZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOLIZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSOLZTI,O,X,O,O,X,X,O,X,X,X,X,X,X
JSOLZIT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSOZTIL,O,X,O,O,X,X,X,X,X,X,X,X,X
JSOZTLI,O,X,O,O,X,X,X,X,X,X,X,X,X
JSOZITL,O,X,O,O,X,X,X,X,X,X,X,X,X
JSOZILT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSOZLTI,O,X,O,O,X,X,O,X,X,X,X,X,X
JSOZLIT,O,X,O,O,X,X,O,X,X,X,X,X,X
JZTILSO,O,O,X,O,X,O,X,O,O,O,X,X,X
JZTILOS,O,X,X,O,O,O,X,O,O,O,X,X,X
JZTISLO,O,O,X,O,O,X,X,O,X,O,X,X,X
JZTISOL,O,O,X,O,O,X,X,O,X,O,X,X,X
JZTIOLS,O,X,X,X,O,O,X,O,O,O,X,X,X
JZTIOSL,O,X,X,O,O,X,X,O,X,O,X,X,X
JZTLISO,O,O,O,O,X,O,X,O,O,O,X,X,X
JZTLIOS,O,X,O,O,O,O,X,O,O,O,X,X,X
JZTLSIO,O,O,O,O,X,O,X,O,O,X,X,X,X
JZTLSOI,O,O,O,O,X,O,X,O,O,X,X,X,X
JZTLOIS,O,X,O,O,O,O,X,O,O,O,X,X,X
JZTLOSI,O,O,O,O,O,O,X,O,O,X,X,X,X
JZTSILO,O,O,O,O,O,X,X,O,X,O,X,X,X
JZTSIOL,O,O,O,O,O,X,X,O,X,O,X,X,X
JZTSLIO,O,O,O,O,O,O,X,O,X,X,X,X,X
JZTSLOI,O,O,O,O,O,O,X,O,X,X,X,X,X
JZTSOIL,O,O,O,O,O,X,X,O,X,O,X,X,X
JZTSOLI,O,O,O,O,O,O,X,O,X,X,X,X,X
JZTOILS,O,X,O,X,O,O,X,O,O,O,X,X,X
JZTOISL,O,X,O,O,O,X,X,O,X,O,X,X,X
JZTOLIS,O,X,O,O,O,O,X,O,O,O,X,X,X
JZTOLSI,O,O,O,O,O,O,X,O,O,X,X,X,X
JZTOSIL,O,O,O,O,O,X,X,O,X,O,X,X,X
JZTOSLI,O,O,O,O,O,O,X,O,X,X,X,X,X
JZITLSO,O,O,X,O,X,O,X,O,O,O,X,X,X
JZITLOS,O,X,X,O,O,O,X,O,O,O,X,X,X
JZITSLO,O,O,X,O,O,X,X,O,X,O,X,X,X
JZITSOL,O,O,X,O,O,X,X,O,X,O,X,X,X
JZITOLS,O,X,X,X,O,O,X,O,O,O,X,X,X
JZITOSL,O,X,X,O,O,X,X,O,X,O,X,X,X
JZILTSO,O,X,X,O,X,O,X,O,O,O,X,X,X
JZILTOS,X,X,X,X,O,O,X,O,O,O,X,X,X
JZILSTO,O,O,X,O,X,O,X,O,O,O,X,X,X
JZILSOT,O,O,X,O,X,X,X,X,X,X,X,X,X
JZILOTS,O,X,X,X,X,O,X,O,X,O,X,X,X
JZILOST,O,X,X,O,X,X,X,X,X,X,X,X,X
JZISTLO,O,O,X,O,O,X,X,O,X,O,X,X,X
JZISTOL,O,O,X,O,O,X,X,O,X,O,X,X,X
JZISLTO,O,O,X,O,O,X,X,O,X,O,X,X,X
JZISLOT,O,O,X,O,X,X,X,X,X,X,X,X,X
JZISOTL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZISOLT,O,O,X,O,X,X,X,X,X,X,X,X,X
JZIOTLS,O,X,X,X,X,X,X,O,X,O,X,X,X
JZIOTSL,O,X,X,X,X,X,X,O,X,O,X,X,X
JZIOLTS,O,X,X,X,X,X,X,O,X,O,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSTL,O,X,X,O,X,X,X,X,X,X,X,X,X
JZIOSLT,O,X,X,O,X,X,X,X,X,X,X,X,X
JZLTISO,O,O,X,O,X,O,X,O,O,O,X,X,X
JZLTIOS,O,X,X,O,O,O,X,O,O,O,X,X,X
JZLTSIO,O,O,X,O,X,O,X,O,O,X,X,X,X
JZLTSOI,O,O,X,O,X,O,X,O,O,X,X,X,X
JZLTOIS,O,X,X,O,O,O,X,O,O,O,X,X,X
JZLTOSI,O,O,X,O,O,O,X,O,O,X,X,X,X
JZLITSO,O,X,X,O,X,O,X,O,O,O,X,X,X
JZLITOS,X,X,X,X,O,O,X,O,O,O,X,X,X
JZLISTO,O,O,O,O,X,O,X,O,O,O,X,X,X
JZLISOT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZLIOTS,O,X,O,X,X,O,X,O,X,O,X,X,X
JZLIOST,O,X,O,O,X,X,X,X,X,X,X,X,X
JZLSTIO,O,O,O,O,X,O,X,O,O,X,X,X,X
JZLSTOI,O,O,X,O,X,O,X,O,O,X,X,X,X
JZLSITO,O,O,O,O,X,O,X,O,O,X,X,X,X
JZLSIOT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZLSOTI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZLSOIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZLOTIS,O,X,O,X,X,O,X,O,X,X,X,X,X
JZLOTSI,O,X,O,X,X,O,X,O,X,X,X,X,X
JZLOITS,O,X,O,X,X,O,X,O,X,X,X,X,X
JZLOIST,O,X,O,O,X,X,X,X,X,X,X,X,X
JZLOSTI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZLOSIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,O,O,X,X,O,X,O,X,X,X
JZSTIOL,O,O,O,O,O,X,X,O,X,O,X,X,X
JZSTLIO,O,O,O,O,O,O,X,O,X,X,X,X,X
JZSTLOI,O,O,O,O,O,O,X,O,X,X,X,X,X
JZSTOIL,O,O,O,O,O,X,X,O,X,O,X,X,X
