sequence,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeOAJvhFXcBldBUiBS?qBTmBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeT7IvhFicB3dBWnBV?qBUmBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Jex7IvhFldBelBUiBC?mBTrB3qB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je07IvhFlcB3dBelBz?lBCnBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je2AJvhFRdBcmBTiB3?gBFqBSwB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFRdBGiBXlBl?mBUrBTqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFzcBuiB0lBl?mBXlBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhF3dB5mBTgBU?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeKAJvhFzbB3dB5mBU?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeR9IvhF/lBTiB6rBF?mBUqBmqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Jex7IvhFuiBTgBihBF?qBXrB8rB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFUdB5mBTgB3?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JecBJvhFelB5lBXiBl?iBTrBiqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeuCJvhFxgBFqBXrB8?rBTqBirB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je39IvhFelBChBxmBl?mBUrBTqB
LISTOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LISJTOZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LISJZTO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O
LISJZOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LISJOTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISJOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LISZTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISZTOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LISZJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LISZOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LIZTSJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZTSOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZJTSO,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O
LIZJTOS,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LIZJSTO,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O
LIZJSOT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LIZJOTS,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LIZJOST,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
LIZSTJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZSJTO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LIZSJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZSOTJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZSOJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZOTJS,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZOTSJ,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
LIZOJTS,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZOJST,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIZOSTJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIZOSJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOTJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOTZJS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOJTSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOSTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOSZJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOZTJS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOZJTS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOZJST,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOZSTJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOZSJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJTISZO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X
LJTISOZ,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
LJTIZSO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X
LJTIZOS,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X
LJTIOSZ,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
LJTIOZS,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X
LJTSIZO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X
LJTSIOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LJTSZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
LJTSZOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LJTSOIZ,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X
LJTSOZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTZISO,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
LJTZIOS,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X
LJTZSIO,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LJTZSOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LJTZOIS,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LJTZOSI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LJTOISZ,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJTOIZS,O,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJTOSIZ,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
LJTOSZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTOZIS,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LJTOZSI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LJITSZO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,O
LJITSOZ,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
LJITZSO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X
LJITZOS,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X
LJITOSZ,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
LJITOZS,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X
LJISTZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LJISTOZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LJISZTO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O
LJISZOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LJISOTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJISOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJIZTSO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LJIZTOS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
LJIZSTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
LJIZSOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LJIZOTS,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LJIZOST,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJIOTSZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LJIOSZT,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O
LJIOZTS,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LJIOZST,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X
LJSTIZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LJSTIOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LJSTZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
LJSTZOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LJSTOIZ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
LJSTOZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJSITZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LJSITOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LJSIZTO,O,O,X,O,X,O,X,O,X,X,X,O,X,X,O
LJSIZOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LJSIOTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSIOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJSZTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LJSZTOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSZITO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LJSZIOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJSZOTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSOTIZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOTZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOITZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJSOZTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZTISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTIOS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTSOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZTOSI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
LJZITOS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJZISTO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O
LJZISOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LJZIOTS,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LJZIOST,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
LJZSTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZSTOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O
LJZSIOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJZSOTI,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJZSOIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
LJZOTIS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZOITS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZOIST,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O
LJZOSTI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LJZOSIT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O
LJOTISZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOTZSI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOITSZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOISTZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJOISZT,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LJOIZTS,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJOIZST,O,X,O,X,O,X,X,X,X,O,X,O,O,X,X
LJOSTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJOSIZT,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LJOSZTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOZTIS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOZTSI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
LJOZSTI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LJOZSIT,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
LSTIJZO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
LSTIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
LSTIOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X
LSTJIOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LSTJZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
LSTJZOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
LSTJOZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LSTZIJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LSTZIOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
LSTZJOI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
LSTZOIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTZOJI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
LSTOIJZ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
LSTOIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LSTOJZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LSTOZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
LSITJZO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSITJOZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LSITZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LSITOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIJTZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LSIJTOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LSIJZTO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LSIJZOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSIJOTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIJOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSIZTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSIZTOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZJTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSIZJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSIZOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LSJTIOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LSJTZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
LSJTZOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LSJTOIZ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
LSJTOZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LSJITZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LSJITOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LSJIZTO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LSJIZOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSJIOTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSJIOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSJZTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LSJZTOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LSJZITO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LSJZIOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSJZOTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSJOTIZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJOTZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJOITZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSJOZTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJOZIT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSZTIJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSZTIOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZTJIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LSZTOIJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
LSZTOJI,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X
LSZITJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSZITOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZIJTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LSZIJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSZIOTJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSZIOJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSZJTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LSZJTOI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LSZJITO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LSZJIOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSZJOTI,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSZJOIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
LSZOTIJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSZOTJI,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSZOITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSZOIJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSZOJTI,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSZOJIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
LSOTIJZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOTIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOTJZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOTZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOTZJI,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LSOITJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOITZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOIJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LSOIZJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LSOJTIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOJTZI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOJITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOJIZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOJZTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSOJZIT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOZTIJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSOZTJI,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSOZITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSOZIJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSOZJTI,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSOZJIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
LZTIJSO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LZTIJOS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTISJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTISOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTIOJS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTJISO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZTJIOS,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LZTJSIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZTJSOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LZTJOIS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LZTJOSI,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LZTSIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTSJIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZTSJOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LZTSOIJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LZTSOJI,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LZTOIJS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LZTOISJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LZTOJIS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LZTOJSI,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LZTOSIJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LZTOSJI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LZITJSO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LZITJOS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LZITSJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZITSOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZITOJS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZITOSJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZIJTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LZIJTOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZIJSTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LZIJSOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LZIJOTS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZIJOST,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LZISTJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZISTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZISJTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
