sequence,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeF7IvhF0cB6iB3gBT?mB2sBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFGcBTdBylB3?mB1sBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeF7IvhFxcB3gBqnBm?mBTrBUsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFFcBXdBqnBm?lBzmBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFSiBTgB/mBU?iB2wBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFWiBigBFmB0?nB3rBTsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFzbBWiBFmBX?nB0nBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFWiBZmB3gBT?iBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFzcB+iBZmB3?gBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFTgBcnBOrBl?mB3sBCsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFxcBGhBTiB0?rBlsBfrB,v115@zgA8GeD8FeD8FeF8EeE8DeB8Je37IvhFWiBZmBUgBT?iBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8Je/BJvhF0gBZnBqnBF?gBTrBGsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFxhB0rBlsBf?rBGrBTsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFmhBqnBxlBF?mB3rBTsB
LIJSOTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LIJSOZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJZTSO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LIJZTOS,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LIJZSTO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O
LIJZSOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LIJZOTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJZOST,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LIJOTSZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LIJOSZT,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X
LIJOZTS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LIJOZST,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O
LISTJZO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O
LISTJOZ,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X
LISTZJO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O
LISTZOJ,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LISTOJZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LISTOZJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LISJTZO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O
LISJTOZ,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
LISJZTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
LISJZOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LISJOTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LISJOZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LISZTJO,O,O,X,O,X,X,O,O,O,X,X,O,X,X,O
LISZTOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LISZJTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
LISZJOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LISZOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LISOTJZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LISOTZJ,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
LISOJTZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LISOJZT,O,X,O,O,X,X,X,X,X,O,X,O,O,X,O
LISOZTJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LISOZJT,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
LIZTJSO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,O
LIZTJOS,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
LIZTSJO,X,O,X,O,X,O,O,O,O,X,X,O,X,O,X
LIZTSOJ,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
LIZTOJS,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X
LIZTOSJ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZJTSO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LIZJTOS,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LIZJSTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O
LIZJSOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LIZJOTS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIZJOST,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LIZSTJO,X,O,X,O,X,O,O,O,O,X,X,O,X,X,O
LIZSTOJ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZSJTO,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O
LIZSJOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LIZSOTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZOTJS,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LIZOTSJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LIZOJTS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LIZOJST,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O
LIZOSTJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LIZOSJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIOTJSZ,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X
LIOTJZS,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
LIOTSJZ,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X
LIOTSZJ,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LIOTZJS,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
LIOTZSJ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X
LIOJTSZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LIOJSZT,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X
LIOJZTS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LIOJZST,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O
LIOSTJZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LIOSTZJ,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
LIOSJTZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LIOSJZT,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X
LIOSZTJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LIOSZJT,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
LIOZTJS,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LIOZTSJ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LIOZJTS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LIOZJST,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O
LIOZSTJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LIOZSJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LJTISZO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X
LJTISOZ,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X
LJTIZSO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X
LJTIZOS,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
LJTIOSZ,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X
LJTIOZS,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
LJTSIZO,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
LJTSIOZ,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X
LJTSZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LJTSZOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LJTSOIZ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LJTSOZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LJTZISO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X
LJTZIOS,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LJTZSIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
LJTZSOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LJTZOIS,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X
LJTZOSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTOISZ,O,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJTOIZS,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJTOSIZ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LJTOSZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LJTOZIS,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
LJTOZSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJITSZO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X
LJITSOZ,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X
LJITZSO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,O
LJITZOS,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
LJITOSZ,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X
LJITOZS,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
LJISTZO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LJISTOZ,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
LJISZTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
LJISZOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LJISOTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LJISOZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJIZTSO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LJIZTOS,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LJIZSTO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O
LJIZSOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LJIZOTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJIZOST,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJIOTSZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJIOTZS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LJIOSZT,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X
LJIOZTS,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LJIOZST,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O
LJSTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSTIOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSTZOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSTOZI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
LJSITOZ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJSIZTO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O
LJSIZOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LJSIOTZ,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LJSIOZT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
LJSZTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSZTOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O
LJSZIOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJSZOTI,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJSZOIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
LJSOTIZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSOIZT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O
LJSOZTI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LJSOZIT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O
LJZTISO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LJZTIOS,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LJZTSIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
LJZTSOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LJZTOIS,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
LJZTOSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJZITSO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LJZITOS,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LJZISTO,O,O,X,O,X,O,X,O,X,X,X,O,X,X,O
LJZISOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LJZIOTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZIOST,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJZSTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LJZSTOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LJZSITO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LJZSIOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJZSOTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZOTIS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOTSI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOITS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJZOSTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOTISZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOTZIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJOISZT,O,X,O,X,O,X,X,X,X,O,X,O,O,X,X
LJOIZTS,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJOIZST,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LJOSTIZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
LJOSZTI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LJOSZIT,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
LJOZTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJOZIST,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LJOZSTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LSTIJZO,O,X,X,O,X,O,O,O,O,X,X,O,X,X,O
LSTIJOZ,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LSTIZJO,O,X,X,O,X,O,O,O,O,X,X,O,X,X,O
LSTIZOJ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LSTIOJZ,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X
LSTIOZJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTJIZO,O,X,X,X,X,O,X,O,O,X,X,O,X,X,O
LSTJIOZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LSTJZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O
LSTJZOI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSTJOIZ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LSTJOZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LSTZIJO,O,X,X,O,X,O,X,O,O,X,X,X,X,O,O
LSTZIOJ,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
LSTZJIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,O
LSTZJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LSTZOIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LSTZOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LSTOIJZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LSTOJZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSITJZO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O
LSITJOZ,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X
LSITZJO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O
LSITZOJ,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LSITOJZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSITOZJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSIJTZO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O
LSIJTOZ,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
LSIJZTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
LSIJZOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LSIJOTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LSIJOZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LSIZTJO,O,O,X,O,X,X,O,O,O,X,X,O,X,X,O
LSIZTOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSIZJTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
LSIZJOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LSIZOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSIOTJZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LSIOTZJ,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
LSIOJTZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LSIOJZT,O,X,O,O,X,X,X,X,X,O,X,O,O,X,O
LSIOZTJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSIOZJT,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
LSJTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSJTIOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSJTZOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
LSJITOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LSJIZTO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O
LSJIZOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LSJIOTZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSJIOZT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LSJZTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSJZTOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O
LSJZIOT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSJZOTI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LSJOTIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJOIZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LSJOZTI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSJOZIT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LSZTIJO,O,X,X,O,X,X,X,O,O,X,X,X,X,O,O
LSZTIOJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LSZTJIO,O,X,X,X,X,X,X,O,O,X,X,X,X,O,O
LSZTJOI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LSZTOIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSZTOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSZITJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LSZITOJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZIJTO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O
LSZIJOT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSZIOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSZJTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LSZJTOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LSZJITO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LSZJIOT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSZJOTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSZJOIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LSZOTIJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LSZOTJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOITJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSZOIJT,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
LSZOJTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSZOJIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
LSOTIJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LSOTJIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOTJZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOTZIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LSOTZJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOITZJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSOIJTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOIJZT,X,X,O,O,X,X,X,X,X,O,X,X,O,X,O
LSOIZTJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSOIZJT,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
LSOJTIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOJITZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOJIZT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
LSOJZTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOJZIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
LSOZTIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LSOZTJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOZITJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSOZIJT,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
LSOZJTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOZJIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
LZTIJSO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,O
LZTIJOS,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
LZTISJO,X,O,X,O,X,O,O,O,O,X,X,O,X,O,X
LZTISOJ,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
LZTIOJS,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X
LZTIOSJ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTJISO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X
LZTJIOS,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X
LZTJSIO,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
LZTJSOI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LZTJOIS,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X
LZTJOSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LZTSIJO,X,O,X,O,X,O,X,O,O,X,X,X,X,O,O
LZTSIOJ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LZTSJIO,X,O,X,X,X,O,X,O,O,X,X,X,X,O,O
LZTSJOI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LZTSOIJ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LZTSOJI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LZTOIJS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
LZTOISJ,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
