sequence,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFzcBGeB?0fBSnB/oBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFCdBTeB?0fBXiBGoBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8JeT6IvhFUdBajB?5jBWnBXgBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFGdB0fB?zhB6oBXjBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8JeT6IvhFqhBmdB?5jB0iBXgBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFGdB0fB?zhBXjB6oBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFqhB/iB?0fBTjBGoBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFFdBTeB?0fBfnBWoBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFuhBciB?TeBFgBxsBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFGdB6jB?zhBxsB8sBFqB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFUdBWnB?TjBFgBxsBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFzcBSjB?FgBUjBxsBGsB
JLSZTOI,O,O,X,X,X,X,O,O,X,X,X,X
JLSZITO,O,O,X,X,X,X,O,O,X,X,X,X
JLSZIOT,O,O,X,X,X,X,X,O,X,X,O,X
JLSZOTI,O,O,X,X,X,X,X,O,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,O,X,X,X,X
JLSOTIZ,O,O,X,X,X,X,X,O,X,X,X,X
JLSOTZI,O,O,X,X,X,X,X,O,X,X,X,X
JLSOITZ,O,O,X,X,X,X,X,O,X,X,X,X
JLSOIZT,O,O,X,X,X,X,X,O,X,X,X,X
JLSOZTI,O,O,X,X,X,X,X,O,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X,O,X,X,X,X
JLZTISO,O,X,O,X,X,X,O,O,X,X,X,X
JLZTIOS,O,X,O,O,O,X,O,O,X,X,X,X
JLZTSIO,O,X,O,X,X,X,O,O,X,X,X,X
JLZTSOI,O,X,O,X,X,X,O,O,X,X,X,X
JLZTOIS,O,X,O,O,O,X,O,O,X,X,X,X
JLZTOSI,O,X,O,O,X,X,O,O,X,X,X,X
JLZITSO,O,X,X,X,X,X,O,O,X,X,X,X
JLZITOS,O,X,O,O,O,X,O,O,X,X,X,X
JLZISTO,O,O,X,X,X,X,O,O,X,X,X,X
JLZISOT,O,O,O,X,O,X,X,O,X,X,O,X
JLZIOTS,O,X,O,O,O,X,X,O,X,X,X,X
JLZIOST,O,O,O,O,O,X,X,O,X,X,O,X
JLZSTIO,O,O,X,X,X,X,O,O,X,X,X,X
JLZSTOI,O,O,X,X,X,X,O,O,X,X,X,X
JLZSITO,O,O,X,X,X,X,O,O,X,X,X,X
JLZSIOT,O,O,O,X,O,X,X,O,X,X,O,X
JLZSOTI,O,O,X,X,X,X,X,O,X,X,X,X
JLZSOIT,O,O,O,X,O,X,X,O,X,X,X,X
JLZOTIS,O,X,O,O,O,X,X,O,X,X,X,X
JLZOTSI,O,X,O,O,X,X,X,O,X,X,X,X
JLZOITS,O,X,O,O,O,X,X,O,X,X,X,X
JLZOIST,O,O,O,O,O,X,X,O,X,X,X,X
JLZOSTI,O,O,X,O,X,X,X,O,X,X,X,X
JLZOSIT,O,O,O,O,O,X,X,O,X,X,X,X
JLOTISZ,O,X,O,X,X,X,X,O,X,X,X,X
JLOTIZS,X,X,O,X,O,X,X,X,X,X,X,X
JLOTSIZ,O,X,O,X,X,X,X,O,X,X,X,X
JLOTSZI,O,X,O,X,X,X,X,O,X,X,X,X
JLOTZIS,O,X,O,O,O,X,X,O,X,X,X,X
JLOTZSI,O,X,O,O,O,X,X,O,X,X,X,X
JLOITSZ,O,X,X,X,X,X,X,O,X,X,X,X
JLOITZS,X,X,X,X,O,X,X,X,X,X,X,X
JLOISTZ,O,O,X,X,X,X,X,O,X,X,X,X
JLOISZT,O,O,X,X,X,X,X,O,X,X,X,X
JLOIZTS,X,X,O,O,O,X,X,O,X,X,X,X
JLOIZST,X,X,O,O,O,X,X,O,X,X,X,X
JLOSTIZ,O,O,X,X,X,X,X,O,X,X,X,X
JLOSTZI,O,O,X,X,X,X,X,O,X,X,X,X
JLOSITZ,O,O,X,X,X,X,X,O,X,X,X,X
JLOSIZT,O,O,X,X,X,X,X,O,X,X,X,X
JLOSZTI,O,O,X,O,X,X,X,O,X,X,X,X
JLOSZIT,O,O,X,O,X,X,X,O,X,X,X,X
JLOZTIS,O,X,O,O,O,X,X,O,X,X,X,X
JLOZTSI,O,X,O,O,X,X,X,O,X,X,X,X
JLOZITS,O,X,O,O,O,X,X,O,X,X,X,X
JLOZIST,O,O,O,O,O,X,X,O,X,X,X,X
JLOZSTI,O,O,X,O,X,X,X,O,X,X,X,X
JLOZSIT,O,O,O,O,O,X,X,O,X,X,X,X
JSTILZO,O,O,O,X,X,X,X,O,X,X,X,X
JSTILOZ,O,O,O,X,X,X,X,O,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X,X,O,X,X,X
JSTIZOL,O,O,O,X,X,X,X,X,X,X,O,X
JSTIOLZ,O,O,O,X,X,X,X,X,X,X,X,X
JSTIOZL,X,O,O,X,X,X,X,X,X,X,O,X
JSTLIZO,O,O,O,X,X,X,X,O,X,X,X,X
JSTLIOZ,O,O,O,X,X,X,X,O,X,X,X,X
JSTLZIO,O,O,O,X,X,X,X,O,X,X,X,X
JSTLZOI,O,O,O,X,X,X,X,O,X,X,X,X
JSTLOIZ,O,O,O,X,X,X,X,O,X,X,X,X
JSTLOZI,O,O,O,X,X,X,X,O,X,X,X,X
JSTZILO,O,O,O,X,X,X,X,O,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X,X,X,X,O,X
JSTZLIO,O,O,O,X,X,X,X,O,X,X,X,X
JSTZLOI,O,O,O,X,X,X,X,O,X,X,X,X
JSTZOIL,O,O,O,X,X,X,X,X,X,X,X,X
JSTZOLI,O,O,O,X,X,X,X,X,X,X,X,X
JSTOILZ,O,O,O,X,X,X,X,X,X,X,X,X
JSTOIZL,X,O,O,X,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,O,X,X,X,X,X,X,X,X,X
JSTOLZI,O,O,O,X,X,X,X,X,X,X,X,X
JSTOZIL,O,O,O,X,X,X,X,X,X,X,X,X
JSTOZLI,O,O,O,X,X,X,X,X,X,X,X,X
JSITLZO,O,O,X,X,X,X,X,O,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,O,X,X,X,O
JSITZLO,O,O,X,X,X,X,X,X,O,X,X,X
JSITZOL,O,O,X,X,X,X,X,X,X,X,O,X
JSITOLZ,O,O,X,X,X,X,X,X,X,X,X,O
JSITOZL,X,O,X,X,X,X,X,X,X,X,O,X
JSILTZO,O,O,X,X,X,X,X,O,X,X,X,X
JSILTOZ,O,O,X,X,X,X,X,O,X,X,X,O
JSILZTO,O,O,X,X,X,X,X,O,O,X,X,X
JSILZOT,O,O,X,X,X,X,X,O,O,O,O,O
JSILOTZ,O,O,X,X,X,X,X,O,X,X,X,O
JSILOZT,O,O,X,X,X,X,X,O,O,X,O,O
JSIZTLO,O,O,X,X,X,X,X,X,O,X,X,X
JSIZTOL,O,O,X,X,X,X,X,X,X,X,O,X
JSIZLTO,O,O,X,X,X,X,X,X,O,X,X,X
JSIZLOT,O,O,O,X,X,X,X,X,O,O,O,O
JSIZOTL,O,O,X,X,X,X,X,X,X,O,O,X
JSIZOLT,O,O,O,X,X,X,X,X,O,O,O,O
JSIOTLZ,O,O,X,X,X,X,X,X,X,X,X,O
JSIOTZL,X,X,X,X,X,X,X,X,X,X,O,X
JSIOLTZ,O,O,X,X,X,X,X,X,X,X,X,O
JSIOLZT,O,O,X,X,X,X,X,X,X,X,O,O
JSIOZTL,X,O,X,X,X,X,X,X,X,O,O,X
JSIOZLT,X,O,O,X,X,X,X,X,O,O,O,O
JSLTIZO,O,O,X,X,X,X,X,O,X,X,X,X
JSLTIOZ,O,O,X,X,X,X,X,O,X,X,X,X
JSLTZIO,O,O,X,X,X,X,X,O,X,X,X,X
JSLTZOI,O,O,X,X,X,X,X,O,X,X,X,X
JSLTOIZ,O,O,X,X,X,X,X,O,X,X,X,X
JSLTOZI,O,O,X,X,X,X,X,O,X,X,X,X
JSLITZO,O,O,X,X,X,X,X,O,X,X,X,X
JSLITOZ,O,O,X,X,X,X,X,O,X,X,X,X
JSLIZTO,O,O,X,X,X,X,X,O,O,X,X,X
JSLIZOT,O,O,X,X,X,X,X,O,O,X,O,X
JSLIOTZ,O,O,X,X,X,X,X,O,X,X,X,X
JSLIOZT,O,O,X,X,X,X,X,O,X,X,O,X
JSLZTIO,O,O,X,X,X,X,X,O,X,X,X,X
JSLZTOI,O,O,X,X,X,X,X,O,X,X,X,X
JSLZITO,O,O,X,X,X,X,X,O,X,X,X,X
JSLZIOT,O,O,X,X,X,X,X,O,X,X,O,X
JSLZOTI,O,O,X,X,X,X,X,O,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X,O,X,X,X,X
JSLOTIZ,O,O,X,X,X,X,X,O,X,X,X,X
JSLOTZI,O,O,X,X,X,X,X,O,X,X,X,X
JSLOITZ,O,O,X,X,X,X,X,O,X,X,X,X
JSLOIZT,O,O,X,X,X,X,X,O,X,X,X,X
JSLOZTI,O,O,X,X,X,X,X,O,X,X,X,X
JSLOZIT,O,O,X,X,X,X,X,O,X,X,X,X
JSZTILO,O,O,O,X,X,X,X,O,X,X,X,X
JSZTIOL,O,O,O,X,X,X,X,X,X,X,O,X
JSZTLIO,O,O,O,X,X,X,X,O,X,X,X,X
JSZTLOI,O,O,O,X,X,X,X,O,X,X,X,X
JSZTOIL,O,O,O,X,X,X,X,X,X,X,X,X
JSZTOLI,O,O,O,X,X,X,X,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,O,O,X,X,X
JSZITOL,O,O,X,X,X,X,X,X,X,X,O,X
JSZILTO,O,O,X,X,X,X,X,O,O,X,X,X
JSZILOT,O,O,O,X,X,X,X,O,O,X,O,X
JSZIOTL,O,O,X,X,X,X,X,X,X,X,O,X
JSZIOLT,O,O,O,X,X,X,X,X,O,X,O,X
JSZLTIO,O,O,X,X,X,X,X,O,X,X,X,X
JSZLTOI,O,O,X,X,X,X,X,O,X,X,X,X
JSZLITO,O,O,X,X,X,X,X,O,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,O,X,X,O,X
JSZLOTI,O,O,X,X,X,X,X,O,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X,O,X,X,X,X
JSZOTIL,O,O,O,X,X,X,X,X,X,X,X,X
JSZOTLI,O,O,O,X,X,X,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,X,X,X,X,O,X
JSZOILT,O,O,O,X,X,X,X,X,X,X,O,X
JSZOLTI,O,O,X,X,X,X,X,X,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X,X,X,X,X
JSOTILZ,O,O,O,X,X,X,X,X,X,X,X,X
JSOTIZL,X,X,O,X,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,O,X,X,X,X,X,X,X,X,X
JSOTLZI,O,O,O,X,X,X,X,X,X,X,X,X
JSOTZIL,O,O,O,X,X,X,X,X,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOITZL,X,X,X,X,X,X,X,X,X,X,O,X
JSOILTZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,X,X,X,X,X,X,X,O,X
JSOIZTL,X,O,X,X,X,X,X,X,X,O,O,X
JSOIZLT,X,O,O,X,X,X,X,X,O,O,O,X
JSOLTIZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOLTZI,O,O,X,X,X,X,X,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,O,X,X,X,X,X,X,X,X,X,X
JSOLZIT,O,O,X,X,X,X,X,X,X,X,X,X
JSOZTIL,O,O,O,X,X,X,X,X,X,X,X,X
JSOZTLI,O,O,O,X,X,X,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,X,X,X,X,O,X
JSOZILT,O,O,O,X,X,X,X,X,X,X,O,X
JSOZLTI,O,O,X,X,X,X,X,X,X,X,X,X
JSOZLIT,O,O,O,X,X,X,X,X,X,X,X,X
JZTILSO,O,O,O,X,X,X,O,X,X,X,X,X
JZTILOS,O,O,O,O,X,X,O,X,X,X,X,X
JZTISLO,O,O,O,X,X,X,X,X,X,X,X,X
JZTISOL,O,O,O,X,X,O,X,X,X,X,O,X
JZTIOLS,X,O,O,O,X,O,O,X,X,X,X,X
JZTIOSL,X,O,O,O,X,O,X,X,X,X,O,X
JZTLISO,O,O,O,X,X,X,O,X,X,X,X,X
JZTLIOS,O,O,O,O,X,X,O,X,X,X,X,X
JZTLSIO,O,O,O,X,X,X,O,X,X,X,X,X
JZTLSOI,O,O,O,X,X,X,O,X,X,X,X,X
JZTLOIS,O,O,O,O,X,X,O,X,X,X,X,X
JZTLOSI,O,O,O,O,X,X,O,X,X,X,X,X
JZTSILO,O,O,O,X,X,X,X,X,X,X,X,X
JZTSIOL,O,O,O,X,X,O,X,X,X,X,O,X
JZTSLIO,O,O,O,X,X,X,X,X,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X,X,X,X,X,X
JZTSOIL,O,O,O,X,X,O,X,X,X,X,X,X
JZTSOLI,O,O,O,X,X,O,X,X,X,X,X,X
JZTOILS,X,O,O,O,X,O,O,X,X,X,X,X
JZTOISL,X,O,O,O,X,O,X,X,X,X,X,X
JZTOLIS,X,O,O,O,X,O,O,X,X,X,X,X
JZTOLSI,X,O,O,O,X,O,O,X,X,X,X,X
JZTOSIL,X,O,O,O,X,O,X,X,X,X,X,X
JZTOSLI,X,O,O,O,X,O,X,X,X,X,X,X
JZITLSO,O,O,O,X,X,X,O,X,O,X,X,X
JZITLOS,O,O,O,O,X,X,O,X,O,X,X,X
JZITSLO,O,O,O,X,X,X,X,X,O,X,X,X
JZITSOL,O,O,O,X,X,O,X,X,X,X,O,X
JZITOLS,X,O,O,O,X,O,O,X,X,X,X,X
JZITOSL,X,O,O,O,X,O,X,X,X,X,O,X
JZILTSO,O,X,X,X,X,X,O,O,O,X,X,X
JZILTOS,O,X,O,O,X,X,O,O,O,X,X,X
JZILSTO,O,O,X,X,X,X,O,O,O,X,X,X
JZILSOT,O,O,O,X,X,X,X,O,O,X,O,X
JZILOTS,O,X,O,O,X,X,X,O,O,X,X,X
JZILOST,O,O,O,O,X,X,X,O,O,X,O,X
JZISTLO,O,O,X,X,X,X,X,O,O,X,X,X
JZISTOL,O,O,X,X,X,X,X,X,X,X,O,X
JZISLTO,O,O,X,X,X,X,X,O,O,X,X,X
JZISLOT,O,O,O,X,X,X,X,O,O,X,O,X
JZISOTL,O,O,X,X,X,X,X,X,X,X,O,X
JZISOLT,O,O,O,X,X,X,X,X,O,X,O,X
JZIOTLS,X,X,O,O,X,O,X,X,X,X,X,X
JZIOTSL,X,O,O,O,X,O,X,X,X,X,O,X
JZIOLTS,X,X,O,O,X,O,X,X,O,X,X,X
JZIOLST,X,O,O,O,X,X,X,X,O,X,O,X
JZIOSTL,X,O,X,O,X,O,X,X,X,X,O,X
JZIOSLT,X,O,O,O,X,X,X,X,O,X,O,X
JZLTISO,O,X,O,X,X,X,O,O,X,X,X,X
JZLTIOS,O,X,O,O,X,X,O,O,X,X,X,X
JZLTSIO,O,X,O,X,X,X,O,O,X,X,X,X
JZLTSOI,O,X,O,X,X,X,O,O,X,X,X,X
JZLTOIS,O,X,O,O,X,X,O,O,X,X,X,X
JZLTOSI,O,X,O,O,X,X,O,O,X,X,X,X
JZLITSO,O,X,X,X,X,X,O,O,X,X,X,X
JZLITOS,O,X,O,O,X,X,O,O,X,X,X,X
JZLISTO,O,O,X,X,X,X,O,O,X,X,X,X
JZLISOT,O,O,O,X,X,X,X,O,X,X,O,X
JZLIOTS,O,X,O,O,X,X,X,O,X,X,X,X
JZLIOST,O,O,O,O,X,X,X,O,X,X,O,X
JZLSTIO,O,O,X,X,X,X,O,O,X,X,X,X
JZLSTOI,O,O,X,X,X,X,O,O,X,X,X,X
JZLSITO,O,O,X,X,X,X,O,O,X,X,X,X
JZLSIOT,O,O,O,X,X,X,X,O,X,X,O,X
JZLSOTI,O,O,X,X,X,X,X,O,X,X,X,X
JZLSOIT,O,O,O,X,X,X,X,O,X,X,X,X
JZLOTIS,O,X,O,O,X,X,X,O,X,X,X,X
JZLOTSI,O,X,O,O,X,X,X,O,X,X,X,X
JZLOITS,O,X,O,O,X,X,X,O,X,X,X,X
JZLOIST,O,O,O,O,X,X,X,O,X,X,X,X
JZLOSTI,O,O,X,O,X,X,X,O,X,X,X,X
JZLOSIT,O,O,O,O,X,X,X,O,X,X,X,X
JZSTILO,O,O,O,X,X,X,X,O,X,X,X,X
JZSTIOL,O,O,O,X,X,X,X,X,X,X,O,X
JZSTLIO,O,O,O,X,X,X,X,O,X,X,X,X
JZSTLOI,O,O,O,X,X,X,X,O,X,X,X,X
JZSTOIL,O,O,O,X,X,X,X,X,X,X,X,X
JZSTOLI,O,O,O,X,X,X,X,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,X,O,O,X,X,X
JZSITOL,O,O,X,X,X,X,X,X,X,X,O,X
JZSILTO,O,O,X,X,X,X,X,O,O,X,X,X
JZSILOT,O,O,O,X,X,X,X,O,O,X,O,X
JZSIOTL,O,O,X,X,X,X,X,X,X,X,O,X
JZSIOLT,O,O,O,X,X,X,X,X,O,X,O,X
JZSLTIO,O,O,X,X,X,X,X,O,X,X,X,X
JZSLTOI,O,O,X,X,X,X,X,O,X,X,X,X
JZSLITO,O,O,X,X,X,X,X,O,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X,O,X,X,O,X
JZSLOTI,O,O,X,X,X,X,X,O,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,O,X,X,X,X
JZSOTIL,O,O,O,X,X,X,X,X,X,X,X,X
JZSOTLI,O,O,O,X,X,X,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X,X,X,X,O,X
JZSOILT,O,O,O,X,X,X,X,X,X,X,O,X
JZSOLTI,O,O,X,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X,X,X,X,X,X
JZOTILS,X,X,O,O,X,O,X,X,X,X,X,X
JZOTISL,X,O,O,O,X,O,X,X,X,X,X,X
JZOTLIS,X,X,O,O,X,O,X,X,X,X,X,X
JZOTLSI,X,X,O,O,X,O,X,X,X,X,X,X
JZOTSIL,X,O,O,O,X,O,X,X,X,X,X,X
JZOTSLI,X,O,O,O,X,O,X,X,X,X,X,X
JZOITLS,X,X,O,O,X,O,X,X,X,X,X,X
JZOITSL,X,O,O,O,X,O,X,X,X,X,O,X
JZOILTS,X,X,O,O,X,O,X,X,X,X,X,X
JZOILST,X,O,O,O,X,X,X,X,X,X,O,X
JZOISTL,X,O,X,O,X,O,X,X,X,X,O,X
JZOISLT,X,O,O,O,X,X,X,X,X,X,O,X
JZOLTIS,X,X,O,O,X,O,X,X,X,X,X,X
JZOLTSI,X,X,O,O,X,O,X,X,X,X,X,X
JZOLITS,X,X,O,O,X,O,X,X,X,X,X,X
JZOLIST,X,O,O,O,X,X,X,X,X,X,X,X
JZOLSTI,X,O,X,O,X,X,X,X,X,X,X,X
JZOLSIT,X,O,O,O,X,X,X,X,X,X,X,X
JZOSTIL,X,O,O,O,X,O,X,X,X,X,X,X
JZOSTLI,X,O,O,O,X,O,X,X,X,X,X,X
JZOSITL,X,O,X,O,X,O,X,X,X,X,O,X
JZOSILT,X,O,O,O,X,X,X,X,X,X,O,X
JZOSLTI,X,O,X,O,X,X,X,X,X,X,X,X
JZOSLIT,X,O,O,O,X,X,X,X,X,X,X,X
JOTILSZ,X,X,O,X,X,X,X,X,X,X,X,X
JOTILZS,X,X,O,O,O,X,X,X,X,X,X,X
JOTISLZ,X,O,O,X,X,X,X,X,X,X,X,X
JOTISZL,X,X,O,X,X,O,X,X,X,X,X,X
JOTIZLS,X,X,O,O,X,O,X,X,X,X,X,X
JOTIZSL,X,X,O,O,X,O,X,X,X,X,X,X
JOTLISZ,X,X,O,X,X,X,X,X,X,X,X,X
JOTLIZS,X,X,O,O,O,X,X,X,X,X,X,X
JOTLSIZ,X,X,O,X,X,X,X,X,X,X,X,X
JOTLSZI,X,X,O,O,X,O,X,X,X,X,X,X
JOTLZIS,X,X,O,O,O,O,X,X,X,X,X,X
JOTLZSI,X,X,O,O,O,O,X,X,X,X,X,X
JOTSILZ,X,O,O,X,X,X,X,X,X,X,X,X
JOTSIZL,X,X,O,X,X,O,X,X,X,X,X,X
JOTSLIZ,X,O,O,X,X,X,X,X,X,X,X,X
JOTSLZI,X,O,O,O,X,O,X,X,X,X,X,X
JOTSZIL,X,O,O,O,X,O,X,X,X,X,X,X
JOTSZLI,X,O,O,O,X,O,X,X,X,X,X,X
JOTZILS,X,X,O,O,X,O,X,X,X,X,X,X
JOTZISL,X,O,O,O,X,O,X,X,X,X,X,X
JOTZLIS,X,X,O,O,X,O,X,X,X,X,X,X
JOTZLSI,X,X,O,O,X,O,X,X,X,X,X,X
JOTZSIL,X,O,O,O,X,O,X,X,X,X,X,X
JOTZSLI,X,O,O,O,X,O,X,X,X,X,X,X
JOITLSZ,X,X,O,X,X,X,X,X,X,X,X,X
JOITLZS,X,X,O,O,O,X,X,X,X,X,X,X
JOITSLZ,X,O,O,X,X,X,X,X,X,X,X,X
JOITSZL,X,X,O,X,X,O,X,X,X,X,O,X
JOITZLS,X,X,O,O,X,O,X,X,X,X,X,X
JOITZSL,X,X,O,O,X,O,X,X,X,X,O,X
JOILTSZ,X,X,X,X,X,X,X,X,X,X,X,X
JOILTZS,X,X,X,X,O,X,X,X,X,X,X,X
JOILSTZ,X,O,X,X,X,X,X,X,X,X,X,X
JOILSZT,X,O,X,X,X,X,X,X,X,X,O,X
JOILZTS,X,X,O,O,O,X,X,X,X,X,X,X
JOILZST,X,X,O,O,O,X,X,X,X,X,O,X
JOISTLZ,X,O,X,X,X,X,X,X,X,X,X,X
JOISTZL,X,X,X,X,X,X,X,X,X,X,O,X
JOISLTZ,X,O,X,X,X,X,X,X,X,X,X,X
JOISLZT,X,O,X,X,X,X,X,X,X,X,O,X
JOISZTL,X,O,X,X,X,X,X,X,X,O,O,X
JOISZLT,X,O,O,X,X,X,X,X,O,O,O,X
JOIZTLS,X,X,O,O,X,O,X,X,X,O,X,X
JOIZTSL,X,O,O,O,X,O,X,X,X,O,O,X
JOIZLTS,X,X,O,O,X,O,X,X,O,O,X,X
JOIZLST,X,O,O,O,X,X,X,X,O,O,O,X
JOIZSTL,X,O,X,O,X,O,X,X,X,O,O,X
JOIZSLT,X,O,O,O,X,X,X,X,O,O,O,X
JOLTISZ,X,X,O,X,X,X,X,X,X,X,X,X
JOLTIZS,X,X,O,O,O,X,X,X,X,X,X,X
JOLTSIZ,X,X,O,X,X,X,X,X,X,X,X,X
JOLTSZI,X,X,O,O,X,O,X,X,X,X,X,X
JOLTZIS,X,X,O,O,O,O,X,X,X,X,X,X
JOLTZSI,X,X,O,O,O,O,X,X,X,X,X,X
JOLITSZ,X,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,X,X,X,X,O,X,X,X,X,X,X,X
JOLISTZ,X,O,X,X,X,X,X,X,X,X,X,X
JOLISZT,X,O,X,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,O,O,O,X,X,X,X,X,X,X
JOLIZST,X,X,O,O,O,X,X,X,X,X,X,X
JOLSTIZ,X,O,X,X,X,X,X,X,X,X,X,X
JOLSTZI,X,O,X,X,X,X,X,X,X,X,X,X
JOLSITZ,X,O,X,X,X,X,X,X,X,X,X,X
JOLSIZT,X,O,X,X,X,X,X,X,X,X,X,X
JOLSZTI,X,O,X,O,X,X,X,X,X,X,X,X
JOLSZIT,X,O,X,O,X,X,X,X,X,X,X,X
JOLZTIS,X,X,O,O,O,O,X,X,X,X,X,X
JOLZTSI,X,X,O,O,X,O,X,X,X,X,X,X
JOLZITS,X,X,O,O,O,O,X,X,X,X,X,X
JOLZIST,X,O,O,O,O,X,X,X,X,X,X,X
JOLZSTI,X,O,X,O,X,X,X,X,X,X,X,X
JOLZSIT,X,O,O,O,O,X,X,X,X,X,X,X
JOSTILZ,X,O,O,X,X,X,X,X,X,X,X,X
JOSTIZL,X,X,O,X,X,O,X,X,X,X,X,X
JOSTLIZ,X,O,O,X,X,X,X,X,X,X,X,X
JOSTLZI,X,O,O,O,X,O,X,X,X,X,X,X
JOSTZIL,X,O,O,O,X,O,X,X,X,X,X,X
JOSTZLI,X,O,O,O,X,O,X,X,X,X,X,X
JOSITLZ,X,O,X,X,X,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,X,X,X,X,X,O,X
JOSILTZ,X,O,X,X,X,X,X,X,X,X,X,X
JOSILZT,X,O,X,X,X,X,X,X,X,X,O,X
JOSIZTL,X,O,X,X,X,X,X,X,X,O,O,X
JOSIZLT,X,O,O,X,X,X,X,X,O,O,O,X
JOSLTIZ,X,O,X,X,X,X,X,X,X,X,X,X
JOSLTZI,X,O,X,X,X,X,X,X,X,X,X,X
JOSLITZ,X,O,X,X,X,X,X,X,X,X,X,X
JOSLIZT,X,O,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,O,X,O,X,X,X,X,X,X,X,X
JOSLZIT,X,O,X,O,X,X,X,X,X,X,X,X
JOSZTIL,X,O,O,O,X,O,X,X,X,X,X,X
JOSZTLI,X,O,O,O,X,O,X,X,X,X,X,X
JOSZITL,X,O,X,O,X,O,X,X,X,X,O,X
JOSZILT,X,O,O,O,X,X,X,X,X,X,O,X
JOSZLTI,X,O,X,O,X,X,X,X,X,X,X,X
JOSZLIT,X,O,O,O,X,X,X,X,X,X,X,X
JOZTILS,X,X,O,O,X,O,X,X,X,X,X,X
JOZTISL,X,O,O,O,X,O,X,X,X,X,X,X
JOZTLIS,X,X,O,O,X,O,X,X,X,X,X,X
JOZTLSI,X,X,O,O,X,O,X,X,X,X,X,X
JOZTSIL,X,O,O,O,X,O,X,X,X,X,X,X
JOZTSLI,X,O,O,O,X,O,X,X,X,X,X,X
JOZITLS,X,X,O,O,X,O,X,X,X,X,X,X
JOZITSL,X,O,O,O,X,O,X,X,X,X,O,X
JOZILTS,X,X,O,O,X,O,X,X,X,X,X,X
JOZILST,X,O,O,O,X,X,X,X,X,X,O,X
JOZISTL,X,O,X,O,X,O,X,X,X,X,O,X
JOZISLT,X,O,O,O,X,X,X,X,X,X,O,X
JOZLTIS,X,X,O,O,X,O,X,X,X,X,X,X
JOZLTSI,X,X,O,O,X,O,X,X,X,X,X,X
JOZLITS,X,X,O,O,X,O,X,X,X,X,X,X
JOZLIST,X,O,O,O,X,X,X,X,X,X,X,X
JOZLSTI,X,O,X,O,X,X,X,X,X,X,X,X
JOZLSIT,X,O,O,O,X,X,X,X,X,X,X,X
JOZSTIL,X,O,O,O,X,O,X,X,X,X,X,X
JOZSTLI,X,O,O,O,X,O,X,X,X,X,X,X
JOZSITL,X,O,X,O,X,O,X,X,X,X,O,X
JOZSILT,X,O,O,O,X,X,X,X,X,X,O,X
JOZSLTI,X,O,X,O,X,X,X,X,X,X,X,X
JOZSLIT,X,O,O,O,X,X,X,X,X,X,X,X
