sequence,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxcBTeB?FhB0iBqrB/sB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFXcBidB?cjB1mB5nBzrB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFXcBxdB?UiBFjB6rBTsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeT+IvhFxgB0iB?igBlmBXsBGsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?FiB0mBusBXsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?0mBlnBGsBXsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxdBUhB?FiBXjB6rBTsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?lmB3nB8rB+sB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFldBcjB?igB3hBTnBWxB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFTeBFhB?RnB6sBXnB0rB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxcBTeB?FhB8mB3nBSxB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Je5BJvhFcjBmgB?TiBigBXsBlsB
JLSZTOI,O,O,O,X,O,X,O,X,O,X,O,X
JLSZITO,O,X,O,X,O,X,X,X,O,X,X,X
JLSZIOT,O,X,O,X,O,X,X,X,O,X,O,O
JLSZOTI,O,O,O,X,O,X,X,X,O,X,O,X
JLSZOIT,O,X,O,X,O,X,X,X,O,X,O,O
JLSOTIZ,O,O,O,X,X,X,O,O,O,X,X,X
JLSOTZI,O,O,O,X,O,X,O,O,O,X,X,X
JLSOITZ,O,X,O,X,X,X,O,X,O,X,X,X
JLSOIZT,X,X,O,X,O,X,X,X,O,X,X,O
JLSOZTI,O,O,O,X,O,X,O,X,O,X,O,X
JLSOZIT,O,X,O,X,O,X,X,X,O,X,O,O
JLZTISO,O,O,O,X,O,O,X,X,O,X,X,X
JLZTIOS,O,O,O,X,O,O,X,X,O,X,X,X
JLZTSIO,O,O,O,X,O,O,O,X,O,X,X,X
JLZTSOI,O,O,O,X,O,O,O,X,O,X,X,X
JLZTOIS,O,X,O,X,O,O,X,X,O,X,X,X
JLZTOSI,O,O,O,X,O,O,X,X,O,X,X,X
JLZITSO,X,O,O,X,O,O,X,X,O,X,X,X
JLZITOS,O,O,O,X,O,O,X,X,O,X,X,X
JLZISTO,X,O,O,X,O,X,X,X,O,X,X,X
JLZISOT,X,X,O,X,O,X,X,X,O,X,X,X
JLZIOTS,O,O,X,X,O,O,X,X,O,X,X,X
JLZIOST,O,X,O,X,O,X,X,X,O,X,X,X
JLZSTIO,O,O,O,X,O,X,O,X,O,X,X,X
JLZSTOI,O,O,O,X,O,X,O,X,O,X,X,X
JLZSITO,O,O,O,X,O,X,X,X,O,X,X,X
JLZSIOT,O,X,O,X,O,X,X,X,O,X,X,O
JLZSOTI,O,O,O,X,O,X,X,X,O,X,X,X
JLZSOIT,O,X,O,X,O,X,X,X,O,X,X,O
JLZOTIS,O,O,O,X,O,O,X,X,O,X,X,X
JLZOTSI,O,O,O,X,O,O,O,X,O,X,X,X
JLZOITS,O,O,O,X,O,O,X,X,O,X,X,X
JLZOIST,O,X,O,X,O,X,X,X,O,X,X,X
JLZOSTI,O,O,O,X,O,X,O,X,O,X,X,X
JLZOSIT,O,X,O,X,O,X,X,X,O,X,X,X
JLOTISZ,O,O,O,X,X,X,X,X,X,O,X,X
JLOTIZS,O,O,O,X,O,X,X,X,O,O,X,X
JLOTSIZ,O,O,O,X,X,X,O,O,O,X,X,X
JLOTSZI,O,O,O,X,O,X,O,O,O,X,X,X
JLOTZIS,O,O,O,X,O,O,X,X,O,X,X,X
JLOTZSI,O,O,O,X,O,O,O,X,O,X,X,X
JLOITSZ,O,O,O,X,X,X,X,X,X,O,X,X
JLOITZS,O,O,O,X,O,X,X,X,O,O,X,X
JLOISTZ,O,X,O,X,X,X,X,X,O,X,X,X
JLOISZT,X,X,O,X,O,X,X,X,O,X,X,X
JLOIZTS,O,O,O,X,O,O,X,X,O,X,X,X
JLOIZST,X,X,O,X,O,X,X,X,O,X,X,X
JLOSTIZ,O,O,O,X,X,X,O,O,O,X,X,X
JLOSTZI,O,O,O,X,O,X,O,O,O,X,X,X
JLOSITZ,O,X,O,X,X,X,O,X,O,X,X,X
JLOSIZT,X,X,O,X,O,X,X,X,O,X,X,X
JLOSZTI,O,O,O,X,O,X,O,X,O,X,O,X
JLOSZIT,O,X,O,X,O,X,X,X,O,X,O,X
JLOZTIS,O,O,O,X,O,O,X,X,O,X,X,X
JLOZTSI,O,O,O,X,O,O,O,X,O,X,X,X
JLOZITS,O,O,O,X,O,O,X,X,O,X,X,X
JLOZIST,O,X,O,X,O,X,X,X,O,X,X,X
JLOZSTI,O,O,O,X,O,X,O,X,O,X,X,X
JLOZSIT,O,X,O,X,O,X,X,X,O,X,X,X
JSTILZO,O,O,O,X,X,X,O,X,X,X,X,X
JSTILOZ,O,X,O,X,X,X,X,X,X,O,X,X
JSTIZLO,X,O,O,X,X,X,O,X,O,X,X,X
JSTIZOL,X,O,O,O,X,X,O,X,O,X,X,O
JSTIOLZ,O,X,O,X,X,X,O,X,X,O,X,X
JSTIOZL,X,O,O,X,X,X,O,X,X,X,X,O
JSTLIZO,O,O,O,X,X,X,O,O,O,X,X,X
JSTLIOZ,O,X,O,X,X,X,X,O,X,X,X,X
JSTLZIO,O,O,O,X,X,X,O,O,O,X,X,X
JSTLZOI,O,O,O,X,X,X,O,O,O,X,X,X
JSTLOIZ,O,X,O,X,X,X,X,O,X,X,X,X
JSTLOZI,O,X,O,X,O,X,X,O,X,X,X,X
JSTZILO,X,O,O,X,X,X,O,X,O,X,O,X
JSTZIOL,O,O,O,O,X,X,O,X,O,X,O,O
JSTZLIO,O,O,X,X,X,X,O,X,O,X,O,X
JSTZLOI,O,O,X,X,X,X,O,X,O,X,O,X
JSTZOIL,O,O,X,O,X,X,O,X,O,X,O,O
JSTZOLI,O,O,X,X,X,X,O,X,O,X,O,X
JSTOILZ,O,O,O,X,X,X,O,X,X,O,X,X
JSTOIZL,X,O,O,X,X,X,O,X,X,X,X,O
JSTOLIZ,O,O,O,X,X,X,O,O,X,X,X,X
JSTOLZI,O,O,O,X,O,X,O,O,X,X,X,X
JSTOZIL,X,O,O,X,X,X,O,X,X,X,O,O
JSTOZLI,O,O,O,X,X,X,O,X,X,X,O,X
JSITLZO,X,O,O,X,X,X,O,X,X,X,X,X
JSITLOZ,X,X,O,X,X,X,X,X,X,O,X,X
JSITZLO,X,O,O,X,X,X,O,X,O,X,X,X
JSITZOL,X,O,O,X,X,X,O,X,O,X,X,O
JSITOLZ,X,X,O,X,X,X,O,X,X,O,X,X
JSITOZL,X,O,O,X,X,X,O,X,X,X,X,O
JSILTZO,O,X,O,X,X,X,O,X,O,X,X,X
JSILTOZ,O,X,O,X,X,X,X,X,X,X,X,X
JSILZTO,O,X,O,X,X,X,X,X,O,X,X,X
JSILZOT,O,X,O,X,X,X,X,X,O,X,X,O
JSILOTZ,O,X,O,X,X,X,O,X,X,X,X,X
JSILOZT,X,X,O,X,X,X,X,X,O,X,X,O
JSIZTLO,X,O,X,X,X,X,O,X,O,X,O,X
JSIZTOL,O,O,X,X,X,X,O,X,O,X,O,O
JSIZLTO,O,O,X,X,X,X,X,X,O,X,X,X
JSIZLOT,O,X,X,X,X,X,X,X,O,X,O,O
JSIZOTL,O,O,X,O,X,X,O,X,O,X,O,O
JSIZOLT,O,X,X,O,X,X,X,X,X,X,O,O
JSIOTLZ,X,O,O,X,X,X,O,X,X,O,X,X
JSIOTZL,X,O,O,X,X,X,O,X,X,X,X,O
JSIOLTZ,O,X,X,X,X,X,O,X,X,X,X,X
JSIOLZT,X,X,X,X,X,X,X,X,X,X,X,O
JSIOZTL,X,O,O,O,X,X,O,X,O,X,O,O
JSIOZLT,X,X,O,O,X,X,X,X,X,X,O,O
JSLTIZO,O,O,O,X,X,X,O,O,O,X,X,X
JSLTIOZ,O,X,O,X,X,X,X,O,X,X,X,X
JSLTZIO,O,O,O,X,X,X,O,O,O,X,X,X
JSLTZOI,O,O,O,X,X,X,O,O,O,X,X,X
JSLTOIZ,O,X,O,X,X,X,X,O,X,X,X,X
JSLTOZI,O,X,O,X,O,X,X,O,X,X,X,X
JSLITZO,O,X,O,X,X,X,O,X,O,X,X,X
JSLITOZ,O,X,O,X,X,X,X,X,X,X,X,X
JSLIZTO,O,X,O,X,O,X,X,X,O,X,X,X
JSLIZOT,O,X,O,X,O,X,X,X,O,X,X,O
JSLIOTZ,O,X,O,X,X,X,O,X,X,X,X,X
JSLIOZT,X,X,O,X,O,X,X,X,O,X,X,O
JSLZTIO,O,O,O,X,O,X,O,X,O,X,O,X
JSLZTOI,O,O,O,X,O,X,O,X,O,X,O,X
JSLZITO,O,X,O,X,O,X,X,X,O,X,X,X
JSLZIOT,O,X,O,X,O,X,X,X,O,X,O,O
JSLZOTI,O,O,O,X,O,X,X,X,O,X,O,X
JSLZOIT,O,X,O,X,O,X,X,X,O,X,O,O
JSLOTIZ,O,O,O,X,X,X,O,O,O,X,X,X
JSLOTZI,O,O,O,X,O,X,O,O,O,X,X,X
JSLOITZ,O,X,O,X,X,X,O,X,O,X,X,X
JSLOIZT,X,X,O,X,O,X,X,X,O,X,X,O
JSLOZTI,O,O,O,X,O,X,O,X,O,X,O,X
JSLOZIT,O,X,O,X,O,X,X,X,O,X,O,O
JSZTILO,X,O,O,X,X,X,O,X,O,X,O,X
JSZTIOL,O,O,O,O,X,X,O,X,O,X,O,O
JSZTLIO,O,O,X,X,O,X,O,X,O,X,O,X
JSZTLOI,O,O,X,X,O,X,O,X,O,X,O,X
JSZTOIL,O,O,X,O,X,X,O,X,O,X,O,O
JSZTOLI,O,O,X,X,O,X,O,X,O,X,O,X
JSZITLO,X,O,X,X,X,X,O,X,O,X,O,X
JSZITOL,O,O,X,X,X,X,O,X,O,X,O,O
JSZILTO,O,O,X,X,X,X,X,X,O,X,X,X
JSZILOT,O,X,X,X,X,X,X,X,O,X,O,O
JSZIOTL,O,O,X,O,X,X,O,X,O,X,O,O
JSZIOLT,O,X,X,O,X,X,X,X,X,X,O,O
JSZLTIO,O,O,O,X,O,X,O,X,O,X,O,X
JSZLTOI,O,O,O,X,O,X,O,X,O,X,O,X
JSZLITO,O,O,O,X,O,X,X,X,O,X,X,X
JSZLIOT,O,X,O,X,O,X,X,X,O,X,O,O
JSZLOTI,O,O,O,X,O,X,X,X,O,X,O,X
JSZLOIT,O,X,O,X,O,X,X,X,O,X,O,O
JSZOTIL,O,O,O,O,X,X,O,X,O,X,O,O
JSZOTLI,O,O,O,X,O,X,O,X,O,X,O,X
JSZOITL,O,O,O,O,X,X,O,X,O,X,O,O
JSZOILT,O,X,O,O,X,X,X,X,O,X,O,O
JSZOLTI,O,O,O,X,O,X,O,X,O,X,O,X
JSZOLIT,O,X,O,X,O,X,X,X,O,X,O,O
JSOTILZ,O,O,O,X,X,X,O,X,X,O,X,X
JSOTIZL,X,O,O,X,X,X,O,X,O,X,X,O
JSOTLIZ,O,O,O,X,X,X,O,O,O,X,X,X
JSOTLZI,O,O,O,X,O,X,O,O,O,X,X,X
JSOTZIL,X,O,O,X,X,X,O,X,O,X,O,O
JSOTZLI,O,O,O,X,X,X,O,X,O,X,O,X
JSOITLZ,X,O,O,X,X,X,O,X,X,O,X,X
JSOITZL,X,O,O,X,X,X,O,X,O,X,X,O
JSOILTZ,O,X,X,X,X,X,O,X,O,X,X,X
JSOILZT,X,X,X,X,X,X,X,X,O,X,X,O
JSOIZTL,X,O,O,O,X,X,O,X,O,X,O,O
JSOIZLT,X,X,O,O,X,X,X,X,O,X,O,O
JSOLTIZ,O,O,O,X,X,X,O,O,O,X,X,X
JSOLTZI,O,O,O,X,O,X,O,O,O,X,X,X
JSOLITZ,O,X,O,X,X,X,O,X,O,X,X,X
JSOLIZT,X,X,O,X,O,X,X,X,O,X,X,O
JSOLZTI,O,O,O,X,O,X,O,X,O,X,O,X
JSOLZIT,O,X,O,X,O,X,X,X,O,X,O,O
JSOZTIL,O,O,O,O,X,X,O,X,O,X,O,O
JSOZTLI,O,O,O,X,O,X,O,X,O,X,O,X
JSOZITL,O,O,O,O,X,X,O,X,O,X,O,O
JSOZILT,O,X,O,O,X,X,X,X,O,X,O,O
JSOZLTI,O,O,O,X,O,X,O,X,O,X,O,X
JSOZLIT,O,X,O,X,O,X,X,X,O,X,O,O
JZTILSO,O,O,O,X,O,X,X,X,O,X,X,X
JZTILOS,O,O,X,X,O,X,X,X,O,O,X,X
JZTISLO,X,O,O,X,X,X,O,X,O,X,X,X
JZTISOL,X,O,O,X,X,X,O,X,O,X,X,X
JZTIOLS,O,O,O,O,O,X,X,X,X,O,X,X
JZTIOSL,O,O,O,X,X,X,X,X,X,X,X,X
JZTLISO,O,O,O,X,O,O,X,X,O,X,X,X
JZTLIOS,O,O,O,X,O,O,X,X,O,X,X,X
JZTLSIO,O,O,O,X,O,O,O,X,O,X,X,X
JZTLSOI,O,O,O,X,O,O,O,X,O,X,X,X
JZTLOIS,O,X,O,X,O,O,X,X,O,X,X,X
JZTLOSI,O,O,O,X,O,O,X,X,O,X,X,X
JZTSILO,X,O,O,X,X,X,O,X,O,X,X,X
JZTSIOL,O,O,O,X,X,X,O,X,O,X,X,O
JZTSLIO,O,O,X,X,O,X,O,X,O,X,X,X
JZTSLOI,O,O,X,X,O,X,O,X,O,X,X,X
JZTSOIL,O,O,X,X,X,X,O,X,O,X,X,O
JZTSOLI,O,O,X,X,O,X,O,X,O,X,X,X
JZTOILS,O,O,O,O,O,X,X,X,O,O,X,X
JZTOISL,O,O,O,X,X,X,O,X,O,X,X,X
JZTOLIS,O,O,O,X,O,O,X,X,O,X,X,X
JZTOLSI,O,O,O,X,O,O,O,X,O,X,X,X
JZTOSIL,O,O,O,X,X,X,O,X,O,X,X,X
JZTOSLI,O,O,O,X,O,X,O,X,O,X,X,X
JZITLSO,X,O,X,X,O,X,X,X,O,X,X,X
JZITLOS,X,O,X,X,O,X,X,X,O,O,X,X
JZITSLO,X,O,X,X,X,X,O,X,O,X,X,X
JZITSOL,X,O,X,X,X,X,O,X,O,X,X,X
JZITOLS,O,O,X,X,O,X,X,X,X,O,X,X
JZITOSL,O,O,X,X,X,X,X,X,X,X,X,X
JZILTSO,X,O,X,X,O,X,X,X,O,X,X,X
JZILTOS,O,O,X,X,O,X,X,X,O,X,X,X
JZILSTO,X,O,X,X,O,X,X,X,O,X,X,X
JZILSOT,X,X,X,X,O,X,X,X,O,X,X,X
JZILOTS,O,O,X,X,O,X,X,X,O,X,X,X
JZILOST,O,X,X,X,O,X,X,X,O,X,X,X
JZISTLO,X,O,X,X,X,X,O,X,O,X,X,X
JZISTOL,O,O,X,X,X,X,O,X,O,X,X,O
JZISLTO,O,O,X,X,X,X,X,X,O,X,X,X
JZISLOT,O,X,X,X,X,X,X,X,O,X,X,O
JZISOTL,O,O,X,X,X,X,X,X,O,X,X,O
JZISOLT,O,X,X,X,X,X,X,X,X,X,X,O
JZIOTLS,O,O,X,O,O,X,X,X,O,O,X,X
JZIOTSL,O,O,X,X,X,X,O,X,O,X,X,X
JZIOLTS,O,O,X,O,O,X,X,X,O,X,X,X
JZIOLST,O,X,X,O,O,X,X,X,O,X,X,X
JZIOSTL,O,O,X,O,X,X,O,X,O,X,X,X
JZIOSLT,O,X,X,O,X,X,X,X,O,X,X,X
JZLTISO,O,O,O,X,O,O,X,X,O,X,X,X
JZLTIOS,O,O,O,X,O,O,X,X,O,X,X,X
JZLTSIO,O,O,O,X,O,O,O,X,O,X,X,X
JZLTSOI,O,O,O,X,O,O,O,X,O,X,X,X
JZLTOIS,O,X,O,X,O,O,X,X,O,X,X,X
JZLTOSI,O,O,O,X,O,O,X,X,O,X,X,X
JZLITSO,X,O,O,X,O,O,X,X,O,X,X,X
JZLITOS,O,O,O,X,O,O,X,X,O,X,X,X
JZLISTO,X,O,O,X,O,X,X,X,O,X,X,X
JZLISOT,X,X,O,X,O,X,X,X,O,X,X,X
JZLIOTS,O,O,X,X,O,O,X,X,O,X,X,X
JZLIOST,O,X,O,X,O,X,X,X,O,X,X,X
JZLSTIO,O,O,O,X,O,X,O,X,O,X,X,X
JZLSTOI,O,O,O,X,O,X,O,X,O,X,X,X
JZLSITO,O,O,O,X,O,X,X,X,O,X,X,X
JZLSIOT,O,X,O,X,O,X,X,X,O,X,X,O
JZLSOTI,O,O,O,X,O,X,X,X,O,X,X,X
JZLSOIT,O,X,O,X,O,X,X,X,O,X,X,O
JZLOTIS,O,O,O,X,O,O,X,X,O,X,X,X
JZLOTSI,O,O,O,X,O,O,O,X,O,X,X,X
JZLOITS,O,O,O,X,O,O,X,X,O,X,X,X
JZLOIST,O,X,O,X,O,X,X,X,O,X,X,X
JZLOSTI,O,O,O,X,O,X,O,X,O,X,X,X
JZLOSIT,O,X,O,X,O,X,X,X,O,X,X,X
JZSTILO,X,O,O,X,X,X,O,X,O,X,O,X
JZSTIOL,O,O,O,O,X,X,O,X,O,X,O,O
JZSTLIO,O,O,X,X,O,X,O,X,O,X,O,X
JZSTLOI,O,O,X,X,O,X,O,X,O,X,O,X
JZSTOIL,O,O,X,O,X,X,O,X,O,X,O,O
JZSTOLI,O,O,X,X,O,X,O,X,O,X,O,X
JZSITLO,X,O,X,X,X,X,O,X,O,X,O,X
JZSITOL,O,O,X,X,X,X,O,X,O,X,O,O
JZSILTO,O,O,X,X,X,X,X,X,O,X,X,X
JZSILOT,O,X,X,X,X,X,X,X,O,X,O,O
JZSIOTL,O,O,X,O,X,X,O,X,O,X,O,O
JZSIOLT,O,X,X,O,X,X,X,X,X,X,O,O
JZSLTIO,O,O,O,X,O,X,O,X,O,X,O,X
JZSLTOI,O,O,O,X,O,X,O,X,O,X,O,X
JZSLITO,O,O,O,X,O,X,X,X,O,X,X,X
JZSLIOT,O,X,O,X,O,X,X,X,O,X,O,O
JZSLOTI,O,O,O,X,O,X,X,X,O,X,O,X
JZSLOIT,O,X,O,X,O,X,X,X,O,X,O,O
JZSOTIL,O,O,O,O,X,X,O,X,O,X,O,O
JZSOTLI,O,O,O,X,O,X,O,X,O,X,O,X
JZSOITL,O,O,O,O,X,X,O,X,O,X,O,O
JZSOILT,O,X,O,O,X,X,X,X,O,X,O,O
JZSOLTI,O,O,O,X,O,X,O,X,O,X,O,X
JZSOLIT,O,X,O,X,O,X,X,X,O,X,O,O
JZOTILS,O,O,O,O,O,X,X,X,O,O,X,X
JZOTISL,O,O,O,X,X,X,O,X,O,X,X,X
JZOTLIS,O,O,O,X,O,O,X,X,O,X,X,X
JZOTLSI,O,O,O,X,O,O,O,X,O,X,X,X
JZOTSIL,O,O,O,X,X,X,O,X,O,X,X,X
JZOTSLI,O,O,O,X,O,X,O,X,O,X,X,X
JZOITLS,O,O,O,O,O,X,X,X,O,O,X,X
JZOITSL,O,O,O,X,X,X,O,X,O,X,X,X
JZOILTS,O,O,X,O,O,X,X,X,O,X,X,X
JZOILST,O,X,O,O,O,X,X,X,O,X,X,X
JZOISTL,O,O,O,O,X,X,O,X,O,X,X,X
JZOISLT,O,X,O,O,X,X,X,X,O,X,X,X
JZOLTIS,O,O,O,X,O,O,X,X,O,X,X,X
JZOLTSI,O,O,O,X,O,O,O,X,O,X,X,X
JZOLITS,O,O,O,X,O,O,X,X,O,X,X,X
JZOLIST,O,X,O,X,O,X,X,X,O,X,X,X
JZOLSTI,O,O,O,X,O,X,O,X,O,X,X,X
JZOLSIT,O,X,O,X,O,X,X,X,O,X,X,X
JZOSTIL,O,O,O,O,X,X,O,X,O,X,O,O
JZOSTLI,O,O,O,X,O,X,O,X,O,X,O,X
JZOSITL,O,O,O,O,X,X,O,X,O,X,O,O
JZOSILT,O,X,O,O,X,X,X,X,O,X,O,O
JZOSLTI,O,O,O,X,O,X,O,X,O,X,O,X
JZOSLIT,O,X,O,X,O,X,X,X,O,X,O,O
JOTILSZ,O,O,O,X,X,X,X,X,X,O,X,X
JOTILZS,O,O,O,X,O,X,X,X,X,O,X,X
JOTISLZ,O,O,O,X,X,X,O,X,X,O,X,X
JOTISZL,X,O,O,X,X,X,O,X,X,X,X,X
JOTIZLS,O,O,O,O,X,X,X,X,X,O,X,X
JOTIZSL,X,O,O,X,X,X,O,X,X,X,X,X
JOTLISZ,O,O,O,X,X,X,X,X,X,O,X,X
JOTLIZS,O,O,O,X,O,X,X,X,O,O,X,X
JOTLSIZ,O,O,O,X,X,X,O,O,O,X,X,X
JOTLSZI,O,O,O,X,O,X,O,O,O,X,X,X
JOTLZIS,O,O,O,X,O,O,X,X,O,X,X,X
JOTLZSI,O,O,O,X,O,O,O,X,O,X,X,X
JOTSILZ,O,O,O,X,X,X,O,X,X,O,X,X
JOTSIZL,X,O,O,X,X,X,O,X,O,X,X,X
JOTSLIZ,O,O,O,X,X,X,O,O,O,X,X,X
JOTSLZI,O,O,O,X,O,X,O,O,O,X,X,X
JOTSZIL,X,O,O,X,X,X,O,X,O,X,O,X
JOTSZLI,O,O,O,X,X,X,O,X,O,X,O,X
JOTZILS,O,O,O,X,O,X,X,X,O,O,X,X
JOTZISL,O,O,O,X,X,X,O,X,O,X,X,X
JOTZLIS,O,O,O,X,O,O,X,X,O,X,X,X
JOTZLSI,O,O,O,X,O,O,O,X,O,X,X,X
JOTZSIL,O,O,O,X,X,X,O,X,O,X,X,X
JOTZSLI,O,O,O,X,O,X,O,X,O,X,X,X
JOITLSZ,O,O,O,X,X,X,X,X,X,O,X,X
JOITLZS,O,O,O,X,O,X,X,X,X,O,X,X
JOITSLZ,O,O,O,X,X,X,O,X,X,O,X,X
JOITSZL,X,O,O,X,X,X,O,X,X,X,X,X
JOITZLS,O,O,O,O,X,X,X,X,X,O,X,X
JOITZSL,X,O,O,X,X,X,O,X,X,X,X,X
JOILTSZ,O,O,O,X,X,X,X,X,X,O,X,X
JOILTZS,O,O,O,X,O,X,X,X,O,O,X,X
JOILSTZ,O,X,O,X,X,X,X,X,O,X,X,X
JOILSZT,X,X,O,X,O,X,X,X,O,X,X,X
JOILZTS,O,O,O,X,O,X,X,X,O,X,X,X
JOILZST,X,X,O,X,O,X,X,X,O,X,X,X
JOISTLZ,X,O,O,X,X,X,O,X,X,O,X,X
JOISTZL,X,O,O,X,X,X,O,X,O,X,X,X
JOISLTZ,O,X,X,X,X,X,O,X,O,X,X,X
JOISLZT,X,X,X,X,X,X,X,X,O,X,X,X
JOISZTL,X,O,O,O,X,X,O,X,O,X,O,X
JOISZLT,X,X,O,O,X,X,X,X,O,X,O,X
JOIZTLS,O,O,O,O,O,X,X,X,O,O,X,X
JOIZTSL,O,O,O,X,X,X,O,X,O,X,X,X
JOIZLTS,O,O,X,O,O,X,X,X,O,X,X,X
JOIZLST,O,X,O,O,O,X,X,X,O,X,X,X
JOIZSTL,O,O,O,O,X,X,O,X,O,X,X,X
JOIZSLT,O,X,O,O,X,X,X,X,O,X,X,X
JOLTISZ,O,O,O,X,X,X,X,X,X,O,X,X
JOLTIZS,O,O,O,X,O,X,X,X,O,O,X,X
JOLTSIZ,O,O,O,X,X,X,O,O,O,X,X,X
JOLTSZI,O,O,O,X,O,X,O,O,O,X,X,X
JOLTZIS,O,O,O,X,O,O,X,X,O,X,X,X
JOLTZSI,O,O,O,X,O,O,O,X,O,X,X,X
JOLITSZ,O,O,O,X,X,X,X,X,X,O,X,X
JOLITZS,O,O,O,X,O,X,X,X,O,O,X,X
JOLISTZ,O,X,O,X,X,X,X,X,O,X,X,X
JOLISZT,X,X,O,X,O,X,X,X,O,X,X,X
JOLIZTS,O,O,O,X,O,O,X,X,O,X,X,X
JOLIZST,X,X,O,X,O,X,X,X,O,X,X,X
JOLSTIZ,O,O,O,X,X,X,O,O,O,X,X,X
JOLSTZI,O,O,O,X,O,X,O,O,O,X,X,X
JOLSITZ,O,X,O,X,X,X,O,X,O,X,X,X
JOLSIZT,X,X,O,X,O,X,X,X,O,X,X,X
JOLSZTI,O,O,O,X,O,X,O,X,O,X,O,X
JOLSZIT,O,X,O,X,O,X,X,X,O,X,O,X
JOLZTIS,O,O,O,X,O,O,X,X,O,X,X,X
JOLZTSI,O,O,O,X,O,O,O,X,O,X,X,X
JOLZITS,O,O,O,X,O,O,X,X,O,X,X,X
JOLZIST,O,X,O,X,O,X,X,X,O,X,X,X
JOLZSTI,O,O,O,X,O,X,O,X,O,X,X,X
JOLZSIT,O,X,O,X,O,X,X,X,O,X,X,X
JOSTILZ,O,O,O,X,X,X,O,X,X,O,X,X
JOSTIZL,X,O,O,X,X,X,O,X,O,X,X,O
JOSTLIZ,O,O,O,X,X,X,O,O,O,X,X,X
JOSTLZI,O,O,O,X,O,X,O,O,O,X,X,X
JOSTZIL,X,O,O,X,X,X,O,X,O,X,O,O
JOSTZLI,O,O,O,X,X,X,O,X,O,X,O,X
JOSITLZ,X,O,O,X,X,X,O,X,X,O,X,X
JOSITZL,X,O,O,X,X,X,O,X,O,X,X,O
JOSILTZ,O,X,X,X,X,X,O,X,O,X,X,X
JOSILZT,X,X,X,X,X,X,X,X,O,X,X,O
JOSIZTL,X,O,O,O,X,X,O,X,O,X,O,O
JOSIZLT,X,X,O,O,X,X,X,X,O,X,O,O
JOSLTIZ,O,O,O,X,X,X,O,O,O,X,X,X
JOSLTZI,O,O,O,X,O,X,O,O,O,X,X,X
JOSLITZ,O,X,O,X,X,X,O,X,O,X,X,X
JOSLIZT,X,X,O,X,O,X,X,X,O,X,X,O
JOSLZTI,O,O,O,X,O,X,O,X,O,X,O,X
JOSLZIT,O,X,O,X,O,X,X,X,O,X,O,O
JOSZTIL,O,O,O,O,X,X,O,X,O,X,O,O
JOSZTLI,O,O,O,X,O,X,O,X,O,X,O,X
JOSZITL,O,O,O,O,X,X,O,X,O,X,O,O
JOSZILT,O,X,O,O,X,X,X,X,O,X,O,O
JOSZLTI,O,O,O,X,O,X,O,X,O,X,O,X
JOSZLIT,O,X,O,X,O,X,X,X,O,X,O,O
JOZTILS,O,O,O,O,O,X,X,X,O,O,X,X
JOZTISL,O,O,O,X,X,X,O,X,O,X,X,X
JOZTLIS,O,O,O,X,O,O,X,X,O,X,X,X
JOZTLSI,O,O,O,X,O,O,O,X,O,X,X,X
JOZTSIL,O,O,O,X,X,X,O,X,O,X,X,X
JOZTSLI,O,O,O,X,O,X,O,X,O,X,X,X
JOZITLS,O,O,O,O,O,X,X,X,O,O,X,X
JOZITSL,O,O,O,X,X,X,O,X,O,X,X,X
JOZILTS,O,O,X,O,O,X,X,X,O,X,X,X
JOZILST,O,X,O,O,O,X,X,X,O,X,X,X
JOZISTL,O,O,O,O,X,X,O,X,O,X,X,X
JOZISLT,O,X,O,O,X,X,X,X,O,X,X,X
JOZLTIS,O,O,O,X,O,O,X,X,O,X,X,X
JOZLTSI,O,O,O,X,O,O,O,X,O,X,X,X
JOZLITS,O,O,O,X,O,O,X,X,O,X,X,X
JOZLIST,O,X,O,X,O,X,X,X,O,X,X,X
JOZLSTI,O,O,O,X,O,X,O,X,O,X,X,X
JOZLSIT,O,X,O,X,O,X,X,X,O,X,X,X
JOZSTIL,O,O,O,O,X,X,O,X,O,X,O,O
JOZSTLI,O,O,O,X,O,X,O,X,O,X,O,X
JOZSITL,O,O,O,O,X,X,O,X,O,X,O,O
JOZSILT,O,X,O,O,X,X,X,X,O,X,O,O
JOZSLTI,O,O,O,X,O,X,O,X,O,X,O,X
JOZSLIT,O,X,O,X,O,X,X,X,O,X,O,O
