sequence,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jei7IvhFWiBxdB?TjBUlBFmB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhFyhBGeB?UjBFlBXmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhF8hBCeB?mgBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhF8hBfjB?6jBemBFlBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jei7IvhFWiBxdB?UhBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeX8IvhFxdBCiB?TjBFlB8qBOqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhFyhBGeB?XgBUjBFmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jem8IvhFSjBxgB?UjBFlBXmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFRcBCeB?3hBTjB1qBUqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFCdBxiB?TjBUlBFmB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je/AJvhFRcBzdB?+jBlhBaqB8qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFCdBxiB?UhBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeeAJvhFSjBRhB?fmBlhBUjBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeSDJvhFVlBRhB?3hBUjBmlBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je1AJvhF8hBzdB?+jBRlBKqBXrB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhF8hBfjB?6jBRlBFmBTqB
JOTLIZS,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
JOTLSIZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOTLSZI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
JOTLZIS,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
JOTLZSI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
JOTSILZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOTSIZL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOTSLIZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOTSLZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOTSZIL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOTSZLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOTZILS,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
JOTZISL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOTZLIS,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
JOTZLSI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
JOTZSIL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOTZSLI,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
JOITLSZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
JOITLZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
JOITSLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOITSZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JOITZLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOITZSL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O
JOILTSZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
JOILTZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
JOILSTZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O
JOILSZT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOILZTS,O,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
JOILZST,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O
JOISTLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOISTZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JOISLTZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOISLZT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOISZTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOISZLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOIZTLS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JOIZTSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JOIZLTS,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
JOIZLST,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOIZSTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
JOIZSLT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
JOLTISZ,X,X,X,X,O,X,X,X,O,X,O,X,O,O,X,X
JOLTIZS,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
JOLTSIZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOLTSZI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
JOLTZIS,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
JOLTZSI,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
JOLITSZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
JOLITZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
JOLISTZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
JOLISZT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLIZTS,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
JOLIZST,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
JOLSTIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
JOLSTZI,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JOLSITZ,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X
JOLSIZT,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,X
JOLSZTI,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
JOLSZIT,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
JOLZTIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOLZTSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
JOLZITS,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
JOLZIST,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
JOLZSTI,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
JOLZSIT,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
JOSTILZ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
JOSTIZL,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSTLIZ,X,X,O,X,O,X,O,O,O,X,O,X,X,X,X,X
JOSTLZI,X,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
JOSTZIL,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
JOSTZLI,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
JOSITLZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
JOSITZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JOSILTZ,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
JOSILZT,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O
JOSIZTL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
JOSIZLT,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
JOSLTIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
JOSLTZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOSLITZ,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,O
JOSLIZT,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O
JOSLZTI,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSLZIT,X,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O
JOSZTIL,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSZTLI,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSZITL,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
JOSZILT,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O
JOSZLTI,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSZLIT,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O
JOZTILS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOZTISL,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZTLIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
JOZTSIL,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
JOZTSLI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
JOZITLS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X
JOZITSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JOZILTS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X
JOZILST,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,O
JOZISTL,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O
JOZISLT,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
JOZLTIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOZLTSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
JOZLITS,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
JOZLIST,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
JOZLSTI,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
JOZLSIT,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
JOZSTIL,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
JOZSTLI,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
JOZSITL,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
JOZSILT,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
JOZSLTI,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
JOZSLIT,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
STILJZO,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,O
STILJOZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
STILZJO,X,O,O,X,O,X,O,O,O,O,X,O,X,O,X,X
STILZOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
STILOJZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
STILOZJ,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X
STIJLZO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,O
STIJLOZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
STIJZLO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,O
STIJZOL,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STIJOLZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
STIJOZL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STIZLJO,X,O,O,X,O,X,O,O,O,O,X,O,X,X,X,X
STIZLOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STIZJLO,X,O,O,X,O,X,O,O,O,O,X,O,X,X,X,O
STIZJOL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STIZOLJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STIZOJL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STIOLJZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
STIOLZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STIOJLZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
STIOJZL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STIOZLJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STIOZJL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STLIJZO,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,O
STLIJOZ,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
STLIZJO,X,O,O,X,O,X,O,O,O,O,X,O,X,O,X,X
STLIZOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
STLIOJZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
STLIOZJ,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X
STLJIZO,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
STLJIOZ,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
STLJZIO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
STLJZOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STLJOIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
STLJOZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STLZIJO,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STLZIOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STLZJIO,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STLZJOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STLZOIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STLZOJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STLOIJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
STLOIZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STLOJIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
STLOJZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STLOZIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STLOZJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STJILZO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
STJILOZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
STJIZLO,O,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
STJIZOL,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STJIOLZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
STJIOZL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STJLIZO,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
STJLIOZ,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
STJLZIO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
STJLZOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STJLOIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
STJLOZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STJZILO,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,X
STJZIOL,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STJZLIO,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X
STJZLOI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STJZOIL,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STJZOLI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STJOILZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
STJOIZL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STJOLIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
STJOLZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STJOZIL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STJOZLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STZILJO,X,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X
STZILOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STZIJLO,X,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O
STZIJOL,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
STZIOLJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STZIOJL,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
STZLIJO,X,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
STZLIOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STZLJIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
STZLJOI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STZLOIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STZLOJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STZJILO,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X
STZJIOL,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STZJLIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
STZJLOI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STZJOIL,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STZJOLI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STZOILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STZOIJL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
STZOLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STZOLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STZOJIL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
STZOJLI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
STOILJZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,O
STOILZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STOIJLZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,O
STOIJZL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
STOIZLJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STOIZJL,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STOLIJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
STOLIZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STOLJIZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
STOLJZI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STOLZIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STOLZJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STOJILZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
STOJIZL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STOJLIZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
STOJLZI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STOJZIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STOJZLI,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STOZILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STOZIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STOZLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STOZLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STOZJIL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STOZJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SITLJZO,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O
SITLJOZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
SITLZJO,X,O,O,X,O,X,O,O,O,O,X,O,X,X,X,X
SITLZOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
SITLOJZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
SITLOZJ,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SITJLZO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,O
SITJLOZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
SITJZLO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,O
SITJZOL,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X
SITJOLZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
SITJOZL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
SITZLJO,X,O,O,X,O,X,O,O,O,O,X,O,X,X,X,X
SITZLOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
SITZJLO,X,O,O,X,O,X,O,O,O,O,X,O,X,X,X,O
SITZJOL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X
SITZOLJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SITZOJL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SITOLJZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
SITOLZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SITOJLZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
SITOJZL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SITOZLJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SITOZJL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SILTJZO,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,O
SILTJOZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SILTZJO,X,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X
SILTZOJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SILTOJZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SILTOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,O
SILJTOZ,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X
SILJZTO,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,O
SILJZOT,X,O,O,O,X,X,O,O,O,X,X,X,O,X,X,O
SILJOTZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
SILJOZT,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
SILZTJO,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
SILZTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SILZJTO,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O
SILZJOT,X,O,O,O,X,X,O,O,O,O,X,X,X,X,X,O
SILZOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SILZOJT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SILOTJZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O
SILOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOJTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
SILOJZT,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
SILOZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOZJT,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
SIJTLZO,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O
SIJTLOZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
SIJTZLO,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O
SIJTZOL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SIJTOLZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
SIJTOZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SIJLTZO,X,X,X,O,O,X,X,O,X,X,X,O,O,X,X,O
SIJLTOZ,X,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X
SIJLZTO,X,X,O,O,O,X,O,O,X,X,X,X,O,X,X,O
SIJLZOT,X,X,O,O,O,X,O,O,O,X,X,X,O,X,X,O
SIJLOTZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
SIJLOZT,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
SIJZTLO,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
SIJZTOL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O
SIJZLOT,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,O
SIJZOTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
SIJOTLZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SIJOLTZ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIJOLZT,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
SIJOZTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
SIZTLJO,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
SIZTLOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZTJLO,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O
SIZTJOL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SIZTOLJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLTJO,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
SIZLTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZLJTO,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O
SIZLJOT,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,O
SIZLOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZLOJT,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O
SIZJTLO,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O
SIZJTOL,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZJLTO,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O
SIZJLOT,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,O
SIZJOTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
SIZOTLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOLJT,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
SIZOJTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOJLT,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
