sequence,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFOiBXeBclBT?hBSoBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFXdB6jBclB2?mBziBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFidB+jBclBT?hB3iBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Je07IvhFxcBzhBGjBX?jBilBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jel7IvhFfjB6jBZmBu?rBUnBTqB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jem7IvhFzcBfjB6jBc?lBxmBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFTeBclBihBW?oBXiBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jem7IvhFSiBTeBclB3?hBxnBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jez8IvhFGeB3gBUjBx?mBilBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Je07IvhFlcBXiBTjBC?jBxqBmqB
JOZTISL,O,O,O,O,X,X,O,X,X,X
JOZTLIS,O,O,O,O,X,X,O,X,X,X
JOZTLSI,O,O,O,O,X,X,O,X,X,X
JOZTSIL,O,O,O,O,X,X,O,X,X,X
JOZTSLI,O,O,O,O,X,X,O,X,X,X
JOZITLS,X,O,O,X,O,X,O,O,X,X
JOZITSL,X,O,O,O,O,O,O,X,X,X
JOZILTS,X,O,X,O,O,X,X,O,X,X
JOZILST,O,O,X,O,O,O,X,O,X,X
JOZISTL,X,O,X,O,O,O,X,X,X,O
JOZISLT,X,O,O,O,O,O,X,O,X,X
JOZLTIS,O,O,X,O,X,X,O,X,X,X
JOZLTSI,O,O,X,O,X,X,O,X,X,X
JOZLITS,X,O,X,O,O,X,X,X,X,X
JOZLIST,O,O,X,O,O,X,X,X,X,X
JOZLSTI,O,O,X,O,X,X,X,X,X,X
JOZLSIT,O,O,X,O,O,O,X,X,X,X
JOZSTIL,X,O,O,O,X,X,O,X,X,X
JOZSTLI,X,O,O,O,X,X,O,X,X,O
JOZSITL,X,O,X,O,O,O,X,X,X,X
JOZSILT,X,O,O,O,O,O,X,X,X,X
JOZSLTI,X,O,O,O,X,X,X,X,X,X
JOZSLIT,X,O,O,O,O,O,X,X,X,X
STILJZO,X,X,X,X,O,O,X,X,X,X
STILJOZ,X,X,X,X,O,O,X,X,X,X
STILZJO,X,X,X,X,O,O,X,O,O,X
STILZOJ,X,X,X,X,X,O,X,O,O,O
STILOJZ,X,X,X,X,O,O,X,X,X,X
STILOZJ,X,X,X,X,O,O,X,O,O,O
STIJLZO,X,X,X,X,O,O,X,X,X,O
STIJLOZ,X,X,X,X,O,O,X,X,X,O
STIJZLO,X,X,X,X,O,O,X,X,O,O
STIJZOL,X,X,X,X,X,O,X,X,O,O
STIJOLZ,X,X,X,X,O,O,X,X,X,O
STIJOZL,X,X,X,X,X,O,X,X,O,O
STIZLJO,X,X,X,X,O,O,X,O,O,X
STIZLOJ,X,X,X,X,X,O,X,O,O,O
STIZJLO,X,X,X,X,O,O,X,O,O,X
STIZJOL,X,X,X,X,X,O,X,O,O,O
STIZOLJ,X,X,X,X,X,O,X,O,O,O
STIZOJL,X,X,X,X,X,O,X,O,O,O
STIOLJZ,X,X,X,X,O,O,X,X,X,X
STIOLZJ,X,X,X,X,O,O,X,O,O,O
STIOJLZ,X,X,X,X,O,O,X,X,X,O
STIOJZL,X,X,X,X,O,O,X,X,O,O
STIOZLJ,X,X,X,X,O,O,X,O,O,O
STIOZJL,X,X,X,X,O,O,X,O,O,O
STLIJZO,O,X,X,X,O,O,X,X,X,X
STLIJOZ,O,X,X,X,O,O,X,X,X,X
STLIZJO,O,X,X,X,O,O,X,X,O,X
STLIZOJ,O,X,X,X,X,O,X,X,O,X
STLIOJZ,O,X,X,X,O,O,X,X,X,X
STLIOZJ,O,X,X,X,O,O,X,X,O,X
STLJIZO,O,O,X,X,O,O,X,X,X,X
STLJIOZ,O,X,X,X,O,O,X,X,X,X
STLJZIO,O,O,X,X,X,O,O,X,X,X
STLJZOI,O,O,X,O,X,X,O,X,X,X
STLJOIZ,O,X,X,O,O,X,X,X,X,X
STLJOZI,O,O,X,O,X,X,O,X,X,X
STLZIJO,O,O,X,X,O,O,O,X,X,X
STLZIOJ,O,O,X,O,X,O,X,X,X,X
STLZJIO,O,O,X,X,X,O,O,X,X,X
STLZJOI,O,O,X,O,X,X,O,X,X,X
STLZOIJ,O,O,X,O,O,X,X,X,X,O
STLZOJI,O,O,X,O,X,X,X,X,X,O
STLOIJZ,O,O,X,O,O,O,X,X,X,X
STLOIZJ,O,O,X,O,O,O,X,X,X,X
STLOJIZ,O,O,X,O,O,X,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X,X,X
STLOZIJ,O,O,X,O,O,X,X,X,X,O
STLOZJI,O,O,X,O,X,X,X,X,X,O
STJILZO,X,O,O,X,O,O,X,X,X,X
STJILOZ,X,X,O,X,O,O,X,X,X,X
STJIZLO,X,O,O,X,O,O,X,X,O,X
STJIZOL,X,O,O,X,X,O,X,X,O,X
STJIOLZ,X,O,O,X,O,O,X,X,X,X
STJIOZL,X,O,O,X,X,O,X,X,O,X
STJLIZO,O,O,O,X,O,O,X,X,X,X
STJLIOZ,O,X,O,X,O,O,X,X,X,X
STJLZIO,O,O,O,X,X,O,O,X,X,X
STJLZOI,O,O,O,O,X,X,O,X,X,X
STJLOIZ,O,O,O,O,O,X,X,X,X,X
STJLOZI,O,O,O,O,X,X,O,X,X,X
STJZILO,O,O,O,X,X,O,O,X,X,X
STJZIOL,X,O,O,X,X,O,O,X,X,X
STJZLIO,O,O,O,X,X,O,O,X,X,X
STJZLOI,O,O,O,O,X,X,O,X,X,X
STJZOIL,O,O,O,O,X,X,O,X,X,X
STJZOLI,O,O,O,O,X,X,O,X,X,O
STJOILZ,X,O,O,X,O,X,X,X,X,X
STJOIZL,X,O,O,O,O,X,X,X,X,X
STJOLIZ,O,O,O,O,O,X,X,X,X,X
STJOLZI,O,O,O,O,X,X,O,X,X,X
STJOZIL,O,O,O,O,X,X,O,X,X,X
STJOZLI,O,O,O,O,X,X,O,X,X,O
STZILJO,O,O,X,X,O,O,O,O,O,X
STZILOJ,O,O,X,O,X,O,X,O,O,X
STZIJLO,O,O,O,X,O,O,O,O,O,X
STZIJOL,X,O,O,X,X,O,O,O,O,X
STZIOLJ,O,O,X,X,X,O,X,O,O,O
STZIOJL,O,O,O,O,X,O,X,O,O,X
STZLIJO,O,O,X,X,O,O,O,X,X,X
STZLIOJ,O,O,X,O,X,O,X,X,X,X
STZLJIO,O,O,X,X,X,O,O,X,X,X
STZLJOI,O,O,X,O,X,X,O,X,X,X
STZLOIJ,O,O,X,O,O,X,X,X,X,O
STZLOJI,O,O,X,O,X,X,X,X,X,O
STZJILO,O,O,O,X,X,O,O,O,O,X
STZJIOL,X,O,O,X,X,O,O,O,O,X
STZJLIO,O,O,O,X,X,O,O,X,X,X
STZJLOI,O,O,O,O,X,X,O,X,X,X
STZJOIL,O,O,O,O,X,X,O,X,X,X
STZJOLI,O,O,O,O,X,X,O,X,X,O
STZOILJ,O,O,X,X,O,X,X,X,X,O
STZOIJL,O,O,O,O,O,X,X,X,X,X
STZOLIJ,O,O,X,X,O,X,X,X,X,O
STZOLJI,O,O,X,X,X,X,X,X,X,O
STZOJIL,O,O,O,O,X,X,X,X,X,X
STZOJLI,O,O,O,O,X,X,X,X,X,O
STOILJZ,X,O,X,X,O,O,X,X,X,X
STOILZJ,X,O,X,X,O,O,X,X,O,O
STOIJLZ,X,O,X,X,O,O,X,X,X,O
STOIJZL,X,O,X,O,O,O,X,X,O,O
STOIZLJ,X,O,X,X,O,O,X,X,O,O
STOIZJL,X,O,X,O,O,O,X,X,O,O
STOLIJZ,O,O,X,O,O,O,X,X,X,X
STOLIZJ,O,O,X,O,O,O,X,X,X,X
STOLJIZ,O,O,X,O,O,X,X,X,X,X
STOLJZI,O,O,X,O,X,X,X,X,X,X
STOLZIJ,O,O,X,O,O,X,X,X,X,O
STOLZJI,O,O,X,O,X,X,X,X,X,O
STOJILZ,X,O,O,X,O,X,X,X,X,X
STOJIZL,X,O,O,O,O,X,X,X,X,X
STOJLIZ,O,O,O,O,O,X,X,X,X,X
STOJLZI,O,O,O,O,X,X,X,X,X,X
STOJZIL,O,O,O,O,X,X,X,X,X,X
STOJZLI,O,O,O,O,X,X,X,X,X,O
STOZILJ,O,O,X,X,O,X,X,X,X,O
STOZIJL,O,O,O,O,O,X,X,X,X,X
STOZLIJ,O,O,X,X,O,X,X,X,X,O
STOZLJI,O,O,X,X,X,X,X,X,X,O
STOZJIL,O,O,O,O,X,X,X,X,X,X
STOZJLI,O,O,O,O,X,X,X,X,X,O
SITLJZO,X,X,X,X,O,O,X,X,X,X
SITLJOZ,X,X,X,X,O,O,X,X,X,X
SITLZJO,X,X,X,X,O,O,X,O,X,X
SITLZOJ,X,X,X,X,X,O,X,O,X,O
SITLOJZ,X,X,X,X,O,O,X,X,X,X
SITLOZJ,X,X,X,X,O,O,X,O,X,O
SITJLZO,X,X,X,X,O,O,X,X,X,O
SITJLOZ,X,X,X,X,O,O,X,X,X,O
SITJZLO,X,X,X,X,O,O,X,X,X,O
SITJZOL,X,X,X,X,X,O,X,X,X,O
SITJOLZ,X,X,X,X,O,O,X,X,X,O
SITJOZL,X,X,X,X,X,O,X,X,X,O
SITZLJO,X,X,X,X,O,O,X,O,X,X
SITZLOJ,X,X,X,X,X,O,X,O,X,O
SITZJLO,X,X,X,X,O,O,X,O,X,X
SITZJOL,X,X,X,X,X,O,X,O,O,O
SITZOLJ,X,X,X,X,X,O,X,O,X,O
SITZOJL,X,X,X,X,X,O,X,O,O,O
SITOLJZ,X,X,X,X,O,O,X,X,X,X
SITOLZJ,X,X,X,X,O,O,X,O,X,O
SITOJLZ,X,X,X,X,O,O,X,X,X,O
SITOJZL,X,X,X,X,O,O,X,X,X,O
SITOZLJ,X,X,X,X,O,O,X,O,X,O
SITOZJL,X,X,X,X,O,O,X,O,O,O
SILTJZO,O,X,X,X,O,O,X,X,X,X
SILTJOZ,X,X,X,X,O,O,X,X,X,X
SILTZJO,X,X,X,X,O,O,X,O,X,X
SILTZOJ,X,X,X,X,X,O,X,O,X,O
SILTOJZ,X,X,X,X,O,O,X,X,X,X
SILTOZJ,X,X,X,X,O,O,X,O,X,O
SILJTZO,O,X,X,X,O,X,X,X,X,O
SILJTOZ,X,X,X,X,O,X,X,X,X,O
SILJZTO,O,X,X,X,O,O,X,X,X,O
SILJZOT,O,X,X,X,X,O,X,X,X,O
SILJOTZ,X,X,X,X,O,X,X,X,X,O
SILJOZT,O,X,X,X,O,O,X,X,X,O
SILZTJO,O,O,X,X,O,O,X,X,X,X
SILZTOJ,O,O,X,X,X,O,X,X,X,O
SILZJTO,O,O,X,X,O,O,X,X,X,X
SILZJOT,O,O,X,X,X,O,X,O,O,X
SILZOTJ,X,O,X,X,X,O,X,X,X,O
SILZOJT,O,O,X,X,X,O,X,O,O,X
SILOTJZ,X,X,X,X,O,X,X,X,X,X
SILOTZJ,X,O,X,X,O,O,X,O,X,O
SILOJTZ,X,X,X,X,O,X,X,X,X,O
SILOJZT,O,O,X,X,O,O,X,X,X,O
SILOZTJ,X,O,X,X,O,O,X,X,X,O
SILOZJT,X,O,X,X,O,O,X,O,O,X
SIJTLZO,X,X,O,X,O,X,X,X,X,O
SIJTLOZ,X,X,X,X,O,X,X,X,X,O
SIJTZLO,X,X,X,X,O,X,X,X,X,O
SIJTZOL,X,X,X,X,X,X,X,X,X,O
SIJTOLZ,X,X,X,X,O,X,X,X,X,O
SIJTOZL,X,X,X,X,X,X,X,X,X,O
SIJLTZO,O,X,O,X,O,X,X,X,X,O
SIJLTOZ,X,X,X,X,O,X,X,X,X,O
SIJLZTO,O,X,O,X,O,O,X,X,X,O
SIJLZOT,O,X,O,X,X,O,X,X,X,O
SIJLOTZ,X,X,X,X,O,X,X,X,X,O
SIJLOZT,O,X,O,X,O,O,X,X,X,O
SIJZTLO,X,X,O,X,O,O,X,X,X,O
SIJZTOL,X,X,O,X,X,O,X,X,O,O
SIJZLTO,X,X,O,X,O,O,X,X,X,O
SIJZLOT,X,X,O,X,X,O,X,X,O,O
SIJZOTL,X,X,X,X,X,O,X,X,O,O
SIJZOLT,X,X,O,X,X,O,X,X,O,O
SIJOTLZ,X,X,X,X,O,X,X,X,X,O
SIJOTZL,X,X,X,X,O,X,X,X,X,O
SIJOLTZ,X,X,X,X,O,X,X,X,X,O
SIJOLZT,X,X,O,X,O,O,X,X,X,O
SIJOZTL,X,X,X,X,O,O,X,X,O,O
SIJOZLT,X,X,X,X,O,O,X,X,O,O
SIZTLJO,O,O,X,X,O,O,O,O,X,X
SIZTLOJ,O,O,X,X,X,O,X,O,X,O
SIZTJLO,O,O,O,X,O,O,O,O,X,X
SIZTJOL,X,O,O,X,X,O,O,O,O,O
SIZTOLJ,O,O,X,X,X,O,X,O,X,O
SIZTOJL,O,O,O,X,X,O,X,O,O,O
SIZLTJO,O,O,X,X,O,O,X,X,X,X
SIZLTOJ,O,O,X,X,X,O,X,X,X,O
SIZLJTO,O,O,X,X,O,O,X,X,X,X
SIZLJOT,O,O,X,X,X,O,X,O,O,X
SIZLOTJ,X,O,X,X,X,O,X,X,X,O
SIZLOJT,O,O,X,X,X,O,X,O,O,X
SIZJTLO,X,O,O,X,O,O,X,X,X,O
SIZJTOL,X,O,O,X,X,O,X,X,O,O
SIZJLTO,O,O,O,X,O,O,X,X,X,O
SIZJLOT,O,O,O,X,X,O,X,O,O,O
SIZJOTL,X,O,X,X,X,O,X,X,O,O
SIZJOLT,X,O,O,X,X,O,X,O,O,O
SIZOTLJ,X,O,X,X,X,O,X,O,X,O
SIZOTJL,X,X,X,X,X,O,X,O,O,O
SIZOLTJ,X,O,X,X,X,O,X,X,X,O
SIZOLJT,X,O,X,X,X,O,X,O,O,X
SIZOJTL,X,O,X,X,X,O,X,X,O,O
SIZOJLT,X,O,X,X,X,O,X,O,O,O
SIOTLJZ,X,X,X,X,O,X,X,X,X,X
SIOTLZJ,X,O,X,X,O,O,X,O,X,O
SIOTJLZ,X,X,X,X,O,X,X,X,X,O
SIOTJZL,X,X,X,X,O,X,X,X,X,O
SIOTZLJ,X,X,X,X,O,O,X,O,X,O
SIOTZJL,X,X,X,X,O,O,X,O,O,O
SIOLTJZ,X,X,X,X,O,X,X,X,X,X
SIOLTZJ,X,O,X,X,O,O,X,O,X,O
SIOLJTZ,X,X,X,X,O,X,X,X,X,O
SIOLJZT,X,O,X,X,O,O,X,X,X,O
SIOLZTJ,X,O,X,X,O,O,X,X,X,O
SIOLZJT,X,O,X,X,O,O,X,O,O,X
SIOJTLZ,X,X,X,X,O,X,X,X,X,O
SIOJTZL,X,X,X,X,O,X,X,X,X,O
SIOJLTZ,X,X,X,X,O,X,X,X,X,O
SIOJLZT,X,O,X,X,O,O,X,X,X,O
SIOJZTL,X,X,X,X,O,O,X,X,O,O
SIOJZLT,X,X,X,X,O,O,X,X,O,O
SIOZTLJ,X,X,X,X,O,O,X,O,X,O
SIOZTJL,X,X,X,X,O,O,X,O,O,O
SIOZLTJ,X,O,X,X,O,O,X,X,X,O
SIOZLJT,X,O,X,X,O,O,X,O,O,X
SIOZJTL,X,X,X,X,O,O,X,X,O,O
SIOZJLT,X,X,X,X,O,O,X,O,O,O
SLTIJZO,O,X,X,X,O,O,X,X,X,X
SLTIJOZ,O,X,X,X,O,O,X,X,X,X
SLTIZJO,O,X,X,X,O,O,X,X,X,X
SLTIZOJ,O,X,X,X,X,O,X,X,X,X
SLTIOJZ,O,X,X,X,O,O,X,X,X,X
SLTIOZJ,O,X,X,X,O,O,X,X,X,X
SLTJIZO,O,O,X,X,O,O,X,X,X,X
SLTJIOZ,O,X,X,X,O,O,X,X,X,X
SLTJZIO,O,O,X,X,X,O,X,X,X,X
SLTJZOI,O,O,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,O,X,X,X,X,X
SLTJOZI,O,O,X,X,X,X,X,X,X,X
SLTZIJO,O,O,X,X,O,O,X,X,X,X
SLTZIOJ,O,O,X,X,X,O,X,X,X,X
SLTZJIO,O,O,X,X,X,O,X,X,X,X
SLTZJOI,O,O,X,X,X,X,X,X,X,X
SLTZOIJ,O,O,X,X,O,X,X,X,X,O
SLTZOJI,O,O,X,X,X,X,X,X,X,O
SLTOIJZ,O,O,X,X,O,O,X,X,X,X
SLTOIZJ,O,O,X,X,O,O,X,X,X,X
SLTOJIZ,O,O,X,X,O,X,X,X,X,X
SLTOJZI,O,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,O,X,X,X,X,O
SLTOZJI,O,O,X,X,X,X,X,X,X,O
SLITJZO,O,X,X,X,O,O,X,X,X,X
SLITJOZ,O,X,X,X,O,O,X,X,X,X
SLITZJO,O,X,X,X,O,O,X,X,X,X
SLITZOJ,O,X,X,X,X,O,X,X,X,O
SLITOJZ,O,X,X,X,O,O,X,X,X,X
SLITOZJ,O,X,X,X,O,O,X,X,X,O
SLIJTZO,O,X,X,X,O,X,X,X,X,O
SLIJTOZ,O,X,X,X,O,X,X,X,X,O
SLIJZTO,O,X,X,X,O,O,X,X,X,O
SLIJZOT,O,X,X,X,X,O,X,X,X,O
SLIJOTZ,X,X,X,X,O,X,X,X,X,O
SLIJOZT,O,X,X,X,O,O,X,X,X,O
SLIZTJO,O,O,X,X,O,O,X,X,X,X
SLIZTOJ,O,O,X,X,X,O,X,X,X,O
SLIZJTO,O,O,X,X,O,O,X,X,X,X
SLIZJOT,O,O,X,X,X,O,X,X,X,X
SLIZOTJ,X,O,X,X,X,O,X,X,X,O
SLIZOJT,O,O,X,X,X,O,X,X,X,X
SLIOTJZ,X,X,X,X,O,X,X,X,X,X
SLIOTZJ,X,O,X,X,O,O,X,X,X,O
SLIOJTZ,X,X,X,X,O,X,X,X,X,O
SLIOJZT,O,O,X,X,O,O,X,X,X,O
SLIOZTJ,X,O,X,X,O,O,X,X,X,O
SLIOZJT,X,O,X,X,O,O,X,X,X,X
SLJTIZO,O,X,X,X,O,O,X,X,X,X
SLJTIOZ,O,X,X,X,O,O,X,X,X,X
SLJTZIO,O,O,X,X,X,O,X,X,X,X
SLJTZOI,O,X,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,O,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,X,O,X,X,X,X,X
SLJITOZ,O,X,X,X,O,X,X,X,X,X
SLJIZTO,O,O,X,X,O,O,X,X,X,X
SLJIZOT,O,O,X,X,X,O,X,X,X,X
SLJIOTZ,X,X,X,X,O,X,X,X,X,X
SLJIOZT,O,X,X,X,O,O,X,X,X,X
SLJZTIO,O,O,X,X,X,O,X,X,X,X
SLJZTOI,O,X,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,X,O,O,X,X,X,X
SLJZIOT,O,O,X,X,X,O,X,X,X,X
SLJZOTI,O,X,X,O,X,X,X,X,X,X
SLJZOIT,O,O,X,O,O,O,X,X,X,X
SLJOTIZ,O,X,X,X,O,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X,X,X
SLJOITZ,X,X,X,X,O,X,X,X,X,X
SLJOIZT,O,X,X,O,O,X,X,X,X,X
SLJOZTI,O,X,X,O,X,X,X,X,X,X
SLJOZIT,O,O,X,O,O,O,X,X,X,X
SLZTIJO,O,O,X,X,O,O,X,X,X,X
SLZTIOJ,O,O,X,X,X,O,X,X,X,X
SLZTJIO,O,O,X,X,X,O,X,X,X,X
SLZTJOI,O,O,X,X,X,X,X,X,X,X
SLZTOIJ,O,O,X,X,O,X,X,X,X,O
SLZTOJI,O,O,X,X,X,X,X,X,X,O
SLZITJO,O,O,X,X,O,O,X,X,X,X
SLZITOJ,O,O,X,X,X,O,X,X,X,X
SLZIJTO,O,O,X,X,O,O,X,X,X,X
SLZIJOT,O,O,X,X,X,O,X,X,X,X
SLZIOTJ,X,O,X,X,X,O,X,X,X,X
SLZIOJT,O,O,X,O,X,O,X,X,X,X
SLZJTIO,O,O,X,X,X,O,X,X,X,X
SLZJTOI,O,X,X,X,X,X,X,X,X,X
SLZJITO,O,O,X,X,O,O,X,X,X,X
SLZJIOT,O,O,X,X,X,O,X,X,X,X
SLZJOTI,O,X,X,O,X,X,X,X,X,X
SLZJOIT,O,O,X,O,O,O,X,X,X,X
SLZOTIJ,O,O,X,X,O,X,X,X,X,O
SLZOTJI,O,O,X,X,X,X,X,X,X,O
SLZOITJ,X,O,X,X,O,O,X,X,X,X
SLZOIJT,O,O,X,O,O,O,X,X,X,X
SLZOJTI,O,O,X,O,X,X,X,X,X,X
SLZOJIT,O,O,X,O,O,O,X,X,X,X
SLOTIJZ,O,O,X,X,O,O,X,X,X,X
SLOTIZJ,O,O,X,X,O,O,X,X,X,X
SLOTJIZ,O,O,X,X,O,X,X,X,X,X
SLOTJZI,O,O,X,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,O,X,X,X,X,O
SLOTZJI,O,O,X,X,X,X,X,X,X,O
SLOITJZ,X,O,X,X,O,X,X,X,X,X
SLOITZJ,X,O,X,X,O,O,X,X,X,O
SLOIJTZ,X,X,X,X,O,X,X,X,X,O
SLOIJZT,O,O,X,O,O,O,X,X,X,O
SLOIZTJ,X,O,X,X,O,O,X,X,X,O
SLOIZJT,X,O,X,O,O,O,X,X,X,X
SLOJTIZ,O,O,X,X,O,X,X,X,X,X
SLOJTZI,O,O,X,X,X,X,X,X,X,X
SLOJITZ,X,X,X,X,O,X,X,X,X,X
SLOJIZT,O,O,X,O,O,X,X,X,X,X
SLOJZTI,O,O,X,O,X,X,X,X,X,X
SLOJZIT,O,O,X,O,O,O,X,X,X,X
SLOZTIJ,O,O,X,X,O,X,X,X,X,O
SLOZTJI,O,O,X,X,X,X,X,X,X,O
SLOZITJ,X,O,X,X,O,O,X,X,X,X
SLOZIJT,O,O,X,O,O,O,X,X,X,X
SLOZJTI,O,O,X,O,X,X,X,X,X,X
SLOZJIT,O,O,X,O,O,O,X,X,X,X
SJTILZO,X,X,O,X,O,O,X,X,X,X
SJTILOZ,X,X,O,X,O,O,X,X,X,X
SJTIZLO,X,X,O,X,O,O,X,X,X,X
SJTIZOL,X,X,O,X,X,O,X,X,X,X
SJTIOLZ,X,X,O,X,O,O,X,X,X,X
SJTIOZL,X,X,O,X,X,O,X,X,X,X
SJTLIZO,O,X,O,X,O,O,X,X,X,X
SJTLIOZ,O,X,O,X,O,O,X,X,X,X
SJTLZIO,O,O,O,X,X,O,O,X,X,X
SJTLZOI,O,X,O,O,X,X,O,X,X,X
SJTLOIZ,O,X,O,O,O,X,X,X,X,X
SJTLOZI,O,X,O,O,X,X,O,X,X,X
SJTZILO,O,O,O,X,X,O,O,X,X,X
SJTZIOL,X,O,O,X,X,O,O,X,X,X
SJTZLIO,O,O,O,X,X,O,O,X,X,X
SJTZLOI,O,X,O,O,X,X,O,X,X,X
SJTZOIL,O,O,O,O,X,X,O,X,X,X
SJTZOLI,O,O,O,O,X,X,O,X,X,O
SJTOILZ,X,X,O,X,O,X,X,X,X,X
SJTOIZL,X,X,O,O,O,X,X,X,X,X
SJTOLIZ,O,X,O,O,O,X,X,X,X,X
SJTOLZI,O,O,O,O,X,X,O,X,X,X
SJTOZIL,O,O,O,O,X,X,O,X,X,X
SJTOZLI,O,O,O,O,X,X,O,X,X,O
SJITLZO,X,X,O,X,O,X,X,X,X,O
SJITLOZ,X,X,O,X,O,X,X,X,X,O
SJITZLO,X,X,O,X,O,X,X,X,X,O
SJITZOL,X,X,O,X,X,X,X,X,X,O
SJITOLZ,X,X,O,X,O,X,X,X,X,O
SJITOZL,X,X,O,X,X,X,X,X,X,O
SJILTZO,O,X,O,X,O,X,X,X,X,O
SJILTOZ,X,X,O,X,O,X,X,X,X,O
SJILZTO,O,O,O,X,O,O,X,X,X,O
SJILZOT,O,O,O,X,X,O,X,X,X,O
SJILOTZ,X,X,X,X,O,X,X,X,X,O
SJILOZT,O,X,O,X,O,O,X,X,X,O
SJIZTLO,X,O,O,X,O,O,X,X,X,O
SJIZTOL,X,O,O,X,X,O,X,X,X,O
SJIZLTO,X,O,O,X,O,O,X,X,X,O
SJIZLOT,X,O,O,X,X,O,X,X,X,O
SJIZOTL,X,O,X,X,X,O,X,X,X,O
SJIZOLT,X,O,O,X,X,O,X,X,X,O
SJIOTLZ,X,X,X,X,O,X,X,X,X,O
SJIOTZL,X,X,X,X,O,X,X,X,X,O
SJIOLTZ,X,X,X,X,O,X,X,X,X,O
SJIOLZT,X,O,O,X,O,O,X,X,X,O
SJIOZTL,X,O,X,X,O,O,X,X,X,O
SJIOZLT,X,O,X,X,O,O,X,X,X,O
SJLTIZO,O,X,O,X,O,O,X,X,X,X
SJLTIOZ,O,X,O,X,O,O,X,X,X,X
SJLTZIO,O,O,O,X,X,O,X,X,X,X
SJLTZOI,O,X,O,X,X,X,X,X,X,X
SJLTOIZ,O,X,O,X,O,X,X,X,X,X
SJLTOZI,O,X,O,X,X,X,X,X,X,X
SJLITZO,O,X,O,X,O,X,X,X,X,X
SJLITOZ,O,X,O,X,O,X,X,X,X,X
SJLIZTO,O,O,O,X,O,O,X,X,X,X
SJLIZOT,O,O,O,X,X,O,X,X,X,X
SJLIOTZ,X,X,X,X,O,X,X,X,X,X
SJLIOZT,O,X,O,X,O,O,X,X,X,X
SJLZTIO,O,O,O,X,X,O,X,X,X,X
SJLZTOI,O,X,O,X,X,X,X,X,X,X
SJLZITO,O,O,O,X,O,O,X,X,X,X
SJLZIOT,O,O,O,X,X,O,X,X,X,X
SJLZOTI,O,O,O,O,X,X,X,X,X,X
SJLZOIT,O,O,O,O,O,O,X,X,X,X
SJLOTIZ,O,X,O,X,O,X,X,X,X,X
SJLOTZI,O,O,O,X,X,X,X,X,X,X
SJLOITZ,X,X,X,X,O,X,X,X,X,X
SJLOIZT,O,O,O,O,O,X,X,X,X,X
SJLOZTI,O,O,O,O,X,X,X,X,X,X
SJLOZIT,O,O,O,O,O,O,X,X,X,X
SJZTILO,O,O,O,X,X,O,O,X,X,X
SJZTIOL,X,O,O,X,X,O,O,X,X,X
SJZTLIO,O,O,O,X,X,O,O,X,X,X
SJZTLOI,O,X,O,O,X,X,O,X,X,X
SJZTOIL,O,O,O,O,X,X,O,X,X,X
SJZTOLI,O,O,O,O,X,X,O,X,X,O
SJZITLO,X,O,O,X,O,O,X,X,X,X
SJZITOL,X,O,O,X,X,O,X,X,X,X
SJZILTO,O,O,O,X,O,O,X,X,X,X
SJZILOT,O,O,O,X,X,O,X,O,X,X
SJZIOTL,X,O,X,X,X,O,X,X,X,X
SJZIOLT,X,O,O,X,X,O,X,O,X,X
SJZLTIO,O,O,O,X,X,O,X,X,X,X
SJZLTOI,O,X,O,X,X,X,X,X,X,X
SJZLITO,O,O,O,X,O,O,X,X,X,X
SJZLIOT,O,O,O,X,X,O,X,X,X,X
SJZLOTI,O,O,O,O,X,X,X,X,X,X
SJZLOIT,O,O,O,O,O,O,X,X,X,X
SJZOTIL,X,O,O,O,X,X,O,X,X,X
SJZOTLI,X,O,O,O,X,X,O,X,X,O
SJZOITL,X,O,X,O,O,O,X,X,X,X
SJZOILT,X,O,O,O,O,O,X,X,X,X
SJZOLTI,X,O,O,O,X,X,X,X,X,X
SJZOLIT,X,O,O,O,O,O,X,X,X,X
SJOTILZ,X,X,O,X,O,X,X,X,X,X
SJOTIZL,X,X,O,O,O,X,X,X,X,X
SJOTLIZ,X,X,O,O,O,X,X,X,X,X
SJOTLZI,X,O,O,O,X,X,O,X,X,X
