sequence,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeG8IvhFldBTgB?/mBZnB8nByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Jez7IvhFRdB2lB?FiB8nBfsByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFUdBajB?xrBOrBTqBFsB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFajB3gB?FiBTmBcsB2vB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeqBJvhFmdBTgB?ZmB0iBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JecAJvhFmcBzdB?XhBRnByvBFsB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFzcBajB?VmBxrBcsB2vB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeU9IvhFajBTgB?ZmBWnBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFqhBmdB?ZmB0iBFsBTqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeG8IvhFzdBcrB?3nBZnBiqBlqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFUdBajB?ZmBWnBFsBTqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFzdB3hB?lnBmrB0qBiqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeyBJvhFzdBxlB?lnBmrBcqBXrB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeF8IvhFzdB+mB?3nBZnBiqB0qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Jez7IvhF2lBRiB?FiB8nBfsByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeaDJvhFTgBxhB?UiBOrBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeyBJvhFzdBmlB?RnBFsBcqBXrB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je2FJvhFRhBziB?asBcrBlnB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFajBxhB?UiBOrBFsBTqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFejBTgB?/mBFiBcsByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeU9IvhFajBTgB?xrBOrBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFajB2lB?crBTnB3qBFsB
IZOLTSJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLJTS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOLJST,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJTLS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOJTSL,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOJLTS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOJLST,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSTL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSTJL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSLTJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSLJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
IOTLJZS,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
IOTLSJZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
IOTLSZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLZJS,X,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTLZSJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJLSZ,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X
IOTJLZS,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X
IOTJSLZ,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X
IOTJSZL,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X
IOTJZLS,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X
IOTJZSL,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X
IOTSLJZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
IOTSLZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
IOTSJZL,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
IOTSZLJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZJL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLJS,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTZLSJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZJLS,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
IOTZJSL,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
IOTZSLJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZSJL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
IOLTJZS,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
IOLTSJZ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
IOLTSZJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZJS,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLTZSJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTSZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X
IOLJTZS,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X
IOLJSTZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLJSZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLJZTS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLJZST,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLSTJZ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
IOLSTZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJTZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJZT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZJT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZTJS,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLZTSJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZJTS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLZJST,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSJT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,O,O,O,X,X,O,X
IOJTLZS,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,O,O,X,X,O,X
IOJTSLZ,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X
IOJTSZL,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X
IOJTZLS,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X
IOJTZSL,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X
IOJLTSZ,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,O,O,O,X,X,O,X
IOJLTZS,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,O,O,O,X,X,O,X
IOJLSTZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJLSZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJLZTS,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJLZST,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJSTLZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
IOJSTZL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
IOJSLTZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJSLZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJSZTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOJZTSL,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOJZLTS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJZLST,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJZSTL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSLT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
IOSTLZJ,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
IOSTJZL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
IOSTZLJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZJL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
IOSLTZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZJT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
IOSJTZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
IOSJLTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZTLSJ,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZTJSL,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZTSLJ,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSJL,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTJS,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZLTSJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZLJST,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSJT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOZJTSL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOZJLTS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZJLST,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTJL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTIJSOZ,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LTIJZSO,X,X,O,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTIJZOS,X,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTIJOSZ,X,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LTIJOZS,X,X,O,X,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTISJZO,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISJOZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISZJO,O,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISZOJ,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISOJZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISOZJ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJSO,O,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIZJOS,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIZSJO,O,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIZSOJ,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LTIOJZS,X,X,O,X,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LTIOSJZ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZJS,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTJISOZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LTJIZSO,X,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTJIZOS,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTJIOSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
LTJIOZS,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LTJSIZO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LTJSIOZ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,O,X,X,X
LTJSZIO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LTJSOZI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTJZIOS,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTJZSIO,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJZOSI,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
LTJOIZS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTJOSIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
LTJOSZI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTJOZIS,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTJOZSI,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTSIZJO,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTSJIOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LTSJZIO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSJOZI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSOJZI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZJI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZIJOS,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZISJO,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZISOJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTZJIOS,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJSIO,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZOJSI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
LTOIJZS,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
LTOISJZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LTOISZJ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOIZSJ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X
LTOJIZS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
LTOJSIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X
LTOJSZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
