sequence,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB/?qBOrBzrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB/?qBOrBzrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeWAJvhF0cBxdB/mBT?gBlqBywB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeWAJvhFxdBlhBilB0?lBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFqgBxdBlhB/?qB0mB2wB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB/?qBmrBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB2?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB/?qBmrBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFCcBxdBmlBf?sB0qBlrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFCcBxdBlhB/?qBmrBUrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeG7IvhFxdBUgBlhBy?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB2?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdB/qBF?mBzrBmqB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeG7IvhFxdBUgBihBf?sBlqBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFxdBclBlhBK?rBuqBfsB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeX8IvhFxdBUgBTmBa?sBFlBWwB
JOTZSLI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOITLSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
JOITLZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOITSLZ,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
JOITSZL,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
JOITZLS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
JOITZSL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOILTSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOILTZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOILSTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOILSZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOILZTS,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
JOILZST,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
JOISTLZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOISTZL,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
JOISLTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOISLZT,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
JOISZTL,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
JOISZLT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
JOIZTLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
JOIZTSL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOIZLTS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O
JOIZLST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,O
JOIZSTL,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
JOIZSLT,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X
JOLTISZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOLTIZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOLTSIZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOLTSZI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLTZIS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOLTZSI,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
JOLITSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOLITZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOLISTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOLISZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOLIZTS,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
JOLIZST,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
JOLSTIZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOLSTZI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOLSITZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOLSIZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOLSZTI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
JOLSZIT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOLZTIS,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,O
JOLZTSI,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,O
JOLZITS,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,O
JOLZIST,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,O
JOLZSTI,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O
JOLZSIT,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O
JOSTILZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOSTIZL,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
JOSTLIZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOSTLZI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOSTZIL,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
JOSTZLI,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
JOSITLZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOSITZL,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
JOSILTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOSILZT,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
JOSIZTL,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
JOSIZLT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
JOSLTIZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOSLTZI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOSLITZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOSLIZT,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
JOSLZTI,O,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X
JOSLZIT,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
JOSZTIL,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
JOSZTLI,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
JOSZITL,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
JOSZILT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
JOSZLTI,O,O,X,X,O,O,O,O,O,O,X,O,X,X,X,O
JOSZLIT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,O
JOZTILS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
JOZTISL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOZTLIS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,O,O
JOZTLSI,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,O
JOZTSIL,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JOZTSLI,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JOZITLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
JOZITSL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOZILTS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O
JOZILST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,O
JOZISTL,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
JOZISLT,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X
JOZLTIS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,O,O
JOZLTSI,X,X,X,O,X,X,O,X,O,X,O,O,X,X,O,O
JOZLITS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O
JOZLIST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,O
JOZLSTI,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,O
JOZLSIT,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,O
JOZSTIL,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
JOZSTLI,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
JOZSITL,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
JOZSILT,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X
JOZSLTI,O,X,X,X,O,X,O,X,O,O,X,O,X,X,X,O
JOZSLIT,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,O
STILJZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
STILJOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STILZJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STILZOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STILOJZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
STILOZJ,O,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X
STIJLZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
STIJLOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STIJZLO,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
STIJZOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
STIJOLZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STIJOZL,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STIZLJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STIZLOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STIZJLO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
STIZJOL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STIZOLJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STIZOJL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STIOLJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
STIOLZJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
STIOJLZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
STIOJZL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
STIOZLJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
STIOZJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
STLIJZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
STLIJOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STLIZJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STLIZOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STLIOJZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
STLIOZJ,O,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X
STLJIZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
STLJIOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STLJZIO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
STLJZOI,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STLJOIZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
STLJOZI,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STLZIJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STLZIOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STLZJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STLZJOI,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X
STLZOIJ,O,O,X,X,O,O,X,O,X,O,X,X,O,O,O,X
STLZOJI,X,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X
STLOIJZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
STLOIZJ,O,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X
STLOJIZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
STLOJZI,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
STLOZIJ,O,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X
STLOZJI,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
STJILZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
STJILOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STJIZLO,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
STJIZOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
STJIOLZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STJIOZL,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STJLIZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
STJLIOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STJLZIO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
STJLZOI,O,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X
STJLOIZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
STJLOZI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
STJZILO,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
STJZIOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
STJZLIO,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
STJZLOI,O,O,O,X,O,O,X,O,X,O,X,O,X,O,X,X
STJZOIL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
STJZOLI,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
STJOILZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
STJOIZL,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
STJOLIZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
STJOLZI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
STJOZIL,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
STJOZLI,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
STZILJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STZILOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STZIJLO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
STZIJOL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STZIOLJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STZIOJL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STZLIJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STZLIOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STZLJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STZLJOI,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STZLOIJ,O,O,X,X,O,O,X,O,X,O,X,X,O,O,X,X
STZLOJI,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X
STZJILO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
STZJIOL,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X
STZJLIO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
STZJLOI,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
STZJOIL,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X
STZJOLI,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X
STZOILJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
STZOIJL,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
STZOLIJ,O,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X
STZOLJI,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
STZOJIL,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
STZOJLI,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
STOILJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
STOILZJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
STOIJLZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
STOIJZL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
STOIZLJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
STOIZJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
STOLIJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
STOLIZJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
STOLJIZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
STOLJZI,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STOLZIJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
STOLZJI,O,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X
STOJILZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
STOJIZL,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X
STOJLIZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
STOJLZI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
STOJZIL,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X
STOJZLI,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X
STOZILJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
STOZIJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
STOZLIJ,O,O,X,X,X,O,X,O,X,O,X,X,O,O,X,X
STOZLJI,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
STOZJIL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
STOZJLI,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
SITLJZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
SITLJOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
SITLZJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SITLZOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
SITLOJZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SITLOZJ,O,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X
SITJLZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
SITJLOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
SITJZLO,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
SITJZOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
SITJOLZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
SITJOZL,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
SITZLJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SITZLOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
SITZJLO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
SITZJOL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SITZOLJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SITZOJL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SITOLJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
SITOLZJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
SITOJLZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
SITOJZL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
SITOZLJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
SITOZJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
SILTJZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
SILTJOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
SILTZJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SILTZOJ,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
SILTOJZ,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
SILTOZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
SILJTZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
SILJTOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
SILJZTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
SILJZOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
SILJOTZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
SILJOZT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
SILZTJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SILZTOJ,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
SILZJTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
SILZJOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
SILZOTJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
SILZOJT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
SILOTJZ,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
SILOTZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
SILOJTZ,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
SILOJZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
SILOZTJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
SILOZJT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
SIJTLZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
SIJTLOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
SIJTZLO,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
SIJTZOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
SIJTOLZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
SIJTOZL,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
SIJLTZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
SIJLTOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
SIJLZTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
SIJLZOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
SIJLOZT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
SIJZTLO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
SIJZLTO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SIJZLOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
SIJZOLT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SIJOTLZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
SIJOTZL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
SIJOLTZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
SIJOLZT,O,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X
SIJOZTL,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X
SIJOZLT,O,O,X,X,O,O,X,O,O,O,X,X,O,X,X,X
SIZTLJO,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X
SIZTLOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
SIZTJLO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
SIZTJOL,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIZTOLJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SIZTOJL,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIZLTJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SIZLTOJ,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
SIZLJTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
SIZLJOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
SIZLOTJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
SIZLOJT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
SIZJTLO,O,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
SIZJTOL,O,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X
SIZJLTO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SIZJLOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
SIZJOLT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SIZOLTJ,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
SIZOLJT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
SIZOJTL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
SIZOJLT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
SIOTLJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
SIOTLZJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
SIOTJLZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
SIOTZLJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SIOLTJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
SIOLTZJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
SIOLJTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
SIOLJZT,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
SIOLZTJ,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
SIOLZJT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
SIOJTLZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
SIOJTZL,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
SIOJLTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
SIOJLZT,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
SIOJZTL,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
SIOJZLT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
