sequence,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?XgBlhBcqBerB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBGiB?FlBXmBiqB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je08IvhFxdBCjB?FlBXmBmqBTqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT+IvhFXgBxhB?GiBFmB0qBiqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je/AJvhFRcBGeB?ThBliBUlByvB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBlgB?GiBaqBXmB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je07IvhFxcBTeB?VlBGiBiqBXrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBGiB?UlBFmBKqBfrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je6CJvhFTeBlhB?RlBOqBXmB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex9IvhF0gBlhB?CjBXgBOrBTqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je6CJvhFTeBRhB?UlBFmBOqBXrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?lgB3hBmqBUqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT7IvhFXhBxiB?lhBCjBmqBUqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT+IvhFXgBZmB?CiBGiBcqBlqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?fmBlhBUlB2vB
JOSTZIL,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
JOSTZLI,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSITLZ,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X
JOSITZL,X,O,X,O,X,X,O,X,X,X,X,O,O,X,X
JOSILTZ,O,O,X,O,X,O,O,X,X,X,X,O,O,O,X
JOSILZT,O,X,X,O,X,O,X,X,X,X,X,O,O,O,X
JOSIZTL,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
JOSIZLT,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
JOSLTIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JOSLTZI,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JOSLITZ,O,O,X,X,X,O,O,X,X,X,X,O,O,O,X
JOSLIZT,O,X,X,X,X,O,X,X,X,X,X,O,O,O,X
JOSLZTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOSLZIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOSZTIL,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X
JOSZTLI,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSZITL,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X
JOSZILT,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X
JOSZLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSZLIT,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
JOZTILS,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
JOZTISL,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X
JOZTLIS,O,X,X,X,X,X,O,O,X,O,O,O,X,X,X
JOZTLSI,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
JOZTSIL,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X
JOZTSLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
JOZITLS,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
JOZITSL,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
JOZILTS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
JOZILST,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
JOZISTL,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X
JOZISLT,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
JOZLTIS,O,X,X,X,X,X,O,O,X,O,O,O,X,X,X
JOZLTSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
JOZLITS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
JOZLIST,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
JOZLSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
JOZLSIT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O
JOZSTIL,O,O,X,O,O,X,X,X,X,X,X,O,O,X,O
JOZSTLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
JOZSITL,X,O,X,O,O,X,X,X,X,X,X,O,O,X,O
JOZSILT,X,X,X,O,O,X,X,X,X,X,X,O,O,X,O
JOZSLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOZSLIT,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O
STILJZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
STILZJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STILZOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STILOJZ,O,X,O,O,X,X,X,X,O,X,X,O,X,O,X
STILOZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
STIJLZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STIJZLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STIJOZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZLOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STIZJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZOLJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIZOJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
STIOJLZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STIOJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STIOZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLIJOZ,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X
STLIZJO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLIZOJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
STLIOJZ,O,X,O,O,X,X,O,X,O,X,X,O,X,O,X
STLIOZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
STLJIZO,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STLJIOZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STLJZIO,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STLJZOI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STLJOIZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STLJOZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STLZIJO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
STLZIOJ,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
STLZJIO,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
STLZJOI,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
STLZOIJ,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
STLZOJI,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
STLOIJZ,O,X,O,O,X,X,O,X,O,X,X,O,X,O,X
STLOIZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
STLOJIZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STLOJZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STLOZIJ,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
STLOZJI,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
STJILZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJILOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJIZLO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJIZOL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
STJIOLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STJIOZL,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STJLIZO,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STJLIOZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STJLZIO,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STJLZOI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STJLOIZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STJLOZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STJZILO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STJZIOL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
STJZLIO,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X
STJZLOI,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X
STJZOIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
STJZOLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STJOILZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STJOIZL,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STJOLIZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
STJOLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
STJOZIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
STJOZLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STZILJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STZILOJ,O,X,O,O,X,X,X,X,X,X,O,O,X,O,X
STZIJLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZIJOL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,X
STZIOJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STZLIJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STZLIOJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,X
STZLJIO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STZLJOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STZLOIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,X
STZLOJI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X
STZJILO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STZJLOI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STZJOIL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STZJOLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STZOILJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,X
STZOIJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,X
STZOLJI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X
STZOJIL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STZOJLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STOILJZ,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X
STOILZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
STOIJLZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STOIJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STOIZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,O,O,X,X,O,X,O,X,X,O,X,O,X
STOLIZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
STOLJIZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STOLJZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STOLZIJ,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
STOLZJI,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
STOJILZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STOJIZL,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STOJLIZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
STOJLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
STOJZIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
STOJZLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STOZILJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,X
STOZIJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,X,O,O,O,X,X,X,X,O,O,O,X,O,X
STOZLJI,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X
STOZJIL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STOZJLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SITLJZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
SITLZJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SITLOJZ,O,X,O,O,X,X,X,X,O,X,X,O,X,O,X
SITLOZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SITJLZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJZLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SITJOZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SITZJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITZOJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SITOJLZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SITOJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SITOZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
SILTZJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SILTOJZ,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X
SILTOZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SILJTZO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SILJTOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SILJZTO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SILJOZT,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SILZTJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SILZOJT,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SILOTJZ,O,X,O,O,X,X,X,X,O,X,X,O,X,O,X
SILOTZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SILOJTZ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SILOJZT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SILOZTJ,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SILOZJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIJTLZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJTZLO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJTOZL,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJLTZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJLZTO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJLOTZ,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X
SIJLOZT,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
SIJZTLO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJZTOL,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJZLTO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJZLOT,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJZOTL,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJZOLT,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJOTLZ,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X
SIJOTZL,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
SIJOLTZ,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X
SIJOLZT,O,X,X,O,X,X,X,X,X,X,X,O,O,O,X
SIJOZTL,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
SIJOZLT,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SIZTLJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SIZTJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJOL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SIZTOJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SIZLJTO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZLOTJ,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SIZLOJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIZJTLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZJOTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SIZOTLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SIZOTJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIZOLJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIZOJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SIOTLJZ,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIOTJLZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SIOTJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIOTZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X
SIOLTZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIOLJTZ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIOLJZT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIOLZTJ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIOLZJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIOJTLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SIOJTZL,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SIOJLTZ,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
SIOJLZT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIOJZTL,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SIOJZLT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIOZTLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SIOZTJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIOZLJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIOZJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLTIJZO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X
SLTIZJO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
SLTIOJZ,O,X,O,O,X,O,O,X,O,X,X,O,X,O,X
SLTIOZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
SLTJIZO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLTJIOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLTJZIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
SLTJZOI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
SLTJOIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLTJOZI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
SLTZIJO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SLTZIOJ,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
SLTZJIO,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
SLTZJOI,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
SLTZOIJ,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
SLTZOJI,O,X,O,X,O,O,O,X,X,X,O,O,X,X,X
SLTOIJZ,O,X,O,O,X,O,O,X,O,X,X,O,X,O,X
SLTOIZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
SLTOJIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLTOJZI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
SLTOZIJ,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
SLTOZJI,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X
SLITJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
SLITZJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SLITOJZ,O,X,O,X,X,O,X,X,O,X,X,O,X,O,X
SLITOZJ,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X
SLIJTZO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SLIJTOZ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SLIJZTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SLIJZOT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLIJOTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
SLIJOZT,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
SLIZTJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SLIZOJT,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SLIOTJZ,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X
SLIOTZJ,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X
SLIOJTZ,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X
SLIOJZT,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X
SLIOZTJ,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X
SLIOZJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SLJTIZO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLJTIOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLJTZIO,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLJTZOI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLJTOIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLJTOZI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLJITZO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLJITOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLJIZTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SLJIZOT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLJIOTZ,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
SLJIOZT,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
SLJZTIO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SLJZTOI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SLJZITO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
