sequence,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFRcB3fBGhBllBUq?BTrB,v115@6gC8FeD8FeE8EeF8DeD8Jem6IvhFRcBTfB3gBcmBFq?BSwB,v115@6gC8FeD8FeE8EeF8DeD8Je06IvhFlbB3cB2kBSqBTm?BxvB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhF/kBUgBFhB+rBim?BTqB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFKgBRcBFhB0kB+r?B3qB,v115@6gC8FeD8FeE8EeF8DeD8JeK/IvhFzaBRcBGhB/rBFq?B0qB,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFuhBRgB0kBllBTr?B3qB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhFTfB/lBFhB+rBim?BUqB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhFuhBifBfqBllBTr?B8qB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhF/gBUcBumBlkByq?BxvB,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFRcBFgB0kBGmB3q?BTrB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFxgB3hBlkBcqBml?BSwB,v115@6gC8FeD8FeE8EeF8DeD8JeR8IvhF/kBThB0lBFlBSw?BmpB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFibBUhBxkBFqBXr?BurB,v115@6gC8FeD8FeE8EeF8DeD8JeR8IvhFTfB0gBFqBXrB6r?BmpB
JOLZTIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOLZTSI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOLZITS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOLZIST,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLZSTI,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
JOLZSIT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
JOSTIZL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
JOSTLZI,O,O,X,O,O,X,X,X,O,X,X,X,X,X,O
JOSTZIL,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
JOSTZLI,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O
JOSITLZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
JOSITZL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSILTZ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
JOSILZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
JOSIZLT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
JOSLTZI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSLIZT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
JOSLZIT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
JOSZTLI,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X
JOSZITL,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
JOSZILT,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
JOSZLTI,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X
JOSZLIT,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
JOZTILS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZTISL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JOZTLIS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZTLSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZTSIL,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
JOZTSLI,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
JOZITLS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZITSL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JOZILTS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZILST,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JOZISTL,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
JOZISLT,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOZLTIS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZLTSI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZLITS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZLIST,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JOZLSTI,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X
JOZLSIT,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JOZSTIL,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
JOZSTLI,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X
JOZSITL,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
JOZSILT,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
JOZSLTI,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X
JOZSLIT,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
STILJZO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
STILJOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
STILZJO,O,O,O,X,X,O,X,X,X,O,X,X,X,O,O
STILZOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O
STILOJZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STILOZJ,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O
STIJLZO,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O
STIJLOZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
STIJZLO,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X
STIJZOL,X,X,O,O,O,X,X,X,X,O,O,X,X,O,X
STIJOLZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
STIJOZL,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X
STIZLJO,X,X,O,O,X,O,X,X,X,O,O,X,X,O,O
STIZLOJ,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O
STIZJLO,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X
STIZJOL,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X
STIZOLJ,X,X,O,O,X,O,X,X,X,O,O,X,X,O,O
STIZOJL,X,X,O,O,O,O,X,X,X,O,X,X,X,O,X
STIOLJZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X
STIOLZJ,X,X,O,X,X,O,X,X,X,O,X,O,X,O,O
STIOJLZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X
STIOJZL,X,X,O,O,X,X,X,X,X,O,X,O,X,O,X
STIOZLJ,X,X,O,O,X,X,X,X,X,O,X,O,X,O,O
STIOZJL,X,X,O,O,X,X,X,X,X,O,X,O,X,O,X
STLIJZO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
STLIJOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
STLIZJO,O,O,O,X,X,O,X,X,X,O,X,X,X,O,O
STLIZOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O
STLIOJZ,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X
STLIOZJ,O,X,O,X,X,O,X,X,X,O,X,O,X,O,O
STLJIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STLJIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJZIO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STLJZOI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STLJOIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLJOZI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O
STLZIJO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
STLZIOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
STLZJIO,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O
STLZJOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
STLZOIJ,O,O,X,X,X,O,X,X,X,O,X,X,O,O,O
STLZOJI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O
STLOIJZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
STLOIZJ,O,X,X,X,X,O,X,X,X,O,X,O,O,X,O
STLOJIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STLOJZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
STLOZIJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,O
STLOZJI,O,O,X,X,X,O,X,X,O,X,X,X,O,X,O
STJILZO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
STJILOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
STJIZLO,X,X,O,O,X,O,X,X,X,X,O,X,X,O,X
STJIZOL,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X
STJIOLZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
STJIOZL,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
STJLIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STJLIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
STJLZOI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
STJLOIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJLOZI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O
STJZILO,X,X,O,O,X,O,X,X,X,X,O,X,X,O,X
STJZIOL,X,X,O,O,X,O,X,X,X,X,O,X,X,O,X
STJZLIO,X,X,O,O,X,O,X,X,X,X,O,X,X,O,O
STJZLOI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O
STJZOIL,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X
STJZOLI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O
STJOILZ,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
STJOIZL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STJOLIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJOLZI,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O
STJOZIL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STJOZLI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O
STZILJO,O,X,O,O,X,O,X,X,X,O,O,X,X,O,O
STZILOJ,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O
STZIJLO,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X
STZIJOL,O,X,O,O,O,O,X,X,X,O,O,X,X,O,X
STZIOLJ,O,X,O,O,X,O,X,X,X,O,O,O,X,O,O
STZIOJL,X,X,O,O,O,O,X,X,X,O,X,O,X,O,X
STZLIJO,O,X,X,O,X,O,X,X,X,X,O,X,X,O,O
STZLIOJ,O,X,X,X,X,O,X,X,X,X,O,O,X,O,O
STZLJIO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O
STZLJOI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O
STZLOIJ,O,X,X,X,X,O,X,X,X,O,O,O,X,O,O
STZLOJI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O
STZJILO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X
STZJIOL,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X
STZJLIO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O
STZJLOI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O
STZJOIL,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X
STZJOLI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O
STZOILJ,O,X,X,O,X,O,X,X,X,O,O,O,X,O,O
STZOIJL,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X
STZOLIJ,O,X,X,O,X,O,X,X,X,O,O,O,X,O,O
STZOLJI,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O
STZOJIL,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
STZOJLI,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O
STOILJZ,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X
STOILZJ,O,X,O,X,X,O,X,X,X,O,X,O,X,O,O
STOIJLZ,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X
STOIJZL,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X
STOIZLJ,O,X,O,O,X,X,X,X,X,O,X,O,X,O,O
STOIZJL,X,X,O,O,X,X,X,X,X,O,X,O,X,O,X
STOLIJZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
STOLIZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
STOLJIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STOLJZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
STOLZIJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O
STOLZJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
STOJILZ,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
STOJIZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STOJLIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STOJLZI,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O
STOJZIL,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STOJZLI,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O
STOZILJ,O,X,X,O,X,O,X,X,X,O,X,O,X,O,O
STOZIJL,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X
STOZLIJ,O,X,X,O,X,O,X,X,X,O,X,O,X,O,O
STOZLJI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
STOZJIL,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STOZJLI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
SITLJZO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
SITLJOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SITLZJO,O,O,O,X,X,O,X,X,X,O,X,X,X,O,O
SITLZOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O
SITLOJZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SITLOZJ,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O
SITJLZO,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O
SITJLOZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SITJZLO,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X
SITJZOL,X,X,O,O,O,X,X,X,X,O,O,X,X,O,X
SITJOLZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SITJOZL,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X
SITZLJO,X,X,O,O,X,O,X,X,X,O,O,X,X,O,O
SITZLOJ,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O
SITZJLO,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X
SITZJOL,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X
SITZOLJ,X,X,O,O,X,O,X,X,X,O,O,X,X,O,O
SITZOJL,X,X,O,O,O,O,X,X,X,O,X,X,X,O,X
SITOLJZ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SITOLZJ,X,X,O,X,X,O,X,X,X,O,X,X,X,O,O
SITOJLZ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SITOJZL,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
SITOZLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,O,O
SITOZJL,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
SILTJZO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
SILTJOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SILTZJO,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
SILTZOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O
SILTOJZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SILTOZJ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O
SILJTZO,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SILJTOZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SILJZTO,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X
SILJZOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SILJOTZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SILJOZT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X
SILZTOJ,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X
SILZJTO,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X
SILZJOT,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
SILZOTJ,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X
SILZOJT,O,O,X,O,O,O,X,X,X,X,O,X,O,X,X
SILOTJZ,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X
SILOTZJ,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X
SILOJTZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SILOJZT,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SILOZTJ,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
SILOZJT,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SIJTLZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
SIJTLOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJTZLO,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X
SIJTZOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJLZTO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIJLZOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SIJLOTZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIJLOZT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X
SIJZTOL,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X
SIJZLTO,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIJZLOT,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SIJZOTL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIJZOLT,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIJOTLZ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SIJOTZL,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIJOLZT,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIJOZLT,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIZTLJO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O
SIZTLOJ,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O
SIZTJLO,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X
SIZTJOL,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X
SIZTOLJ,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
SIZTOJL,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X
SIZLTJO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X
SIZLTOJ,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X
SIZLJTO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIZLJOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SIZLOTJ,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SIZLOJT,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SIZJTLO,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X
SIZJTOL,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X
SIZJLTO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIZJLOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SIZJOTL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIZJOLT,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIZOTLJ,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
SIZOTJL,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
SIZOLTJ,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIZOLJT,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIZOJTL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIZOJLT,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIOTLJZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOTLZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O
SIOTJLZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOTJZL,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SIOTZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O
SIOTZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SIOLTJZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOLTZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOLJZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SIOJTZL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOJLZT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SIOJZTL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIOJZLT,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIOZTLJ,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
SIOZTJL,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
SIOZLTJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
SIOZLJT,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIOZJTL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SIOZJLT,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SLTIJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SLTIJOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O
SLTIZOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
SLTIOJZ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SLTIOZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,O,O
SLTJIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SLTJIOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTJZIO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SLTJZOI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SLTJOIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLTJOZI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O
SLTZIJO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
SLTZIOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
SLTZJIO,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O
SLTZJOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SLTZOIJ,O,O,X,X,X,O,X,X,X,X,X,X,O,O,O
SLTZOJI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O
SLTOIJZ,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
SLTOIZJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O
SLTOJIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SLTOJZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
SLTOZIJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O
SLTOZJI,O,O,X,X,X,O,X,X,O,X,X,X,O,X,O
SLITJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SLITJOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SLITZOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SLITOJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SLIJTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLIJZTO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SLIJZOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
SLIJOTZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SLIJOZT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X
SLIZTOJ,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SLIZJTO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
SLIZJOT,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
SLIZOTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
SLIZOJT,O,O,X,O,O,O,X,X,X,X,O,X,O,X,X
SLIOTJZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SLIOTZJ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SLIOJTZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SLIOJZT,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SLIOZTJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SLIOZJT,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SLJTIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJTZIO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLJTOZI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SLJITZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJITOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
