sequence,v115@6gC8FeD8FeE8CeH8FeB8Jei6IvhFzbBuhB3fBllBUq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFXbBlcBUhBClBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFTbB/hBqkBllBUs?BxvB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFlbB3cBzfBCmBUq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeT6IvhFibBuhB0kBllB3q?BxwB,v115@6gC8FeD8FeE8CeH8FeB8Je06IvhFlbBuhB/kBylBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8Jei6IvhF3cBGgBUhBlkBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeT6IvhFibBGhBlkB3lBUs?BxvB,v115@6gC8FeD8FeE8CeH8FeB8Jex6IvhFTfB/lBFhBUqBWx?BirB,v115@6gC8FeD8FeE8CeH8FeB8Jex6IvhF/kBUgBFhBTqBWx?BirB
JOZISLT,X,X,X,O,X,X,X,X,O,X
JOZLTIS,X,O,X,O,O,X,X,X,X,X
JOZLTSI,X,O,X,O,O,O,X,X,X,X
JOZLITS,X,O,X,O,O,X,X,X,X,X
JOZLIST,X,O,X,O,X,X,X,X,X,X
JOZLSTI,X,O,X,O,X,O,O,X,X,X
JOZLSIT,X,O,X,O,X,O,O,X,X,X
JOZSTIL,O,O,X,O,O,O,X,X,O,X
JOZSTLI,O,O,X,O,O,O,X,X,O,X
JOZSITL,X,O,X,O,O,O,X,X,O,X
JOZSILT,X,X,X,O,X,O,X,X,O,X
JOZSLTI,O,O,X,O,X,O,O,X,O,X
JOZSLIT,X,X,X,O,X,O,O,X,O,X
STILJZO,O,O,O,O,X,O,O,O,X,X
STILJOZ,O,O,O,O,X,O,O,O,X,X
STILZJO,O,O,O,O,X,O,O,O,X,X
STILZOJ,O,X,O,O,X,O,X,O,X,X
STILOJZ,O,O,O,O,X,O,O,O,X,X
STILOZJ,O,X,O,X,X,O,X,O,X,X
STIJLZO,O,O,O,O,X,O,O,O,X,X
STIJLOZ,O,O,O,O,X,O,O,O,X,X
STIJZLO,O,O,X,O,X,O,O,O,X,X
STIJZOL,O,O,X,O,X,O,X,O,X,X
STIJOLZ,O,O,O,O,X,O,O,O,X,X
STIJOZL,O,O,X,O,X,O,X,O,X,X
STIZLJO,O,O,O,O,X,O,O,O,X,X
STIZLOJ,O,O,O,O,X,O,X,O,X,X
STIZJLO,O,O,X,O,X,O,O,O,X,X
STIZJOL,O,O,X,O,X,O,X,O,X,X
STIZOLJ,O,O,O,O,X,X,X,O,X,X
STIZOJL,O,O,X,O,X,O,X,O,X,X
STIOLJZ,O,O,O,O,X,O,O,O,X,X
STIOLZJ,O,O,O,X,X,O,O,O,X,X
STIOJLZ,O,O,O,O,X,O,O,O,X,X
STIOJZL,O,O,X,O,X,O,O,O,X,X
STIOZLJ,O,O,O,O,X,O,O,O,X,O
STIOZJL,O,O,X,O,X,O,O,O,X,O
STLIJZO,O,O,O,O,X,O,O,O,X,X
STLIJOZ,O,X,O,O,X,X,O,O,X,X
STLIZJO,O,X,O,O,X,O,O,O,X,X
STLIZOJ,O,X,O,O,X,X,X,O,X,X
STLIOJZ,O,X,O,O,X,X,O,O,X,X
STLIOZJ,O,X,O,X,X,X,X,O,X,X
STLJIZO,O,O,O,O,X,O,O,O,X,X
STLJIOZ,O,X,O,O,X,O,O,O,X,X
STLJZIO,O,O,O,O,X,O,O,X,X,X
STLJZOI,O,O,X,O,O,O,O,O,X,X
STLJOIZ,O,X,O,O,X,O,X,O,X,X
STLJOZI,O,O,O,O,X,O,O,O,X,X
STLZIJO,O,X,X,X,O,O,O,O,X,X
STLZIOJ,O,X,X,X,O,X,X,O,X,X
STLZJIO,O,O,O,O,X,O,O,X,X,X
STLZJOI,O,O,X,O,O,O,O,O,X,X
STLZOIJ,O,X,X,X,O,X,X,O,X,X
STLZOJI,O,X,O,O,O,O,X,O,X,X
STLOIJZ,O,X,O,X,X,X,O,O,X,X
STLOIZJ,X,X,O,X,X,X,X,O,X,X
STLOJIZ,O,X,O,O,X,X,X,O,X,X
STLOJZI,O,O,O,O,X,O,O,O,X,X
STLOZIJ,X,X,X,X,X,X,X,O,X,X
STLOZJI,O,X,O,X,X,O,X,O,X,X
STJILZO,O,O,O,O,X,O,O,O,X,X
STJILOZ,O,O,O,O,X,O,O,O,X,X
STJIZLO,O,O,X,O,X,O,O,O,X,X
STJIZOL,O,O,X,O,X,O,X,O,X,X
STJIOLZ,O,O,X,O,X,O,O,O,X,X
STJIOZL,O,O,X,O,X,O,X,O,X,X
STJLIZO,O,O,O,O,X,O,O,O,X,X
STJLIOZ,O,X,O,O,X,O,O,O,X,X
STJLZIO,O,O,O,O,X,O,O,X,X,X
STJLZOI,O,O,X,O,O,O,O,O,X,X
STJLOIZ,O,X,O,O,X,O,X,O,X,X
STJLOZI,O,O,O,O,X,O,O,O,X,X
STJZILO,O,O,X,O,O,O,X,O,X,X
STJZIOL,O,O,X,O,O,O,X,O,X,X
STJZLIO,O,O,X,O,O,O,O,X,X,X
STJZLOI,O,O,X,O,O,O,O,O,X,X
STJZOIL,O,O,X,O,O,X,X,O,X,X
STJZOLI,O,O,X,O,O,O,X,O,X,X
STJOILZ,O,X,X,O,X,X,X,O,X,X
STJOIZL,X,X,X,O,X,X,X,O,X,X
STJOLIZ,O,O,O,O,X,O,X,O,X,X
STJOLZI,O,O,O,O,X,O,O,O,X,X
STJOZIL,X,O,X,O,X,O,X,O,X,X
STJOZLI,O,O,X,O,X,O,X,O,X,X
STZILJO,O,O,X,O,O,O,O,O,X,X
STZILOJ,O,O,X,O,O,O,X,O,X,X
STZIJLO,O,O,X,O,O,O,O,O,X,X
STZIJOL,O,O,X,O,O,O,X,O,X,X
STZIOLJ,O,O,X,O,O,X,X,O,X,X
STZIOJL,O,O,X,O,O,O,X,O,X,X
STZLIJO,O,O,X,O,O,O,O,O,X,X
STZLIOJ,O,X,X,O,O,X,X,O,X,X
STZLJIO,O,O,O,O,X,O,O,X,X,X
STZLJOI,O,O,X,O,O,O,O,O,X,X
STZLOIJ,O,X,X,O,O,X,X,O,X,X
STZLOJI,O,O,O,O,O,O,X,O,X,X
STZJILO,O,O,X,O,O,O,X,O,X,X
STZJIOL,O,O,X,O,O,O,X,O,X,X
STZJLIO,O,O,X,O,O,O,O,X,X,X
STZJLOI,O,O,X,O,O,O,O,O,X,X
STZJOIL,O,O,X,O,O,X,X,O,X,X
STZJOLI,O,O,X,O,O,O,X,O,X,X
STZOILJ,O,X,X,X,O,X,X,O,X,X
STZOIJL,O,O,X,O,O,X,X,O,X,X
STZOLIJ,O,X,X,O,O,X,X,O,X,X
STZOLJI,O,O,O,O,O,X,X,O,X,X
STZOJIL,O,O,X,O,O,X,X,O,X,X
STZOJLI,O,O,X,O,O,O,X,O,X,X
STOILJZ,O,X,O,O,X,X,O,O,X,X
STOILZJ,X,X,X,X,X,X,X,O,X,X
STOIJLZ,O,X,X,O,X,X,O,O,X,X
STOIJZL,X,X,X,O,X,X,X,O,X,X
STOIZLJ,X,X,X,O,X,X,X,O,X,O
STOIZJL,X,X,X,O,X,X,X,O,X,O
STOLIJZ,O,O,O,X,X,O,O,O,X,X
STOLIZJ,X,X,O,X,X,O,X,O,X,X
STOLJIZ,O,O,O,O,X,O,O,O,X,X
STOLJZI,O,O,O,O,X,O,O,O,X,X
STOLZIJ,X,X,X,X,X,O,X,O,X,O
STOLZJI,O,O,O,X,X,O,O,O,X,O
STOJILZ,O,X,X,O,X,X,O,O,X,X
STOJIZL,X,X,X,O,X,X,X,O,X,X
STOJLIZ,O,O,O,O,X,O,O,O,X,X
STOJLZI,O,O,O,O,X,O,O,O,X,X
STOJZIL,X,O,X,O,X,O,X,O,X,O
STOJZLI,O,O,X,O,X,O,O,O,X,O
STOZILJ,X,X,X,X,X,O,X,O,X,O
STOZIJL,X,O,X,O,X,O,X,O,X,O
STOZLIJ,X,X,X,X,X,O,X,O,X,O
STOZLJI,O,O,O,O,X,O,O,O,X,O
STOZJIL,X,O,X,O,X,O,X,O,X,O
STOZJLI,O,O,X,O,X,O,O,O,X,O
SITLJZO,O,O,O,O,O,O,O,O,X,X
SITLJOZ,O,O,O,O,X,O,O,O,X,X
SITLZJO,O,O,O,O,O,O,O,O,X,X
SITLZOJ,O,X,O,O,O,O,X,O,X,X
SITLOJZ,O,O,O,O,X,O,O,O,X,X
SITLOZJ,O,X,O,X,X,O,X,O,X,X
SITJLZO,O,O,O,O,O,O,O,O,X,X
SITJLOZ,O,O,O,O,X,O,O,O,X,X
SITJZLO,O,O,X,O,O,O,O,O,X,X
SITJZOL,O,O,X,O,O,O,X,O,X,X
SITJOLZ,O,O,O,O,X,O,O,O,X,X
SITJOZL,O,O,X,O,X,O,X,O,X,X
SITZLJO,O,O,O,O,O,O,O,O,X,X
SITZLOJ,O,O,O,O,O,O,X,O,X,X
SITZJLO,O,O,X,O,O,O,O,O,X,X
SITZJOL,O,O,X,O,O,O,X,O,X,X
SITZOLJ,O,O,O,O,O,X,X,O,X,X
SITZOJL,O,O,X,O,O,O,X,O,X,X
SITOLJZ,O,O,O,O,X,O,O,O,X,X
SITOLZJ,O,O,O,X,X,O,O,O,X,X
SITOJLZ,O,O,O,O,X,O,O,O,X,X
SITOJZL,O,O,X,O,X,O,O,O,X,X
SITOZLJ,O,O,O,O,X,O,O,O,X,O
SITOZJL,O,O,X,O,X,O,O,O,X,O
SILTJZO,O,O,O,O,X,O,O,O,X,X
SILTJOZ,O,O,O,O,X,O,O,O,X,X
SILTZJO,O,O,O,O,X,O,O,O,X,X
SILTZOJ,O,O,O,O,X,O,X,O,X,X
SILTOJZ,O,O,O,O,X,O,O,O,X,X
SILTOZJ,O,X,O,X,X,O,X,O,X,X
SILJTZO,O,O,O,O,X,O,X,O,X,X
SILJTOZ,O,O,O,O,X,O,X,O,X,X
SILJZTO,O,O,O,O,X,O,X,O,X,X
SILJZOT,O,O,X,O,X,O,X,X,X,X
SILJOTZ,O,O,O,O,X,O,X,O,X,X
SILJOZT,O,O,X,O,X,O,X,X,X,X
SILZTJO,O,O,O,O,X,O,X,X,X,X
SILZTOJ,O,O,O,O,X,O,X,X,X,X
SILZJTO,O,O,O,O,X,O,X,X,X,X
SILZJOT,O,O,X,O,X,O,X,X,X,X
SILZOTJ,O,O,X,O,X,O,X,X,X,X
SILZOJT,O,O,X,O,X,O,X,X,X,X
SILOTJZ,O,O,O,O,X,O,O,X,X,X
SILOTZJ,O,X,O,X,X,O,O,X,X,X
SILOJTZ,O,O,O,O,X,O,O,X,X,X
SILOJZT,O,O,X,O,X,O,O,X,X,X
SILOZTJ,O,O,X,X,X,O,X,X,X,O
SILOZJT,O,O,X,X,X,O,X,X,X,O
SIJTLZO,O,O,O,O,O,O,O,O,X,X
SIJTLOZ,O,O,O,O,X,O,O,O,X,X
SIJTZLO,O,O,X,O,O,O,O,O,X,X
SIJTZOL,O,O,X,O,O,O,X,O,X,X
SIJTOLZ,O,O,O,O,X,O,O,O,X,X
SIJTOZL,O,O,X,O,X,O,X,O,X,X
SIJLTZO,O,O,O,O,X,O,X,O,X,X
SIJLTOZ,O,O,O,O,X,O,X,O,X,X
SIJLZTO,O,O,O,O,X,O,X,O,X,X
SIJLZOT,O,O,X,O,X,O,X,X,X,X
SIJLOTZ,O,O,O,O,X,O,X,O,X,X
SIJLOZT,O,O,X,O,X,O,X,X,X,X
SIJZTLO,O,O,X,O,O,O,X,O,X,X
SIJZTOL,O,O,X,O,O,O,X,O,X,X
SIJZLTO,O,O,O,O,X,O,X,O,X,X
SIJZLOT,O,X,X,O,X,O,X,X,X,X
SIJZOTL,O,O,X,O,O,O,X,X,X,X
SIJZOLT,O,X,X,O,X,O,X,X,X,X
SIJOTLZ,O,O,X,O,X,O,O,O,X,X
SIJOTZL,O,O,X,O,X,O,O,O,X,X
SIJOLTZ,O,O,O,O,X,O,O,O,X,X
SIJOLZT,O,O,X,O,X,O,O,X,X,X
SIJOZTL,O,O,X,O,X,O,X,X,X,O
SIJOZLT,O,O,X,O,X,O,O,X,X,O
SIZTLJO,O,O,O,O,O,O,O,O,X,X
SIZTLOJ,O,O,O,O,O,O,X,O,X,X
SIZTJLO,O,O,X,O,O,O,O,O,X,X
SIZTJOL,O,O,X,O,O,O,X,O,X,X
SIZTOLJ,O,O,O,O,O,X,X,O,X,X
SIZTOJL,O,O,X,O,O,O,X,O,X,X
SIZLTJO,O,O,O,O,X,O,X,X,X,X
SIZLTOJ,O,O,O,O,X,O,X,X,X,X
SIZLJTO,O,O,O,O,X,O,X,X,X,X
SIZLJOT,O,O,X,O,X,O,X,X,X,X
SIZLOTJ,O,O,X,O,X,O,X,X,X,X
SIZLOJT,O,O,X,O,X,O,X,X,X,X
SIZJTLO,O,O,X,O,O,O,X,O,X,X
SIZJTOL,O,O,X,O,O,O,X,O,X,X
SIZJLTO,O,O,O,O,X,O,X,O,X,X
SIZJLOT,O,X,X,O,X,O,X,X,X,X
SIZJOTL,O,O,X,O,O,O,X,X,X,X
SIZJOLT,O,X,X,O,X,O,X,X,X,X
SIZOTLJ,O,O,X,O,O,O,O,X,X,O
SIZOTJL,O,O,X,O,O,O,O,X,X,O
SIZOLTJ,O,O,X,O,X,O,X,X,X,O
SIZOLJT,O,O,X,O,X,O,X,X,X,O
SIZOJTL,O,O,X,O,O,O,X,X,X,O
SIZOJLT,O,O,X,O,X,O,O,X,X,O
SIOTLJZ,O,O,O,O,X,O,O,O,X,X
SIOTLZJ,O,O,O,X,X,O,O,O,X,X
SIOTJLZ,O,O,O,O,X,O,O,O,X,X
SIOTJZL,O,O,X,O,X,O,O,O,X,X
SIOTZLJ,O,O,O,O,X,O,O,O,X,O
SIOTZJL,O,O,X,O,X,O,O,O,X,O
SIOLTJZ,O,O,O,O,X,O,O,X,X,X
SIOLTZJ,O,O,O,X,X,O,O,X,X,X
SIOLJTZ,O,O,O,O,X,O,O,X,X,X
SIOLJZT,O,O,X,O,X,O,O,X,X,X
SIOLZTJ,O,O,X,X,X,O,X,X,X,O
SIOLZJT,O,O,X,X,X,O,X,X,X,O
SIOJTLZ,O,O,X,O,X,O,O,O,X,X
SIOJTZL,O,O,X,O,X,O,O,O,X,X
SIOJLTZ,O,O,O,O,X,O,O,O,X,X
SIOJLZT,O,O,X,O,X,O,O,X,X,X
SIOJZTL,O,O,X,O,X,O,X,X,X,O
SIOJZLT,O,O,X,O,X,O,O,X,X,O
SIOZTLJ,O,O,X,O,X,O,O,X,X,O
SIOZTJL,O,O,X,O,X,O,O,X,X,O
SIOZLTJ,O,O,X,O,X,O,X,X,X,O
SIOZLJT,O,O,X,O,X,O,X,X,X,O
SIOZJTL,O,O,X,O,X,O,X,X,X,O
SIOZJLT,O,O,X,O,X,O,O,X,X,O
SLTIJZO,O,O,O,O,X,O,O,O,X,X
SLTIJOZ,O,X,O,O,X,X,O,O,X,X
SLTIZJO,O,X,O,O,X,O,O,O,X,X
SLTIZOJ,O,X,O,O,X,X,X,O,X,X
SLTIOJZ,O,X,O,O,X,X,O,O,X,X
SLTIOZJ,O,X,O,X,X,X,X,O,X,X
SLTJIZO,O,O,O,O,X,O,O,O,X,X
SLTJIOZ,O,X,O,O,X,O,O,O,X,X
SLTJZIO,O,O,O,O,X,O,O,X,X,X
SLTJZOI,O,O,X,O,X,O,O,O,X,X
SLTJOIZ,O,X,O,O,X,O,X,O,X,X
SLTJOZI,O,O,O,O,X,O,O,O,X,X
SLTZIJO,O,O,X,X,X,O,O,O,X,X
SLTZIOJ,O,X,X,X,X,X,X,O,X,X
SLTZJIO,O,O,O,O,X,O,O,X,X,X
SLTZJOI,O,O,X,O,X,O,O,O,X,X
SLTZOIJ,O,X,X,X,X,X,X,O,X,X
SLTZOJI,O,O,O,O,X,O,X,O,X,X
SLTOIJZ,O,X,O,X,X,X,O,O,X,X
SLTOIZJ,X,X,O,X,X,X,X,O,X,X
SLTOJIZ,O,X,O,O,X,X,X,O,X,X
SLTOJZI,O,O,O,O,X,O,O,O,X,X
SLTOZIJ,X,X,X,X,X,X,X,O,X,X
SLTOZJI,O,X,O,X,X,O,X,O,X,X
SLITJZO,O,O,O,O,X,O,O,X,X,X
SLITJOZ,O,X,O,O,X,O,O,X,X,X
SLITZJO,O,X,O,O,X,O,O,X,X,X
SLITZOJ,O,X,O,O,X,O,X,X,X,X
SLITOJZ,O,X,O,O,X,O,O,X,X,X
SLITOZJ,O,X,O,X,X,O,X,X,X,X
SLIJTZO,O,O,O,O,X,O,X,X,X,X
SLIJTOZ,O,X,O,O,X,O,X,X,X,X
SLIJZTO,O,O,O,O,X,O,X,X,X,X
SLIJZOT,O,X,X,O,X,O,X,X,X,X
SLIJOTZ,O,X,O,O,X,O,X,X,X,X
SLIJOZT,O,X,X,O,X,O,X,X,X,X
SLIZTJO,O,O,O,O,X,O,X,X,X,X
SLIZTOJ,O,X,O,O,X,O,X,X,X,X
SLIZJTO,O,O,O,O,X,O,X,X,X,X
SLIZJOT,O,X,X,O,X,O,X,X,X,X
SLIZOTJ,O,X,X,O,X,O,X,X,X,X
SLIZOJT,O,X,X,O,X,O,X,X,X,X
SLIOTJZ,O,X,O,O,X,O,O,X,X,X
SLIOTZJ,O,X,O,X,X,O,O,X,X,X
SLIOJTZ,O,X,O,O,X,O,O,X,X,X
SLIOJZT,O,X,X,O,X,O,O,X,X,X
SLIOZTJ,O,X,X,X,X,O,X,X,X,O
SLIOZJT,O,X,X,X,X,O,X,X,X,O
SLJTIZO,O,O,O,O,X,O,X,O,X,X
SLJTIOZ,O,X,O,O,X,O,X,O,X,X
SLJTZIO,O,O,O,O,X,O,X,X,X,X
SLJTZOI,O,O,X,O,X,O,X,O,X,X
SLJTOIZ,O,X,O,O,X,O,X,O,X,X
SLJTOZI,O,O,O,O,X,O,X,O,X,X
SLJITZO,O,O,O,O,X,O,X,X,X,X
SLJITOZ,O,X,O,O,X,O,X,O,X,X
SLJIZTO,O,O,O,O,X,O,X,X,X,X
SLJIZOT,O,X,X,O,X,O,X,X,X,X
SLJIOTZ,O,X,O,O,X,O,X,X,X,X
SLJIOZT,O,X,X,O,X,O,X,X,X,X
SLJZTIO,O,O,O,O,X,O,X,X,X,X
SLJZTOI,O,O,X,O,X,O,X,O,X,X
SLJZITO,O,O,O,O,X,O,X,X,X,X
SLJZIOT,O,O,X,O,X,O,X,X,X,X
SLJZOTI,O,O,X,O,X,O,X,X,X,X
SLJZOIT,X,X,X,O,X,O,X,X,X,X
SLJOTIZ,O,X,O,O,X,O,X,O,X,X
SLJOTZI,O,O,X,O,X,O,X,O,X,X
SLJOITZ,O,X,O,O,X,O,X,X,X,X
SLJOIZT,O,X,X,O,X,O,X,X,X,X
SLJOZTI,O,O,X,O,X,O,X,X,X,X
SLJOZIT,X,X,X,X,X,O,X,X,X,X
SLZTIJO,O,O,X,O,X,O,X,X,X,X
SLZTIOJ,O,X,X,O,X,X,X,X,X,X
SLZTJIO,O,O,O,O,X,O,X,X,X,X
SLZTJOI,O,O,X,O,X,O,X,X,X,X
SLZTOIJ,O,X,X,O,X,X,X,X,X,X
SLZTOJI,O,O,O,O,X,O,X,X,X,X
SLZITJO,O,O,O,O,X,O,X,X,X,X
SLZITOJ,O,X,O,O,X,O,X,X,X,X
SLZIJTO,O,O,O,O,X,O,X,X,X,X
SLZIJOT,O,X,X,O,X,O,X,X,X,X
SLZIOTJ,O,X,X,O,X,O,X,X,X,X
SLZIOJT,O,X,X,O,X,O,X,X,X,X
SLZJTIO,O,O,O,O,X,O,X,X,X,X
SLZJTOI,O,O,X,O,X,O,X,X,X,X
SLZJITO,O,O,O,O,X,O,X,X,X,X
SLZJIOT,O,O,X,O,X,O,X,X,X,X
SLZJOTI,O,O,X,O,X,O,X,X,X,X
SLZJOIT,X,X,X,O,X,O,X,X,X,X
SLZOTIJ,O,X,X,O,X,X,X,X,X,X
SLZOTJI,O,O,X,O,X,O,X,X,X,X
SLZOITJ,X,X,X,O,X,X,X,X,X,X
SLZOIJT,X,X,X,O,X,X,X,X,X,X
SLZOJTI,O,O,X,O,X,O,X,X,X,X
SLZOJIT,X,X,X,O,X,O,X,X,X,X
SLOTIJZ,O,X,O,X,X,O,O,X,X,X
SLOTIZJ,X,X,X,X,X,O,X,X,X,X
SLOTJIZ,O,X,O,O,X,O,O,X,X,X
SLOTJZI,O,O,O,O,X,O,O,X,X,X
SLOTZIJ,X,X,X,X,X,O,X,X,X,X
SLOTZJI,O,X,O,X,X,O,O,X,X,X
SLOITJZ,O,X,O,O,X,O,X,X,X,X
SLOITZJ,O,X,O,X,X,O,X,X,X,X
SLOIJTZ,O,X,O,O,X,O,X,X,X,X
SLOIJZT,O,X,X,O,X,O,X,X,X,X
SLOIZTJ,O,X,X,X,X,O,X,X,X,O
SLOIZJT,O,X,X,X,X,O,X,X,X,O
SLOJTIZ,O,X,O,O,X,O,X,X,X,X
SLOJTZI,O,O,X,O,X,O,O,X,X,X
SLOJITZ,O,X,O,O,X,O,X,X,X,X
SLOJIZT,O,X,X,O,X,O,O,X,X,X
SLOJZTI,O,O,X,O,X,O,O,X,X,X
SLOJZIT,X,X,X,X,X,O,O,X,X,X
SLOZTIJ,O,X,X,X,X,O,X,X,X,O
SLOZTJI,O,O,X,X,X,O,X,X,X,O
SLOZITJ,X,X,X,X,X,O,X,X,X,O
SLOZIJT,X,X,X,X,X,O,X,X,X,O
SLOZJTI,O,O,X,X,X,O,X,X,X,O
SLOZJIT,X,X,X,X,X,O,X,X,X,O
SJTILZO,O,O,O,O,X,O,O,O,X,X
SJTILOZ,O,O,O,O,X,O,O,O,X,X
SJTIZLO,O,O,X,O,X,O,O,O,X,X
SJTIZOL,O,O,X,O,X,O,X,O,X,X
SJTIOLZ,O,O,X,O,X,O,O,O,X,X
SJTIOZL,O,O,X,O,X,O,X,O,X,X
SJTLIZO,O,O,O,O,X,O,O,O,X,X
SJTLIOZ,O,X,O,O,X,O,O,O,X,X
SJTLZIO,O,O,O,O,X,O,O,X,X,X
SJTLZOI,O,O,X,O,O,O,O,O,X,X
SJTLOIZ,O,X,O,O,X,O,X,O,X,X
SJTLOZI,O,O,O,O,X,O,O,O,X,X
SJTZILO,O,O,X,O,O,O,X,O,X,X
SJTZIOL,O,O,X,O,O,O,X,O,X,X
SJTZLIO,O,O,X,O,O,O,O,X,X,X
SJTZLOI,O,O,X,O,O,O,O,O,X,X
SJTZOIL,O,O,X,O,O,X,X,O,X,X
SJTZOLI,O,O,X,O,O,O,X,O,X,X
SJTOILZ,O,X,X,O,X,X,X,O,X,X
SJTOIZL,X,X,X,O,X,X,X,O,X,X
SJTOLIZ,O,O,O,O,X,O,X,O,X,X
SJTOLZI,O,O,O,O,X,O,O,O,X,X
SJTOZIL,X,O,X,O,X,O,X,O,X,X
SJTOZLI,O,O,X,O,X,O,X,O,X,X
SJITLZO,O,O,O,O,O,O,O,O,X,X
SJITLOZ,O,O,O,O,X,O,O,O,X,X
SJITZLO,O,O,X,O,O,O,O,O,X,X
SJITZOL,O,O,X,O,O,O,X,O,X,X
SJITOLZ,O,O,O,O,X,O,O,O,X,X
SJITOZL,O,O,X,O,X,O,X,O,X,X
SJILTZO,O,O,O,O,X,O,X,O,X,X
SJILTOZ,O,O,O,O,X,O,X,O,X,X
SJILZTO,O,O,O,O,X,O,X,O,X,X
SJILZOT,O,O,X,O,X,O,X,X,X,X
SJILOTZ,O,O,O,O,X,O,X,O,X,X
SJILOZT,O,O,X,O,X,O,X,X,X,X
SJIZTLO,O,O,X,O,O,O,X,O,X,X
SJIZTOL,O,O,X,O,O,O,X,O,X,X
SJIZLTO,O,O,O,O,X,O,X,O,X,X
SJIZLOT,O,X,X,O,X,O,X,X,X,X
SJIZOTL,O,O,X,O,O,O,X,X,X,X
SJIZOLT,O,X,X,O,X,O,X,X,X,X
SJIOTLZ,O,O,X,O,X,O,O,O,X,X
SJIOTZL,O,O,X,O,X,O,O,O,X,X
SJIOLTZ,O,O,O,O,X,O,O,O,X,X
SJIOLZT,O,O,X,O,X,O,O,X,X,X
SJIOZTL,O,O,X,O,X,O,X,X,X,O
SJIOZLT,O,O,X,O,X,O,O,X,X,O
SJLTIZO,O,O,O,O,X,O,X,O,X,X
SJLTIOZ,O,X,O,O,X,O,X,O,X,X
SJLTZIO,O,O,O,O,X,O,X,X,X,X
SJLTZOI,O,O,X,O,X,O,X,O,X,X
SJLTOIZ,O,X,O,O,X,O,X,O,X,X
SJLTOZI,O,O,O,O,X,O,X,O,X,X
SJLITZO,O,O,O,O,X,O,X,X,X,X
SJLITOZ,O,X,O,O,X,O,X,O,X,X
SJLIZTO,O,O,O,O,X,O,X,X,X,X
SJLIZOT,O,X,X,O,X,O,X,X,X,X
SJLIOTZ,O,X,O,O,X,O,X,X,X,X
SJLIOZT,O,X,X,O,X,O,X,X,X,X
SJLZTIO,O,O,O,O,X,O,X,X,X,X
SJLZTOI,O,O,X,O,X,O,X,O,X,X
SJLZITO,O,O,O,O,X,O,X,X,X,X
SJLZIOT,O,O,X,O,X,O,X,X,X,X
SJLZOTI,O,O,X,O,X,O,X,X,X,X
SJLZOIT,X,X,X,O,X,O,X,X,X,X
SJLOTIZ,O,X,O,O,X,O,X,O,X,X
SJLOTZI,O,O,X,O,X,O,X,O,X,X
SJLOITZ,O,X,O,O,X,O,X,X,X,X
SJLOIZT,O,X,X,O,X,O,X,X,X,X
SJLOZTI,O,O,X,O,X,O,X,X,X,X
SJLOZIT,X,X,X,X,X,O,X,X,X,X
SJZTILO,O,O,X,O,O,O,X,O,X,X
SJZTIOL,O,O,X,O,O,O,X,O,X,X
SJZTLIO,O,O,X,O,O,O,X,X,X,X
SJZTLOI,O,O,X,O,O,O,X,O,X,X
SJZTOIL,O,O,X,O,O,X,X,O,X,X
SJZTOLI,O,O,X,O,O,O,X,O,X,X
SJZITLO,O,O,X,O,O,O,X,X,X,X
SJZITOL,O,O,X,O,O,O,X,X,X,X
SJZILTO,O,O,O,O,X,O,X,X,X,X
SJZILOT,O,X,X,O,X,O,X,X,X,X
SJZIOTL,O,O,X,O,O,O,X,X,X,X
SJZIOLT,O,X,X,O,X,O,X,X,X,X
SJZLTIO,O,O,O,O,X,O,X,X,X,X
SJZLTOI,O,O,X,O,X,O,X,O,X,X
SJZLITO,O,X,O,O,X,O,X,X,X,X
SJZLIOT,O,X,X,O,X,O,X,X,X,X
SJZLOTI,O,X,X,O,X,O,X,X,X,X
SJZLOIT,X,X,X,O,X,O,X,X,X,X
SJZOTIL,O,O,X,O,O,O,X,X,X,X
SJZOTLI,O,O,X,O,O,O,X,X,X,X
SJZOITL,X,X,X,O,O,O,X,X,X,X
SJZOILT,X,X,X,O,X,O,X,X,X,X
SJZOLTI,O,X,X,O,X,O,X,X,X,X
SJZOLIT,X,X,X,O,X,O,X,X,X,X
SJOTILZ,O,X,X,O,X,X,O,O,X,X
SJOTIZL,X,X,X,O,X,X,X,O,X,X
SJOTLIZ,O,O,X,O,X,O,O,O,X,X
SJOTLZI,O,O,X,O,X,O,O,O,X,X
SJOTZIL,X,O,X,O,X,O,X,O,X,X
SJOTZLI,O,O,X,O,X,O,O,O,X,X
SJOITLZ,O,X,X,O,X,O,X,X,X,X
SJOITZL,O,X,X,O,X,O,X,X,X,X
SJOILTZ,O,X,O,O,X,O,X,X,X,X
SJOILZT,O,X,X,O,X,O,O,X,X,X
SJOIZTL,O,X,X,O,X,O,X,X,X,O
SJOIZLT,O,X,X,O,X,O,X,X,X,O
SJOLTIZ,O,O,O,O,X,O,X,O,X,X
SJOLTZI,O,O,X,O,X,O,O,O,X,X
SJOLITZ,O,O,O,O,X,O,X,X,X,X
