sequence,v115@zgA8FeD8GeD8EeD8FeE8DeD8Jez6IvhF+gBZhBUdBf?nBFqBSwB,v115@zgA8FeD8GeD8EeD8FeE8DeD8Jez6IvhFRcBXiBllBU?qBirBGrB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JefAJvhFUdBFhBSqBz?mBmlBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8Jez6IvhFRcB3gBcmBO?nBFqBSwB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeWAJvhFZhBUdBfnBT?gBFqBSwB,v115@zgA8FeD8GeD8EeD8FeE8DeD8Jez6IvhFRcB3gBCiBe?rB8rBFqB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JefAJvhFUdBFhBzmBR?qBWwBiqB,v115@zgA8FeD8GeD8EeD8FeE8DeD8Jez6IvhF+gBFiBUqBR?rB/rBirB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JefAJvhF0bBFiBSqBT?mBmmBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeaBJvhFUdBFgBfnBW?rBzkBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8Jez6IvhFugBxhB3hBV?qB8rByvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JefAJvhFUhBFiBSqBm?lBzmBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeG7IvhFicBFiBXlBR?rBTrBUqB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeG8IvhFFgB8lBXiBz?kByrBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeC7IvhF8gBelBFiBX?mBzmBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8Je3AJvhFFiB0mBzkBG?lBimBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JefAJvhF0bBlcBOnBS?qBTmBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeWAJvhFKhBFiBTgBU?qBRrB3rB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeGAJvhFxhBamBzhBV?qB3rBUqB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeU7IvhFFiBxlBamBf?qBzmBWwB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JefBJvhFUgBFiBSrBz?kBmmBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeWAJvhFKhBFiB0lBX?lBzmBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeSAJvhF/mBFiB0lBz?kBmmBxvB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeU7IvhFRcB2mB6qBf?qBFnBTrB,v115@zgA8FeD8GeD8EeD8FeE8DeD8Jez6IvhFRcBFiBGqBi?rBcqB/rB,v115@zgA8FeD8GeD8EeD8FeE8DeD8Je+AJvhFKhBFiBzkBR?rBUqB3rB,v115@zgA8FeD8GeD8EeD8FeE8DeD8Je2AJvhFFiBxlBqkBz?mBUrB3qB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeyAJvhFFiBxlBfqBz?mBUrBGqB,v115@zgA8FeD8GeD8EeD8FeE8DeD8Je2AJvhFFiBxlBqkBz?mB3qBUrB,v115@zgA8FeD8GeD8EeD8FeE8DeD8JeU8IvhFFgBOnBCmBz?kB3mBxvB
JILSZOT,X,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JILSOTZ,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JILSOZT,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JILZTSO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O
JILZTOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O
JILZSTO,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,O,O,O,X,O,X,X,X,X,O
JILZSOT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JILZOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O
JILZOST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JILOTSZ,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JILOTZS,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O
JILOSTZ,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JILOSZT,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JILOZTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JILOZST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISTLZO,X,X,X,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O
JISTLOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JISTZLO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
JISTZOL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JISTOLZ,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JISTOZL,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JISLTZO,X,X,X,O,O,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JISLTOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JISLZTO,X,X,X,O,O,X,X,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JISLZOT,X,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISLOTZ,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISLOZT,X,X,O,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZTLO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
JISZTOL,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZLTO,X,X,X,X,O,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
JISZLOT,X,X,X,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZOTL,X,X,O,X,X,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZOLT,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOTLZ,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOTZL,X,X,O,X,X,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOLTZ,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOLZT,X,X,O,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOZTL,X,X,O,X,X,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOZLT,X,X,O,X,X,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTLSO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,O
JIZTLOS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
JIZTSLO,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O
JIZTSOL,X,X,X,X,X,O,X,O,X,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JIZTOLS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
JIZTOSL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZLTSO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O
JIZLTOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O
JIZLSTO,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O
JIZLSOT,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZLOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
JIZLOST,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZSTLO,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X
JIZSTOL,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZSLTO,X,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X
JIZSLOT,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZSOTL,X,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZSOLT,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOTLS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZOTSL,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOLTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZOLST,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOSTL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZOSLT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOTLSZ,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JIOTLZS,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JIOTSLZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JIOTSZL,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JIOTZLS,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOTZSL,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JIOLTZS,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O
JIOLSTZ,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOLSZT,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOLZTS,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOLZST,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSTLZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSTZL,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSLTZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSLZT,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSZTL,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSZLT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZTLS,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JIOZTSL,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZLTS,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JIOZLST,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZSTL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZSLT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTISZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O
JLTISOZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JLTIZSO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O
JLTIZOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
JLTIOSZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JLTIOZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JLTSIZO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLTSIOZ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLTSZIO,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLTSZOI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLTSOIZ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLTSOZI,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLTZISO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTZIOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JLTZSIO,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLTZSOI,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLTZOIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLTZOSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLTOISZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOIZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOSZI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOZIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOZSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLITSZO,O,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O
JLITSOZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JLITZSO,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O
JLITZOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
JLITOSZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JLITOZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JLISTZO,O,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JLISTOZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLISZTO,O,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
JLISZOT,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLISOTZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLISOZT,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLIZTSO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
JLIZTOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O
JLIZSTO,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O
JLIZSOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLIZOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O
JLIZOST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLIOTSZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIOTZS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JLIOSTZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIOSZT,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIOZTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JLIOZST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTIZO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSTIOZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSTZIO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSTZOI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSTOIZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSTOZI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSITZO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSITOZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSIZTO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSIZOT,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSIOTZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSIOZT,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSZTIO,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSZTOI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSZITO,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSZIOT,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSZOTI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSZOIT,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSOTIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSOTZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSOITZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOIZT,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSOZTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSOZIT,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZTISO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTIOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZTSIO,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZTSOI,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZTOIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZTOSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZITSO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZITOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZISTO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZISOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZIOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZIOST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZSTIO,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZSTOI,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZSITO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZSIOT,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZSOTI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZSOIT,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZOTIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZOTSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZOITS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZOIST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZOSTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
