sequence,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFzgBUiBaoB5oBWs?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFChBTiBeoB5oB0m?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFzgBqmBmiB5oB0n?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KeXAJvhFdmBUiBaoB5oBWs?BTqB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFRhBcnBTjBSrBGt?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KeXAJvhFdmBqmBmiB5oB0n?BTqB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFqmBmiB5oBzlB0n?B3qB
SIZLOTJ,X,X,O,X,X,O,X
SIZLOJT,X,X,O,X,X,O,X
SIZJTLO,O,O,O,X,X,X,O
SIZJTOL,O,O,O,X,X,X,O
SIZJLTO,O,O,O,X,X,O,O
SIZJLOT,O,O,O,X,X,O,X
SIZJOTL,O,O,O,X,X,X,X
SIZJOLT,O,O,O,X,X,O,X
SIZOTLJ,X,O,O,X,X,X,X
SIZOTJL,X,O,O,X,X,X,X
SIZOLTJ,X,X,O,X,X,O,X
SIZOLJT,X,X,O,X,X,O,X
SIZOJTL,X,O,O,X,X,X,X
SIZOJLT,X,O,O,X,X,O,X
SIOTLJZ,O,O,O,O,X,O,X
SIOTLZJ,O,O,O,O,X,O,X
SIOTJLZ,O,O,O,O,X,O,X
SIOTJZL,O,O,X,O,X,X,X
SIOTZLJ,O,O,O,O,X,O,X
SIOTZJL,O,O,O,O,X,X,X
SIOLTJZ,O,X,O,O,X,O,X
SIOLTZJ,O,X,O,O,X,O,X
SIOLJTZ,O,X,X,O,X,X,X
SIOLJZT,O,X,X,O,X,X,X
SIOLZTJ,X,X,O,O,X,O,X
SIOLZJT,X,X,O,X,X,O,X
SIOJTLZ,O,O,X,O,X,O,X
SIOJTZL,O,O,X,O,X,X,X
SIOJLTZ,O,O,X,O,X,X,X
SIOJLZT,O,X,X,O,X,X,X
SIOJZTL,O,O,X,O,X,X,X
SIOJZLT,O,O,X,O,X,X,X
SIOZTLJ,X,O,O,O,X,O,X
SIOZTJL,X,O,O,O,X,X,X
SIOZLTJ,X,X,O,O,X,O,X
SIOZLJT,X,X,O,X,X,O,X
SIOZJTL,X,O,O,X,X,X,X
SIOZJLT,X,O,O,X,X,O,X
SLTIJZO,O,O,O,O,X,O,X
SLTIJOZ,O,O,O,O,X,X,X
SLTIZJO,O,O,O,O,O,O,O
SLTIZOJ,O,O,O,X,X,O,O
SLTIOJZ,O,O,O,O,X,X,X
SLTIOZJ,O,O,O,X,X,O,O
SLTJIZO,O,O,O,O,X,O,X
SLTJIOZ,O,O,O,O,X,X,X
SLTJZIO,O,O,O,O,O,O,X
SLTJZOI,O,O,O,O,O,O,X
SLTJOIZ,O,O,O,O,X,X,X
SLTJOZI,O,O,O,O,O,X,X
SLTZIJO,O,O,O,O,O,O,O
SLTZIOJ,O,O,O,X,X,O,O
SLTZJIO,O,O,O,O,O,O,O
SLTZJOI,O,O,O,O,O,O,O
SLTZOIJ,O,O,O,X,X,O,O
SLTZOJI,O,O,O,X,X,O,O
SLTOIJZ,O,O,O,O,X,X,X
SLTOIZJ,O,O,O,X,X,O,O
SLTOJIZ,O,O,O,O,X,X,X
SLTOJZI,O,O,O,O,X,X,X
SLTOZIJ,O,O,O,X,X,O,O
SLTOZJI,O,O,O,X,X,O,O
SLITJZO,O,O,O,O,X,O,X
SLITJOZ,O,O,O,O,X,X,X
SLITZJO,O,O,O,O,X,O,O
SLITZOJ,O,O,O,X,X,O,O
SLITOJZ,O,O,O,O,X,X,X
SLITOZJ,O,O,O,X,X,O,O
SLIJTZO,O,O,O,O,X,X,X
SLIJTOZ,O,O,O,O,X,X,X
SLIJZTO,O,O,O,O,X,X,X
SLIJZOT,O,O,O,O,X,X,X
SLIJOTZ,O,O,X,O,X,X,X
SLIJOZT,O,X,X,O,X,X,X
SLIZTJO,O,O,O,O,X,O,O
SLIZTOJ,O,O,O,X,X,O,O
SLIZJTO,O,O,O,X,X,O,O
SLIZJOT,O,O,O,X,X,O,X
SLIZOTJ,X,X,O,X,X,O,X
SLIZOJT,X,X,O,X,X,O,X
SLIOTJZ,O,X,O,O,X,O,X
SLIOTZJ,O,X,O,O,X,O,X
SLIOJTZ,O,X,X,O,X,X,X
SLIOJZT,O,X,X,O,X,X,X
SLIOZTJ,X,X,O,O,X,O,X
SLIOZJT,X,X,O,X,X,O,X
SLJTIZO,O,O,O,O,X,X,X
SLJTIOZ,O,O,O,O,X,X,X
SLJTZIO,O,O,O,O,O,X,X
SLJTZOI,O,O,O,O,O,X,X
SLJTOIZ,O,O,O,O,X,X,X
SLJTOZI,O,O,O,O,O,X,X
SLJITZO,O,O,O,O,X,X,X
SLJITOZ,O,O,O,O,X,X,X
SLJIZTO,O,O,O,O,X,X,X
SLJIZOT,O,O,O,O,X,X,X
SLJIOTZ,O,O,X,O,X,X,X
SLJIOZT,O,X,X,O,X,X,X
SLJZTIO,O,O,O,O,O,X,X
SLJZTOI,O,O,O,O,O,X,X
SLJZITO,O,O,O,O,X,X,X
SLJZIOT,O,O,O,O,X,X,X
SLJZOTI,O,O,O,O,O,X,X
SLJZOIT,O,O,O,O,X,X,X
SLJOTIZ,O,O,X,O,X,X,X
SLJOTZI,O,O,X,O,O,X,X
SLJOITZ,O,O,X,O,X,X,X
SLJOIZT,O,X,X,O,X,X,X
SLJOZTI,O,X,X,O,O,X,X
SLJOZIT,O,X,X,O,X,X,X
SLZTIJO,O,O,O,O,O,O,O
SLZTIOJ,O,O,O,X,X,O,O
SLZTJIO,O,O,O,O,O,O,O
SLZTJOI,O,O,O,O,O,O,O
SLZTOIJ,O,O,O,X,X,O,O
SLZTOJI,O,O,O,X,X,O,O
SLZITJO,O,O,O,O,X,O,O
SLZITOJ,O,O,O,X,X,O,O
SLZIJTO,O,O,O,X,X,O,O
SLZIJOT,O,O,O,X,X,O,X
SLZIOTJ,X,X,O,X,X,O,X
SLZIOJT,X,X,O,X,X,O,X
SLZJTIO,O,O,O,X,O,O,O
SLZJTOI,O,O,O,X,O,O,O
SLZJITO,O,O,O,X,X,O,O
SLZJIOT,O,O,O,X,X,O,X
SLZJOTI,O,O,O,X,O,O,X
SLZJOIT,O,O,O,X,X,O,X
SLZOTIJ,X,O,O,X,X,O,X
SLZOTJI,X,O,O,X,X,O,X
SLZOITJ,X,X,O,X,X,O,X
SLZOIJT,X,X,O,X,X,O,X
SLZOJTI,X,O,O,X,X,O,X
SLZOJIT,X,O,O,X,X,O,X
SLOTIJZ,O,X,O,O,X,O,X
SLOTIZJ,O,X,O,O,X,O,X
SLOTJIZ,O,X,O,O,X,O,X
SLOTJZI,O,X,O,O,X,O,X
SLOTZIJ,O,X,O,O,X,O,X
SLOTZJI,O,X,O,O,X,O,X
SLOITJZ,O,X,O,O,X,O,X
SLOITZJ,O,X,O,O,X,O,X
SLOIJTZ,O,X,X,O,X,X,X
SLOIJZT,O,X,X,O,X,X,X
SLOIZTJ,X,X,O,O,X,O,X
SLOIZJT,X,X,O,X,X,O,X
SLOJTIZ,O,X,X,O,X,X,X
SLOJTZI,O,X,X,O,X,X,X
SLOJITZ,O,X,X,O,X,X,X
SLOJIZT,O,X,X,O,X,X,X
SLOJZTI,O,X,X,O,X,X,X
SLOJZIT,O,X,X,O,X,X,X
SLOZTIJ,X,X,O,O,X,O,X
SLOZTJI,X,X,O,O,X,O,X
SLOZITJ,X,X,O,O,X,O,X
SLOZIJT,X,X,O,X,X,O,X
SLOZJTI,X,X,O,X,X,O,X
SLOZJIT,X,X,O,X,X,O,X
SJTILZO,O,O,O,O,X,O,X
SJTILOZ,O,O,O,O,X,X,X
SJTIZLO,O,O,O,O,X,X,X
SJTIZOL,O,O,O,O,X,X,X
SJTIOLZ,O,O,O,O,X,X,X
SJTIOZL,O,O,X,O,X,X,X
SJTLIZO,O,O,O,O,X,O,X
SJTLIOZ,O,O,O,O,X,X,X
SJTLZIO,O,O,O,O,O,O,X
SJTLZOI,O,O,O,O,O,O,X
SJTLOIZ,O,O,O,O,X,X,X
SJTLOZI,O,O,O,O,O,X,X
SJTZILO,O,O,O,O,X,X,X
SJTZIOL,O,O,O,O,O,X,X
SJTZLIO,O,O,O,O,O,X,X
SJTZLOI,O,O,O,O,O,X,X
SJTZOIL,O,O,O,O,O,X,X
SJTZOLI,O,O,O,O,O,X,X
SJTOILZ,O,O,O,O,X,X,X
SJTOIZL,O,O,X,O,X,X,X
SJTOLIZ,O,O,O,O,X,X,X
SJTOLZI,O,O,O,O,O,X,X
SJTOZIL,O,O,X,O,O,X,X
SJTOZLI,O,O,X,O,O,X,X
SJITLZO,O,O,O,O,X,O,X
SJITLOZ,O,O,O,O,X,X,X
SJITZLO,O,O,O,O,X,X,X
SJITZOL,O,O,O,O,X,X,X
SJITOLZ,O,O,O,O,X,X,X
SJITOZL,O,O,X,O,X,X,X
SJILTZO,O,O,O,O,X,X,X
SJILTOZ,O,O,O,O,X,X,X
SJILZTO,O,O,O,O,X,X,X
SJILZOT,O,O,O,O,X,X,X
SJILOTZ,O,O,X,O,X,X,X
SJILOZT,O,X,X,O,X,X,X
SJIZTLO,O,O,O,O,X,X,X
SJIZTOL,O,O,O,O,X,X,X
SJIZLTO,O,O,O,O,X,X,X
SJIZLOT,O,O,O,O,X,X,X
SJIZOTL,O,O,O,O,X,X,X
SJIZOLT,O,O,O,O,X,X,X
SJIOTLZ,O,O,X,O,X,X,X
SJIOTZL,O,O,X,O,X,X,X
SJIOLTZ,O,O,X,O,X,X,X
SJIOLZT,O,X,X,O,X,X,X
SJIOZTL,O,O,X,O,X,X,X
SJIOZLT,O,O,X,O,X,X,X
SJLTIZO,O,O,O,O,X,X,X
SJLTIOZ,O,O,O,O,X,X,X
SJLTZIO,O,O,O,O,O,X,X
SJLTZOI,O,O,O,O,O,X,X
SJLTOIZ,O,O,O,O,X,X,X
SJLTOZI,O,O,O,O,O,X,X
SJLITZO,O,O,O,O,X,X,X
SJLITOZ,O,O,O,O,X,X,X
SJLIZTO,O,O,O,O,X,X,X
SJLIZOT,O,O,O,O,X,X,X
SJLIOTZ,O,O,X,O,X,X,X
SJLIOZT,O,X,X,O,X,X,X
SJLZTIO,O,O,O,O,O,X,X
SJLZTOI,O,O,O,O,O,X,X
SJLZITO,O,O,O,O,X,X,X
SJLZIOT,O,O,O,O,X,X,X
SJLZOTI,O,O,O,O,O,X,X
SJLZOIT,O,O,O,O,X,X,X
SJLOTIZ,O,O,X,O,X,X,X
SJLOTZI,O,O,X,O,O,X,X
SJLOITZ,O,O,X,O,X,X,X
SJLOIZT,O,X,X,O,X,X,X
SJLOZTI,O,X,X,O,O,X,X
SJLOZIT,O,X,X,O,X,X,X
SJZTILO,O,O,O,O,X,X,X
SJZTIOL,O,O,O,O,O,X,X
SJZTLIO,O,O,O,O,O,X,X
SJZTLOI,O,O,O,O,O,X,X
SJZTOIL,O,O,O,O,O,X,X
SJZTOLI,O,O,O,O,O,X,X
SJZITLO,O,O,O,O,X,X,X
SJZITOL,O,O,O,O,X,X,X
SJZILTO,O,O,O,O,X,X,X
SJZILOT,O,O,O,O,X,X,X
SJZIOTL,O,O,O,O,X,X,X
SJZIOLT,O,O,O,O,X,X,X
SJZLTIO,O,O,O,O,O,X,X
SJZLTOI,O,O,O,O,O,X,X
SJZLITO,O,O,O,O,X,X,X
SJZLIOT,O,O,O,O,X,X,X
SJZLOTI,O,O,O,O,O,X,X
SJZLOIT,O,O,O,O,X,X,X
SJZOTIL,O,O,O,O,O,X,X
SJZOTLI,O,O,O,O,O,X,X
SJZOITL,O,O,O,O,X,X,X
SJZOILT,O,O,O,O,X,X,X
SJZOLTI,O,O,O,O,O,X,X
SJZOLIT,O,O,O,O,X,X,X
SJOTILZ,O,O,X,O,X,X,X
SJOTIZL,O,O,X,O,X,X,X
SJOTLIZ,O,O,X,O,X,X,X
SJOTLZI,O,O,X,O,O,X,X
SJOTZIL,O,O,X,O,O,X,X
SJOTZLI,O,O,X,O,O,X,X
SJOITLZ,O,O,X,O,X,X,X
SJOITZL,O,O,X,O,X,X,X
SJOILTZ,O,O,X,O,X,X,X
SJOILZT,O,X,X,O,X,X,X
SJOIZTL,O,O,X,O,X,X,X
SJOIZLT,O,O,X,O,X,X,X
SJOLTIZ,O,O,X,O,X,X,X
SJOLTZI,O,O,X,O,O,X,X
SJOLITZ,O,O,X,O,X,X,X
SJOLIZT,O,X,X,O,X,X,X
SJOLZTI,O,X,X,O,O,X,X
SJOLZIT,O,X,X,O,X,X,X
SJOZTIL,O,O,X,O,O,X,X
SJOZTLI,O,O,X,O,O,X,X
SJOZITL,O,O,X,O,X,X,X
SJOZILT,O,O,X,O,X,X,X
SJOZLTI,O,O,X,O,O,X,X
SJOZLIT,O,O,X,O,X,X,X
SZTILJO,O,O,O,O,X,O,O
SZTILOJ,O,O,O,X,X,O,O
SZTIJLO,O,O,O,O,X,X,O
SZTIJOL,O,O,O,O,O,X,O
SZTIOLJ,O,O,O,X,X,X,O
SZTIOJL,O,O,O,X,X,X,O
SZTLIJO,O,O,O,O,O,O,O
SZTLIOJ,O,O,O,X,X,O,O
SZTLJIO,O,O,O,O,O,O,O
SZTLJOI,O,O,O,O,O,O,O
SZTLOIJ,O,O,O,X,X,O,O
SZTLOJI,O,O,O,X,X,O,O
SZTJILO,O,O,O,O,X,X,O
SZTJIOL,O,O,O,O,O,X,O
SZTJLIO,O,O,O,O,O,X,O
SZTJLOI,O,O,O,O,O,X,O
SZTJOIL,O,O,O,O,O,X,O
SZTJOLI,O,O,O,O,O,X,O
SZTOILJ,O,O,O,X,X,X,O
SZTOIJL,O,O,O,X,X,X,O
SZTOLIJ,O,O,O,X,X,X,O
SZTOLJI,O,O,O,X,X,X,O
SZTOJIL,O,O,O,X,X,X,O
SZTOJLI,O,O,O,X,X,X,O
SZITLJO,O,O,O,O,X,O,O
SZITLOJ,O,O,O,X,X,O,O
SZITJLO,O,O,O,O,X,X,O
SZITJOL,O,O,O,O,X,X,O
SZITOLJ,O,O,O,X,X,X,O
SZITOJL,O,O,O,X,X,X,O
SZILTJO,O,O,O,O,X,O,O
SZILTOJ,O,O,O,X,X,O,O
SZILJTO,O,O,O,X,X,O,O
SZILJOT,O,O,O,X,X,O,X
SZILOTJ,X,X,O,X,X,O,X
SZILOJT,X,X,O,X,X,O,X
SZIJTLO,O,O,O,X,X,X,O
SZIJTOL,O,O,O,X,X,X,O
SZIJLTO,O,O,O,X,X,O,O
SZIJLOT,O,O,O,X,X,O,X
SZIJOTL,O,O,O,X,X,X,X
SZIJOLT,O,O,O,X,X,O,X
SZIOTLJ,X,O,O,X,X,X,X
SZIOTJL,X,O,O,X,X,X,X
SZIOLTJ,X,X,O,X,X,O,X
SZIOLJT,X,X,O,X,X,O,X
SZIOJTL,X,O,O,X,X,X,X
SZIOJLT,X,O,O,X,X,O,X
SZLTIJO,O,O,O,O,O,O,O
SZLTIOJ,O,O,O,X,X,O,O
SZLTJIO,O,O,O,O,O,O,O
SZLTJOI,O,O,O,O,O,O,O
SZLTOIJ,O,O,O,X,X,O,O
SZLTOJI,O,O,O,X,X,O,O
SZLITJO,O,O,O,O,X,O,O
SZLITOJ,O,O,O,X,X,O,O
SZLIJTO,O,O,O,X,X,O,O
SZLIJOT,O,O,O,X,X,O,X
SZLIOTJ,X,X,O,X,X,O,X
SZLIOJT,X,X,O,X,X,O,X
SZLJTIO,O,O,O,X,O,O,O
SZLJTOI,O,O,O,X,O,O,O
SZLJITO,O,O,O,X,X,O,O
SZLJIOT,O,O,O,X,X,O,X
SZLJOTI,O,O,O,X,O,O,X
SZLJOIT,O,O,O,X,X,O,X
SZLOTIJ,X,O,O,X,X,O,X
SZLOTJI,X,O,O,X,X,O,X
SZLOITJ,X,X,O,X,X,O,X
SZLOIJT,X,X,O,X,X,O,X
SZLOJTI,X,O,O,X,X,O,X
SZLOJIT,X,O,O,X,X,O,X
SZJTILO,O,O,O,X,X,X,O
SZJTIOL,O,O,O,X,O,X,O
SZJTLIO,O,O,O,X,O,X,O
SZJTLOI,O,O,O,X,O,X,O
SZJTOIL,O,O,O,X,O,X,O
SZJTOLI,O,O,O,X,O,X,O
SZJITLO,O,O,O,X,X,X,O
SZJITOL,O,O,O,X,X,X,O
SZJILTO,O,O,O,X,X,O,O
SZJILOT,O,O,O,X,X,O,X
SZJIOTL,O,O,O,X,X,X,X
SZJIOLT,O,O,O,X,X,O,X
SZJLTIO,O,O,O,X,O,O,O
SZJLTOI,O,O,O,X,O,O,O
SZJLITO,O,O,O,X,X,O,O
SZJLIOT,O,O,O,X,X,O,X
SZJLOTI,O,O,O,X,O,O,X
SZJLOIT,O,O,O,X,X,O,X
SZJOTIL,O,O,O,X,O,X,X
SZJOTLI,O,O,O,X,O,X,X
SZJOITL,O,O,O,X,X,X,X
SZJOILT,O,O,O,X,X,O,X
SZJOLTI,O,O,O,X,O,O,X
SZJOLIT,O,O,O,X,X,O,X
SZOTILJ,X,O,O,X,X,X,X
SZOTIJL,X,O,O,X,X,X,X
SZOTLIJ,X,O,O,X,X,X,X
SZOTLJI,X,O,O,X,X,X,X
SZOTJIL,X,O,O,X,X,X,X
SZOTJLI,X,O,O,X,X,X,X
SZOITLJ,X,O,O,X,X,X,X
SZOITJL,X,O,O,X,X,X,X
SZOILTJ,X,X,O,X,X,O,X
SZOILJT,X,X,O,X,X,O,X
SZOIJTL,X,O,O,X,X,X,X
SZOIJLT,X,O,O,X,X,O,X
SZOLTIJ,X,O,O,X,X,O,X
SZOLTJI,X,O,O,X,X,O,X
SZOLITJ,X,X,O,X,X,O,X
SZOLIJT,X,X,O,X,X,O,X
SZOLJTI,X,O,O,X,X,O,X
SZOLJIT,X,O,O,X,X,O,X
SZOJTIL,X,O,O,X,X,X,X
SZOJTLI,X,O,O,X,X,X,X
SZOJITL,X,O,O,X,X,X,X
SZOJILT,X,O,O,X,X,O,X
SZOJLTI,X,O,O,X,X,O,X
SZOJLIT,X,O,O,X,X,O,X
SOTILJZ,O,O,O,O,X,O,X
SOTILZJ,O,O,O,O,X,O,X
SOTIJLZ,O,O,O,O,X,O,X
SOTIJZL,O,O,X,O,X,X,X
SOTIZLJ,O,O,O,O,X,O,X
SOTIZJL,O,O,O,O,X,X,X
SOTLIJZ,O,O,O,O,X,O,X
SOTLIZJ,O,O,O,O,X,O,X
SOTLJIZ,O,O,O,O,X,O,X
SOTLJZI,O,O,O,O,X,O,X
SOTLZIJ,O,O,O,O,X,O,X
SOTLZJI,O,O,O,O,X,O,X
SOTJILZ,O,O,O,O,X,O,X
SOTJIZL,O,O,X,O,X,X,X
SOTJLIZ,O,O,O,O,X,O,X
SOTJLZI,O,O,O,O,X,O,X
SOTJZIL,O,O,X,O,X,X,X
SOTJZLI,O,O,X,O,X,X,X
SOTZILJ,O,O,O,O,X,O,X
SOTZIJL,O,O,O,O,X,X,X
SOTZLIJ,O,O,O,O,X,O,X
SOTZLJI,O,O,O,O,X,O,X
SOTZJIL,O,O,O,O,X,X,X
SOTZJLI,O,O,O,O,X,X,X
SOITLJZ,O,O,O,O,X,O,X
SOITLZJ,O,O,O,O,X,O,X
SOITJLZ,O,O,O,O,X,O,X
SOITJZL,O,O,X,O,X,X,X
SOITZLJ,O,O,O,O,X,O,X
SOITZJL,O,O,O,O,X,X,X
SOILTJZ,O,X,O,O,X,O,X
SOILTZJ,O,X,O,O,X,O,X
SOILJTZ,O,X,X,O,X,X,X
SOILJZT,O,X,X,O,X,X,X
SOILZTJ,X,X,O,O,X,O,X
SOILZJT,X,X,O,X,X,O,X
SOIJTLZ,O,O,X,O,X,O,X
SOIJTZL,O,O,X,O,X,X,X
SOIJLTZ,O,O,X,O,X,X,X
SOIJLZT,O,X,X,O,X,X,X
SOIJZTL,O,O,X,O,X,X,X
SOIJZLT,O,O,X,O,X,X,X
SOIZTLJ,X,O,O,O,X,O,X
SOIZTJL,X,O,O,O,X,X,X
SOIZLTJ,X,X,O,O,X,O,X
SOIZLJT,X,X,O,X,X,O,X
SOIZJTL,X,O,O,X,X,X,X
SOIZJLT,X,O,O,X,X,O,X
SOLTIJZ,O,X,O,O,X,O,X
SOLTIZJ,O,X,O,O,X,O,X
SOLTJIZ,O,X,O,O,X,O,X
SOLTJZI,O,X,O,O,X,O,X
SOLTZIJ,O,X,O,O,X,O,X
SOLTZJI,O,X,O,O,X,O,X
SOLITJZ,O,X,O,O,X,O,X
SOLITZJ,O,X,O,O,X,O,X
SOLIJTZ,O,X,X,O,X,X,X
SOLIJZT,O,X,X,O,X,X,X
SOLIZTJ,X,X,O,O,X,O,X
SOLIZJT,X,X,O,X,X,O,X
SOLJTIZ,O,X,X,O,X,X,X
SOLJTZI,O,X,X,O,X,X,X
SOLJITZ,O,X,X,O,X,X,X
SOLJIZT,O,X,X,O,X,X,X
SOLJZTI,O,X,X,O,X,X,X
SOLJZIT,O,X,X,O,X,X,X
SOLZTIJ,X,X,O,O,X,O,X
SOLZTJI,X,X,O,O,X,O,X
SOLZITJ,X,X,O,O,X,O,X
SOLZIJT,X,X,O,X,X,O,X
SOLZJTI,X,X,O,X,X,O,X
SOLZJIT,X,X,O,X,X,O,X
SOJTILZ,O,O,X,O,X,O,X
SOJTIZL,O,O,X,O,X,X,X
SOJTLIZ,O,O,X,O,X,O,X
SOJTLZI,O,O,X,O,X,O,X
SOJTZIL,O,O,X,O,X,X,X
SOJTZLI,O,O,X,O,X,X,X
SOJITLZ,O,O,X,O,X,O,X
SOJITZL,O,O,X,O,X,X,X
SOJILTZ,O,O,X,O,X,X,X
SOJILZT,O,X,X,O,X,X,X
SOJIZTL,O,O,X,O,X,X,X
SOJIZLT,O,O,X,O,X,X,X
SOJLTIZ,O,O,X,O,X,X,X
SOJLTZI,O,O,X,O,X,X,X
SOJLITZ,O,O,X,O,X,X,X
SOJLIZT,O,X,X,O,X,X,X
SOJLZTI,O,X,X,O,X,X,X
SOJLZIT,O,X,X,O,X,X,X
SOJZTIL,O,O,X,O,X,X,X
SOJZTLI,O,O,X,O,X,X,X
SOJZITL,O,O,X,O,X,X,X
SOJZILT,O,O,X,O,X,X,X
SOJZLTI,O,O,X,O,X,X,X
SOJZLIT,O,O,X,O,X,X,X
SOZTILJ,X,O,O,O,X,O,X
SOZTIJL,X,O,O,O,X,X,X
SOZTLIJ,X,O,O,O,X,O,X
SOZTLJI,X,O,O,O,X,O,X
SOZTJIL,X,O,O,O,X,X,X
SOZTJLI,X,O,O,O,X,X,X
SOZITLJ,X,O,O,O,X,O,X
SOZITJL,X,O,O,O,X,X,X
SOZILTJ,X,X,O,O,X,O,X
SOZILJT,X,X,O,X,X,O,X
SOZIJTL,X,O,O,X,X,X,X
SOZIJLT,X,O,O,X,X,O,X
SOZLTIJ,X,O,O,O,X,O,X
SOZLTJI,X,O,O,O,X,O,X
SOZLITJ,X,X,O,O,X,O,X
SOZLIJT,X,X,O,X,X,O,X
SOZLJTI,X,O,O,X,X,O,X
SOZLJIT,X,O,O,X,X,O,X
SOZJTIL,X,O,O,X,X,X,X
SOZJTLI,X,O,O,X,X,X,X
SOZJITL,X,O,O,X,X,X,X
SOZJILT,X,O,O,X,X,O,X
SOZJLTI,X,O,O,X,X,O,X
SOZJLIT,X,O,O,X,X,O,X
ZTILJSO,O,O,O,O,O,O,O
ZTILJOS,O,O,O,O,O,O,O
ZTILSJO,X,O,O,O,O,O,O
ZTILSOJ,X,X,O,X,X,O,O
ZTILOJS,X,O,O,X,O,O,O
ZTILOSJ,X,X,O,X,X,O,O
ZTIJLSO,O,O,O,O,O,O,O
ZTIJLOS,O,O,O,O,O,O,O
ZTIJSLO,O,O,O,O,X,X,O
ZTIJSOL,O,O,O,O,O,X,O
ZTIJOLS,O,O,O,O,O,O,O
ZTIJOSL,O,O,X,O,O,X,O
ZTISLJO,X,O,O,O,X,O,O
ZTISLOJ,X,O,O,X,X,O,O
ZTISJLO,X,O,O,O,X,X,O
ZTISJOL,X,O,O,O,O,X,O
ZTISOLJ,X,O,O,X,X,X,O
ZTISOJL,X,O,O,X,X,X,O
ZTIOLJS,X,O,O,X,X,O,O
ZTIOLSJ,X,X,O,X,X,O,O
ZTIOJLS,X,O,O,X,O,O,O
ZTIOJSL,X,O,X,X,O,X,O
ZTIOSLJ,X,X,X,X,X,X,O
ZTIOSJL,X,X,X,X,X,X,O
ZTLIJSO,O,O,O,O,O,O,O
ZTLIJOS,O,O,O,O,O,O,O
ZTLISJO,X,O,O,O,O,O,O
ZTLISOJ,X,X,O,X,X,O,O
ZTLIOJS,X,O,O,X,O,O,O
ZTLIOSJ,X,X,O,X,X,O,O
ZTLJISO,O,O,O,O,O,O,O
ZTLJIOS,O,O,O,O,O,O,O
ZTLJSIO,O,O,O,O,O,O,O
ZTLJSOI,O,O,O,O,O,O,O
ZTLJOIS,O,O,O,O,O,O,O
ZTLJOSI,O,O,O,O,O,O,O
ZTLSIJO,X,O,O,O,O,O,O
ZTLSIOJ,X,X,O,X,X,O,O
ZTLSJIO,X,O,O,O,O,O,O
ZTLSJOI,X,O,O,O,O,O,O
ZTLSOIJ,X,X,O,X,X,O,O
ZTLSOJI,X,O,O,X,X,O,O
ZTLOIJS,X,O,O,X,O,O,O
ZTLOISJ,X,X,O,X,X,O,O
ZTLOJIS,X,O,O,X,O,O,O
ZTLOJSI,X,O,O,X,O,O,O
ZTLOSIJ,X,X,O,X,X,O,O
ZTLOSJI,X,O,O,X,X,O,O
ZTJILSO,O,O,O,O,O,O,O
ZTJILOS,O,O,O,O,O,O,O
ZTJISLO,O,O,O,O,X,X,O
ZTJISOL,O,O,O,O,O,X,O
ZTJIOLS,O,O,O,O,O,O,O
ZTJIOSL,O,O,X,O,O,X,O
ZTJLISO,O,O,O,O,O,O,O
ZTJLIOS,O,O,O,O,O,O,O
ZTJLSIO,O,O,O,O,O,O,O
ZTJLSOI,O,O,O,O,O,O,O
ZTJLOIS,O,O,O,O,O,O,O
ZTJLOSI,O,O,O,O,O,O,O
ZTJSILO,O,O,O,O,X,X,O
ZTJSIOL,O,O,O,O,O,X,O
ZTJSLIO,O,O,O,O,O,X,O
ZTJSLOI,O,O,O,O,O,X,O
ZTJSOIL,O,O,O,O,O,X,O
ZTJSOLI,O,O,O,O,O,X,O
ZTJOILS,O,O,O,O,O,O,O
ZTJOISL,O,O,X,O,O,X,O
ZTJOLIS,O,O,O,O,O,O,O
ZTJOLSI,O,O,O,O,O,O,O
ZTJOSIL,O,O,X,O,O,X,O
ZTJOSLI,O,O,X,O,O,X,O
ZTSILJO,X,O,O,O,X,O,O
ZTSILOJ,X,O,O,X,X,O,O
ZTSIJLO,X,O,O,O,X,X,O
ZTSIJOL,X,O,O,O,O,X,O
ZTSIOLJ,X,O,O,X,X,X,O
ZTSIOJL,X,O,O,X,X,X,O
ZTSLIJO,X,O,O,O,O,O,O
ZTSLIOJ,X,O,O,X,X,O,O
ZTSLJIO,X,O,O,O,O,O,O
ZTSLJOI,X,O,O,O,O,O,O
ZTSLOIJ,X,O,O,X,X,O,O
ZTSLOJI,X,O,O,X,X,O,O
ZTSJILO,X,O,O,O,X,X,O
ZTSJIOL,X,O,O,O,O,X,O
ZTSJLIO,X,O,O,O,O,X,O
ZTSJLOI,X,O,O,O,O,X,O
ZTSJOIL,X,O,O,O,O,X,O
ZTSJOLI,X,O,O,O,O,X,O
ZTSOILJ,X,O,O,X,X,X,O
ZTSOIJL,X,O,O,X,X,X,O
ZTSOLIJ,X,O,O,X,X,X,O
ZTSOLJI,X,O,O,X,X,X,O
ZTSOJIL,X,O,O,X,X,X,O
ZTSOJLI,X,O,O,X,X,X,O
