sequence,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8JeT6IvhF6hBmdB?5jBXgBdmB0qB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jei6IvhFtgBmdB?5jBzfBcmBXrB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8JeT6IvhFegBtgB?xdBcmB6oBXrB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jem6IvhF9hBxdB?0fBfmB6oBzqB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Je//IvhFUbB9hB?xdB6oBmlBzqB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jey/IvhF9hBmdB?5jBfmB0kBzqB
OJIZSLT,X,O,X,X,X,X
OJLTISZ,O,O,O,X,O,O
OJLTIZS,O,O,O,X,X,X
OJLTSIZ,O,O,O,X,O,O
OJLTSZI,O,O,O,X,O,X
OJLTZIS,O,O,O,X,X,X
OJLTZSI,O,O,O,X,X,X
OJLITSZ,O,O,O,X,O,O
OJLITZS,O,O,O,X,X,X
OJLISTZ,O,O,O,X,O,O
OJLISZT,X,O,O,X,O,X
OJLIZTS,O,O,O,X,X,X
OJLIZST,X,O,O,X,X,X
OJLSTIZ,O,O,O,X,O,O
OJLSTZI,O,O,O,X,O,X
OJLSITZ,O,O,O,X,O,O
OJLSIZT,X,O,O,X,O,X
OJLSZTI,X,O,O,X,O,X
OJLSZIT,X,O,O,X,O,X
OJLZTIS,O,O,O,X,X,X
OJLZTSI,O,O,O,X,X,X
OJLZITS,O,O,O,X,X,X
OJLZIST,X,O,O,X,X,X
OJLZSTI,X,O,O,X,X,X
OJLZSIT,X,O,O,X,X,X
OJSTILZ,O,O,X,X,X,O
OJSTIZL,O,O,X,X,X,X
OJSTLIZ,O,O,O,X,O,O
OJSTLZI,O,O,O,X,O,X
OJSTZIL,O,O,X,X,X,X
OJSTZLI,O,O,O,X,O,X
OJSITLZ,O,O,X,X,X,O
OJSITZL,O,O,X,X,X,X
OJSILTZ,O,O,X,X,X,O
OJSILZT,X,O,X,X,X,X
OJSIZTL,O,O,X,X,X,X
OJSIZLT,X,O,X,X,X,X
OJSLTIZ,O,O,O,X,O,O
OJSLTZI,O,O,O,X,O,X
OJSLITZ,O,O,O,X,O,O
OJSLIZT,X,O,O,X,O,X
OJSLZTI,X,O,O,X,O,X
OJSLZIT,X,O,O,X,O,X
OJSZTIL,O,O,X,X,X,X
OJSZTLI,O,O,O,X,O,X
OJSZITL,O,O,X,X,X,X
OJSZILT,X,O,X,X,X,X
OJSZLTI,X,O,O,X,O,X
OJSZLIT,X,O,O,X,O,X
OJZTILS,O,O,O,X,X,X
OJZTISL,X,O,X,X,X,X
OJZTLIS,O,O,O,X,X,X
OJZTLSI,O,O,O,X,X,X
OJZTSIL,X,O,X,X,X,X
OJZTSLI,X,O,O,X,X,X
OJZITLS,O,O,O,X,X,X
OJZITSL,X,O,X,X,X,X
OJZILTS,O,O,O,X,X,X
OJZILST,X,O,O,X,X,X
OJZISTL,O,O,X,X,X,X
OJZISLT,X,O,X,X,X,X
OJZLTIS,O,O,O,X,X,X
OJZLTSI,O,O,O,X,X,X
OJZLITS,O,O,O,X,X,X
OJZLIST,X,O,O,X,X,X
OJZLSTI,X,O,O,X,X,X
OJZLSIT,X,O,O,X,X,X
OJZSTIL,O,O,X,X,X,X
OJZSTLI,O,O,O,X,X,X
OJZSITL,O,O,X,X,X,X
OJZSILT,X,O,X,X,X,X
OJZSLTI,X,O,O,X,X,X
OJZSLIT,X,O,O,X,X,X
OSTILJZ,O,O,X,X,X,O
OSTILZJ,O,O,X,X,X,X
OSTIJLZ,O,O,X,X,X,O
OSTIJZL,O,O,X,X,X,X
OSTIZLJ,O,O,X,X,X,X
OSTIZJL,O,O,X,X,X,X
OSTLIJZ,O,O,X,X,O,O
OSTLIZJ,O,O,X,O,O,X
OSTLJIZ,O,O,X,X,O,O
OSTLJZI,O,O,X,X,O,X
OSTLZIJ,O,O,X,O,O,X
OSTLZJI,O,O,X,O,O,X
OSTJILZ,O,O,X,X,X,O
OSTJIZL,O,O,X,X,X,X
OSTJLIZ,O,O,X,X,O,O
OSTJLZI,O,O,X,X,O,X
OSTJZIL,O,O,X,X,X,X
OSTJZLI,O,O,X,X,O,X
OSTZILJ,O,O,X,X,X,X
OSTZIJL,O,O,X,X,X,X
OSTZLIJ,O,O,X,O,O,X
OSTZLJI,O,O,X,O,O,X
OSTZJIL,O,O,X,X,X,X
OSTZJLI,O,O,X,O,X,X
OSITLJZ,O,O,X,X,X,O
OSITLZJ,O,O,X,X,X,X
OSITJLZ,O,O,X,X,X,O
OSITJZL,O,O,X,X,X,X
OSITZLJ,O,O,X,X,X,X
OSITZJL,O,O,X,X,X,X
OSILTJZ,O,O,X,X,X,O
OSILTZJ,O,O,X,X,X,X
OSILJTZ,O,O,X,X,X,O
OSILJZT,X,O,X,X,X,X
OSILZTJ,X,O,X,X,X,X
OSILZJT,X,O,X,X,X,X
OSIJTLZ,O,O,X,X,X,O
OSIJTZL,O,O,X,X,X,X
OSIJLTZ,O,O,X,X,X,O
OSIJLZT,X,O,X,X,X,X
OSIJZTL,O,O,X,X,X,X
OSIJZLT,X,O,X,X,X,X
OSIZTLJ,O,O,X,X,X,X
OSIZTJL,O,O,X,X,X,X
OSIZLTJ,X,O,X,X,X,X
OSIZLJT,X,O,X,X,X,X
OSIZJTL,O,O,X,X,X,X
OSIZJLT,X,O,X,X,X,X
OSLTIJZ,O,O,X,X,O,O
OSLTIZJ,O,O,X,O,O,X
OSLTJIZ,O,O,X,X,O,O
OSLTJZI,O,O,X,X,O,X
OSLTZIJ,O,O,X,O,O,X
OSLTZJI,O,O,X,O,O,X
OSLITJZ,O,O,X,X,O,O
OSLITZJ,O,O,X,O,O,X
OSLIJTZ,O,O,O,X,O,O
OSLIJZT,X,O,O,X,O,X
OSLIZTJ,X,O,X,O,O,X
OSLIZJT,X,O,O,O,O,X
OSLJTIZ,O,O,O,X,O,O
OSLJTZI,O,O,O,X,O,X
OSLJITZ,O,O,O,X,O,O
OSLJIZT,X,O,O,X,O,X
OSLJZTI,X,O,O,X,O,X
OSLJZIT,X,O,O,X,O,X
OSLZTIJ,X,O,X,O,O,X
OSLZTJI,X,O,X,O,O,X
OSLZITJ,X,O,X,O,O,X
OSLZIJT,X,O,O,O,O,X
OSLZJTI,X,O,O,O,O,X
OSLZJIT,X,O,O,O,O,X
OSJTILZ,O,O,X,X,X,O
OSJTIZL,O,O,X,X,X,X
OSJTLIZ,O,O,O,X,O,O
OSJTLZI,O,O,O,X,O,X
OSJTZIL,O,O,X,X,X,X
OSJTZLI,O,O,O,X,O,X
OSJITLZ,O,O,X,X,X,O
OSJITZL,O,O,X,X,X,X
OSJILTZ,O,O,X,X,X,O
OSJILZT,X,O,X,X,X,X
OSJIZTL,O,O,X,X,X,X
OSJIZLT,X,O,X,X,X,X
OSJLTIZ,O,O,O,X,O,O
OSJLTZI,O,O,O,X,O,X
OSJLITZ,O,O,O,X,O,O
OSJLIZT,X,O,O,X,O,X
OSJLZTI,X,O,O,X,O,X
OSJLZIT,X,O,O,X,O,X
OSJZTIL,O,O,X,X,X,X
OSJZTLI,O,O,O,X,O,X
OSJZITL,O,O,X,X,X,X
OSJZILT,X,O,X,X,X,X
OSJZLTI,X,O,O,X,O,X
OSJZLIT,X,O,O,X,O,X
OSZTILJ,O,O,X,X,X,X
OSZTIJL,O,O,X,X,X,X
OSZTLIJ,O,O,X,O,O,X
OSZTLJI,O,O,X,O,O,X
OSZTJIL,O,O,X,X,X,X
OSZTJLI,O,O,X,O,X,X
OSZITLJ,O,O,X,X,X,X
OSZITJL,O,O,X,X,X,X
OSZILTJ,X,O,X,X,X,X
OSZILJT,X,O,X,X,X,X
OSZIJTL,O,O,X,X,X,X
OSZIJLT,X,O,X,X,X,X
OSZLTIJ,X,O,X,O,O,X
OSZLTJI,X,O,X,O,O,X
OSZLITJ,X,O,X,O,O,X
OSZLIJT,X,O,O,O,O,X
OSZLJTI,X,O,O,O,O,X
OSZLJIT,X,O,O,O,O,X
OSZJTIL,O,O,X,X,X,X
OSZJTLI,O,O,O,O,O,X
OSZJITL,O,O,X,X,X,X
OSZJILT,X,O,X,X,X,X
OSZJLTI,X,O,O,O,O,X
OSZJLIT,X,O,O,O,O,X
OZTILJS,O,O,X,X,X,X
OZTILSJ,O,O,X,X,X,X
OZTIJLS,O,O,X,X,X,X
OZTIJSL,X,O,X,X,X,X
OZTISLJ,X,O,X,X,X,X
OZTISJL,X,O,X,X,X,X
OZTLIJS,O,O,O,O,X,X
OZTLISJ,O,O,X,O,X,X
OZTLJIS,O,O,O,O,X,X
OZTLJSI,O,O,O,O,X,X
OZTLSIJ,O,O,X,O,X,X
OZTLSJI,O,O,X,O,X,X
OZTJILS,O,O,O,X,X,X
OZTJISL,X,O,X,X,X,X
OZTJLIS,O,O,O,O,X,X
OZTJLSI,O,O,O,O,X,X
OZTJSIL,X,O,X,X,X,X
OZTJSLI,X,O,O,O,X,X
OZTSILJ,X,O,X,X,X,X
OZTSIJL,X,O,X,X,X,X
OZTSLIJ,X,O,X,O,X,X
OZTSLJI,X,O,X,O,X,X
OZTSJIL,X,O,X,X,X,X
OZTSJLI,X,O,X,O,X,X
OZITLJS,O,O,X,X,X,X
OZITLSJ,O,O,X,X,X,X
OZITJLS,O,O,X,X,X,X
OZITJSL,X,O,X,X,X,X
OZITSLJ,X,O,X,X,X,X
OZITSJL,X,O,X,X,X,X
OZILTJS,O,O,O,X,X,X
OZILTSJ,O,O,X,X,X,X
OZILJTS,O,O,O,X,X,X
OZILJST,X,O,O,X,X,X
OZILSTJ,X,O,X,X,X,X
OZILSJT,X,O,O,X,X,X
OZIJTLS,O,O,O,X,X,X
OZIJTSL,X,O,X,X,X,X
OZIJLTS,O,O,O,X,X,X
OZIJLST,X,O,O,X,X,X
OZIJSTL,O,O,X,X,X,X
OZIJSLT,X,O,X,X,X,X
OZISTLJ,O,O,X,X,X,X
OZISTJL,O,O,X,X,X,X
OZISLTJ,X,O,X,X,X,X
OZISLJT,X,O,X,X,X,X
OZISJTL,O,O,X,X,X,X
OZISJLT,X,O,X,X,X,X
OZLTIJS,O,O,O,O,X,X
OZLTISJ,O,O,X,O,X,X
OZLTJIS,O,O,O,O,X,X
OZLTJSI,O,O,O,O,X,X
OZLTSIJ,O,O,X,O,X,X
OZLTSJI,O,O,X,O,X,X
OZLITJS,O,O,O,O,X,X
OZLITSJ,O,O,X,O,X,X
OZLIJTS,O,O,O,O,X,X
OZLIJST,X,O,O,O,X,X
OZLISTJ,X,O,X,O,X,X
OZLISJT,X,O,O,O,X,X
OZLJTIS,O,O,O,O,X,X
OZLJTSI,O,O,O,O,X,X
OZLJITS,O,O,O,O,X,X
OZLJIST,X,O,O,O,X,X
OZLJSTI,X,O,O,O,X,X
OZLJSIT,X,O,O,O,X,X
OZLSTIJ,X,O,X,O,X,X
OZLSTJI,X,O,X,O,X,X
OZLSITJ,X,O,X,O,X,X
OZLSIJT,X,O,O,O,X,X
OZLSJTI,X,O,O,O,X,X
OZLSJIT,X,O,O,O,X,X
OZJTILS,O,O,O,X,X,X
OZJTISL,X,O,X,X,X,X
OZJTLIS,O,O,O,O,X,X
OZJTLSI,O,O,O,O,X,X
OZJTSIL,X,O,X,X,X,X
OZJTSLI,X,O,O,O,X,X
OZJITLS,O,O,O,X,X,X
OZJITSL,X,O,X,X,X,X
OZJILTS,O,O,O,X,X,X
OZJILST,X,O,O,X,X,X
OZJISTL,O,O,X,X,X,X
OZJISLT,X,O,X,X,X,X
OZJLTIS,O,O,O,O,X,X
OZJLTSI,O,O,O,O,X,X
OZJLITS,O,O,O,O,X,X
OZJLIST,X,O,O,O,X,X
OZJLSTI,X,O,O,O,X,X
OZJLSIT,X,O,O,O,X,X
OZJSTIL,O,O,X,X,X,X
OZJSTLI,O,O,O,O,X,X
OZJSITL,O,O,X,X,X,X
OZJSILT,X,O,X,X,X,X
OZJSLTI,X,O,O,O,X,X
OZJSLIT,X,O,O,O,X,X
OZSTILJ,O,O,X,X,X,X
OZSTIJL,O,O,X,X,X,X
OZSTLIJ,O,O,X,O,X,X
OZSTLJI,O,O,X,O,X,X
OZSTJIL,O,O,X,X,X,X
OZSTJLI,O,O,X,O,X,X
OZSITLJ,O,O,X,X,X,X
OZSITJL,O,O,X,X,X,X
OZSILTJ,X,O,X,X,X,X
OZSILJT,X,O,X,X,X,X
OZSIJTL,O,O,X,X,X,X
OZSIJLT,X,O,X,X,X,X
OZSLTIJ,X,O,X,O,X,X
OZSLTJI,X,O,X,O,X,X
OZSLITJ,X,O,X,O,X,X
OZSLIJT,X,O,O,O,X,X
OZSLJTI,X,O,O,O,X,X
OZSLJIT,X,O,O,O,X,X
OZSJTIL,O,O,X,X,X,X
OZSJTLI,O,O,O,O,X,X
OZSJITL,O,O,X,X,X,X
OZSJILT,X,O,X,X,X,X
OZSJLTI,X,O,O,O,X,X
OZSJLIT,X,O,O,O,X,X
