sequence,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFCbBehBzcBX?gBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFufB3bBzcBy?lBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFCbBehBXgBz?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFufB3bBylBz?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jex6IvhFlcBTfB/lBU?hBKnBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeO/IvhFVgBRcBThBK?nB3kBcqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFqfBTbBmcBX?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFlbBuhB8lBK?nBzkBfqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFSgBmcBXhBz?fBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFWgBylBzhBf?qBlqBUsB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Je37IvhFTfBmhBxlBi?kBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JecAJvhFTfBXhBKnBl?hBxpBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jex6IvhFXcBmfB1mBT?kBcqBKsB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JecAJvhFTfBlhBXhBK?nBxpBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeRAJvhFzhBlkB3lBO?kBUnBiqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jez8IvhFRgBlkB3lBU?nBOkBiqB
LTIOJSZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LTIOJZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTIOSJZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LTIOSZJ,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
LTIOZJS,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LTIOZSJ,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X
LTJISZO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJISOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJIZSO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTJIOSZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJIOZS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTJSIZO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJSIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJSZIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJSZOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJSOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJSOZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJZISO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJZIOS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTJZSIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTJZOSI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJOIZS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTJOSIZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJOSZI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJOZIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTJOZSI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSIJOZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSIZJO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,O
LTSIZOJ,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
LTSIOJZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X
LTSIOZJ,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LTSJIZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSJIOZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSJZIO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSJZOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSJOZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSZIOJ,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LTSZJIO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSZJOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSZOJI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X
LTSOIZJ,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LTSOJZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTSOZJI,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTZIJSO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZIJOS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LTZISJO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZISOJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZIOJS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LTZIOSJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZJISO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZJIOS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LTZJSIO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LTZJOSI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZSJIO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZSJOI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZSOJI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZOIJS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LTZOISJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZOJIS,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X
LTZOJSI,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LTZOSIJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZOSJI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LTOIJZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTOISJZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LTOISZJ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOIZJS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LTOIZSJ,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOJISZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTOJIZS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOJSIZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTOJSZI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTOJZIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOJZSI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LTOSIZJ,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTOSJZI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTOSZIJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOSZJI,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOZIJS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LTOZISJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOZJIS,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X
LTOZJSI,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LTOZSIJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOZSJI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITJSZO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LITJSOZ,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LITJZSO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LITJOSZ,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LITJOZS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LITSJZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LITSJOZ,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
LITSZJO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LITSZOJ,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X
LITSOJZ,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
LITSOZJ,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LITZJSO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LITZSJO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITZSOJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LITZOSJ,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LITOJSZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LITOJZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LITOSJZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LITOSZJ,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
LITOZJS,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LITOZSJ,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X
LIJTSZO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJTZSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJTOZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJSTZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LIJSZTO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LIJSOTZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LIJZTSO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIJZTOS,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJZSTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZOTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJZOST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X
LIJOZTS,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LISTJZO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LISTJOZ,X,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
LISTZJO,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LISTZOJ,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X,X
LISTOJZ,X,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
LISTOZJ,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LISJTZO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LISJTOZ,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X
LISJZTO,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LISJZOT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
LISJOTZ,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X
LISJOZT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
LISZTJO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LISZJTO,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LISZJOT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
LISZOTJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LISZOJT,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X
LISOTJZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LISOTZJ,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LISOJTZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LISOJZT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
LISOZTJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LISOZJT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
LIZTJSO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZTSJO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LIZTOJS,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LIZTOSJ,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LIZJTSO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZJSTO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZJOTS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZJOST,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZSTJO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LIZSJTO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X
LIZSOTJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LIZSOJT,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LIZOTJS,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LIZOTSJ,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LIZOJTS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZOJST,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LIZOSTJ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZOSJT,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LIOTJSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LIOTZJS,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LIOTZSJ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LIOJTSZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
LIOJZTS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOSTZJ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LIOSJTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOSJZT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
LIOSZTJ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIOSZJT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
LIOZTJS,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LIOZTSJ,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X
LIOZJTS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIOZJST,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LIOZSTJ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIOZSJT,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LJTISZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTSIZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTZSIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTZOSI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTOZSI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJITOSZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISTZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LJISOTZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LJIZTSO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJIZTOS,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJIZSTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIZSOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZOTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZOST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X
LJIOZTS,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LJSIOTZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LJSZTIO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LJSZOTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJSOZTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZTSIO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZTOIS,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZTOSI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZISTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZIOTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZOTSI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZOIST,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZOSTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOTISZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJOTZSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOISTZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
