sequence,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhFzaBXdBUhBClBGm?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Jei6IvhFfhBxcBUgBumBTk?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Jei6IvhFFcBXdBckBelB5l?BTrB,v115@7gB8GeC8FeD8FeG8AeF8JeT6IvhFxcBlgBumBikB8q?BXqB,v115@7gB8GeC8FeD8FeG8AeF8JeO/IvhF8fBFcBXdB5lByu?BTrB,v115@7gB8GeC8FeD8FeG8AeF8JeT6IvhF0bBxcBVlB3hB2p?BCrB,v115@7gB8GeC8FeD8FeG8AeF8Jex6IvhFXdBOkB8kBzgB6m?BlqB,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhFzbBukB3hBUgBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Jex6IvhF8gBmfB3hBTkBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhFzbBUgB3hBukBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhF3bBWlBlhB8qBzp?BCsB,v115@7gB8GeC8FeD8FeG8AeF8Je//IvhFRbBTgBlhB2pB8q?BCsB,v115@7gB8GeC8FeD8FeG8AeF8Jez7IvhF3hBxkBOkB8kBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Je37IvhFlhBxkB8qBTpBmp?BCsB
LIJOTSZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LIJOTZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJOSZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LIJOZST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LISTZJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LISTZOJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
LISTOJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LISTOZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
LISJTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LISJZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LISZTJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LISZTOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LISZJTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LISZOJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LISOTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
LISOJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LISOZTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LISOZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,O,O,O,X,X,X,X,O,X,X,X
LIZTJOS,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LIZTSJO,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LIZTSOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,O,O,O,X,X,X,X,O,X,X,X
LIZJTOS,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,O,O,O,X,X,X,X,O,X,X,X
LIZJSOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LIZJOST,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZSJOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZSOJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOTJZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LIOTZJS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOJTSZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LIOJTZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOJSZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LIOJZST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOSJZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOSZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOZJST,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTISZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTISOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTIZSO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTIOSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTIOZS,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTSIZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTSZIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTSZOI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
LJTSOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTSOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTZISO,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTZIOS,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTZSIO,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTZSOI,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJTZOIS,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTZOSI,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJTOISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTOIZS,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTOZSI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJITSZO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJITSOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJITZSO,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LJITZOS,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LJITOSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJISTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJISZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJIZTSO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJIZTOS,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LJIZSTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJIZSOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJIZOST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJIOTZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJIOSZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJIOZST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSTZIO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSTZOI,X,X,O,X,O,O,X,X,X,X,X,O,X,X
LJSTOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSITZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSIZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSIZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJSZTIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSZTOI,X,X,O,O,O,O,O,X,X,X,X,O,X,X
LJSZITO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSZIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,O,O,O,X,X,X,X,X,X,O,X,X
LJSZOIT,O,X,O,O,O,X,X,X,X,X,X,O,X,X
LJSOTIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSOTZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSOITZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSOIZT,O,X,O,O,O,X,X,O,X,X,X,X,X,X
LJSOZTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSOZIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZTIOS,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LJZTSIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZTSOI,X,X,O,O,O,O,O,X,X,X,X,O,X,X
LJZTOIS,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LJZTOSI,X,X,O,O,O,O,O,X,X,X,X,O,X,X
LJZITSO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZITOS,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LJZISTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZISOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZIOST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZSTIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZSTOI,X,X,O,O,O,O,O,X,X,X,X,O,X,X
LJZSITO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZSIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,O,O,O,X,X,X,X,X,X,O,X,X
LJZSOIT,O,X,O,O,O,X,X,X,X,X,X,O,X,X
LJZOTIS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZOTSI,X,X,O,O,O,O,X,X,X,X,X,O,X,X
LJZOITS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZOIST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZOSTI,X,X,O,O,O,X,X,X,X,X,X,O,X,X
LJZOSIT,O,X,O,O,O,X,X,X,X,X,X,O,X,X
LJOTISZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LJOTSZI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJOTZIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LJOTZSI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LJOITSZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJOITZS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LJOISTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJOISZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJOIZST,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LJOSTZI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LJOSITZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJOSIZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOSZTI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZTIS,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LJOZTSI,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LJOZITS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJOZIST,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZSTI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZSIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTIJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTIJOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTIZJO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LSTIZOJ,O,X,X,X,O,O,X,X,X,O,X,X,O,X
LSTIOJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTIOZJ,O,X,X,X,O,O,X,X,X,O,X,X,O,X
LSTJIZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTJIOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTJZIO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTJZOI,O,X,O,X,O,O,X,X,O,X,X,X,X,X
LSTJOIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTJOZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZIJO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTZIOJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X
LSTZJIO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTZJOI,O,X,O,X,O,O,O,X,O,X,X,X,X,X
LSTZOIJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X
LSTZOJI,O,X,O,X,O,O,O,X,O,X,X,X,X,X
LSTOIJZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X
LSTOIZJ,O,X,X,X,O,O,X,X,X,O,X,X,O,X
LSTOJIZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LSTOJZI,O,X,O,X,O,O,X,X,O,X,X,X,X,X
LSTOZIJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X
LSTOZJI,O,X,O,X,O,O,O,X,O,X,X,X,X,X
LSITJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSITJOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LSITZJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSITZOJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
LSITOJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LSITOZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIJTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSIJZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LSIZTJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIZJTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIZJOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIZOJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIOJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIOZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJTIZO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJTZIO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSJTZOI,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJITZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJIZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSJIZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJIOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LSJZTIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSJZTOI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LSJZITO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSJZIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSJZOTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LSJZOIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSJOTZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSJOITZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSJOIZT,O,X,O,O,O,X,X,O,X,X,X,X,X,X
LSJOZTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LSJOZIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSZTIJO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSZTJIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSZTJOI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LSZTOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSZTOJI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LSZITJO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSZITOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSZIJTO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSZIJOT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSZIOJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSZJTIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSZJTOI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LSZJITO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSZJIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSZJOTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LSZJOIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSZOTJI,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSZOITJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSZOIJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSZOJTI,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LSZOJIT,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LSOTIJZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X
LSOTIZJ,O,X,X,X,O,O,X,X,X,O,X,X,O,X
LSOTJIZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LSOTJZI,O,X,O,X,O,O,X,X,O,X,X,X,X,X
LSOTZIJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X
LSOTZJI,O,X,O,X,O,O,X,X,O,X,X,X,X,X
LSOITJZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X
LSOITZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
LSOIJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOIJZT,O,X,O,O,O,X,X,O,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSOIZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSOJTIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSOJTZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOJITZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOJIZT,O,X,O,O,O,X,X,O,X,X,X,X,X,X
LSOJZTI,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LSOJZIT,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LSOZTIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOZTJI,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSOZITJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOZIJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSOZJTI,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LSOZJIT,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LZTIJSO,O,X,X,O,O,O,X,X,X,X,O,X,X,X
LZTIJOS,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LZTISJO,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LZTISOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,O
LZTIOJS,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LZTIOSJ,O,X,X,X,O,O,X,X,X,X,X,X,X,O
LZTJISO,O,X,O,O,O,O,X,X,X,X,O,X,X,X
LZTJIOS,O,X,O,O,O,O,O,X,X,X,X,X,X,X
LZTJSIO,O,X,O,O,O,O,X,X,X,X,O,X,X,X
LZTJSOI,O,X,O,O,O,O,O,X,X,X,X,O,X,X
LZTJOIS,O,X,O,O,O,O,O,X,X,X,X,X,X,X
LZTJOSI,O,X,O,O,O,O,O,X,X,X,X,O,X,X
LZTSIJO,O,X,O,X,O,O,X,X,X,X,O,X,X,X
LZTSIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,O
LZTSJIO,O,X,O,O,O,O,X,X,X,X,O,X,X,X
LZTSJOI,O,X,O,O,O,O,O,X,X,X,X,X,X,X
LZTSOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LZTSOJI,O,X,O,O,O,O,O,X,X,X,X,X,X,X
LZTOIJS,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LZTOISJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LZTOJIS,O,X,O,O,O,O,O,X,X,X,X,X,X,X
LZTOJSI,O,X,O,O,O,O,O,X,X,X,X,O,X,X
LZTOSIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LZTOSJI,O,X,O,O,O,O,O,X,X,X,X,X,X,X
LZITJSO,O,X,X,O,O,O,X,X,X,X,O,X,X,X
LZITJOS,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LZITSJO,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LZITSOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,O
LZITOJS,O,X,X,O,O,O,X,X,X,X,X,X,X,X
LZITOSJ,O,X,X,X,O,O,X,X,X,X,X,X,X,O
LZIJTSO,X,X,O,O,O,O,X,X,X,X,O,X,X,X
LZIJTOS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LZIJSTO,X,X,O,O,O,O,X,X,X,X,O,X,X,X
LZIJSOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LZIJOTS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LZIJOST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LZISTJO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LZISTOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,O
LZISJTO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LZISJOT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LZISOTJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LZISOJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LZIOTJS,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LZIOTSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LZIOJTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LZIOJST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LZIOSJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LZJTISO,X,X,O,O,O,O,X,X,X,X,O,X,X,X
LZJTIOS,X,X,O,O,O,O,O,X,X,X,X,X,X,X
