sequence,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhFxbBTdB0hBfqBll?BCqB,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhFxbBTdBFgB0hBqp?B3qB,v115@7gB8HeB8GeD8CeG8BeG8Jex6IvhFygBGdBzhBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8JeT6IvhF2gBRcBciBSmBlk?BXqB,v115@7gB8HeB8GeD8CeG8BeG8JeR7IvhFqhBTdBmgBlkBcq?B/pB,v115@7gB8HeB8GeD8CeG8BeG8JeT6IvhFOgBxcBFhBXiB6p?BcqB,v115@7gB8HeB8GeD8CeG8BeG8Jem7IvhFqhBTdBxfBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8Jei6IvhFRcBciB3fBGhBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8Je2/IvhFCcBxhBXiB0kBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhF8fBCcBxhBXiBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8JeR8IvhFciBFgBThBSqB/p?BmpB,v115@7gB8HeB8GeD8CeG8BeG8Je06IvhFShBTdB/kBeqBRr?BlqB,v115@7gB8HeB8GeD8CeG8BeG8Jem7IvhFSiBxfBzhBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8Jel7IvhFGdB/kBZlB8lBzm?B6pB
STIJOZL,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STIZLJO,O,X,X,O,X,O,O,O,O,O,X,X,O,X
STIZLOJ,O,X,X,O,X,O,O,O,X,X,X,X,X,O
STIZJLO,O,X,X,O,X,O,O,O,O,O,X,X,O,X
STIZJOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
STIZOLJ,O,X,X,O,X,O,O,O,X,X,X,X,X,O
STIZOJL,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STIOLJZ,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STIOLZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X
STIOJLZ,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STIOJZL,X,X,O,O,X,X,X,X,X,X,X,X,X,O
STIOZLJ,X,X,O,O,X,O,O,X,X,X,X,X,X,O
STIOZJL,X,X,O,O,X,O,X,X,X,X,X,X,X,O
STLIJZO,X,O,O,O,X,X,O,O,O,X,X,X,O,X
STLIJOZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X
STLIZJO,X,O,O,O,X,O,O,O,O,O,X,X,O,X
STLIZOJ,X,O,O,O,X,O,O,O,X,X,X,X,X,X
STLIOJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STLIOZJ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
STLJIZO,X,O,O,O,X,X,O,O,O,X,X,X,O,X
STLJIOZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X
STLJZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
STLJZOI,O,O,X,O,X,X,O,O,X,X,X,X,X,X
STLJOIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STLJOZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
STLZIJO,O,O,O,O,X,O,O,O,O,O,X,X,O,X
STLZIOJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STLZJIO,O,O,O,O,X,O,O,O,O,O,X,X,O,X
STLZJOI,O,O,X,O,X,O,O,O,X,X,X,X,X,X
STLZOIJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STLZOJI,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STLOIJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STLOIZJ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
STLOJIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STLOJZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
STLOZIJ,X,O,O,O,X,O,O,O,X,X,X,X,X,X
STLOZJI,X,O,O,O,X,O,O,O,X,X,X,X,X,X
STJILZO,X,X,O,O,X,X,O,O,O,X,X,O,O,X
STJILOZ,X,X,O,O,X,X,O,X,O,X,X,O,O,X
STJIZLO,O,X,X,O,X,O,O,O,X,X,X,O,O,X
STJIZOL,O,X,X,O,X,O,X,O,X,X,X,O,X,X
STJIOLZ,X,X,X,O,X,X,O,X,X,X,X,O,O,X
STJIOZL,X,X,X,O,X,X,X,X,X,X,X,O,X,O
STJLIZO,X,O,O,O,X,X,O,O,O,X,X,X,O,X
STJLIOZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X
STJLZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
STJLZOI,O,O,X,O,X,X,O,O,X,X,X,X,X,X
STJLOIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STJLOZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
STJZILO,O,X,X,O,X,O,O,O,X,X,X,O,O,X
STJZIOL,O,X,X,O,X,O,X,O,X,X,X,O,X,X
STJZLIO,O,X,O,O,X,O,O,O,X,X,X,X,O,X
STJZLOI,O,X,X,O,X,O,O,O,X,X,X,X,X,X
STJZOIL,O,X,X,O,X,O,X,O,X,X,X,O,X,X
STJZOLI,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STJOILZ,X,X,O,O,X,X,O,X,X,X,X,O,O,X
STJOIZL,X,X,O,O,X,X,X,X,X,X,X,O,X,O
STJOLIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STJOLZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
STJOZIL,O,X,O,O,X,X,X,O,X,X,X,O,X,O
STJOZLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STZILJO,O,O,X,O,X,O,O,O,O,O,X,X,O,X
STZILOJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O
STZIJLO,O,X,X,O,X,O,O,O,O,O,X,X,O,X
STZIJOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
STZIOLJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O
STZIOJL,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STZLIJO,O,O,O,O,X,O,O,O,O,O,X,X,O,X
STZLIOJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,O,O,O,O,O,X,X,O,X
STZLJOI,O,O,X,O,X,O,O,O,X,X,X,X,X,X
STZLOIJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STZLOJI,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STZJILO,O,X,X,O,X,O,O,O,O,O,X,X,O,X
STZJIOL,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STZJLIO,O,X,O,O,X,O,O,O,O,O,X,X,O,X
STZJLOI,O,X,X,O,X,O,O,O,X,X,X,X,X,X
STZJOIL,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STZJOLI,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STZOILJ,O,O,O,O,X,O,O,O,X,X,X,X,X,O
STZOIJL,O,X,O,O,X,O,X,X,X,X,X,X,X,O
STZOLIJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STZOLJI,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STZOJIL,O,X,O,O,X,O,X,O,X,X,X,X,X,O
STZOJLI,O,X,O,O,X,O,X,O,X,X,X,X,X,X
STOILJZ,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STOILZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X
STOIJLZ,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STOIJZL,X,X,O,O,X,X,X,X,X,X,X,X,X,O
STOIZLJ,X,X,O,O,X,O,O,X,X,X,X,X,X,O
STOIZJL,X,X,O,O,X,O,X,X,X,X,X,X,X,O
STOLIJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STOLIZJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STOLJIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STOLJZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
STOLZIJ,X,O,O,O,X,X,O,O,X,X,X,X,X,X
STOLZJI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
STOJILZ,X,X,O,O,X,X,O,X,X,X,X,O,O,X
STOJIZL,X,X,O,O,X,X,X,X,X,X,X,O,X,O
STOJLIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STOJLZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
STOJZIL,O,X,O,O,X,X,X,O,X,X,X,O,X,O
STOJZLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOZILJ,O,X,O,O,X,O,O,O,X,X,X,X,X,O
STOZIJL,O,X,O,O,X,O,X,X,X,X,X,X,X,O
STOZLIJ,O,X,O,O,X,O,O,O,X,X,X,X,X,X
STOZLJI,O,X,O,O,X,O,O,O,X,X,X,X,X,X
STOZJIL,O,X,O,O,X,O,X,O,X,X,X,X,X,O
STOZJLI,O,X,O,O,X,O,X,O,X,X,X,X,X,X
SITLJZO,X,X,O,O,X,X,O,O,O,X,X,X,O,X
SITLJOZ,X,X,O,O,X,X,O,X,O,X,X,X,O,X
SITLZJO,X,X,O,O,X,O,O,O,O,O,X,X,O,X
SITLZOJ,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SITLOJZ,X,X,O,O,X,X,O,X,X,X,X,X,O,X
SITLOZJ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SITJLZO,X,X,O,O,X,X,O,O,O,X,X,X,O,X
SITJLOZ,X,X,O,O,X,X,O,X,O,X,X,X,O,X
SITJZLO,O,X,X,O,X,O,O,O,X,X,X,X,O,X
SITJZOL,O,X,X,O,X,O,X,O,X,X,X,X,X,X
SITJOLZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X
SITJOZL,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SITZLJO,O,X,X,O,X,O,O,O,O,O,X,X,O,X
SITZLOJ,O,X,X,O,X,O,O,O,X,X,X,X,X,O
SITZJLO,O,X,X,O,X,O,O,O,O,O,X,X,O,X
SITZJOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
SITZOLJ,O,X,X,O,X,O,O,O,X,X,X,X,X,O
SITZOJL,O,X,X,O,X,O,X,X,X,X,X,X,X,O
SITOLJZ,X,X,O,O,X,X,O,X,X,X,X,X,O,X
SITOLZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SITOJLZ,X,X,O,O,X,X,O,X,X,X,X,X,O,X
SITOJZL,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SITOZLJ,X,X,O,O,X,O,O,X,X,X,X,X,X,O
SITOZJL,X,X,O,O,X,O,X,X,X,X,X,X,X,O
SILTJZO,X,O,O,O,X,X,O,O,O,X,X,X,O,X
SILTJOZ,X,O,O,O,X,X,O,X,O,X,X,X,O,X
SILTZJO,X,O,O,O,X,O,O,O,O,O,X,X,O,X
SILTZOJ,X,O,O,O,X,O,O,O,X,X,X,X,X,X
SILTOJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SILTOZJ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
SILJTZO,X,O,O,O,X,X,O,X,X,X,X,O,O,X
SILJTOZ,X,O,O,O,X,X,O,X,X,X,X,O,O,X
SILJZTO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
SILJZOT,X,O,O,O,X,O,O,O,X,X,X,O,O,X
SILJOTZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
SILJOZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
SILZTJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SILZTOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,O
SILZJTO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
SILZJOT,X,O,O,O,X,O,O,O,X,X,X,X,O,X
SILZOTJ,X,O,X,O,X,O,X,O,X,X,X,X,X,O
SILZOJT,X,O,O,O,X,O,O,O,X,X,X,X,X,O
SILOTJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SILOTZJ,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SILOJTZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
SILOJZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
SILOZTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SILOZJT,X,X,O,X,X,O,O,X,X,O,X,X,X,O
SIJTLZO,X,X,O,X,X,X,O,X,X,X,X,O,O,X
SIJTLOZ,X,X,O,X,X,X,O,X,X,X,X,O,O,X
SIJTZLO,O,X,X,X,X,O,O,X,X,X,X,O,O,X
SIJTZOL,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJTOLZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X
SIJTOZL,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SIJLTZO,X,O,O,X,X,X,O,X,X,X,X,O,O,X
SIJLTOZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
SIJLZTO,X,O,O,X,X,O,X,O,X,X,X,O,O,X
SIJLZOT,X,O,O,X,X,O,O,O,X,X,X,O,O,X
SIJLOTZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
SIJLOZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
SIJZTLO,O,X,X,X,X,O,X,O,X,X,X,O,X,X
SIJZTOL,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIJZLTO,X,X,X,X,X,O,X,O,X,X,X,O,O,X
SIJZLOT,O,X,X,X,X,O,O,O,X,X,X,O,O,X
SIJZOTL,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIJZOLT,O,X,X,X,X,O,X,O,X,X,X,O,X,O
SIJOTLZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SIJOLTZ,X,O,X,X,X,X,O,X,X,X,X,O,O,X
SIJOLZT,X,X,X,X,X,X,O,X,X,X,X,O,O,O
SIJOZTL,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIJOZLT,O,X,X,X,X,X,X,X,X,O,X,O,X,O
SIZTLJO,O,O,X,O,X,O,X,O,O,X,X,X,X,X
SIZTLOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SIZTJLO,O,X,X,O,X,O,X,O,O,X,X,X,X,X
SIZTJOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
SIZTOLJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SIZTOJL,O,X,X,O,X,O,X,X,X,X,X,X,X,O
SIZLTJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SIZLTOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SIZLJTO,X,O,X,O,X,O,X,O,X,X,X,X,O,X
SIZLJOT,O,O,X,O,X,O,O,O,X,X,X,X,O,X
SIZLOTJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SIZLOJT,O,O,X,O,X,O,O,O,X,X,X,X,X,O
SIZJTLO,O,X,X,O,X,O,X,O,X,X,X,X,X,X
SIZJTOL,O,X,X,O,X,O,X,X,X,X,X,X,X,O
SIZJLTO,X,O,X,O,X,O,X,O,X,X,X,X,O,X
SIZJLOT,O,O,X,O,X,O,O,O,X,X,X,X,O,X
SIZJOTL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJOLT,O,O,X,X,X,O,X,O,X,X,X,X,X,O
SIZOTLJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SIZOTJL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SIZOLJT,O,O,X,O,X,O,O,O,X,X,X,X,X,O
SIZOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZOJLT,O,O,X,X,X,O,X,X,X,X,X,X,X,O
SIOTLJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIOTLZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SIOTJLZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIOTJZL,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIOTZLJ,X,X,O,X,X,O,O,X,X,O,X,X,X,O
SIOTZJL,X,X,O,X,X,O,X,X,X,O,X,X,X,O
SIOLTJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SIOLTZJ,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SIOLJTZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
SIOLJZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
SIOLZTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOLZJT,X,X,O,X,X,O,O,X,X,O,X,X,X,O
SIOJTLZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIOJTZL,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SIOJLTZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
SIOJLZT,X,X,O,X,X,X,O,X,X,X,X,O,O,O
SIOJZTL,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOJZLT,O,X,X,X,X,X,X,X,X,O,X,O,X,O
SIOZTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOZTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOZLJT,O,X,X,X,X,O,O,X,X,O,X,X,X,O
SIOZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOZJLT,O,X,X,X,X,O,X,X,X,O,X,X,X,O
SLTIJZO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
SLTIJOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLTIZJO,X,O,O,O,X,O,O,O,X,X,X,X,O,X
SLTIZOJ,X,O,O,O,X,O,O,O,X,X,O,X,X,X
SLTIOJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLTIOZJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X
SLTJIZO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
SLTJIOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLTJZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
SLTJZOI,O,O,X,O,X,X,O,O,X,X,O,X,X,X
SLTJOIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLTJOZI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
SLTZIJO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
SLTZIOJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
SLTZJIO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
SLTZJOI,O,O,X,O,X,O,O,O,X,X,O,X,X,X
SLTZOIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
SLTZOJI,O,O,O,O,X,O,O,O,X,X,O,X,X,X
SLTOIJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLTOIZJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X
SLTOJIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLTOJZI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
SLTOZIJ,X,O,O,O,X,O,O,O,X,X,O,X,X,X
SLTOZJI,X,O,O,O,X,O,O,O,X,X,O,X,X,X
SLITJZO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
SLITJOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLITZJO,X,O,O,O,X,O,O,O,X,X,X,X,O,X
SLITZOJ,X,O,O,O,X,O,O,O,X,X,O,X,X,X
SLITOJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLITOZJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X
SLIJTZO,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLIJTOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLIJZTO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
SLIJZOT,X,O,O,O,X,O,O,O,X,X,X,X,O,X
SLIJOTZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X
SLIJOZT,X,X,O,X,X,O,O,X,X,X,X,X,O,O
SLIZTJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLIZTOJ,X,O,X,O,X,O,X,O,X,X,O,X,X,O
SLIZJTO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
SLIZJOT,X,O,O,O,X,O,O,O,X,X,X,X,O,X
SLIZOTJ,X,O,X,O,X,O,X,O,X,X,O,X,X,O
SLIZOJT,X,O,O,O,X,O,O,O,X,X,O,X,X,O
SLIOTJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLIOTZJ,X,O,O,X,X,O,O,X,X,X,O,X,X,X
SLIOJTZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X
SLIOJZT,X,X,O,X,X,O,O,X,X,X,X,X,O,O
SLIOZTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SLIOZJT,X,X,O,X,X,O,O,X,X,X,O,X,X,O
SLJTIZO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
SLJTIOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLJTZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
SLJTZOI,O,O,X,O,X,X,O,O,X,X,O,X,X,X
SLJTOIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLJTOZI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
SLJITZO,X,O,O,O,X,X,O,X,X,X,X,O,O,X
SLJITOZ,X,O,O,O,X,X,O,X,X,X,X,O,O,X
SLJIZTO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
SLJIZOT,X,O,O,O,X,O,O,O,X,X,X,O,O,X
SLJIOTZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
SLJIOZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
SLJZTIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
SLJZTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
SLJZITO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
SLJZIOT,O,O,O,O,X,O,O,O,X,X,X,O,O,X
SLJZOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
SLJZOIT,O,O,X,O,X,O,O,O,X,X,O,O,X,X
SLJOTIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLJOTZI,X,O,O,O,X,X,O,X,X,X,O,X,X,X
SLJOITZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
SLJOIZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
SLJOZTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
SLJOZIT,O,O,O,O,X,O,O,O,X,X,O,O,X,O
SLZTIJO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
SLZTIOJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
SLZTJIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
SLZTJOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
SLZTOIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
SLZTOJI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
SLZITJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SLZITOJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
SLZIJTO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
SLZIJOT,O,O,O,O,X,O,O,O,X,X,X,X,O,X
SLZIOTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
SLZIOJT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
SLZJTIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
SLZJTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
SLZJITO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
SLZJIOT,O,O,O,O,X,O,O,O,X,X,X,X,O,X
SLZJOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
SLZJOIT,O,O,X,O,X,O,O,O,X,X,O,X,X,X
SLZOTIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
SLZOTJI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
SLZOITJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
SLZOIJT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
SLZOJTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
SLZOJIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
SLOTIJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLOTIZJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X
SLOTJIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLOTJZI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
SLOTZIJ,X,O,O,O,X,O,O,O,X,X,O,X,X,X
SLOTZJI,X,O,O,O,X,O,O,O,X,X,O,X,X,X
SLOITJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLOITZJ,X,O,O,X,X,O,O,X,X,X,O,X,X,X
SLOIJTZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X
SLOIJZT,X,X,O,X,X,O,O,X,X,X,X,X,O,O
SLOIZTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SLOIZJT,X,X,O,X,X,O,O,X,X,X,O,X,X,O
SLOJTIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SLOJTZI,X,O,O,O,X,X,O,X,X,X,O,X,X,X
SLOJITZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
SLOJIZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
SLOJZTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
SLOJZIT,O,O,O,O,X,O,O,O,X,X,O,O,X,O
SLOZTIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
SLOZTJI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
SLOZITJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
SLOZIJT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
SLOZJTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
SLOZJIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
SJTILZO,X,X,O,O,X,X,O,O,X,X,X,O,O,X
SJTILOZ,X,X,O,O,X,X,O,X,X,X,X,O,O,X
SJTIZLO,O,X,X,O,X,O,O,O,X,X,X,O,O,X
SJTIZOL,O,X,X,O,X,O,X,O,X,X,X,O,X,X
SJTIOLZ,X,X,X,O,X,X,O,X,X,X,X,O,O,X
SJTIOZL,X,X,X,O,X,X,X,X,X,X,X,O,X,O
SJTLIZO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
SJTLIOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SJTLZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
SJTLZOI,O,O,X,O,X,X,O,O,X,X,X,X,X,X
SJTLOIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
SJTLOZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
SJTZILO,O,X,X,O,X,O,O,O,X,X,X,O,O,X
SJTZIOL,O,X,X,O,X,O,X,O,X,X,X,O,X,X
SJTZLIO,O,X,O,O,X,O,O,O,X,X,X,X,O,X
SJTZLOI,O,X,X,O,X,O,O,O,X,X,X,X,X,X
SJTZOIL,O,X,X,O,X,O,X,O,X,X,X,O,X,X
SJTZOLI,O,X,X,O,X,O,X,O,X,X,X,X,X,X
SJTOILZ,X,X,O,O,X,X,O,X,X,X,X,O,O,X
SJTOIZL,X,X,O,O,X,X,X,X,X,X,X,O,X,O
SJTOLIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
