sequence,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeB0hBfqBll?BCqB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeBFgB0hBqp?B3qB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeB3gB1mBqp?BUqB,v115@5gB8HeB8IeD8CeG8BeG8Jem7IvhFqhBTeBxfBlkB3l?B0pB,v115@5gB8HeB8IeD8CeG8BeG8JeR7IvhFqhBTeBmgBlkBcq?B/pB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeBUgB1mBqp?B3qB,v115@5gB8HeB8IeD8CeG8BeG8Jex6IvhFXcBTeBifB1mBup?BcqB,v115@5gB8HeB8IeD8CeG8BeG8Jey/IvhFGcBTeBlkBRmB3l?B0pB,v115@5gB8HeB8IeD8CeG8BeG8Je06IvhFShBTeB/kBeqBRr?BlqB,v115@5gB8HeB8IeD8CeG8BeG8JeK/IvhFxbBTeBulB1mB8p?BfqB,v115@5gB8HeB8IeD8CeG8BeG8JeT+IvhFxfBXhB2kB0hBCq?BFqB
JTSIZLO,X,X,X,X,X,X,X,X,O,X,X
JTSIZOL,X,X,X,X,X,X,X,X,O,X,X
JTSIOLZ,X,X,O,O,X,O,O,X,O,X,X
JTSIOZL,X,X,X,X,X,X,O,X,O,X,X
JTSLIZO,X,O,O,O,X,X,X,X,X,X,X
JTSLIOZ,X,O,O,O,X,O,O,X,X,X,X
JTSLZIO,X,O,O,O,X,O,X,X,X,X,X
JTSLZOI,X,O,O,O,X,O,X,X,X,X,X
JTSLOIZ,X,O,O,O,X,O,O,X,X,X,X
JTSLOZI,X,O,O,O,X,O,O,X,X,X,X
JTSZILO,O,X,X,X,X,X,O,X,O,X,X
JTSZIOL,O,X,X,X,X,X,O,X,O,X,X
JTSZLIO,O,X,X,X,X,X,O,X,X,O,X
JTSZLOI,O,X,X,X,X,X,O,X,X,O,X
JTSZOIL,O,X,X,X,X,X,O,X,O,X,X
JTSZOLI,O,X,X,X,X,X,O,X,X,O,X
JTSOILZ,X,X,O,O,X,O,O,X,O,X,X
JTSOIZL,X,X,X,X,X,X,O,X,O,X,X
JTSOLIZ,X,O,O,O,X,O,O,X,X,X,X
JTSOLZI,X,O,O,O,X,O,O,X,X,X,X
JTSOZIL,O,X,X,X,X,X,O,X,O,X,X
JTSOZLI,O,X,X,X,X,X,O,X,X,O,X
JTZILSO,X,X,X,X,O,X,O,X,X,O,X
JTZILOS,X,X,X,X,O,X,O,X,X,O,X
JTZISLO,O,X,X,X,X,X,O,X,X,X,X
JTZISOL,O,X,X,X,X,X,O,X,X,X,X
JTZIOLS,X,O,O,X,O,O,O,X,X,O,X
JTZIOSL,O,X,X,X,X,X,O,X,X,X,X
JTZLISO,X,O,X,X,O,O,O,X,X,O,X
JTZLIOS,X,O,O,X,O,O,O,X,X,O,X
JTZLSIO,O,O,O,X,O,O,O,X,X,O,X
JTZLSOI,O,O,O,X,O,O,O,X,X,O,X
JTZLOIS,X,O,O,X,O,O,O,X,X,O,X
JTZLOSI,O,O,O,X,O,O,O,X,X,O,X
JTZSILO,O,X,X,X,X,X,O,X,X,X,X
JTZSIOL,O,X,X,X,X,X,O,X,X,X,X
JTZSLIO,O,X,X,X,O,X,O,X,X,O,X
JTZSLOI,O,X,X,X,O,X,O,X,X,O,X
JTZSOIL,O,X,X,X,X,X,O,X,X,X,X
JTZSOLI,O,X,X,X,O,X,O,X,X,O,X
JTZOILS,X,O,O,X,O,O,O,X,X,O,X
JTZOISL,O,X,X,X,X,X,O,X,X,X,X
JTZOLIS,X,O,O,X,O,O,O,X,X,O,X
JTZOLSI,O,O,O,X,O,O,O,X,X,O,X
JTZOSIL,O,X,X,X,X,X,O,X,X,X,X
JTZOSLI,O,X,X,X,O,X,O,X,X,O,X
JTOILSZ,X,X,O,X,X,O,X,O,O,X,X
JTOILZS,X,X,O,X,X,O,X,X,X,X,X
JTOISLZ,X,X,O,X,X,O,X,O,O,X,X
JTOISZL,X,X,X,X,X,X,X,O,O,X,X
JTOIZLS,X,X,O,X,X,O,X,X,X,O,X
JTOIZSL,X,X,X,X,X,X,X,O,X,X,X
JTOLISZ,X,O,O,X,X,O,O,X,X,X,X
JTOLIZS,X,O,O,X,X,O,X,X,X,X,X
JTOLSIZ,X,O,O,O,X,O,O,X,X,X,X
JTOLSZI,X,O,O,O,X,O,O,X,X,X,X
JTOLZIS,X,O,O,X,O,O,X,X,X,O,X
JTOLZSI,X,O,O,X,O,O,X,X,X,O,X
JTOSILZ,X,X,O,O,X,O,O,X,O,X,X
JTOSIZL,X,X,X,X,X,X,O,X,O,X,X
JTOSLIZ,X,O,O,O,X,O,O,X,X,X,X
JTOSLZI,X,O,O,O,X,O,O,X,X,X,X
JTOSZIL,O,X,X,X,X,X,O,X,O,X,X
JTOSZLI,O,X,X,X,X,X,O,X,X,O,X
JTOZILS,X,O,O,X,O,O,O,X,X,O,X
JTOZISL,O,X,X,X,X,X,O,X,X,X,X
JTOZLIS,X,O,O,X,O,O,O,X,X,O,X
JTOZLSI,O,O,O,X,O,O,O,X,X,O,X
JTOZSIL,O,X,X,X,X,X,O,X,X,X,X
JTOZSLI,O,X,X,X,O,X,O,X,X,O,X
JITLSZO,X,X,O,X,X,X,X,O,O,X,X
JITLSOZ,X,X,O,X,X,O,X,O,O,X,X
JITLZSO,X,X,X,X,X,O,X,X,X,X,X
JITLZOS,X,X,O,X,X,O,X,X,X,X,X
JITLOSZ,X,X,O,X,X,O,X,O,O,X,X
JITLOZS,X,X,O,X,X,O,X,X,X,X,X
JITSLZO,X,X,X,X,X,X,X,O,O,X,X
JITSLOZ,X,X,X,X,X,X,X,O,O,X,X
JITSZLO,X,X,X,X,X,X,X,O,O,X,X
JITSZOL,X,X,X,X,X,X,X,O,O,X,X
JITSOLZ,X,X,O,X,X,O,X,O,O,X,X
JITSOZL,X,X,X,X,X,X,X,O,O,X,X
JITZLSO,X,X,X,X,X,X,X,X,X,X,X
JITZLOS,X,X,X,X,X,X,X,X,X,X,X
JITZSLO,X,X,X,X,X,X,X,O,X,X,X
JITZSOL,X,X,X,X,X,X,X,O,X,X,X
JITZOLS,X,X,O,X,X,O,X,X,X,X,X
JITZOSL,X,X,X,X,X,X,X,O,X,X,X
JITOLSZ,X,X,O,X,X,O,X,O,O,X,X
JITOLZS,X,X,O,X,X,O,X,X,X,X,X
JITOSLZ,X,X,O,X,X,O,X,O,O,X,X
JITOSZL,X,X,X,X,X,X,X,O,O,X,X
JITOZLS,X,X,O,X,X,O,X,X,X,X,X
JITOZSL,X,X,X,X,X,X,X,O,X,X,X
JILTSZO,X,X,O,X,X,X,X,O,O,X,X
JILTSOZ,X,O,O,X,X,O,X,O,O,X,X
JILTZSO,X,O,X,X,X,O,X,X,X,X,X
JILTZOS,X,O,O,X,X,O,X,X,X,X,X
JILTOSZ,X,O,O,X,X,O,X,O,O,X,X
JILTOZS,X,O,O,X,X,O,X,X,X,X,X
JILSTZO,X,O,X,X,X,X,X,X,O,X,X
JILSTOZ,X,O,X,X,X,X,X,X,O,X,X
JILSZTO,X,X,X,X,X,X,X,X,O,X,X
JILSZOT,X,X,X,X,X,X,X,X,O,X,X
JILSOTZ,X,O,X,X,X,X,X,X,O,X,X
JILSOZT,X,X,X,X,X,X,X,X,O,X,X
JILZTSO,X,O,X,X,O,X,X,X,X,X,X
JILZTOS,X,O,X,X,O,X,X,X,X,X,X
JILZSTO,X,O,X,X,X,X,X,X,O,X,X
JILZSOT,X,O,X,X,X,X,X,X,O,X,X
JILZOTS,X,O,X,X,O,X,X,X,X,X,X
JILZOST,X,O,X,X,X,X,X,X,O,X,X
JILOTSZ,X,O,O,X,X,O,X,O,O,X,X
JILOTZS,X,O,O,X,X,O,X,X,X,X,X
JILOSTZ,X,O,X,X,X,X,X,X,O,X,X
JILOSZT,X,X,X,X,X,X,X,X,O,X,X
JILOZTS,X,O,X,X,O,X,X,X,X,X,X
JILOZST,X,O,X,X,X,X,X,X,O,X,X
JISTLZO,X,X,X,X,X,X,X,O,O,X,X
JISTLOZ,X,X,X,X,X,X,X,O,O,X,X
JISTZLO,X,X,X,X,X,X,X,O,O,X,X
JISTZOL,X,X,X,X,X,X,X,O,O,X,X
JISTOLZ,X,X,X,X,X,X,X,O,O,X,X
JISTOZL,X,X,X,X,X,X,X,O,O,X,X
JISLTZO,X,O,X,X,X,X,X,X,O,X,X
JISLTOZ,X,O,X,X,X,X,X,X,O,X,X
JISLZTO,X,X,X,X,X,X,X,X,O,X,X
JISLZOT,X,X,X,X,X,X,X,X,O,X,X
JISLOTZ,X,O,X,X,X,X,X,X,O,X,X
JISLOZT,X,X,X,X,X,X,X,X,O,X,X
JISZTLO,O,X,X,X,X,X,X,X,O,X,X
JISZTOL,O,X,X,X,X,X,X,X,O,X,X
JISZLTO,X,X,X,X,X,X,X,X,O,X,X
JISZLOT,O,X,X,X,X,X,X,X,O,X,X
JISZOTL,O,X,X,X,X,X,X,X,O,X,X
JISZOLT,O,X,X,X,X,X,X,X,O,X,X
JISOTLZ,X,X,X,X,X,X,X,O,O,X,X
JISOTZL,X,X,X,X,X,X,X,O,O,X,X
JISOLTZ,X,O,X,X,X,X,X,X,O,X,X
JISOLZT,X,X,X,X,X,X,X,X,O,X,X
JISOZTL,O,X,X,X,X,X,X,X,O,X,X
JISOZLT,O,X,X,X,X,X,X,X,O,X,X
JIZTLSO,X,X,X,X,O,X,X,X,X,X,X
JIZTLOS,X,X,X,X,O,X,X,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X,O,X,X,X
JIZTSOL,O,X,X,X,X,X,X,O,X,X,X
JIZTOLS,X,O,X,X,O,X,X,X,X,X,X
JIZTOSL,O,X,X,X,X,X,X,O,X,X,X
JIZLTSO,X,O,X,X,O,X,X,X,X,X,X
JIZLTOS,X,O,X,X,O,X,X,X,X,X,X
JIZLSTO,X,O,X,X,X,X,X,X,O,X,X
JIZLSOT,X,O,X,X,X,X,X,X,O,X,X
JIZLOTS,X,O,X,X,O,X,X,X,X,X,X
JIZLOST,O,O,X,X,X,X,X,X,O,X,X
JIZSTLO,O,X,X,X,X,X,X,X,O,X,X
JIZSTOL,O,X,X,X,X,X,X,X,O,X,X
JIZSLTO,X,X,X,X,X,X,X,X,O,X,X
JIZSLOT,O,X,X,X,X,X,X,X,O,X,X
JIZSOTL,O,X,X,X,X,X,X,X,O,X,X
JIZSOLT,O,O,X,X,X,X,X,X,O,X,X
JIZOTLS,X,O,X,X,O,X,X,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X,O,X,X,X
JIZOLTS,X,O,X,X,O,X,X,X,X,X,X
JIZOLST,O,O,X,X,X,X,X,X,O,X,X
JIZOSTL,O,X,X,X,X,X,X,X,O,X,X
JIZOSLT,O,O,X,X,X,X,X,X,O,X,X
JIOTLSZ,X,X,O,X,X,O,X,O,O,X,X
JIOTLZS,X,X,O,X,X,O,X,X,X,X,X
JIOTSLZ,X,X,O,X,X,O,X,O,O,X,X
JIOTSZL,X,X,X,X,X,X,X,O,O,X,X
JIOTZLS,X,X,O,X,X,O,X,X,X,X,X
JIOTZSL,X,X,X,X,X,X,X,O,X,X,X
JIOLTSZ,X,O,O,X,X,O,X,O,O,X,X
JIOLTZS,X,O,O,X,X,O,X,X,X,X,X
JIOLSTZ,X,O,X,X,X,X,X,X,O,X,X
JIOLSZT,X,X,X,X,X,X,X,X,O,X,X
JIOLZTS,X,O,X,X,O,X,X,X,X,X,X
JIOLZST,X,O,X,X,X,X,X,X,O,X,X
JIOSTLZ,X,X,X,X,X,X,X,O,O,X,X
JIOSTZL,X,X,X,X,X,X,X,O,O,X,X
JIOSLTZ,X,O,X,X,X,X,X,X,O,X,X
JIOSLZT,X,X,X,X,X,X,X,X,O,X,X
JIOSZTL,O,X,X,X,X,X,X,X,O,X,X
JIOSZLT,O,X,X,X,X,X,X,X,O,X,X
JIOZTLS,X,O,X,X,O,X,X,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X,O,X,X,X
JIOZLTS,X,O,X,X,O,X,X,X,X,X,X
JIOZLST,O,O,X,X,X,X,X,X,O,X,X
JIOZSTL,O,X,X,X,X,X,X,X,O,X,X
JIOZSLT,O,O,X,X,X,X,X,X,O,X,X
JLTISZO,X,X,O,X,X,X,X,X,X,X,X
JLTISOZ,X,O,O,X,X,O,O,X,X,X,X
JLTIZSO,X,O,X,X,X,O,X,X,X,X,X
JLTIZOS,X,O,O,X,X,O,X,X,X,X,X
JLTIOSZ,X,O,O,X,X,O,O,X,X,X,X
JLTIOZS,X,O,O,X,X,O,X,X,X,X,X
JLTSIZO,X,O,O,O,X,X,X,X,X,X,X
JLTSIOZ,X,O,O,O,X,O,O,X,X,X,X
JLTSZIO,X,O,O,O,X,O,X,X,X,X,X
JLTSZOI,X,O,O,O,X,O,X,X,X,X,X
JLTSOIZ,X,O,O,O,X,O,O,X,X,X,X
JLTSOZI,X,O,O,O,X,O,O,X,X,X,X
JLTZISO,X,O,X,X,O,O,X,X,X,O,X
JLTZIOS,X,O,O,X,O,O,X,X,X,O,X
JLTZSIO,X,O,O,X,O,O,X,X,X,O,X
JLTZSOI,X,O,O,X,O,O,X,X,X,O,X
JLTZOIS,X,O,O,X,O,O,X,X,X,O,X
JLTZOSI,X,O,O,X,O,O,X,X,X,O,X
JLTOISZ,X,O,O,X,X,O,O,X,X,X,X
JLTOIZS,X,O,O,X,X,O,X,X,X,X,X
JLTOSIZ,X,O,O,O,X,O,O,X,X,X,X
JLTOSZI,X,O,O,O,X,O,O,X,X,X,X
JLTOZIS,X,O,O,X,O,O,X,X,X,O,X
JLTOZSI,X,O,O,X,O,O,X,X,X,O,X
JLITSZO,X,X,O,X,X,X,X,X,O,X,X
JLITSOZ,X,O,O,X,X,O,O,X,O,X,X
JLITZSO,X,O,X,X,X,O,X,X,X,X,X
JLITZOS,X,O,O,X,X,O,X,X,X,X,X
JLITOSZ,X,O,O,X,X,O,O,X,O,X,X
JLITOZS,X,O,O,X,X,O,X,X,X,X,X
JLISTZO,X,O,X,X,X,X,X,X,O,X,X
JLISTOZ,X,O,X,X,X,X,X,X,O,X,X
JLISZTO,X,X,X,X,X,X,X,X,O,X,X
JLISZOT,X,X,X,X,X,X,X,X,O,X,X
JLISOTZ,X,O,X,X,X,X,X,X,O,X,X
JLISOZT,X,X,X,X,X,X,X,X,O,X,X
JLIZTSO,X,O,X,X,O,X,X,X,X,X,X
JLIZTOS,X,O,X,X,O,X,X,X,X,X,X
JLIZSTO,X,O,X,X,X,X,X,X,O,X,X
JLIZSOT,X,O,X,X,X,X,X,X,O,X,X
JLIZOTS,X,O,X,X,O,X,X,X,X,X,X
JLIZOST,X,O,X,X,X,X,X,X,O,X,X
JLIOTSZ,X,O,O,X,X,O,O,X,O,X,X
JLIOTZS,X,O,O,X,X,O,X,X,X,X,X
JLIOSTZ,X,O,X,X,X,X,X,X,O,X,X
JLIOSZT,X,X,X,X,X,X,X,X,O,X,X
JLIOZTS,X,O,X,X,O,X,X,X,X,X,X
JLIOZST,X,O,X,X,X,X,X,X,O,X,X
JLSTIZO,X,O,O,O,X,X,X,X,X,X,X
JLSTIOZ,X,O,O,O,X,O,X,X,X,X,X
JLSTZIO,X,O,O,O,X,O,X,X,X,X,X
JLSTZOI,X,O,O,O,X,O,X,X,X,X,X
JLSTOIZ,X,O,O,O,X,O,X,X,X,X,X
JLSTOZI,X,O,O,O,X,O,X,X,X,X,X
JLSITZO,X,O,X,O,X,X,X,X,O,X,X
JLSITOZ,X,O,X,O,X,X,X,X,O,X,X
JLSIZTO,X,X,X,X,X,X,X,X,O,X,X
JLSIZOT,X,X,X,O,X,X,X,X,O,X,X
JLSIOTZ,X,O,X,O,X,X,X,X,O,X,O
JLSIOZT,X,X,X,O,X,X,X,X,O,X,O
JLSZTIO,O,O,X,O,O,X,X,X,X,X,X
JLSZTOI,O,O,X,O,O,X,X,X,X,X,X
JLSZITO,X,O,X,X,X,X,X,X,O,X,X
JLSZIOT,O,O,X,O,X,X,X,X,O,X,X
JLSZOTI,O,O,X,O,O,X,X,X,X,X,X
JLSZOIT,O,O,X,O,X,X,X,X,O,X,X
JLSOTIZ,X,O,O,O,X,O,X,X,X,X,X
JLSOTZI,X,O,O,O,X,O,X,X,X,X,X
JLSOITZ,X,O,X,O,X,X,X,X,O,X,O
JLSOIZT,X,X,X,O,X,X,X,X,O,X,O
JLSOZTI,O,O,X,O,O,X,X,X,X,X,X
JLSOZIT,O,O,X,O,X,X,X,X,O,X,X
JLZTISO,X,O,X,X,O,O,X,X,X,O,X
JLZTIOS,X,O,O,X,O,O,X,X,X,O,X
JLZTSIO,O,O,O,X,O,O,X,X,X,O,X
JLZTSOI,O,O,O,X,O,O,X,X,X,O,X
JLZTOIS,X,O,O,X,O,O,X,X,X,O,X
JLZTOSI,O,O,O,X,O,O,X,X,X,O,X
JLZITSO,X,O,X,X,O,X,X,X,X,X,X
JLZITOS,X,O,X,X,O,X,X,X,X,X,X
JLZISTO,X,O,X,X,X,X,X,X,X,X,X
JLZISOT,X,O,X,X,X,X,X,X,X,X,X
JLZIOTS,X,O,X,X,O,X,X,X,X,X,X
JLZIOST,O,O,X,X,X,X,X,X,X,X,X
JLZSTIO,O,O,X,X,O,X,X,X,X,X,X
JLZSTOI,O,O,X,X,O,X,X,X,X,X,X
JLZSITO,X,O,X,X,X,X,X,X,X,X,X
JLZSIOT,O,O,X,X,X,X,X,X,X,X,X
JLZSOTI,O,O,X,X,O,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X,X,X
JLZOTIS,X,O,O,X,O,O,X,X,X,O,X
JLZOTSI,O,O,O,X,O,O,X,X,X,O,X
JLZOITS,X,O,X,X,O,X,X,X,X,X,X
JLZOIST,O,O,X,X,X,X,X,X,X,X,X
JLZOSTI,O,O,X,X,O,X,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,X,X,X,X
JLOTISZ,X,O,O,X,X,O,O,X,X,X,X
JLOTIZS,X,O,O,X,X,O,X,X,X,X,X
JLOTSIZ,X,O,O,O,X,O,O,X,X,X,X
JLOTSZI,X,O,O,O,X,O,O,X,X,X,X
JLOTZIS,X,O,O,X,O,O,X,X,X,O,X
JLOTZSI,X,O,O,X,O,O,X,X,X,O,X
JLOITSZ,X,O,O,X,X,O,O,X,O,X,X
JLOITZS,X,O,O,X,X,O,X,X,X,X,X
JLOISTZ,X,O,X,X,X,X,X,X,O,X,X
JLOISZT,X,X,X,X,X,X,X,X,O,X,X
JLOIZTS,X,O,X,X,O,X,X,X,X,X,X
JLOIZST,X,O,X,X,X,X,X,X,O,X,X
JLOSTIZ,X,O,O,O,X,O,X,X,X,X,X
JLOSTZI,X,O,O,O,X,O,X,X,X,X,X
JLOSITZ,X,O,X,O,X,X,X,X,O,X,O
JLOSIZT,X,X,X,O,X,X,X,X,O,X,O
JLOSZTI,O,O,X,O,O,X,X,X,X,X,X
JLOSZIT,O,O,X,O,X,X,X,X,O,X,X
JLOZTIS,X,O,O,X,O,O,X,X,X,O,X
JLOZTSI,O,O,O,X,O,O,X,X,X,O,X
JLOZITS,X,O,X,X,O,X,X,X,X,X,X
JLOZIST,O,O,X,X,X,X,X,X,X,X,X
JLOZSTI,O,O,X,X,O,X,X,X,X,X,X
JLOZSIT,O,O,X,X,X,X,X,X,X,X,X
JSTILZO,X,X,X,O,X,X,X,X,O,X,X
JSTILOZ,X,X,X,O,X,X,X,X,O,X,X
JSTIZLO,X,X,X,X,X,X,X,X,O,X,X
JSTIZOL,X,X,X,X,X,X,X,X,O,X,X
JSTIOLZ,X,X,O,O,X,O,X,X,O,X,X
JSTIOZL,X,X,X,X,X,X,X,X,O,X,X
JSTLIZO,X,O,O,O,X,X,X,X,X,X,X
JSTLIOZ,X,O,O,O,X,O,X,X,X,X,X
JSTLZIO,X,O,O,O,X,O,X,X,X,X,X
JSTLZOI,X,O,O,O,X,O,X,X,X,X,X
JSTLOIZ,X,O,O,O,X,O,X,X,X,X,X
JSTLOZI,X,O,O,O,X,O,X,X,X,X,X
JSTZILO,O,X,X,X,X,X,X,X,O,X,X
JSTZIOL,O,X,X,X,X,X,X,X,O,X,X
JSTZLIO,O,X,X,X,X,X,X,X,X,X,X
JSTZLOI,O,X,X,X,X,X,X,X,X,X,X
JSTZOIL,O,X,X,X,X,X,X,X,O,X,X
JSTZOLI,O,X,X,X,X,X,X,X,X,X,X
JSTOILZ,X,X,O,O,X,O,X,X,O,X,X
JSTOIZL,X,X,X,X,X,X,X,X,O,X,X
JSTOLIZ,X,O,O,O,X,O,X,X,X,X,X
JSTOLZI,X,O,O,O,X,O,X,X,X,X,X
JSTOZIL,O,X,X,X,X,X,X,X,O,X,X
JSTOZLI,O,X,X,X,X,X,X,X,X,X,X
JSITLZO,X,X,X,X,X,X,X,X,O,X,X
JSITLOZ,X,X,X,X,X,X,X,X,O,X,X
JSITZLO,X,X,X,X,X,X,X,X,O,X,X
JSITZOL,X,X,X,X,X,X,X,X,O,X,X
JSITOLZ,X,X,X,X,X,X,X,X,O,X,X
JSITOZL,X,X,X,X,X,X,X,X,O,X,X
JSILTZO,X,O,X,X,X,X,X,X,O,X,X
JSILTOZ,X,O,X,O,X,X,X,X,O,X,X
JSILZTO,X,X,X,X,X,X,X,X,O,X,X
JSILZOT,X,X,X,O,X,X,X,X,O,X,X
JSILOTZ,X,O,X,O,X,X,X,X,O,X,X
JSILOZT,X,X,X,O,X,X,X,X,O,X,X
JSIZTLO,O,X,X,X,X,X,X,X,O,X,X
JSIZTOL,O,X,X,X,X,X,X,X,O,X,X
JSIZLTO,X,X,X,X,X,X,X,X,O,X,X
JSIZLOT,O,X,X,X,X,X,X,X,O,X,X
JSIZOTL,O,X,X,X,X,X,X,X,O,X,X
JSIZOLT,O,X,X,X,X,X,X,X,O,X,X
JSIOTLZ,X,X,X,X,X,X,X,X,O,X,X
JSIOTZL,X,X,X,X,X,X,X,X,O,X,O
JSIOLTZ,X,O,X,O,X,X,X,X,O,X,O
JSIOLZT,X,X,X,O,X,X,X,X,O,X,O
JSIOZTL,O,X,X,X,X,X,X,X,O,X,O
JSIOZLT,O,X,X,X,X,X,X,X,O,X,O
JSLTIZO,X,O,O,O,X,X,X,X,X,X,X
JSLTIOZ,X,O,O,O,X,O,X,X,X,X,X
JSLTZIO,X,O,O,O,X,O,X,X,X,X,X
JSLTZOI,X,O,O,O,X,O,X,X,X,X,X
JSLTOIZ,X,O,O,O,X,O,X,X,X,X,X
JSLTOZI,X,O,O,O,X,O,X,X,X,X,X
JSLITZO,X,O,X,O,X,X,X,X,O,X,X
JSLITOZ,X,O,X,O,X,X,X,X,O,X,X
JSLIZTO,X,X,X,X,X,X,X,X,O,X,X
JSLIZOT,X,X,X,O,X,X,X,X,O,X,X
JSLIOTZ,X,O,X,O,X,X,X,X,O,X,O
JSLIOZT,X,X,X,O,X,X,X,X,O,X,O
JSLZTIO,O,O,X,O,O,X,X,X,X,X,X
JSLZTOI,O,O,X,O,O,X,X,X,X,X,X
JSLZITO,X,O,X,X,X,X,X,X,O,X,X
JSLZIOT,O,O,X,O,X,X,X,X,O,X,X
JSLZOTI,O,O,X,O,O,X,X,X,X,X,X
JSLZOIT,O,O,X,O,X,X,X,X,O,X,X
JSLOTIZ,X,O,O,O,X,O,X,X,X,X,X
JSLOTZI,X,O,O,O,X,O,X,X,X,X,X
JSLOITZ,X,O,X,O,X,X,X,X,O,X,O
JSLOIZT,X,X,X,O,X,X,X,X,O,X,O
JSLOZTI,O,O,X,O,O,X,X,X,X,X,X
JSLOZIT,O,O,X,O,X,X,X,X,O,X,X
JSZTILO,O,X,X,X,X,X,X,X,O,X,X
JSZTIOL,O,X,X,X,X,X,X,X,O,X,X
JSZTLIO,O,X,X,X,O,X,X,X,X,X,X
JSZTLOI,O,X,X,X,O,X,X,X,X,X,X
JSZTOIL,O,X,X,X,X,X,X,X,O,X,X
JSZTOLI,O,X,X,X,O,X,X,X,X,X,X
JSZITLO,O,X,X,X,X,X,X,X,O,X,X
JSZITOL,O,X,X,X,X,X,X,X,O,X,X
JSZILTO,X,X,X,X,X,X,X,X,O,X,X
JSZILOT,O,X,X,X,X,X,X,X,O,X,X
JSZIOTL,O,X,X,X,X,X,X,X,O,X,X
JSZIOLT,O,O,X,X,X,X,X,X,O,X,X
JSZLTIO,O,O,X,X,O,X,X,X,X,X,X
JSZLTOI,O,O,X,X,O,X,X,X,X,X,X
JSZLITO,X,O,X,X,X,X,X,X,O,X,X
JSZLIOT,O,O,X,X,X,X,X,X,O,X,X
JSZLOTI,O,O,X,X,O,X,X,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X,X,O,X,X
JSZOTIL,O,X,X,X,X,X,X,X,O,X,X
JSZOTLI,O,X,X,X,O,X,X,X,X,X,X
JSZOITL,O,X,X,X,X,X,X,X,O,X,X
JSZOILT,O,O,X,X,X,X,X,X,O,X,X
JSZOLTI,O,O,X,X,O,X,X,X,X,X,X
JSZOLIT,O,O,X,X,X,X,X,X,O,X,X
JSOTILZ,X,X,O,O,X,O,X,X,O,X,X
JSOTIZL,X,X,X,X,X,X,X,X,O,X,X
JSOTLIZ,X,O,O,O,X,O,X,X,X,X,X
JSOTLZI,X,O,O,O,X,O,X,X,X,X,X
JSOTZIL,O,X,X,X,X,X,X,X,O,X,X
JSOTZLI,O,X,X,X,X,X,X,X,X,X,X
JSOITLZ,X,X,X,X,X,X,X,X,O,X,X
JSOITZL,X,X,X,X,X,X,X,X,O,X,O
JSOILTZ,X,O,X,O,X,X,X,X,O,X,O
JSOILZT,X,X,X,O,X,X,X,X,O,X,O
JSOIZTL,O,X,X,X,X,X,X,X,O,X,O
JSOIZLT,O,X,X,X,X,X,X,X,O,X,O
JSOLTIZ,X,O,O,O,X,O,X,X,X,X,X
JSOLTZI,X,O,O,O,X,O,X,X,X,X,X
JSOLITZ,X,O,X,O,X,X,X,X,O,X,O
JSOLIZT,X,X,X,O,X,X,X,X,O,X,O
JSOLZTI,O,O,X,O,O,X,X,X,X,X,X
JSOLZIT,O,O,X,O,X,X,X,X,O,X,X
JSOZTIL,O,X,X,X,X,X,X,X,O,X,X
JSOZTLI,O,X,X,X,O,X,X,X,X,X,X
JSOZITL,O,X,X,X,X,X,X,X,O,X,X
JSOZILT,O,O,X,X,X,X,X,X,O,X,X
JSOZLTI,O,O,X,X,O,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,X,X,X,O,X,X
JZTILSO,X,X,X,X,O,X,X,X,X,O,X
JZTILOS,X,X,X,X,O,X,X,X,X,O,X
JZTISLO,O,X,X,X,X,X,X,X,X,X,X
JZTISOL,O,X,X,X,X,X,X,X,X,X,X
JZTIOLS,X,O,O,X,O,O,X,X,X,O,X
JZTIOSL,O,X,X,X,X,X,X,X,X,X,X
JZTLISO,X,O,X,X,O,O,X,X,X,O,X
JZTLIOS,X,O,O,X,O,O,X,X,X,O,X
JZTLSIO,O,O,O,X,O,O,X,X,X,O,X
JZTLSOI,O,O,O,X,O,O,X,X,X,O,X
JZTLOIS,X,O,O,X,O,O,X,X,X,O,X
JZTLOSI,O,O,O,X,O,O,X,X,X,O,X
JZTSILO,O,X,X,X,X,X,X,X,X,X,X
JZTSIOL,O,X,X,X,X,X,X,X,X,X,X
JZTSLIO,O,X,X,X,O,X,X,X,X,O,X
JZTSLOI,O,X,X,X,O,X,X,X,X,O,X
JZTSOIL,O,X,X,X,X,X,X,X,X,X,X
JZTSOLI,O,X,X,X,O,X,X,X,X,O,X
JZTOILS,X,O,O,X,O,O,X,X,X,O,X
JZTOISL,O,X,X,X,X,X,X,X,X,X,X
JZTOLIS,X,O,O,X,O,O,X,X,X,O,X
