sequence,v115@1gD8GeB8HeC8DeA8BeD8EeH8Je06IvhFxdB2kBFiB6?oBznB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeT6IvhF5jBykBFiB8?nBmnB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jem9IvhF5jBifBFiB0?fBznB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeT6IvhFxdBykBFiB8?nB+oB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Je06IvhFxdB2kBFiBC?oBToB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeT6IvhFldB5jBykBU?iBeoB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhFifBFiBTjB0?fBWtB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhF3fBFiB6oB8?pBznBOpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Je5DJvhF/kBalBFiB8?nBmnBTpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeO/IvhF5jBzfBUiBa?oBlnB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeVCJvhFTeBifB0fBx?nBWtB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeO/IvhFViBajB5jBz?kB0nB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeO/IvhFxdBUiBFjBz?kBStB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeX9IvhFVjBmfB0kBx?nBStBTpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhFykBFiBGoB0?kBXoBTpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhF/kBalBFiB8?nB+oBTpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhFmfBFiBXjB0?kBStBTpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhF3fBFiB8pBC?oBToBOpB
STLOIJZ,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
STLOIZJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STLOJIZ,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STLOZIJ,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
STLOZJI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
STJILZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STJIZLO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STJIZOL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STJLIOZ,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X
STJLZIO,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STJLZOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STJLOIZ,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STJLOZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STJZILO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STJZIOL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STJZLOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STZILJO,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
STZILOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
STZIJLO,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STZIJOL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STZIOLJ,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
STZIOJL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
STZLIJO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
STZLIOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
STZLJIO,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X
STZLJOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
STZLOIJ,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O
STZLOJI,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,O
STZJILO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STZJIOL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
STZJLOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
STZJOIL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STZOIJL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
STZOLJI,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
STZOJIL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STZOJLI,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STOILJZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
STOILZJ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
STOIJLZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
STOIJZL,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STOIZLJ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
STOIZJL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOLIJZ,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
STOLIZJ,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
STOLJIZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOLZIJ,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOJIZL,O,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STOJLIZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOJLZI,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOJZIL,O,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STOJZLI,O,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STOZILJ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STOZIJL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STOZJIL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SITLJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SITLZJO,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SITLZOJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITLOJZ,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SITLOZJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITJLZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SITJZLO,O,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
SITJZOL,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SITJOLZ,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SITZLOJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITZJLO,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SITZJOL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SITZOLJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITZOJL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SITOLJZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITOLZJ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITOJLZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITOJZL,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SITOZLJ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITOZJL,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SILTJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SILTZJO,O,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SILTZOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SILTOJZ,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SILTOZJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILJTZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SILJZTO,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SILJOZT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILZTJO,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILZTOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SILZJTO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SILZOJT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SILOTZJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILOJTZ,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SILOJZT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILOZTJ,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SILOZJT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJTLZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SIJTZLO,O,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
SIJTZOL,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SIJLOZT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
SIJZTOL,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIJZLTO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SIJOTZL,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SIJOLZT,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZTLJO,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SIZTLOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SIZTJLO,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SIZTJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTOLJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZTOJL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZLTJO,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIZLTOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SIZLJTO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJOT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SIZLOJT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTLO,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SIZJTOL,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZJLTO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOLT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZOTLJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZOTJL,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZOLTJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOTJZL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIOTZLJ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOTZJL,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIOLTJZ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SIOLTZJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOLJTZ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SIOLJZT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOLZJT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SIOJTZL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIOJLTZ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOZTJL,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIOZLTJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOZLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOZJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTIJZO,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X
SLTIJOZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
SLTIZJO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SLTIZOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
SLTIOJZ,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SLTIOZJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
SLTJIZO,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X
SLTJIOZ,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X
SLTJZIO,O,O,O,O,O,O,X,X,O,X,X,X,O,X,O,O,O,X
SLTJZOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X
SLTJOIZ,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTJOZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTZIJO,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
SLTZIOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
SLTZJIO,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
SLTZJOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
SLTZOIJ,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SLTZOJI,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O
SLTOIJZ,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SLTOIZJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
SLTOJIZ,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLTOJZI,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SLTOZJI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SLITJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLITJOZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SLITZJO,O,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SLITZOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
SLITOJZ,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SLITOZJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
SLIJTZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SLIJZTO,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
SLIJZOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SLIJOZT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLIZTJO,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
SLIZTOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
SLIZJTO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SLIZJOT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLIZOTJ,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLIZOJT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLIOTZJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLIOJTZ,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLIOJZT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLIOZTJ,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLIOZJT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJTIZO,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X
SLJTIOZ,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X
SLJTZIO,O,O,O,O,O,O,X,X,O,X,X,X,O,X,O,O,O,X
SLJTZOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X
SLJTOIZ,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLJTOZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLJITZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SLJIZTO,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
SLJIZOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
SLJIOZT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJZTIO,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X
SLJZTOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X
SLJZITO,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X
SLJZIOT,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SLJZOTI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X
SLJZOIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJOTZI,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJOITZ,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJOIZT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJOZTI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
SLJOZIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZTIJO,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
SLZTIOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
SLZTJIO,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
SLZTJOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
SLZTOIJ,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SLZTOJI,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O
SLZITJO,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
SLZITOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
SLZIJTO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLZIJOT,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SLZIOTJ,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLZIOJT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X
SLZJTOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O
SLZJITO,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X
SLZJIOT,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SLZJOTI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X
SLZJOIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZOTIJ,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SLZOTJI,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O
SLZOITJ,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZOIJT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZOJTI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SLZOJIT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLOTIJZ,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SLOTIZJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
