sequence,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhFXdBOjBSnBl?lB0rBzqB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jel7IvhFCdBOjB/mBT?iB0lBRwB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhF6iBOjB3gBz?hB8qB1wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFxcBOjBSnBl?lBXrBzrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je08IvhFxdBziBllB3?mB6qB2wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je08IvhFxdB3gBziBl?mB6qB2wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFxcBOjBTiBl?lBXrBqrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je38IvhFFeB5lB0iBi?gBTrBmrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhF6hBxdBziBl?lBXrBesB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhFTdBOjBllBc?rBXsBCrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFzcB3iBFjBx?lBCrB2wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFXdBOjBSnBl?lBTmBRwB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhFOjBTiBllBc?rBCrBXsB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex9IvhF3gBziBGrBa?sBcrBlqB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jem7IvhFXeB1lBzhB0?iBSrBRwB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jem7IvhF0dB1lBzhBX?jBSrBRwB
LITZOJS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LITZOSJ,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
LITOJSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LITOJZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LITOSJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LITOSZJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LITOZJS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LITOZSJ,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
LIJTSZO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJTSOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIJTZSO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LIJTZOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJTOSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJTOZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LIJSTZO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJSTOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIJSZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJSOTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJSOZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJZTSO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZTOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJZOTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOTSZ,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LIJOTZS,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJOSTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LIJOSZT,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIJOZTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LISTJZO,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LISTJOZ,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O,X
LISTZJO,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LISTZOJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LISTOJZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LISTOZJ,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LISJTZO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LISJTOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LISJZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISJOTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJOZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZTJO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISZTOJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LISZJTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISZJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZOJT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOTJZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LISOTZJ,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LISOJTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOZTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOZJT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTJSO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTJOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
LIZTOJS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
LIZJTSO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJTOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJSTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJSOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZJOTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSTJO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTJS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOJST,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZOSTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZOSJT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTJSZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LIOTJZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LIOTSJZ,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
LIOTSZJ,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LIOTZJS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
LIOTZSJ,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LIOJTSZ,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LIOJTZS,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LIOJSTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LIOJSZT,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
LIOJZTS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJZST,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
LIOSTJZ,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X
LIOSTZJ,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIOSJTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOSJZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZJT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZTJS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIOZTSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOZJTS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOZJST,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOZSTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOZSJT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTISZO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTISOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTIZSO,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTIZOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTIOSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTIOZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTSIZO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTSIOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTSZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTSOZI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTZISO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTZIOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTZSOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJTZOIS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJTZOSI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJTOISZ,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LJTOIZS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTOSZI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTOZIS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJITSOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LJITZSO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJITZOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJITOSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LJITOZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LJISTZO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJISTOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LJISZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJISOTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJISOZT,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIZTSO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZTOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIZOTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOTSZ,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LJIOTZS,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIOSTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJIOSZT,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIOZTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSTIZO,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LJSTIOZ,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LJSTZIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJSTZOI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJSTOZI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJSITZO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSITOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LJSIZTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJSIOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSZTIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSZOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSOTIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJSOTZI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJSOITZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSOZTI,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSOZIT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZTISO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTIOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZTSOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZTOIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZTOSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZITSO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZITOS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZISTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZISOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZIOTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSTIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZOTIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZOTSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZOITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZOSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOTISZ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LJOTIZS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJOTSZI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJOTZIS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTZSI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LJOITZS,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJOISTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOISZT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOIZTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOSTIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJOSTZI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJOSITZ,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOSIZT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOSZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOZTIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOZTSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOZITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOZSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOZSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTIJZO,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X
LSTIJOZ,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X
LSTIZJO,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
LSTIZOJ,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
LSTIOJZ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSTIOZJ,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
LSTJIZO,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X
LSTJIOZ,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X
LSTJZIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTJZOI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTJOIZ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTJOZI,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTZIJO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTZIOJ,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
LSTZJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTZJOI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTZOIJ,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
LSTZOJI,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
LSTOIJZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LSTOJIZ,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LSTOJZI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LSTOZIJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X
LSTOZJI,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
LSITJZO,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LSITJOZ,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X
LSITZJO,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LSITZOJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LSITOJZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LSITOZJ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LSIJTZO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSIJTOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LSIJZTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIJOTZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIZTJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIZTOJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LSIZJTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIZJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIZOJT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSIOTZJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LSIOJTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOZJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJTIZO,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LSJTIOZ,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LSJTZIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJTZOI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LSJTOZI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LSJITZO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJITOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LSJIZTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJIZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJIOTZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LSJIOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJZTIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJZIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJZOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJZOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJOTIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LSJOTZI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LSJOITZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LSJOIZT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJOZTI,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJOZIT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSZTIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSZTJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTJOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSZTOJI,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSZITJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZITOJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LSZIJTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZIJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZIOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZIOJT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZJTIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZJTOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZJIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZJOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZJOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZOTIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZOTJI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZOITJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZOIJT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZOJTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZOJIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOTIJZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LSOTJIZ,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LSOTJZI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LSOTZIJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X
LSOTZJI,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
LSOITJZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X
