sequence,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhF8gBzcBuiBifBlm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jem6IvhFfhB0cBldBxkBCn?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhF0cBldB2kBzgBCn?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jei6IvhFRcBuiBFgBXhB8m?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhFlcB3dBzgBCnBOp?B8pB,v115@8gA8HeB8HeG8AeD8BeH8JeU8IvhFRdBFgBTiBGmB/p?BipB,v115@8gA8HeB8HeG8AeD8BeH8Jel7IvhF3cBuiBifB8mBRq?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Je8AJvhFRdBifBGiBXgBlm?BTpB,v115@8gA8HeB8HeG8AeD8BeH8JeK/IvhFUcBRdBFgBTiBGm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jex7IvhFldBTgB/mBOpBUn?B6pB,v115@8gA8HeB8HeG8AeD8BeH8JeVBJvhF3dBzfBGmBZkBUn?BCqB,v115@8gA8HeB8HeG8AeD8BeH8JeK/IvhFzbBRdBUgBGiBlm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jez7IvhFRdBUgBGiBlmB/p?BipB
LZTJOSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LZTSIJO,O,O,X,O,O,X,O,X,X,X,X,O,X
LZTSIOJ,O,O,X,O,O,X,X,X,X,O,X,X,X
LZTSJIO,O,O,O,O,O,X,O,O,X,X,X,O,X
LZTSJOI,O,X,X,O,O,X,O,O,X,O,X,O,X
LZTSOIJ,O,O,O,O,O,X,X,X,X,O,X,X,X
LZTSOJI,O,X,O,O,O,X,O,X,O,O,X,O,X
LZTOIJS,O,X,O,O,O,X,X,X,O,X,X,O,X
LZTOISJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LZTOJIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LZTOJSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LZTOSIJ,O,O,O,O,O,X,X,X,X,O,X,X,X
LZTOSJI,O,X,O,O,O,X,O,X,O,O,X,O,X
LZITJSO,O,O,O,O,O,X,O,O,X,X,X,O,X
LZITJOS,O,X,O,O,O,X,O,O,X,X,X,O,X
LZITSJO,O,O,X,O,O,X,O,X,X,X,X,O,X
LZITSOJ,O,O,X,X,O,X,O,X,X,X,X,X,X
LZITOJS,O,X,O,O,X,X,O,X,X,X,X,O,X
LZITOSJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LZIJTSO,O,O,O,O,O,X,O,O,X,X,X,O,X
LZIJTOS,O,X,O,O,O,X,O,O,X,X,X,O,X
LZIJSTO,O,O,O,O,O,X,O,O,X,X,X,X,X
LZIJSOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LZIJOTS,O,X,O,O,O,X,O,X,X,X,X,O,X
LZIJOST,X,X,X,O,O,X,O,X,X,X,X,X,X
LZISTJO,O,O,X,O,O,X,O,X,X,X,X,O,X
LZISTOJ,O,O,X,O,O,X,O,X,X,X,X,X,X
LZISJTO,O,O,X,O,O,X,O,X,X,X,X,X,X
LZISJOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LZISOTJ,X,O,X,O,O,X,O,X,X,X,X,X,X
LZISOJT,X,O,X,O,O,X,O,X,X,X,X,X,X
LZIOTJS,O,X,O,O,O,X,O,X,X,X,X,O,X
LZIOTSJ,O,X,O,O,O,X,O,X,X,X,X,X,X
LZIOJTS,O,X,O,O,O,X,O,X,O,X,X,O,X
LZIOJST,X,X,O,O,O,X,O,X,O,X,X,X,X
LZIOSTJ,X,X,O,O,O,X,O,X,X,X,X,X,X
LZIOSJT,X,X,X,O,O,X,O,X,X,X,X,X,X
LZJTISO,O,X,O,O,O,X,O,O,X,X,X,O,X
LZJTIOS,O,X,O,O,O,X,O,O,O,X,X,O,X
LZJTSIO,O,O,O,O,O,X,O,O,X,X,X,O,X
LZJTSOI,O,X,X,O,O,X,O,O,O,X,X,O,X
LZJTOIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LZJTOSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LZJITSO,O,X,O,O,O,X,O,O,X,X,X,O,X
LZJITOS,O,X,O,O,O,X,O,O,O,X,X,O,X
LZJISTO,O,X,O,O,O,X,O,O,X,X,X,X,X
LZJISOT,X,X,X,O,O,X,O,X,X,X,X,X,X
LZJIOTS,O,X,O,O,O,X,O,X,O,X,X,O,X
LZJIOST,X,X,X,O,O,X,O,X,O,X,X,X,X
LZJSTIO,O,O,O,O,O,X,O,O,X,X,X,X,X
LZJSTOI,O,X,X,O,O,X,O,O,O,X,X,X,X
LZJSITO,O,O,O,O,O,X,O,O,X,X,X,X,X
LZJSIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LZJSOTI,X,X,X,O,O,X,O,O,O,X,X,O,X
LZJSOIT,X,X,X,O,O,X,X,X,O,X,X,X,X
LZJOTIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LZJOTSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LZJOITS,O,X,O,O,O,X,X,X,O,X,X,O,X
LZJOIST,X,X,O,O,O,X,X,X,O,X,X,X,X
LZJOSTI,X,X,O,O,O,X,O,O,O,X,X,O,X
LZJOSIT,X,X,O,O,O,X,X,X,O,X,X,X,X
LZSTIJO,O,O,X,O,O,X,O,X,X,X,X,O,X
LZSTIOJ,O,O,X,O,O,X,O,X,X,X,X,X,X
LZSTJIO,O,O,O,O,O,X,O,O,X,X,X,O,X
LZSTJOI,O,X,X,O,O,X,O,O,X,X,X,O,X
LZSTOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LZSTOJI,O,X,O,O,O,X,O,X,X,X,X,O,X
LZSITJO,O,O,X,O,O,X,O,X,X,X,X,O,X
LZSITOJ,O,O,X,O,O,X,O,X,X,X,X,X,X
LZSIJTO,O,O,X,O,O,X,O,X,X,X,X,X,X
LZSIJOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LZSIOTJ,X,O,X,O,O,X,O,X,X,X,X,X,X
LZSIOJT,X,O,X,O,O,X,O,X,X,X,X,X,X
LZSJTIO,O,O,O,O,O,X,O,O,X,X,X,X,X
LZSJTOI,O,X,X,O,O,X,O,O,X,X,X,X,X
LZSJITO,O,O,O,O,O,X,O,O,X,X,X,X,X
LZSJIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LZSJOTI,X,X,X,O,O,X,O,O,X,X,X,O,X
LZSJOIT,X,X,X,O,O,X,X,X,X,X,X,X,X
LZSOTIJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LZSOTJI,X,X,O,O,O,X,O,X,X,X,X,O,X
LZSOITJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LZSOIJT,X,O,X,O,O,X,X,X,X,X,X,X,X
LZSOJTI,X,X,O,O,O,X,O,X,X,X,X,O,X
LZSOJIT,X,X,O,O,O,X,X,X,X,X,X,X,X
LZOTIJS,O,X,O,O,O,X,X,X,O,X,X,O,X
LZOTISJ,O,X,O,O,O,X,X,X,X,X,X,X,X
LZOTJIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LZOTJSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LZOTSIJ,O,O,O,O,O,X,X,X,X,O,X,X,X
LZOTSJI,O,X,O,O,O,X,O,X,O,O,X,O,X
LZOITJS,O,X,O,O,O,X,X,X,X,X,X,O,X
LZOITSJ,O,X,O,O,O,X,X,X,X,X,X,X,X
LZOIJTS,O,X,O,O,O,X,X,X,O,X,X,O,X
LZOIJST,X,X,O,O,O,X,X,X,O,X,X,X,X
LZOISTJ,X,X,O,O,O,X,X,X,X,X,X,X,X
LZOISJT,X,X,X,O,O,X,X,X,X,X,X,X,X
LZOJTIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LZOJTSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LZOJITS,O,X,O,O,O,X,X,X,O,X,X,O,X
LZOJIST,X,X,O,O,O,X,X,X,O,X,X,X,X
LZOJSTI,X,X,O,O,O,X,O,O,O,X,X,O,X
LZOJSIT,X,X,O,O,O,X,X,X,O,X,X,X,X
LZOSTIJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LZOSTJI,X,X,O,O,O,X,O,X,X,X,X,O,X
LZOSITJ,X,O,O,O,O,X,X,X,X,X,X,X,X
LZOSIJT,X,O,X,O,O,X,X,X,X,X,X,X,X
LZOSJTI,X,X,O,O,O,X,O,X,X,X,X,O,X
LZOSJIT,X,X,O,O,O,X,X,X,X,X,X,X,X
LOTIJSZ,X,O,O,X,O,X,X,X,O,X,X,O,X
LOTIJZS,O,X,O,X,X,X,O,O,O,X,X,O,X
LOTISJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LOTISZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOTIZJS,O,X,O,X,O,X,O,X,O,X,X,O,X
LOTIZSJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LOTJISZ,X,X,O,X,O,X,X,X,O,X,X,O,X
LOTJIZS,O,X,O,X,X,X,O,O,O,X,X,O,X
LOTJSIZ,X,X,O,X,O,X,X,X,O,X,X,O,X
LOTJSZI,O,X,O,X,O,X,X,X,O,X,X,O,X
LOTJZIS,O,X,O,X,O,X,X,O,O,X,X,O,X
LOTJZSI,O,X,O,X,O,X,O,O,O,X,X,O,X
LOTSIJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LOTSIZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOTSJIZ,X,X,O,X,O,X,X,X,O,X,X,O,X
LOTSJZI,O,X,O,X,O,X,X,X,O,X,X,O,X
LOTSZIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LOTSZJI,O,X,O,X,O,X,X,X,O,X,X,O,X
LOTZIJS,O,X,O,X,O,X,X,X,O,X,X,O,X
LOTZISJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LOTZJIS,O,X,O,X,O,X,X,O,O,X,X,O,X
LOTZJSI,O,X,O,X,O,X,O,O,O,X,X,O,X
LOTZSIJ,O,O,O,X,O,X,X,X,X,O,X,X,X
LOTZSJI,O,X,O,X,O,X,O,X,O,O,X,O,X
LOITJSZ,X,O,O,X,O,X,X,X,O,X,X,O,X
LOITJZS,X,X,O,X,X,X,O,O,O,X,X,O,X
LOITSJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LOITSZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOITZJS,X,X,O,X,O,X,O,X,O,X,X,O,X
LOITZSJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LOIJTSZ,X,O,O,X,O,X,X,X,O,X,X,X,X
LOIJTZS,X,X,O,X,X,X,O,O,O,X,X,X,X
LOIJSTZ,X,O,O,X,O,O,X,X,O,X,X,X,X
LOIJSZT,X,O,O,X,X,O,X,X,O,X,X,X,X
LOIJZTS,O,X,O,X,X,X,O,X,O,X,X,X,X
LOIJZST,X,X,O,X,X,O,O,X,O,X,X,X,X
LOISTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LOISTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOISJTZ,X,O,X,X,O,X,X,X,O,X,X,X,X
LOISJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
LOISZTJ,X,O,O,X,O,X,X,X,X,O,X,X,X
LOISZJT,X,O,X,X,O,X,X,X,X,O,X,X,X
LOIZTJS,O,X,O,X,O,X,O,X,X,X,X,O,X
LOIZTSJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LOIZJTS,O,X,O,X,O,X,O,X,O,X,X,X,X
LOIZJST,X,X,O,X,O,X,O,X,O,X,X,X,X
LOIZSTJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LOIZSJT,X,X,X,X,O,X,O,X,X,X,X,X,X
LOJTISZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LOJTIZS,O,X,O,X,X,X,O,O,O,X,X,X,X
LOJTSIZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LOJTSZI,O,X,O,X,O,X,X,X,O,X,X,X,X
LOJTZIS,O,X,O,X,O,X,X,O,O,X,X,X,X
LOJTZSI,O,X,O,X,O,X,O,O,O,X,X,X,X
LOJITSZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LOJITZS,X,X,O,X,X,X,O,O,O,X,X,X,X
LOJISTZ,X,X,O,X,O,O,X,X,O,X,O,X,X
LOJISZT,X,X,O,X,X,O,X,X,O,X,X,X,X
LOJIZTS,O,X,O,X,X,X,O,X,O,X,X,X,X
LOJIZST,X,X,O,X,X,O,O,X,O,X,X,X,X
LOJSTIZ,X,X,O,X,O,O,X,X,O,X,O,X,X
LOJSTZI,X,X,O,X,O,O,X,X,O,X,X,X,X
LOJSITZ,X,X,O,X,O,O,X,X,O,X,O,X,X
LOJSIZT,X,X,O,X,X,O,X,X,O,X,X,X,X
LOJSZTI,X,X,O,X,O,O,X,X,O,X,X,X,X
LOJSZIT,X,X,O,X,O,O,X,X,O,X,X,X,X
LOJZTIS,O,X,O,X,O,X,X,O,O,X,X,O,X
LOJZTSI,O,X,O,X,O,X,O,O,O,X,X,O,X
LOJZITS,O,X,O,X,O,X,X,X,O,X,X,O,X
LOJZIST,X,X,O,X,O,O,X,X,O,X,X,X,X
LOJZSTI,X,X,O,X,O,O,O,O,O,X,X,O,X
LOJZSIT,X,X,O,X,O,O,X,X,O,X,X,X,X
LOSTIJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LOSTIZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOSTJIZ,X,X,O,X,O,X,X,X,O,X,X,X,X
LOSTJZI,X,X,O,X,O,X,X,X,O,X,X,X,X
LOSTZIJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOSTZJI,X,X,O,X,O,X,X,X,O,X,X,X,X
LOSITJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LOSITZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOSIJTZ,X,O,X,X,O,X,X,X,O,X,X,X,X
LOSIJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
LOSIZTJ,X,O,O,X,O,X,X,X,X,O,X,X,X
LOSIZJT,X,O,X,X,O,X,X,X,X,O,X,X,X
LOSJTIZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LOSJTZI,X,X,O,X,O,X,X,X,O,X,X,X,X
LOSJITZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LOSJIZT,X,X,O,X,X,X,X,X,O,O,X,X,X
LOSJZTI,X,X,O,X,O,X,X,X,O,O,X,X,X
LOSJZIT,X,X,O,X,O,X,X,X,O,O,X,X,X
LOSZTIJ,X,O,O,X,O,X,X,X,X,O,X,X,X
LOSZTJI,X,X,O,X,O,X,X,X,X,O,X,X,X
LOSZITJ,X,O,O,X,O,X,X,X,X,O,X,X,X
LOSZIJT,X,O,X,X,O,X,X,X,X,O,X,X,X
LOSZJTI,X,X,O,X,O,X,X,X,X,O,X,X,X
LOSZJIT,X,X,O,X,O,X,X,X,X,O,X,X,X
LOZTIJS,O,X,O,X,O,X,X,X,O,X,X,O,X
LOZTISJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LOZTJIS,O,X,O,X,O,X,X,O,O,X,X,O,X
LOZTJSI,O,X,O,X,O,X,O,O,O,X,X,O,X
LOZTSIJ,O,O,O,X,O,X,X,X,X,O,X,X,X
LOZTSJI,O,X,O,X,O,X,O,X,O,O,X,O,X
LOZITJS,O,X,O,X,O,X,X,X,X,X,X,O,X
LOZITSJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LOZIJTS,O,X,O,X,O,X,X,X,O,X,X,O,X
LOZIJST,X,X,O,X,O,X,X,X,O,X,X,X,X
LOZISTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LOZISJT,X,X,X,X,O,X,X,X,X,X,X,X,X
LOZJTIS,O,X,O,X,O,X,X,O,O,X,X,O,X
LOZJTSI,O,X,O,X,O,X,O,O,O,X,X,O,X
LOZJITS,O,X,O,X,O,X,X,X,O,X,X,O,X
LOZJIST,X,X,O,X,O,X,X,X,O,X,X,X,X
LOZJSTI,X,X,O,X,O,X,O,O,O,X,X,O,X
LOZJSIT,X,X,O,X,O,X,X,X,O,X,X,X,X
LOZSTIJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOZSTJI,X,X,O,X,O,X,O,X,X,X,X,O,X
LOZSITJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LOZSIJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LOZSJTI,X,X,O,X,O,X,O,X,X,X,X,O,X
LOZSJIT,X,X,O,X,O,X,X,X,X,X,X,X,X
JTILSZO,X,O,O,O,X,X,O,O,X,X,X,X,O
JTILSOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JTILZSO,X,X,O,O,X,X,O,O,X,X,X,X,X
JTILZOS,X,X,O,O,X,X,O,O,X,X,X,X,X
JTILOSZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JTILOZS,X,X,O,O,X,X,O,O,X,X,X,X,X
JTISLZO,O,O,X,O,X,X,O,X,X,X,X,X,O
JTISLOZ,O,O,X,X,X,X,X,X,X,X,O,X,X
JTISZLO,O,O,X,X,X,X,O,X,X,X,X,X,O
JTISZOL,O,X,X,X,X,X,O,X,X,X,O,X,O
JTISOLZ,O,O,O,X,X,X,X,X,X,X,O,X,X
JTISOZL,O,X,X,X,X,X,X,X,X,X,O,X,O
JTIZLSO,X,X,X,O,X,X,O,X,X,X,X,X,X
JTIZLOS,O,X,X,O,X,X,O,X,X,X,X,X,X
JTIZSLO,O,O,X,O,X,X,O,X,X,X,X,X,O
JTIZSOL,O,X,X,O,X,X,O,X,X,X,O,X,O
JTIZOLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JTIZOSL,O,X,X,X,X,X,O,X,X,X,O,X,X
JTIOLSZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JTIOLZS,X,X,O,O,X,X,O,X,X,X,X,X,X
JTIOSLZ,O,O,O,X,X,X,X,X,X,X,O,X,X
JTIOSZL,O,X,X,X,X,X,X,X,X,X,O,X,O
JTIOZLS,O,X,O,X,X,X,O,X,X,X,X,X,X
JTIOZSL,O,X,X,X,X,X,O,X,X,X,O,X,X
JTLISZO,X,X,O,O,X,X,O,O,X,X,X,X,O
JTLISOZ,X,X,X,X,X,X,X,X,X,X,O,X,X
JTLIZSO,O,X,O,O,X,X,O,O,X,X,X,X,X
JTLIZOS,O,X,O,O,X,X,O,O,X,X,X,X,X
JTLIOSZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JTLIOZS,O,X,O,O,X,X,O,O,X,X,X,X,X
JTLSIZO,O,X,O,O,X,X,O,O,X,X,X,X,O
JTLSIOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
JTLSZIO,O,X,O,O,X,X,O,O,X,X,X,X,O
JTLSZOI,O,X,X,O,X,X,O,O,X,X,X,X,O
JTLSOIZ,O,X,O,X,X,X,X,X,X,X,O,X,X
JTLSOZI,O,X,O,X,X,X,X,X,X,X,X,X,X
JTLZISO,O,X,O,O,X,X,O,O,X,X,X,X,X
JTLZIOS,O,X,O,O,X,X,O,O,X,X,X,X,X
JTLZSIO,O,X,O,O,X,X,O,O,X,X,X,X,X
JTLZSOI,O,X,X,O,X,X,O,O,X,X,X,X,X
JTLZOIS,O,X,O,O,X,X,X,O,X,X,X,O,X
JTLZOSI,O,X,O,O,X,X,O,O,X,X,X,O,X
JTLOISZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JTLOIZS,O,X,O,O,X,X,O,O,X,X,X,X,X
JTLOSIZ,O,X,O,X,X,X,X,X,X,X,O,X,X
JTLOSZI,O,X,O,X,X,X,X,X,X,X,X,X,X
JTLOZIS,O,X,O,O,X,X,X,O,X,X,X,X,X
JTLOZSI,O,X,O,O,X,X,O,O,X,X,X,X,X
JTSILZO,O,O,X,O,X,X,X,X,X,X,X,X,O
JTSILOZ,O,O,X,X,X,X,X,X,X,X,O,X,X
JTSIZLO,O,O,X,X,X,X,X,X,X,X,X,X,O
JTSIZOL,O,X,X,X,X,O,X,X,X,X,O,X,O
JTSIOLZ,O,O,O,X,X,O,X,X,X,X,O,X,X
JTSIOZL,O,X,X,X,X,O,X,X,X,X,O,X,O
JTSLIZO,O,O,X,O,X,X,X,X,X,X,X,X,O
JTSLIOZ,O,O,X,X,X,X,X,X,X,X,O,X,X
JTSLZIO,O,O,X,O,X,X,X,X,X,X,X,X,O
JTSLZOI,O,X,X,O,X,O,X,X,X,X,X,X,O
JTSLOIZ,O,X,X,X,X,O,X,X,X,X,O,X,X
JTSLOZI,O,X,X,X,X,O,X,X,X,X,X,X,X
JTSZILO,O,X,X,O,X,X,X,X,X,X,X,X,O
JTSZIOL,O,X,X,O,X,O,X,X,X,X,O,X,O
JTSZLIO,O,X,X,O,X,X,X,X,X,X,X,X,O
JTSZLOI,O,X,X,O,X,O,X,X,X,X,X,X,O
JTSZOIL,O,X,X,O,X,O,X,X,X,X,O,X,O
JTSZOLI,O,X,X,O,X,O,X,X,X,X,X,X,O
JTSOILZ,O,X,O,X,X,O,X,X,X,X,O,X,X
JTSOIZL,O,X,X,X,X,O,X,X,X,X,O,X,O
JTSOLIZ,O,X,O,X,X,O,X,X,X,X,O,X,X
JTSOLZI,O,X,O,X,X,O,X,X,X,X,X,X,X
JTSOZIL,O,X,X,X,X,O,X,X,X,X,O,X,O
JTSOZLI,O,X,X,X,X,O,X,X,X,X,X,X,O
JTZILSO,X,X,X,O,X,X,O,X,X,X,X,X,X
JTZILOS,O,X,X,O,X,X,O,X,X,X,X,X,X
JTZISLO,O,X,X,O,X,X,O,X,X,X,X,X,O
JTZISOL,O,X,X,O,X,X,O,X,X,X,O,X,O
JTZIOLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JTZIOSL,O,X,X,O,X,X,O,X,X,X,O,X,X
JTZLISO,O,X,X,O,X,X,X,O,X,X,X,X,X
JTZLIOS,O,X,X,O,X,X,X,O,X,X,X,X,X
JTZLSIO,O,X,X,O,X,X,X,O,X,X,X,X,X
JTZLSOI,O,X,X,O,X,X,X,O,X,X,X,X,X
JTZLOIS,O,X,X,O,X,X,X,O,X,X,X,X,X
JTZLOSI,O,X,X,O,X,X,X,O,X,X,X,X,X
JTZSILO,O,X,X,O,X,X,O,X,X,X,X,X,O
JTZSIOL,O,X,X,O,X,O,O,X,X,O,O,X,O
JTZSLIO,O,X,X,O,X,X,O,X,X,X,X,X,O
JTZSLOI,O,X,X,O,X,O,X,X,X,O,X,X,O
JTZSOIL,O,X,X,O,X,O,O,X,X,O,O,X,O
JTZSOLI,O,X,X,O,X,O,X,X,X,O,X,X,O
JTZOILS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTZOISL,O,X,X,O,X,O,X,X,X,X,O,X,X
JTZOLIS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTZOLSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTZOSIL,O,X,X,O,X,O,X,X,X,O,O,X,X
JTZOSLI,O,X,X,O,X,O,X,X,X,O,X,X,X
JTOILSZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JTOILZS,X,X,O,O,X,X,X,X,X,X,X,X,X
JTOISLZ,O,X,O,X,X,O,X,X,X,X,O,X,X
JTOISZL,O,X,X,X,X,O,X,X,X,X,O,X,O
JTOIZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOIZSL,O,X,X,X,X,O,X,X,X,X,O,X,X
JTOLISZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JTOLIZS,X,X,O,O,X,X,X,X,X,X,X,X,X
JTOLSIZ,O,X,O,X,X,X,X,X,X,X,O,X,X
JTOLSZI,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOLZIS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTOLZSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTOSILZ,O,X,O,X,X,O,X,X,X,X,O,X,X
JTOSIZL,O,X,X,X,X,O,X,X,X,X,O,X,O
JTOSLIZ,O,X,O,X,X,O,X,X,X,X,O,X,X
JTOSLZI,O,X,O,X,X,O,X,X,X,X,X,X,X
JTOSZIL,O,X,X,X,X,O,X,X,X,X,O,X,O
JTOSZLI,O,X,X,X,X,O,X,X,X,X,X,X,O
JTOZILS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTOZISL,O,X,X,X,X,O,X,X,X,X,O,X,X
JTOZLIS,O,X,O,O,X,X,X,X,X,X,X,X,X
JTOZLSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTOZSIL,O,X,X,O,X,O,X,X,X,O,O,X,X
JTOZSLI,O,X,X,O,X,O,X,X,X,O,X,X,X
JITLSZO,X,O,O,O,X,X,O,O,X,X,X,X,O
JITLSOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JITLZSO,X,O,O,O,X,X,O,O,X,X,X,X,X
JITLZOS,X,X,O,O,X,X,O,O,X,X,X,X,X
JITLOSZ,X,O,O,X,X,X,X,X,X,X,O,X,X
JITLOZS,X,X,O,O,X,X,O,O,X,X,X,X,X
JITSLZO,O,O,X,O,X,X,O,X,X,X,X,X,O
JITSLOZ,O,O,X,X,X,X,X,X,X,X,O,X,X
JITSZLO,O,O,X,X,X,X,O,X,X,X,X,X,O
JITSZOL,O,X,X,X,X,X,O,X,X,X,O,X,O
JITSOLZ,O,O,O,X,X,X,X,X,X,X,O,X,X
JITSOZL,O,X,X,X,X,X,X,X,X,X,O,X,O
JITZLSO,X,X,X,O,X,X,O,X,X,X,X,X,X
JITZLOS,O,X,X,O,X,X,O,X,X,X,X,X,X
JITZSLO,O,O,X,O,X,X,O,X,X,X,X,X,O
JITZSOL,O,X,X,O,X,X,O,X,X,X,O,X,O
JITZOLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JITZOSL,O,X,X,X,X,X,O,X,X,X,O,X,X
JITOLSZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JITOLZS,X,X,O,O,X,X,O,X,X,X,X,X,X
JITOSLZ,O,O,O,X,X,X,X,X,X,X,O,X,X
JITOSZL,O,X,X,X,X,X,X,X,X,X,O,X,O
JITOZLS,O,X,O,X,X,X,O,X,X,X,X,X,X
JITOZSL,O,X,X,X,X,X,O,X,X,X,O,X,X
JILTSZO,X,O,O,X,X,X,O,O,X,X,X,O,X
JILTSOZ,X,O,X,X,X,X,X,X,X,X,O,O,X
JILTZSO,O,O,O,X,X,X,O,O,X,X,X,O,X
JILTZOS,O,X,O,X,X,X,O,O,X,X,X,O,X
JILTOSZ,X,O,O,X,X,X,X,X,X,X,O,O,X
JILTOZS,O,X,O,X,X,X,O,O,X,X,X,O,X
JILSTZO,X,O,O,X,X,X,O,O,X,X,X,X,X
JILSTOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JILSZTO,O,O,O,X,X,X,O,X,X,X,X,X,X
JILSZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JILSOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JILSOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
JILZTSO,O,O,O,X,X,X,O,O,X,X,X,O,X
JILZTOS,O,X,O,X,X,X,O,O,X,X,X,O,X
JILZSTO,O,O,O,X,X,X,O,O,X,X,X,X,X
JILZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,O,X,X,X,X,O,X
JILZOST,X,X,X,X,X,X,O,X,X,X,X,X,X
JILOTSZ,X,O,O,X,X,X,X,X,O,X,O,X,X
JILOTZS,X,X,O,X,X,X,O,O,O,X,X,X,X
