sequence,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFTbBOhBfjB6jB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOgBXcBSjBUjBzlBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOhBfjB6jBTgB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFTbBGeBylBUjBXmBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFXcBCeB2lBTjB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOgBXcBFjBzlBctBCtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhF0bBCeB/lBTjBOmBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFWjBigBXhBTjB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFWjBigB0gBTjBXmBFtB
JSTZILO,O,O,O,X,X,X,X,X,X
JSTZIOL,O,X,O,X,O,X,O,X,X
JSTZLIO,O,O,O,X,X,X,X,X,X
JSTZLOI,O,X,O,X,X,X,X,X,X
JSTZOIL,O,X,O,X,O,X,O,X,X
JSTZOLI,O,X,O,X,O,X,O,X,X
JSTOILZ,O,O,O,X,O,X,O,X,X
JSTOIZL,O,X,O,X,O,X,O,X,X
JSTOLIZ,O,O,O,X,O,X,O,X,X
JSTOLZI,O,X,O,X,O,X,O,X,X
JSTOZIL,O,X,O,X,O,X,O,X,X
JSTOZLI,O,X,O,X,O,X,O,X,X
JSITLZO,O,O,O,X,X,X,X,X,X
JSITLOZ,O,O,O,X,O,X,X,X,X
JSITZLO,O,O,O,X,X,X,X,X,X
JSITZOL,O,X,O,X,O,X,O,X,X
JSITOLZ,O,O,O,X,O,X,O,X,X
JSITOZL,O,X,O,X,O,X,O,X,X
JSILTZO,O,O,X,X,X,X,X,O,O
JSILTOZ,X,O,O,X,O,X,X,O,O
JSILZTO,O,O,X,X,X,X,X,O,O
JSILZOT,O,O,O,X,X,X,X,X,X
JSILOTZ,X,X,O,X,X,X,X,O,X
JSILOZT,O,O,O,X,X,X,X,X,X
JSIZTLO,O,O,X,X,X,X,X,X,X
JSIZTOL,O,X,X,X,O,X,O,X,X
JSIZLTO,O,O,X,X,X,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X,X,X
JSIZOTL,O,X,X,X,X,X,X,X,X
JSIZOLT,O,X,O,X,X,X,X,X,X
JSIOTLZ,X,O,O,X,O,X,X,X,X
JSIOTZL,X,X,O,X,O,X,X,X,X
JSIOLTZ,X,X,O,X,X,X,X,X,X
JSIOLZT,O,O,O,X,X,X,X,X,X
JSIOZTL,O,X,X,X,X,X,X,X,X
JSIOZLT,O,X,O,X,X,X,X,X,X
JSLTIZO,O,O,X,X,X,X,X,X,X
JSLTIOZ,X,O,O,X,O,X,X,X,X
JSLTZIO,O,O,X,X,X,X,X,X,X
JSLTZOI,O,X,X,X,X,X,X,X,X
JSLTOIZ,X,O,O,X,O,X,X,X,X
JSLTOZI,X,X,X,X,O,X,X,X,X
JSLITZO,O,O,X,X,X,X,X,O,O
JSLITOZ,X,O,O,X,O,X,X,O,O
JSLIZTO,O,O,X,X,X,X,X,O,O
JSLIZOT,O,O,O,X,X,X,X,X,X
JSLIOTZ,X,X,O,X,X,X,X,O,X
JSLIOZT,O,O,O,X,X,X,X,X,X
JSLZTIO,O,X,X,X,X,X,X,X,X
JSLZTOI,O,X,X,X,X,X,X,X,X
JSLZITO,O,O,X,X,X,X,X,X,X
JSLZIOT,O,O,O,X,X,X,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,X
JSLZOIT,O,X,O,X,X,X,X,X,X
JSLOTIZ,X,X,O,X,X,X,X,X,X
JSLOTZI,X,X,X,X,X,X,X,X,X
JSLOITZ,X,X,O,X,X,X,X,X,X
JSLOIZT,O,O,O,X,X,X,X,X,X
JSLOZTI,O,X,X,X,X,X,X,X,X
JSLOZIT,O,X,O,X,X,X,X,X,X
JSZTILO,O,O,X,X,X,X,X,X,X
JSZTIOL,O,X,X,X,O,X,O,X,X
JSZTLIO,O,O,X,X,X,X,X,X,X
JSZTLOI,O,X,X,X,X,X,X,X,X
JSZTOIL,O,X,X,X,O,X,O,X,X
JSZTOLI,O,X,X,X,O,X,O,X,X
JSZITLO,O,O,X,X,X,X,X,X,X
JSZITOL,O,X,X,X,O,X,O,X,X
JSZILTO,O,O,X,X,X,X,X,X,X
JSZILOT,O,O,O,X,X,X,X,X,X
JSZIOTL,O,X,X,X,X,X,X,X,X
JSZIOLT,O,X,O,X,X,X,X,X,X
JSZLTIO,O,X,X,X,X,X,X,X,X
JSZLTOI,O,X,X,X,X,X,X,X,X
JSZLITO,O,O,X,X,X,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,X,X
JSZLOTI,O,X,X,X,X,X,X,X,X
JSZLOIT,O,X,O,X,X,X,X,X,X
JSZOTIL,O,X,X,X,X,X,X,X,X
JSZOTLI,O,X,X,X,X,X,X,X,X
JSZOITL,O,X,X,X,X,X,X,X,X
JSZOILT,O,X,O,X,X,X,X,X,X
JSZOLTI,O,X,X,X,X,X,X,X,X
JSZOLIT,O,X,O,X,X,X,X,X,X
JSOTILZ,X,O,O,X,O,X,X,X,X
JSOTIZL,X,X,O,X,O,X,X,X,X
JSOTLIZ,X,O,O,X,O,X,X,X,X
JSOTLZI,X,X,O,X,O,X,X,X,X
JSOTZIL,X,X,O,X,O,X,X,X,X
JSOTZLI,X,X,O,X,O,X,X,X,X
JSOITLZ,X,O,O,X,O,X,X,X,X
JSOITZL,X,X,O,X,O,X,X,X,X
JSOILTZ,X,X,O,X,X,X,X,X,X
JSOILZT,O,O,O,X,X,X,X,X,X
JSOIZTL,O,X,X,X,X,X,X,X,X
JSOIZLT,O,X,O,X,X,X,X,X,X
JSOLTIZ,X,X,O,X,X,X,X,X,X
JSOLTZI,X,X,X,X,X,X,X,X,X
JSOLITZ,X,X,O,X,X,X,X,X,X
JSOLIZT,O,O,O,X,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,X
JSOLZIT,O,X,O,X,X,X,X,X,X
JSOZTIL,O,X,X,X,X,X,X,X,X
JSOZTLI,O,X,X,X,X,X,X,X,X
JSOZITL,O,X,X,X,X,X,X,X,X
JSOZILT,O,X,O,X,X,X,X,X,X
JSOZLTI,O,X,X,X,X,X,X,X,X
JSOZLIT,O,X,O,X,X,X,X,X,X
JZTILSO,O,O,X,X,X,X,X,X,X
JZTILOS,O,X,X,O,X,X,X,X,X
JZTISLO,O,O,O,X,X,X,X,X,X
JZTISOL,O,X,O,X,O,X,X,X,X
JZTIOLS,O,X,X,X,O,O,X,X,X
JZTIOSL,O,X,O,X,O,O,X,X,X
JZTLISO,O,O,X,X,X,X,X,X,X
JZTLIOS,O,X,X,O,X,X,X,X,X
JZTLSIO,O,O,X,X,X,X,X,X,X
JZTLSOI,O,X,X,X,X,X,X,X,X
JZTLOIS,O,X,X,O,X,X,X,X,X
JZTLOSI,O,X,X,X,X,X,X,X,X
JZTSILO,O,O,O,X,X,X,X,X,X
JZTSIOL,O,X,O,X,O,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X,X,X
JZTSLOI,O,X,O,X,X,X,X,X,X
JZTSOIL,O,X,O,X,O,X,X,X,X
JZTSOLI,O,X,O,X,O,X,X,X,X
JZTOILS,O,X,X,X,O,O,X,X,X
JZTOISL,O,X,O,X,O,O,X,X,X
JZTOLIS,O,X,X,X,O,O,X,X,X
JZTOLSI,O,X,X,X,O,O,X,X,X
JZTOSIL,O,X,O,X,O,O,X,X,X
JZTOSLI,O,X,O,X,O,O,X,X,X
JZITLSO,O,O,X,X,X,X,X,X,X
JZITLOS,O,X,X,O,X,X,X,X,X
JZITSLO,O,O,O,X,X,X,X,X,X
JZITSOL,O,X,O,X,O,X,X,X,X
JZITOLS,O,X,X,X,O,O,X,X,X
JZITOSL,O,X,O,X,O,O,X,X,X
JZILTSO,O,X,X,X,X,X,X,O,O
JZILTOS,O,X,X,O,X,X,X,O,O
JZILSTO,O,O,X,X,X,X,X,O,O
JZILSOT,O,O,X,O,X,X,X,X,X
JZILOTS,O,X,X,O,X,X,X,X,O
JZILOST,O,X,X,O,X,X,X,X,X
JZISTLO,O,O,X,X,X,X,X,X,X
JZISTOL,O,X,X,X,O,X,X,X,X
JZISLTO,O,O,X,X,X,X,X,X,X
JZISLOT,O,O,O,O,X,X,X,X,X
JZISOTL,O,X,X,X,X,X,X,X,X
JZISOLT,O,X,O,X,X,X,X,X,X
JZIOTLS,O,X,X,X,X,O,X,X,X
JZIOTSL,O,X,O,X,X,O,X,X,X
JZIOLTS,O,X,X,O,X,O,X,X,X
JZIOLST,O,X,X,O,X,O,X,X,X
JZIOSTL,O,X,X,X,X,O,X,X,X
JZIOSLT,O,X,O,X,X,O,X,X,X
JZLTISO,O,X,X,X,X,X,X,X,X
JZLTIOS,O,X,X,O,X,X,X,X,X
JZLTSIO,O,X,X,X,X,X,X,X,X
JZLTSOI,O,X,X,X,X,X,X,X,X
JZLTOIS,O,X,X,O,X,X,X,X,X
JZLTOSI,O,X,X,X,X,X,X,X,X
JZLITSO,O,X,X,X,X,X,X,O,O
JZLITOS,O,X,X,O,X,X,X,O,O
JZLISTO,O,O,X,X,X,X,X,O,O
JZLISOT,O,O,X,O,X,X,X,X,X
JZLIOTS,O,X,X,O,X,X,X,X,O
JZLIOST,O,X,X,O,X,X,X,X,X
JZLSTIO,O,X,X,X,X,X,X,X,X
JZLSTOI,O,X,X,X,X,X,X,X,X
JZLSITO,O,O,X,X,X,X,X,X,X
JZLSIOT,O,O,X,O,X,X,X,X,X
JZLSOTI,O,X,X,X,X,X,X,X,X
JZLSOIT,O,X,X,O,X,X,X,X,X
JZLOTIS,O,X,X,O,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X,X,X,X
JZLOITS,O,X,X,O,X,X,X,X,X
JZLOIST,O,X,X,O,X,X,X,X,X
JZLOSTI,O,X,X,X,X,X,X,X,X
JZLOSIT,O,X,X,O,X,X,X,X,X
JZSTILO,O,O,X,X,X,X,X,X,X
JZSTIOL,O,X,X,X,O,X,X,X,X
JZSTLIO,O,O,X,X,X,X,X,X,X
JZSTLOI,O,X,X,X,X,X,X,X,X
JZSTOIL,O,X,X,X,O,X,X,X,X
JZSTOLI,O,X,X,X,O,X,X,X,X
JZSITLO,O,O,X,X,X,X,X,X,X
JZSITOL,O,X,X,X,O,X,X,X,X
JZSILTO,O,O,X,X,X,X,X,X,X
JZSILOT,O,O,O,O,X,X,X,X,X
JZSIOTL,O,X,X,X,X,X,X,X,X
JZSIOLT,O,X,O,X,X,X,X,X,X
JZSLTIO,O,X,X,X,X,X,X,X,X
JZSLTOI,O,X,X,X,X,X,X,X,X
JZSLITO,O,O,X,X,X,X,X,X,X
JZSLIOT,O,O,O,O,X,X,X,X,X
JZSLOTI,O,X,X,X,X,X,X,X,X
JZSLOIT,O,X,O,O,X,X,X,X,X
JZSOTIL,O,X,X,X,X,X,X,X,X
JZSOTLI,O,X,X,X,X,X,X,X,X
JZSOITL,O,X,X,X,X,X,X,X,X
JZSOILT,O,X,O,X,X,X,X,X,X
JZSOLTI,O,X,X,X,X,X,X,X,X
JZSOLIT,O,X,O,X,X,X,X,X,X
JZOTILS,O,X,X,X,X,O,X,X,X
JZOTISL,O,X,O,X,X,O,X,X,X
JZOTLIS,O,X,X,X,X,O,X,X,X
JZOTLSI,O,X,X,X,X,O,X,X,X
JZOTSIL,O,X,O,X,X,O,X,X,X
JZOTSLI,O,X,O,X,X,O,X,X,X
JZOITLS,O,X,X,X,X,O,X,X,X
JZOITSL,O,X,O,X,X,O,X,X,X
JZOILTS,O,X,X,O,X,O,X,X,X
JZOILST,O,X,X,O,X,O,X,X,X
JZOISTL,O,X,X,X,X,O,X,X,X
JZOISLT,O,X,O,X,X,O,X,X,X
JZOLTIS,O,X,X,O,X,O,X,X,X
JZOLTSI,O,X,X,X,X,O,X,X,X
JZOLITS,O,X,X,O,X,O,X,X,X
JZOLIST,O,X,X,O,X,O,X,X,X
JZOLSTI,O,X,X,X,X,O,X,X,X
JZOLSIT,O,X,X,O,X,O,X,X,X
JZOSTIL,O,X,X,X,X,O,X,X,X
JZOSTLI,O,X,X,X,X,O,X,X,X
JZOSITL,O,X,X,X,X,O,X,X,X
JZOSILT,O,X,O,X,X,O,X,X,X
JZOSLTI,O,X,X,X,X,O,X,X,X
JZOSLIT,O,X,O,X,X,O,X,X,X
JOTILSZ,X,O,O,X,O,X,X,X,X
JOTILZS,X,O,X,X,O,X,X,X,X
JOTISLZ,O,O,O,X,O,X,X,X,X
JOTISZL,O,O,O,X,O,O,X,X,X
JOTIZLS,O,O,X,X,O,O,X,X,X
JOTIZSL,O,O,O,X,O,O,X,X,X
JOTLISZ,X,O,O,X,O,X,X,X,X
JOTLIZS,X,O,X,X,O,X,X,X,X
JOTLSIZ,X,O,O,X,O,X,X,X,X
JOTLSZI,X,O,O,X,O,X,X,X,X
JOTLZIS,X,O,X,X,O,X,X,X,X
JOTLZSI,X,O,X,X,O,X,X,X,X
JOTSILZ,O,O,O,X,O,X,X,X,X
JOTSIZL,O,O,O,X,O,O,X,X,X
JOTSLIZ,O,O,O,X,O,X,X,X,X
JOTSLZI,O,O,O,X,O,X,X,X,X
JOTSZIL,O,O,O,X,O,O,X,X,X
JOTSZLI,O,O,O,X,O,O,X,X,X
JOTZILS,O,O,X,X,O,O,X,X,X
JOTZISL,O,O,O,X,O,O,X,X,X
JOTZLIS,O,O,X,X,O,O,X,X,X
JOTZLSI,O,O,X,X,O,O,X,X,X
JOTZSIL,O,O,O,X,O,O,X,X,X
JOTZSLI,O,O,O,X,O,O,X,X,X
JOITLSZ,X,O,O,X,O,X,X,X,X
JOITLZS,X,O,X,X,O,X,X,X,X
JOITSLZ,O,O,O,X,O,X,X,X,X
JOITSZL,O,O,O,X,O,O,X,X,X
JOITZLS,O,O,X,X,O,O,X,X,X
JOITZSL,O,O,O,X,O,O,X,X,X
JOILTSZ,X,O,O,X,X,X,X,O,O
JOILTZS,X,O,X,X,X,X,X,O,O
JOILSTZ,X,O,O,X,X,X,X,O,X
JOILSZT,X,O,O,X,X,O,X,X,X
JOILZTS,X,X,X,X,X,O,X,X,O
JOILZST,X,O,X,X,X,O,X,X,X
JOISTLZ,X,O,O,X,O,X,X,X,X
JOISTZL,X,O,O,X,O,O,X,X,X
JOISLTZ,X,O,O,X,X,X,X,X,X
JOISLZT,O,O,O,X,X,O,X,X,X
JOISZTL,O,O,X,X,X,O,X,X,X
JOISZLT,O,O,O,X,X,O,X,X,X
JOIZTLS,O,O,X,X,X,O,X,X,X
JOIZTSL,O,O,O,X,X,O,X,X,X
JOIZLTS,O,X,X,X,X,O,X,X,X
JOIZLST,O,O,X,X,X,O,X,X,X
JOIZSTL,O,O,X,X,X,O,X,X,X
JOIZSLT,O,O,O,X,X,O,X,X,X
JOLTISZ,X,O,O,X,X,X,X,X,X
JOLTIZS,X,O,X,X,X,X,X,X,X
JOLTSIZ,X,O,O,X,X,X,X,X,X
JOLTSZI,X,O,O,X,X,X,X,X,X
JOLTZIS,X,O,X,X,X,X,X,X,X
JOLTZSI,X,O,X,X,X,X,X,X,X
JOLITSZ,X,O,O,X,X,X,X,O,O
JOLITZS,X,O,X,X,X,X,X,O,O
JOLISTZ,X,O,O,X,X,X,X,O,X
JOLISZT,X,O,O,X,X,O,X,X,X
JOLIZTS,X,X,X,X,X,O,X,X,O
JOLIZST,X,O,X,X,X,O,X,X,X
JOLSTIZ,X,O,O,X,X,X,X,X,X
JOLSTZI,X,O,X,X,X,X,X,X,X
JOLSITZ,X,O,O,X,X,X,X,X,X
JOLSIZT,X,O,O,X,X,O,X,X,X
JOLSZTI,X,X,X,X,X,O,X,X,X
JOLSZIT,X,O,O,X,X,O,X,X,X
JOLZTIS,X,X,X,X,X,O,X,X,X
JOLZTSI,X,X,X,X,X,O,X,X,X
JOLZITS,X,X,X,X,X,O,X,X,X
JOLZIST,X,O,X,X,X,O,X,X,X
JOLZSTI,X,X,X,X,X,O,X,X,X
JOLZSIT,X,O,X,X,X,O,X,X,X
JOSTILZ,X,O,O,X,O,X,X,X,X
JOSTIZL,X,O,O,X,O,O,X,X,X
JOSTLIZ,X,O,O,X,O,X,X,X,X
JOSTLZI,X,O,O,X,O,X,X,X,X
JOSTZIL,X,O,O,X,O,O,X,X,X
JOSTZLI,X,O,O,X,O,O,X,X,X
JOSITLZ,X,O,O,X,O,X,X,X,X
JOSITZL,X,O,O,X,O,O,X,X,X
JOSILTZ,X,O,O,X,X,X,X,X,X
JOSILZT,O,O,O,X,X,O,X,X,X
JOSIZTL,O,O,X,X,X,O,X,X,X
JOSIZLT,O,O,O,X,X,O,X,X,X
JOSLTIZ,X,O,O,X,X,X,X,X,X
JOSLTZI,X,O,X,X,X,X,X,X,X
JOSLITZ,X,O,O,X,X,X,X,X,X
JOSLIZT,O,O,O,X,X,O,X,X,X
JOSLZTI,O,X,X,X,X,O,X,X,X
JOSLZIT,O,O,O,X,X,O,X,X,X
JOSZTIL,O,O,X,X,X,O,X,X,X
JOSZTLI,O,O,X,X,X,O,X,X,X
JOSZITL,O,O,X,X,X,O,X,X,X
JOSZILT,O,O,O,X,X,O,X,X,X
JOSZLTI,O,X,X,X,X,O,X,X,X
JOSZLIT,O,O,O,X,X,O,X,X,X
JOZTILS,O,O,X,X,X,O,X,X,X
JOZTISL,O,O,O,X,X,O,X,X,X
JOZTLIS,O,O,X,X,X,O,X,X,X
JOZTLSI,O,O,X,X,X,O,X,X,X
JOZTSIL,O,O,O,X,X,O,X,X,X
JOZTSLI,O,O,O,X,X,O,X,X,X
JOZITLS,O,O,X,X,X,O,X,X,X
JOZITSL,O,O,O,X,X,O,X,X,X
JOZILTS,O,X,X,X,X,O,X,X,X
JOZILST,O,O,X,X,X,O,X,X,X
JOZISTL,O,O,X,X,X,O,X,X,X
JOZISLT,O,O,O,X,X,O,X,X,X
JOZLTIS,O,X,X,X,X,O,X,X,X
JOZLTSI,O,X,X,X,X,O,X,X,X
JOZLITS,O,X,X,X,X,O,X,X,X
JOZLIST,O,O,X,X,X,O,X,X,X
JOZLSTI,O,X,X,X,X,O,X,X,X
JOZLSIT,O,O,X,X,X,O,X,X,X
JOZSTIL,O,O,X,X,X,O,X,X,X
JOZSTLI,O,O,X,X,X,O,X,X,X
JOZSITL,O,O,X,X,X,O,X,X,X
JOZSILT,O,O,O,X,X,O,X,X,X
JOZSLTI,O,X,X,X,X,O,X,X,X
JOZSLIT,O,O,O,X,X,O,X,X,X
STILJZO,O,O,O,X,X,X,X,O,O
STILJOZ,O,O,O,X,O,X,X,O,O
STILZJO,O,O,O,O,X,X,X,X,X
STILZOJ,O,X,O,O,X,X,O,X,X
STILOJZ,O,O,O,X,O,X,O,X,X
STILOZJ,O,O,O,O,O,X,O,X,X
STIJLZO,O,O,O,X,X,X,X,O,O
STIJLOZ,O,O,O,X,O,X,X,O,O
STIJZLO,O,O,O,X,X,X,X,X,X
STIJZOL,O,X,O,X,O,X,O,X,X
STIJOLZ,O,O,O,X,O,X,O,X,X
STIJOZL,O,X,O,X,O,X,O,X,X
STIZLJO,O,O,O,O,X,X,X,X,X
STIZLOJ,O,X,O,O,X,X,O,X,X
STIZJLO,O,O,O,O,X,X,X,X,X
STIZJOL,O,X,O,X,O,X,O,X,X
STIZOLJ,O,X,O,X,O,X,O,X,X
STIZOJL,O,X,O,X,O,X,O,X,X
STIOLJZ,O,O,O,X,O,X,O,X,X
STIOLZJ,O,O,O,X,O,X,O,X,X
STIOJLZ,O,O,O,X,O,X,O,X,X
STIOJZL,O,O,O,X,O,X,O,X,X
STIOZLJ,O,O,O,X,O,X,O,X,X
STIOZJL,O,O,O,X,O,X,O,X,X
STLIJZO,O,O,O,X,X,X,X,O,O
STLIJOZ,O,O,O,X,O,X,X,O,O
STLIZJO,O,O,O,O,X,X,X,X,X
STLIZOJ,O,X,O,O,X,X,O,X,X
STLIOJZ,O,O,O,X,O,X,O,X,X
STLIOZJ,O,O,O,O,O,X,O,X,X
STLJIZO,O,O,O,X,X,X,X,O,O
STLJIOZ,O,O,O,X,O,X,X,O,O
STLJZIO,O,O,O,X,X,X,X,X,X
STLJZOI,O,X,O,X,X,X,X,X,X
STLJOIZ,O,O,O,X,O,X,X,X,X
STLJOZI,O,X,O,X,O,X,X,X,X
STLZIJO,O,O,O,O,X,X,X,X,X
STLZIOJ,O,X,O,O,X,X,O,X,X
STLZJIO,O,O,O,O,X,X,X,X,X
STLZJOI,O,X,O,O,X,X,X,X,X
STLZOIJ,O,X,O,O,X,X,O,X,X
STLZOJI,O,X,O,O,X,X,O,X,X
STLOIJZ,O,O,O,X,O,X,O,X,X
STLOIZJ,O,O,O,O,O,X,O,X,X
STLOJIZ,O,O,O,X,O,X,O,X,X
STLOJZI,O,O,O,X,O,X,O,X,X
STLOZIJ,O,O,O,O,O,X,O,X,X
STLOZJI,O,O,O,O,O,X,O,X,X
STJILZO,O,O,O,X,X,X,X,O,O
STJILOZ,O,O,O,X,O,X,X,O,O
STJIZLO,O,O,O,X,X,X,X,X,X
STJIZOL,O,X,O,X,O,X,O,X,X
STJIOLZ,O,O,O,X,O,X,O,X,X
STJIOZL,O,X,O,X,O,X,O,X,X
STJLIZO,O,O,O,X,X,X,X,O,O
STJLIOZ,O,O,O,X,O,X,X,O,O
STJLZIO,O,O,O,X,X,X,X,X,X
STJLZOI,O,X,O,X,X,X,X,X,X
STJLOIZ,O,O,O,X,O,X,X,X,X
STJLOZI,O,X,O,X,O,X,X,X,X
STJZILO,O,O,O,X,X,X,X,X,X
STJZIOL,O,X,O,X,O,X,O,X,X
STJZLIO,O,O,O,X,X,X,X,X,X
STJZLOI,O,X,O,X,X,X,X,X,X
STJZOIL,O,X,O,X,O,X,O,X,X
STJZOLI,O,X,O,X,O,X,O,X,X
STJOILZ,O,O,O,X,O,X,O,X,X
STJOIZL,O,X,O,X,O,X,O,X,X
STJOLIZ,O,O,O,X,O,X,O,X,X
STJOLZI,O,X,O,X,O,X,O,X,X
STJOZIL,O,X,O,X,O,X,O,X,X
STJOZLI,O,X,O,X,O,X,O,X,X
STZILJO,O,O,O,O,X,X,X,X,X
STZILOJ,O,X,O,O,X,X,O,X,X
STZIJLO,O,O,O,O,X,X,X,X,X
STZIJOL,O,X,O,X,O,X,O,X,X
STZIOLJ,O,X,O,X,O,X,O,X,X
STZIOJL,O,X,O,X,O,X,O,X,X
STZLIJO,O,O,O,O,X,X,X,X,X
STZLIOJ,O,X,O,O,X,X,O,X,X
STZLJIO,O,O,O,O,X,X,X,X,X
STZLJOI,O,X,O,O,X,X,X,X,X
STZLOIJ,O,X,O,O,X,X,O,X,X
STZLOJI,O,X,O,O,X,X,O,X,X
STZJILO,O,O,O,O,X,X,X,X,X
STZJIOL,O,X,O,X,O,X,O,X,X
STZJLIO,O,O,O,O,X,X,X,X,X
STZJLOI,O,X,O,O,X,X,X,X,X
STZJOIL,O,X,O,X,O,X,O,X,X
STZJOLI,O,X,O,X,O,X,O,X,X
STZOILJ,O,X,O,X,O,X,O,X,X
STZOIJL,O,X,O,X,O,X,O,X,X
STZOLIJ,O,X,O,X,O,X,O,X,X
STZOLJI,O,X,O,X,O,X,O,X,X
STZOJIL,O,X,O,X,O,X,O,X,X
STZOJLI,O,X,O,X,O,X,O,X,X
STOILJZ,O,O,O,X,O,X,O,X,X
STOILZJ,O,O,O,X,O,X,O,X,X
STOIJLZ,O,O,O,X,O,X,O,X,X
STOIJZL,O,O,O,X,O,X,O,X,X
STOIZLJ,O,O,O,X,O,X,O,X,X
STOIZJL,O,O,O,X,O,X,O,X,X
STOLIJZ,O,O,O,X,O,X,O,X,X
STOLIZJ,O,O,O,X,O,X,O,X,X
STOLJIZ,O,O,O,X,O,X,O,X,X
STOLJZI,O,O,O,X,O,X,O,X,X
STOLZIJ,O,O,O,X,O,X,O,X,X
STOLZJI,O,O,O,X,O,X,O,X,X
STOJILZ,O,O,O,X,O,X,O,X,X
STOJIZL,O,O,O,X,O,X,O,X,X
STOJLIZ,O,O,O,X,O,X,O,X,X
STOJLZI,O,O,O,X,O,X,O,X,X
STOJZIL,O,O,O,X,O,X,O,X,X
STOJZLI,O,O,O,X,O,X,O,X,X
STOZILJ,O,O,O,X,O,X,O,X,X
STOZIJL,O,O,O,X,O,X,O,X,X
STOZLIJ,O,O,O,X,O,X,O,X,X
STOZLJI,O,O,O,X,O,X,O,X,X
STOZJIL,O,O,O,X,O,X,O,X,X
STOZJLI,O,O,O,X,O,X,O,X,X
SITLJZO,O,O,O,X,X,X,X,O,O
SITLJOZ,O,O,O,X,O,X,X,O,O
SITLZJO,O,O,O,O,X,X,X,X,X
SITLZOJ,O,X,O,O,X,X,O,X,X
SITLOJZ,O,O,O,X,O,X,O,X,X
SITLOZJ,O,O,O,O,O,X,O,X,X
SITJLZO,O,O,O,X,X,X,X,O,O
SITJLOZ,O,O,O,X,O,X,X,O,O
SITJZLO,O,O,O,X,X,X,X,X,X
SITJZOL,O,X,O,X,O,X,O,X,X
SITJOLZ,O,O,O,X,O,X,O,X,X
SITJOZL,O,X,O,X,O,X,O,X,X
SITZLJO,O,O,O,O,X,X,X,X,X
SITZLOJ,O,X,O,O,X,X,O,X,X
SITZJLO,O,O,O,O,X,X,X,X,X
SITZJOL,O,X,O,X,O,X,O,X,X
SITZOLJ,O,X,O,X,O,X,O,X,X
SITZOJL,O,X,O,X,O,X,O,X,X
SITOLJZ,O,O,O,X,O,X,O,X,X
SITOLZJ,O,O,O,X,O,X,O,X,X
SITOJLZ,O,O,O,X,O,X,O,X,X
SITOJZL,O,O,O,X,O,X,O,X,X
SITOZLJ,O,O,O,X,O,X,O,X,X
SITOZJL,O,O,O,X,O,X,O,X,X
SILTJZO,O,O,X,X,X,X,X,O,O
SILTJOZ,X,O,O,X,O,X,X,O,O
SILTZJO,O,O,X,O,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,O,X,X
SILTOJZ,X,O,O,X,O,X,O,X,X
SILTOZJ,X,X,X,O,O,X,O,X,X
SILJTZO,O,O,X,X,X,X,X,O,O
SILJTOZ,X,O,O,X,O,X,X,O,O
SILJZTO,O,O,X,X,X,X,X,O,O
SILJZOT,O,O,O,X,X,X,X,X,X
SILJOTZ,X,X,O,X,X,X,X,O,X
SILJOZT,O,O,O,X,X,X,X,X,X
SILZTJO,O,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X,O,X,X
SILZJTO,O,O,X,X,X,X,X,X,X
SILZJOT,O,O,O,O,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X
SILZOJT,O,X,O,O,X,X,X,X,X
SILOTJZ,X,O,O,X,X,X,X,X,X
SILOTZJ,X,X,X,O,X,X,X,X,X
SILOJTZ,X,O,O,X,X,X,X,X,X
SILOJZT,O,O,O,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X
SILOZJT,O,O,O,O,X,X,X,X,X
SIJTLZO,O,O,O,X,X,X,X,X,X
SIJTLOZ,O,O,O,X,O,X,X,X,X
SIJTZLO,O,O,O,X,X,X,X,X,X
SIJTZOL,O,X,O,X,O,X,O,X,X
SIJTOLZ,O,O,O,X,O,X,O,X,X
