sequence,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFqfBTbBmcB1?qBXrB0rB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFFbBmcBflBC?hBzqB0rB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jex6IvhFicBOkBXgBF?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFCbB2hBXgBF?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhF3bBzcBckBV?mB2qBRwB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFGbBzfBFmB0?qB/rBasB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeT6IvhF2gB8hBikB3?lBFmBRwB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jex6IvhFicBOkBFlBX?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhFRcBckB3hBT?lB2wBlqB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFFbBzcBflBC?mB2wB8qB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFzaB3cBUlBF?mBuqBywB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeT6IvhFxbB8hBikB3?lB2wBlqB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFufB3bBlhBy?qB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Je2/IvhFRbBfmBlhBi?kB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhFRcBckBlgB/?qBOrBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei8IvhFxkBXmBOkBF?lBzrB0qB
LITSZOJ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LITSOJZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITZJSO,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LITZJOS,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LITZSJO,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LITZSOJ,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LITZOJS,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LITZOSJ,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LITOJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIJTSZO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIJTZOS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIJSTOZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LIJSZOT,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LIJSOTZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LIJZTSO,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIJZTOS,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LIJZSTO,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LIJZSOT,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LIJZOTS,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LIJZOST,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LIJOTSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIJOSZT,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LIJOZTS,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LIJOZST,X,O,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LISTJZO,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LISTJOZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
LISTZJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LISTOJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISTOZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LISJTOZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
LISJZTO,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LISJZOT,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LISJOTZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LISZTJO,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LISZTOJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LISZJTO,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LISZJOT,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LISZOTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LISZOJT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LISOTJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOJTZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LISOJZT,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LISOZTJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
LIZTJOS,O,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X
LIZTSJO,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X
LIZTSOJ,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X
LIZTOJS,O,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X
LIZTOSJ,O,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LIZJTSO,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIZJTOS,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LIZJSTO,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X
LIZJSOT,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X
LIZJOTS,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LIZJOST,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X
LIZSTJO,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X
LIZSTOJ,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X
LIZSJTO,X,X,X,O,X,X,O,X,X,O,X,X,O,O,X,X
LIZSJOT,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LIZSOTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X
LIZSOJT,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X
LIZOTJS,O,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X
LIZOTSJ,O,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LIZOJTS,O,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
LIZOJST,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LIZOSTJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIZOSJT,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LIOTJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTZJS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJTZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOJSZT,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LIOJZTS,O,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
LIOJZST,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X
LIOSTJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOSJZT,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOSZTJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOSZJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
LIOZTSJ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LIOZJTS,O,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
LIOZJST,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LIOZSTJ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOZSJT,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LJTISZO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTSZIO,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LJTSZOI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LJTSOIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTSOZI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LJTZISO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LJTZIOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTZSIO,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
LJTZSOI,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
LJTZOIS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJTZOSI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJTOISZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTOZIS,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJTOZSI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LJITZOS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJISTOZ,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJISZTO,X,X,O,X,X,X,O,O,X,O,X,O,O,O,X,X
LJISZOT,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LJISOTZ,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LJIZTSO,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
LJIZTOS,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
LJIZSTO,X,X,O,X,X,X,O,X,X,O,X,O,O,O,X,X
LJIZSOT,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LJIZOTS,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LJIZOST,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LJIOTSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJIOSZT,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LJIOZTS,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LJIOZST,X,O,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LJSTIZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LJSTIOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X
LJSTZOI,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LJSTOIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSITOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSIZTO,X,X,O,X,X,X,X,O,O,O,X,O,O,O,X,X
LJSIZOT,X,X,X,X,X,X,O,X,O,O,X,O,O,O,X,X
LJSIOTZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJSZTIO,X,X,O,X,X,X,X,O,O,X,X,O,X,O,O,X
LJSZTOI,X,X,O,X,X,X,O,X,X,X,X,O,X,O,O,X
LJSZITO,X,X,O,X,X,X,X,O,O,O,X,O,X,O,O,X
LJSZIOT,X,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X
LJSZOTI,X,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X
LJSZOIT,X,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X
LJSOTIZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSOITZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSOIZT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJSOZTI,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LJSOZIT,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJZTISO,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LJZTIOS,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJZTSIO,X,X,O,X,X,X,X,X,O,X,X,O,X,O,O,X
LJZTSOI,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X
LJZTOIS,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LJZTOSI,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
LJZITSO,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
LJZITOS,O,X,O,X,O,X,O,X,X,X,X,O,O,X,X,X
LJZISTO,X,X,O,X,O,X,O,X,O,O,X,O,O,O,O,X
LJZISOT,X,X,X,X,X,X,O,X,O,O,X,O,O,O,X,X
LJZIOTS,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X
LJZIOST,X,X,X,X,X,X,O,X,O,O,X,O,O,O,X,X
LJZSTIO,X,X,O,X,X,X,X,X,O,X,X,O,X,O,O,X
LJZSTOI,X,X,O,X,X,X,O,X,X,X,X,O,X,O,O,X
LJZSITO,X,X,O,X,O,X,X,X,O,O,X,O,X,O,O,X
LJZSIOT,X,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X
LJZSOTI,X,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X
LJZSOIT,X,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X
LJZOTIS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJZOTSI,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LJZOITS,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJZOIST,X,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X
LJZOSTI,X,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X
LJZOSIT,X,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X
LJOTISZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTSZI,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOTZIS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJOTZSI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOISTZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJOISZT,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LJOIZTS,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LJOIZST,X,O,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LJOSTIZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOSTZI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJOSITZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOSIZT,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJOSZTI,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LJOSZIT,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X
LJOZTIS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJOZTSI,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LJOZITS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJOZIST,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X
LJOZSTI,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X
LJOZSIT,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X
LSTIJZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTIZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTZIJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTOJZI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSITJZO,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSITJOZ,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O
LSITZJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSITZOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSITOJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSITOZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSIJTOZ,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O
LSIJZTO,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X
LSIJZOT,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LSIJOTZ,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSIZTJO,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LSIZTOJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LSIZJTO,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LSIZJOT,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LSIZOTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LSIZOJT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LSIOTJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSIOJZT,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSIOZTJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIOZJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJTIZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LSJTIOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X
LSJTZOI,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LSJTOIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSJITZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSJITOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSJIZTO,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X,X
LSJIZOT,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
LSJIOTZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LSJZTIO,X,X,O,O,X,X,X,O,X,X,X,O,X,O,O,X
LSJZTOI,X,X,O,O,X,X,O,X,X,X,X,O,X,O,O,X
LSJZITO,X,X,O,O,X,X,X,O,X,O,X,O,X,O,O,X
LSJZIOT,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X
LSJZOTI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X
LSJZOIT,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X
LSJOTIZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LSJOITZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSJOIZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LSJOZTI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LSJOZIT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LSZTIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LSZTIOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LSZTJIO,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LSZTJOI,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
LSZTOIJ,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LSZTOJI,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LSZITJO,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LSZITOJ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LSZIJTO,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,X
LSZIJOT,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X
LSZIOTJ,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LSZIOJT,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LSZJTIO,X,X,O,O,X,X,X,O,X,X,X,O,X,O,O,X
LSZJTOI,X,X,O,O,X,X,O,X,X,X,X,O,X,O,O,X
LSZJITO,X,X,O,O,X,X,X,O,X,X,X,O,X,O,O,X
LSZJIOT,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LSZJOTI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X
LSZJOIT,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LSZOTIJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LSZOTJI,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LSZOITJ,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LSZOIJT,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LSZOJTI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X
LSZOJIT,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
