sequence,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXcBFiB8nB6rBOs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXcBTdBcmBynBWw?BFsB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXdBamBziB0hBWw?BFsB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFTdBFhB8nBasBGr?BXrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFFhBXiB8nB6rBOs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFeiBfjBFhBcsB6r?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFTdBFhB8nBSrBes?BXrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFKiBfjBFhBWsBzq?B0rB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFeiBfjBFhBcsBCr?BTrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhF6hB0dB2nBVrBXs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhF0dB3hBlnBuqBTm?BywB
JZTOLSI,X,O,O,O,X,X,O,X,X,X,X
JZTOSIL,X,O,X,X,X,X,O,X,X,X,X
JZTOSLI,X,O,O,X,X,X,O,X,X,X,X
JZITLSO,X,O,X,O,X,X,O,X,X,X,X
JZITLOS,X,O,X,O,X,X,O,X,X,X,X
JZITSLO,X,O,X,X,O,X,X,X,X,O,X
JZITSOL,X,O,X,X,O,X,O,X,X,O,X
JZITOLS,X,O,X,O,X,X,O,X,X,X,X
JZITOSL,X,O,X,X,X,X,O,X,X,X,X
JZILTSO,O,O,X,O,X,X,O,X,X,X,X
JZILTOS,X,O,O,O,X,X,O,X,X,X,X
JZILSTO,O,O,X,O,X,X,O,X,X,O,X
JZILSOT,X,O,X,O,X,X,O,X,X,X,X
JZILOTS,X,O,O,O,X,X,O,X,X,X,X
JZILOST,X,O,O,O,X,X,O,X,X,X,X
JZISTLO,X,O,X,X,O,X,X,X,X,O,X
JZISTOL,X,O,X,X,O,X,O,X,X,O,X
JZISLTO,O,O,X,O,X,X,O,X,X,O,X
JZISLOT,X,O,X,O,X,X,O,X,X,X,X
JZISOTL,X,O,X,X,X,X,O,X,X,O,X
JZISOLT,X,O,X,X,X,X,O,X,X,X,X
JZIOTLS,X,O,X,O,X,X,O,X,X,X,X
JZIOTSL,X,O,X,X,O,X,O,X,X,X,X
JZIOLTS,O,O,O,O,X,X,O,X,X,X,X
JZIOLST,O,O,O,O,X,X,O,X,X,X,X
JZIOSTL,X,O,X,X,O,X,O,X,X,O,X
JZIOSLT,O,O,X,X,X,X,O,X,X,X,X
JZLTISO,O,O,X,O,X,X,O,X,X,X,X
JZLTIOS,X,O,O,O,X,X,O,X,X,X,X
JZLTSIO,O,O,X,O,X,X,O,X,X,X,X
JZLTSOI,O,O,X,O,X,X,O,X,X,X,X
JZLTOIS,O,O,O,O,X,X,O,X,X,X,X
JZLTOSI,O,O,O,O,X,X,O,X,X,X,X
JZLITSO,O,O,X,O,X,X,O,X,X,X,X
JZLITOS,X,O,O,O,X,X,O,X,X,X,X
JZLISTO,O,O,X,O,X,X,O,X,X,O,X
JZLISOT,X,O,X,O,X,X,O,X,X,X,X
JZLIOTS,X,O,O,O,X,X,O,X,X,X,X
JZLIOST,X,O,O,O,X,X,O,X,X,X,X
JZLSTIO,O,O,X,O,X,X,O,X,X,O,X
JZLSTOI,O,O,X,O,X,X,O,X,X,O,X
JZLSITO,O,O,X,O,X,X,O,X,X,O,X
JZLSIOT,X,O,X,O,X,X,O,X,X,X,X
JZLSOTI,X,O,X,O,X,X,O,X,X,X,X
JZLSOIT,X,O,X,O,X,X,O,X,X,X,X
JZLOTIS,X,O,O,O,X,X,O,X,X,X,X
JZLOTSI,X,O,O,O,X,X,O,X,X,X,X
JZLOITS,X,O,O,O,X,X,O,X,X,X,X
JZLOIST,X,O,O,O,X,X,O,X,X,X,X
JZLOSTI,X,O,O,O,X,X,O,X,X,X,X
JZLOSIT,X,O,O,O,X,X,O,X,X,X,X
JZSTILO,X,O,X,X,O,X,X,X,X,O,X
JZSTIOL,X,O,X,X,O,X,O,X,X,O,X
JZSTLIO,X,O,X,X,O,X,X,X,X,O,X
JZSTLOI,X,O,X,X,O,X,X,O,X,O,X
JZSTOIL,X,O,X,X,O,X,O,X,X,O,X
JZSTOLI,X,O,X,X,O,X,O,X,X,O,X
JZSITLO,X,O,X,X,O,X,X,X,X,O,X
JZSITOL,X,O,X,X,O,X,O,X,X,O,X
JZSILTO,O,O,X,O,X,X,O,X,X,O,X
JZSILOT,X,O,X,O,X,X,O,X,X,X,X
JZSIOTL,X,O,X,X,X,X,O,X,X,O,X
JZSIOLT,X,O,X,X,X,X,O,X,X,X,X
JZSLTIO,O,O,X,O,X,X,O,X,X,O,X
JZSLTOI,O,O,X,O,X,X,O,O,X,O,X
JZSLITO,O,O,X,O,X,X,O,X,X,O,X
JZSLIOT,X,O,X,O,X,X,O,X,X,X,X
JZSLOTI,X,O,X,O,X,X,O,X,X,X,X
JZSLOIT,X,O,X,O,X,X,O,X,X,X,X
JZSOTIL,X,O,X,X,X,X,O,X,X,O,X
JZSOTLI,X,O,X,X,X,X,O,X,X,O,X
JZSOITL,X,O,X,X,X,X,O,X,X,O,X
JZSOILT,X,O,X,X,X,X,O,X,X,X,X
JZSOLTI,X,O,X,X,X,X,O,X,X,X,X
JZSOLIT,X,O,X,X,X,X,O,X,X,X,X
JZOTILS,X,O,X,O,X,X,O,X,X,X,X
JZOTISL,X,O,X,X,O,X,O,X,X,X,X
JZOTLIS,X,O,O,O,X,X,O,X,X,X,X
JZOTLSI,X,O,O,O,X,X,O,X,X,X,X
JZOTSIL,X,O,X,X,O,X,O,X,X,X,X
JZOTSLI,X,O,O,X,O,X,O,X,X,X,X
JZOITLS,X,O,X,O,X,X,O,X,X,X,X
JZOITSL,X,O,X,X,O,X,O,X,X,X,X
JZOILTS,O,O,O,O,X,X,O,X,X,X,X
JZOILST,O,O,O,O,X,X,O,X,X,X,X
JZOISTL,X,O,X,X,O,X,O,X,X,O,X
JZOISLT,O,O,X,X,X,X,O,X,X,X,X
JZOLTIS,O,O,O,O,X,X,O,X,X,X,X
JZOLTSI,O,O,O,O,X,X,O,X,X,X,X
JZOLITS,O,O,O,O,X,X,O,X,X,X,X
JZOLIST,O,O,O,O,X,X,O,X,X,X,X
JZOLSTI,O,O,O,O,X,X,O,X,X,X,X
JZOLSIT,O,O,O,O,X,X,O,X,X,X,X
JZOSTIL,X,O,X,X,O,X,O,X,X,O,X
JZOSTLI,X,O,X,X,O,X,O,X,X,O,X
JZOSITL,X,O,X,X,O,X,O,X,X,O,X
JZOSILT,O,O,X,X,X,X,O,X,X,X,X
JZOSLTI,O,O,O,X,X,X,O,X,X,X,X
JZOSLIT,O,O,O,X,X,X,O,X,X,X,X
JOTILSZ,X,O,O,X,X,X,X,O,X,X,X
JOTILZS,X,O,O,X,X,X,X,X,X,X,X
JOTISLZ,X,X,O,X,X,X,X,O,X,X,X
JOTISZL,X,X,X,X,X,X,X,O,X,X,X
JOTIZLS,X,O,X,X,X,X,O,X,X,X,X
JOTIZSL,X,O,X,X,O,X,O,O,X,X,X
JOTLISZ,X,O,O,X,X,X,X,O,X,X,X
JOTLIZS,X,O,O,X,X,X,X,X,X,X,X
JOTLSIZ,X,O,O,X,X,X,X,O,X,X,X
JOTLSZI,X,O,O,X,X,X,X,O,X,X,X
JOTLZIS,X,O,O,X,X,X,X,X,X,X,X
JOTLZSI,X,O,O,X,X,X,X,X,X,X,X
JOTSILZ,X,X,O,X,X,X,X,O,X,X,X
JOTSIZL,X,X,X,X,X,X,X,O,X,X,X
JOTSLIZ,X,X,O,X,X,X,X,O,X,X,X
JOTSLZI,X,X,O,X,X,X,X,O,X,X,X
JOTSZIL,X,X,X,X,X,X,X,O,X,X,X
JOTSZLI,X,X,O,X,X,X,X,O,X,X,X
JOTZILS,X,O,X,X,X,X,O,X,X,X,X
JOTZISL,X,O,X,X,O,X,O,O,X,X,X
JOTZLIS,X,O,O,X,X,X,O,X,X,X,X
JOTZLSI,X,O,O,X,X,X,O,X,X,X,X
JOTZSIL,X,O,X,X,O,X,O,O,X,X,X
JOTZSLI,X,O,O,X,O,X,O,O,X,X,X
JOITLSZ,X,O,O,X,X,X,X,O,X,X,X
JOITLZS,X,O,O,X,X,X,X,X,X,X,X
JOITSLZ,X,X,O,X,X,X,X,O,X,X,X
JOITSZL,X,X,X,X,X,X,X,O,X,X,X
JOITZLS,X,O,X,X,X,X,O,X,X,X,X
JOITZSL,X,O,X,X,O,X,O,O,X,X,X
JOILTSZ,X,O,O,X,X,X,X,O,X,X,X
JOILTZS,X,O,O,O,X,X,O,X,X,X,X
JOILSTZ,X,O,O,X,X,X,X,O,X,X,X
JOILSZT,O,O,O,X,X,X,X,O,X,X,X
JOILZTS,O,O,O,O,X,X,O,X,X,X,X
JOILZST,O,O,O,O,X,X,O,X,X,X,X
JOISTLZ,X,X,X,X,X,X,X,O,X,O,X
JOISTZL,X,X,X,X,X,X,X,O,X,O,X
JOISLTZ,X,X,O,X,X,X,X,O,X,X,X
JOISLZT,O,X,O,X,X,X,X,O,X,X,X
JOISZTL,X,O,X,X,X,O,X,O,X,O,X
JOISZLT,O,O,X,X,X,O,X,O,X,X,X
JOIZTLS,X,O,X,X,X,X,O,X,X,X,X
JOIZTSL,X,O,X,X,O,X,O,O,X,X,X
JOIZLTS,O,O,O,O,X,X,O,X,X,X,X
JOIZLST,O,O,O,O,X,X,O,X,X,X,X
JOIZSTL,X,O,X,X,O,X,O,O,X,O,X
JOIZSLT,O,O,X,X,X,X,O,O,X,X,X
JOLTISZ,X,O,O,X,X,X,X,O,X,X,X
JOLTIZS,X,O,O,O,X,X,O,X,X,X,X
JOLTSIZ,X,O,O,X,X,X,X,O,X,X,X
JOLTSZI,X,O,O,X,X,X,X,O,X,X,X
JOLTZIS,X,O,O,O,X,X,O,X,X,X,X
JOLTZSI,X,O,O,O,X,X,O,X,X,X,X
JOLITSZ,X,O,O,X,X,X,X,O,X,X,X
JOLITZS,X,O,O,O,X,X,O,X,X,X,X
JOLISTZ,X,O,O,X,X,X,X,O,X,X,X
JOLISZT,O,O,O,X,X,X,X,O,X,X,X
JOLIZTS,O,O,O,O,X,X,O,X,X,X,X
JOLIZST,O,O,O,O,X,X,O,X,X,X,X
JOLSTIZ,X,O,O,X,X,X,X,O,X,X,X
JOLSTZI,X,O,O,X,X,X,X,O,X,X,X
JOLSITZ,X,O,O,X,X,X,X,O,X,X,X
JOLSIZT,O,O,O,X,X,X,X,O,X,X,X
JOLSZTI,O,O,O,X,X,X,X,O,X,X,X
JOLSZIT,O,O,O,X,X,X,X,O,X,X,X
JOLZTIS,O,O,O,O,X,X,O,X,X,X,X
JOLZTSI,O,O,O,O,X,X,O,X,X,X,X
JOLZITS,O,O,O,O,X,X,O,X,X,X,X
JOLZIST,O,O,O,O,X,X,O,X,X,X,X
JOLZSTI,O,O,O,O,X,X,O,X,X,X,X
JOLZSIT,O,O,O,O,X,X,O,X,X,X,X
JOSTILZ,X,X,O,X,X,X,X,O,X,O,X
JOSTIZL,X,X,X,X,X,X,X,O,X,O,X
JOSTLIZ,X,X,O,X,X,X,X,O,X,O,X
JOSTLZI,X,X,O,X,X,X,X,O,X,O,X
JOSTZIL,X,X,X,X,X,X,X,O,X,O,X
JOSTZLI,X,X,O,X,X,X,X,O,X,O,X
JOSITLZ,X,X,X,X,X,X,X,O,X,O,X
JOSITZL,X,X,X,X,X,X,X,O,X,O,X
JOSILTZ,X,X,O,X,X,X,X,O,X,X,X
JOSILZT,O,X,O,X,X,X,X,O,X,X,X
JOSIZTL,X,O,X,X,X,O,X,O,X,O,X
JOSIZLT,O,O,X,X,X,O,X,O,X,X,X
JOSLTIZ,X,X,O,X,X,X,X,O,X,X,X
JOSLTZI,X,X,O,X,X,X,X,O,X,X,X
JOSLITZ,X,X,O,X,X,X,X,O,X,X,X
JOSLIZT,O,X,O,X,X,X,X,O,X,X,X
JOSLZTI,O,X,O,X,X,X,X,O,X,X,X
JOSLZIT,O,X,O,X,X,X,X,O,X,X,X
JOSZTIL,X,O,X,X,X,O,X,O,X,O,X
JOSZTLI,X,O,X,X,X,O,X,O,X,O,X
JOSZITL,X,O,X,X,X,O,X,O,X,O,X
JOSZILT,O,O,X,X,X,O,X,O,X,X,X
JOSZLTI,O,O,O,X,X,O,X,O,X,X,X
JOSZLIT,O,O,O,X,X,O,X,O,X,X,X
JOZTILS,X,O,X,X,X,X,O,X,X,X,X
JOZTISL,X,O,X,X,O,X,O,O,X,X,X
JOZTLIS,X,O,O,X,X,X,O,X,X,X,X
JOZTLSI,X,O,O,X,X,X,O,X,X,X,X
JOZTSIL,X,O,X,X,O,X,O,O,X,X,X
JOZTSLI,X,O,O,X,O,X,O,O,X,X,X
JOZITLS,X,O,X,X,X,X,O,X,X,X,X
JOZITSL,X,O,X,X,O,X,O,O,X,X,X
JOZILTS,O,O,O,O,X,X,O,X,X,X,X
JOZILST,O,O,O,O,X,X,O,X,X,X,X
JOZISTL,X,O,X,X,O,X,O,O,X,O,X
JOZISLT,O,O,X,X,X,X,O,O,X,X,X
JOZLTIS,O,O,O,O,X,X,O,X,X,X,X
JOZLTSI,O,O,O,O,X,X,O,X,X,X,X
JOZLITS,O,O,O,O,X,X,O,X,X,X,X
JOZLIST,O,O,O,O,X,X,O,X,X,X,X
JOZLSTI,O,O,O,O,X,X,O,X,X,X,X
JOZLSIT,O,O,O,O,X,X,O,X,X,X,X
JOZSTIL,X,O,X,X,O,X,O,O,X,O,X
JOZSTLI,X,O,X,X,O,X,O,O,X,O,X
JOZSITL,X,O,X,X,O,X,O,O,X,O,X
JOZSILT,O,O,X,X,X,X,O,O,X,X,X
JOZSLTI,O,O,O,X,X,X,O,O,X,X,X
JOZSLIT,O,O,O,X,X,X,O,O,X,X,X
STILJZO,X,X,X,X,X,X,X,X,X,O,O
STILJOZ,X,X,X,X,X,X,X,X,X,O,O
STILZJO,O,O,X,X,X,X,X,X,O,O,O
STILZOJ,O,O,X,O,X,X,X,X,X,X,X
STILOJZ,X,X,X,X,X,X,X,X,X,O,X
STILOZJ,X,O,X,X,X,X,X,X,X,X,X
STIJLZO,X,X,X,X,X,X,X,X,X,O,O
STIJLOZ,X,X,X,X,X,X,X,X,X,O,X
STIJZLO,X,O,X,X,X,X,X,X,X,O,O
STIJZOL,X,O,X,X,X,X,O,X,X,O,O
STIJOLZ,X,X,X,X,X,X,X,X,X,O,X
STIJOZL,X,X,X,X,X,X,X,X,X,O,O
STIZLJO,O,O,X,X,O,X,X,X,O,O,O
STIZLOJ,O,O,X,X,O,X,X,X,X,X,X
STIZJLO,X,O,X,X,O,O,X,X,O,O,O
STIZJOL,X,X,X,X,O,O,O,X,O,O,O
STIZOLJ,X,O,X,O,O,X,X,X,X,X,X
STIZOJL,X,X,X,X,O,O,X,X,X,X,O
STIOLJZ,X,X,X,X,X,X,X,X,X,O,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,X,X,X,X,X,X,X,O,X,O,X
STIOJZL,X,X,X,X,X,X,X,O,X,O,O
STIOZLJ,O,X,X,X,O,X,X,X,X,X,X
STIOZJL,X,X,X,X,O,O,X,X,X,X,O
STLIJZO,X,X,X,X,X,X,X,X,X,O,O
STLIJOZ,X,X,X,X,X,X,X,X,X,O,O
STLIZJO,O,O,X,X,X,X,X,X,O,O,O
STLIZOJ,O,O,X,O,X,X,X,X,X,X,X
STLIOJZ,X,X,O,X,X,X,X,X,X,O,X
STLIOZJ,X,O,O,X,X,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,X,X,X,X,O,O
STLJIOZ,X,X,X,X,X,X,X,X,X,O,O
STLJZIO,X,X,X,X,X,X,X,X,X,O,O
STLJZOI,X,X,X,X,X,X,X,X,X,O,O
STLJOIZ,X,X,X,X,X,X,X,X,X,O,O
STLJOZI,X,X,X,X,X,X,X,X,X,O,O
STLZIJO,O,O,X,X,X,X,X,X,O,O,O
STLZIOJ,O,O,X,O,X,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,X,O,O,O
STLZJOI,O,O,X,X,X,X,X,X,O,O,O
STLZOIJ,O,O,X,O,X,X,X,X,X,X,X
STLZOJI,O,O,X,O,X,X,X,X,X,X,O
STLOIJZ,X,X,O,X,X,X,X,X,X,O,X
STLOIZJ,X,O,O,X,X,X,X,X,X,X,X
STLOJIZ,X,X,O,X,X,X,X,X,X,O,O
STLOJZI,X,X,O,X,X,X,X,X,X,O,O
STLOZIJ,X,O,O,X,X,X,X,X,X,X,X
STLOZJI,X,O,O,X,X,X,X,X,X,X,O
STJILZO,X,X,X,X,X,X,X,X,X,O,O
STJILOZ,X,X,X,X,X,X,X,O,X,O,X
STJIZLO,X,O,X,X,X,X,X,X,X,O,O
STJIZOL,X,O,X,X,X,X,O,X,X,O,O
STJIOLZ,X,X,X,X,X,X,X,X,X,O,X
STJIOZL,X,X,X,X,X,X,X,X,X,O,O
STJLIZO,X,X,X,X,X,X,X,X,X,O,O
STJLIOZ,X,X,X,X,X,X,X,O,X,O,O
STJLZIO,X,X,X,X,X,X,X,X,X,O,O
STJLZOI,X,X,X,X,X,X,X,O,X,O,O
STJLOIZ,X,X,X,X,X,X,X,O,X,O,O
STJLOZI,X,X,X,X,X,X,X,O,X,O,O
STJZILO,X,O,X,X,X,X,X,X,X,O,O
STJZIOL,X,O,X,X,X,X,O,X,X,O,O
STJZLIO,X,O,X,X,X,X,X,X,X,O,O
STJZLOI,X,O,X,X,X,X,X,O,X,O,O
STJZOIL,X,O,X,X,X,X,O,X,X,O,O
STJZOLI,X,O,X,X,X,X,O,X,X,O,O
STJOILZ,X,X,X,X,X,X,X,X,X,O,X
STJOIZL,X,X,X,X,X,X,X,X,X,O,O
STJOLIZ,X,X,X,X,X,X,X,O,X,O,X
STJOLZI,X,X,X,X,X,X,X,O,X,O,X
STJOZIL,X,X,X,X,X,X,X,X,X,O,O
STJOZLI,X,X,X,X,X,X,X,X,X,O,O
STZILJO,O,O,X,X,O,X,X,X,O,O,O
STZILOJ,O,O,X,X,O,X,X,X,X,X,X
STZIJLO,X,O,X,X,O,O,X,X,O,O,O
STZIJOL,X,X,X,X,O,O,O,X,O,O,O
STZIOLJ,X,O,X,O,O,X,X,X,X,X,X
STZIOJL,X,X,X,X,O,O,X,X,X,X,O
STZLIJO,O,O,X,X,O,X,X,X,O,O,O
STZLIOJ,O,O,X,X,O,X,X,X,X,X,X
STZLJIO,O,O,X,X,O,X,X,X,O,O,O
STZLJOI,O,O,X,X,O,X,X,X,O,O,O
STZLOIJ,O,O,X,X,O,X,X,X,X,X,X
STZLOJI,O,O,X,X,O,X,X,X,X,X,O
STZJILO,X,O,X,X,O,O,X,X,O,O,O
STZJIOL,X,X,X,X,O,O,O,X,O,O,O
STZJLIO,X,O,X,X,O,O,X,X,O,O,O
STZJLOI,X,O,X,X,O,O,X,X,O,O,O
STZJOIL,X,X,X,X,O,O,O,X,O,O,O
STZJOLI,X,X,X,X,O,O,O,X,O,O,O
STZOILJ,X,O,X,O,O,X,X,X,X,X,X
STZOIJL,X,X,X,X,O,O,X,X,X,X,O
STZOLIJ,X,O,X,O,O,X,X,X,X,X,X
STZOLJI,X,O,X,O,O,X,X,X,X,X,O
STZOJIL,X,X,X,X,O,O,X,X,X,X,O
STZOJLI,X,X,X,X,O,O,X,X,X,X,O
STOILJZ,X,X,O,X,X,X,X,X,X,O,X
STOILZJ,O,X,O,X,X,X,X,X,X,X,X
STOIJLZ,X,X,X,X,X,X,X,O,X,O,X
STOIJZL,X,X,X,X,X,X,X,O,X,O,O
STOIZLJ,O,X,X,X,O,X,X,X,X,X,X
STOIZJL,X,X,X,X,O,O,X,X,X,X,O
STOLIJZ,X,X,O,X,X,X,X,X,X,O,X
STOLIZJ,O,X,O,X,X,X,X,X,X,X,X
STOLJIZ,X,X,O,X,X,X,X,X,X,O,O
STOLJZI,X,X,O,X,X,X,X,X,X,O,O
STOLZIJ,O,X,O,X,X,X,X,X,X,X,X
STOLZJI,O,X,O,X,X,X,X,X,X,X,O
STOJILZ,X,X,X,X,X,X,X,O,X,O,X
STOJIZL,X,X,X,X,X,X,X,O,X,O,O
STOJLIZ,X,X,O,X,X,X,X,O,X,O,X
STOJLZI,X,X,O,X,X,X,X,O,X,O,X
STOJZIL,X,X,X,X,X,X,X,O,X,O,O
STOJZLI,X,X,X,X,X,X,X,O,X,O,O
STOZILJ,O,X,X,X,O,X,X,X,X,X,X
STOZIJL,X,X,X,X,O,O,X,X,X,X,O
STOZLIJ,O,X,O,X,O,X,X,X,X,X,X
STOZLJI,O,X,O,X,O,X,X,X,X,X,O
STOZJIL,X,X,X,X,O,O,X,X,X,X,O
STOZJLI,X,X,X,X,O,O,X,X,X,X,O
SITLJZO,X,X,X,X,X,X,X,X,X,O,O
SITLJOZ,X,X,X,X,X,X,X,X,X,O,X
SITLZJO,O,O,X,X,X,X,X,X,O,O,O
SITLZOJ,O,O,X,O,X,X,X,X,X,X,X
SITLOJZ,X,X,X,X,X,X,X,X,X,O,X
SITLOZJ,X,O,X,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,X,X,X,X,X,O,O
SITJLOZ,X,X,X,X,X,X,X,X,X,O,X
SITJZLO,X,O,X,X,X,X,X,X,X,O,O
SITJZOL,X,O,X,X,X,X,O,X,X,O,O
SITJOLZ,X,X,X,X,X,X,X,X,X,O,X
SITJOZL,X,X,X,X,X,X,X,X,X,O,O
SITZLJO,O,O,X,X,O,X,X,X,O,O,O
SITZLOJ,O,O,X,X,O,X,X,X,X,X,X
SITZJLO,X,O,X,X,O,O,X,X,O,O,O
SITZJOL,X,X,X,X,O,O,O,X,O,O,O
SITZOLJ,X,O,X,O,O,X,X,X,X,X,X
SITZOJL,X,X,X,X,O,O,X,X,X,X,O
SITOLJZ,X,X,X,X,X,X,X,X,X,O,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,X,X,X,X,X,X,O,X,O,X
SITOJZL,X,X,X,X,X,X,X,O,X,O,O
SITOZLJ,O,X,X,X,O,X,X,X,X,X,X
SITOZJL,X,X,X,X,O,O,X,X,X,X,O
SILTJZO,X,X,X,X,X,X,X,X,X,O,X
SILTJOZ,X,X,X,X,X,X,X,X,X,O,X
SILTZJO,O,O,X,X,X,X,X,X,O,O,X
SILTZOJ,O,O,X,O,X,X,X,X,X,X,X
SILTOJZ,X,X,O,X,X,X,X,X,X,O,X
SILTOZJ,X,O,O,X,X,X,X,X,X,X,X
SILJTZO,X,O,X,O,X,X,X,X,X,O,X
SILJTOZ,X,O,O,X,X,X,X,X,X,O,X
SILJZTO,O,O,X,O,X,X,X,X,O,O,X
SILJZOT,X,O,X,O,X,X,X,X,O,X,X
SILJOTZ,X,O,O,X,X,X,X,X,X,X,X
SILJOZT,X,O,O,X,X,X,X,X,X,X,X
SILZTJO,O,X,X,X,X,X,X,X,O,X,X
SILZTOJ,O,X,X,O,X,X,X,X,X,X,X
SILZJTO,O,X,X,O,X,O,X,X,O,X,X
SILZJOT,X,X,X,O,X,X,X,X,O,X,X
SILZOTJ,O,X,X,O,X,X,X,X,X,X,X
SILZOJT,X,X,X,O,X,O,X,X,O,X,X
SILOTJZ,X,X,O,X,X,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,X,X,X,X,X,X
SILOJTZ,X,O,O,X,X,X,X,O,X,X,X
SILOJZT,O,O,O,X,X,X,X,O,X,X,X
SILOZTJ,O,X,O,X,X,X,X,X,X,X,X
SILOZJT,O,X,O,X,X,O,X,X,O,X,X
SIJTLZO,X,O,X,X,X,X,X,X,X,O,X
SIJTLOZ,X,O,X,X,X,X,X,O,X,O,X
SIJTZLO,X,O,X,X,X,X,X,X,X,O,X
SIJTZOL,X,O,X,X,X,X,O,X,X,O,X
SIJTOLZ,X,X,X,X,X,X,X,X,X,O,X
SIJTOZL,X,X,X,X,X,X,X,X,X,O,X
SIJLTZO,X,O,X,O,X,X,O,X,X,O,X
SIJLTOZ,X,O,O,X,X,X,X,O,X,O,X
SIJLZTO,O,O,X,O,X,X,O,X,O,O,X
SIJLZOT,X,O,X,O,X,X,O,X,O,X,X
SIJLOTZ,X,O,O,X,X,X,X,X,X,X,X
SIJLOZT,X,O,O,X,X,X,X,X,X,X,X
SIJZTLO,X,O,X,X,X,O,X,X,O,O,X
SIJZTOL,X,O,X,X,X,O,O,X,O,O,X
SIJZLTO,O,O,X,O,X,O,O,X,O,O,X
SIJZLOT,X,O,X,O,X,X,O,X,O,X,X
SIJZOTL,X,O,X,X,X,O,O,X,O,O,X
SIJZOLT,X,O,X,X,X,O,O,X,O,X,X
SIJOTLZ,X,X,X,X,X,X,X,O,X,O,X
SIJOTZL,X,X,X,X,X,X,X,O,X,O,X
SIJOLTZ,X,X,O,X,X,X,X,O,X,X,X
SIJOLZT,O,X,O,X,X,X,X,O,X,X,X
SIJOZTL,X,O,X,X,X,O,X,O,X,O,X
SIJOZLT,O,O,X,X,X,O,X,O,X,X,X
SIZTLJO,O,X,X,X,O,X,X,X,O,O,X
SIZTLOJ,O,X,X,X,O,X,X,X,X,X,X
SIZTJLO,X,X,X,X,O,O,X,X,O,O,X
SIZTJOL,X,X,X,X,O,O,O,X,O,O,X
SIZTOLJ,X,X,X,O,O,X,X,X,X,X,X
SIZTOJL,X,X,X,X,O,O,X,X,X,X,X
SIZLTJO,O,X,X,X,O,X,X,X,O,X,X
SIZLTOJ,O,X,X,O,O,X,X,X,X,X,X
SIZLJTO,O,X,X,O,X,O,X,X,O,X,X
SIZLJOT,X,X,X,O,X,X,X,X,O,X,X
SIZLOTJ,O,X,X,O,X,X,X,X,X,X,X
SIZLOJT,X,X,X,O,X,O,X,X,O,X,X
SIZJTLO,X,O,X,X,O,O,X,X,O,O,X
SIZJTOL,X,O,X,X,O,O,O,X,O,O,X
SIZJLTO,O,O,X,O,X,O,O,X,O,O,X
SIZJLOT,X,O,X,O,X,X,O,X,O,X,X
SIZJOTL,X,O,X,X,X,O,O,X,O,O,X
SIZJOLT,X,O,X,X,X,O,O,X,O,X,X
SIZOTLJ,O,X,X,O,O,X,X,X,X,X,X
SIZOTJL,X,X,X,X,O,O,X,X,X,X,X
SIZOLTJ,O,X,X,O,O,X,X,X,X,X,X
SIZOLJT,O,X,X,O,X,O,X,X,O,X,X
SIZOJTL,X,X,X,X,O,O,O,O,O,X,X
SIZOJLT,O,X,X,X,X,O,O,O,O,X,X
SIOTLJZ,X,X,X,X,X,X,X,X,X,O,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,X,X,O,X,O,X
SIOTJZL,X,X,X,X,X,X,X,O,X,O,X
SIOTZLJ,O,X,X,X,O,X,X,X,X,X,X
SIOTZJL,X,X,X,X,O,O,X,X,X,X,X
SIOLTJZ,X,X,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,O,X,X,X,X,O,X,X,X
SIOLJZT,O,X,O,X,X,X,X,O,X,X,X
SIOLZTJ,O,X,O,X,X,X,X,X,X,X,X
SIOLZJT,O,X,O,X,X,O,X,X,O,X,X
SIOJTLZ,X,X,X,X,X,X,X,O,X,O,X
SIOJTZL,X,X,X,X,X,X,X,O,X,O,X
SIOJLTZ,X,X,O,X,X,X,X,O,X,X,X
SIOJLZT,O,X,O,X,X,X,X,O,X,X,X
SIOJZTL,X,O,X,X,X,O,X,O,X,O,X
SIOJZLT,O,O,X,X,X,O,X,O,X,X,X
