sequence,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFZgBCcBXdB8lBGn?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Je2/IvhFRbBCdBUhB/nBTl?BlrB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFZgBCdBulB/nBUh?BlrB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFxcBKlBGhB/nB0g?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Je2/IvhFRbBclBXmBTnBlm?BCsB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFOgB8gB5mB/sByv?BFsB,v115@7gB8GeE8FeD8FeG8AeD8Jei6IvhFxcBUgBThB/nB+l?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Jex6IvhFXcBmfBUiB1qB6r?BTsB
SZTJOLI,O,O,O,X,X,X,O,X
SZTOILJ,O,O,O,O,X,X,O,X
SZTOIJL,O,O,O,X,X,X,O,X
SZTOLIJ,O,O,O,O,X,X,O,X
SZTOLJI,O,O,O,O,X,X,O,X
SZTOJIL,O,O,O,X,X,X,O,X
SZTOJLI,O,O,O,X,X,X,O,X
SZITLJO,O,X,O,O,X,X,X,X
SZITLOJ,O,X,O,O,X,X,O,X
SZITJLO,O,X,O,O,X,X,X,X
SZITJOL,O,X,O,X,X,X,X,X
SZITOLJ,O,X,O,O,X,X,O,X
SZITOJL,O,X,O,X,X,X,O,X
SZILTJO,X,X,O,X,X,O,X,X
SZILTOJ,O,X,O,X,X,O,O,X
SZILJTO,O,X,X,X,X,O,X,X
SZILJOT,O,X,O,X,X,O,X,X
SZILOTJ,O,X,O,X,X,O,X,X
SZILOJT,O,X,O,X,X,O,X,X
SZIJTLO,O,X,X,X,X,X,X,X
SZIJTOL,O,X,X,X,X,X,X,X
SZIJLTO,O,X,X,X,X,X,X,X
SZIJLOT,O,X,O,X,X,X,X,X
SZIJOTL,O,X,X,X,O,X,X,X
SZIJOLT,O,X,O,X,O,X,X,X
SZIOTLJ,O,X,O,O,O,X,X,X
SZIOTJL,O,X,O,X,O,X,X,X
SZIOLTJ,O,X,O,X,O,O,X,X
SZIOLJT,O,X,O,X,O,O,X,X
SZIOJTL,O,X,X,X,O,X,X,X
SZIOJLT,O,X,O,X,O,X,X,X
SZLTIJO,X,O,O,O,X,O,X,X
SZLTIOJ,O,O,O,O,X,O,O,X
SZLTJIO,X,O,O,O,X,O,X,X
SZLTJOI,X,O,O,O,X,O,O,X
SZLTOIJ,O,O,O,O,X,O,O,X
SZLTOJI,X,O,O,O,X,O,O,X
SZLITJO,X,X,O,X,X,O,X,X
SZLITOJ,O,X,O,X,X,O,O,X
SZLIJTO,O,X,X,X,X,O,X,X
SZLIJOT,O,X,O,X,X,O,X,X
SZLIOTJ,O,X,O,X,X,O,X,X
SZLIOJT,O,X,O,X,X,O,X,X
SZLJTIO,O,O,X,X,X,O,X,X
SZLJTOI,O,O,X,X,X,O,O,X
SZLJITO,O,O,X,X,X,O,X,X
SZLJIOT,O,O,O,X,X,O,X,X
SZLJOTI,O,X,X,X,X,O,X,X
SZLJOIT,O,O,O,X,X,O,X,X
SZLOTIJ,O,X,O,O,X,O,O,X
SZLOTJI,X,X,O,O,X,O,O,X
SZLOITJ,O,X,O,X,X,O,X,X
SZLOIJT,O,X,O,X,X,O,X,X
SZLOJTI,O,X,X,X,X,O,X,X
SZLOJIT,O,O,O,X,X,O,X,X
SZJTILO,O,O,X,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X,X,X
SZJTLIO,O,O,X,X,X,X,X,X
SZJTLOI,O,O,X,X,X,X,O,X
SZJTOIL,O,O,X,X,X,X,O,X
SZJTOLI,O,O,X,X,X,X,O,X
SZJITLO,O,X,X,X,X,X,X,X
SZJITOL,O,X,X,X,X,X,X,X
SZJILTO,O,O,X,X,X,X,X,X
SZJILOT,O,O,O,X,X,X,X,X
SZJIOTL,O,X,X,X,O,X,X,X
SZJIOLT,O,X,O,X,O,X,X,X
SZJLTIO,O,O,X,X,X,X,X,X
SZJLTOI,O,O,X,X,X,X,O,X
SZJLITO,O,O,X,X,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X,X
SZJLOTI,O,X,X,X,X,X,X,X
SZJLOIT,O,O,O,X,X,X,X,X
SZJOTIL,O,O,X,X,O,X,X,X
SZJOTLI,O,O,X,X,O,X,X,X
SZJOITL,O,O,X,X,O,X,X,X
SZJOILT,O,O,O,X,O,X,X,X
SZJOLTI,O,O,X,X,O,X,X,X
SZJOLIT,O,O,O,X,O,X,X,X
SZOTILJ,O,O,O,O,O,X,O,X
SZOTIJL,O,O,O,X,O,X,O,X
SZOTLIJ,O,O,O,O,O,X,O,X
SZOTLJI,O,O,O,O,O,X,O,X
SZOTJIL,O,O,O,X,O,X,O,X
SZOTJLI,O,O,O,X,O,X,O,X
SZOITLJ,O,O,O,O,O,X,X,X
SZOITJL,O,O,O,X,O,X,X,X
SZOILTJ,O,O,O,X,O,O,X,X
SZOILJT,O,O,O,X,O,O,X,X
SZOIJTL,O,O,X,X,O,X,X,X
SZOIJLT,O,O,O,X,O,X,X,X
SZOLTIJ,O,O,O,O,O,O,O,X
SZOLTJI,X,O,O,O,O,O,O,X
SZOLITJ,O,O,O,X,O,O,X,X
SZOLIJT,O,O,O,X,O,O,X,X
SZOLJTI,O,O,X,X,O,O,X,X
SZOLJIT,O,O,O,X,O,O,X,X
SZOJTIL,O,O,X,X,O,X,X,X
SZOJTLI,O,O,X,X,O,X,X,X
SZOJITL,O,O,X,X,O,X,X,X
SZOJILT,O,O,O,X,O,X,X,X
SZOJLTI,O,O,X,X,O,X,X,X
SZOJLIT,O,O,O,X,O,X,X,X
SOTILJZ,O,O,O,O,X,X,X,X
SOTILZJ,O,X,O,O,X,O,X,X
SOTIJLZ,O,O,O,O,X,X,X,X
SOTIJZL,O,O,O,X,X,X,X,X
SOTIZLJ,O,O,O,O,X,X,O,X
SOTIZJL,O,O,O,X,X,X,O,X
SOTLIJZ,O,O,O,O,X,X,X,X
SOTLIZJ,O,X,O,O,X,O,X,X
SOTLJIZ,O,O,O,O,X,X,X,X
SOTLJZI,O,O,O,O,X,X,X,X
SOTLZIJ,O,O,O,O,X,O,O,X
SOTLZJI,O,O,O,O,X,O,O,X
SOTJILZ,O,O,O,O,X,X,X,X
SOTJIZL,O,O,O,X,X,X,X,X
SOTJLIZ,O,O,O,O,X,X,X,X
SOTJLZI,O,O,O,O,X,X,X,X
SOTJZIL,O,O,O,X,X,X,O,X
SOTJZLI,O,O,O,X,X,X,O,X
SOTZILJ,O,O,O,O,O,X,O,X
SOTZIJL,O,O,O,X,O,X,O,X
SOTZLIJ,O,O,O,O,O,X,O,X
SOTZLJI,O,O,O,O,O,X,O,X
SOTZJIL,O,O,O,X,O,X,O,X
SOTZJLI,O,O,O,X,O,X,O,X
SOITLJZ,O,O,O,O,X,X,X,X
SOITLZJ,O,X,O,O,X,O,X,X
SOITJLZ,O,O,O,O,X,X,X,X
SOITJZL,O,O,O,X,X,X,X,X
SOITZLJ,O,O,O,O,X,X,X,X
SOITZJL,O,O,O,X,X,X,X,X
SOILTJZ,O,X,O,O,X,X,X,X
SOILTZJ,O,X,O,O,X,O,X,X
SOILJTZ,O,O,O,X,X,X,X,X
SOILJZT,O,O,O,X,X,O,X,X
SOILZTJ,O,X,O,X,X,O,X,X
SOILZJT,O,X,O,X,X,O,X,X
SOIJTLZ,O,O,O,O,X,X,X,X
SOIJTZL,O,O,O,X,X,X,X,X
SOIJLTZ,O,O,O,X,X,X,X,X
SOIJLZT,O,O,O,X,X,O,X,X
SOIJZTL,O,O,X,X,X,X,X,X
SOIJZLT,O,O,O,X,X,X,X,X
SOIZTLJ,O,O,O,O,O,X,X,X
SOIZTJL,O,O,O,X,O,X,X,X
SOIZLTJ,O,O,O,X,O,O,X,X
SOIZLJT,O,O,O,X,O,O,X,X
SOIZJTL,O,O,X,X,O,X,X,X
SOIZJLT,O,O,O,X,O,X,X,X
SOLTIJZ,O,O,O,O,X,X,X,X
SOLTIZJ,O,X,O,O,X,O,X,X
SOLTJIZ,O,O,O,O,X,X,X,X
SOLTJZI,O,O,O,O,X,X,X,X
SOLTZIJ,O,O,O,O,X,O,O,X
SOLTZJI,O,O,O,O,X,O,O,X
SOLITJZ,O,X,O,O,X,X,X,X
SOLITZJ,O,X,O,O,X,O,X,X
SOLIJTZ,O,O,O,X,X,X,X,X
SOLIJZT,O,O,O,X,X,O,X,X
SOLIZTJ,O,X,O,X,X,O,X,X
SOLIZJT,O,X,O,X,X,O,X,X
SOLJTIZ,X,O,O,O,X,X,X,X
SOLJTZI,X,O,O,O,X,X,X,X
SOLJITZ,O,O,O,X,X,X,X,X
SOLJIZT,O,O,O,X,X,O,X,X
SOLJZTI,O,O,X,X,X,O,X,X
SOLJZIT,O,O,O,X,X,O,X,X
SOLZTIJ,O,O,O,O,O,O,O,X
SOLZTJI,X,O,O,O,O,O,O,X
SOLZITJ,O,O,O,X,O,O,X,X
SOLZIJT,O,O,O,X,O,O,X,X
SOLZJTI,X,O,X,X,O,O,X,X
SOLZJIT,O,O,O,X,O,O,X,X
SOJTILZ,O,O,O,O,X,X,X,X
SOJTIZL,O,O,O,X,X,X,X,X
SOJTLIZ,O,O,O,O,X,X,X,X
SOJTLZI,O,O,O,O,X,X,X,X
SOJTZIL,O,O,O,X,X,X,X,X
SOJTZLI,O,O,O,X,X,X,X,X
SOJITLZ,O,O,O,O,X,X,X,X
SOJITZL,O,O,O,X,X,X,X,X
SOJILTZ,O,O,O,X,X,X,X,X
SOJILZT,O,O,O,X,X,O,X,X
SOJIZTL,O,O,X,X,O,X,X,X
SOJIZLT,O,O,O,X,O,X,X,X
SOJLTIZ,X,O,O,O,X,X,X,X
SOJLTZI,X,O,O,O,X,X,X,X
SOJLITZ,O,O,O,X,X,X,X,X
SOJLIZT,O,O,O,X,X,O,X,X
SOJLZTI,O,O,X,X,X,O,X,X
SOJLZIT,O,O,O,X,X,O,X,X
SOJZTIL,O,O,X,X,O,X,X,X
SOJZTLI,O,O,X,X,O,X,X,X
SOJZITL,O,O,X,X,O,X,X,X
SOJZILT,O,O,O,X,O,X,X,X
SOJZLTI,O,O,X,X,O,X,X,X
SOJZLIT,O,O,O,X,O,X,X,X
SOZTILJ,O,O,O,O,O,X,O,X
SOZTIJL,O,O,O,X,O,X,O,X
SOZTLIJ,O,O,O,O,O,X,O,X
SOZTLJI,O,O,O,O,O,X,O,X
SOZTJIL,O,O,O,X,O,X,O,X
SOZTJLI,O,O,O,X,O,X,O,X
SOZITLJ,O,O,O,O,O,X,X,X
SOZITJL,O,O,O,X,O,X,X,X
SOZILTJ,O,O,O,X,O,O,X,X
SOZILJT,O,O,O,X,O,O,X,X
SOZIJTL,O,O,X,X,O,X,X,X
SOZIJLT,O,O,O,X,O,X,X,X
SOZLTIJ,O,O,O,O,O,O,O,X
SOZLTJI,X,O,O,O,O,O,O,X
SOZLITJ,O,O,O,X,O,O,X,X
SOZLIJT,O,O,O,X,O,O,X,X
SOZLJTI,O,O,X,X,O,O,X,X
SOZLJIT,O,O,O,X,O,O,X,X
SOZJTIL,O,O,X,X,O,X,X,X
SOZJTLI,O,O,X,X,O,X,X,X
SOZJITL,O,O,X,X,O,X,X,X
SOZJILT,O,O,O,X,O,X,X,X
SOZJLTI,O,O,X,X,O,X,X,X
SOZJLIT,O,O,O,X,O,X,X,X
ZTILJSO,O,O,X,X,X,X,X,X
ZTILJOS,O,X,X,X,X,X,X,X
ZTILSJO,O,O,X,X,X,X,X,X
ZTILSOJ,O,O,X,X,X,X,O,X
ZTILOJS,O,X,X,X,X,X,X,X
ZTILOSJ,O,X,X,X,X,X,O,X
ZTIJLSO,O,O,X,X,X,X,X,X
ZTIJLOS,O,X,X,X,X,X,X,X
ZTIJSLO,O,O,O,X,X,X,X,X
ZTIJSOL,O,O,O,X,X,X,X,X
ZTIJOLS,O,X,X,X,X,X,X,X
ZTIJOSL,O,O,O,X,O,X,X,X
ZTISLJO,O,O,O,X,X,X,X,X
ZTISLOJ,O,O,O,X,X,X,O,X
ZTISJLO,O,O,O,X,X,X,X,X
ZTISJOL,O,O,O,X,X,X,X,X
ZTISOLJ,O,O,O,X,X,X,O,X
ZTISOJL,O,O,O,X,X,X,O,X
ZTIOLJS,O,X,X,X,X,X,X,X
ZTIOLSJ,O,X,X,X,X,X,O,X
ZTIOJLS,O,X,X,X,X,X,X,X
ZTIOJSL,O,O,O,X,O,X,X,X
ZTIOSLJ,O,O,O,X,O,X,O,X
ZTIOSJL,O,O,O,X,O,X,O,X
ZTLIJSO,O,O,X,X,X,X,X,O
ZTLIJOS,O,X,X,X,X,X,X,O
ZTLISJO,O,O,X,X,X,X,X,O
ZTLISOJ,O,O,X,X,X,X,O,X
ZTLIOJS,O,X,X,X,X,X,X,X
ZTLIOSJ,O,X,X,X,X,X,O,X
ZTLJISO,O,O,X,X,X,X,X,O
ZTLJIOS,O,X,X,X,X,X,X,O
ZTLJSIO,O,O,X,O,X,X,X,O
ZTLJSOI,O,O,X,O,X,X,O,O
ZTLJOIS,O,X,X,X,X,X,X,O
ZTLJOSI,O,X,X,O,X,X,O,O
ZTLSIJO,O,O,X,O,X,X,X,O
ZTLSIOJ,O,O,X,O,X,X,O,X
ZTLSJIO,O,O,X,O,X,X,X,O
ZTLSJOI,O,O,X,O,X,X,O,O
ZTLSOIJ,O,O,X,O,X,X,O,X
ZTLSOJI,O,O,X,O,X,X,O,O
ZTLOIJS,O,X,X,X,X,X,X,X
ZTLOISJ,O,X,X,X,X,X,O,X
ZTLOJIS,O,X,X,X,X,X,X,O
ZTLOJSI,O,X,X,O,X,X,O,O
ZTLOSIJ,O,X,X,O,X,X,O,X
ZTLOSJI,O,X,X,O,X,X,O,O
ZTJILSO,O,O,X,X,X,X,X,O
ZTJILOS,O,X,X,X,X,X,X,O
ZTJISLO,O,O,O,X,X,X,X,X
ZTJISOL,O,O,O,X,X,X,X,X
ZTJIOLS,O,X,X,X,X,X,X,X
ZTJIOSL,O,O,O,X,O,X,X,X
ZTJLISO,O,O,X,X,X,X,X,O
ZTJLIOS,O,X,X,X,X,X,X,O
ZTJLSIO,O,O,X,O,X,X,X,O
ZTJLSOI,O,O,X,O,X,X,O,O
ZTJLOIS,O,X,X,X,X,X,X,O
ZTJLOSI,O,X,X,O,X,X,O,O
ZTJSILO,O,O,O,O,X,X,X,X
ZTJSIOL,O,O,O,X,X,X,X,X
ZTJSLIO,O,O,O,O,X,X,X,X
ZTJSLOI,O,O,O,O,X,X,O,X
ZTJSOIL,O,O,O,X,X,X,O,X
ZTJSOLI,O,O,O,X,X,X,O,X
ZTJOILS,O,X,X,X,X,X,X,X
ZTJOISL,O,O,O,X,O,X,X,X
ZTJOLIS,O,X,X,X,X,X,X,X
ZTJOLSI,O,X,X,X,X,X,O,X
ZTJOSIL,O,O,O,X,O,X,O,X
ZTJOSLI,O,O,O,X,O,X,O,X
ZTSILJO,O,O,O,O,X,X,X,X
ZTSILOJ,O,O,O,O,X,X,O,X
ZTSIJLO,O,O,O,O,X,X,X,X
ZTSIJOL,O,O,O,X,X,X,X,X
ZTSIOLJ,O,O,O,O,X,X,O,X
ZTSIOJL,O,O,O,X,X,X,O,X
ZTSLIJO,O,O,O,O,X,X,X,X
ZTSLIOJ,O,O,O,O,X,X,O,X
ZTSLJIO,O,O,O,O,X,X,X,X
ZTSLJOI,O,O,O,O,X,X,O,X
ZTSLOIJ,O,O,O,O,X,X,O,X
ZTSLOJI,O,O,O,O,X,X,O,X
ZTSJILO,O,O,O,O,X,X,X,X
ZTSJIOL,O,O,O,X,X,X,X,X
ZTSJLIO,O,O,O,O,X,X,X,X
ZTSJLOI,O,O,O,O,X,X,O,X
ZTSJOIL,O,O,O,X,X,X,O,X
ZTSJOLI,O,O,O,X,X,X,O,X
ZTSOILJ,O,O,O,O,X,X,O,X
ZTSOIJL,O,O,O,X,X,X,O,X
ZTSOLIJ,O,O,O,O,X,X,O,X
ZTSOLJI,O,O,O,O,X,X,O,X
ZTSOJIL,O,O,O,X,X,X,O,X
ZTSOJLI,O,O,O,X,X,X,O,X
ZTOILJS,O,O,X,X,X,X,X,X
ZTOILSJ,O,O,X,X,X,X,O,X
ZTOIJLS,O,O,X,X,X,X,X,X
ZTOIJSL,O,O,O,X,O,X,X,X
ZTOISLJ,O,O,O,X,O,X,O,X
ZTOISJL,O,O,O,X,O,X,O,X
ZTOLIJS,O,O,X,X,X,X,X,X
ZTOLISJ,O,O,X,X,X,X,O,X
ZTOLJIS,O,O,X,X,X,X,X,X
ZTOLJSI,O,O,X,O,X,X,O,X
ZTOLSIJ,O,O,X,O,X,X,O,X
ZTOLSJI,O,O,X,O,X,X,O,X
ZTOJILS,O,O,X,X,X,X,X,X
ZTOJISL,O,O,O,X,O,X,X,X
ZTOJLIS,O,O,X,X,X,X,X,X
ZTOJLSI,O,O,X,X,X,X,O,X
ZTOJSIL,O,O,O,X,O,X,O,X
ZTOJSLI,O,O,O,X,O,X,O,X
ZTOSILJ,O,O,O,O,O,X,O,X
ZTOSIJL,O,O,O,X,O,X,O,X
ZTOSLIJ,O,O,O,O,O,X,O,X
ZTOSLJI,O,O,O,O,O,X,O,X
ZTOSJIL,O,O,O,X,O,X,O,X
ZTOSJLI,O,O,O,X,O,X,O,X
ZITLJSO,O,X,X,X,X,X,X,X
ZITLJOS,O,X,X,X,X,X,X,X
ZITLSJO,O,X,X,X,X,X,X,X
ZITLSOJ,O,X,X,X,X,X,O,X
ZITLOJS,O,X,X,X,X,X,X,X
ZITLOSJ,O,X,X,X,X,X,O,X
ZITJLSO,O,X,X,X,X,X,X,X
ZITJLOS,O,X,X,X,X,X,X,X
ZITJSLO,O,X,O,X,X,X,X,X
ZITJSOL,O,X,O,X,X,X,X,X
ZITJOLS,O,X,X,X,X,X,X,X
ZITJOSL,O,X,O,X,O,X,X,X
ZITSLJO,O,X,O,X,X,X,X,X
ZITSLOJ,O,X,O,X,X,X,O,X
ZITSJLO,O,X,O,X,X,X,X,X
ZITSJOL,O,X,O,X,X,X,X,X
ZITSOLJ,O,X,O,X,X,X,O,X
ZITSOJL,O,X,O,X,X,X,O,X
ZITOLJS,O,X,X,X,X,X,X,X
ZITOLSJ,O,X,X,X,X,X,O,X
ZITOJLS,O,X,X,X,X,X,X,X
ZITOJSL,O,X,O,X,O,X,X,X
ZITOSLJ,O,X,O,X,O,X,O,X
ZITOSJL,O,X,O,X,O,X,O,X
ZILTJSO,O,X,X,X,X,O,X,X
ZILTJOS,O,X,X,X,X,O,X,X
ZILTSJO,O,X,X,X,X,O,X,X
ZILTSOJ,O,X,X,X,X,O,O,X
ZILTOJS,O,X,X,X,X,O,X,X
ZILTOSJ,O,X,X,X,X,O,O,X
ZILJTSO,O,X,X,X,X,O,X,X
ZILJTOS,O,X,X,X,X,O,X,X
ZILJSTO,O,X,X,X,X,O,X,X
ZILJSOT,O,X,X,X,X,O,X,X
ZILJOTS,O,X,X,X,X,O,X,X
ZILJOST,O,X,X,X,O,O,X,X
ZILSTJO,X,X,O,X,X,O,X,X
ZILSTOJ,O,X,O,X,X,O,O,X
ZILSJTO,O,X,X,X,X,O,X,X
ZILSJOT,O,X,O,X,X,O,X,X
ZILSOTJ,O,X,O,X,X,O,X,X
ZILSOJT,O,X,O,X,X,O,X,X
ZILOTJS,O,X,X,X,X,O,X,X
ZILOTSJ,O,X,X,X,X,O,X,X
ZILOJTS,O,X,X,X,X,O,X,X
ZILOJST,O,X,X,X,O,O,X,X
ZILOSTJ,O,X,O,X,O,O,X,X
ZILOSJT,O,X,O,X,O,O,X,X
ZIJTLSO,O,X,X,X,X,X,X,X
ZIJTLOS,O,X,X,X,X,X,X,X
ZIJTSLO,O,X,O,X,X,X,X,X
ZIJTSOL,O,X,O,X,X,X,X,X
ZIJTOLS,O,X,X,X,X,X,X,X
ZIJTOSL,O,X,O,X,O,X,X,X
ZIJLTSO,O,X,X,X,X,X,X,X
ZIJLTOS,O,X,X,X,X,X,X,X
ZIJLSTO,O,X,X,X,X,X,X,X
ZIJLSOT,O,X,X,X,X,X,X,X
ZIJLOTS,O,X,X,X,X,X,X,X
ZIJLOST,O,X,X,X,O,X,X,X
ZIJSTLO,O,X,X,X,X,X,X,X
ZIJSTOL,O,X,X,X,X,X,X,X
ZIJSLTO,O,X,X,X,X,X,X,X
ZIJSLOT,O,X,O,X,X,X,X,X
ZIJSOTL,O,X,X,X,O,X,X,X
ZIJSOLT,O,X,O,X,O,X,X,X
ZIJOTLS,O,X,X,X,X,X,X,X
ZIJOTSL,O,X,O,X,O,X,X,X
ZIJOLTS,O,X,X,X,X,X,X,X
ZIJOLST,O,X,X,X,O,X,X,X
ZIJOSTL,O,X,X,X,O,X,X,X
ZIJOSLT,O,X,O,X,O,X,X,X
ZISTLJO,O,X,O,O,X,X,X,X
ZISTLOJ,O,X,O,O,X,X,O,X
ZISTJLO,O,X,O,O,X,X,X,X
ZISTJOL,O,X,O,X,X,X,X,X
ZISTOLJ,O,X,O,O,X,X,O,X
ZISTOJL,O,X,O,X,X,X,O,X
ZISLTJO,X,X,O,X,X,O,X,X
ZISLTOJ,O,X,O,X,X,O,O,X
ZISLJTO,O,X,X,X,X,O,X,X
ZISLJOT,O,X,O,X,X,O,X,X
ZISLOTJ,O,X,O,X,X,O,X,X
ZISLOJT,O,X,O,X,X,O,X,X
ZISJTLO,O,X,X,X,X,X,X,X
ZISJTOL,O,X,X,X,X,X,X,X
ZISJLTO,O,X,X,X,X,X,X,X
ZISJLOT,O,X,O,X,X,X,X,X
ZISJOTL,O,X,X,X,O,X,X,X
ZISJOLT,O,X,O,X,O,X,X,X
ZISOTLJ,O,X,O,O,O,X,X,X
ZISOTJL,O,X,O,X,O,X,X,X
ZISOLTJ,O,X,O,X,O,O,X,X
ZISOLJT,O,X,O,X,O,O,X,X
ZISOJTL,O,X,X,X,O,X,X,X
ZISOJLT,O,X,O,X,O,X,X,X
ZIOTLJS,O,X,X,X,X,X,X,X
ZIOTLSJ,O,X,X,X,X,X,X,X
ZIOTJLS,O,X,X,X,X,X,X,X
ZIOTJSL,O,X,O,X,O,X,X,X
ZIOTSLJ,O,X,O,X,O,X,X,X
ZIOTSJL,O,X,O,X,O,X,X,X
ZIOLTJS,O,X,X,X,X,O,X,X
ZIOLTSJ,O,X,X,X,X,O,X,X
ZIOLJTS,O,X,X,X,X,O,X,X
ZIOLJST,O,X,X,X,O,O,X,X
ZIOLSTJ,O,X,O,X,O,O,X,X
ZIOLSJT,O,X,O,X,O,O,X,X
ZIOJTLS,O,X,X,X,X,X,X,X
ZIOJTSL,O,X,O,X,O,X,X,X
ZIOJLTS,O,X,X,X,X,X,X,X
ZIOJLST,O,X,X,X,O,X,X,X
ZIOJSTL,O,X,X,X,O,X,X,X
ZIOJSLT,O,X,O,X,O,X,X,X
ZIOSTLJ,O,X,O,O,O,X,X,X
ZIOSTJL,O,X,O,X,O,X,X,X
ZIOSLTJ,O,X,O,X,O,O,X,X
ZIOSLJT,O,X,O,X,O,O,X,X
ZIOSJTL,O,X,X,X,O,X,X,X
ZIOSJLT,O,X,O,X,O,X,X,X
ZLTIJSO,O,X,X,X,X,O,X,O
ZLTIJOS,O,X,X,X,X,O,X,O
ZLTISJO,O,X,X,X,X,O,X,O
ZLTISOJ,O,X,X,X,X,O,O,X
ZLTIOJS,O,X,X,X,X,O,X,X
ZLTIOSJ,O,X,X,X,X,O,O,X
ZLTJISO,O,X,X,X,X,O,X,O
ZLTJIOS,O,X,X,X,X,O,X,O
ZLTJSIO,O,X,X,O,X,O,X,O
ZLTJSOI,O,X,X,O,X,O,O,O
ZLTJOIS,O,X,X,X,X,O,X,O
ZLTJOSI,O,X,X,O,X,O,O,O
ZLTSIJO,O,X,X,O,X,O,X,O
ZLTSIOJ,O,X,X,O,X,O,O,X
ZLTSJIO,O,X,X,O,X,O,X,O
ZLTSJOI,O,X,X,O,X,O,O,O
ZLTSOIJ,O,X,X,O,X,O,O,X
ZLTSOJI,O,X,X,O,X,O,O,O
ZLTOIJS,O,X,X,X,X,O,X,X
ZLTOISJ,O,X,X,X,X,O,O,X
ZLTOJIS,O,X,X,X,X,O,X,O
ZLTOJSI,O,X,X,O,X,O,O,O
ZLTOSIJ,O,X,X,O,X,O,O,X
ZLTOSJI,O,X,X,O,X,O,O,O
ZLITJSO,O,X,X,X,X,O,X,O
ZLITJOS,O,X,X,X,X,O,X,O
ZLITSJO,O,X,X,X,X,O,X,O
ZLITSOJ,O,X,X,X,X,O,O,X
ZLITOJS,O,X,X,X,X,O,X,X
ZLITOSJ,O,X,X,X,X,O,O,X
ZLIJTSO,O,X,X,X,X,O,X,X
ZLIJTOS,O,X,X,X,X,O,X,X
ZLIJSTO,O,X,X,X,X,O,X,X
ZLIJSOT,O,X,X,X,X,O,X,X
ZLIJOTS,O,X,X,X,X,O,X,X
ZLIJOST,O,X,X,X,O,O,X,X
ZLISTJO,X,X,O,X,X,O,X,X
ZLISTOJ,O,X,O,X,X,O,O,X
ZLISJTO,O,X,X,X,X,O,X,X
ZLISJOT,O,X,O,X,X,O,X,X
ZLISOTJ,O,X,O,X,X,O,X,X
ZLISOJT,O,X,O,X,X,O,X,X
ZLIOTJS,O,X,X,X,X,O,X,X
ZLIOTSJ,O,X,X,X,X,O,X,X
ZLIOJTS,O,X,X,X,X,O,X,X
ZLIOJST,O,X,X,X,O,O,X,X
ZLIOSTJ,O,X,O,X,O,O,X,X
ZLIOSJT,O,X,O,X,O,O,X,X
ZLJTISO,O,X,X,X,X,O,X,O
ZLJTIOS,O,X,X,X,X,O,X,O
ZLJTSIO,O,X,X,X,X,O,X,O
ZLJTSOI,O,X,X,X,X,O,O,O
ZLJTOIS,O,X,X,X,X,O,X,O
ZLJTOSI,O,X,X,X,X,O,O,O
ZLJITSO,O,X,X,X,X,O,X,X
ZLJITOS,O,X,X,X,X,O,X,X
ZLJISTO,O,O,X,X,X,O,X,X
ZLJISOT,O,O,X,X,X,O,X,X
ZLJIOTS,O,X,X,X,X,O,X,X
ZLJIOST,O,X,X,X,O,O,X,X
ZLJSTIO,O,O,X,X,X,O,X,X
ZLJSTOI,O,O,X,X,X,O,O,X
ZLJSITO,O,O,X,X,X,O,X,X
ZLJSIOT,O,O,X,X,X,O,X,X
ZLJSOTI,O,X,X,X,X,O,X,X
ZLJSOIT,O,O,X,X,X,O,X,X
ZLJOTIS,O,X,X,X,X,O,X,X
ZLJOTSI,O,X,X,X,X,O,X,X
ZLJOITS,O,X,X,X,X,O,X,X
ZLJOIST,O,X,X,X,O,O,X,X
ZLJOSTI,O,X,X,X,O,O,X,X
ZLJOSIT,O,X,X,X,O,O,X,X
ZLSTIJO,X,O,O,O,X,O,X,O
ZLSTIOJ,O,O,O,O,X,O,O,X
ZLSTJIO,X,O,O,O,X,O,X,O
ZLSTJOI,X,O,O,O,X,O,O,O
ZLSTOIJ,O,O,O,O,X,O,O,X
ZLSTOJI,X,O,O,O,X,O,O,O
ZLSITJO,X,X,O,X,X,O,X,X
ZLSITOJ,O,X,O,X,X,O,O,X
ZLSIJTO,O,X,X,X,X,O,X,X
ZLSIJOT,O,X,O,X,X,O,X,X
ZLSIOTJ,O,X,O,X,X,O,X,X
ZLSIOJT,O,X,O,X,X,O,X,X
ZLSJTIO,O,O,X,X,X,O,X,X
ZLSJTOI,O,O,X,X,X,O,O,X
ZLSJITO,O,O,X,X,X,O,X,X
ZLSJIOT,O,O,O,X,X,O,X,X
ZLSJOTI,O,X,X,X,X,O,X,X
ZLSJOIT,O,O,O,X,X,O,X,X
ZLSOTIJ,O,X,O,O,X,O,O,X
ZLSOTJI,X,X,O,O,X,O,O,X
