sequence,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gBcmB6nBT?jBdsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeOCJvhF6jB9lBziBx?rB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeOCJvhF6jB9lBziBx?rBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lB2mBTjBc?sBXrBCsB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lBymB+nBT?jBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lBymB+nBT?jB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lB6nBTjBm?mBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lB6nBTjBm?mB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gBumB9nBT?jB8qBywB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lBOmBXiBT?jBcsBSwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeKCJvhFzdB+jB9lBx?rBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeX9IvhF6jBziBxlBN?sBUmBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeKCJvhFzdB+jB9lBx?rB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhFUhB9nBTjB6?qBmrB3rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3hB9nBTjB6?qBmrBUrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhFihB9nBTjB0?lBfsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gBtmB+nBT?jB8qBywB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeT+IvhF9lBxhBOnBC?oB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeT+IvhF9lBxhBOnBC?oBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gB9nBTjB8?qB+rBasB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jez9IvhF+jB9lBxmBK?nBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JedCJvhFfjB6jBxlBc?sBGrBzqB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jez9IvhF+jB9lBxmBK?nB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Je6DJvhF3gBRiB0iBT?mBNsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeT+IvhF3gBcmBxnB6?nBdsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Je09IvhF6jB9lBmhBT?mB3nBRwB
IOJTZSL,O,X,X,O,O,O,X,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOJLTSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJLTZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
IOJLSTZ,O,O,O,X,O,X,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJLSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJLZTS,O,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
IOJLZST,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
IOJSTLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOJSLTZ,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJSZTL,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOJSZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOJZTLS,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOJZTSL,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X
IOJZLTS,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOJZLST,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOJZSTL,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOJZSLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOSTLJZ,O,X,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
IOSTLZJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
IOSTJLZ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSTJZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
IOSTZLJ,O,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IOSTZJL,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOSLTJZ,O,X,X,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
IOSLTZJ,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
IOSLJTZ,O,O,O,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,X,X,O,X,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
IOSLZJT,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
IOSJTLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOSJLTZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOSJZTL,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOSJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOSZTLJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOSZTJL,X,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOSZLTJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
IOSZLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOSZJTL,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOZTLJS,O,X,X,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
IOZTJLS,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOZTJSL,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOZTSLJ,O,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
IOZTSJL,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOZLTJS,O,X,X,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
IOZLJTS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
IOZLSTJ,X,X,X,O,X,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZLSJT,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
IOZJTLS,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOZJTSL,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOZJLTS,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOZJSTL,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOZSTLJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZSTJL,X,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOZSLTJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZSLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOZSJTL,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTIJSZO,O,O,O,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LTIJSOZ,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
LTIJZSO,O,O,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LTIJZOS,O,O,O,X,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LTIJOSZ,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LTIJOZS,O,O,O,X,X,X,X,O,O,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X,X,O
LTISJZO,O,X,X,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LTISJOZ,O,X,O,X,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
LTISZJO,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LTISZOJ,O,O,O,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LTISOJZ,O,O,O,X,X,X,O,X,O,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LTISOZJ,O,X,O,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LTIZJSO,O,O,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTIZJOS,O,O,X,X,X,X,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LTIZSJO,O,O,X,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LTIZSOJ,O,O,O,X,X,X,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
LTIZOJS,O,O,O,X,X,X,X,O,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LTIZOSJ,O,O,X,X,X,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O
LTIOJSZ,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LTIOJZS,O,O,O,X,X,X,X,O,O,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X,X,O
LTIOSJZ,O,O,O,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LTIOSZJ,O,X,O,X,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LTIOZJS,O,O,O,X,X,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LTIOZSJ,O,O,X,X,X,X,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
LTJISZO,O,X,X,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LTJISOZ,O,X,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
LTJIZSO,O,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,O,O,X,X,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LTJIOZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LTJSIZO,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
LTJSIOZ,X,X,X,X,O,O,X,X,O,O,X,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X
LTJSZIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTJSZOI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,X,O,O,X,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X
LTJSOZI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTJZISO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LTJZIOS,X,X,X,X,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LTJZSIO,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTJZOSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTJOIZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTJOSIZ,X,O,O,X,O,O,X,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTJOSZI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,O,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTJOZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,X,X,X,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,O
LTSIJOZ,O,X,O,X,O,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,O
LTSIZJO,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
LTSIZOJ,O,O,O,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,O
LTSIOJZ,O,O,O,X,O,X,O,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LTSIOZJ,O,X,O,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,O
LTSJIZO,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTSJIOZ,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LTSJZIO,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTSJZOI,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LTSJOZI,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTSZIJO,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTSZIOJ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
LTSZJIO,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTSZOJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X
LTSOJIZ,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSOJZI,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTSOZJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LTZIJOS,O,O,X,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LTZISJO,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZISOJ,O,O,O,X,X,X,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LTZIOJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LTZIOSJ,O,O,X,X,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LTZJISO,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTZJIOS,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
LTZJSIO,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTZJOSI,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTZSJIO,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,O,X,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTZSOJI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTZOISJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTZOJIS,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTZOJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTZOSJI,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LTOIJZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,O
LTOISJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LTOISZJ,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LTOIZJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LTOIZSJ,O,O,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O
LTOJISZ,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTOJIZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTOJSIZ,X,O,O,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTOJSZI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOJZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTOSIZJ,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LTOSJIZ,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOSJZI,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTOSZJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTOZISJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOZJIS,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTOZJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,O,X,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTOZSJI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,O,O,O,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LITJSOZ,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
LITJZSO,O,O,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,O,O,O,X,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LITJOZS,O,O,O,X,X,X,X,O,O,O,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LITSJZO,O,X,X,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LITSJOZ,O,X,O,X,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
LITSZJO,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITSZOJ,O,O,O,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O
LITSOJZ,O,O,O,X,X,X,O,X,O,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LITSOZJ,O,X,O,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O
LITZJSO,O,O,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,O,O,X,X,X,X,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LITZSJO,O,O,X,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LITZSOJ,O,O,O,X,X,X,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LITZOJS,O,O,O,X,X,X,X,O,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LITZOSJ,O,O,X,X,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LITOJSZ,O,O,O,X,X,X,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LITOJZS,O,O,O,X,X,X,X,O,O,O,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LITOSJZ,O,O,O,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LITOSZJ,O,X,O,X,X,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O
