sequence,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFtgB0cBxdB3fBOr?BzrB,v115@EhC8BeA8CeH8CeG8CeC8Jem6IvhFtgB0cBxdBTfBKr?BfsB,v115@EhC8BeA8CeH8CeG8CeC8JeK/IvhFzaBtgBxdB3hB0m?B2wB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFzbBthBxdB3fBmr?BUrB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBthBxdBfmBzr?BarB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFtgB0cBxdB3fBmr?BTrB,v115@EhC8BeA8CeH8CeG8CeC8Je2/IvhFzbBthB3fBxiBUm?BywB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFthBxdB3fBzgBmr?BUrB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBzbBxdBarBfs?BtrB,v115@EhC8BeA8CeH8CeG8CeC8Je2/IvhFtgB0cB3fBxiBTm?BywB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBtgBxdB3hBTm?BywB
JTSIZLO,O,X,O,O,X,O,X,O,X,O,O
JTSIZOL,O,X,X,O,X,O,O,O,X,O,O
JTSIOLZ,O,X,O,O,X,O,X,O,X,X,X
JTSIOZL,O,X,X,O,X,O,X,O,X,X,X
JTSLIZO,O,O,O,O,X,O,O,O,X,X,X
JTSLIOZ,O,O,O,O,X,O,X,O,X,X,X
JTSLZIO,O,O,O,O,X,O,O,O,X,X,X
JTSLZOI,O,O,O,O,X,O,O,O,X,X,X
JTSLOIZ,O,O,O,O,X,O,X,O,X,X,X
JTSLOZI,O,O,O,O,X,O,X,O,X,X,X
JTSZILO,O,X,O,O,X,O,X,O,X,O,O
JTSZIOL,O,X,X,O,X,O,O,O,X,O,O
JTSZLIO,O,X,O,O,X,O,X,O,X,O,O
JTSZLOI,O,X,O,O,X,O,X,O,X,X,O
JTSZOIL,O,X,X,O,X,O,O,O,X,O,O
JTSZOLI,O,X,X,O,X,O,O,O,X,X,O
JTSOILZ,O,X,O,O,X,O,X,O,X,X,X
JTSOIZL,O,X,X,O,X,O,X,O,X,X,X
JTSOLIZ,O,X,O,O,X,O,X,O,X,X,X
JTSOLZI,O,X,O,O,X,O,X,O,X,X,X
JTSOZIL,O,X,X,O,X,O,X,O,X,X,X
JTSOZLI,O,X,X,O,X,O,X,O,X,X,X
JTZILSO,O,X,O,O,X,O,O,X,X,O,O
JTZILOS,X,X,O,O,X,X,O,X,X,X,X
JTZISLO,O,X,O,O,X,O,X,O,X,O,O
JTZISOL,O,X,X,O,X,O,O,O,X,O,O
JTZIOLS,X,X,X,O,X,X,O,X,X,X,X
JTZIOSL,O,X,X,O,X,O,O,O,X,O,O
JTZLISO,O,X,O,O,X,O,O,X,X,O,O
JTZLIOS,X,X,O,O,X,X,O,X,X,X,X
JTZLSIO,O,X,O,O,X,O,O,X,X,O,O
JTZLSOI,O,X,O,O,X,O,O,X,X,X,O
JTZLOIS,X,X,O,O,X,X,O,X,X,X,X
JTZLOSI,X,X,O,O,X,X,O,X,X,X,X
JTZSILO,O,X,O,O,X,O,X,O,X,O,O
JTZSIOL,O,X,X,O,X,O,O,O,X,O,O
JTZSLIO,O,X,O,O,X,O,X,O,X,O,O
JTZSLOI,O,X,O,O,X,O,X,O,X,X,O
JTZSOIL,O,X,X,O,X,O,O,O,X,O,O
JTZSOLI,O,X,X,O,X,O,O,O,X,X,O
JTZOILS,X,X,X,O,X,X,O,X,X,X,X
JTZOISL,O,X,X,O,X,O,O,O,X,O,O
JTZOLIS,X,X,X,O,X,X,O,X,X,X,X
JTZOLSI,X,X,X,O,X,X,O,X,X,X,X
JTZOSIL,O,X,X,O,X,O,O,O,X,O,O
JTZOSLI,O,X,X,O,X,O,O,O,X,X,O
JTOILSZ,X,X,O,X,X,O,X,O,X,X,X
JTOILZS,X,X,O,X,X,O,O,X,X,X,X
JTOISLZ,O,X,O,O,X,O,X,O,X,X,X
JTOISZL,O,X,X,O,X,O,X,O,X,X,X
JTOIZLS,X,X,X,X,X,O,O,X,X,X,X
JTOIZSL,O,X,X,X,X,O,O,O,X,O,X
JTOLISZ,X,X,O,X,X,O,X,O,X,X,X
JTOLIZS,X,X,O,X,X,O,O,X,X,X,X
JTOLSIZ,X,X,O,X,X,O,X,O,X,X,X
JTOLSZI,X,X,O,X,X,O,X,O,X,X,X
JTOLZIS,X,X,O,X,X,O,O,X,X,X,X
JTOLZSI,X,X,O,X,X,O,O,X,X,X,X
JTOSILZ,O,X,O,O,X,O,X,O,X,X,X
JTOSIZL,O,X,X,O,X,O,X,O,X,X,X
JTOSLIZ,O,X,O,O,X,O,X,O,X,X,X
JTOSLZI,O,X,O,O,X,O,X,O,X,X,X
JTOSZIL,O,X,X,O,X,O,X,O,X,X,X
JTOSZLI,O,X,X,O,X,O,X,O,X,X,X
JTOZILS,X,X,X,X,X,O,O,X,X,X,X
JTOZISL,O,X,X,X,X,O,O,O,X,O,X
JTOZLIS,X,X,X,X,X,O,O,X,X,X,X
JTOZLSI,X,X,X,X,X,O,O,X,X,X,X
JTOZSIL,O,X,X,X,X,O,O,O,X,O,X
JTOZSLI,O,X,X,X,X,O,O,O,X,X,X
JITLSZO,O,X,O,O,X,O,O,O,X,O,X
JITLSOZ,O,X,O,O,X,O,X,O,X,X,X
JITLZSO,O,X,O,X,X,O,O,X,X,O,X
JITLZOS,X,X,O,X,X,X,O,X,X,O,X
JITLOSZ,X,X,O,X,X,X,X,O,X,O,X
JITLOZS,X,X,O,X,X,X,O,X,X,O,X
JITSLZO,O,O,O,O,X,O,O,O,X,X,X
JITSLOZ,O,O,O,O,X,O,X,O,X,X,X
JITSZLO,O,X,O,O,X,O,X,O,X,O,O
JITSZOL,O,X,X,O,X,O,O,O,X,O,O
JITSOLZ,O,X,O,O,X,O,X,O,X,X,X
JITSOZL,O,X,X,O,X,O,X,O,X,X,X
JITZLSO,O,X,O,O,X,O,O,X,X,O,O
JITZLOS,X,X,O,O,X,X,O,X,X,X,X
JITZSLO,O,X,O,O,X,O,X,O,X,O,O
JITZSOL,O,X,X,O,X,O,O,O,X,O,O
JITZOLS,X,X,X,O,X,X,O,X,X,X,X
JITZOSL,O,X,X,O,X,O,O,O,X,O,O
JITOLSZ,X,X,O,X,X,O,X,O,X,X,X
JITOLZS,X,X,O,X,X,O,O,X,X,X,X
JITOSLZ,O,X,O,O,X,O,X,O,X,X,X
JITOSZL,O,X,X,O,X,O,X,O,X,X,X
JITOZLS,X,X,X,X,X,O,O,X,X,X,X
JITOZSL,O,X,X,X,X,O,O,O,X,O,X
JILTSZO,O,O,O,O,X,O,O,O,X,O,O
JILTSOZ,O,O,O,O,X,O,X,O,X,X,X
JILTZSO,O,X,O,X,X,O,O,X,X,O,O
JILTZOS,X,X,O,X,X,X,O,X,X,O,O
JILTOSZ,X,X,O,X,X,X,X,O,X,O,X
JILTOZS,X,X,O,X,X,X,O,X,X,O,X
JILSTZO,O,O,O,O,X,O,O,O,X,O,O
JILSTOZ,O,O,O,O,X,O,X,O,X,X,X
JILSZTO,O,O,O,O,X,O,O,O,X,X,O
JILSZOT,X,X,O,O,X,O,X,X,X,X,O
JILSOTZ,O,O,O,O,X,O,X,O,X,O,X
JILSOZT,X,X,O,O,X,O,X,X,X,X,X
JILZTSO,O,X,O,O,X,O,O,X,X,O,O
JILZTOS,X,X,O,O,X,X,O,X,X,O,O
JILZSTO,X,X,O,O,X,X,O,X,X,X,O
JILZSOT,X,X,O,O,X,X,X,X,X,X,O
JILZOTS,X,X,O,X,X,X,O,X,X,O,O
JILZOST,X,X,O,X,X,X,X,X,X,X,O
JILOTSZ,X,X,O,X,X,O,X,X,X,O,X
JILOTZS,X,X,O,X,X,O,O,X,X,O,X
JILOSTZ,X,X,O,X,X,O,X,X,X,O,X
JILOSZT,X,X,O,X,X,O,X,X,X,X,X
JILOZTS,X,X,O,X,X,O,O,X,X,O,X
JILOZST,X,X,O,X,X,X,X,X,X,X,X
JISTLZO,O,O,O,O,X,O,O,O,X,X,X
JISTLOZ,O,O,O,O,X,O,X,O,X,X,X
JISTZLO,O,X,O,O,X,O,X,O,X,O,O
JISTZOL,O,X,X,O,X,O,O,O,X,O,O
JISTOLZ,O,X,O,O,X,O,X,O,X,X,X
JISTOZL,O,X,X,O,X,O,X,O,X,X,X
JISLTZO,O,O,O,O,X,O,O,O,X,O,X
JISLTOZ,O,O,O,O,X,O,X,O,X,X,X
JISLZTO,O,O,O,O,X,O,O,O,O,X,X
JISLZOT,X,O,O,O,X,O,X,X,O,X,X
JISLOTZ,O,O,O,O,X,O,X,O,X,O,X
JISLOZT,O,O,O,O,X,O,X,X,X,X,X
JISZTLO,O,X,O,O,X,O,X,O,O,X,O
JISZTOL,O,X,X,O,X,O,O,O,X,X,O
JISZLTO,O,O,O,O,X,O,X,O,O,X,O
JISZLOT,X,X,O,O,X,O,X,X,O,X,X
JISZOTL,X,X,X,O,X,O,X,X,X,X,O
JISZOLT,X,X,X,O,X,O,X,X,O,X,X
JISOTLZ,O,O,O,O,X,O,X,O,X,X,X
JISOTZL,O,X,X,O,X,O,X,O,X,X,X
JISOLTZ,O,O,O,O,X,O,X,O,X,X,X
JISOLZT,O,O,O,O,X,O,X,X,X,X,X
JISOZTL,O,X,X,O,X,O,X,X,X,X,X
JISOZLT,O,O,X,O,X,O,X,X,X,X,X
JIZTLSO,O,X,O,O,X,O,O,X,X,O,O
JIZTLOS,X,X,O,O,X,X,O,X,X,X,O
JIZTSLO,O,X,O,O,X,O,X,O,O,O,O
JIZTSOL,O,X,X,O,X,O,O,O,X,O,O
JIZTOLS,X,X,X,O,O,X,O,X,X,X,X
JIZTOSL,O,X,X,O,O,O,O,O,X,O,O
JIZLTSO,O,X,O,O,X,O,O,X,X,O,O
JIZLTOS,X,X,O,O,X,X,O,X,X,O,O
JIZLSTO,X,X,O,O,X,X,O,X,O,X,O
JIZLSOT,X,X,O,O,X,X,X,X,O,X,O
JIZLOTS,X,X,O,X,O,X,O,X,X,O,O
JIZLOST,X,X,O,X,O,X,X,X,X,X,O
JIZSTLO,O,X,O,O,X,O,X,O,O,X,O
JIZSTOL,O,X,X,O,X,O,O,O,X,X,O
JIZSLTO,O,O,O,O,X,O,X,O,O,X,O
JIZSLOT,X,X,O,O,X,O,X,X,O,X,O
JIZSOTL,X,X,X,O,O,O,X,X,X,X,O
JIZSOLT,X,X,X,O,O,O,X,X,O,X,X
JIZOTLS,X,X,X,O,O,O,O,X,X,X,X
JIZOTSL,O,X,X,O,O,O,O,X,X,X,O
JIZOLTS,X,X,X,X,O,O,X,X,X,X,O
JIZOLST,X,X,X,X,O,X,X,X,X,X,O
JIZOSTL,X,X,X,O,O,O,X,X,X,X,O
JIZOSLT,X,X,X,O,O,O,X,X,O,X,X
JIOTLSZ,O,X,O,X,X,O,X,O,X,X,X
JIOTLZS,O,X,O,X,X,O,O,X,X,X,X
JIOTSLZ,O,O,O,O,X,O,X,O,X,X,X
JIOTSZL,O,X,X,O,O,O,X,O,X,X,X
JIOTZLS,O,X,X,X,O,O,O,X,X,X,X
JIOTZSL,O,X,X,X,O,O,O,O,X,O,X
JIOLTSZ,O,X,O,X,X,O,X,X,X,O,X
JIOLTZS,O,X,O,X,X,O,O,X,X,O,X
JIOLSTZ,O,O,O,X,X,O,X,X,X,O,X
JIOLSZT,O,O,O,X,X,O,X,X,X,X,X
JIOLZTS,O,X,O,X,X,O,O,X,X,O,X
JIOLZST,X,X,O,X,X,X,X,X,X,X,X
JIOSTLZ,O,O,O,O,X,O,X,O,X,X,X
JIOSTZL,O,X,X,O,O,O,X,O,X,X,X
JIOSLTZ,O,O,O,O,X,O,X,O,X,X,X
JIOSLZT,O,O,O,O,X,O,X,X,X,X,X
JIOSZTL,O,X,X,O,O,O,X,X,X,X,X
JIOSZLT,O,O,X,O,O,O,X,X,X,X,X
JIOZTLS,O,X,X,O,O,O,O,X,X,X,X
JIOZTSL,O,X,X,O,O,O,O,X,X,X,X
JIOZLTS,O,X,X,X,O,O,X,X,X,X,X
JIOZLST,X,X,X,X,O,X,X,X,X,X,X
JIOZSTL,O,X,X,O,O,O,X,X,X,X,X
JIOZSLT,O,O,X,O,O,O,X,X,X,X,X
JLTISZO,O,O,O,O,X,O,O,O,X,O,O
JLTISOZ,O,O,O,O,X,O,X,O,X,X,X
JLTIZSO,O,X,O,X,X,O,O,X,X,O,O
JLTIZOS,X,X,O,X,X,X,O,X,X,O,O
JLTIOSZ,X,X,O,X,X,X,X,O,X,O,X
JLTIOZS,X,X,O,X,X,X,O,X,X,O,X
JLTSIZO,O,O,O,O,X,O,O,O,X,O,O
JLTSIOZ,O,O,O,O,X,O,X,O,X,X,X
JLTSZIO,O,O,O,O,X,O,O,O,X,O,O
JLTSZOI,O,O,O,O,X,O,O,O,X,O,O
JLTSOIZ,O,O,O,O,X,O,X,O,X,X,X
JLTSOZI,O,O,O,O,X,O,X,O,X,X,X
JLTZISO,O,X,O,X,X,O,O,X,X,O,O
JLTZIOS,X,X,O,X,X,X,O,X,X,O,O
JLTZSIO,O,O,O,X,X,O,O,X,X,O,O
JLTZSOI,O,O,O,X,X,O,O,X,X,O,O
JLTZOIS,X,X,O,X,X,X,O,X,X,O,O
JLTZOSI,X,X,O,X,X,X,O,X,X,O,O
JLTOISZ,X,O,O,X,X,X,X,O,X,O,X
JLTOIZS,X,X,O,X,X,X,O,X,X,O,X
JLTOSIZ,X,O,O,X,X,X,X,O,X,O,X
JLTOSZI,X,O,O,X,X,X,X,O,X,O,X
JLTOZIS,X,X,O,X,X,X,O,X,X,O,X
JLTOZSI,X,O,O,X,X,X,O,X,X,O,X
JLITSZO,O,O,O,O,X,O,O,O,X,O,O
JLITSOZ,O,O,O,O,X,O,X,O,X,X,X
JLITZSO,O,X,O,X,X,O,O,X,X,O,O
JLITZOS,X,X,O,X,X,X,O,X,X,O,O
JLITOSZ,X,X,O,X,X,X,X,O,X,O,X
JLITOZS,X,X,O,X,X,X,O,X,X,O,X
JLISTZO,O,O,O,O,X,O,O,O,X,O,O
JLISTOZ,O,O,O,O,X,O,X,O,X,X,X
JLISZTO,O,O,O,O,X,O,O,O,X,X,O
JLISZOT,X,X,O,O,X,O,X,X,X,X,O
JLISOTZ,O,O,O,O,X,O,X,O,X,O,X
JLISOZT,X,X,O,O,X,O,X,X,X,X,X
JLIZTSO,O,X,O,O,X,O,O,X,X,O,O
JLIZTOS,X,X,O,O,X,X,O,X,X,O,O
JLIZSTO,X,X,O,O,X,X,O,X,X,X,O
JLIZSOT,X,X,O,O,X,X,X,X,X,X,O
JLIZOTS,X,X,O,X,X,X,O,X,X,O,O
JLIZOST,X,X,O,X,X,X,X,X,X,X,O
JLIOTSZ,X,X,O,X,X,O,X,X,X,O,X
JLIOTZS,X,X,O,X,X,O,O,X,X,O,X
JLIOSTZ,X,X,O,X,X,O,X,X,X,O,X
JLIOSZT,X,X,O,X,X,O,X,X,X,X,X
JLIOZTS,X,X,O,X,X,O,O,X,X,O,X
JLIOZST,X,X,O,X,X,X,X,X,X,X,X
JLSTIZO,O,O,O,O,X,O,O,O,X,O,O
JLSTIOZ,O,O,O,O,X,O,X,O,X,X,X
JLSTZIO,O,O,O,O,X,O,O,O,X,O,O
JLSTZOI,O,O,O,O,X,O,O,O,X,O,O
JLSTOIZ,O,O,O,O,X,O,X,O,X,X,X
JLSTOZI,O,O,O,O,X,O,X,O,X,X,X
JLSITZO,O,O,O,O,X,O,O,O,X,O,O
JLSITOZ,O,O,O,O,X,O,X,O,X,X,X
JLSIZTO,O,O,O,O,X,O,O,O,O,X,O
JLSIZOT,X,O,O,O,X,O,X,X,O,X,O
JLSIOTZ,O,O,O,O,X,O,X,O,X,O,X
JLSIOZT,X,O,O,O,X,O,X,X,X,X,X
JLSZTIO,O,O,O,O,X,O,O,O,O,X,O
JLSZTOI,O,O,O,O,X,O,O,O,O,X,O
JLSZITO,O,O,O,O,X,O,O,O,O,X,O
JLSZIOT,X,O,O,O,X,O,X,X,O,X,O
JLSZOTI,X,O,O,O,X,O,O,O,O,X,O
JLSZOIT,X,O,O,O,X,O,X,X,O,X,O
JLSOTIZ,O,O,O,O,X,O,X,O,X,O,X
JLSOTZI,O,O,O,O,X,O,X,O,X,O,X
JLSOITZ,O,O,O,O,X,O,X,O,X,O,X
JLSOIZT,X,O,O,O,X,O,X,X,X,X,X
JLSOZTI,X,O,O,O,X,O,X,O,O,X,X
JLSOZIT,X,O,O,O,X,O,X,X,O,X,X
JLZTISO,O,X,O,O,X,O,O,X,X,O,O
JLZTIOS,X,X,O,O,X,X,O,X,X,O,O
JLZTSIO,O,O,O,O,X,O,O,X,O,O,O
JLZTSOI,O,O,O,O,X,O,O,X,O,O,O
JLZTOIS,X,X,O,O,X,X,O,X,X,O,O
JLZTOSI,X,X,O,O,X,X,O,X,O,O,O
JLZITSO,O,X,O,O,X,O,O,X,X,O,O
JLZITOS,X,X,O,O,X,X,O,X,X,O,O
JLZISTO,X,X,O,O,X,X,O,X,O,X,O
JLZISOT,X,X,O,O,X,X,X,X,O,X,O
JLZIOTS,X,X,O,X,X,X,O,X,X,O,O
JLZIOST,X,X,O,X,X,X,X,X,O,X,O
JLZSTIO,X,O,O,O,X,X,O,X,O,X,O
JLZSTOI,X,O,O,O,X,X,O,X,O,X,O
JLZSITO,X,O,O,O,X,X,O,X,O,X,O
JLZSIOT,X,X,O,O,X,X,X,X,O,X,O
JLZSOTI,X,X,O,O,X,X,O,X,O,X,O
JLZSOIT,X,X,O,O,X,X,X,X,O,X,O
JLZOTIS,X,X,O,O,X,X,O,X,X,O,O
JLZOTSI,X,X,O,O,X,X,O,X,O,O,O
JLZOITS,X,X,O,X,X,X,O,X,X,O,O
JLZOIST,X,X,O,X,X,X,X,X,O,X,O
JLZOSTI,X,X,O,O,X,X,O,X,O,X,O
JLZOSIT,X,X,O,O,X,X,X,X,O,X,O
JLOTISZ,X,O,O,X,X,O,X,O,X,O,X
JLOTIZS,X,X,O,X,X,O,O,X,X,O,X
JLOTSIZ,X,O,O,X,X,O,X,O,X,O,X
JLOTSZI,X,O,O,X,X,O,X,O,X,O,X
JLOTZIS,X,X,O,X,X,O,O,X,X,O,X
JLOTZSI,X,O,O,X,X,O,O,X,X,O,X
JLOITSZ,X,O,O,X,X,O,X,X,X,O,X
JLOITZS,X,X,O,X,X,O,O,X,X,O,X
JLOISTZ,X,O,O,X,X,O,X,X,X,O,X
JLOISZT,X,O,O,X,X,O,X,X,X,X,X
JLOIZTS,X,X,O,X,X,O,O,X,X,O,X
JLOIZST,X,X,O,X,X,X,X,X,X,X,X
JLOSTIZ,X,O,O,X,X,O,X,O,X,O,X
JLOSTZI,X,O,O,X,X,O,X,O,X,O,X
JLOSITZ,X,O,O,X,X,O,X,O,X,O,X
JLOSIZT,X,O,O,X,X,O,X,X,X,X,X
JLOSZTI,X,O,O,X,X,O,X,O,O,X,X
JLOSZIT,X,O,O,X,X,O,X,X,O,X,X
JLOZTIS,X,X,O,X,X,O,O,X,X,O,X
JLOZTSI,X,O,O,X,X,O,O,X,O,O,X
JLOZITS,X,X,O,X,X,O,O,X,X,O,X
JLOZIST,X,X,O,X,X,X,X,X,O,X,X
JLOZSTI,X,O,O,X,X,X,O,X,O,X,X
JLOZSIT,X,O,O,X,X,X,X,X,O,X,X
JSTILZO,O,O,O,O,X,O,O,O,X,X,X
JSTILOZ,O,O,O,O,X,O,X,O,X,X,X
JSTIZLO,O,X,O,O,X,O,X,O,X,O,O
JSTIZOL,O,X,X,O,X,O,O,O,X,O,O
JSTIOLZ,O,X,O,O,X,O,X,O,X,X,X
JSTIOZL,O,X,X,O,X,O,X,O,X,X,X
JSTLIZO,O,O,O,O,X,O,O,O,X,X,X
JSTLIOZ,O,O,O,O,X,O,X,O,X,X,X
JSTLZIO,O,O,O,O,X,O,O,O,X,X,X
JSTLZOI,O,O,O,O,X,O,O,O,X,X,X
JSTLOIZ,O,O,O,O,X,O,X,O,X,X,X
JSTLOZI,O,O,O,O,X,O,X,O,X,X,X
JSTZILO,O,X,O,O,X,O,X,O,X,O,O
JSTZIOL,O,X,X,O,X,O,O,O,X,O,O
JSTZLIO,O,X,O,O,X,O,X,O,X,O,O
JSTZLOI,O,X,O,O,X,O,X,O,X,X,O
JSTZOIL,O,X,X,O,X,O,O,O,X,O,O
JSTZOLI,O,X,X,O,X,O,O,O,X,X,O
JSTOILZ,O,X,O,O,X,O,X,O,X,X,X
JSTOIZL,O,X,X,O,X,O,X,O,X,X,X
JSTOLIZ,O,X,O,O,X,O,X,O,X,X,X
JSTOLZI,O,X,O,O,X,O,X,O,X,X,X
JSTOZIL,O,X,X,O,X,O,X,O,X,X,X
JSTOZLI,O,X,X,O,X,O,X,O,X,X,X
JSITLZO,O,O,O,O,X,O,O,O,X,X,X
JSITLOZ,O,O,O,O,X,O,X,O,X,X,X
JSITZLO,O,X,O,O,X,O,X,O,X,O,O
JSITZOL,O,X,X,O,X,O,O,O,X,O,O
JSITOLZ,O,X,O,O,X,O,X,O,X,X,X
JSITOZL,O,X,X,O,X,O,X,O,X,X,X
JSILTZO,O,O,O,O,X,O,O,O,X,O,X
JSILTOZ,O,O,O,O,X,O,X,O,X,X,X
JSILZTO,O,O,O,O,X,O,O,O,O,X,X
JSILZOT,X,O,O,O,X,O,X,X,O,X,X
JSILOTZ,O,O,O,O,X,O,X,O,X,O,X
JSILOZT,O,O,O,O,X,O,X,X,X,X,X
JSIZTLO,O,X,O,O,X,O,X,O,O,X,O
JSIZTOL,O,X,X,O,X,O,O,O,X,X,O
JSIZLTO,O,O,O,O,X,O,X,O,O,X,O
JSIZLOT,X,X,O,O,X,O,X,X,O,X,X
JSIZOTL,X,X,X,O,X,O,X,X,X,X,O
JSIZOLT,X,X,X,O,X,O,X,X,O,X,X
JSIOTLZ,O,O,O,O,X,O,X,O,X,X,X
JSIOTZL,O,X,X,O,X,O,X,O,X,X,X
JSIOLTZ,O,O,O,O,X,O,X,O,X,X,X
JSIOLZT,O,O,O,O,X,O,X,X,X,X,X
JSIOZTL,O,X,X,O,X,O,X,X,X,X,X
JSIOZLT,O,O,X,O,X,O,X,X,X,X,X
JSLTIZO,O,O,O,O,X,O,O,O,X,O,X
JSLTIOZ,O,O,O,O,X,O,X,O,X,X,X
JSLTZIO,O,O,O,O,X,O,O,O,X,O,X
JSLTZOI,O,O,O,O,X,O,O,O,X,O,X
JSLTOIZ,O,O,O,O,X,O,X,O,X,X,X
JSLTOZI,O,O,O,O,X,O,X,O,X,X,X
JSLITZO,O,O,O,O,X,O,O,O,X,O,X
JSLITOZ,O,O,O,O,X,O,X,O,X,X,X
JSLIZTO,O,O,O,O,X,O,O,O,O,X,X
JSLIZOT,X,O,O,O,X,O,X,X,O,X,X
JSLIOTZ,O,O,O,O,X,O,X,O,X,O,X
JSLIOZT,O,O,O,O,X,O,X,X,X,X,X
JSLZTIO,O,O,O,O,X,O,O,O,O,X,X
JSLZTOI,O,O,O,O,X,O,O,O,O,X,X
JSLZITO,O,O,O,O,X,O,O,O,O,X,X
JSLZIOT,X,O,O,O,X,O,X,X,O,X,X
JSLZOTI,X,O,O,O,X,O,O,O,O,X,X
JSLZOIT,X,O,O,O,X,O,X,X,O,X,X
JSLOTIZ,O,O,O,O,X,O,X,O,X,O,X
JSLOTZI,O,O,O,O,X,O,X,O,X,O,X
JSLOITZ,O,O,O,O,X,O,X,O,X,O,X
JSLOIZT,O,O,O,O,X,O,X,X,X,X,X
JSLOZTI,O,O,O,O,X,O,X,O,O,X,X
JSLOZIT,O,O,O,O,X,O,X,X,O,X,X
JSZTILO,O,X,O,O,X,O,X,O,O,X,O
JSZTIOL,O,X,X,O,X,O,O,O,X,X,O
JSZTLIO,O,X,O,O,X,O,X,O,O,X,O
JSZTLOI,O,X,O,O,X,O,X,O,O,X,O
JSZTOIL,O,X,X,O,X,O,O,O,X,X,O
JSZTOLI,O,X,X,O,X,O,O,O,X,X,O
JSZITLO,O,X,O,O,X,O,X,O,O,X,O
JSZITOL,O,X,X,O,X,O,O,O,X,X,O
JSZILTO,O,O,O,O,X,O,X,O,O,X,O
JSZILOT,X,X,O,O,X,O,X,X,O,X,X
JSZIOTL,X,X,X,O,X,O,X,X,X,X,O
JSZIOLT,X,X,X,O,X,O,X,X,O,X,X
JSZLTIO,O,O,O,O,X,O,X,O,O,X,O
JSZLTOI,O,O,O,O,X,O,X,O,O,X,O
JSZLITO,O,O,O,O,X,O,X,O,O,X,O
JSZLIOT,X,X,O,O,X,O,X,X,O,X,X
JSZLOTI,X,X,O,O,X,O,X,O,O,X,X
JSZLOIT,X,X,O,O,X,O,X,X,O,X,X
JSZOTIL,X,X,X,O,X,O,O,O,X,X,O
JSZOTLI,X,X,X,O,X,O,O,O,X,X,O
JSZOITL,X,X,X,O,X,O,X,X,X,X,O
JSZOILT,X,X,X,O,X,O,X,X,O,X,X
JSZOLTI,X,X,X,O,X,O,X,O,O,X,X
JSZOLIT,X,X,X,O,X,O,X,X,O,X,X
JSOTILZ,O,O,O,O,X,O,X,O,X,X,X
JSOTIZL,O,X,X,O,X,O,X,O,X,X,X
JSOTLIZ,O,O,O,O,X,O,X,O,X,X,X
JSOTLZI,O,O,O,O,X,O,X,O,X,X,X
JSOTZIL,O,X,X,O,X,O,X,O,X,X,X
JSOTZLI,O,X,X,O,X,O,X,O,X,X,X
JSOITLZ,O,O,O,O,X,O,X,O,X,X,X
JSOITZL,O,X,X,O,X,O,X,O,X,X,X
JSOILTZ,O,O,O,O,X,O,X,O,X,X,X
JSOILZT,O,O,O,O,X,O,X,X,X,X,X
JSOIZTL,O,X,X,O,X,O,X,X,X,X,X
JSOIZLT,O,O,X,O,X,O,X,X,X,X,X
JSOLTIZ,O,O,O,O,X,O,X,O,X,X,X
JSOLTZI,O,O,O,O,X,O,X,O,X,X,X
JSOLITZ,O,O,O,O,X,O,X,O,X,X,X
JSOLIZT,O,O,O,O,X,O,X,X,X,X,X
JSOLZTI,O,O,O,O,X,O,X,O,X,X,X
JSOLZIT,O,O,O,O,X,O,X,X,X,X,X
JSOZTIL,O,X,X,O,X,O,X,O,X,X,X
JSOZTLI,O,X,X,O,X,O,X,O,X,X,X
JSOZITL,O,X,X,O,X,O,X,X,X,X,X
JSOZILT,O,O,X,O,X,O,X,X,X,X,X
JSOZLTI,O,O,X,O,X,O,X,O,X,X,X
JSOZLIT,O,O,X,O,X,O,X,X,X,X,X
JZTILSO,O,X,O,O,X,O,O,X,X,O,O
JZTILOS,X,X,O,O,X,X,O,X,X,X,O
JZTISLO,O,X,O,O,X,O,X,O,O,O,O
JZTISOL,O,X,X,O,X,O,O,O,X,O,O
JZTIOLS,X,X,X,O,O,X,O,X,X,X,X
JZTIOSL,O,X,X,O,O,O,O,O,X,O,O
JZTLISO,O,X,O,O,X,O,O,X,X,O,O
JZTLIOS,X,X,O,O,X,X,O,X,X,X,O
JZTLSIO,O,X,O,O,X,O,O,X,O,O,O
JZTLSOI,O,X,O,O,X,O,O,X,O,X,O
JZTLOIS,X,X,O,O,X,X,O,X,X,X,O
JZTLOSI,X,X,O,O,X,X,O,X,O,X,O
JZTSILO,O,X,O,O,X,O,X,O,O,O,O
JZTSIOL,O,X,X,O,X,O,O,O,X,O,O
JZTSLIO,O,X,O,O,X,O,X,O,O,O,O
JZTSLOI,O,X,O,O,X,O,X,O,O,X,O
JZTSOIL,O,X,X,O,X,O,O,O,X,O,O
JZTSOLI,O,X,X,O,X,O,O,O,X,X,O
JZTOILS,X,X,X,O,O,X,O,X,X,X,X
JZTOISL,O,X,X,O,O,O,O,O,X,O,O
JZTOLIS,X,X,X,O,O,X,O,X,X,X,X
