sequence,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeaBJvhFWiBxdB?TgBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFRdBcjB?ylBzhB+nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR9IvhFcjBmgB?CiB3gBTnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Jez7IvhFRdBcjB?2lBfnB6nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFGdBTeB?ylBRnBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Jez7IvhFCdB2lB?xiBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFqiBTeB?mhBxlBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBRdB?SjBzhB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR9IvhFSjBTgB?mhBUhB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeC8IvhFxdB2lB?0hBXjBTnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeSCJvhFTeBmgB?3gBRnBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR8IvhFCeBTgB?2mBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeG+IvhFxgBymB?ziB3gBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBzcB?SjBRnB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBTeB?RnBfnB6nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeC8IvhF2lB0hB?xiBXjBTnBFqB
LTJZSIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,O
LTJZSOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LTJZOIS,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,O
LTJZOSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LTJOISZ,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LTJOIZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
LTJOSIZ,X,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X
LTJOSZI,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LTJOZIS,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,O
LTJOZSI,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LTSIJZO,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X
LTSIJOZ,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X
LTSIZJO,O,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X
LTSIZOJ,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
LTSIOJZ,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
LTSIOZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
LTSJIZO,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LTSJIOZ,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
LTSJZIO,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
LTSJZOI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LTSJOIZ,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
LTSJOZI,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
LTSZIJO,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X
LTSZIOJ,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
LTSZJIO,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X
LTSZJOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LTSZOIJ,O,O,X,O,O,X,X,O,O,O,X,O,X,X,X,X
LTSZOJI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
LTSOIJZ,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
LTSOIZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
LTSOJIZ,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
LTSOJZI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
LTSOZIJ,O,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X
LTSOZJI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
LTZIJSO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,X
LTZIJOS,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X
LTZISJO,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
LTZISOJ,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LTZIOJS,X,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
LTZIOSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZJISO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X
LTZJIOS,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LTZJSIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
LTZJSOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LTZJOIS,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LTZJOSI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LTZSIJO,O,O,O,O,O,O,X,O,X,O,X,X,X,O,X,X
LTZSIOJ,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
LTZSJIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
LTZSJOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LTZSOIJ,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
LTZSOJI,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LTZOIJS,O,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
LTZOISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZOJIS,O,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X
LTZOJSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
LTZOSJI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LTOIJSZ,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
LTOIJZS,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTOISJZ,O,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
LTOISZJ,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
LTOIZJS,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
LTOIZSJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOJISZ,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
LTOJIZS,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTOJSIZ,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
LTOJSZI,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTOJZIS,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LTOJZSI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
LTOSIZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
LTOSJIZ,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
LTOSJZI,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
LTOSZIJ,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X
LTOSZJI,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
LTOZIJS,O,X,O,X,O,X,O,O,X,X,X,X,O,O,O,X
LTOZISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,X
LTOZJSI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LTOZSJI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X,X
LITJZSO,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,O
LITJZOS,X,X,O,X,O,O,O,X,X,X,O,X,X,O,X,O
LITJOSZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LITJOZS,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LITSJZO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LITSJOZ,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X,X
LITSZJO,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X
LITSZOJ,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LITSOJZ,X,X,X,X,O,X,O,X,O,X,O,X,O,X,X,X
LITSOZJ,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LITZJSO,X,X,O,X,O,X,O,O,X,X,X,X,X,O,O,X
LITZJOS,X,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
LITZSJO,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X
LITZSOJ,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LITZOJS,X,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
LITZOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LITOJZS,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LITOSJZ,X,X,X,X,O,X,O,X,O,X,O,X,O,X,X,X
LITOSZJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LITOZJS,X,X,X,X,O,X,O,O,X,X,O,X,O,O,O,X
LITOZSJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X,X
LIJTZSO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIJTZOS,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
LIJTOSZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJTOZS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIJSTZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LIJSZTO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJSOZT,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJZTSO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LIJZTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LIJZSOT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O
LIJZOTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O
LIJOTSZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIJOTZS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJOSTZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIJOSZT,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIJOZTS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LISTJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X
LISTZJO,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LISTZOJ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
LISTOZJ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LISJZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LISJOZT,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LISZTJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LISZJTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
LISOTZJ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISOJTZ,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LISOJZT,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LISOZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZTJOS,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X
LIZTSJO,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZTSOJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIZTOJS,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZJTOS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZJSOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O
LIZJOTS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O
LIZSTJO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIZSJTO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LIZOSTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOTJZS,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOTSJZ,X,X,X,X,O,X,O,X,O,X,O,X,O,X,X,X
LIOTSZJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LIOTZJS,X,X,X,X,O,X,O,O,X,X,O,X,O,O,O,X
LIOTZSJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOJTZS,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LIOJSTZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOJSZT,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOJZTS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LIOSTJZ,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
LIOSTZJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LIOSJZT,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIOSZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIOZSTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTISZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTISOZ,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTIZSO,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LJTIZOS,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LJTIOSZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTIOZS,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTSIZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSIOZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZIO,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTSZOI,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTSOIZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOZI,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTZISO,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O
LJTZIOS,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LJTZSIO,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X
LJTZSOI,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTZOIS,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LJTZOSI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTOIZS,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTOSIZ,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJTOSZI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOZIS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTOZSI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJITOSZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJISTOZ,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LJISZTO,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LJISZOT,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
LJISOZT,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X
LJIZTSO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LJIZTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSTO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
LJIZSOT,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O
LJIZOTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O
LJIOTSZ,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJIOSZT,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LJIOZTS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LJSTIZO,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJSTZIO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJSTZOI,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTOZI,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJSIZTO,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LJSIZOT,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSIOZT,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSZTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSZTOI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSZITO,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
LJSZIOT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
LJSZOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSZOIT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOIZT,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSOZTI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSOZIT,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZTISO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTIOS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTSOI,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTOIS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZITOS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LJZISOT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LJZIOTS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LJZSTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZSTOI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZSITO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
LJZSIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O
LJZSOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZSOIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJZOTIS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LJZOSTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZOSIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJOTISZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOTIZS,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOTSIZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTSZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LJOTZSI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOISTZ,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJOISZT,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LJOIZTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
LJOSTIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOSTZI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOSIZT,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X
LJOSZTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOSZIT,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOZTIS,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJOZTSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O
LJOZSTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOZSIT,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTIJZO,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
LSTIZJO,O,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X
LSTIZOJ,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
