sequence,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeU7IvhFqh?BTdBejB5jB3gBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhFGe?BTgBCiB/oBUiBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8Je37IvhFqh?BTdBejB5jBUgBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeU7IvhFqh?B2iB5jB3gBziBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhFuh?B1iB6jBTgB/sBUtB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8Je37IvhFqh?B2iB5jBUgBziBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeU7IvhFRd?BSjBzhB3gBGoBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8Je37IvhFuh?BajB5jBTiBUgBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8Je37IvhFRd?BSjBzhBUgBGoBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhF6j?BTgBfnBUoBlnBGsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhFuh?BTgB0iB6oB/sBFtB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeU7IvhFzc?B5jBaoB3gBFnBusB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhFFd?B6jBTgBfnBUoBusB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeaAJvhFug?BFdB5jBfnBznB8sB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhFFd?B8iB+jBTgBfnBCtB
STIJZLO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STIJZOL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STIJOLZ,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X
STIJOZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
STIZLJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
STIZLOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
STIZJLO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STIZJOL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STIZOLJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
STIZOJL,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
STIOLJZ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X
STIOLZJ,X,O,X,X,O,X,X,O,X,X,X,O,O,X,X
STIOJLZ,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X
STIOJZL,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X
STIOZLJ,X,O,X,X,O,X,X,O,X,X,X,O,O,X,X
STIOZJL,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X
STLIJZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
STLIJOZ,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X
STLIZJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
STLIZOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
STLIOJZ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X
STLIOZJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
STLJIZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
STLJIOZ,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X
STLJZIO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
STLJZOI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
STLJOIZ,O,O,O,X,O,O,X,O,O,X,O,X,X,O,O
STLJOZI,O,O,O,X,O,X,X,O,O,X,O,X,X,X,O
STLZIJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
STLZIOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
STLZJIO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
STLZJOI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
STLZOIJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
STLZOJI,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X
STLOIJZ,X,O,O,X,O,O,X,O,X,X,O,X,X,O,O
STLOIZJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
STLOJIZ,O,O,O,X,O,O,X,O,O,X,O,X,X,O,O
STLOJZI,O,O,O,X,O,X,X,O,O,X,O,X,X,X,O
STLOZIJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
STLOZJI,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X
STJILZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
STJILOZ,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X
STJIZLO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STJIZOL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STJIOLZ,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X
STJIOZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
STJLIZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X
STJLZIO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X
STJLOIZ,O,O,O,X,O,O,O,O,O,X,O,X,X,O,X
STJLOZI,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
STJZILO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STJZIOL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STJZLIO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STJZLOI,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
STJZOIL,O,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STJZOLI,O,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STJOILZ,O,O,O,X,O,X,O,O,O,X,O,X,X,O,X
STJOIZL,O,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STJOLIZ,O,O,O,X,O,X,O,O,O,X,O,X,X,O,X
STJOLZI,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
STJOZIL,O,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STJOZLI,O,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STZILJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
STZILOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
STZIJLO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STZIJOL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STZIOLJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
STZIOJL,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
STZLIJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
STZLIOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
STZLJIO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
STZLJOI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
STZLOIJ,X,O,X,X,O,X,X,O,X,O,O,O,O,X,X
STZLOJI,O,O,O,X,O,X,X,O,X,O,O,X,O,X,X
STZJILO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STZJIOL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STZJLIO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STZJLOI,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
STZJOIL,O,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STZJOLI,O,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STZOILJ,X,O,X,X,O,X,X,O,X,O,O,O,O,X,X
STZOIJL,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X
STZOLIJ,X,O,X,X,O,X,X,O,X,O,O,O,O,X,X
STZOLJI,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X
STZOJIL,X,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STZOJLI,X,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STOILJZ,X,O,O,X,O,O,X,O,X,X,O,X,X,O,O
STOILZJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
STOIJLZ,X,O,O,X,O,X,X,O,O,X,O,X,X,O,X
STOIJZL,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
STOIZLJ,X,O,X,X,O,X,X,O,X,O,O,O,O,X,X
STOIZJL,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X
STOLIJZ,X,O,O,X,O,O,X,O,X,X,O,X,X,O,O
STOLIZJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
STOLJIZ,X,O,O,X,O,O,X,O,O,X,O,X,X,O,O
STOLJZI,X,O,O,X,O,X,X,O,O,X,O,X,X,X,O
STOLZIJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
STOLZJI,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X
STOJILZ,X,O,O,X,O,X,O,O,O,X,O,X,X,O,X
STOJIZL,X,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STOJLIZ,X,O,O,X,O,X,O,O,O,X,O,X,X,O,X
STOJLZI,X,O,O,X,O,X,O,O,O,X,O,X,X,X,X
STOJZIL,X,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STOJZLI,X,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STOZILJ,X,O,X,X,O,X,X,O,X,O,O,O,O,X,X
STOZIJL,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X
STOZLIJ,X,O,X,X,O,X,X,O,X,O,O,O,O,X,X
STOZLJI,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X
STOZJIL,X,O,X,X,O,X,O,O,O,X,O,X,O,X,X
STOZJLI,X,O,X,X,O,X,O,O,O,X,O,X,O,X,X
SITLJZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
SITLJOZ,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X
SITLZJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SITLZOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
SITLOJZ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X
SITLOZJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITJLZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X
SITJZLO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SITJZOL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SITJOLZ,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X
SITJOZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
SITZLJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SITZLOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
SITZJLO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SITZJOL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SITZOLJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
SITZOJL,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
SITOLJZ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X
SITOLZJ,X,O,X,X,O,X,X,O,X,X,X,O,O,X,X
SITOJLZ,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X
SITOJZL,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X
SITOZLJ,X,O,X,X,O,X,X,O,X,X,X,O,O,X,X
SITOZJL,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X
SILTJZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
SILTJOZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X
SILTZJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SILTZOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
SILTOJZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
SILTOZJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SILJTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
SILJTOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
SILJZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
SILJZOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
SILJOTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
SILJOZT,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
SILZTJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SILZTOJ,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
SILZJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O
SILZJOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
SILZOTJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SILZOJT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILOTJZ,X,O,O,X,X,O,X,X,X,X,O,X,X,O,O
SILOTZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILOJTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
SILOJZT,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
SILOZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILOZJT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
SIJTLZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X
SIJTZLO,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SIJTZOL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIJTOLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X
SIJTOZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SIJLTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
SIJLTOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
SIJLZTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
SIJLZOT,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
SIJLOTZ,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X
SIJLOZT,X,O,X,X,X,O,X,X,O,X,O,X,X,O,O
SIJZTLO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIJZTOL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIJZLTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIJZLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIJZOTL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJZOLT,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
SIJOTLZ,X,O,X,X,O,X,X,O,O,X,O,X,X,O,X
SIJOTZL,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X
SIJOLTZ,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
SIJOLZT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
SIJOZTL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJOZLT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
SIZTLJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SIZTLOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
SIZTJLO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SIZTJOL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
SIZTOJL,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
SIZLTJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SIZLTOJ,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
SIZLJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O
SIZLJOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
SIZLOTJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
SIZLOJT,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X
SIZJTLO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIZJTOL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIZJLTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIZJLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIZJOTL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIZJOLT,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
SIZOTLJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
SIZOTJL,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SIZOLTJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
SIZOLJT,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X
SIZOJTL,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SIZOJLT,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X
SIOTLJZ,X,O,O,X,O,O,X,O,X,X,O,X,X,O,O
SIOTLZJ,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X
SIOTJLZ,X,O,O,X,O,X,X,O,O,X,O,X,X,O,X
SIOTJZL,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
SIOTZLJ,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X
SIOTZJL,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X
SIOLTJZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,O
SIOLTZJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
SIOLJTZ,X,O,X,X,O,O,X,X,X,X,O,X,X,O,O
SIOLJZT,X,O,X,X,O,O,X,X,X,X,O,X,X,O,O
SIOLZTJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
SIOLZJT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
SIOJTLZ,X,O,X,X,O,X,X,O,O,X,O,X,X,O,X
SIOJTZL,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X
SIOJLTZ,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
SIOJLZT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
SIOJZTL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
SIOJZLT,X,O,X,X,O,X,X,X,O,O,O,X,O,O,X
SIOZTLJ,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
SIOZTJL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
SIOZLTJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
SIOZLJT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
SIOZJTL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
SIOZJLT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X
SLTIJZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
SLTIJOZ,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X
SLTIZJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SLTIZOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
SLTIOJZ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X
SLTIOZJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SLTJIZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
SLTJIOZ,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X
SLTJZIO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
SLTJZOI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
SLTJOIZ,O,O,O,X,O,O,X,O,O,X,O,X,X,O,O
SLTJOZI,O,O,O,X,O,X,X,O,O,X,O,X,X,X,O
SLTZIJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SLTZIOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
SLTZJIO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SLTZJOI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
SLTZOIJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
SLTZOJI,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X
SLTOIJZ,X,O,O,X,O,O,X,O,X,X,O,X,X,O,O
SLTOIZJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
SLTOJIZ,O,O,O,X,O,O,X,O,O,X,O,X,X,O,O
SLTOJZI,O,O,O,X,O,X,X,O,O,X,O,X,X,X,O
SLTOZIJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
SLTOZJI,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X
SLITJZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
SLITJOZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X
SLITZJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SLITZOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
SLITOJZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
SLITOZJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SLIJTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
SLIJTOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
SLIJZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
SLIJZOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
SLIJOTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
SLIJOZT,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
SLIZTJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SLIZTOJ,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
SLIZJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O
SLIZJOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
SLIZOTJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLIZOJT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLIOTJZ,X,O,O,X,X,O,X,X,X,X,O,X,X,O,O
SLIOTZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIOJTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
SLIOJZT,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
SLIOZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIOZJT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
SLJTIZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
SLJTIOZ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X
SLJTZIO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
SLJTZOI,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
SLJTOIZ,X,O,O,X,O,O,X,O,O,X,O,X,X,O,O
SLJTOZI,X,O,O,X,O,X,X,O,O,X,O,X,X,X,O
SLJITZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
SLJITOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
SLJIZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
SLJIZOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
SLJIOTZ,X,O,X,X,X,O,X,X,O,X,O,X,X,O,O
SLJIOZT,X,O,X,X,X,O,X,X,O,X,O,X,X,O,O
SLJZTIO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SLJZTOI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SLJZITO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
SLJZIOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
SLJZOTI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
SLJZOIT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
SLJOTIZ,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O
SLJOTZI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
SLJOITZ,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
SLJOIZT,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
SLJOZTI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
SLJOZIT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
SLZTIJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SLZTIOJ,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
SLZTJIO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SLZTJOI,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X
SLZTOIJ,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X
SLZTOJI,O,X,O,X,O,X,X,X,X,O,O,X,O,X,X
SLZITJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SLZITOJ,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
SLZIJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O
SLZIJOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
SLZIOTJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
SLZIOJT,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X
SLZJTIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
SLZJTOI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
SLZJITO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O
SLZJIOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
SLZJOTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
SLZJOIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
SLZOTIJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
SLZOTJI,O,X,O,X,O,X,X,X,X,O,O,X,O,X,X
SLZOITJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
SLZOIJT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
SLZOJTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
SLZOJIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
SLOTIJZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,O
SLOTIZJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
SLOTJIZ,O,O,O,X,O,O,X,X,O,X,O,X,X,O,O
SLOTJZI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
SLOTZIJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
SLOTZJI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
SLOITJZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,O
SLOITZJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
SLOIJTZ,X,O,X,X,O,O,X,X,X,X,O,X,X,O,O
SLOIJZT,X,O,X,X,O,O,X,X,X,X,O,X,X,O,O
SLOIZTJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
SLOIZJT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
SLOJTIZ,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O
SLOJTZI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
SLOJITZ,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
SLOJIZT,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
SLOJZTI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
