sequence,v115@8gA8IeA8FeD8AeC8AeJ8BeC8Jex6IvhFyhBzdBOkBX?gBFmB0rB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFCbBmcBzdBX?gBFmB0rB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFufBcgBTcBy?iBFmBXsB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFufBcgBzdBF?mB/rBasB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFufBFcByiBT?gBcmBXsB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFzaBFcBmdBS?lBcmBXsB
OJLITSZ,O,O,X,X,X,X
OJLITZS,X,X,X,X,O,O
OJLISTZ,O,O,X,X,X,X
OJLISZT,O,O,X,X,O,O
OJLIZTS,X,X,O,O,O,O
OJLIZST,X,X,X,X,O,O
OJLSTIZ,O,O,X,X,X,X
OJLSTZI,O,X,X,X,X,X
OJLSITZ,O,O,X,X,X,X
OJLSIZT,O,O,X,X,O,O
OJLSZTI,O,X,X,X,O,O
OJLSZIT,O,O,X,X,O,O
OJLZTIS,X,X,O,O,O,O
OJLZTSI,O,X,O,X,O,O
OJLZITS,X,X,O,O,O,O
OJLZIST,X,X,X,X,O,O
OJLZSTI,O,X,X,X,O,O
OJLZSIT,O,X,X,X,O,O
OJSTILZ,O,O,X,X,X,X
OJSTIZL,O,O,X,X,X,X
OJSTLIZ,O,O,X,X,X,X
OJSTLZI,O,O,X,X,X,X
OJSTZIL,O,O,X,X,X,X
OJSTZLI,O,O,X,X,X,X
OJSITLZ,O,O,X,X,X,X
OJSITZL,O,O,X,X,X,X
OJSILTZ,O,O,X,X,X,X
OJSILZT,O,O,X,X,O,X
OJSIZTL,O,X,X,O,O,X
OJSIZLT,O,O,X,X,O,X
OJSLTIZ,O,O,X,X,X,X
OJSLTZI,O,O,X,X,X,X
OJSLITZ,O,O,X,X,X,X
OJSLIZT,O,O,X,X,O,X
OJSLZTI,O,X,X,X,O,X
OJSLZIT,O,O,X,X,O,X
OJSZTIL,O,X,X,O,O,X
OJSZTLI,O,X,X,X,O,X
OJSZITL,O,X,X,O,O,X
OJSZILT,O,O,X,X,O,X
OJSZLTI,O,X,X,X,O,X
OJSZLIT,O,O,X,X,O,X
OJZTILS,X,X,O,O,O,O
OJZTISL,X,O,O,O,O,X
OJZTLIS,X,X,O,O,O,O
OJZTLSI,O,X,O,X,O,O
OJZTSIL,O,O,O,O,O,X
OJZTSLI,O,O,O,X,O,X
OJZITLS,X,X,O,O,O,O
OJZITSL,X,O,O,O,O,X
OJZILTS,X,X,O,O,O,O
OJZILST,X,X,X,X,O,O
OJZISTL,O,X,X,O,O,X
OJZISLT,O,O,X,X,O,X
OJZLTIS,X,X,O,O,O,O
OJZLTSI,O,X,O,X,O,O
OJZLITS,X,X,O,O,O,O
OJZLIST,X,X,X,X,O,O
OJZLSTI,O,X,X,X,O,O
OJZLSIT,O,X,X,X,O,O
OJZSTIL,O,X,X,O,O,X
OJZSTLI,O,X,X,X,O,X
OJZSITL,O,X,X,O,O,X
OJZSILT,O,O,X,X,O,X
OJZSLTI,O,X,X,X,O,X
OJZSLIT,O,O,X,X,O,X
OSTILJZ,O,O,X,X,X,X
OSTILZJ,X,O,X,X,X,X
OSTIJLZ,O,O,X,X,X,X
OSTIJZL,O,O,X,X,X,X
OSTIZLJ,X,O,X,X,X,X
OSTIZJL,X,O,X,O,X,X
OSTLIJZ,O,O,X,X,X,X
OSTLIZJ,X,O,X,X,X,X
OSTLJIZ,O,O,X,X,X,X
OSTLJZI,O,O,X,X,X,X
OSTLZIJ,X,O,X,X,X,X
OSTLZJI,O,O,X,X,X,X
OSTJILZ,O,O,X,X,X,X
OSTJIZL,O,O,X,X,X,X
OSTJLIZ,O,O,X,X,X,X
OSTJLZI,O,O,X,X,X,X
OSTJZIL,O,O,X,X,X,X
OSTJZLI,O,O,X,X,X,X
OSTZILJ,X,O,X,X,X,X
OSTZIJL,X,O,X,O,X,X
OSTZLIJ,X,O,X,X,X,X
OSTZLJI,O,O,X,X,X,X
OSTZJIL,O,O,X,O,X,X
OSTZJLI,O,O,X,X,X,X
OSITLJZ,O,O,X,X,X,X
OSITLZJ,X,O,X,X,X,X
OSITJLZ,O,O,X,X,X,X
OSITJZL,O,O,X,X,X,X
OSITZLJ,X,O,X,X,X,X
OSITZJL,X,O,X,O,X,X
OSILTJZ,X,O,X,X,X,X
OSILTZJ,X,O,X,X,X,X
OSILJTZ,O,O,X,X,X,X
OSILJZT,O,O,X,X,O,X
OSILZTJ,X,O,X,X,O,X
OSILZJT,X,O,X,X,O,X
OSIJTLZ,O,O,X,X,X,X
OSIJTZL,O,O,X,X,X,X
OSIJLTZ,O,O,X,X,X,X
OSIJLZT,O,O,X,X,O,X
OSIJZTL,O,X,X,O,O,X
OSIJZLT,O,O,X,X,O,X
OSIZTLJ,X,O,X,X,O,X
OSIZTJL,X,O,X,O,O,X
OSIZLTJ,X,O,X,X,O,X
OSIZLJT,X,O,X,X,O,X
OSIZJTL,X,X,X,O,O,X
OSIZJLT,X,O,X,X,O,X
OSLTIJZ,O,O,X,X,X,X
OSLTIZJ,X,O,X,X,X,X
OSLTJIZ,O,O,X,X,X,X
OSLTJZI,O,O,X,X,X,X
OSLTZIJ,X,O,X,X,X,X
OSLTZJI,O,O,X,X,X,X
OSLITJZ,X,O,X,X,X,X
OSLITZJ,X,O,X,X,X,X
OSLIJTZ,O,O,X,X,X,X
OSLIJZT,O,O,X,X,O,X
OSLIZTJ,X,O,X,X,O,X
OSLIZJT,X,O,X,X,O,X
OSLJTIZ,O,O,X,X,X,X
OSLJTZI,O,O,X,X,X,X
OSLJITZ,O,O,X,X,X,X
OSLJIZT,O,O,X,X,O,X
OSLJZTI,O,X,X,X,O,X
OSLJZIT,O,O,X,X,O,X
OSLZTIJ,X,O,X,X,O,X
OSLZTJI,X,O,X,X,O,X
OSLZITJ,X,O,X,X,O,X
OSLZIJT,X,O,X,X,O,X
OSLZJTI,O,X,X,X,O,X
OSLZJIT,O,O,X,X,O,X
OSJTILZ,O,O,X,X,X,X
OSJTIZL,O,O,X,X,X,X
OSJTLIZ,O,O,X,X,X,X
OSJTLZI,O,O,X,X,X,X
OSJTZIL,O,O,X,X,X,X
OSJTZLI,O,O,X,X,X,X
OSJITLZ,O,O,X,X,X,X
OSJITZL,O,O,X,X,X,X
OSJILTZ,O,O,X,X,X,X
OSJILZT,O,O,X,X,O,X
OSJIZTL,O,X,X,O,O,X
OSJIZLT,O,O,X,X,O,X
OSJLTIZ,O,O,X,X,X,X
OSJLTZI,O,O,X,X,X,X
OSJLITZ,O,O,X,X,X,X
OSJLIZT,O,O,X,X,O,X
OSJLZTI,O,X,X,X,O,X
OSJLZIT,O,O,X,X,O,X
OSJZTIL,O,X,X,O,O,X
OSJZTLI,O,X,X,X,O,X
OSJZITL,O,X,X,O,O,X
OSJZILT,O,O,X,X,O,X
OSJZLTI,O,X,X,X,O,X
OSJZLIT,O,O,X,X,O,X
OSZTILJ,X,O,X,X,O,X
OSZTIJL,X,O,X,O,O,X
OSZTLIJ,X,O,X,X,O,X
OSZTLJI,O,O,X,X,O,X
OSZTJIL,O,O,X,O,O,X
OSZTJLI,O,O,X,X,O,X
OSZITLJ,X,O,X,X,O,X
OSZITJL,X,O,X,O,O,X
OSZILTJ,X,O,X,X,O,X
OSZILJT,X,O,X,X,O,X
OSZIJTL,X,X,X,O,O,X
OSZIJLT,X,O,X,X,O,X
OSZLTIJ,X,O,X,X,O,X
OSZLTJI,X,O,X,X,O,X
OSZLITJ,X,O,X,X,O,X
OSZLIJT,X,O,X,X,O,X
OSZLJTI,O,X,X,X,O,X
OSZLJIT,O,O,X,X,O,X
OSZJTIL,O,X,X,O,O,X
OSZJTLI,O,X,X,X,O,X
OSZJITL,O,X,X,O,O,X
OSZJILT,O,O,X,X,O,X
OSZJLTI,O,X,X,X,O,X
OSZJLIT,O,O,X,X,O,X
OZTILJS,X,X,O,O,O,O
OZTILSJ,X,X,O,X,O,O
OZTIJLS,X,X,O,O,O,O
OZTIJSL,X,O,O,O,O,X
OZTISLJ,X,O,O,X,O,X
OZTISJL,X,O,O,O,O,X
OZTLIJS,X,X,O,O,O,O
OZTLISJ,X,X,O,X,O,O
OZTLJIS,X,X,O,O,O,O
OZTLJSI,O,X,O,X,O,O
OZTLSIJ,X,X,O,X,O,O
OZTLSJI,O,X,O,X,O,O
OZTJILS,X,X,O,O,O,O
OZTJISL,X,O,O,O,O,X
OZTJLIS,X,X,O,O,O,O
OZTJLSI,O,X,O,X,O,O
OZTJSIL,O,O,O,O,O,X
OZTJSLI,O,O,O,X,O,X
OZTSILJ,X,O,O,X,O,X
OZTSIJL,X,O,O,O,O,X
OZTSLIJ,X,O,O,X,O,X
OZTSLJI,O,O,O,X,O,X
OZTSJIL,O,O,O,O,O,X
OZTSJLI,O,O,O,X,O,X
OZITLJS,X,X,O,O,O,O
OZITLSJ,X,X,O,X,O,O
OZITJLS,X,X,O,O,O,O
OZITJSL,X,O,O,O,O,X
OZITSLJ,X,O,O,X,O,X
OZITSJL,X,O,O,O,O,X
OZILTJS,X,X,O,O,O,O
OZILTSJ,X,X,O,X,O,O
OZILJTS,X,X,O,O,O,O
OZILJST,X,X,X,X,O,O
OZILSTJ,X,X,X,X,O,O
OZILSJT,X,X,X,X,O,O
OZIJTLS,X,X,O,O,O,O
OZIJTSL,X,O,O,O,O,X
OZIJLTS,X,X,O,O,O,O
OZIJLST,X,X,X,X,O,O
OZIJSTL,X,X,X,O,O,X
OZIJSLT,X,O,X,X,O,X
OZISTLJ,X,O,X,X,O,X
OZISTJL,X,O,X,O,O,X
OZISLTJ,X,O,X,X,O,X
OZISLJT,X,O,X,X,O,X
OZISJTL,X,X,X,O,O,X
OZISJLT,X,O,X,X,O,X
OZLTIJS,X,X,O,O,O,O
OZLTISJ,X,X,O,X,O,O
OZLTJIS,X,X,O,O,O,O
OZLTJSI,X,X,O,X,O,O
OZLTSIJ,X,X,O,X,O,O
OZLTSJI,X,X,O,X,O,O
OZLITJS,X,X,O,O,O,O
OZLITSJ,X,X,O,X,O,O
OZLIJTS,X,X,O,O,O,O
OZLIJST,X,X,X,X,O,O
OZLISTJ,X,X,X,X,O,O
OZLISJT,X,X,X,X,O,O
OZLJTIS,X,X,O,O,O,O
OZLJTSI,O,X,O,X,O,O
OZLJITS,X,X,O,O,O,O
OZLJIST,X,X,X,X,O,O
OZLJSTI,O,X,X,X,O,O
OZLJSIT,O,X,X,X,O,O
OZLSTIJ,X,X,X,X,O,O
OZLSTJI,X,X,X,X,O,O
OZLSITJ,X,X,X,X,O,O
OZLSIJT,X,X,X,X,O,O
OZLSJTI,O,X,X,X,O,O
OZLSJIT,O,X,X,X,O,O
OZJTILS,X,X,O,O,O,O
OZJTISL,X,O,O,O,O,X
OZJTLIS,X,X,O,O,O,O
OZJTLSI,O,X,O,X,O,O
OZJTSIL,O,O,O,O,O,X
OZJTSLI,O,O,O,X,O,X
OZJITLS,X,X,O,O,O,O
OZJITSL,X,O,O,O,O,X
OZJILTS,X,X,O,O,O,O
OZJILST,X,X,X,X,O,O
OZJISTL,O,X,X,O,O,X
OZJISLT,O,O,X,X,O,X
OZJLTIS,X,X,O,O,O,O
OZJLTSI,O,X,O,X,O,O
OZJLITS,X,X,O,O,O,O
OZJLIST,X,X,X,X,O,O
OZJLSTI,O,X,X,X,O,O
OZJLSIT,O,X,X,X,O,O
OZJSTIL,O,X,X,O,O,X
OZJSTLI,O,X,X,X,O,X
OZJSITL,O,X,X,O,O,X
OZJSILT,O,O,X,X,O,X
OZJSLTI,O,X,X,X,O,X
OZJSLIT,O,O,X,X,O,X
OZSTILJ,X,O,X,X,O,X
OZSTIJL,X,O,X,O,O,X
OZSTLIJ,X,O,X,X,O,X
OZSTLJI,O,O,X,X,O,X
OZSTJIL,O,O,X,O,O,X
OZSTJLI,O,O,X,X,O,X
OZSITLJ,X,O,X,X,O,X
OZSITJL,X,O,X,O,O,X
OZSILTJ,X,O,X,X,O,X
OZSILJT,X,O,X,X,O,X
OZSIJTL,X,X,X,O,O,X
OZSIJLT,X,O,X,X,O,X
OZSLTIJ,X,O,X,X,O,X
OZSLTJI,X,O,X,X,O,X
OZSLITJ,X,O,X,X,O,X
OZSLIJT,X,O,X,X,O,X
OZSLJTI,O,X,X,X,O,X
OZSLJIT,O,O,X,X,O,X
OZSJTIL,O,X,X,O,O,X
OZSJTLI,O,X,X,X,O,X
OZSJITL,O,X,X,O,O,X
OZSJILT,O,O,X,X,O,X
OZSJLTI,O,X,X,X,O,X
OZSJLIT,O,O,X,X,O,X
