sequence,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFOgB8gB?fiB6iBTjBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFibBGdB?TeB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFOgB8gB?zcBSjB3iBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhF2gBSiB?TeB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Jez7IvhFfiBxdB?ukBCjBUgBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeR7IvhFzcBGeB?qkB3iB0lBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeSCJvhFTeBRgB?ukB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeC7IvhFzcBGeB?VlB3iBRqB8qB
JOILTZS,X,X,O,O,X,O,O,X
JOILSTZ,X,X,X,O,O,O,O,X
JOILSZT,X,X,X,O,O,O,O,X
JOILZTS,X,X,O,O,X,O,O,X
JOILZST,X,X,O,O,X,O,O,X
JOISTLZ,O,X,X,X,X,X,X,O
JOISTZL,O,X,X,X,X,X,X,O
JOISLTZ,O,X,X,O,O,X,X,O
JOISLZT,O,O,X,O,O,X,X,X
JOISZTL,O,O,X,X,X,X,X,O
JOISZLT,O,O,X,X,X,X,X,X
JOIZTLS,X,O,O,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,X,X
JOIZLTS,X,O,O,O,X,X,X,X
JOIZLST,O,O,O,O,X,X,X,X
JOIZSTL,O,O,X,X,X,X,X,X
JOIZSLT,O,O,O,X,X,X,X,X
JOLTISZ,X,X,X,O,O,O,O,X
JOLTIZS,X,X,O,O,X,O,O,X
JOLTSIZ,X,X,X,O,O,X,X,X
JOLTSZI,X,X,X,X,O,X,X,X
JOLTZIS,X,X,O,O,X,O,X,X
JOLTZSI,X,X,O,X,O,X,X,X
JOLITSZ,X,X,X,O,X,O,O,X
JOLITZS,X,X,O,O,X,O,O,X
JOLISTZ,X,X,X,O,O,O,O,X
JOLISZT,X,X,X,O,O,O,O,X
JOLIZTS,X,X,O,O,X,O,O,X
JOLIZST,X,X,O,O,X,O,O,X
JOLSTIZ,X,X,X,X,O,O,X,X
JOLSTZI,X,X,X,X,O,O,X,X
JOLSITZ,X,X,X,O,O,O,X,X
JOLSIZT,X,X,X,O,O,O,X,X
JOLSZTI,X,X,X,X,O,O,X,X
JOLSZIT,X,X,X,X,O,O,X,X
JOLZTIS,X,X,O,X,X,O,X,X
JOLZTSI,X,X,O,X,X,X,X,X
JOLZITS,X,X,O,O,X,O,X,X
JOLZIST,X,X,O,O,X,O,X,X
JOLZSTI,X,X,X,X,O,O,X,X
JOLZSIT,X,X,O,X,O,O,X,X
JOSTILZ,O,X,X,X,O,X,X,O
JOSTIZL,O,X,X,X,X,X,X,O
JOSTLIZ,O,X,X,X,O,O,X,X
JOSTLZI,O,X,X,X,O,O,X,X
JOSTZIL,O,X,X,X,X,X,X,X
JOSTZLI,O,X,X,X,O,X,X,X
JOSITLZ,O,X,X,X,X,X,X,O
JOSITZL,O,X,X,X,X,X,X,O
JOSILTZ,O,X,X,O,O,O,X,O
JOSILZT,O,O,X,O,O,O,X,X
JOSIZTL,O,O,X,X,X,X,X,O
JOSIZLT,O,O,X,X,X,X,X,X
JOSLTIZ,O,X,X,X,O,O,X,X
JOSLTZI,O,X,X,X,O,O,X,X
JOSLITZ,O,X,X,O,O,O,X,O
JOSLIZT,O,O,X,O,O,O,X,X
JOSLZTI,O,O,X,X,O,O,X,X
JOSLZIT,O,O,X,X,O,O,X,X
JOSZTIL,O,O,X,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,O
JOSZILT,O,O,X,X,X,X,X,X
JOSZLTI,O,O,X,X,O,O,X,X
JOSZLIT,O,O,X,X,O,O,X,X
JOZTILS,O,O,O,X,X,X,X,X
JOZTISL,O,O,O,X,X,X,X,X
JOZTLIS,O,O,O,X,X,X,X,X
JOZTLSI,O,O,O,X,X,X,X,X
JOZTSIL,O,O,O,X,X,X,X,X
JOZTSLI,O,O,O,X,X,X,X,X
JOZITLS,X,O,O,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X,X
JOZILTS,X,O,O,O,X,X,X,X
JOZILST,O,O,O,O,X,X,X,X
JOZISTL,O,O,X,X,X,X,X,X
JOZISLT,O,O,O,X,X,X,X,X
JOZLTIS,X,O,O,X,X,O,X,X
JOZLTSI,X,O,O,X,X,X,X,X
JOZLITS,X,O,O,O,X,O,X,X
JOZLIST,O,O,O,O,X,O,X,X
JOZLSTI,O,O,X,X,O,X,X,X
JOZLSIT,O,O,O,X,O,O,X,X
JOZSTIL,O,O,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X
JOZSILT,O,O,O,X,X,X,X,X
JOZSLTI,O,O,X,X,O,X,X,X
JOZSLIT,O,O,O,X,O,X,X,X
STILJZO,O,O,X,X,O,X,X,O
STILJOZ,O,O,X,O,O,X,X,O
STILZJO,O,O,O,X,O,X,X,O
STILZOJ,O,O,O,X,O,X,X,O
STILOJZ,O,O,X,O,O,X,O,O
STILOZJ,O,O,O,X,O,X,O,O
STIJLZO,O,O,X,X,O,X,X,O
STIJLOZ,O,O,X,O,O,X,X,O
STIJZLO,O,O,X,X,X,X,X,O
STIJZOL,O,O,X,X,X,X,X,O
STIJOLZ,O,O,X,O,O,X,X,O
STIJOZL,O,O,X,X,X,X,X,O
STIZLJO,O,O,O,X,X,X,X,O
STIZLOJ,O,O,O,X,X,X,X,O
STIZJLO,O,O,O,X,X,X,X,O
STIZJOL,O,O,O,X,X,X,X,O
STIZOLJ,O,O,O,X,X,X,X,O
STIZOJL,O,O,O,X,X,X,X,O
STIOLJZ,O,O,X,O,O,X,O,O
STIOLZJ,O,O,O,X,O,X,O,O
STIOJLZ,O,O,X,O,O,X,X,O
STIOJZL,O,O,X,X,X,X,X,O
STIOZLJ,O,O,O,X,X,X,X,O
STIOZJL,O,O,O,X,X,X,X,O
STLIJZO,O,O,X,X,O,X,X,X
STLIJOZ,O,O,X,O,O,O,X,X
STLIZJO,O,O,O,X,O,X,X,X
STLIZOJ,O,O,O,X,O,X,X,X
STLIOJZ,O,O,X,O,O,O,O,X
STLIOZJ,O,O,O,X,O,X,O,X
STLJIZO,O,O,X,X,O,X,X,X
STLJIOZ,O,O,X,O,O,O,X,X
STLJZIO,O,O,X,X,O,O,X,X
STLJZOI,O,O,X,X,O,O,X,X
STLJOIZ,O,O,X,O,O,O,X,X
STLJOZI,O,O,X,X,O,O,X,X
STLZIJO,O,O,O,X,O,O,X,X
STLZIOJ,O,O,O,X,O,O,X,X
STLZJIO,O,O,O,X,O,O,X,X
STLZJOI,O,O,O,X,O,O,X,X
STLZOIJ,O,O,O,X,O,O,X,X
STLZOJI,O,O,O,X,O,O,X,X
STLOIJZ,O,O,X,O,O,O,O,X
STLOIZJ,O,O,O,X,O,X,O,X
STLOJIZ,O,O,X,O,O,O,X,X
STLOJZI,O,O,X,X,O,O,X,X
STLOZIJ,O,O,O,X,O,O,X,X
STLOZJI,O,O,O,X,O,O,X,X
STJILZO,O,O,X,X,O,X,X,O
STJILOZ,O,O,X,O,O,X,X,O
STJIZLO,O,O,X,X,X,X,X,O
STJIZOL,O,O,X,X,X,X,X,O
STJIOLZ,O,O,X,O,O,X,X,O
STJIOZL,O,O,X,X,X,X,X,O
STJLIZO,O,O,X,X,O,X,X,X
STJLIOZ,O,O,X,O,O,O,X,X
STJLZIO,O,O,X,X,O,O,X,X
STJLZOI,O,O,X,X,O,O,X,X
STJLOIZ,O,O,X,O,O,O,X,X
STJLOZI,O,O,X,X,O,O,X,X
STJZILO,O,O,X,X,X,X,X,X
STJZIOL,O,O,X,X,X,X,X,X
STJZLIO,O,O,X,X,O,X,X,X
STJZLOI,O,O,X,X,O,X,X,X
STJZOIL,O,O,X,X,X,X,X,X
STJZOLI,O,O,X,X,O,X,X,X
STJOILZ,O,O,X,O,O,X,X,O
STJOIZL,O,O,X,X,X,X,X,O
STJOLIZ,O,O,X,O,O,O,X,X
STJOLZI,O,O,X,X,O,O,X,X
STJOZIL,O,O,X,X,X,X,X,X
STJOZLI,O,O,X,X,O,X,X,X
STZILJO,O,O,O,X,X,X,X,X
STZILOJ,O,O,O,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X
STZLIJO,O,O,O,X,O,X,X,X
STZLIOJ,O,O,O,X,O,X,X,X
STZLJIO,O,O,O,X,O,X,X,X
STZLJOI,O,O,O,X,O,X,X,X
STZLOIJ,O,O,O,X,O,X,X,X
STZLOJI,O,O,O,X,O,X,X,X
STZJILO,O,O,O,X,X,X,X,X
STZJIOL,O,O,O,X,X,X,X,X
STZJLIO,O,O,O,X,O,X,X,X
STZJLOI,O,O,O,X,O,X,X,X
STZJOIL,O,O,O,X,X,X,X,X
STZJOLI,O,O,O,X,O,X,X,X
STZOILJ,O,O,O,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X
STZOLIJ,O,O,O,X,O,X,X,X
STZOLJI,O,O,O,X,O,X,X,X
STZOJIL,O,O,O,X,X,X,X,X
STZOJLI,O,O,O,X,O,X,X,X
STOILJZ,O,O,X,O,O,X,O,O
STOILZJ,O,O,O,X,O,X,O,O
STOIJLZ,O,O,X,O,O,X,X,O
STOIJZL,O,O,X,X,X,X,X,O
STOIZLJ,O,O,O,X,X,X,X,O
STOIZJL,O,O,O,X,X,X,X,O
STOLIJZ,O,O,X,O,O,O,O,X
STOLIZJ,O,O,O,X,O,X,O,X
STOLJIZ,O,O,X,O,O,O,X,X
STOLJZI,O,O,X,X,O,O,X,X
STOLZIJ,O,O,O,X,O,O,X,X
STOLZJI,O,O,O,X,O,O,X,X
STOJILZ,O,O,X,O,O,X,X,O
STOJIZL,O,O,X,X,X,X,X,O
STOJLIZ,O,O,X,O,O,O,X,X
STOJLZI,O,O,X,X,O,O,X,X
STOJZIL,O,O,X,X,X,X,X,X
STOJZLI,O,O,X,X,O,X,X,X
STOZILJ,O,O,O,X,X,X,X,X
STOZIJL,O,O,O,X,X,X,X,X
STOZLIJ,O,O,O,X,O,X,X,X
STOZLJI,O,O,O,X,O,X,X,X
STOZJIL,O,O,O,X,X,X,X,X
STOZJLI,O,O,O,X,O,X,X,X
SITLJZO,O,O,X,X,O,X,X,O
SITLJOZ,O,O,X,O,O,X,X,O
SITLZJO,O,O,O,X,O,X,X,O
SITLZOJ,O,O,O,X,O,X,X,O
SITLOJZ,O,O,X,O,O,X,X,O
SITLOZJ,O,O,O,X,O,X,X,O
SITJLZO,O,O,X,X,O,X,X,O
SITJLOZ,O,O,X,O,O,X,X,O
SITJZLO,O,O,X,X,X,X,X,O
SITJZOL,O,O,X,X,X,X,X,O
SITJOLZ,O,O,X,O,O,X,X,O
SITJOZL,O,O,X,X,X,X,X,O
SITZLJO,O,O,O,X,X,X,X,O
SITZLOJ,O,O,O,X,X,X,X,O
SITZJLO,O,O,O,X,X,X,X,O
SITZJOL,O,O,O,X,X,X,X,O
SITZOLJ,O,O,O,X,X,X,X,O
SITZOJL,O,O,O,X,X,X,X,O
SITOLJZ,O,O,X,O,O,X,X,O
SITOLZJ,O,O,O,X,O,X,X,O
SITOJLZ,O,O,X,O,O,X,X,O
SITOJZL,O,O,X,X,X,X,X,O
SITOZLJ,O,O,O,X,X,X,X,O
SITOZJL,O,O,O,X,X,X,X,O
SILTJZO,O,X,X,X,O,X,X,O
SILTJOZ,O,X,X,O,O,O,X,O
SILTZJO,O,O,O,X,O,X,X,O
SILTZOJ,O,O,O,X,O,X,X,O
SILTOJZ,O,X,X,O,O,O,X,O
SILTOZJ,O,O,O,X,O,X,X,O
SILJTZO,O,X,X,X,O,X,X,O
SILJTOZ,O,X,X,X,O,O,X,O
SILJZTO,O,O,X,X,X,O,X,X
SILJZOT,O,O,X,X,O,O,X,X
SILJOTZ,O,X,X,O,O,O,X,O
SILJOZT,O,O,X,O,O,O,X,X
SILZTJO,O,O,X,X,O,O,X,X
SILZTOJ,O,O,X,X,O,O,X,X
SILZJTO,O,O,X,X,X,O,X,X
SILZJOT,O,O,O,X,O,O,X,X
SILZOTJ,O,O,X,X,O,O,X,X
SILZOJT,O,O,O,X,O,O,X,X
SILOTJZ,O,X,X,O,O,O,O,O
SILOTZJ,O,O,O,X,O,X,O,O
SILOJTZ,O,X,X,O,O,O,O,O
SILOJZT,O,O,X,O,O,O,O,X
SILOZTJ,O,O,X,X,O,O,O,X
SILOZJT,O,O,O,X,O,O,O,X
SIJTLZO,O,X,X,X,X,X,X,O
SIJTLOZ,O,X,X,X,X,X,X,O
SIJTZLO,O,X,X,X,X,X,X,O
SIJTZOL,O,X,X,X,X,X,X,O
SIJTOLZ,O,X,X,X,X,X,X,O
SIJTOZL,O,X,X,X,X,X,X,O
SIJLTZO,O,X,X,X,X,X,X,O
SIJLTOZ,O,X,X,X,O,O,X,O
SIJLZTO,O,O,X,X,X,O,X,X
SIJLZOT,O,O,X,X,O,O,X,X
SIJLOTZ,O,X,X,O,O,O,X,O
SIJLOZT,O,O,X,O,O,O,X,X
SIJZTLO,O,O,X,X,X,X,X,O
SIJZTOL,O,O,X,X,X,X,X,O
SIJZLTO,O,O,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,X,O
SIJZOLT,O,O,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,O
SIJOTZL,O,X,X,X,X,X,X,O
SIJOLTZ,O,X,X,O,O,O,X,O
SIJOLZT,O,O,X,O,O,O,X,X
SIJOZTL,O,O,X,X,X,X,X,O
SIJOZLT,O,O,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,O
SIZTLOJ,O,O,X,X,X,X,X,O
SIZTJLO,O,O,X,X,X,X,X,O
SIZTJOL,O,O,X,X,X,X,X,O
SIZTOLJ,O,O,X,X,X,X,X,O
SIZTOJL,O,O,X,X,X,X,X,O
SIZLTJO,O,O,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,X
SIZLJTO,O,O,X,X,X,X,X,X
SIZLJOT,O,O,O,X,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,X,X
SIZLOJT,O,O,O,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,O
SIZJTOL,O,O,X,X,X,X,X,O
SIZJLTO,O,O,X,X,X,X,X,X
SIZJLOT,O,O,O,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,X,O
SIZJOLT,O,O,O,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,O
SIZOTJL,O,O,X,X,X,X,X,O
SIZOLTJ,O,O,X,X,X,X,X,X
SIZOLJT,O,O,O,X,X,X,X,X
SIZOJTL,O,O,X,X,X,X,X,O
SIZOJLT,O,O,O,X,X,X,X,X
SIOTLJZ,O,O,X,O,O,X,X,O
SIOTLZJ,O,O,O,X,O,X,X,O
SIOTJLZ,O,O,X,O,O,X,X,O
SIOTJZL,O,O,X,X,X,X,X,O
SIOTZLJ,O,O,O,X,X,X,X,O
SIOTZJL,O,O,O,X,X,X,X,O
SIOLTJZ,O,X,X,O,O,O,O,O
SIOLTZJ,O,O,O,X,O,X,O,O
SIOLJTZ,O,X,X,O,O,O,O,O
SIOLJZT,O,O,X,O,O,O,O,X
SIOLZTJ,O,O,X,X,O,O,O,X
SIOLZJT,O,O,O,X,O,O,O,X
SIOJTLZ,O,X,X,X,X,X,X,O
SIOJTZL,O,X,X,X,X,X,X,O
SIOJLTZ,O,X,X,O,O,O,X,O
SIOJLZT,O,O,X,O,O,O,X,X
SIOJZTL,O,O,X,X,X,X,X,O
SIOJZLT,O,O,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,O
SIOZTJL,O,O,X,X,X,X,X,O
SIOZLTJ,O,O,X,X,X,X,X,X
SIOZLJT,O,O,O,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,O
SIOZJLT,O,O,O,X,X,X,X,X
SLTIJZO,O,X,X,X,O,X,X,X
SLTIJOZ,O,X,X,O,O,O,X,X
SLTIZJO,O,O,O,X,O,X,X,X
SLTIZOJ,O,O,O,X,O,X,X,X
SLTIOJZ,O,X,X,O,O,O,O,X
SLTIOZJ,O,O,O,X,O,X,O,X
SLTJIZO,O,X,X,X,O,X,X,X
SLTJIOZ,O,X,X,O,O,O,X,X
SLTJZIO,O,X,X,X,O,O,X,X
SLTJZOI,O,X,X,X,O,O,X,X
SLTJOIZ,O,X,X,O,O,O,X,X
SLTJOZI,O,X,X,X,O,O,X,X
SLTZIJO,O,O,O,X,O,O,X,X
SLTZIOJ,O,O,O,X,O,O,X,X
SLTZJIO,O,O,O,X,O,O,X,X
SLTZJOI,O,O,O,X,O,O,X,X
SLTZOIJ,O,O,O,X,O,O,X,X
SLTZOJI,O,O,O,X,O,O,X,X
SLTOIJZ,O,X,X,O,O,O,O,X
SLTOIZJ,O,O,O,X,O,X,O,X
SLTOJIZ,O,X,X,O,O,O,X,X
SLTOJZI,O,X,X,X,O,O,X,X
SLTOZIJ,O,O,O,X,O,O,X,X
SLTOZJI,O,O,O,X,O,O,X,X
SLITJZO,O,X,X,X,O,X,X,O
SLITJOZ,O,X,X,O,O,O,X,O
SLITZJO,O,O,O,X,O,X,X,O
SLITZOJ,O,O,O,X,O,X,X,O
SLITOJZ,O,X,X,O,O,O,X,O
SLITOZJ,O,O,O,X,O,X,X,O
SLIJTZO,O,X,X,X,O,X,X,O
SLIJTOZ,O,X,X,X,O,O,X,O
SLIJZTO,O,O,X,X,X,O,X,X
SLIJZOT,O,O,X,X,O,O,X,X
SLIJOTZ,O,X,X,O,O,O,X,O
SLIJOZT,O,O,X,O,O,O,X,X
SLIZTJO,O,O,X,X,O,O,X,X
SLIZTOJ,O,O,X,X,O,O,X,X
SLIZJTO,O,O,X,X,X,O,X,X
SLIZJOT,O,O,O,X,O,O,X,X
SLIZOTJ,O,O,X,X,O,O,X,X
SLIZOJT,O,O,O,X,O,O,X,X
SLIOTJZ,O,X,X,O,O,O,O,O
SLIOTZJ,O,O,O,X,O,X,O,O
SLIOJTZ,O,X,X,O,O,O,O,O
SLIOJZT,O,O,X,O,O,O,O,X
SLIOZTJ,O,O,X,X,O,O,O,X
SLIOZJT,O,O,O,X,O,O,O,X
SLJTIZO,O,X,X,X,O,X,X,X
SLJTIOZ,O,X,X,X,O,O,X,X
SLJTZIO,O,X,X,X,O,O,X,X
SLJTZOI,O,X,X,X,O,O,X,X
SLJTOIZ,O,X,X,X,O,O,X,X
SLJTOZI,O,X,X,X,O,O,X,X
SLJITZO,O,X,X,X,O,X,X,O
SLJITOZ,O,X,X,X,O,O,X,O
SLJIZTO,O,O,X,X,X,O,X,X
SLJIZOT,O,O,X,X,O,O,X,X
SLJIOTZ,O,X,X,O,O,O,X,O
SLJIOZT,O,O,X,O,O,O,X,X
SLJZTIO,O,O,X,X,X,O,X,X
SLJZTOI,O,O,X,X,X,O,X,X
SLJZITO,O,O,X,X,X,O,X,X
SLJZIOT,O,O,X,X,O,O,X,X
SLJZOTI,O,O,X,X,O,O,X,X
SLJZOIT,O,O,X,X,O,O,X,X
SLJOTIZ,O,X,X,X,O,O,X,X
SLJOTZI,O,X,X,X,O,O,X,X
SLJOITZ,O,X,X,O,O,O,X,O
SLJOIZT,O,O,X,O,O,O,X,X
SLJOZTI,O,O,X,X,O,O,X,X
SLJOZIT,O,O,X,X,O,O,X,X
SLZTIJO,O,O,O,X,O,O,X,X
SLZTIOJ,O,O,O,X,O,O,X,X
SLZTJIO,O,O,O,X,O,O,X,X
SLZTJOI,O,O,O,X,O,O,X,X
SLZTOIJ,O,O,O,X,O,O,X,X
SLZTOJI,O,O,O,X,O,O,X,X
SLZITJO,O,O,X,X,O,O,X,X
SLZITOJ,O,O,X,X,O,O,X,X
SLZIJTO,O,O,X,X,X,O,X,X
SLZIJOT,O,O,O,X,O,O,X,X
SLZIOTJ,O,O,X,X,O,O,X,X
SLZIOJT,O,O,O,X,O,O,X,X
SLZJTIO,O,O,X,X,X,O,X,X
SLZJTOI,O,O,X,X,X,O,X,X
SLZJITO,O,O,X,X,X,O,X,X
SLZJIOT,O,O,O,X,O,O,X,X
SLZJOTI,O,O,X,X,O,O,X,X
SLZJOIT,O,O,O,X,O,O,X,X
SLZOTIJ,O,O,O,X,O,O,X,X
SLZOTJI,O,O,O,X,O,O,X,X
SLZOITJ,O,O,X,X,O,O,X,X
SLZOIJT,O,O,O,X,O,O,X,X
SLZOJTI,O,O,X,X,O,O,X,X
SLZOJIT,O,O,O,X,O,O,X,X
SLOTIJZ,O,X,X,O,O,O,O,X
SLOTIZJ,O,O,O,X,O,X,O,X
SLOTJIZ,O,X,X,O,O,O,X,X
SLOTJZI,O,X,X,X,O,O,X,X
SLOTZIJ,O,O,O,X,O,O,X,X
SLOTZJI,O,O,O,X,O,O,X,X
SLOITJZ,O,X,X,O,O,O,O,O
SLOITZJ,O,O,O,X,O,X,O,O
SLOIJTZ,O,X,X,O,O,O,O,O
SLOIJZT,O,O,X,O,O,O,O,X
SLOIZTJ,O,O,X,X,O,O,O,X
SLOIZJT,O,O,O,X,O,O,O,X
SLOJTIZ,O,X,X,X,O,O,X,X
SLOJTZI,O,X,X,X,O,O,X,X
SLOJITZ,O,X,X,O,O,O,X,O
SLOJIZT,O,O,X,O,O,O,X,X
SLOJZTI,O,O,X,X,O,O,X,X
SLOJZIT,O,O,X,X,O,O,X,X
SLOZTIJ,O,O,O,X,O,O,X,X
SLOZTJI,O,O,O,X,O,O,X,X
SLOZITJ,O,O,X,X,O,O,X,X
SLOZIJT,O,O,O,X,O,O,X,X
SLOZJTI,O,O,X,X,O,O,X,X
SLOZJIT,O,O,O,X,O,O,X,X
SJTILZO,O,X,X,X,O,X,X,O
SJTILOZ,O,X,X,X,O,X,X,O
SJTIZLO,O,X,X,X,X,X,X,O
SJTIZOL,O,X,X,X,X,X,X,O
SJTIOLZ,O,X,X,X,O,X,X,O
SJTIOZL,O,X,X,X,X,X,X,O
SJTLIZO,O,X,X,X,O,X,X,X
SJTLIOZ,O,X,X,X,O,O,X,X
SJTLZIO,O,X,X,X,O,O,X,X
SJTLZOI,O,X,X,X,O,O,X,X
SJTLOIZ,O,X,X,X,O,O,X,X
SJTLOZI,O,X,X,X,O,O,X,X
SJTZILO,O,X,X,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X,X,X
SJTZLIO,O,X,X,X,O,X,X,X
SJTZLOI,O,X,X,X,O,X,X,X
SJTZOIL,O,X,X,X,X,X,X,X
SJTZOLI,O,X,X,X,O,X,X,X
SJTOILZ,O,X,X,X,O,X,X,O
SJTOIZL,O,X,X,X,X,X,X,O
SJTOLIZ,O,X,X,X,O,O,X,X
SJTOLZI,O,X,X,X,O,O,X,X
SJTOZIL,O,X,X,X,X,X,X,X
SJTOZLI,O,X,X,X,O,X,X,X
SJITLZO,O,X,X,X,X,X,X,O
SJITLOZ,O,X,X,X,X,X,X,O
SJITZLO,O,X,X,X,X,X,X,O
SJITZOL,O,X,X,X,X,X,X,O
SJITOLZ,O,X,X,X,X,X,X,O
SJITOZL,O,X,X,X,X,X,X,O
SJILTZO,O,X,X,X,X,X,X,O
SJILTOZ,O,X,X,X,O,O,X,O
SJILZTO,O,O,X,X,X,O,X,X
SJILZOT,O,O,X,X,O,O,X,X
SJILOTZ,O,X,X,O,O,O,X,O
SJILOZT,O,O,X,O,O,O,X,X
SJIZTLO,O,O,X,X,X,X,X,O
SJIZTOL,O,O,X,X,X,X,X,O
SJIZLTO,O,O,X,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,X,X
SJIZOTL,O,O,X,X,X,X,X,O
SJIZOLT,O,O,X,X,X,X,X,X
SJIOTLZ,O,X,X,X,X,X,X,O
SJIOTZL,O,X,X,X,X,X,X,O
SJIOLTZ,O,X,X,O,O,O,X,O
SJIOLZT,O,O,X,O,O,O,X,X
SJIOZTL,O,O,X,X,X,X,X,O
SJIOZLT,O,O,X,X,X,X,X,X
SJLTIZO,O,X,X,X,O,X,X,X
SJLTIOZ,O,X,X,X,O,O,X,X
SJLTZIO,O,X,X,X,O,O,X,X
SJLTZOI,O,X,X,X,O,O,X,X
SJLTOIZ,O,X,X,X,O,O,X,X
SJLTOZI,O,X,X,X,O,O,X,X
SJLITZO,O,X,X,X,O,X,X,O
SJLITOZ,O,X,X,X,O,O,X,O
SJLIZTO,O,O,X,X,X,O,X,X
SJLIZOT,O,O,X,X,O,O,X,X
SJLIOTZ,O,X,X,O,O,O,X,O
SJLIOZT,O,O,X,O,O,O,X,X
SJLZTIO,O,O,X,X,X,O,X,X
SJLZTOI,O,O,X,X,X,O,X,X
SJLZITO,O,O,X,X,X,O,X,X
SJLZIOT,O,O,X,X,O,O,X,X
SJLZOTI,O,O,X,X,O,O,X,X
SJLZOIT,O,O,X,X,O,O,X,X
SJLOTIZ,O,X,X,X,O,O,X,X
SJLOTZI,O,X,X,X,O,O,X,X
SJLOITZ,O,X,X,O,O,O,X,O
SJLOIZT,O,O,X,O,O,O,X,X
SJLOZTI,O,O,X,X,O,O,X,X
SJLOZIT,O,O,X,X,O,O,X,X
SJZTILO,O,O,X,X,X,X,X,X
SJZTIOL,O,O,X,X,X,X,X,X
SJZTLIO,O,O,X,X,X,X,X,X
SJZTLOI,O,O,X,X,X,X,X,X
SJZTOIL,O,O,X,X,X,X,X,X
SJZTOLI,O,O,X,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,O
SJZITOL,O,O,X,X,X,X,X,O
SJZILTO,O,O,X,X,X,X,X,X
SJZILOT,O,O,X,X,X,X,X,X
SJZIOTL,O,O,X,X,X,X,X,O
SJZIOLT,O,O,X,X,X,X,X,X
SJZLTIO,O,O,X,X,X,O,X,X
SJZLTOI,O,O,X,X,X,O,X,X
SJZLITO,O,O,X,X,X,O,X,X
SJZLIOT,O,O,X,X,O,O,X,X
SJZLOTI,O,O,X,X,O,O,X,X
SJZLOIT,O,O,X,X,O,O,X,X
SJZOTIL,O,O,X,X,X,X,X,X
SJZOTLI,O,O,X,X,X,X,X,X
SJZOITL,O,O,X,X,X,X,X,O
SJZOILT,O,O,X,X,X,X,X,X
SJZOLTI,O,O,X,X,O,O,X,X
SJZOLIT,O,O,X,X,O,O,X,X
SJOTILZ,O,X,X,X,O,X,X,O
SJOTIZL,O,X,X,X,X,X,X,O
SJOTLIZ,O,X,X,X,O,O,X,X
SJOTLZI,O,X,X,X,O,O,X,X
SJOTZIL,O,X,X,X,X,X,X,X
SJOTZLI,O,X,X,X,O,X,X,X
SJOITLZ,O,X,X,X,X,X,X,O
SJOITZL,O,X,X,X,X,X,X,O
SJOILTZ,O,X,X,O,O,O,X,O
SJOILZT,O,O,X,O,O,O,X,X
SJOIZTL,O,O,X,X,X,X,X,O
SJOIZLT,O,O,X,X,X,X,X,X
SJOLTIZ,O,X,X,X,O,O,X,X
SJOLTZI,O,X,X,X,O,O,X,X
SJOLITZ,O,X,X,O,O,O,X,O
SJOLIZT,O,O,X,O,O,O,X,X
SJOLZTI,O,O,X,X,O,O,X,X
SJOLZIT,O,O,X,X,O,O,X,X
SJOZTIL,O,O,X,X,X,X,X,X
SJOZTLI,O,O,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,X,O
SJOZILT,O,O,X,X,X,X,X,X
