sequence,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFxcBTeB?XgBmhBFmB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFOiBTeB?xgBUlBFmBXrB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeq/IvhFxbBXdB?TeB2mB1qB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeR7IvhFOiBTeB?CgB/qBFmBcrB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFxcBTeB?mhBFlBXmB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeu/IvhFFdBTeB?xgB3gBimB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeq/IvhF2gBXdB?TeBRmBFmB0qB
ZOJTISL,O,O,O,X,X,X,X
ZOJTLIS,O,O,O,X,X,O,X
ZOJTLSI,O,O,O,X,X,O,X
ZOJTSIL,O,O,O,X,X,X,X
ZOJTSLI,O,O,O,X,X,X,X
ZOJITLS,O,O,X,X,X,X,X
ZOJITSL,O,O,X,X,X,X,X
ZOJILTS,X,O,X,X,X,O,O
ZOJILST,O,O,X,X,X,O,O
ZOJISTL,O,X,X,X,O,X,X
ZOJISLT,O,O,X,X,X,X,O
ZOJLTIS,X,O,X,X,X,O,X
ZOJLTSI,X,O,X,X,X,O,O
ZOJLITS,X,O,X,X,X,O,O
ZOJLIST,O,O,X,X,X,O,O
ZOJLSTI,O,O,X,O,X,O,O
ZOJLSIT,O,O,X,X,X,O,O
ZOJSTIL,O,O,O,X,O,X,X
ZOJSTLI,O,O,O,O,O,X,X
ZOJSITL,O,X,X,X,O,X,X
ZOJSILT,O,O,X,X,X,X,O
ZOJSLTI,O,O,X,O,X,O,O
ZOJSLIT,O,O,X,X,X,O,O
ZOSTILJ,O,O,O,X,O,X,O
ZOSTIJL,O,O,X,X,O,X,X
ZOSTLIJ,O,O,O,X,O,X,O
ZOSTLJI,O,O,O,O,O,X,O
ZOSTJIL,O,O,O,X,O,X,X
ZOSTJLI,O,O,O,O,O,X,X
ZOSITLJ,O,X,X,X,O,X,O
ZOSITJL,O,X,X,X,O,X,X
ZOSILTJ,O,X,O,X,X,X,O
ZOSILJT,O,O,X,X,X,X,O
ZOSIJTL,O,X,X,X,O,X,X
ZOSIJLT,O,O,X,X,X,X,O
ZOSLTIJ,O,O,O,X,X,O,O
ZOSLTJI,O,O,O,O,X,O,O
ZOSLITJ,O,X,O,X,X,O,O
ZOSLIJT,O,O,X,X,X,O,O
ZOSLJTI,O,O,X,O,X,O,O
ZOSLJIT,O,O,X,X,X,O,O
ZOSJTIL,O,O,O,X,O,X,X
ZOSJTLI,O,O,O,O,O,X,X
ZOSJITL,O,X,X,X,O,X,X
ZOSJILT,O,O,X,X,X,X,O
ZOSJLTI,O,O,X,O,X,O,O
ZOSJLIT,O,O,X,X,X,O,O
OTILJSZ,O,X,O,X,O,O,X
OTILJZS,X,X,O,X,X,O,X
OTILSJZ,O,X,O,X,O,O,X
OTILSZJ,O,X,O,X,O,X,O
OTILZJS,X,X,X,X,X,O,O
OTILZSJ,X,X,X,X,O,X,O
OTIJLSZ,O,X,O,X,O,O,X
OTIJLZS,X,X,O,X,X,O,X
OTIJSLZ,O,X,O,X,O,X,X
OTIJSZL,O,X,O,X,O,X,X
OTIJZLS,X,O,O,X,X,X,X
OTIJZSL,O,O,O,X,X,X,X
OTISLJZ,O,X,O,X,O,X,X
OTISLZJ,O,X,O,X,O,X,O
OTISJLZ,O,X,O,X,O,X,X
OTISJZL,O,X,O,X,O,X,X
OTISZLJ,O,X,O,X,O,X,X
OTISZJL,X,X,X,X,O,X,X
OTIZLJS,O,O,X,X,X,X,X
OTIZLSJ,O,O,X,X,O,X,X
OTIZJLS,O,O,X,X,X,X,X
OTIZJSL,O,O,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X
OTLIJSZ,O,X,O,X,O,O,X
OTLIJZS,X,X,O,X,X,O,X
OTLISJZ,O,X,O,X,O,O,X
OTLISZJ,O,X,O,X,O,X,O
OTLIZJS,X,X,X,X,X,O,O
OTLIZSJ,X,X,X,X,O,X,O
OTLJISZ,O,X,O,X,O,O,X
OTLJIZS,X,X,O,X,X,O,X
OTLJSIZ,O,X,O,O,X,O,O
OTLJSZI,O,X,O,O,X,O,O
OTLJZIS,X,O,O,X,X,O,X
OTLJZSI,X,O,O,X,X,O,X
OTLSIJZ,O,X,O,O,O,O,X
OTLSIZJ,O,X,O,X,O,X,O
OTLSJIZ,O,X,O,O,O,O,O
OTLSJZI,O,X,O,O,O,O,O
OTLSZIJ,O,X,O,X,O,X,O
OTLSZJI,O,X,O,O,O,X,O
OTLZIJS,X,O,X,X,X,O,O
OTLZISJ,X,O,X,X,O,X,O
OTLZJIS,X,O,O,X,X,O,X
OTLZJSI,X,O,O,X,X,O,O
OTLZSIJ,X,O,O,X,X,X,O
OTLZSJI,X,O,O,X,X,X,O
OTJILSZ,O,X,O,X,O,O,X
OTJILZS,X,X,O,X,X,O,X
OTJISLZ,O,X,O,X,O,X,X
OTJISZL,O,X,O,X,O,X,X
OTJIZLS,X,O,O,X,X,X,X
OTJIZSL,O,O,O,X,X,X,X
OTJLISZ,O,X,O,X,O,O,X
OTJLIZS,X,X,O,X,X,O,X
OTJLSIZ,O,X,O,O,X,O,X
OTJLSZI,O,X,O,O,X,O,X
OTJLZIS,X,O,O,X,X,O,X
OTJLZSI,X,O,O,X,X,O,X
OTJSILZ,O,X,O,O,O,X,X
OTJSIZL,O,X,O,X,O,X,X
OTJSLIZ,O,X,O,O,O,O,X
OTJSLZI,O,X,O,O,O,O,X
OTJSZIL,O,O,O,X,O,X,X
OTJSZLI,O,O,O,O,O,X,X
OTJZILS,X,O,O,X,X,X,X
OTJZISL,O,O,O,X,X,X,X
OTJZLIS,X,O,O,X,X,O,X
OTJZLSI,X,O,O,X,X,O,X
OTJZSIL,O,O,O,X,X,X,X
OTJZSLI,O,O,O,X,X,X,X
OTSILJZ,O,X,O,O,O,X,X
OTSILZJ,O,X,O,X,O,X,O
OTSIJLZ,O,X,O,O,O,X,X
OTSIJZL,O,X,O,X,O,X,X
OTSIZLJ,O,X,O,X,O,X,X
OTSIZJL,X,X,X,X,O,X,X
OTSLIJZ,O,X,O,O,O,O,X
OTSLIZJ,O,X,O,X,O,X,O
OTSLJIZ,O,X,O,O,O,O,O
OTSLJZI,O,X,O,O,O,O,O
OTSLZIJ,O,X,O,X,O,X,O
OTSLZJI,O,X,O,O,O,X,O
OTSJILZ,O,X,O,O,O,X,X
OTSJIZL,O,X,O,X,O,X,X
OTSJLIZ,O,X,O,O,O,O,X
OTSJLZI,O,X,O,O,O,O,X
OTSJZIL,O,O,O,X,O,X,X
OTSJZLI,O,O,O,O,O,X,X
OTSZILJ,O,O,O,X,O,X,O
OTSZIJL,O,O,X,X,O,X,X
OTSZLIJ,O,O,O,X,O,X,O
OTSZLJI,O,O,O,O,O,X,O
OTSZJIL,O,O,O,X,O,X,X
OTSZJLI,O,O,O,O,O,X,X
OTZILJS,O,O,X,X,X,X,O
OTZILSJ,O,O,X,X,O,X,O
OTZIJLS,O,O,X,X,X,X,X
OTZIJSL,O,O,X,X,X,X,X
OTZISLJ,O,O,X,X,X,X,O
OTZISJL,O,O,X,X,X,X,X
OTZLIJS,O,O,X,X,X,O,O
OTZLISJ,O,O,X,X,O,O,O
OTZLJIS,O,O,O,X,X,O,X
OTZLJSI,O,O,O,X,X,O,O
OTZLSIJ,O,O,O,X,X,O,O
OTZLSJI,O,O,O,X,X,O,O
OTZJILS,O,O,O,X,X,X,X
OTZJISL,O,O,O,X,X,X,X
OTZJLIS,O,O,O,X,X,O,X
OTZJLSI,O,O,O,X,X,O,X
OTZJSIL,O,O,O,X,X,X,X
OTZJSLI,O,O,O,X,X,X,X
OTZSILJ,O,O,O,X,O,X,O
OTZSIJL,O,O,X,X,O,X,X
OTZSLIJ,O,O,O,X,O,X,O
OTZSLJI,O,O,O,X,O,X,O
OTZSJIL,O,O,O,X,O,X,X
OTZSJLI,O,O,O,X,O,X,X
OITLJSZ,O,X,O,X,O,O,X
OITLJZS,X,X,O,X,X,O,X
OITLSJZ,O,X,O,X,O,O,X
OITLSZJ,O,X,O,X,O,X,O
OITLZJS,X,X,X,X,X,O,O
OITLZSJ,X,X,X,X,O,X,O
OITJLSZ,O,X,O,X,O,O,X
OITJLZS,X,X,O,X,X,O,X
OITJSLZ,O,X,O,X,O,X,X
OITJSZL,O,X,O,X,O,X,X
OITJZLS,X,O,O,X,X,X,X
OITJZSL,O,O,O,X,X,X,X
OITSLJZ,O,X,O,X,O,X,X
OITSLZJ,O,X,O,X,O,X,O
OITSJLZ,O,X,O,X,O,X,X
OITSJZL,O,X,O,X,O,X,X
OITSZLJ,O,X,O,X,O,X,X
OITSZJL,X,X,X,X,O,X,X
OITZLJS,O,O,X,X,X,X,X
OITZLSJ,O,O,X,X,O,X,X
OITZJLS,O,O,X,X,X,X,X
OITZJSL,O,O,X,X,X,X,X
OITZSLJ,O,O,X,X,X,X,X
OITZSJL,O,O,X,X,X,X,X
OILTJSZ,O,X,O,X,O,O,X
OILTJZS,X,X,O,X,X,O,X
OILTSJZ,O,X,O,X,O,O,X
OILTSZJ,O,X,O,X,O,X,O
OILTZJS,X,X,X,X,X,O,O
OILTZSJ,X,X,X,X,O,X,O
OILJTSZ,O,X,X,X,X,O,X
OILJTZS,X,X,X,X,X,O,X
OILJSTZ,O,X,X,O,O,O,O
OILJSZT,O,X,X,X,X,X,O
OILJZTS,X,X,X,X,X,O,O
OILJZST,O,X,X,X,X,O,O
OILSTJZ,O,X,O,O,O,O,X
OILSTZJ,O,X,O,X,O,X,O
OILSJTZ,O,X,O,O,O,O,O
OILSJZT,O,X,X,X,X,X,O
OILSZTJ,O,X,O,X,X,X,O
OILSZJT,O,X,X,X,X,X,O
OILZTJS,O,X,X,X,X,O,O
OILZTSJ,O,X,X,X,X,X,O
OILZJTS,X,X,X,X,X,O,O
OILZJST,O,X,X,X,X,X,O
OILZSTJ,O,X,X,X,X,X,O
OILZSJT,O,X,X,X,X,X,O
OIJTLSZ,O,X,O,X,O,O,X
OIJTLZS,X,X,O,X,X,O,X
OIJTSLZ,O,X,O,X,O,X,X
OIJTSZL,O,X,O,X,O,X,X
OIJTZLS,X,O,O,X,X,X,X
OIJTZSL,O,O,O,X,X,X,X
OIJLTSZ,O,X,X,X,X,O,X
OIJLTZS,X,X,X,X,X,O,X
OIJLSTZ,O,X,X,O,O,O,X
OIJLSZT,O,X,X,X,X,X,O
OIJLZTS,X,X,X,X,X,O,O
OIJLZST,O,X,X,X,X,O,O
OIJSTLZ,O,X,O,O,O,X,X
OIJSTZL,O,X,O,X,O,X,X
OIJSLTZ,O,X,X,O,O,X,X
OIJSLZT,O,X,X,X,X,X,O
OIJSZTL,O,X,X,X,O,X,X
OIJSZLT,O,X,X,X,X,X,X
OIJZTLS,O,O,X,X,X,X,X
OIJZTSL,O,O,X,X,X,X,X
OIJZLTS,X,O,X,X,X,O,X
OIJZLST,O,O,X,X,X,O,X
OIJZSTL,O,X,X,X,O,X,X
OIJZSLT,O,O,X,X,X,X,X
OISTLJZ,O,X,O,O,O,X,X
OISTLZJ,O,X,O,X,O,X,O
OISTJLZ,O,X,O,O,O,X,X
OISTJZL,O,X,O,X,O,X,X
OISTZLJ,O,X,O,X,O,X,X
OISTZJL,X,X,X,X,O,X,X
OISLTJZ,O,X,O,O,O,X,X
OISLTZJ,O,X,O,X,O,X,O
OISLJTZ,O,X,O,O,O,X,O
OISLJZT,O,X,X,X,X,X,O
OISLZTJ,O,X,O,X,X,X,O
OISLZJT,O,X,X,X,X,X,O
OISJTLZ,O,X,O,O,O,X,X
OISJTZL,O,X,O,X,O,X,X
OISJLTZ,O,X,O,O,O,X,X
OISJLZT,O,X,X,X,X,X,O
OISJZTL,O,X,X,X,O,X,X
OISJZLT,O,X,X,X,X,X,X
OISZTLJ,O,X,X,X,O,X,O
OISZTJL,O,X,X,X,O,X,X
OISZLTJ,O,X,O,X,X,X,O
OISZLJT,O,X,X,X,X,X,O
OISZJTL,O,X,X,X,O,X,X
OISZJLT,O,X,X,X,X,X,O
OIZTLJS,O,O,X,X,X,X,O
OIZTLSJ,O,O,X,X,O,X,O
OIZTJLS,O,O,X,X,X,X,X
OIZTJSL,O,O,X,X,X,X,X
OIZTSLJ,O,O,X,X,X,X,O
OIZTSJL,O,O,X,X,X,X,X
OIZLTJS,O,O,X,X,X,O,O
OIZLTSJ,O,O,X,X,X,O,O
OIZLJTS,X,O,X,X,X,O,O
OIZLJST,O,O,X,X,X,O,O
OIZLSTJ,O,X,X,X,X,O,O
OIZLSJT,O,O,X,X,X,O,O
OIZJTLS,O,O,X,X,X,X,X
OIZJTSL,O,O,X,X,X,X,X
OIZJLTS,X,O,X,X,X,O,O
OIZJLST,O,O,X,X,X,O,O
OIZJSTL,O,X,X,X,O,X,X
OIZJSLT,O,O,X,X,X,X,O
OIZSTLJ,O,X,X,X,O,X,O
OIZSTJL,O,X,X,X,O,X,X
OIZSLTJ,O,X,X,X,X,X,O
OIZSLJT,O,O,X,X,X,X,O
OIZSJTL,O,X,X,X,O,X,X
OIZSJLT,O,O,X,X,X,X,O
OLTIJSZ,O,X,O,X,O,O,X
OLTIJZS,X,X,O,X,X,O,X
OLTISJZ,O,X,O,X,O,O,X
OLTISZJ,O,X,O,X,O,X,O
OLTIZJS,X,X,X,X,X,O,O
OLTIZSJ,X,X,X,X,O,X,O
OLTJISZ,O,X,O,X,O,O,X
OLTJIZS,X,X,O,X,X,O,X
OLTJSIZ,O,X,O,O,X,O,O
OLTJSZI,O,X,O,O,X,O,O
OLTJZIS,X,O,O,X,X,O,X
OLTJZSI,X,O,O,X,X,O,X
OLTSIJZ,O,X,O,O,O,O,X
OLTSIZJ,O,X,O,X,O,X,O
OLTSJIZ,O,X,O,O,O,O,O
OLTSJZI,O,X,O,O,O,O,O
OLTSZIJ,O,X,O,X,O,X,O
OLTSZJI,O,X,O,O,O,X,O
OLTZIJS,X,O,X,X,X,O,O
OLTZISJ,X,O,X,X,O,X,O
OLTZJIS,X,O,O,X,X,O,X
OLTZJSI,X,O,O,X,X,O,O
OLTZSIJ,X,O,O,X,X,X,O
OLTZSJI,X,O,O,X,X,X,O
OLITJSZ,O,X,O,X,O,O,X
OLITJZS,X,X,O,X,X,O,X
OLITSJZ,O,X,O,X,O,O,X
OLITSZJ,O,X,O,X,O,X,O
OLITZJS,X,X,X,X,X,O,O
OLITZSJ,X,X,X,X,O,X,O
OLIJTSZ,O,X,X,X,X,O,X
OLIJTZS,X,X,X,X,X,O,X
OLIJSTZ,O,X,X,O,O,O,O
OLIJSZT,O,X,X,X,X,X,O
OLIJZTS,X,X,X,X,X,O,O
OLIJZST,O,X,X,X,X,O,O
OLISTJZ,O,X,O,O,O,O,X
OLISTZJ,O,X,O,X,O,X,O
OLISJTZ,O,X,O,O,O,O,O
OLISJZT,O,X,X,X,X,X,O
OLISZTJ,O,X,O,X,X,X,O
OLISZJT,O,X,X,X,X,X,O
OLIZTJS,O,X,X,X,X,O,O
OLIZTSJ,O,X,X,X,X,X,O
OLIZJTS,X,X,X,X,X,O,O
OLIZJST,O,X,X,X,X,X,O
OLIZSTJ,O,X,X,X,X,X,O
OLIZSJT,O,X,X,X,X,X,O
OLJTISZ,O,X,O,X,X,O,X
OLJTIZS,X,X,O,X,X,O,X
OLJTSIZ,O,X,O,O,X,O,O
OLJTSZI,O,X,O,O,X,O,O
OLJTZIS,X,O,O,X,X,O,X
OLJTZSI,X,O,O,X,X,O,X
OLJITSZ,O,X,X,X,X,O,X
OLJITZS,X,X,X,X,X,O,X
OLJISTZ,O,X,X,O,O,O,O
OLJISZT,O,X,X,X,X,X,O
OLJIZTS,X,X,X,X,X,O,O
OLJIZST,O,X,X,X,X,O,O
OLJSTIZ,O,X,O,O,O,O,O
OLJSTZI,O,X,O,O,O,O,O
OLJSITZ,O,X,O,O,O,O,O
OLJSIZT,O,X,X,X,X,X,O
OLJSZTI,O,X,X,O,X,O,O
OLJSZIT,O,X,X,X,X,O,O
OLJZTIS,X,O,X,X,X,O,X
OLJZTSI,X,O,X,X,X,O,O
OLJZITS,X,O,X,X,X,O,O
OLJZIST,O,O,X,X,X,O,O
OLJZSTI,O,O,X,O,X,O,O
OLJZSIT,O,O,X,X,X,O,O
OLSTIJZ,O,X,O,O,O,O,X
OLSTIZJ,O,X,O,X,O,X,O
OLSTJIZ,O,X,O,O,O,O,O
OLSTJZI,O,X,O,O,O,O,O
OLSTZIJ,O,X,O,X,O,X,O
OLSTZJI,O,X,O,O,O,X,O
OLSITJZ,O,X,O,O,O,O,X
OLSITZJ,O,X,O,X,O,X,O
OLSIJTZ,O,X,O,O,O,O,O
OLSIJZT,O,X,X,X,X,X,O
OLSIZTJ,O,X,O,X,X,X,O
OLSIZJT,O,X,X,X,X,X,O
OLSJTIZ,O,X,O,O,O,O,O
OLSJTZI,O,X,O,O,O,O,O
OLSJITZ,O,X,O,O,O,O,O
OLSJIZT,O,X,X,X,X,X,O
OLSJZTI,O,X,X,O,X,O,O
OLSJZIT,O,X,X,X,X,O,O
OLSZTIJ,O,X,O,X,X,X,O
OLSZTJI,O,X,O,O,X,X,O
OLSZITJ,O,X,O,X,X,X,O
OLSZIJT,O,X,X,X,X,X,O
OLSZJTI,O,X,X,O,X,X,O
OLSZJIT,O,X,X,X,X,X,O
OLZTIJS,O,O,X,X,X,O,O
OLZTISJ,O,O,X,X,X,O,O
OLZTJIS,O,O,O,X,X,O,X
OLZTJSI,O,O,O,X,X,O,O
OLZTSIJ,O,O,O,X,X,O,O
OLZTSJI,O,O,O,X,X,O,O
OLZITJS,O,O,X,X,X,O,O
OLZITSJ,O,O,X,X,X,O,O
OLZIJTS,X,O,X,X,X,O,O
OLZIJST,O,O,X,X,X,O,O
OLZISTJ,O,X,X,X,X,O,O
OLZISJT,O,O,X,X,X,O,O
OLZJTIS,X,O,X,X,X,O,X
OLZJTSI,X,O,X,X,X,O,O
OLZJITS,X,O,X,X,X,O,O
OLZJIST,O,O,X,X,X,O,O
OLZJSTI,O,O,X,O,X,O,O
OLZJSIT,O,O,X,X,X,O,O
OLZSTIJ,O,O,O,X,X,O,O
OLZSTJI,O,O,O,O,X,O,O
OLZSITJ,O,X,O,X,X,O,O
OLZSIJT,O,O,X,X,X,O,O
OLZSJTI,O,O,X,O,X,O,O
OLZSJIT,O,O,X,X,X,O,O
OJTILSZ,O,X,O,X,O,O,X
OJTILZS,X,X,O,X,X,O,X
OJTISLZ,O,X,O,X,O,X,X
OJTISZL,O,X,O,X,O,X,X
OJTIZLS,X,O,O,X,X,X,X
OJTIZSL,O,O,O,X,X,X,X
OJTLISZ,O,X,O,X,O,O,X
OJTLIZS,X,X,O,X,X,O,X
OJTLSIZ,O,X,O,O,X,O,X
OJTLSZI,O,X,O,O,X,O,X
OJTLZIS,X,O,O,X,X,O,X
OJTLZSI,X,O,O,X,X,O,X
OJTSILZ,O,X,O,O,O,X,X
OJTSIZL,O,X,O,X,O,X,X
OJTSLIZ,O,X,O,O,O,O,X
OJTSLZI,O,X,O,O,O,O,X
OJTSZIL,O,O,O,X,O,X,X
OJTSZLI,O,O,O,O,O,X,X
OJTZILS,X,O,O,X,X,X,X
OJTZISL,O,O,O,X,X,X,X
OJTZLIS,X,O,O,X,X,O,X
OJTZLSI,X,O,O,X,X,O,X
OJTZSIL,O,O,O,X,X,X,X
OJTZSLI,O,O,O,X,X,X,X
OJITLSZ,O,X,O,X,O,O,X
OJITLZS,X,X,O,X,X,O,X
OJITSLZ,O,X,O,X,O,X,X
OJITSZL,O,X,O,X,O,X,X
OJITZLS,X,O,O,X,X,X,X
OJITZSL,O,O,O,X,X,X,X
OJILTSZ,O,X,X,X,X,O,X
OJILTZS,X,X,X,X,X,O,X
OJILSTZ,O,X,X,O,O,O,X
OJILSZT,O,X,X,X,X,X,O
OJILZTS,X,X,X,X,X,O,O
OJILZST,O,X,X,X,X,O,O
OJISTLZ,O,X,O,O,O,X,X
OJISTZL,O,X,O,X,O,X,X
OJISLTZ,O,X,X,O,O,X,X
OJISLZT,O,X,X,X,X,X,O
OJISZTL,O,X,X,X,O,X,X
OJISZLT,O,X,X,X,X,X,X
OJIZTLS,O,O,X,X,X,X,X
OJIZTSL,O,O,X,X,X,X,X
OJIZLTS,X,O,X,X,X,O,X
OJIZLST,O,O,X,X,X,O,X
OJIZSTL,O,X,X,X,O,X,X
OJIZSLT,O,O,X,X,X,X,X
OJLTISZ,O,X,O,X,X,O,X
OJLTIZS,X,X,O,X,X,O,X
OJLTSIZ,O,X,O,O,X,O,O
OJLTSZI,O,X,O,O,X,O,O
OJLTZIS,X,O,O,X,X,O,X
OJLTZSI,X,O,O,X,X,O,X
OJLITSZ,O,X,X,X,X,O,X
OJLITZS,X,X,X,X,X,O,X
OJLISTZ,O,X,X,O,O,O,O
OJLISZT,O,X,X,X,X,X,O
OJLIZTS,X,X,X,X,X,O,O
OJLIZST,O,X,X,X,X,O,O
OJLSTIZ,O,X,O,O,O,O,O
OJLSTZI,O,X,O,O,O,O,O
OJLSITZ,O,X,O,O,O,O,O
OJLSIZT,O,X,X,X,X,X,O
OJLSZTI,O,X,X,O,X,O,O
OJLSZIT,O,X,X,X,X,O,O
OJLZTIS,X,O,X,X,X,O,X
OJLZTSI,X,O,X,X,X,O,O
OJLZITS,X,O,X,X,X,O,O
OJLZIST,O,O,X,X,X,O,O
OJLZSTI,O,O,X,O,X,O,O
OJLZSIT,O,O,X,X,X,O,O
OJSTILZ,O,X,O,O,O,X,X
OJSTIZL,O,X,O,X,O,X,X
OJSTLIZ,O,X,O,O,O,O,X
OJSTLZI,O,X,O,O,O,O,X
OJSTZIL,O,O,O,X,O,X,X
OJSTZLI,O,O,O,O,O,X,X
OJSITLZ,O,X,O,O,O,X,X
OJSITZL,O,X,O,X,O,X,X
OJSILTZ,O,X,O,O,O,X,X
OJSILZT,O,X,X,X,X,X,O
OJSIZTL,O,X,X,X,O,X,X
OJSIZLT,O,X,X,X,X,X,X
OJSLTIZ,O,X,O,O,O,O,O
OJSLTZI,O,X,O,O,O,O,O
OJSLITZ,O,X,O,O,O,O,O
OJSLIZT,O,X,X,X,X,X,O
OJSLZTI,O,X,X,O,X,O,O
OJSLZIT,O,X,X,X,X,O,O
OJSZTIL,O,O,O,X,O,X,X
OJSZTLI,O,O,O,O,O,X,X
OJSZITL,O,X,X,X,O,X,X
OJSZILT,O,O,X,X,X,X,O
OJSZLTI,O,O,X,O,X,O,O
OJSZLIT,O,O,X,X,X,O,O
OJZTILS,O,O,O,X,X,X,X
OJZTISL,O,O,O,X,X,X,X
OJZTLIS,O,O,O,X,X,O,X
OJZTLSI,O,O,O,X,X,O,X
OJZTSIL,O,O,O,X,X,X,X
OJZTSLI,O,O,O,X,X,X,X
OJZITLS,O,O,X,X,X,X,X
OJZITSL,O,O,X,X,X,X,X
OJZILTS,X,O,X,X,X,O,O
OJZILST,O,O,X,X,X,O,O
OJZISTL,O,X,X,X,O,X,X
OJZISLT,O,O,X,X,X,X,O
OJZLTIS,X,O,X,X,X,O,X
OJZLTSI,X,O,X,X,X,O,O
OJZLITS,X,O,X,X,X,O,O
OJZLIST,O,O,X,X,X,O,O
OJZLSTI,O,O,X,O,X,O,O
OJZLSIT,O,O,X,X,X,O,O
OJZSTIL,O,O,O,X,O,X,X
OJZSTLI,O,O,O,O,O,X,X
OJZSITL,O,X,X,X,O,X,X
OJZSILT,O,O,X,X,X,X,O
OJZSLTI,O,O,X,O,X,O,O
OJZSLIT,O,O,X,X,X,O,O
OSTILJZ,O,X,O,O,O,X,X
OSTILZJ,O,X,O,X,O,X,O
OSTIJLZ,O,X,O,O,O,X,X
OSTIJZL,O,X,O,X,O,X,X
OSTIZLJ,O,X,O,X,O,X,X
OSTIZJL,X,X,X,X,O,X,X
OSTLIJZ,O,X,O,O,O,O,X
OSTLIZJ,O,X,O,X,O,X,O
OSTLJIZ,O,X,O,O,O,O,O
OSTLJZI,O,X,O,O,O,O,O
OSTLZIJ,O,X,O,X,O,X,O
OSTLZJI,O,X,O,O,O,X,O
OSTJILZ,O,X,O,O,O,X,X
OSTJIZL,O,X,O,X,O,X,X
OSTJLIZ,O,X,O,O,O,O,X
OSTJLZI,O,X,O,O,O,O,X
OSTJZIL,O,O,O,X,O,X,X
OSTJZLI,O,O,O,O,O,X,X
OSTZILJ,O,O,O,X,O,X,O
OSTZIJL,O,O,X,X,O,X,X
OSTZLIJ,O,O,O,X,O,X,O
OSTZLJI,O,O,O,O,O,X,O
OSTZJIL,O,O,O,X,O,X,X
OSTZJLI,O,O,O,O,O,X,X
OSITLJZ,O,X,O,O,O,X,X
OSITLZJ,O,X,O,X,O,X,O
OSITJLZ,O,X,O,O,O,X,X
OSITJZL,O,X,O,X,O,X,X
OSITZLJ,O,X,O,X,O,X,X
OSITZJL,X,X,X,X,O,X,X
OSILTJZ,O,X,O,O,O,X,X
OSILTZJ,O,X,O,X,O,X,O
OSILJTZ,O,X,O,O,O,X,O
OSILJZT,O,X,X,X,X,X,O
OSILZTJ,O,X,O,X,X,X,O
OSILZJT,O,X,X,X,X,X,O
OSIJTLZ,O,X,O,O,O,X,X
OSIJTZL,O,X,O,X,O,X,X
OSIJLTZ,O,X,O,O,O,X,X
OSIJLZT,O,X,X,X,X,X,O
OSIJZTL,O,X,X,X,O,X,X
OSIJZLT,O,X,X,X,X,X,X
OSIZTLJ,O,X,X,X,O,X,O
OSIZTJL,O,X,X,X,O,X,X
OSIZLTJ,O,X,O,X,X,X,O
OSIZLJT,O,X,X,X,X,X,O
OSIZJTL,O,X,X,X,O,X,X
OSIZJLT,O,X,X,X,X,X,O
OSLTIJZ,O,X,O,O,O,O,X
OSLTIZJ,O,X,O,X,O,X,O
OSLTJIZ,O,X,O,O,O,O,O
OSLTJZI,O,X,O,O,O,O,O
OSLTZIJ,O,X,O,X,O,X,O
OSLTZJI,O,X,O,O,O,X,O
OSLITJZ,O,X,O,O,O,O,X
OSLITZJ,O,X,O,X,O,X,O
OSLIJTZ,O,X,O,O,O,O,O
OSLIJZT,O,X,X,X,X,X,O
OSLIZTJ,O,X,O,X,X,X,O
OSLIZJT,O,X,X,X,X,X,O
OSLJTIZ,O,X,O,O,O,O,O
OSLJTZI,O,X,O,O,O,O,O
OSLJITZ,O,X,O,O,O,O,O
OSLJIZT,O,X,X,X,X,X,O
OSLJZTI,O,X,X,O,X,O,O
OSLJZIT,O,X,X,X,X,O,O
OSLZTIJ,O,X,O,X,X,X,O
OSLZTJI,O,X,O,O,X,X,O
OSLZITJ,O,X,O,X,X,X,O
OSLZIJT,O,X,X,X,X,X,O
OSLZJTI,O,X,X,O,X,X,O
OSLZJIT,O,X,X,X,X,X,O
OSJTILZ,O,X,O,O,O,X,X
OSJTIZL,O,X,O,X,O,X,X
OSJTLIZ,O,X,O,O,O,O,X
OSJTLZI,O,X,O,O,O,O,X
OSJTZIL,O,O,O,X,O,X,X
OSJTZLI,O,O,O,O,O,X,X
OSJITLZ,O,X,O,O,O,X,X
OSJITZL,O,X,O,X,O,X,X
OSJILTZ,O,X,O,O,O,X,X
OSJILZT,O,X,X,X,X,X,O
OSJIZTL,O,X,X,X,O,X,X
OSJIZLT,O,X,X,X,X,X,X
OSJLTIZ,O,X,O,O,O,O,O
OSJLTZI,O,X,O,O,O,O,O
OSJLITZ,O,X,O,O,O,O,O
OSJLIZT,O,X,X,X,X,X,O
OSJLZTI,O,X,X,O,X,O,O
OSJLZIT,O,X,X,X,X,O,O
