sequence,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeK/IvhFGbBXeB?UgBThB5oBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8Ke06IvhF6gBXeB?2kBThB5oBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeO/IvhF0bBXeB?zfBSmB5oBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeT6IvhFXeBlgB?cmB5oBmkB6qB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8Kex6IvhFTfBlgB?cmBGjB/qB6tB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8KeT6IvhFXeBykB?GhB5oB0gBlqB,v115@3gD8HeA8IeC8AeB8CeD8AeC8AeE8Ke1AJvhFXeBTfB?cmB5oB6qBmpB
ZOJTSIL,X,X,O,O,O,X,X
ZOJTSLI,X,O,O,X,O,X,X
ZOJITLS,X,O,X,O,X,X,X
ZOJITSL,X,O,O,O,O,X,X
ZOJILTS,X,O,O,O,X,X,O
ZOJILST,X,O,O,O,X,X,O
ZOJISTL,X,O,O,O,O,X,X
ZOJISLT,X,O,O,O,X,X,O
ZOJLTIS,X,O,O,O,X,X,X
ZOJLTSI,X,O,O,X,O,X,X
ZOJLITS,X,O,O,O,X,X,O
ZOJLIST,X,O,O,O,X,X,O
ZOJLSTI,X,O,O,X,O,X,X
ZOJLSIT,X,O,O,X,X,X,X
ZOJSTIL,X,X,O,O,O,X,X
ZOJSTLI,X,O,O,X,O,X,X
ZOJSITL,X,O,O,O,O,X,X
ZOJSILT,X,O,O,O,X,X,X
ZOJSLTI,X,O,O,X,O,X,X
ZOJSLIT,X,O,O,X,X,X,X
ZOSTILJ,X,X,X,X,O,X,X
ZOSTIJL,X,X,X,X,O,X,X
ZOSTLIJ,O,X,X,X,O,X,X
ZOSTLJI,O,O,X,X,O,X,X
ZOSTJIL,X,O,O,X,O,X,X
ZOSTJLI,X,O,O,X,O,X,X
ZOSITLJ,X,X,X,X,O,X,O
ZOSITJL,X,X,O,X,O,X,X
ZOSILTJ,X,X,X,X,X,X,O
ZOSILJT,X,X,O,X,X,X,O
ZOSIJTL,X,X,O,X,O,X,X
ZOSIJLT,X,X,O,X,X,X,O
ZOSLTIJ,O,X,X,X,O,X,X
ZOSLTJI,O,X,O,X,O,X,X
ZOSLITJ,X,X,X,X,X,X,O
ZOSLIJT,O,X,O,X,X,X,O
ZOSLJTI,O,X,O,X,O,X,X
ZOSLJIT,O,X,O,X,X,X,X
ZOSJTIL,X,X,O,X,O,X,X
ZOSJTLI,X,O,O,X,O,X,X
ZOSJITL,X,X,O,X,O,X,X
ZOSJILT,X,O,O,X,X,X,X
ZOSJLTI,X,O,O,X,O,X,X
ZOSJLIT,X,O,O,X,X,X,X
OTILJSZ,O,O,O,X,X,O,X
OTILJZS,O,O,O,X,X,O,X
OTILSJZ,O,O,O,X,X,O,X
OTILSZJ,O,O,O,X,X,O,X
OTILZJS,O,O,O,X,X,O,X
OTILZSJ,O,O,O,X,X,O,X
OTIJLSZ,O,O,O,X,X,O,X
OTIJLZS,O,O,O,X,X,O,X
OTIJSLZ,O,O,O,X,X,O,X
OTIJSZL,X,O,O,X,X,X,X
OTIJZLS,X,O,O,X,X,X,X
OTIJZSL,X,O,O,X,X,X,X
OTISLJZ,O,O,O,X,X,O,X
OTISLZJ,O,O,O,X,X,O,X
OTISJLZ,O,O,O,X,X,O,X
OTISJZL,X,O,O,X,X,X,X
OTISZLJ,O,O,O,X,X,X,O
OTISZJL,X,O,O,X,X,X,X
OTIZLJS,O,O,O,X,X,X,O
OTIZLSJ,O,O,O,X,X,X,O
OTIZJLS,X,O,O,X,X,X,X
OTIZJSL,X,O,O,X,X,X,X
OTIZSLJ,O,O,O,X,X,X,O
OTIZSJL,X,O,O,X,X,X,X
OTLIJSZ,O,O,O,X,X,O,X
OTLIJZS,O,O,O,X,X,O,X
OTLISJZ,O,O,O,X,X,O,X
OTLISZJ,O,O,O,X,X,O,X
OTLIZJS,O,O,O,X,X,O,X
OTLIZSJ,O,O,O,X,X,O,X
OTLJISZ,O,O,O,X,X,O,X
OTLJIZS,O,O,O,X,X,O,X
OTLJSIZ,X,O,O,X,X,O,X
OTLJSZI,O,O,O,X,X,X,X
OTLJZIS,O,O,O,X,X,O,X
OTLJZSI,O,O,O,X,X,X,X
OTLSIJZ,O,O,O,X,X,O,X
OTLSIZJ,O,O,O,X,X,O,X
OTLSJIZ,X,O,O,X,X,O,X
OTLSJZI,O,O,O,X,X,X,X
OTLSZIJ,O,X,O,X,X,X,X
OTLSZJI,O,O,O,X,X,X,X
OTLZIJS,O,O,O,X,X,O,X
OTLZISJ,O,O,O,X,X,O,X
OTLZJIS,O,O,O,X,X,O,X
OTLZJSI,O,O,O,X,X,X,X
OTLZSIJ,O,X,O,X,X,X,X
OTLZSJI,O,O,O,X,X,X,X
OTJILSZ,O,O,O,X,X,O,X
OTJILZS,O,O,O,X,X,O,X
OTJISLZ,O,O,O,X,X,O,X
OTJISZL,X,O,O,X,X,X,X
OTJIZLS,X,O,O,X,X,X,X
OTJIZSL,X,O,O,X,X,X,X
OTJLISZ,O,O,O,X,X,O,X
OTJLIZS,O,O,O,X,X,O,X
OTJLSIZ,X,O,O,X,X,O,X
OTJLSZI,O,O,O,X,X,X,X
OTJLZIS,O,O,O,X,X,O,X
OTJLZSI,O,O,O,X,X,X,X
OTJSILZ,X,O,O,X,X,X,X
OTJSIZL,X,O,O,X,X,X,X
OTJSLIZ,X,O,O,X,X,X,X
OTJSLZI,O,O,O,X,X,X,X
OTJSZIL,X,O,O,X,O,X,X
OTJSZLI,X,O,O,X,O,X,X
OTJZILS,X,O,O,X,X,X,X
OTJZISL,X,O,O,X,O,X,X
OTJZLIS,X,O,O,X,X,X,X
OTJZLSI,X,O,O,X,O,X,X
OTJZSIL,X,O,O,X,O,X,X
OTJZSLI,X,O,O,X,O,X,X
OTSILJZ,O,O,O,X,X,X,X
OTSILZJ,O,O,O,X,X,X,X
OTSIJLZ,O,O,O,X,X,X,X
OTSIJZL,X,O,O,X,X,X,X
OTSIZLJ,O,O,O,X,X,X,X
OTSIZJL,X,O,O,X,X,X,X
OTSLIJZ,O,O,O,X,X,X,X
OTSLIZJ,O,O,O,X,X,X,X
OTSLJIZ,X,O,O,X,X,X,X
OTSLJZI,O,O,O,X,X,X,X
OTSLZIJ,O,X,O,X,X,X,X
OTSLZJI,O,O,O,X,X,X,X
OTSJILZ,X,O,O,X,X,X,X
OTSJIZL,X,O,O,X,X,X,X
OTSJLIZ,X,O,O,X,X,X,X
OTSJLZI,O,O,O,X,X,X,X
OTSJZIL,X,O,O,X,O,X,X
OTSJZLI,X,O,O,X,O,X,X
OTSZILJ,X,X,O,X,O,X,X
OTSZIJL,X,X,O,X,O,X,X
OTSZLIJ,O,X,O,X,O,X,X
OTSZLJI,O,O,O,X,O,X,X
OTSZJIL,X,O,O,X,O,X,X
OTSZJLI,X,O,O,X,O,X,X
OTZILJS,O,O,O,X,X,X,O
OTZILSJ,O,O,O,X,X,X,O
OTZIJLS,X,O,O,X,X,X,X
OTZIJSL,X,O,O,X,O,X,X
OTZISLJ,O,O,O,X,X,X,O
OTZISJL,X,O,O,X,X,X,X
OTZLIJS,O,O,O,X,X,X,O
OTZLISJ,O,O,O,X,X,X,O
OTZLJIS,O,O,O,X,X,X,X
OTZLJSI,O,O,O,X,O,X,X
OTZLSIJ,O,X,O,X,X,X,X
OTZLSJI,O,O,O,X,X,X,X
OTZJILS,X,O,O,X,X,X,X
OTZJISL,X,O,O,X,O,X,X
OTZJLIS,X,O,O,X,X,X,X
OTZJLSI,X,O,O,X,O,X,X
OTZJSIL,X,O,O,X,O,X,X
OTZJSLI,X,O,O,X,O,X,X
OTZSILJ,X,X,O,X,O,X,X
OTZSIJL,X,X,O,X,O,X,X
OTZSLIJ,O,X,O,X,O,X,X
OTZSLJI,O,O,O,X,O,X,X
OTZSJIL,X,O,O,X,O,X,X
OTZSJLI,X,O,O,X,O,X,X
OITLJSZ,O,O,O,X,X,O,X
OITLJZS,O,O,O,X,X,O,X
OITLSJZ,O,O,O,X,X,O,X
OITLSZJ,O,O,O,X,X,O,X
OITLZJS,O,O,O,X,X,O,X
OITLZSJ,O,O,O,X,X,O,X
OITJLSZ,O,O,O,X,X,O,X
OITJLZS,O,O,O,X,X,O,X
OITJSLZ,O,O,O,X,X,O,X
OITJSZL,X,O,O,X,X,X,X
OITJZLS,X,O,O,X,X,X,X
OITJZSL,X,O,O,X,X,X,X
OITSLJZ,O,O,O,X,X,O,X
OITSLZJ,O,O,O,X,X,O,X
OITSJLZ,O,O,O,X,X,O,X
OITSJZL,X,O,O,X,X,X,X
OITSZLJ,O,O,O,X,X,X,O
OITSZJL,X,O,O,X,X,X,X
OITZLJS,O,O,O,X,X,X,O
OITZLSJ,O,O,O,X,X,X,O
OITZJLS,X,O,O,X,X,X,X
OITZJSL,X,O,O,X,X,X,X
OITZSLJ,O,O,O,X,X,X,O
OITZSJL,X,O,O,X,X,X,X
OILTJSZ,O,O,O,X,X,O,X
OILTJZS,O,O,O,X,X,X,X
OILTSJZ,O,O,O,X,X,O,X
OILTSZJ,O,O,O,X,X,X,X
OILTZJS,O,O,O,X,X,X,X
OILTZSJ,O,O,O,X,X,X,X
OILJTSZ,O,X,O,X,X,O,X
OILJTZS,O,X,O,X,X,X,X
OILJSTZ,O,X,O,X,X,O,X
OILJSZT,O,O,O,X,X,O,X
OILJZTS,O,O,O,X,X,X,X
OILJZST,O,O,O,X,X,O,X
OILSTJZ,O,O,O,X,X,O,X
OILSTZJ,O,O,O,X,X,X,X
OILSJTZ,O,X,O,X,X,O,X
OILSJZT,O,O,O,X,X,O,X
OILSZTJ,O,X,O,X,X,X,O
OILSZJT,O,X,O,X,X,O,O
OILZTJS,O,X,O,X,X,X,O
OILZTSJ,O,X,O,X,X,X,O
OILZJTS,O,X,O,X,X,X,O
OILZJST,O,X,O,X,X,O,O
OILZSTJ,O,X,O,X,X,X,O
OILZSJT,O,X,O,X,X,O,O
OIJTLSZ,O,O,O,X,X,O,X
OIJTLZS,O,O,O,X,X,O,X
OIJTSLZ,O,O,O,X,X,O,X
OIJTSZL,X,O,O,O,X,X,X
OIJTZLS,X,O,O,O,X,X,X
OIJTZSL,X,O,O,O,X,X,X
OIJLTSZ,O,X,O,X,X,O,X
OIJLTZS,O,X,O,X,X,X,X
OIJLSTZ,O,X,O,X,X,O,X
OIJLSZT,O,O,O,O,X,O,X
OIJLZTS,O,O,O,O,X,X,X
OIJLZST,O,O,O,O,X,O,X
OIJSTLZ,O,O,O,X,X,O,X
OIJSTZL,X,O,O,O,X,X,X
OIJSLTZ,O,X,O,X,X,O,X
OIJSLZT,O,O,O,O,X,O,X
OIJSZTL,X,O,O,O,O,X,X
OIJSZLT,X,O,O,O,X,X,O
OIJZTLS,X,O,X,O,X,X,X
OIJZTSL,X,O,O,O,O,X,X
OIJZLTS,X,O,O,O,X,X,O
OIJZLST,X,O,O,O,X,X,O
OIJZSTL,X,O,O,O,O,X,X
OIJZSLT,X,O,O,O,X,X,O
OISTLJZ,O,O,O,X,X,O,X
OISTLZJ,O,O,O,X,X,O,X
OISTJLZ,O,O,O,X,X,O,X
OISTJZL,X,O,O,X,X,X,X
OISTZLJ,O,O,O,X,X,X,O
OISTZJL,X,O,O,X,X,X,X
OISLTJZ,O,O,O,X,X,O,X
OISLTZJ,O,O,O,X,X,X,X
OISLJTZ,O,X,O,X,X,O,X
OISLJZT,O,O,O,X,X,O,X
OISLZTJ,O,X,O,X,X,X,O
OISLZJT,O,X,O,X,X,O,O
OISJTLZ,O,O,O,X,X,O,X
OISJTZL,X,O,O,O,X,X,X
OISJLTZ,O,X,O,X,X,O,X
OISJLZT,O,O,O,O,X,O,X
OISJZTL,X,O,O,O,O,X,X
OISJZLT,X,O,O,O,X,X,O
OISZTLJ,O,O,X,X,O,X,O
OISZTJL,X,O,O,O,O,X,X
OISZLTJ,O,X,O,X,X,X,O
OISZLJT,O,X,O,X,X,X,O
OISZJTL,X,O,O,O,O,X,X
OISZJLT,X,O,O,O,X,X,O
OIZTLJS,O,O,X,X,X,X,O
OIZTLSJ,O,O,X,X,X,X,O
OIZTJLS,X,O,X,O,X,X,X
OIZTJSL,X,O,O,O,O,X,X
OIZTSLJ,O,O,X,X,X,X,O
OIZTSJL,X,O,O,O,X,X,X
OIZLTJS,O,X,O,X,X,X,O
OIZLTSJ,O,X,O,X,X,X,O
OIZLJTS,O,X,O,X,X,X,O
OIZLJST,O,X,O,X,X,X,O
OIZLSTJ,O,X,O,X,X,X,O
OIZLSJT,O,X,O,X,X,X,O
OIZJTLS,X,O,X,O,X,X,X
OIZJTSL,X,O,O,O,O,X,X
OIZJLTS,X,O,O,O,X,X,O
OIZJLST,X,O,O,O,X,X,O
OIZJSTL,X,O,O,O,O,X,X
OIZJSLT,X,O,O,O,X,X,O
OIZSTLJ,O,O,X,X,O,X,O
OIZSTJL,X,O,O,O,O,X,X
OIZSLTJ,O,X,O,X,X,X,O
OIZSLJT,O,X,O,X,X,X,O
OIZSJTL,X,O,O,O,O,X,X
OIZSJLT,X,O,O,O,X,X,O
OLTIJSZ,O,O,O,X,X,O,X
OLTIJZS,O,O,O,X,X,X,X
OLTISJZ,O,O,O,X,X,O,X
OLTISZJ,O,O,O,X,X,X,X
OLTIZJS,O,O,O,X,X,X,X
OLTIZSJ,O,O,O,X,X,X,X
OLTJISZ,O,O,O,X,X,O,X
OLTJIZS,O,O,O,X,X,X,X
OLTJSIZ,X,O,X,X,X,X,X
OLTJSZI,O,O,O,X,X,X,X
OLTJZIS,O,O,O,X,X,X,X
OLTJZSI,O,O,O,X,X,X,X
OLTSIJZ,O,O,X,X,X,X,X
OLTSIZJ,O,O,X,X,X,X,X
OLTSJIZ,X,O,X,X,X,X,X
OLTSJZI,O,O,O,X,X,X,X
OLTSZIJ,O,X,X,X,X,X,X
OLTSZJI,O,O,O,X,X,X,X
OLTZIJS,O,O,O,X,X,X,X
OLTZISJ,O,O,O,X,X,X,X
OLTZJIS,O,O,O,X,X,X,X
OLTZJSI,O,O,O,X,X,X,X
OLTZSIJ,O,X,X,X,X,X,X
OLTZSJI,O,O,O,X,X,X,X
OLITJSZ,O,O,O,X,X,O,X
OLITJZS,O,O,O,X,X,X,X
OLITSJZ,O,O,O,X,X,O,X
OLITSZJ,O,O,O,X,X,X,X
OLITZJS,O,O,O,X,X,X,X
OLITZSJ,O,O,O,X,X,X,X
OLIJTSZ,O,X,O,X,X,O,X
OLIJTZS,O,X,O,X,X,X,X
OLIJSTZ,O,X,O,X,X,O,X
OLIJSZT,O,O,O,X,X,O,X
OLIJZTS,O,O,O,X,X,X,X
OLIJZST,O,O,O,X,X,O,X
OLISTJZ,O,O,O,X,X,O,X
OLISTZJ,O,O,O,X,X,X,X
OLISJTZ,O,X,O,X,X,O,X
OLISJZT,O,O,O,X,X,O,X
OLISZTJ,O,X,O,X,X,X,O
OLISZJT,O,X,O,X,X,O,O
OLIZTJS,O,X,O,X,X,X,O
OLIZTSJ,O,X,O,X,X,X,O
OLIZJTS,O,X,O,X,X,X,O
OLIZJST,O,X,O,X,X,O,O
OLIZSTJ,O,X,O,X,X,X,O
OLIZSJT,O,X,O,X,X,O,O
OLJTISZ,O,X,O,X,X,O,X
OLJTIZS,O,X,O,X,X,X,X
OLJTSIZ,X,X,X,X,X,X,X
OLJTSZI,O,X,O,X,X,X,X
OLJTZIS,O,X,O,X,X,X,X
OLJTZSI,O,X,O,X,X,X,X
OLJITSZ,O,X,O,X,X,O,X
OLJITZS,O,X,O,X,X,X,X
OLJISTZ,O,X,O,X,X,O,X
OLJISZT,O,O,O,X,X,O,X
OLJIZTS,O,O,O,X,X,X,X
OLJIZST,O,O,O,X,X,O,X
OLJSTIZ,X,X,X,X,X,X,X
OLJSTZI,O,X,O,X,X,X,X
OLJSITZ,X,X,O,X,X,O,X
OLJSIZT,X,X,O,X,X,O,X
OLJSZTI,O,O,O,X,O,X,X
OLJSZIT,O,O,O,X,X,X,X
OLJZTIS,O,O,O,X,X,X,X
OLJZTSI,O,O,O,X,O,X,X
OLJZITS,O,O,O,X,X,X,X
OLJZIST,O,O,O,X,X,O,X
OLJZSTI,O,O,O,X,O,X,X
OLJZSIT,O,O,O,X,X,X,X
OLSTIJZ,O,O,X,X,X,X,X
OLSTIZJ,O,X,X,X,X,X,X
OLSTJIZ,X,O,X,X,X,X,X
OLSTJZI,O,O,O,X,X,X,X
OLSTZIJ,O,X,X,X,X,X,X
OLSTZJI,O,O,O,X,X,X,X
OLSITJZ,O,X,O,X,X,O,X
OLSITZJ,O,X,O,X,X,X,X
OLSIJTZ,O,X,O,X,X,O,X
OLSIJZT,O,X,O,X,X,O,X
OLSIZTJ,O,X,O,X,X,X,X
OLSIZJT,O,X,O,X,X,O,X
OLSJTIZ,X,X,X,X,X,X,X
OLSJTZI,O,X,O,X,X,X,X
OLSJITZ,X,X,O,X,X,O,X
OLSJIZT,X,X,O,X,X,O,X
OLSJZTI,O,O,O,X,O,X,X
OLSJZIT,O,O,O,X,X,X,X
OLSZTIJ,O,X,X,X,O,X,X
OLSZTJI,O,X,O,X,O,X,X
OLSZITJ,O,X,O,X,X,X,X
OLSZIJT,O,X,O,X,X,X,X
OLSZJTI,O,X,O,X,O,X,X
OLSZJIT,O,X,O,X,X,X,X
OLZTIJS,O,X,O,X,X,X,O
OLZTISJ,O,X,O,X,X,X,O
OLZTJIS,O,X,O,X,X,X,X
OLZTJSI,O,X,O,X,O,X,X
OLZTSIJ,O,X,X,X,X,X,X
OLZTSJI,O,X,O,X,X,X,X
OLZITJS,O,X,O,X,X,X,O
OLZITSJ,O,X,O,X,X,X,O
OLZIJTS,O,X,O,X,X,X,O
OLZIJST,O,X,O,X,X,O,O
OLZISTJ,O,X,O,X,X,X,O
OLZISJT,O,X,O,X,X,O,O
OLZJTIS,O,X,O,X,X,X,X
OLZJTSI,O,X,O,X,O,X,X
OLZJITS,O,X,O,X,X,X,O
OLZJIST,O,X,O,X,X,O,O
OLZJSTI,O,X,O,X,O,X,X
OLZJSIT,O,X,O,X,X,X,X
OLZSTIJ,O,X,X,X,O,X,X
OLZSTJI,O,X,O,X,O,X,X
OLZSITJ,O,X,O,X,X,X,O
OLZSIJT,O,X,O,X,X,X,O
OLZSJTI,O,X,O,X,O,X,X
OLZSJIT,O,X,O,X,X,X,X
OJTILSZ,O,O,O,X,X,O,X
OJTILZS,O,O,O,X,X,O,X
OJTISLZ,O,O,O,X,X,O,X
OJTISZL,X,O,O,O,X,X,X
OJTIZLS,X,O,O,O,X,X,X
OJTIZSL,X,O,O,O,X,X,X
OJTLISZ,O,O,O,X,X,O,X
OJTLIZS,O,O,O,X,X,O,X
OJTLSIZ,X,O,O,X,X,O,X
OJTLSZI,O,O,O,X,X,X,X
OJTLZIS,O,O,O,X,X,O,X
OJTLZSI,O,O,O,X,X,X,X
OJTSILZ,X,O,O,X,X,X,X
OJTSIZL,X,O,O,X,X,X,X
OJTSLIZ,X,O,O,X,X,X,X
OJTSLZI,O,O,O,X,X,X,X
OJTSZIL,X,O,O,X,O,X,X
OJTSZLI,X,O,O,X,O,X,X
OJTZILS,X,O,O,O,X,X,X
OJTZISL,X,O,O,O,O,X,X
OJTZLIS,X,O,O,O,X,X,X
OJTZLSI,X,O,O,X,O,X,X
OJTZSIL,X,O,O,O,O,X,X
OJTZSLI,X,O,O,X,O,X,X
OJITLSZ,O,O,O,X,X,O,X
OJITLZS,O,O,O,X,X,O,X
OJITSLZ,O,O,O,X,X,O,X
OJITSZL,X,O,O,O,X,X,X
OJITZLS,X,O,O,O,X,X,X
OJITZSL,X,O,O,O,X,X,X
OJILTSZ,O,X,O,X,X,O,X
OJILTZS,O,X,O,X,X,X,X
OJILSTZ,O,X,O,X,X,O,X
OJILSZT,O,O,O,O,X,O,X
OJILZTS,O,O,O,O,X,X,X
OJILZST,O,O,O,O,X,O,X
OJISTLZ,O,O,O,X,X,O,X
OJISTZL,X,O,O,O,X,X,X
OJISLTZ,O,X,O,X,X,O,X
OJISLZT,O,O,O,O,X,O,X
OJISZTL,X,O,O,O,O,X,X
OJISZLT,X,O,O,O,X,X,O
OJIZTLS,X,O,X,O,X,X,X
OJIZTSL,X,O,O,O,O,X,X
OJIZLTS,X,O,O,O,X,X,O
OJIZLST,X,O,O,O,X,X,O
OJIZSTL,X,O,O,O,O,X,X
OJIZSLT,X,O,O,O,X,X,O
OJLTISZ,O,X,O,X,X,O,X
OJLTIZS,O,X,O,X,X,X,X
OJLTSIZ,X,X,X,X,X,X,X
OJLTSZI,O,X,O,X,X,X,X
OJLTZIS,O,X,O,X,X,X,X
OJLTZSI,O,X,O,X,X,X,X
OJLITSZ,O,X,O,X,X,O,X
OJLITZS,O,X,O,X,X,X,X
OJLISTZ,O,X,O,X,X,O,X
OJLISZT,O,O,O,O,X,O,X
OJLIZTS,O,O,O,O,X,X,X
OJLIZST,O,O,O,O,X,O,X
OJLSTIZ,X,X,X,X,X,X,X
OJLSTZI,O,X,O,X,X,X,X
OJLSITZ,X,X,O,X,X,O,X
OJLSIZT,X,X,O,X,X,O,X
OJLSZTI,O,O,O,X,O,X,X
OJLSZIT,O,O,O,X,X,X,X
OJLZTIS,O,O,O,O,X,X,X
OJLZTSI,O,O,O,X,O,X,X
OJLZITS,O,O,O,O,X,X,X
OJLZIST,O,O,O,O,X,O,X
OJLZSTI,O,O,O,X,O,X,X
OJLZSIT,O,O,O,X,X,X,X
OJSTILZ,X,O,O,X,X,X,X
OJSTIZL,X,O,O,X,X,X,X
OJSTLIZ,X,O,O,X,X,X,X
OJSTLZI,O,O,O,X,X,X,X
OJSTZIL,X,O,O,X,O,X,X
OJSTZLI,X,O,O,X,O,X,X
OJSITLZ,X,X,O,X,X,X,X
OJSITZL,X,O,O,O,X,X,X
OJSILTZ,X,X,O,X,X,X,X
OJSILZT,X,O,O,O,X,X,X
OJSIZTL,X,O,O,O,O,X,X
OJSIZLT,X,O,O,O,X,X,X
OJSLTIZ,X,X,X,X,X,X,X
OJSLTZI,O,X,O,X,X,X,X
OJSLITZ,X,X,O,X,X,X,X
OJSLIZT,X,X,O,X,X,X,X
OJSLZTI,O,O,O,X,O,X,X
OJSLZIT,O,O,O,X,X,X,X
OJSZTIL,X,X,O,O,O,X,X
OJSZTLI,X,O,O,X,O,X,X
OJSZITL,X,O,O,O,O,X,X
OJSZILT,X,O,O,O,X,X,X
OJSZLTI,X,O,O,X,O,X,X
OJSZLIT,X,O,O,X,X,X,X
OJZTILS,X,O,X,O,X,X,X
OJZTISL,X,O,O,O,O,X,X
OJZTLIS,X,O,X,O,X,X,X
OJZTLSI,X,O,X,X,O,X,X
OJZTSIL,X,X,O,O,O,X,X
OJZTSLI,X,O,O,X,O,X,X
OJZITLS,X,O,X,O,X,X,X
OJZITSL,X,O,O,O,O,X,X
OJZILTS,X,O,O,O,X,X,O
OJZILST,X,O,O,O,X,X,O
OJZISTL,X,O,O,O,O,X,X
OJZISLT,X,O,O,O,X,X,O
OJZLTIS,X,O,O,O,X,X,X
OJZLTSI,X,O,O,X,O,X,X
OJZLITS,X,O,O,O,X,X,O
OJZLIST,X,O,O,O,X,X,O
OJZLSTI,X,O,O,X,O,X,X
OJZLSIT,X,O,O,X,X,X,X
OJZSTIL,X,X,O,O,O,X,X
OJZSTLI,X,O,O,X,O,X,X
OJZSITL,X,O,O,O,O,X,X
OJZSILT,X,O,O,O,X,X,X
OJZSLTI,X,O,O,X,O,X,X
OJZSLIT,X,O,O,X,X,X,X
OSTILJZ,O,O,O,X,X,X,X
OSTILZJ,O,O,O,X,X,X,X
OSTIJLZ,O,O,O,X,X,X,X
OSTIJZL,X,O,O,X,X,X,X
OSTIZLJ,O,O,X,X,X,X,X
OSTIZJL,X,O,O,X,X,X,X
OSTLIJZ,O,O,O,X,X,X,X
OSTLIZJ,O,O,O,X,X,X,X
OSTLJIZ,X,O,O,X,X,X,X
OSTLJZI,O,O,O,X,X,X,X
OSTLZIJ,O,X,O,X,X,X,X
OSTLZJI,O,O,O,X,X,X,X
OSTJILZ,X,O,O,X,X,X,X
OSTJIZL,X,O,O,X,X,X,X
OSTJLIZ,X,O,O,X,X,X,X
OSTJLZI,O,O,O,X,X,X,X
OSTJZIL,X,O,O,X,O,X,X
OSTJZLI,X,O,O,X,O,X,X
OSTZILJ,X,X,X,X,O,X,X
OSTZIJL,X,X,O,X,O,X,X
OSTZLIJ,O,X,O,X,O,X,X
OSTZLJI,O,O,O,X,O,X,X
OSTZJIL,X,O,O,X,O,X,X
OSTZJLI,X,O,O,X,O,X,X
OSITLJZ,O,O,O,X,X,X,X
OSITLZJ,O,O,O,X,X,X,X
OSITJLZ,O,O,O,X,X,X,X
OSITJZL,X,O,O,X,X,X,X
OSITZLJ,O,O,X,X,X,X,O
OSITZJL,X,O,O,X,X,X,X
OSILTJZ,O,O,O,X,X,X,X
OSILTZJ,O,O,O,X,X,X,X
OSILJTZ,O,X,O,X,X,X,X
OSILJZT,O,O,O,X,X,X,X
OSILZTJ,O,X,O,X,X,X,O
OSILZJT,O,X,O,X,X,X,O
OSIJTLZ,O,O,O,X,X,X,X
OSIJTZL,X,O,O,X,X,X,X
OSIJLTZ,O,X,O,X,X,X,X
OSIJLZT,O,O,O,X,X,X,X
OSIJZTL,X,O,O,X,O,X,X
OSIJZLT,X,O,O,X,X,X,O
OSIZTLJ,O,O,X,X,O,X,O
OSIZTJL,X,O,O,X,O,X,X
OSIZLTJ,O,X,O,X,X,X,O
OSIZLJT,O,X,O,X,X,X,O
OSIZJTL,X,O,O,X,O,X,X
OSIZJLT,X,O,O,X,X,X,O
OSLTIJZ,O,O,X,X,X,X,X
OSLTIZJ,O,X,X,X,X,X,X
OSLTJIZ,X,O,X,X,X,X,X
OSLTJZI,O,O,O,X,X,X,X
OSLTZIJ,O,X,X,X,X,X,X
OSLTZJI,O,O,O,X,X,X,X
OSLITJZ,O,X,O,X,X,X,X
OSLITZJ,O,X,O,X,X,X,X
OSLIJTZ,O,X,O,X,X,X,X
OSLIJZT,O,X,O,X,X,X,X
OSLIZTJ,O,X,O,X,X,X,X
OSLIZJT,O,X,O,X,X,X,X
OSLJTIZ,X,X,X,X,X,X,X
OSLJTZI,O,X,O,X,X,X,X
OSLJITZ,X,X,O,X,X,X,X
OSLJIZT,X,X,O,X,X,X,X
OSLJZTI,O,O,O,X,O,X,X
OSLJZIT,O,O,O,X,X,X,X
OSLZTIJ,O,X,X,X,O,X,X
OSLZTJI,O,X,O,X,O,X,X
OSLZITJ,O,X,O,X,X,X,X
OSLZIJT,O,X,O,X,X,X,X
OSLZJTI,O,X,O,X,O,X,X
OSLZJIT,O,X,O,X,X,X,X
OSJTILZ,X,O,O,X,X,X,X
OSJTIZL,X,O,O,X,X,X,X
OSJTLIZ,X,O,O,X,X,X,X
OSJTLZI,O,O,O,X,X,X,X
OSJTZIL,X,O,O,X,O,X,X
OSJTZLI,X,O,O,X,O,X,X
OSJITLZ,X,X,O,X,X,X,X
OSJITZL,X,O,O,X,X,X,X
OSJILTZ,X,X,O,X,X,X,X
OSJILZT,X,O,O,X,X,X,X
OSJIZTL,X,O,O,X,O,X,X
OSJIZLT,X,O,O,X,X,X,X
OSJLTIZ,X,X,X,X,X,X,X
OSJLTZI,O,X,O,X,X,X,X
OSJLITZ,X,X,O,X,X,X,X
OSJLIZT,X,X,O,X,X,X,X
OSJLZTI,O,O,O,X,O,X,X
OSJLZIT,O,O,O,X,X,X,X
OSJZTIL,X,X,O,X,O,X,X
OSJZTLI,X,O,O,X,O,X,X
OSJZITL,X,O,O,X,O,X,X
