sequence,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBFgBT?iBfqBuqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBFgBT?iBWqB3qB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jex6IvhFXcBldB6kB2?lBUiBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBTiBf?qBllBGqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFRbB3dBFhBU?iBClBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFRdBUgBFhBT?iBfqBuqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFXcBldBUiBR?lBClBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jem6IvhFRdB0fBFhBT?iBSqB3qB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFRdBFhBTiBC?lB3lBUqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFRdBUgBFhBT?iBWqB3qB
JOZTILS,O,O,O,X,X,X,O,X,O,O
JOZTISL,O,O,O,X,O,X,O,X,X,O
JOZTLIS,O,O,O,X,X,X,X,X,O,O
JOZTLSI,X,O,O,X,X,X,O,X,O,O
JOZTSIL,O,O,O,X,O,X,O,X,X,O
JOZTSLI,O,O,O,X,O,X,O,X,X,O
JOZITLS,O,O,O,X,X,X,O,X,O,O
JOZITSL,O,O,O,X,X,X,O,X,X,O
JOZILTS,O,O,O,X,X,X,O,O,O,O
JOZILST,O,O,O,O,X,X,O,O,X,O
JOZISTL,O,O,O,X,X,X,O,X,X,O
JOZISLT,O,O,O,O,X,X,O,X,X,O
JOZLTIS,O,O,O,X,O,X,X,O,O,O
JOZLTSI,X,O,O,X,O,X,O,O,O,O
JOZLITS,O,O,O,X,X,X,X,O,O,O
JOZLIST,O,O,O,O,X,X,X,O,X,O
JOZLSTI,O,O,O,X,O,X,O,O,X,O
JOZLSIT,O,O,O,X,X,X,X,O,X,O
JOZSTIL,O,O,O,X,O,X,O,X,X,O
JOZSTLI,O,O,O,X,O,X,O,X,X,O
JOZSITL,O,O,O,X,X,X,O,X,X,O
JOZSILT,O,O,O,O,X,X,O,X,X,O
JOZSLTI,O,O,O,X,O,X,O,X,X,O
JOZSLIT,O,O,O,O,X,X,X,X,X,O
STILJZO,O,X,X,O,O,X,X,X,X,X
STILJOZ,O,X,X,X,O,X,X,X,X,X
STILZJO,O,X,X,O,O,X,X,X,X,X
STILZOJ,O,X,X,O,X,X,X,X,X,X
STILOJZ,O,X,X,O,O,X,X,X,X,X
STILOZJ,O,X,X,O,X,X,X,X,X,X
STIJLZO,O,X,X,O,O,X,X,X,X,X
STIJLOZ,O,X,X,X,O,X,X,X,X,X
STIJZLO,O,X,X,O,O,X,X,X,X,X
STIJZOL,O,X,X,X,O,X,X,X,X,X
STIJOLZ,O,X,X,X,O,X,X,X,X,X
STIJOZL,O,X,X,X,O,X,X,X,X,X
STIZLJO,O,X,X,O,X,X,X,X,X,X
STIZLOJ,O,X,X,O,X,O,X,X,X,X
STIZJLO,O,X,X,O,O,X,X,X,X,X
STIZJOL,X,X,X,X,O,X,X,X,X,X
STIZOLJ,O,X,X,O,X,O,X,X,X,X
STIZOJL,O,X,X,O,X,O,X,X,X,X
STIOLJZ,O,X,X,O,O,X,X,X,X,X
STIOLZJ,O,X,X,O,O,O,X,X,X,X
STIOJLZ,O,X,X,O,O,X,X,X,X,X
STIOJZL,O,X,X,O,O,O,X,X,X,X
STIOZLJ,O,X,X,O,X,O,X,X,X,X
STIOZJL,O,X,X,O,O,O,X,X,X,X
STLIJZO,O,X,O,O,O,X,X,X,X,X
STLIJOZ,O,X,O,X,O,X,X,X,X,X
STLIZJO,O,X,X,O,O,X,X,X,X,X
STLIZOJ,O,X,X,O,X,X,X,X,X,X
STLIOJZ,O,X,X,O,O,X,X,X,X,X
STLIOZJ,O,X,X,O,X,X,X,X,X,X
STLJIZO,O,X,O,O,O,X,X,X,X,X
STLJIOZ,O,X,O,X,O,X,X,X,X,X
STLJZIO,O,X,O,O,O,X,X,X,X,X
STLJZOI,O,X,X,O,O,X,X,X,X,X
STLJOIZ,O,X,O,O,O,X,X,X,O,X
STLJOZI,O,X,X,O,O,X,X,X,O,X
STLZIJO,O,X,X,O,O,X,X,X,X,X
STLZIOJ,O,X,X,O,X,O,X,X,X,X
STLZJIO,O,X,X,O,O,X,X,X,X,X
STLZJOI,O,X,X,O,O,O,X,O,X,X
STLZOIJ,O,X,X,O,X,O,X,O,X,X
STLZOJI,O,X,X,O,X,O,X,O,X,X
STLOIJZ,O,X,O,O,O,X,X,X,O,X
STLOIZJ,O,X,X,O,O,O,X,O,X,X
STLOJIZ,O,X,O,O,O,X,X,X,O,X
STLOJZI,O,X,O,O,O,X,X,X,O,X
STLOZIJ,O,X,X,O,O,O,X,O,X,X
STLOZJI,O,X,X,O,O,O,X,O,X,X
STJILZO,O,X,O,O,O,X,X,X,X,X
STJILOZ,O,X,O,X,O,X,X,X,X,X
STJIZLO,O,X,O,O,O,X,X,X,X,X
STJIZOL,O,X,O,X,O,X,X,X,X,X
STJIOLZ,O,X,O,X,O,X,X,X,X,X
STJIOZL,O,X,O,X,O,X,X,X,X,X
STJLIZO,O,X,O,O,O,X,X,X,X,X
STJLIOZ,O,X,O,X,O,X,X,X,X,X
STJLZIO,O,X,O,O,O,X,X,X,X,X
STJLZOI,O,X,X,O,O,X,X,X,X,X
STJLOIZ,O,X,O,O,O,X,X,X,X,X
STJLOZI,O,X,X,O,O,X,X,X,X,X
STJZILO,O,X,O,O,O,X,X,X,X,X
STJZIOL,O,X,O,X,O,X,X,X,X,X
STJZLIO,O,X,O,O,O,X,X,X,X,X
STJZLOI,O,X,X,O,O,O,X,X,X,O
STJZOIL,O,X,X,O,O,O,X,X,X,O
STJZOLI,O,X,X,O,O,O,X,X,X,O
STJOILZ,O,X,O,O,O,X,X,X,O,X
STJOIZL,O,X,O,O,O,O,X,X,X,O
STJOLIZ,O,X,O,O,O,X,X,X,O,X
STJOLZI,O,X,X,O,O,X,X,X,O,X
STJOZIL,O,X,X,O,O,O,X,X,X,O
STJOZLI,O,X,X,O,O,O,X,X,X,O
STZILJO,O,X,X,O,X,X,X,X,X,X
STZILOJ,O,X,X,O,X,O,X,X,X,X
STZIJLO,O,X,X,O,O,X,X,X,X,X
STZIJOL,X,X,X,X,O,X,X,X,X,X
STZIOLJ,O,X,X,O,X,O,X,X,X,X
STZIOJL,O,X,X,O,X,O,X,X,X,X
STZLIJO,O,X,X,O,O,X,X,X,X,X
STZLIOJ,O,X,X,O,X,O,X,X,X,X
STZLJIO,O,X,X,O,O,X,X,X,X,X
STZLJOI,O,X,X,O,O,O,X,X,X,X
STZLOIJ,O,X,X,O,X,O,X,X,X,X
STZLOJI,O,X,X,O,X,O,X,X,X,X
STZJILO,O,X,X,O,O,X,X,X,X,X
STZJIOL,X,X,X,X,O,X,X,X,X,X
STZJLIO,O,X,X,O,O,X,X,X,X,X
STZJLOI,O,X,X,O,O,O,X,X,X,X
STZJOIL,O,X,X,O,O,O,X,X,X,X
STZJOLI,O,X,X,O,O,O,X,X,X,X
STZOILJ,O,X,X,O,X,O,X,X,X,X
STZOIJL,O,X,X,O,O,O,X,X,X,X
STZOLIJ,O,X,X,O,O,O,X,X,X,X
STZOLJI,O,X,X,O,O,O,X,X,X,X
STZOJIL,O,X,X,O,O,O,X,X,X,X
STZOJLI,O,X,X,O,O,O,X,X,X,X
STOILJZ,O,X,X,O,O,X,X,X,O,X
STOILZJ,O,X,X,O,O,O,X,O,X,X
STOIJLZ,O,X,X,O,O,X,X,X,O,X
STOIJZL,O,X,X,O,O,O,X,X,X,O
STOIZLJ,O,X,X,O,X,O,X,X,X,X
STOIZJL,O,X,X,O,O,O,X,X,X,X
STOLIJZ,O,X,O,O,O,X,X,X,O,X
STOLIZJ,O,X,X,O,O,O,X,O,X,X
STOLJIZ,O,X,O,O,O,X,X,X,O,X
STOLJZI,O,X,O,O,O,X,X,X,O,X
STOLZIJ,O,X,X,O,O,O,X,O,X,X
STOLZJI,O,X,X,O,O,O,X,O,X,X
STOJILZ,O,X,O,O,O,X,X,X,O,X
STOJIZL,O,X,O,O,O,O,X,X,X,O
STOJLIZ,O,X,O,O,O,X,X,X,O,X
STOJLZI,O,X,O,O,O,X,X,X,O,X
STOJZIL,O,X,O,O,O,O,X,X,X,O
STOJZLI,O,X,O,O,O,O,X,X,X,O
STOZILJ,O,X,X,O,X,O,X,X,X,X
STOZIJL,O,X,X,O,O,O,X,X,X,X
STOZLIJ,O,X,X,O,O,O,X,X,X,X
STOZLJI,O,X,X,O,O,O,X,X,X,X
STOZJIL,O,X,X,O,O,O,X,X,X,X
STOZJLI,O,X,X,O,O,O,X,X,X,X
SITLJZO,O,X,X,O,O,X,X,X,X,X
SITLJOZ,O,X,X,X,O,X,X,X,X,X
SITLZJO,O,X,X,O,O,X,X,X,X,X
SITLZOJ,O,X,X,O,X,X,X,X,X,X
SITLOJZ,O,X,X,O,O,X,X,X,X,X
SITLOZJ,O,X,X,O,X,X,X,X,X,X
SITJLZO,O,X,X,O,O,X,X,X,X,X
SITJLOZ,O,X,X,X,O,X,X,X,X,X
SITJZLO,O,X,X,O,O,X,O,X,X,X
SITJZOL,O,X,X,X,O,X,O,X,X,X
SITJOLZ,O,X,X,X,O,X,X,X,X,X
SITJOZL,O,X,X,X,O,X,X,X,X,X
SITZLJO,O,X,X,O,X,X,O,X,X,X
SITZLOJ,O,X,X,O,X,O,X,X,X,X
SITZJLO,O,X,X,O,O,X,O,X,X,X
SITZJOL,X,X,X,X,O,X,O,X,X,X
SITZOLJ,O,X,X,O,X,O,X,X,X,X
SITZOJL,O,X,X,O,X,O,O,X,X,X
SITOLJZ,O,X,X,O,O,X,X,X,X,X
SITOLZJ,O,X,X,O,O,O,X,X,X,X
SITOJLZ,O,X,X,O,O,X,X,X,X,X
SITOJZL,O,X,X,O,O,O,X,X,X,X
SITOZLJ,O,X,X,O,X,O,X,X,X,X
SITOZJL,O,X,X,O,O,O,X,X,X,X
SILTJZO,O,X,X,O,O,X,X,X,X,X
SILTJOZ,O,X,X,X,O,X,X,X,X,X
SILTZJO,O,X,X,O,O,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,X,X,X,X
SILTOJZ,O,X,X,O,O,X,X,X,X,X
SILTOZJ,O,X,X,O,X,X,X,X,X,X
SILJTZO,O,O,X,O,O,X,X,X,X,X
SILJTOZ,O,O,X,X,O,X,X,X,X,X
SILJZTO,O,O,X,O,X,X,O,X,X,X
SILJZOT,O,O,X,O,X,X,X,X,X,X
SILJOTZ,O,O,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,X,X
SILZTJO,O,X,X,O,X,X,O,X,X,X
SILZTOJ,O,X,X,O,X,O,X,X,X,X
SILZJTO,O,O,X,O,X,X,O,X,X,X
SILZJOT,O,O,X,O,X,X,X,X,X,X
SILZOTJ,O,X,X,O,X,O,X,X,X,X
SILZOJT,O,O,X,O,X,O,X,X,X,X
SILOTJZ,O,X,X,O,X,X,X,X,X,X
SILOTZJ,O,X,X,O,X,O,X,X,X,X
SILOJTZ,O,X,X,O,X,X,X,X,X,X
SILOJZT,O,X,X,O,X,O,X,X,X,X
SILOZTJ,O,X,X,O,X,O,X,X,X,X
SILOZJT,O,X,X,O,X,O,X,X,X,X
SIJTLZO,O,O,X,O,O,X,X,X,X,X
SIJTLOZ,O,O,X,X,O,X,X,X,X,X
SIJTZLO,O,O,X,O,O,X,O,X,X,X
SIJTZOL,O,O,X,X,O,X,O,X,X,X
SIJTOLZ,O,O,X,X,O,X,X,X,X,X
SIJTOZL,O,O,X,X,O,X,X,X,X,X
SIJLTZO,O,O,X,O,O,X,X,X,X,X
SIJLTOZ,O,O,X,X,O,X,X,X,X,X
SIJLZTO,O,O,X,O,X,X,O,X,X,X
SIJLZOT,O,O,X,O,X,X,X,X,X,X
SIJLOTZ,O,O,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,O,X,X,X
SIJZTOL,O,O,X,X,X,X,O,X,X,X
SIJZLTO,O,O,X,O,X,X,O,X,X,X
SIJZLOT,O,O,X,O,X,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,O,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,X,X,X,X
SIJOZTL,O,O,X,X,X,X,O,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,O,X,X,O,X,X,X
SIZTLOJ,O,X,X,O,X,O,X,X,X,X
SIZTJLO,O,X,X,O,X,X,O,X,X,X
SIZTJOL,X,X,X,X,X,X,O,X,X,X
SIZTOLJ,O,X,X,O,X,O,O,X,X,X
SIZTOJL,O,X,X,X,X,O,O,X,X,X
SIZLTJO,O,X,X,O,X,X,O,X,X,X
SIZLTOJ,O,X,X,O,X,O,X,X,X,X
SIZLJTO,O,O,X,O,X,X,O,X,X,X
SIZLJOT,O,O,X,O,X,X,X,X,X,X
SIZLOTJ,O,X,X,O,X,O,X,X,X,X
SIZLOJT,O,O,X,O,X,O,X,X,X,X
SIZJTLO,O,O,X,X,X,X,O,X,X,X
SIZJTOL,O,O,X,X,X,X,O,X,X,X
SIZJLTO,O,O,X,O,X,X,O,X,X,X
SIZJLOT,O,O,X,O,X,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,O,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,O,X,O,O,X,X,X
SIZOTJL,O,X,X,X,X,O,O,X,X,X
SIZOLTJ,O,X,X,O,X,O,O,X,X,X
SIZOLJT,O,X,X,O,X,O,O,X,X,X
SIZOJTL,O,X,X,X,X,O,O,X,X,X
SIZOJLT,O,X,X,O,X,O,O,X,X,X
SIOTLJZ,O,X,X,O,O,X,X,X,X,X
SIOTLZJ,O,X,X,O,O,O,X,X,X,X
SIOTJLZ,O,X,X,O,O,X,X,X,X,X
SIOTJZL,O,X,X,O,O,O,X,X,X,X
SIOTZLJ,O,X,X,O,X,O,X,X,X,X
SIOTZJL,O,X,X,O,O,O,X,X,X,X
SIOLTJZ,O,X,X,O,O,X,X,X,X,X
SIOLTZJ,O,X,X,O,O,O,X,X,X,X
SIOLJTZ,O,X,X,O,O,X,X,X,X,X
SIOLJZT,O,X,X,O,X,O,X,X,X,X
SIOLZTJ,O,X,X,O,X,O,X,X,X,X
SIOLZJT,O,X,X,O,X,O,X,X,X,X
SIOJTLZ,O,X,X,O,O,X,X,X,X,X
SIOJTZL,O,X,X,O,O,O,X,X,X,X
SIOJLTZ,O,X,X,O,O,X,X,X,X,X
SIOJLZT,O,X,X,O,X,O,X,X,X,X
SIOJZTL,O,X,X,X,X,O,O,X,X,X
SIOJZLT,O,X,X,O,X,O,X,X,X,X
SIOZTLJ,O,X,X,O,X,O,X,X,X,X
SIOZTJL,O,X,X,O,X,O,O,X,X,X
SIOZLTJ,O,X,X,O,X,O,X,X,X,X
SIOZLJT,O,X,X,O,X,O,X,X,X,X
SIOZJTL,O,X,X,X,X,O,O,X,X,X
SIOZJLT,O,X,X,O,X,O,X,X,X,X
SLTIJZO,O,X,O,O,O,X,X,X,X,X
SLTIJOZ,O,X,O,X,O,X,X,X,X,X
SLTIZJO,O,X,X,O,O,X,X,X,X,X
SLTIZOJ,O,X,X,O,X,X,X,X,X,X
SLTIOJZ,O,X,X,O,O,X,X,X,X,X
SLTIOZJ,O,X,X,O,X,X,X,X,X,X
SLTJIZO,O,X,O,O,O,X,X,X,X,X
SLTJIOZ,O,X,O,X,O,X,X,X,X,X
SLTJZIO,O,X,O,O,O,X,X,X,X,X
SLTJZOI,O,X,X,O,O,X,X,X,X,X
SLTJOIZ,O,X,O,O,O,X,X,X,O,X
SLTJOZI,O,X,X,O,O,X,X,X,O,X
SLTZIJO,O,X,X,O,O,X,X,X,X,X
SLTZIOJ,O,X,X,O,X,O,X,X,X,X
SLTZJIO,O,X,X,O,O,X,X,X,X,X
SLTZJOI,O,X,X,O,O,O,X,O,X,X
SLTZOIJ,O,X,X,O,X,O,X,O,X,X
SLTZOJI,O,X,X,O,X,O,X,O,X,X
SLTOIJZ,O,X,O,O,O,X,X,X,O,X
SLTOIZJ,O,X,X,O,O,O,X,O,X,X
SLTOJIZ,O,X,O,O,O,X,X,X,O,X
SLTOJZI,O,X,O,O,O,X,X,X,O,X
SLTOZIJ,O,X,X,O,O,O,X,O,X,X
SLTOZJI,O,X,X,O,O,O,X,O,X,X
SLITJZO,O,X,O,O,O,X,X,X,X,X
SLITJOZ,O,X,O,X,O,X,X,X,X,X
SLITZJO,O,X,X,O,O,X,X,X,X,X
SLITZOJ,O,X,X,O,X,X,X,X,X,X
SLITOJZ,O,X,X,O,O,X,X,X,X,X
SLITOZJ,O,X,X,O,X,X,X,X,X,X
SLIJTZO,O,O,O,O,O,X,X,X,X,X
SLIJTOZ,O,O,O,X,O,X,X,X,X,X
SLIJZTO,O,O,O,O,X,X,X,X,X,X
SLIJZOT,O,O,O,O,X,X,X,X,X,X
SLIJOTZ,O,O,O,X,X,X,X,X,X,X
SLIJOZT,O,O,O,X,X,X,X,X,X,X
SLIZTJO,O,X,O,O,X,X,X,X,X,X
SLIZTOJ,O,X,O,O,X,O,X,X,X,X
SLIZJTO,O,O,O,O,X,X,X,X,X,X
SLIZJOT,O,O,O,O,X,X,X,X,X,X
SLIZOTJ,O,X,O,O,X,O,X,X,X,X
SLIZOJT,O,O,X,O,X,O,X,X,X,X
SLIOTJZ,O,X,X,O,X,X,X,X,X,X
SLIOTZJ,O,X,X,O,X,O,X,X,X,X
SLIOJTZ,O,X,X,O,X,X,X,X,X,X
SLIOJZT,O,X,X,O,X,O,X,X,X,X
SLIOZTJ,O,X,X,O,X,O,X,X,X,X
SLIOZJT,O,X,X,O,X,O,X,X,X,X
SLJTIZO,O,O,O,O,O,X,X,X,X,X
SLJTIOZ,O,O,O,X,O,X,X,X,X,X
SLJTZIO,O,O,O,O,O,X,X,X,X,X
SLJTZOI,O,O,O,O,O,X,X,X,X,X
SLJTOIZ,O,O,O,O,O,X,X,X,O,X
SLJTOZI,O,O,X,O,O,X,X,X,O,X
SLJITZO,O,O,O,O,O,X,X,X,X,X
SLJITOZ,O,O,O,X,O,X,X,X,X,X
SLJIZTO,O,O,O,O,X,X,X,X,X,X
SLJIZOT,O,O,O,O,X,X,X,X,X,X
SLJIOTZ,O,O,O,X,X,X,X,X,X,X
SLJIOZT,O,O,O,X,X,X,X,X,X,X
SLJZTIO,O,O,O,X,O,X,X,X,X,X
SLJZTOI,O,O,O,X,O,O,X,X,X,O
SLJZITO,O,O,O,O,X,X,X,X,X,X
SLJZIOT,O,O,O,O,X,X,X,X,X,X
SLJZOTI,O,O,O,X,X,O,X,X,X,O
SLJZOIT,O,O,O,O,X,O,X,X,X,O
SLJOTIZ,O,O,O,O,O,X,X,X,O,X
SLJOTZI,O,O,X,O,O,X,X,X,O,X
SLJOITZ,O,O,O,O,X,X,X,X,O,X
SLJOIZT,O,O,O,O,X,O,X,X,X,O
SLJOZTI,O,O,O,X,X,O,X,X,X,O
SLJOZIT,O,O,O,O,X,O,X,X,X,O
SLZTIJO,O,X,O,O,O,X,X,X,X,X
SLZTIOJ,O,X,O,O,X,O,X,X,X,X
SLZTJIO,O,X,O,O,O,X,X,X,X,X
SLZTJOI,O,X,O,O,O,O,X,O,X,X
SLZTOIJ,O,X,O,O,X,O,X,O,X,X
SLZTOJI,O,X,O,O,X,O,X,O,X,X
SLZITJO,O,X,O,O,X,X,X,X,X,X
SLZITOJ,O,X,O,O,X,O,X,X,X,X
SLZIJTO,O,O,O,O,X,X,X,X,X,X
SLZIJOT,O,O,O,O,X,X,X,X,X,X
SLZIOTJ,O,X,O,O,X,O,X,X,X,X
SLZIOJT,O,O,X,O,X,O,X,X,X,X
SLZJTIO,O,X,O,X,O,X,X,X,X,X
SLZJTOI,O,X,O,X,O,O,X,O,X,X
SLZJITO,O,X,O,O,X,X,X,X,X,X
SLZJIOT,O,X,O,O,X,X,X,X,X,X
SLZJOTI,O,X,O,X,X,O,X,O,X,X
SLZJOIT,O,X,O,O,X,O,X,O,X,X
SLZOTIJ,O,X,O,O,X,O,X,O,X,X
SLZOTJI,O,X,O,O,X,O,X,O,X,X
SLZOITJ,O,X,O,O,X,O,X,O,X,X
SLZOIJT,O,O,O,O,X,O,X,O,X,X
SLZOJTI,O,X,O,X,X,O,X,O,X,X
SLZOJIT,O,X,O,O,X,O,X,O,X,X
SLOTIJZ,O,X,O,O,O,X,X,X,O,X
SLOTIZJ,O,X,X,O,O,O,X,O,X,X
SLOTJIZ,O,X,O,O,O,X,X,X,O,X
SLOTJZI,O,X,O,O,O,X,X,X,O,X
SLOTZIJ,O,X,X,O,O,O,X,O,X,X
SLOTZJI,O,X,X,O,O,O,X,O,X,X
SLOITJZ,O,X,O,O,O,X,X,X,O,X
SLOITZJ,O,X,X,O,O,O,X,O,X,X
SLOIJTZ,O,O,O,O,O,X,X,X,O,X
SLOIJZT,O,O,O,O,X,O,X,X,X,O
SLOIZTJ,O,X,O,O,X,O,X,O,X,X
SLOIZJT,O,O,O,O,X,O,X,O,X,X
SLOJTIZ,O,O,O,O,O,X,X,X,O,X
SLOJTZI,O,O,O,O,O,X,X,X,O,X
SLOJITZ,O,O,O,O,O,X,X,X,O,X
SLOJIZT,O,O,O,O,X,O,X,X,X,O
SLOJZTI,O,O,O,X,O,O,X,X,X,O
SLOJZIT,O,O,O,O,X,O,X,X,X,O
SLOZTIJ,O,X,O,O,O,O,X,O,X,X
SLOZTJI,O,X,O,O,O,O,X,O,X,X
SLOZITJ,O,X,O,O,X,O,X,O,X,X
SLOZIJT,O,O,O,O,X,O,X,O,X,X
SLOZJTI,O,X,O,X,O,O,X,O,X,X
SLOZJIT,O,X,O,O,X,O,X,O,X,X
SJTILZO,O,O,O,O,O,X,X,X,X,X
SJTILOZ,O,O,O,X,O,X,X,X,X,X
SJTIZLO,O,O,O,O,O,X,X,X,X,X
SJTIZOL,O,O,O,X,O,X,X,X,X,X
SJTIOLZ,O,O,O,X,O,X,X,X,X,X
SJTIOZL,O,O,O,X,O,X,X,X,X,X
SJTLIZO,O,O,O,O,O,X,X,X,X,X
SJTLIOZ,O,O,O,X,O,X,X,X,X,X
SJTLZIO,O,O,O,O,O,X,X,X,X,X
SJTLZOI,O,O,O,O,O,X,X,X,X,X
SJTLOIZ,O,O,O,O,O,X,X,X,X,X
SJTLOZI,O,O,X,O,O,X,X,X,X,X
SJTZILO,O,O,O,O,O,X,X,X,X,X
SJTZIOL,O,O,O,X,O,X,X,X,X,X
SJTZLIO,O,O,O,O,O,X,X,X,X,X
SJTZLOI,O,O,O,O,O,O,X,X,X,O
SJTZOIL,O,O,O,O,O,O,X,X,X,O
SJTZOLI,O,O,O,O,O,O,X,X,X,O
SJTOILZ,O,O,O,O,O,X,X,X,O,X
SJTOIZL,O,O,O,O,O,O,X,X,X,O
SJTOLIZ,O,O,O,O,O,X,X,X,O,X
SJTOLZI,O,O,X,O,O,X,X,X,O,X
SJTOZIL,O,O,X,O,O,O,X,X,X,O
SJTOZLI,O,O,X,O,O,O,X,X,X,O
SJITLZO,O,O,O,O,O,X,X,X,X,X
SJITLOZ,O,O,O,X,O,X,X,X,X,X
SJITZLO,O,O,O,O,O,X,O,X,X,X
SJITZOL,O,O,O,X,O,X,O,X,X,X
SJITOLZ,O,O,O,X,O,X,X,X,X,X
SJITOZL,O,O,O,X,O,X,X,X,X,X
SJILTZO,O,O,O,O,O,X,X,X,X,X
SJILTOZ,O,O,O,X,O,X,X,X,X,X
SJILZTO,O,O,O,O,X,X,O,X,X,X
SJILZOT,O,O,O,O,X,X,X,X,X,X
SJILOTZ,O,O,O,X,X,X,X,X,X,X
SJILOZT,O,O,O,X,X,X,X,X,X,X
SJIZTLO,O,O,O,X,X,X,O,X,X,X
SJIZTOL,O,O,O,X,X,X,O,X,X,X
SJIZLTO,O,O,O,O,X,X,O,X,X,X
SJIZLOT,O,O,O,O,X,X,X,X,X,X
SJIZOTL,O,O,O,X,X,X,O,X,X,X
SJIZOLT,O,O,X,X,X,X,X,X,X,X
SJIOTLZ,O,O,O,X,X,X,X,X,X,X
SJIOTZL,O,O,O,X,X,X,X,X,X,X
SJIOLTZ,O,O,X,X,X,X,X,X,X,X
SJIOLZT,O,O,X,X,X,X,X,X,X,X
SJIOZTL,O,O,O,X,X,X,O,X,X,X
SJIOZLT,O,O,X,X,X,X,X,X,X,X
SJLTIZO,O,O,O,O,O,X,X,X,X,X
SJLTIOZ,O,O,O,X,O,X,X,X,X,X
SJLTZIO,O,O,O,O,O,X,X,X,X,X
SJLTZOI,O,O,O,O,O,X,X,X,X,X
SJLTOIZ,O,O,O,O,O,X,X,X,O,X
SJLTOZI,O,O,X,O,O,X,X,X,O,X
SJLITZO,O,O,O,O,O,X,X,X,X,X
SJLITOZ,O,O,O,X,O,X,X,X,X,X
SJLIZTO,O,O,O,O,X,X,X,X,X,X
SJLIZOT,O,O,O,O,X,X,X,X,X,X
SJLIOTZ,O,O,O,X,X,X,X,X,X,X
SJLIOZT,O,O,O,X,X,X,X,X,X,X
SJLZTIO,O,O,O,X,O,X,X,X,X,X
SJLZTOI,O,O,O,X,O,O,X,X,X,O
SJLZITO,O,O,O,O,X,X,X,X,X,X
SJLZIOT,O,O,O,O,X,X,X,X,X,X
SJLZOTI,O,O,O,X,X,O,X,X,X,O
SJLZOIT,O,O,O,O,X,O,X,X,X,O
SJLOTIZ,O,O,O,O,O,X,X,X,O,X
SJLOTZI,O,O,X,O,O,X,X,X,O,X
SJLOITZ,O,O,O,O,X,X,X,X,O,X
SJLOIZT,O,O,O,O,X,O,X,X,X,O
SJLOZTI,O,O,O,X,X,O,X,X,X,O
SJLOZIT,O,O,O,O,X,O,X,X,X,O
SJZTILO,O,O,O,X,O,X,O,X,X,X
SJZTIOL,O,O,O,X,O,X,O,X,X,X
SJZTLIO,O,O,O,X,O,X,O,X,X,X
SJZTLOI,O,O,O,X,O,O,O,X,X,O
SJZTOIL,O,O,O,X,O,O,O,X,X,O
SJZTOLI,O,O,O,X,O,O,O,X,X,O
SJZITLO,O,O,O,X,X,X,O,X,X,X
SJZITOL,O,O,O,X,X,X,O,X,X,X
SJZILTO,O,O,O,O,X,X,O,X,X,X
SJZILOT,O,O,O,O,X,X,X,X,X,X
SJZIOTL,O,O,O,X,X,X,O,X,X,X
SJZIOLT,O,O,X,X,X,X,X,X,X,X
SJZLTIO,O,O,O,X,O,X,O,X,X,X
SJZLTOI,O,O,O,X,O,O,O,X,X,O
SJZLITO,O,O,O,O,X,X,X,X,X,X
SJZLIOT,O,O,O,O,X,X,X,X,X,X
SJZLOTI,O,O,O,X,X,O,X,X,X,O
SJZLOIT,O,O,O,O,X,O,X,X,X,O
SJZOTIL,O,O,O,X,X,O,O,X,X,O
SJZOTLI,O,O,O,X,X,O,O,X,X,O
SJZOITL,O,O,O,X,X,O,X,X,X,O
SJZOILT,O,O,X,O,X,O,X,X,X,O
SJZOLTI,O,O,O,X,X,O,X,X,X,O
SJZOLIT,O,O,O,O,X,O,X,X,X,O
SJOTILZ,O,O,O,O,O,X,X,X,O,X
SJOTIZL,O,O,O,O,O,O,X,X,X,O
SJOTLIZ,O,O,O,O,O,X,X,X,O,X
