sequence,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFRdBSjBTfB3?hBlnBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFRdBSjBTfBl?mB3nBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8JeK/IvhFzaBGeBRiBl?mB3nBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jei6IvhFRdBcjB3fBG?iBlmBTsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8JeO/IvhF8fBCdBxiBX?jBlmBTsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jey/IvhFGeBRiBTfBl?mB3nBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jei6IvhFzcBcjB3fBx?mBFsBusB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFcjBTfB5nBl?mBfnBisB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Je2/IvhFzcBFjB3fBx?mBCoBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8JeK/IvhFzaBfiBxdBF?jB0mB+sB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jey/IvhF1mBxiBTfBX?jBGnBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jey/IvhF+hBxiBTfB/?nBFjBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFcjBTfBxmBS?sBfsBlsB
JILSOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JILSOZT,O,O,O,X,X,O,X,X,X,X,X,O,X
JILZTSO,O,X,X,X,O,X,X,X,X,O,X,O,X
JILZTOS,O,X,X,X,X,X,X,X,X,O,X,O,X
JILZSTO,O,O,X,X,O,X,X,X,X,O,X,O,X
JILZSOT,O,O,X,X,O,X,X,X,X,O,X,O,X
JILZOTS,O,X,X,X,X,X,X,X,X,O,X,O,X
JILZOST,O,O,X,X,O,X,X,X,X,O,X,O,X
JILOTSZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JILOTZS,O,X,X,X,X,X,X,X,X,O,X,O,X
JILOSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JILOSZT,O,O,O,X,X,X,X,X,X,X,X,O,X
JILOZTS,O,X,X,X,X,X,X,X,X,O,X,O,X
JILOZST,O,O,X,X,X,X,X,X,X,O,X,O,X
JISTLZO,O,O,O,X,X,O,X,X,X,X,X,X,X
JISTLOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JISTZLO,O,X,X,X,X,X,X,X,X,X,X,X,X
JISTZOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JISTOZL,X,X,X,X,X,X,X,X,O,X,X,X,X
JISLTZO,X,O,O,X,X,O,X,X,X,X,X,X,X
JISLTOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JISLZTO,X,O,X,X,X,O,O,X,X,X,X,O,X
JISLZOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JISLOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JISLOZT,O,O,O,X,X,O,X,X,X,X,X,O,X
JISZTLO,O,X,X,X,X,X,O,X,X,X,X,X,X
JISZTOL,O,X,X,X,X,X,O,X,X,X,X,X,X
JISZLTO,O,X,X,X,X,O,O,X,X,X,X,X,X
JISZLOT,O,X,O,X,X,O,X,X,X,X,X,X,X
JISZOTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JISZOLT,O,X,X,X,X,X,X,X,X,X,X,X,X
JISOTLZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JISOTZL,X,X,X,X,X,X,X,X,O,X,X,X,X
JISOLTZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JISOLZT,O,X,O,X,X,O,X,X,X,X,X,X,X
JISOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JISOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIZTLSO,O,X,X,X,O,X,X,X,X,O,X,O,X
JIZTLOS,O,X,X,X,X,X,X,X,O,O,X,O,X
JIZTSLO,X,X,X,X,X,X,X,X,X,O,X,X,X
JIZTSOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JIZTOLS,X,X,X,X,X,X,X,O,O,X,X,X,X
JIZTOSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JIZLTSO,O,X,X,X,O,X,X,X,X,O,X,O,X
JIZLTOS,O,X,X,X,X,X,X,X,O,O,X,O,X
JIZLSTO,O,X,X,X,O,X,X,X,X,O,X,O,X
JIZLSOT,O,X,X,X,O,X,X,X,X,O,X,O,X
JIZLOTS,O,X,X,X,X,X,X,X,O,O,X,O,X
JIZLOST,O,X,X,X,O,X,X,X,X,O,X,O,X
JIZSTLO,O,X,X,X,X,X,O,X,X,O,X,X,X
JIZSTOL,O,X,X,X,X,X,O,X,O,O,X,X,X
JIZSLTO,O,X,X,X,O,X,O,X,X,O,X,O,X
JIZSLOT,O,X,X,X,O,X,X,X,X,O,X,O,X
JIZSOTL,X,X,X,X,X,X,X,X,O,X,X,X,X
JIZSOLT,O,X,X,X,X,X,X,X,X,O,X,X,X
JIZOTLS,X,X,X,X,X,X,X,O,O,X,X,X,O
JIZOTSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JIZOLTS,X,X,X,X,X,X,X,O,O,X,X,O,O
JIZOLST,X,X,X,X,O,X,X,X,X,X,X,O,O
JIZOSTL,X,X,X,X,X,X,X,O,O,X,X,X,X
JIZOSLT,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOTLSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JIOTLZS,X,X,X,X,X,X,X,O,X,X,X,X,X
JIOTSLZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JIOTSZL,X,X,X,X,X,X,X,O,O,X,X,X,X
JIOTZLS,X,X,X,X,X,X,X,O,X,X,X,X,O
JIOTZSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JIOLTSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JIOLTZS,X,X,X,X,X,X,X,O,X,X,X,O,X
JIOLSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOLSZT,X,X,X,X,X,X,X,X,X,X,X,O,X
JIOLZTS,X,X,X,X,X,X,X,O,X,X,X,O,O
JIOLZST,X,X,X,X,X,X,X,X,X,X,X,O,O
JIOSTLZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JIOSTZL,X,X,X,X,X,X,X,O,O,X,X,X,X
JIOSLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSLZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSZTL,X,X,X,X,X,X,X,O,X,X,X,X,X
JIOSZLT,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOZTLS,X,X,X,X,X,X,X,O,X,X,X,X,O
JIOZTSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JIOZLTS,X,X,X,X,X,X,X,O,X,X,X,X,O
JIOZLST,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOZSTL,X,X,X,X,X,X,X,O,X,X,X,X,X
JIOZSLT,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTISZO,O,O,X,X,X,X,X,X,X,X,X,X,X
JLTISOZ,O,O,X,X,X,X,X,X,X,X,O,X,X
JLTIZSO,O,X,X,X,X,X,X,X,X,O,X,O,X
JLTIZOS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLTIOSZ,O,O,X,X,X,X,X,X,O,X,O,X,X
JLTIOZS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLTSIZO,O,O,O,X,X,O,X,X,X,X,X,X,X
JLTSIOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JLTSZIO,O,O,O,X,X,X,X,X,X,O,X,X,X
JLTSZOI,X,X,O,X,X,X,X,X,X,O,X,X,X
JLTSOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLTSOZI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLTZISO,O,X,X,X,X,X,X,X,X,O,O,O,X
JLTZIOS,O,X,X,X,X,X,X,X,X,O,O,O,X
JLTZSIO,O,X,X,X,X,X,X,X,X,O,X,X,X
JLTZSOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLTZOIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLTZOSI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLTOISZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTOIZS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLTOSIZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JLTOSZI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLTOZIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLTOZSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLITSZO,O,O,X,X,X,X,X,X,X,X,X,X,X
JLITSOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JLITZSO,O,X,X,X,X,X,X,X,X,O,X,O,X
JLITZOS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLITOSZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JLITOZS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLISTZO,O,O,O,X,X,O,X,X,X,X,X,X,X
JLISTOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JLISZTO,O,O,X,X,X,O,X,X,X,X,X,O,X
JLISZOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JLISOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JLISOZT,O,O,O,X,X,O,X,X,X,X,X,O,X
JLIZTSO,O,X,X,X,X,X,X,X,X,O,X,O,X
JLIZTOS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLIZSTO,O,O,X,X,X,X,X,X,X,O,X,O,X
JLIZSOT,O,O,X,X,X,X,X,X,X,O,X,O,X
JLIZOTS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLIZOST,O,O,X,X,X,X,X,X,X,O,X,O,X
JLIOTSZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JLIOTZS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLIOSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLIOSZT,O,O,O,X,X,X,X,X,X,X,X,O,X
JLIOZTS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLIOZST,O,O,X,X,X,X,X,X,X,O,X,O,X
JLSTIZO,O,O,O,X,X,O,X,X,X,X,X,X,X
JLSTIOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JLSTZIO,O,O,O,X,X,X,X,X,X,O,X,X,X
JLSTZOI,X,X,O,X,X,X,X,X,X,O,X,X,X
JLSTOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLSTOZI,X,O,O,X,X,X,X,X,X,O,X,X,X
JLSITZO,O,O,O,X,X,O,X,X,X,X,X,X,X
JLSITOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JLSIZTO,O,O,X,X,X,O,X,X,X,X,X,O,X
JLSIZOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JLSIOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JLSIOZT,O,O,O,X,X,O,X,X,X,X,X,O,X
JLSZTIO,O,O,O,X,X,X,X,X,X,O,X,X,X
JLSZTOI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLSZITO,O,O,X,X,X,O,X,X,X,O,X,O,X
JLSZIOT,O,O,O,X,X,O,X,X,X,O,X,O,X
JLSZOTI,X,X,O,X,X,X,X,X,X,O,X,X,X
JLSZOIT,O,X,O,X,X,X,X,X,X,O,X,X,X
JLSOTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLSOTZI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLSOITZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JLSOIZT,O,O,O,X,X,O,X,X,X,X,X,X,X
JLSOZTI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLSOZIT,O,O,O,X,X,X,X,X,X,O,X,X,X
JLZTISO,O,X,X,X,X,X,X,X,X,O,O,O,X
JLZTIOS,O,X,X,X,X,X,X,X,X,O,O,O,X
JLZTSIO,O,X,X,X,X,X,X,X,X,O,X,X,X
JLZTSOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JLZTOIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLZTOSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLZITSO,O,X,X,X,X,X,X,X,X,O,X,O,X
JLZITOS,O,X,X,X,X,X,X,X,O,O,X,O,X
JLZISTO,O,O,X,X,X,X,X,X,X,O,X,O,X
JLZISOT,O,O,X,X,X,X,X,X,X,O,X,O,X
JLZIOTS,O,X,X,X,X,X,X,X,O,O,X,O,X
JLZIOST,O,O,X,X,X,X,X,X,X,O,X,O,X
JLZSTIO,O,O,O,X,X,X,X,X,X,O,X,X,X
JLZSTOI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLZSITO,O,O,X,X,X,O,X,X,X,O,X,O,X
JLZSIOT,O,O,O,X,X,O,X,X,X,O,X,O,X
JLZSOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLZSOIT,O,X,O,X,X,X,X,X,X,O,X,X,X
JLZOTIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLZOTSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLZOITS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLZOIST,O,X,X,X,X,X,X,X,X,O,X,O,X
JLZOSTI,O,X,O,X,X,X,X,X,X,O,X,X,X
JLZOSIT,O,X,O,X,X,X,X,X,X,O,X,X,X
JLOTISZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JLOTIZS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOTSZI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOTZIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTZSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOITSZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JLOITZS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLOISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOISZT,O,O,O,X,X,X,X,X,X,X,X,O,X
JLOIZTS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLOIZST,O,O,X,X,X,X,X,X,X,O,X,O,X
JLOSTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOSTZI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOSITZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JLOSIZT,O,O,O,X,X,O,X,X,X,X,X,X,X
JLOSZTI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOSZIT,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOZTIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOZTSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOZITS,O,X,X,X,X,X,X,X,X,O,X,O,X
JLOZIST,O,O,X,X,X,X,X,X,X,O,X,O,X
JLOZSTI,O,O,O,X,X,X,X,X,X,O,X,X,X
JLOZSIT,O,O,O,X,X,X,X,X,X,O,X,X,X
JSTILZO,O,O,O,O,X,O,O,X,X,X,X,X,X
JSTILOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
JSTIZLO,O,X,O,O,X,O,O,X,X,X,X,X,X
JSTIZOL,X,X,X,O,X,X,O,X,X,X,X,X,X
JSTIOLZ,O,X,O,X,X,O,O,X,O,X,X,X,X
JSTIOZL,O,X,X,X,X,X,O,X,O,X,X,X,X
JSTLIZO,O,O,O,O,X,O,O,X,X,X,X,X,X
JSTLIOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
JSTLZIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JSTLZOI,X,X,O,O,X,X,X,X,X,O,X,X,X
JSTLOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JSTLOZI,O,O,O,O,X,X,X,X,X,O,X,X,X
JSTZILO,O,X,X,O,X,X,O,X,X,O,X,X,X
JSTZIOL,O,X,X,O,X,X,O,X,X,O,X,X,X
JSTZLIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JSTZLOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JSTZOIL,O,X,X,O,X,X,X,X,X,O,X,X,X
JSTZOLI,O,X,X,O,X,X,X,X,X,O,X,X,X
JSTOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JSTOLZI,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTOZIL,O,O,X,O,X,X,X,X,X,X,X,X,X
JSTOZLI,O,O,X,O,X,X,X,X,X,X,X,X,X
JSITLZO,O,O,O,X,X,O,X,X,X,X,X,X,X
JSITLOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JSITZLO,O,X,X,X,X,X,X,X,X,X,X,X,X
JSITZOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JSITOZL,X,X,X,X,X,X,X,X,O,X,X,X,X
JSILTZO,X,O,O,X,X,O,X,X,X,X,X,X,X
JSILTOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JSILZTO,X,O,X,X,X,O,O,X,X,X,X,O,X
JSILZOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JSILOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JSILOZT,O,O,O,X,X,O,X,X,X,X,X,O,X
JSIZTLO,O,X,X,X,X,X,O,X,X,X,X,X,X
JSIZTOL,O,X,X,X,X,X,O,X,X,X,X,X,X
JSIZLTO,O,X,X,X,X,O,O,X,X,X,X,X,X
JSIZLOT,O,X,O,X,X,O,X,X,X,X,X,X,X
JSIZOTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIZOLT,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIOTLZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JSIOTZL,X,X,X,X,X,X,X,X,O,X,X,X,X
JSIOLTZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JSIOLZT,O,X,O,X,X,O,X,X,X,X,X,X,X
JSIOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLTIZO,O,O,O,O,X,O,O,X,X,X,X,X,X
JSLTIOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
JSLTZIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JSLTZOI,X,X,O,O,X,X,X,X,X,O,X,X,X
JSLTOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JSLTOZI,X,O,O,O,X,X,X,X,X,O,X,X,X
JSLITZO,O,O,O,X,X,O,X,X,X,X,X,X,X
JSLITOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JSLIZTO,O,O,X,X,X,O,O,X,X,X,X,O,X
JSLIZOT,O,O,O,X,X,O,X,X,X,X,X,O,X
JSLIOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JSLIOZT,O,O,O,X,X,O,X,X,X,X,X,O,X
JSLZTIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JSLZTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JSLZITO,O,O,X,O,X,O,O,X,X,O,X,O,X
JSLZIOT,O,O,O,O,X,O,X,X,X,O,X,O,X
JSLZOTI,X,X,O,O,X,X,X,X,X,O,X,X,X
JSLZOIT,O,X,O,O,X,X,X,X,X,O,X,X,X
JSLOTIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JSLOTZI,O,O,O,O,X,X,X,X,X,O,X,X,X
JSLOITZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JSLOIZT,O,O,O,O,X,O,X,X,X,X,X,X,X
JSLOZTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JSLOZIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JSZTILO,O,X,X,O,X,X,O,X,X,O,X,X,X
JSZTIOL,O,X,X,O,X,X,O,X,X,O,X,X,X
JSZTLIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JSZTLOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZTOIL,O,X,X,O,X,X,X,X,X,O,X,X,X
JSZTOLI,O,X,X,O,X,X,X,X,X,O,X,X,X
JSZITLO,O,X,X,X,X,X,O,X,X,O,X,X,X
JSZITOL,O,X,X,X,X,X,O,X,O,O,X,X,X
JSZILTO,O,X,X,O,X,O,O,X,X,O,X,O,X
JSZILOT,O,X,O,O,X,O,X,X,X,O,X,O,X
JSZIOTL,O,X,X,X,X,X,X,X,O,X,X,X,X
JSZIOLT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSZLTIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JSZLTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZLITO,O,O,X,O,X,O,O,X,X,O,X,O,X
JSZLIOT,O,O,O,O,X,O,X,X,X,O,X,O,X
JSZLOTI,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZLOIT,O,X,O,O,X,X,X,X,X,O,X,X,X
JSZOTIL,O,X,X,O,X,X,X,X,X,O,X,X,X
JSZOTLI,O,X,X,O,X,X,X,X,X,O,X,X,X
JSZOITL,O,X,X,O,X,X,X,X,X,X,X,X,X
JSZOILT,O,X,X,O,X,X,X,X,X,O,X,X,X
JSZOLTI,O,X,X,O,X,X,X,X,X,O,X,X,X
JSZOLIT,O,X,X,O,X,X,X,X,X,O,X,X,X
JSOTILZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JSOTIZL,O,O,X,O,X,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOTLZI,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOTZIL,O,O,X,O,X,X,X,X,X,X,X,X,X
JSOTZLI,O,O,X,O,X,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X,X,X,X,X,X
JSOILTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JSOILZT,O,O,O,O,X,O,X,X,X,X,X,X,X
JSOIZTL,O,X,X,O,X,X,X,X,X,X,X,X,X
JSOIZLT,O,X,X,O,X,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOLTZI,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOLITZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JSOLIZT,O,O,O,O,X,O,X,X,X,X,X,X,X
JSOLZTI,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOLZIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOZTIL,O,O,X,O,X,X,X,X,X,X,X,X,X
JSOZTLI,O,O,X,O,X,X,X,X,X,X,X,X,X
JSOZITL,O,X,X,O,X,X,X,X,X,X,X,X,X
JSOZILT,O,X,X,O,X,X,X,X,X,X,X,X,X
JSOZLTI,O,O,X,O,X,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,O,X,X,X,X,X,X,X,X,X
JZTILSO,O,X,X,O,O,X,X,X,X,O,O,O,X
JZTILOS,O,X,X,X,O,X,X,X,O,O,O,O,X
JZTISLO,X,X,X,O,O,X,O,X,X,O,X,X,X
JZTISOL,X,X,X,O,X,X,O,X,O,O,X,X,X
JZTIOLS,X,X,X,X,O,X,X,O,O,X,X,X,X
JZTIOSL,X,X,X,O,X,X,O,O,O,X,X,X,X
JZTLISO,O,X,X,O,O,X,X,X,X,O,O,O,X
JZTLIOS,O,X,X,X,O,X,X,X,X,O,O,O,X
JZTLSIO,O,X,X,O,O,X,X,X,X,O,X,X,X
JZTLSOI,X,X,X,O,X,X,X,X,X,O,X,X,X
JZTLOIS,O,X,X,X,O,X,X,X,X,O,X,X,X
JZTLOSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JZTSILO,O,X,X,O,O,X,O,X,X,O,X,X,X
JZTSIOL,O,X,X,O,X,X,O,X,X,O,X,X,X
JZTSLIO,O,O,X,O,O,X,O,X,X,O,X,X,X
JZTSLOI,O,X,X,O,X,X,X,X,X,O,X,X,X
JZTSOIL,O,X,X,O,X,X,X,X,X,O,X,X,X
JZTSOLI,O,X,X,O,X,X,X,X,X,O,X,X,X
JZTOILS,O,X,X,X,O,X,X,O,X,X,X,X,X
JZTOISL,X,X,X,O,O,X,X,O,X,X,X,X,X
JZTOLIS,O,X,X,X,O,X,X,O,X,O,X,X,X
JZTOLSI,O,X,X,X,O,X,X,X,X,O,X,X,X
JZTOSIL,X,X,X,O,O,X,X,O,X,O,X,X,X
JZTOSLI,O,X,X,O,O,X,X,X,X,O,X,X,X
JZITLSO,O,X,X,X,O,X,X,X,X,O,X,O,X
JZITLOS,O,X,X,X,O,X,X,X,O,O,X,O,X
JZITSLO,X,X,X,X,O,X,X,X,X,O,X,X,X
JZITSOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JZITOLS,X,X,X,X,O,X,X,O,O,X,X,X,X
JZITOSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JZILTSO,O,X,X,X,O,X,X,X,X,O,X,O,X
JZILTOS,O,X,X,X,X,X,X,X,O,O,X,O,X
JZILSTO,O,X,X,X,O,X,X,X,X,O,X,O,X
JZILSOT,O,X,X,X,O,X,X,X,X,O,X,O,X
JZILOTS,O,X,X,X,X,X,X,X,O,O,X,O,X
JZILOST,O,X,X,X,O,X,X,X,X,O,X,O,X
JZISTLO,O,X,X,X,X,X,O,X,X,O,X,X,X
JZISTOL,O,X,X,X,X,X,O,X,O,O,X,X,X
JZISLTO,O,X,X,O,O,X,O,X,X,O,X,O,X
JZISLOT,O,X,X,O,O,X,X,X,X,O,X,O,X
JZISOTL,X,X,X,X,X,X,X,X,O,X,X,X,X
JZISOLT,O,X,X,X,X,X,X,X,X,O,X,X,X
JZIOTLS,X,X,X,X,O,X,X,O,O,X,X,X,O
JZIOTSL,X,X,X,X,O,X,X,O,O,X,X,X,X
JZIOLTS,X,X,X,X,O,X,X,O,O,X,X,O,O
JZIOLST,X,X,X,X,O,X,X,X,X,X,X,O,O
JZIOSTL,X,X,X,X,X,X,X,O,O,X,X,X,X
JZIOSLT,X,X,X,X,O,X,X,X,X,X,X,X,O
JZLTISO,O,X,X,X,O,X,X,X,X,O,O,O,X
JZLTIOS,O,X,X,X,O,X,X,X,X,O,O,O,X
JZLTSIO,O,X,X,X,O,X,X,X,X,O,X,X,X
JZLTSOI,X,X,X,X,X,X,X,X,X,O,X,X,X
JZLTOIS,O,X,X,X,O,X,X,X,X,O,X,X,X
JZLTOSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JZLITSO,O,X,X,X,O,X,X,X,X,O,X,O,X
JZLITOS,O,X,X,X,X,X,X,X,O,O,X,O,X
JZLISTO,O,O,X,X,O,X,X,X,X,O,X,O,X
JZLISOT,O,O,X,X,O,X,X,X,X,O,X,O,X
JZLIOTS,O,X,X,X,X,X,X,X,O,O,X,O,X
JZLIOST,O,O,X,X,O,X,X,X,X,O,X,O,X
JZLSTIO,O,O,O,X,X,X,X,X,X,O,X,X,X
JZLSTOI,O,X,O,X,X,X,X,X,X,O,X,X,X
JZLSITO,O,O,X,X,X,O,X,X,X,O,X,O,X
JZLSIOT,O,O,O,X,X,O,X,X,X,O,X,O,X
JZLSOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
JZLSOIT,O,X,O,X,X,X,X,X,X,O,X,X,X
JZLOTIS,O,X,X,X,O,X,X,X,X,O,X,X,X
