sequence,v115@4gA8IeE8FeD8EeG8CeE8Jei6IvhFzbBxdBckBelB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Jez7IvhFxdBifB3kBFmB0q?BmpB,v115@4gA8IeE8FeD8EeG8CeE8JeO/IvhFXbBKhBxdB1pBzq?BcqB,v115@4gA8IeE8FeD8EeG8CeE8Jem6IvhFzbBxdBKkBFmB0q?BfqB,v115@4gA8IeE8FeD8EeG8CeE8Je37IvhFxdB0fBVmBifBmp?BzqB,v115@4gA8IeE8FeD8EeG8CeE8JeK/IvhFfgBxdBUhBlgBmp?BzqB,v115@4gA8IeE8FeD8EeG8CeE8JeO/IvhF8fBzbBxiBypB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Jey/IvhFzbB0fBxiB2pB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Je06IvhFzbBxdBKkBFlBXm?B2vB,v115@4gA8IeE8FeD8EeG8CeE8Jez7IvhFxdBKkBUgBlfBXm?B2vB,v115@4gA8IeE8FeD8EeG8CeE8JeT6IvhFxdBlgBikBXmBUq?BmqB
JZTOLSI,X,X,X,O,X,X,X,X,X,X,X
JZTOSIL,X,O,X,X,O,X,X,X,X,X,X
JZTOSLI,X,O,X,X,O,X,X,X,X,X,X
JZITLSO,O,X,X,O,O,O,X,X,X,X,X
JZITLOS,X,X,X,O,X,X,X,X,X,X,X
JZITSLO,O,O,X,X,O,X,X,X,X,X,X
JZITSOL,O,O,X,X,O,X,X,X,X,X,X
JZITOLS,X,X,X,O,X,X,X,X,X,X,X
JZITOSL,X,O,X,X,O,X,X,X,X,X,X
JZILTSO,O,X,X,O,O,O,X,X,X,O,X
JZILTOS,X,X,X,O,X,X,X,X,X,O,O
JZILSTO,O,X,X,X,X,O,X,O,X,O,O
JZILSOT,O,X,X,X,X,O,X,X,X,O,O
JZILOTS,X,X,X,X,X,O,X,X,X,O,O
JZILOST,O,X,X,X,X,O,X,X,X,O,O
JZISTLO,O,O,X,X,O,X,X,O,X,X,O
JZISTOL,O,O,X,X,O,X,X,O,X,X,X
JZISLTO,O,O,X,X,X,O,X,O,X,O,O
JZISLOT,O,X,X,X,X,O,X,X,X,O,O
JZISOTL,O,X,X,X,X,X,X,X,X,X,X
JZISOLT,O,X,X,X,X,X,X,X,X,O,X
JZIOTLS,X,X,X,X,O,O,X,X,X,X,X
JZIOTSL,X,X,X,X,O,X,X,X,X,X,X
JZIOLTS,X,X,X,X,X,O,X,X,X,X,X
JZIOLST,O,X,X,X,X,O,X,X,X,X,X
JZIOSTL,O,X,X,X,X,X,X,X,X,X,X
JZIOSLT,O,X,X,X,X,O,X,X,X,X,X
JZLTISO,O,X,X,O,O,O,X,X,X,O,X
JZLTIOS,X,X,X,O,X,X,X,X,X,O,O
JZLTSIO,O,X,X,O,O,O,X,X,X,O,X
JZLTSOI,O,X,X,O,O,O,X,X,X,O,X
JZLTOIS,X,X,X,O,X,X,X,X,X,O,O
JZLTOSI,X,X,X,O,X,X,X,X,X,O,O
JZLITSO,O,X,X,O,O,O,X,X,X,O,X
JZLITOS,X,X,X,O,X,X,X,X,X,O,O
JZLISTO,O,X,X,X,X,O,X,O,X,O,O
JZLISOT,O,X,X,X,X,O,X,X,X,O,O
JZLIOTS,X,X,X,X,X,O,X,X,X,O,O
JZLIOST,O,X,X,X,X,O,X,X,X,O,O
JZLSTIO,O,X,X,X,X,O,X,O,X,O,O
JZLSTOI,O,X,X,X,X,O,X,O,X,O,O
JZLSITO,O,X,X,X,X,O,X,O,X,O,O
JZLSIOT,O,X,X,X,X,O,X,X,X,O,O
JZLSOTI,O,X,X,X,X,O,X,X,X,O,O
JZLSOIT,O,X,X,X,X,O,X,X,X,O,O
JZLOTIS,X,X,X,X,X,O,X,X,X,O,O
JZLOTSI,X,X,X,X,X,O,X,X,X,O,O
JZLOITS,X,X,X,X,X,O,X,X,X,O,O
JZLOIST,O,X,X,X,X,O,X,X,X,O,O
JZLOSTI,O,X,X,X,X,O,X,X,X,O,O
JZLOSIT,O,X,X,X,X,O,X,X,X,O,O
JZSTILO,O,O,X,X,O,X,X,O,X,X,O
JZSTIOL,O,O,X,X,O,X,X,O,X,X,X
JZSTLIO,O,O,X,X,O,X,X,O,X,X,O
JZSTLOI,O,O,X,X,O,X,X,O,X,X,O
JZSTOIL,O,O,X,X,O,X,X,O,X,X,X
JZSTOLI,O,O,X,X,O,X,X,O,X,X,X
JZSITLO,O,O,X,X,O,X,X,O,X,X,O
JZSITOL,O,O,X,X,O,X,X,O,X,X,X
JZSILTO,O,O,X,X,X,O,X,O,X,O,O
JZSILOT,O,X,X,X,X,O,X,X,X,O,O
JZSIOTL,O,X,X,X,X,X,X,X,X,X,X
JZSIOLT,O,X,X,X,X,X,X,X,X,O,X
JZSLTIO,O,O,X,X,X,O,X,O,X,O,O
JZSLTOI,O,O,X,X,X,O,X,O,X,O,O
JZSLITO,O,O,X,X,X,O,X,O,X,O,O
JZSLIOT,O,X,X,X,X,O,X,X,X,O,O
JZSLOTI,O,X,X,X,X,O,X,X,X,O,O
JZSLOIT,O,X,X,X,X,O,X,X,X,O,O
JZSOTIL,O,X,X,X,X,X,X,X,X,X,X
JZSOTLI,O,X,X,X,X,X,X,X,X,X,X
JZSOITL,O,X,X,X,X,X,X,X,X,X,X
JZSOILT,O,X,X,X,X,X,X,X,X,O,X
JZSOLTI,O,X,X,X,X,X,X,X,X,O,X
JZSOLIT,O,X,X,X,X,X,X,X,X,O,X
JZOTILS,X,X,X,X,O,O,X,X,X,X,X
JZOTISL,X,X,X,X,O,X,X,X,X,X,X
JZOTLIS,X,X,X,X,O,O,X,X,X,X,X
JZOTLSI,X,X,X,X,O,O,X,X,X,X,X
JZOTSIL,X,X,X,X,O,X,X,X,X,X,X
JZOTSLI,X,X,X,X,O,X,X,X,X,X,X
JZOITLS,X,X,X,X,O,O,X,X,X,X,X
JZOITSL,X,X,X,X,O,X,X,X,X,X,X
JZOILTS,X,X,X,X,X,O,X,X,X,X,X
JZOILST,O,X,X,X,X,O,X,X,X,X,X
JZOISTL,O,X,X,X,X,X,X,X,X,X,X
JZOISLT,O,X,X,X,X,O,X,X,X,X,X
JZOLTIS,X,X,X,X,X,O,X,X,X,X,X
JZOLTSI,X,X,X,X,X,O,X,X,X,X,X
JZOLITS,X,X,X,X,X,O,X,X,X,X,X
JZOLIST,O,X,X,X,X,O,X,X,X,X,X
JZOLSTI,O,X,X,X,X,O,X,X,X,X,X
JZOLSIT,O,X,X,X,X,O,X,X,X,X,X
JZOSTIL,O,X,X,X,X,X,X,X,X,X,X
JZOSTLI,O,X,X,X,X,X,X,X,X,X,X
JZOSITL,O,X,X,X,X,X,X,X,X,X,X
JZOSILT,O,X,X,X,X,O,X,X,X,X,X
JZOSLTI,O,X,X,X,X,O,X,X,X,X,X
JZOSLIT,O,X,X,X,X,O,X,X,X,X,X
JOTILSZ,X,X,O,X,O,O,X,X,X,X,X
JOTILZS,X,X,O,X,O,O,X,X,X,X,X
JOTISLZ,X,X,O,X,O,X,X,X,X,X,X
JOTISZL,X,X,O,X,O,X,X,X,X,X,X
JOTIZLS,X,X,O,X,O,O,X,X,X,X,X
JOTIZSL,X,X,O,X,O,X,X,X,X,X,X
JOTLISZ,X,X,O,X,O,O,X,X,X,X,X
JOTLIZS,X,X,O,X,O,O,X,X,X,X,X
JOTLSIZ,X,X,O,X,O,O,X,X,X,X,X
JOTLSZI,X,X,O,X,O,O,X,X,X,X,X
JOTLZIS,X,X,O,X,O,O,X,X,X,X,X
JOTLZSI,X,X,O,X,O,O,X,X,X,X,X
JOTSILZ,X,X,O,X,O,X,X,X,X,X,X
JOTSIZL,X,X,O,X,O,X,X,X,X,X,X
JOTSLIZ,X,X,O,X,O,X,X,X,X,X,X
JOTSLZI,X,X,O,X,O,X,X,X,X,X,X
JOTSZIL,X,X,O,X,O,X,X,X,X,X,X
JOTSZLI,X,X,O,X,O,X,X,X,X,X,X
JOTZILS,X,X,O,X,O,O,X,X,X,X,X
JOTZISL,X,X,O,X,O,X,X,X,X,X,X
JOTZLIS,X,X,O,X,O,O,X,X,X,X,X
JOTZLSI,X,X,O,X,O,O,X,X,X,X,X
JOTZSIL,X,X,O,X,O,X,X,X,X,X,X
JOTZSLI,X,X,O,X,O,X,X,X,X,X,X
JOITLSZ,X,X,O,X,O,O,X,X,X,X,X
JOITLZS,X,X,O,X,O,O,X,X,X,X,X
JOITSLZ,X,X,O,X,O,X,X,X,X,X,X
JOITSZL,X,X,O,X,O,X,X,X,X,X,X
JOITZLS,X,X,O,X,O,O,X,X,X,X,X
JOITZSL,X,X,O,X,O,X,X,X,X,X,X
JOILTSZ,X,X,O,X,O,O,X,X,X,X,X
JOILTZS,X,X,O,X,O,O,X,X,X,X,X
JOILSTZ,X,X,X,X,X,O,X,O,X,O,X
JOILSZT,X,X,X,X,X,O,X,X,X,O,X
JOILZTS,X,X,X,X,X,O,X,X,X,O,X
JOILZST,X,X,X,X,X,O,X,X,X,O,X
JOISTLZ,X,X,X,X,O,X,X,O,X,O,X
JOISTZL,X,X,X,X,O,X,X,O,X,X,X
JOISLTZ,X,X,X,X,X,O,X,O,X,O,X
JOISLZT,X,X,X,X,X,O,X,X,X,O,X
JOISZTL,O,X,X,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,X,O,X,X,X,O,X
JOIZTLS,X,X,X,X,O,O,X,X,X,X,X
JOIZTSL,X,X,X,X,O,X,X,X,X,X,X
JOIZLTS,X,X,X,X,X,O,X,X,X,X,X
JOIZLST,O,X,X,X,X,O,X,X,X,X,X
JOIZSTL,O,X,X,X,X,X,X,X,X,X,X
JOIZSLT,O,X,X,X,X,O,X,X,X,X,X
JOLTISZ,X,X,O,X,O,O,X,X,X,X,X
JOLTIZS,X,X,O,X,O,O,X,X,X,X,X
JOLTSIZ,X,X,O,X,O,O,X,X,X,X,X
JOLTSZI,X,X,O,X,O,O,X,X,X,X,X
JOLTZIS,X,X,O,X,O,O,X,X,X,X,X
JOLTZSI,X,X,O,X,O,O,X,X,X,X,X
JOLITSZ,X,X,O,X,O,O,X,X,X,X,X
JOLITZS,X,X,O,X,O,O,X,X,X,X,X
JOLISTZ,X,X,X,X,X,O,X,O,X,O,X
JOLISZT,X,X,X,X,X,O,X,X,X,O,X
JOLIZTS,X,X,X,X,X,O,X,X,X,O,X
JOLIZST,X,X,X,X,X,O,X,X,X,O,X
JOLSTIZ,X,X,X,X,X,O,X,O,X,O,X
JOLSTZI,X,X,X,X,X,O,X,O,X,O,X
JOLSITZ,X,X,X,X,X,O,X,O,X,O,X
JOLSIZT,X,X,X,X,X,O,X,X,X,O,X
JOLSZTI,X,X,X,X,X,O,X,X,X,O,X
JOLSZIT,X,X,X,X,X,O,X,X,X,O,X
JOLZTIS,X,X,X,X,X,O,X,X,X,O,X
JOLZTSI,X,X,X,X,X,O,X,X,X,O,X
JOLZITS,X,X,X,X,X,O,X,X,X,O,X
JOLZIST,X,X,X,X,X,O,X,X,X,O,X
JOLZSTI,X,X,X,X,X,O,X,X,X,O,X
JOLZSIT,X,X,X,X,X,O,X,X,X,O,X
JOSTILZ,X,X,X,X,O,X,X,O,X,O,X
JOSTIZL,X,X,X,X,O,X,X,O,X,X,X
JOSTLIZ,X,X,X,X,O,X,X,O,X,O,X
JOSTLZI,X,X,X,X,O,X,X,O,X,O,X
JOSTZIL,X,X,X,X,O,X,X,O,X,X,X
JOSTZLI,X,X,X,X,O,X,X,O,X,X,X
JOSITLZ,X,X,X,X,O,X,X,O,X,O,X
JOSITZL,X,X,X,X,O,X,X,O,X,X,X
JOSILTZ,X,X,X,X,X,O,X,O,X,O,X
JOSILZT,X,X,X,X,X,O,X,X,X,O,X
JOSIZTL,O,X,X,X,X,X,X,X,X,X,X
JOSIZLT,O,X,X,X,X,O,X,X,X,O,X
JOSLTIZ,X,X,X,X,X,O,X,O,X,O,X
JOSLTZI,X,X,X,X,X,O,X,O,X,O,X
JOSLITZ,X,X,X,X,X,O,X,O,X,O,X
JOSLIZT,X,X,X,X,X,O,X,X,X,O,X
JOSLZTI,X,X,X,X,X,O,X,X,X,O,X
JOSLZIT,X,X,X,X,X,O,X,X,X,O,X
JOSZTIL,O,X,X,X,X,X,X,X,X,X,X
JOSZTLI,O,X,X,X,X,X,X,X,X,X,X
JOSZITL,O,X,X,X,X,X,X,X,X,X,X
JOSZILT,O,X,X,X,X,O,X,X,X,O,X
JOSZLTI,O,X,X,X,X,O,X,X,X,O,X
JOSZLIT,O,X,X,X,X,O,X,X,X,O,X
JOZTILS,X,X,X,X,O,O,X,X,X,X,X
JOZTISL,X,X,X,X,O,X,X,X,X,X,X
JOZTLIS,X,X,X,X,O,O,X,X,X,X,X
JOZTLSI,X,X,X,X,O,O,X,X,X,X,X
JOZTSIL,X,X,X,X,O,X,X,X,X,X,X
JOZTSLI,X,X,X,X,O,X,X,X,X,X,X
JOZITLS,X,X,X,X,O,O,X,X,X,X,X
JOZITSL,X,X,X,X,O,X,X,X,X,X,X
JOZILTS,X,X,X,X,X,O,X,X,X,X,X
JOZILST,O,X,X,X,X,O,X,X,X,X,X
JOZISTL,O,X,X,X,X,X,X,X,X,X,X
JOZISLT,O,X,X,X,X,O,X,X,X,X,X
JOZLTIS,X,X,X,X,X,O,X,X,X,X,X
JOZLTSI,X,X,X,X,X,O,X,X,X,X,X
JOZLITS,X,X,X,X,X,O,X,X,X,X,X
JOZLIST,O,X,X,X,X,O,X,X,X,X,X
JOZLSTI,O,X,X,X,X,O,X,X,X,X,X
JOZLSIT,O,X,X,X,X,O,X,X,X,X,X
JOZSTIL,O,X,X,X,X,X,X,X,X,X,X
JOZSTLI,O,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,X,X,X,X,X,X,X
JOZSILT,O,X,X,X,X,O,X,X,X,X,X
JOZSLTI,O,X,X,X,X,O,X,X,X,X,X
JOZSLIT,O,X,X,X,X,O,X,X,X,X,X
STILJZO,X,O,X,X,O,X,O,X,X,O,X
STILJOZ,X,X,X,X,X,X,O,X,X,O,O
STILZJO,X,O,X,X,X,X,O,X,X,X,X
STILZOJ,X,O,X,X,X,X,O,X,X,O,O
STILOJZ,X,X,X,X,X,X,O,X,O,X,O
STILOZJ,X,O,X,X,X,X,O,X,O,O,O
STIJLZO,X,O,X,X,O,X,X,O,X,O,X
STIJLOZ,X,X,X,X,X,X,X,O,X,O,O
STIJZLO,O,X,X,X,O,X,X,O,X,X,X
STIJZOL,O,X,X,X,O,X,X,O,X,X,X
STIJOLZ,X,X,O,X,X,X,X,O,X,O,X
STIJOZL,X,X,O,X,O,X,X,O,X,X,X
STIZLJO,O,O,X,O,X,X,X,X,X,X,O
STIZLOJ,X,O,X,O,X,X,X,X,X,X,O
STIZJLO,O,O,X,X,O,X,X,X,X,X,O
STIZJOL,O,O,X,X,O,X,X,X,X,X,X
STIZOLJ,X,O,X,O,X,X,X,X,X,X,O
STIZOJL,X,O,X,X,X,X,X,X,X,X,X
STIOLJZ,X,X,O,X,X,X,X,X,O,X,O
STIOLZJ,X,O,O,X,X,X,X,X,O,O,O
STIOJLZ,X,X,O,X,X,X,X,X,X,X,X
STIOJZL,X,X,O,X,O,X,X,X,X,X,X
STIOZLJ,X,O,O,O,X,X,X,X,X,X,X
STIOZJL,X,O,O,X,X,X,X,X,X,X,X
STLIJZO,X,O,X,X,O,X,O,X,X,O,X
STLIJOZ,X,X,X,X,X,X,O,X,X,O,O
STLIZJO,X,O,X,X,X,X,O,X,X,X,X
STLIZOJ,X,O,X,X,X,X,O,X,X,O,O
STLIOJZ,X,X,X,X,X,X,O,X,O,X,O
STLIOZJ,X,O,X,X,X,X,O,X,O,O,O
STLJIZO,X,O,X,X,O,X,O,X,X,O,X
STLJIOZ,X,X,X,X,X,X,O,X,X,O,O
STLJZIO,X,O,X,X,O,X,O,X,X,O,X
STLJZOI,X,O,X,X,O,X,O,X,X,O,X
STLJOIZ,X,X,X,X,X,X,O,X,X,O,O
STLJOZI,X,X,X,X,X,X,O,X,X,O,O
STLZIJO,X,O,X,X,X,X,O,X,X,X,X
STLZIOJ,X,O,X,X,X,X,O,X,X,O,O
STLZJIO,X,O,X,X,X,X,O,X,X,X,X
STLZJOI,X,O,X,X,X,X,O,X,X,X,X
STLZOIJ,X,O,X,X,X,X,O,X,X,O,O
STLZOJI,X,O,X,X,X,X,O,X,X,O,O
STLOIJZ,X,X,X,X,X,X,O,X,O,X,O
STLOIZJ,X,O,X,X,X,X,O,X,O,O,O
STLOJIZ,X,X,X,X,X,X,O,X,O,X,O
STLOJZI,X,X,X,X,X,X,O,X,O,X,O
STLOZIJ,X,O,X,X,X,X,O,X,O,O,O
STLOZJI,X,O,X,X,X,X,O,X,O,O,O
STJILZO,X,O,X,X,O,X,X,O,X,O,X
STJILOZ,X,X,X,X,X,X,X,O,X,O,O
STJIZLO,O,X,X,X,O,X,X,O,X,X,X
STJIZOL,O,X,X,X,O,X,X,O,X,X,X
STJIOLZ,X,X,O,X,X,X,X,O,X,O,X
STJIOZL,X,X,O,X,O,X,X,O,X,X,X
STJLIZO,X,O,X,X,O,X,X,O,X,O,X
STJLIOZ,X,X,X,X,X,X,X,O,X,O,O
STJLZIO,X,O,X,X,O,X,X,O,X,O,X
STJLZOI,X,O,X,X,O,X,X,O,X,O,X
STJLOIZ,X,X,X,X,X,X,X,O,X,O,O
STJLOZI,X,X,X,X,X,X,X,O,X,O,O
STJZILO,O,X,X,X,O,X,X,O,X,X,X
STJZIOL,O,X,X,X,O,X,X,O,X,X,X
STJZLIO,O,X,X,X,O,X,X,O,X,X,X
STJZLOI,O,X,X,X,O,X,X,O,X,X,X
STJZOIL,O,X,X,X,O,X,X,O,X,X,X
STJZOLI,O,X,X,X,O,X,X,O,X,X,X
STJOILZ,X,X,O,X,X,X,X,O,X,O,X
STJOIZL,X,X,O,X,O,X,X,O,X,X,X
STJOLIZ,X,X,O,X,X,X,X,O,X,O,X
STJOLZI,X,X,O,X,X,X,X,O,X,O,X
STJOZIL,X,X,O,X,O,X,X,O,X,X,X
STJOZLI,X,X,O,X,O,X,X,O,X,X,X
STZILJO,O,O,X,O,X,X,X,X,X,X,O
STZILOJ,X,O,X,O,X,X,X,X,X,X,O
STZIJLO,O,O,X,X,O,X,X,X,X,X,O
STZIJOL,O,O,X,X,O,X,X,X,X,X,X
STZIOLJ,X,O,X,O,X,X,X,X,X,X,O
STZIOJL,X,O,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,X,O,X,X,X,X,X,X,O
STZLIOJ,X,O,X,O,X,X,X,X,X,X,O
STZLJIO,O,O,X,O,X,X,X,X,X,X,O
STZLJOI,O,O,X,O,X,X,X,X,X,X,O
STZLOIJ,X,O,X,O,X,X,X,X,X,X,O
STZLOJI,X,O,X,O,X,X,X,X,X,X,O
STZJILO,O,O,X,X,O,X,X,X,X,X,O
STZJIOL,O,O,X,X,O,X,X,X,X,X,X
STZJLIO,O,O,X,X,O,X,X,X,X,X,O
STZJLOI,O,O,X,X,O,X,X,X,X,X,O
STZJOIL,O,O,X,X,O,X,X,X,X,X,X
STZJOLI,O,O,X,X,O,X,X,X,X,X,X
STZOILJ,X,O,X,O,X,X,X,X,X,X,O
STZOIJL,X,O,X,X,X,X,X,X,X,X,X
STZOLIJ,X,O,X,O,X,X,X,X,X,X,O
STZOLJI,X,O,X,O,X,X,X,X,X,X,O
STZOJIL,X,O,X,X,X,X,X,X,X,X,X
STZOJLI,X,O,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,O,X,X,X,X,X,O,X,O
STOILZJ,X,O,O,X,X,X,X,X,O,O,O
STOIJLZ,X,X,O,X,X,X,X,X,X,X,X
STOIJZL,X,X,O,X,O,X,X,X,X,X,X
STOIZLJ,X,O,O,O,X,X,X,X,X,X,X
STOIZJL,X,O,O,X,X,X,X,X,X,X,X
STOLIJZ,X,X,O,X,X,X,X,X,O,X,O
STOLIZJ,X,O,O,X,X,X,X,X,O,O,O
STOLJIZ,X,X,O,X,X,X,X,X,O,X,O
STOLJZI,X,X,O,X,X,X,X,X,O,X,O
STOLZIJ,X,O,O,X,X,X,X,X,O,O,O
STOLZJI,X,O,O,X,X,X,X,X,O,O,O
STOJILZ,X,X,O,X,X,X,X,X,X,X,X
STOJIZL,X,X,O,X,O,X,X,X,X,X,X
STOJLIZ,X,X,O,X,X,X,X,X,X,X,X
STOJLZI,X,X,O,X,X,X,X,X,X,X,X
STOJZIL,X,X,O,X,O,X,X,X,X,X,X
STOJZLI,X,X,O,X,O,X,X,X,X,X,X
STOZILJ,X,O,O,O,X,X,X,X,X,X,X
STOZIJL,X,O,O,X,X,X,X,X,X,X,X
STOZLIJ,X,O,O,O,X,X,X,X,X,X,X
STOZLJI,X,O,O,O,X,X,X,X,X,X,X
STOZJIL,X,O,O,X,X,X,X,X,X,X,X
STOZJLI,X,O,O,X,X,X,X,X,X,X,X
SITLJZO,X,O,X,X,O,X,O,X,X,O,X
SITLJOZ,X,X,X,X,X,X,O,X,X,O,O
SITLZJO,X,O,X,X,X,X,O,X,X,X,X
SITLZOJ,X,O,X,X,X,X,O,X,X,O,O
SITLOJZ,X,X,X,X,X,X,O,X,O,X,O
SITLOZJ,X,O,X,X,X,X,O,X,O,O,O
SITJLZO,X,O,X,X,O,X,X,O,X,O,X
SITJLOZ,X,X,X,X,X,X,X,O,X,O,O
SITJZLO,O,X,X,X,O,X,X,O,X,X,X
SITJZOL,O,X,X,X,O,X,X,O,X,X,X
SITJOLZ,X,X,O,X,X,X,X,O,X,O,X
SITJOZL,X,X,O,X,O,X,X,O,X,X,X
SITZLJO,O,O,X,O,X,X,X,X,X,X,O
SITZLOJ,X,O,X,O,X,X,X,X,X,X,O
SITZJLO,O,O,X,X,O,X,X,X,X,X,O
SITZJOL,O,O,X,X,O,X,X,X,X,X,X
SITZOLJ,X,O,X,O,X,X,X,X,X,X,O
SITZOJL,X,O,X,X,X,X,X,X,X,X,X
SITOLJZ,X,X,O,X,X,X,X,X,O,X,O
SITOLZJ,X,O,O,X,X,X,X,X,O,O,O
SITOJLZ,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,X,X,O,X,O,X,X,X,X,X,X
SITOZLJ,X,O,O,O,X,X,X,X,X,X,X
SITOZJL,X,O,O,X,X,X,X,X,X,X,X
SILTJZO,X,O,X,X,X,X,O,X,X,O,X
SILTJOZ,X,X,X,X,X,X,O,X,X,O,O
SILTZJO,X,O,X,X,X,X,O,X,X,X,X
SILTZOJ,X,O,X,X,X,X,O,X,X,O,O
SILTOJZ,X,X,X,X,X,X,O,X,O,X,O
SILTOZJ,X,O,X,X,X,X,O,X,O,O,O
SILJTZO,X,O,X,X,X,X,O,O,X,O,X
SILJTOZ,X,X,X,X,X,X,O,O,X,O,O
SILJZTO,O,O,X,X,X,X,O,O,X,O,X
SILJZOT,O,X,X,X,X,X,O,X,X,O,X
SILJOTZ,X,X,X,X,X,X,X,O,O,O,O
SILJOZT,X,X,X,X,X,X,X,X,X,O,X
SILZTJO,O,O,X,O,X,X,O,X,X,X,O
SILZTOJ,X,O,X,O,X,X,O,X,X,O,O
SILZJTO,O,O,X,X,X,X,O,X,X,O,O
SILZJOT,O,X,X,X,X,X,O,X,X,O,O
SILZOTJ,X,O,X,X,X,X,O,X,O,O,O
SILZOJT,O,X,X,X,X,X,O,X,X,O,O
SILOTJZ,X,X,O,X,X,X,O,X,O,X,O
SILOTZJ,X,O,O,X,X,X,O,X,O,O,O
SILOJTZ,X,X,X,X,X,X,X,X,O,O,O
SILOJZT,X,X,X,X,X,X,X,X,X,O,X
SILOZTJ,X,O,X,X,X,X,O,X,O,O,O
SILOZJT,X,X,X,X,X,X,O,X,X,O,O
SIJTLZO,X,O,X,X,O,X,X,O,X,O,X
SIJTLOZ,X,X,X,X,X,X,X,O,X,O,O
SIJTZLO,O,X,X,X,O,X,X,O,X,X,X
SIJTZOL,O,X,X,X,O,X,X,O,X,X,X
SIJTOLZ,X,X,X,X,X,X,X,O,X,O,X
SIJTOZL,X,X,X,X,O,X,X,O,X,X,X
SIJLTZO,X,O,X,X,X,O,O,O,X,O,X
SIJLTOZ,X,X,X,X,X,O,O,O,X,O,O
SIJLZTO,O,O,X,X,X,O,O,O,X,O,X
SIJLZOT,O,X,X,X,X,O,O,X,X,O,X
SIJLOTZ,X,X,X,X,X,O,X,O,O,O,O
SIJLOZT,X,X,X,X,X,O,X,X,X,O,X
SIJZTLO,O,O,X,X,O,X,X,O,X,X,O
SIJZTOL,O,O,X,X,O,X,X,O,X,X,X
SIJZLTO,O,O,X,X,X,O,X,O,X,O,O
SIJZLOT,O,X,X,X,X,O,X,X,X,O,O
SIJZOTL,O,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X,X,X,X,O,X
SIJOTLZ,X,X,X,X,O,X,X,O,X,O,X
SIJOTZL,X,X,X,X,O,X,X,O,X,X,X
SIJOLTZ,X,X,X,X,X,O,X,O,O,O,X
SIJOLZT,X,X,X,X,X,O,X,X,X,O,X
SIJOZTL,O,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,O,X,X,X,O,X
SIZTLJO,O,O,X,O,X,X,X,X,X,X,O
SIZTLOJ,X,O,X,O,X,X,X,X,X,X,O
SIZTJLO,O,O,X,X,X,X,X,X,X,X,O
SIZTJOL,O,O,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,O,X,O,X,X,X,X,X,X,O
SIZTOJL,X,O,X,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,O,X,X,O,X,X,X,O
SIZLTOJ,X,O,X,O,X,X,O,X,X,O,O
SIZLJTO,O,O,X,X,X,X,O,X,X,O,O
SIZLJOT,O,X,X,X,X,X,O,X,X,O,O
SIZLOTJ,X,O,X,X,X,X,O,X,O,O,O
SIZLOJT,O,X,X,X,X,X,O,X,X,O,O
SIZJTLO,O,O,X,X,X,X,X,O,X,X,O
SIZJTOL,O,O,X,X,X,X,X,O,X,X,X
SIZJLTO,O,O,X,X,X,O,X,O,X,O,O
SIZJLOT,O,X,X,X,X,O,X,X,X,O,O
SIZJOTL,O,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X,X,X,O,X
SIZOTLJ,X,O,X,X,X,X,X,X,X,X,O
SIZOTJL,X,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,O,X,X,X,X,X,X,O,O,O
SIZOLJT,O,X,X,X,X,X,X,X,X,O,O
SIZOJTL,O,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,X,X,O,X,O,X,X,X,O,X,O
SIOTLZJ,X,O,O,X,X,X,X,X,O,O,O
SIOTJLZ,X,X,O,X,O,X,X,X,X,X,X
SIOTJZL,X,X,O,X,O,X,X,X,X,X,X
SIOTZLJ,X,X,O,X,X,X,X,X,X,X,X
SIOTZJL,X,X,O,X,O,X,X,X,X,X,X
SIOLTJZ,X,X,O,X,X,X,O,X,O,X,O
SIOLTZJ,X,O,O,X,X,X,O,X,O,O,O
SIOLJTZ,X,X,X,X,X,X,X,X,O,O,O
SIOLJZT,X,X,X,X,X,X,X,X,X,O,X
SIOLZTJ,X,O,X,X,X,X,O,X,O,O,O
SIOLZJT,X,X,X,X,X,X,O,X,X,O,X
SIOJTLZ,X,X,X,X,O,X,X,O,X,O,X
SIOJTZL,X,X,X,X,O,X,X,O,X,X,X
SIOJLTZ,X,X,X,X,X,O,X,O,O,O,X
SIOJLZT,X,X,X,X,X,O,X,X,X,O,X
SIOJZTL,O,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,O,X,X,X,O,X
