sequence,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeWAJvhFxbBXdB?ylBFnBTqB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Jez6IvhF5gBOhB?XdBKqBFnB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhFxcBOlB?VmBUiB3qBzrB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeX9IvhFRgBUgB?6rBOsBFmBTqB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhFxcBUiB?OqBXmBzrBlqB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Jez6IvhFXdBKmB?OqBFnB5lB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Jez6IvhFXdBylB?FnBxqB+qB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeU8IvhFFdBGgB?alBxmB3qBzrB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeR7IvhFShBUgB?/rBFnBTqBOsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeWAJvhFXdBylB?FnBxqBTqB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeWAJvhF0cBylB?FnBxqBTqBXsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhFXdBmgB?FnBxqBTqB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JefBJvhFxcBalB?WrBFnBzrBUqB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeF9IvhFRgBWnB?3gB8qBaqBzrB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhF0cBmgB?FnBxqBTqBXsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Je08IvhFzgBFnB?xqBaqBGqBXsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeT8IvhFUgBVnB?2rB5lBaqBXsB
TJLOSZI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJLOZIS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
TJLOZSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,X,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TJSILOZ,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X
TJSIZLO,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
TJSIZOL,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJSIOLZ,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X
TJSIOZL,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TJSLIZO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSLZIO,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSLZOI,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJSLOIZ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSLOZI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSZILO,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJSZIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TJSZLIO,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSZLOI,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJSZOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSZOLI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSOILZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSOLZI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSOZLI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZILSO,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TJZILOS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TJZISLO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJZISOL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TJZIOLS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJZIOSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TJZLISO,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TJZLIOS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TJZLSIO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZLSOI,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJZLOIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TJZLOSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZSILO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZSIOL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TJZSLIO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZSLOI,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJZSOIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZSOLI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZOISL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TJZOLIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TJZOLSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZOSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZOSLI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOILZS,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
TJOISLZ,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJOISZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TJOIZLS,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
TJOIZSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TJOLISZ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
TJOLSIZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOLSZI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOLZIS,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O
TJOLZSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSILZ,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOSIZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TJOSLIZ,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TJOSLZI,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
TJOSZIL,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
TJOSZLI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
TJOZISL,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O
TJOZLIS,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O
TJOZLSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOZSIL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TJOZSLI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TSILJZO,X,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TSILJOZ,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSILZJO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSILZOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILOJZ,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
TSILOZJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TSIJLZO,X,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSIJLOZ,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSIJZLO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TSIJZOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIJOLZ,X,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X
TSIJOZL,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSIZLJO,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSIZLOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZJLO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TSIZJOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIZOLJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TSIZOJL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TSIOLJZ,O,O,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X
TSIOLZJ,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X
TSIOJLZ,O,X,O,O,X,O,O,X,X,O,X,O,X,X,O,X,X
TSIOJZL,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
TSIOZLJ,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X
TSIOZJL,O,X,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X
TSLIJZO,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
TSLIJOZ,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
TSLIZJO,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
TSLIZOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
TSLIOZJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TSLJIZO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSLJZIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLJZOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TSLJOIZ,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSLJOZI,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSLZIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJIO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLOZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLOZJI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJILZO,X,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSJILOZ,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X
TSJIZLO,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X
TSJIZOL,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSJIOLZ,X,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X
TSJIOZL,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSJLIZO,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TSJLZIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJLZOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TSJLOIZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TSJLOZI,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSJZILO,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TSJZIOL,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TSJZLIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJZLOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TSJZOIL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJZOLI,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJOILZ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSJOLZI,O,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X
TSJOZIL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSJOZLI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSZILJO,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSZILOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZIJLO,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSZIJOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZIOLJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TSZIOJL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TSZLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLJOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZJIOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZJLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZJLOI,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZJOIL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZJOLI,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZOILJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSZOIJL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSZOLIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSZOLJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZOJIL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSZOJLI,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOILJZ,O,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X
TSOILZJ,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
TSOIJLZ,O,X,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TSOIJZL,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSOIZLJ,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
TSOIZJL,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
TSOLIJZ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSOLIZJ,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSOLJIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOLJZI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSOLZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOLZJI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOJILZ,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSOJIZL,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TSOJLIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSOJZIL,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,O
TSOJZLI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSOZILJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSOZIJL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOZLIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOZLJI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOZJIL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOZJLI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZILJSO,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TZILJOS,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TZILSJO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TZILSOJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZILOJS,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X
TZILOSJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TZIJLSO,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
TZIJLOS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TZIJSLO,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
TZIJSOL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TZIJOLS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TZIJOSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TZISLJO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TZISLOJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZISJLO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZISJOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZISOLJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TZISOJL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TZIOLJS,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X
TZIOLSJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TZIOJLS,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O,O,X
TZIOJSL,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TZIOSLJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TZIOSJL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TZLIJSO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLIJOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLISJO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLISOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOJS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
TZLIOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TZLJISO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLJIOS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TZLJSIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLJSOI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLJOIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TZLJOSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLSIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLSJOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLSOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSOJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLOIJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOJIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLOJSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLOSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOSJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJILSO,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TZJILOS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
TZJISLO,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TZJISOL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TZJIOLS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TZJIOSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TZJLISO,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TZJLIOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TZJLSIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZJLSOI,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TZJLOIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TZJLOSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZJSILO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZJSIOL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TZJSLIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZJSLOI,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TZJSOIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJSOLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJOILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJOISL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TZJOLIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TZJOLSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZJOSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJOSLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSILJO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TZSILOJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSIJLO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZSIJOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZSIOLJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
TZSIOJL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
TZSLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLJIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSLJOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSLOIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLOJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSJILO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZSJIOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZSJLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSJOIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZSJOLI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSOILJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSOIJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSOLIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSOLJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSOJIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSOJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOILJS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X
TZOILSJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TZOIJLS,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
TZOIJSL,O,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X
TZOISLJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X
TZOISJL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TZOLIJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOLISJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZOLJIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOLJSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOLSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOLSJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOJILS,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TZOJISL,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O
TZOJLIS,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
TZOJLSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZOJSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TZOJSLI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
