sequence,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFzbBfiBxdBGjBFm?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFXcB8hBCeBmlBxs?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFXcBxdBzhBSoBml?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFRcBGeBfmB0mBln?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeU7IvhFFcBxdBzhBmlBft?B6tB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhF3cBTgBliBimBct?BGtB,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFUcBFdBfmBGoBRs?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFfiBigBGjB0iBFm?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhF3cB+jBTgBliBim?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFxcB3gBcmBTnB6t?BOtB,v115@zgA8IeB8HeB8HeD8AeM8LeU7IvhF1hBziBimB5oB3l?BmsB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFzcB+jBigB3iBFm?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFzcBigB3iBFmBct?BGtB
LZTSIOJ,O,X,X,O,X,O,X,X,X,O,O,X,X
LZTSJIO,O,X,X,O,X,X,X,X,X,X,X,X,X
LZTSJOI,O,X,X,O,X,O,X,X,X,O,X,X,X
LZTSOIJ,O,X,X,O,X,O,X,X,X,O,O,X,X
LZTSOJI,O,X,X,O,X,O,X,X,X,O,X,X,X
LZTOIJS,O,X,O,X,X,O,X,X,X,X,O,X,X
LZTOISJ,O,X,X,X,X,O,X,X,X,O,O,X,X
LZTOJIS,O,X,O,X,X,O,X,X,X,X,O,X,X
LZTOJSI,O,X,O,X,X,O,X,X,X,X,X,X,X
LZTOSIJ,O,X,X,X,X,O,X,X,X,O,O,X,X
LZTOSJI,O,X,X,X,X,O,X,X,X,O,X,X,X
LZITJSO,X,O,X,X,X,X,O,X,X,X,X,X,X
LZITJOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LZITSJO,X,O,X,X,X,X,O,X,X,X,X,X,X
LZITSOJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LZITOJS,X,O,O,X,X,O,X,X,X,X,O,X,X
LZITOSJ,X,X,X,X,X,O,X,X,X,X,O,X,X
LZIJTSO,X,O,O,X,X,X,O,O,X,X,X,X,X
LZIJTOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LZIJSTO,X,O,O,X,X,X,O,X,X,X,X,X,X
LZIJSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LZIJOTS,X,O,X,X,X,X,X,X,X,X,O,X,X
LZIJOST,X,O,X,X,X,X,X,X,X,X,X,X,X
LZISTJO,X,O,X,X,X,X,O,X,X,X,X,X,X
LZISTOJ,X,X,X,X,X,O,O,X,X,O,O,X,X
LZISJTO,X,O,X,X,X,X,O,X,X,X,X,X,X
LZISJOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LZISOTJ,X,X,X,X,X,O,O,X,X,O,O,X,X
LZISOJT,X,O,X,X,X,O,O,X,X,O,X,X,X
LZIOTJS,X,O,O,X,X,O,X,X,X,X,O,X,X
LZIOTSJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LZIOJTS,X,O,O,X,X,O,X,X,X,X,O,X,X
LZIOJST,X,O,O,X,X,O,X,X,X,O,X,X,X
LZIOSTJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LZIOSJT,X,O,O,X,X,O,X,X,X,O,X,X,X
LZJTISO,X,O,O,X,X,X,O,O,X,X,X,X,X
LZJTIOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LZJTSIO,O,O,O,X,O,X,O,O,X,X,X,X,X
LZJTSOI,O,X,X,X,O,O,O,O,X,X,X,X,X
LZJTOIS,X,X,O,X,O,O,X,X,X,X,O,X,X
LZJTOSI,O,X,O,X,O,O,X,X,X,X,X,X,X
LZJITSO,X,O,O,X,X,X,O,O,X,X,X,X,X
LZJITOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LZJISTO,O,O,O,X,X,X,O,X,X,X,X,X,X
LZJISOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LZJIOTS,X,O,X,X,X,X,X,X,X,X,O,X,X
LZJIOST,X,O,X,X,X,X,X,X,X,X,X,X,X
LZJSTIO,O,O,O,X,O,X,O,O,X,X,X,X,X
LZJSTOI,O,X,X,X,O,O,O,O,X,O,X,X,X
LZJSITO,O,O,O,X,O,X,O,O,X,X,X,X,X
LZJSIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LZJSOTI,X,X,X,X,O,O,O,O,X,O,X,O,X
LZJSOIT,X,X,X,X,O,O,X,X,X,O,X,X,X
LZJOTIS,X,X,O,X,O,O,X,X,X,X,O,X,X
LZJOTSI,X,X,O,X,O,O,X,X,X,X,X,X,X
LZJOITS,X,X,O,X,O,O,X,X,X,X,O,X,X
LZJOIST,X,X,O,X,X,O,X,X,X,O,X,X,X
LZJOSTI,X,X,O,X,O,O,X,X,X,O,X,X,X
LZJOSIT,X,X,O,X,O,O,X,X,X,O,X,X,X
LZSTIJO,O,X,X,O,X,X,O,X,X,X,X,X,X
LZSTIOJ,O,X,X,O,X,O,O,X,X,O,O,X,X
LZSTJIO,O,X,X,O,X,X,O,X,X,X,X,X,X
LZSTJOI,O,X,X,O,X,O,X,X,X,O,X,X,X
LZSTOIJ,O,X,X,O,X,O,O,X,X,O,O,X,X
LZSTOJI,O,X,X,O,X,O,X,X,X,O,X,X,X
LZSITJO,X,O,X,O,X,X,O,X,X,X,X,X,X
LZSITOJ,O,X,X,O,X,O,O,X,X,O,O,X,X
LZSIJTO,X,O,X,O,X,X,O,X,X,X,X,X,X
LZSIJOT,X,O,X,O,X,X,O,X,X,X,X,X,X
LZSIOTJ,X,X,X,O,X,O,O,X,X,O,O,X,X
LZSIOJT,X,O,X,O,X,O,O,X,X,O,X,X,X
LZSJTIO,O,O,X,O,X,X,O,O,X,X,X,X,X
LZSJTOI,O,X,X,O,X,O,X,O,X,O,X,X,X
LZSJITO,O,O,X,O,X,X,O,O,X,X,X,X,X
LZSJIOT,X,O,X,O,X,X,O,X,X,X,X,X,X
LZSJOTI,X,X,X,O,X,O,X,O,X,O,X,X,X
LZSJOIT,X,X,X,O,X,O,X,X,X,O,X,X,X
LZSOTIJ,X,X,X,O,X,O,O,X,X,O,O,X,X
LZSOTJI,X,X,X,O,X,O,X,X,X,O,X,X,X
LZSOITJ,X,X,X,O,X,O,O,X,X,O,O,X,X
LZSOIJT,X,X,X,O,X,O,O,X,X,O,X,X,X
LZSOJTI,X,X,X,O,X,O,X,X,X,O,X,X,X
LZSOJIT,X,X,X,O,X,O,X,X,X,O,X,X,X
LZOTIJS,X,X,O,X,X,O,X,X,X,X,O,X,X
LZOTISJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LZOTJIS,X,X,O,X,X,O,X,X,X,X,O,X,X
LZOTJSI,X,X,O,X,X,O,X,X,X,X,X,X,X
LZOTSIJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LZOTSJI,X,X,X,X,X,O,X,X,X,O,X,X,X
LZOITJS,X,X,O,X,X,O,X,X,X,X,O,X,X
LZOITSJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LZOIJTS,X,X,O,X,O,O,X,X,X,X,O,X,X
LZOIJST,X,X,O,X,X,O,X,X,X,O,X,X,X
LZOISTJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LZOISJT,X,X,O,X,X,O,X,X,X,O,X,X,X
LZOJTIS,X,X,O,X,O,O,X,X,X,X,O,X,X
LZOJTSI,X,X,O,X,O,O,X,X,X,X,X,X,X
LZOJITS,X,X,O,X,O,O,X,X,X,X,O,X,X
LZOJIST,X,X,O,X,X,O,X,X,X,O,X,X,X
LZOJSTI,X,X,O,X,O,O,X,X,X,O,X,X,X
LZOJSIT,X,X,O,X,O,O,X,X,X,O,X,X,X
LZOSTIJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LZOSTJI,X,X,X,X,X,O,X,X,X,O,X,X,X
LZOSITJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LZOSIJT,X,X,O,X,X,O,X,X,X,O,X,X,X
LZOSJTI,X,X,O,X,X,O,X,X,X,O,X,X,X
LZOSJIT,X,X,O,X,X,O,X,X,X,O,X,X,X
LOTIJSZ,X,X,O,O,X,X,X,X,X,X,X,X,X
LOTIJZS,X,X,O,X,X,X,X,X,X,X,O,X,X
LOTISJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOTISZJ,O,X,X,X,X,O,X,X,X,X,O,X,X
LOTIZJS,O,X,O,X,X,O,X,X,X,X,O,X,X
LOTIZSJ,O,X,X,X,X,O,X,X,X,X,O,X,X
LOTJISZ,X,X,O,O,X,X,X,X,X,X,X,X,X
LOTJIZS,X,X,O,X,X,X,X,X,X,X,O,X,X
LOTJSIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LOTJSZI,O,X,O,O,X,X,X,X,X,X,X,X,X
LOTJZIS,O,X,O,X,X,X,X,X,X,X,O,X,X
LOTJZSI,O,X,O,X,X,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,X,X,O,X,X,X,X,O,X,X
LOTSJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LOTSJZI,O,X,O,O,X,X,X,X,X,X,X,X,X
LOTSZIJ,O,X,X,O,X,O,X,X,X,O,O,X,X
LOTSZJI,O,X,X,O,X,O,X,X,X,O,X,X,X
LOTZIJS,O,X,O,X,X,O,X,X,X,X,O,X,X
LOTZISJ,O,X,X,X,X,O,X,X,X,X,O,X,X
LOTZJIS,O,X,O,X,X,O,X,X,X,X,O,X,X
LOTZJSI,O,X,O,X,X,O,X,X,X,X,X,X,X
LOTZSIJ,O,X,X,X,X,O,X,X,X,X,O,X,X
LOTZSJI,O,X,X,X,X,O,X,X,X,X,X,X,X
LOITJSZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LOITJZS,X,X,O,X,X,X,X,X,X,X,O,X,X
LOITSJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LOITSZJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LOITZJS,X,X,O,X,X,O,X,X,X,X,O,X,X
LOITZSJ,X,X,X,X,X,O,X,X,X,X,O,X,X
LOIJTSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
LOIJTZS,X,X,O,X,O,X,X,X,O,X,O,X,X
LOIJSTZ,X,X,O,X,X,X,O,X,O,X,X,X,X
LOIJSZT,X,X,O,X,X,O,O,X,O,X,X,X,X
LOIJZTS,X,X,O,X,O,O,X,X,O,X,O,X,X
LOIJZST,X,X,O,X,X,O,X,X,O,X,X,X,X
LOISTJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LOISTZJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LOISJTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LOISJZT,X,X,O,X,X,O,O,X,X,X,X,X,X
LOISZTJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LOISZJT,X,X,O,X,X,O,O,X,X,X,X,X,X
LOIZTJS,X,X,O,X,X,O,X,X,X,X,O,X,X
LOIZTSJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LOIZJTS,X,X,O,X,O,O,X,X,X,X,O,X,X
LOIZJST,X,X,O,X,X,O,X,X,X,O,X,X,X
LOIZSTJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LOIZSJT,X,X,O,X,X,O,X,X,X,O,X,X,X
LOJTISZ,O,X,O,X,X,X,O,O,O,X,X,X,X
LOJTIZS,X,X,O,X,O,X,X,X,O,X,O,X,X
LOJTSIZ,O,X,O,X,O,X,X,O,O,X,X,X,X
LOJTSZI,O,X,O,X,O,X,O,O,O,X,X,X,X
LOJTZIS,X,X,O,X,O,X,X,X,O,X,O,X,X
LOJTZSI,O,X,O,X,O,X,X,X,O,X,X,X,X
LOJITSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
LOJITZS,X,X,O,X,O,X,X,X,O,X,O,X,X
LOJISTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
LOJISZT,X,X,O,X,X,O,O,X,O,X,X,X,X
LOJIZTS,X,X,O,X,O,O,X,X,O,X,O,X,X
LOJIZST,X,X,O,X,X,O,X,X,O,X,X,X,X
LOJSTIZ,O,X,O,X,O,X,X,O,O,X,X,O,X
LOJSTZI,O,X,O,X,O,X,O,O,O,X,X,O,X
LOJSITZ,O,X,O,X,O,X,X,X,O,X,X,O,X
LOJSIZT,X,X,O,X,O,O,X,X,O,X,X,X,X
LOJSZTI,X,X,O,X,O,O,O,O,O,X,X,O,X
LOJSZIT,X,X,O,X,O,O,X,X,O,X,X,X,X
LOJZTIS,X,X,O,X,O,O,X,X,O,X,O,X,X
LOJZTSI,X,X,O,X,O,O,X,X,O,X,X,X,X
LOJZITS,X,X,O,X,O,O,X,X,O,X,O,X,X
LOJZIST,X,X,O,X,X,O,X,X,O,X,X,X,X
LOJZSTI,X,X,O,X,O,O,X,X,O,X,X,X,X
LOJZSIT,X,X,O,X,O,O,X,X,O,X,X,X,X
LOSTIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LOSTIZJ,O,X,X,O,X,O,X,X,X,X,O,X,X
LOSTJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LOSTJZI,O,X,O,O,X,X,X,X,X,X,X,X,X
LOSTZIJ,O,X,X,O,X,O,X,X,X,O,O,X,X
LOSTZJI,O,X,X,O,X,O,X,X,X,O,X,X,X
LOSITJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LOSITZJ,O,X,X,O,X,O,O,X,X,X,O,X,X
LOSIJTZ,X,X,O,O,X,X,O,X,X,X,X,X,X
LOSIJZT,X,X,O,O,X,O,O,X,X,X,X,X,X
LOSIZTJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LOSIZJT,X,X,O,O,X,O,O,X,X,X,X,X,X
LOSJTIZ,O,X,O,O,X,X,X,O,X,X,X,X,X
LOSJTZI,O,X,O,O,X,X,X,O,X,X,X,X,X
LOSJITZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LOSJIZT,X,X,O,O,X,O,X,X,X,X,X,X,X
LOSJZTI,X,X,O,O,X,O,X,O,X,X,X,X,X
LOSJZIT,X,X,O,O,X,O,X,X,X,X,X,X,X
LOSZTIJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LOSZTJI,X,X,X,O,X,O,X,X,X,X,X,X,X
LOSZITJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LOSZIJT,X,X,O,O,X,O,O,X,X,X,X,X,X
LOSZJTI,X,X,O,O,X,O,X,X,X,X,X,X,X
LOSZJIT,X,X,O,O,X,O,X,X,X,X,X,X,X
LOZTIJS,X,X,O,X,X,O,X,X,X,X,O,X,X
LOZTISJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LOZTJIS,X,X,O,X,X,O,X,X,X,X,O,X,X
LOZTJSI,X,X,O,X,X,O,X,X,X,X,X,X,X
LOZTSIJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LOZTSJI,X,X,X,X,X,O,X,X,X,O,X,X,X
LOZITJS,X,X,O,X,X,O,X,X,X,X,O,X,X
LOZITSJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LOZIJTS,X,X,O,X,O,O,X,X,X,X,O,X,X
LOZIJST,X,X,O,X,X,O,X,X,X,O,X,X,X
LOZISTJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LOZISJT,X,X,O,X,X,O,X,X,X,O,X,X,X
LOZJTIS,X,X,O,X,O,O,X,X,X,X,O,X,X
LOZJTSI,X,X,O,X,O,O,X,X,X,X,X,X,X
LOZJITS,X,X,O,X,O,O,X,X,X,X,O,X,X
LOZJIST,X,X,O,X,X,O,X,X,X,O,X,X,X
LOZJSTI,X,X,O,X,O,O,X,X,X,O,X,X,X
LOZJSIT,X,X,O,X,O,O,X,X,X,O,X,X,X
LOZSTIJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LOZSTJI,X,X,X,X,X,O,X,X,X,O,X,X,X
LOZSITJ,X,X,X,X,X,O,X,X,X,O,O,X,X
LOZSIJT,X,X,O,X,X,O,X,X,X,O,X,X,X
LOZSJTI,X,X,O,X,X,O,X,X,X,O,X,X,X
LOZSJIT,X,X,O,X,X,O,X,X,X,O,X,X,X
JTILSZO,O,O,O,O,X,X,O,O,X,X,X,O,X
JTILSOZ,O,X,O,O,X,X,O,O,X,X,X,O,X
JTILZSO,X,O,O,O,X,X,O,O,X,X,X,O,O
JTILZOS,X,O,X,X,X,X,X,X,X,X,X,O,X
JTILOSZ,O,X,O,O,X,X,O,O,X,X,X,O,X
JTILOZS,X,O,O,X,X,X,X,X,X,X,X,O,X
JTISLZO,O,O,O,O,O,X,O,O,X,X,X,O,X
JTISLOZ,O,X,O,O,O,X,O,O,X,X,X,O,X
JTISZLO,O,O,X,O,O,X,O,X,X,X,X,O,X
JTISZOL,O,O,X,O,O,X,O,X,X,X,X,X,X
JTISOLZ,O,X,O,O,X,X,O,X,O,X,X,O,X
JTISOZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JTIZLSO,X,O,X,O,X,X,O,O,X,X,X,O,O
JTIZLOS,X,O,X,X,X,X,X,X,X,X,X,O,X
JTIZSLO,X,O,X,X,O,X,O,X,X,X,X,O,O
JTIZSOL,X,O,X,X,O,X,O,X,X,X,X,X,X
JTIZOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTIZOSL,X,O,X,X,O,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,O,O,X,X,O,O,O,X,X,O,X
JTIOLZS,X,O,O,X,O,X,X,X,O,X,X,O,X
JTIOSLZ,O,X,O,X,O,X,O,X,O,X,X,O,X
JTIOSZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JTIOZLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTIOZSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,X,O,O,X,X,X,O,X
JTLISOZ,O,X,O,O,X,X,O,O,O,X,X,O,X
JTLIZSO,X,O,O,O,X,X,O,O,X,X,X,O,O
JTLIZOS,X,O,X,X,X,X,X,X,X,X,X,O,X
JTLIOSZ,O,X,O,O,X,X,O,O,O,X,X,O,X
JTLIOZS,X,O,O,X,X,X,X,X,O,X,X,O,X
JTLSIZO,O,X,O,O,O,X,O,O,X,X,X,O,X
JTLSIOZ,O,X,O,O,O,X,O,O,O,X,X,O,X
JTLSZIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JTLSZOI,O,X,X,O,O,X,O,O,O,X,X,O,X
JTLSOIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JTLSOZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JTLZISO,O,O,O,O,X,X,O,O,X,X,X,O,O
JTLZIOS,O,O,X,X,X,X,X,X,X,X,X,O,X
JTLZSIO,O,O,O,O,O,X,O,O,X,X,X,O,O
JTLZSOI,O,X,X,O,O,X,O,O,O,X,X,O,O
JTLZOIS,O,X,O,X,O,X,X,X,O,X,X,O,X
JTLZOSI,O,X,O,X,O,X,X,X,O,X,X,O,X
JTLOISZ,O,X,O,O,X,X,O,O,O,X,X,O,X
JTLOIZS,X,X,O,X,O,X,X,X,O,X,X,O,X
JTLOSIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JTLOSZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JTLOZIS,O,X,O,X,O,X,X,X,O,X,X,O,X
JTLOZSI,O,X,O,X,O,X,X,X,O,X,X,O,X
JTSILZO,O,O,O,O,O,X,O,O,X,X,X,O,X
JTSILOZ,O,X,O,O,O,X,O,O,X,X,X,O,X
JTSIZLO,O,O,X,O,O,X,O,X,X,X,X,O,X
JTSIZOL,O,O,X,O,O,X,O,X,X,X,X,X,X
JTSIOLZ,O,X,O,O,X,X,O,X,O,X,X,O,X
JTSIOZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JTSLIZO,O,X,O,O,O,X,O,O,X,X,X,O,X
JTSLIOZ,O,X,O,O,O,X,O,O,X,X,X,O,X
JTSLZIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JTSLZOI,O,X,X,O,O,X,O,O,X,X,X,O,X
JTSLOIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JTSLOZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JTSZILO,O,O,X,O,O,X,O,X,X,X,X,O,X
JTSZIOL,O,O,X,O,O,X,X,X,X,O,X,X,X
JTSZLIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JTSZLOI,O,X,X,O,O,X,O,O,X,O,X,O,X
JTSZOIL,O,O,O,O,O,X,X,X,X,O,X,X,X
JTSZOLI,O,X,O,O,O,X,O,X,O,O,X,O,X
JTSOILZ,O,X,O,O,O,X,X,X,O,X,X,O,X
JTSOIZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JTSOLIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JTSOLZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JTSOZIL,O,O,O,O,O,X,X,X,X,O,X,X,X
JTSOZLI,O,X,O,O,O,X,O,X,O,O,X,O,X
JTZILSO,O,O,X,O,X,X,O,O,X,X,X,O,O
JTZILOS,O,O,X,X,X,X,X,X,X,X,X,O,X
JTZISLO,O,O,X,X,O,X,O,X,X,X,X,O,O
JTZISOL,O,O,X,X,O,X,O,X,X,X,X,X,X
JTZIOLS,O,O,X,X,O,X,X,X,X,X,X,X,X
JTZIOSL,O,O,X,X,O,X,X,X,X,X,X,X,X
JTZLISO,O,O,O,O,X,X,O,O,X,X,X,O,O
JTZLIOS,O,O,X,X,X,X,X,X,X,X,X,O,X
JTZLSIO,O,O,O,O,O,X,O,O,X,X,X,O,O
JTZLSOI,O,X,X,O,O,X,O,O,X,X,X,O,O
JTZLOIS,O,X,O,X,O,X,X,X,X,X,X,O,X
JTZLOSI,O,X,O,X,O,X,X,X,X,X,X,O,X
JTZSILO,O,O,X,O,O,X,O,X,X,X,X,O,O
JTZSIOL,O,O,X,O,O,X,X,X,X,X,X,X,X
JTZSLIO,O,O,O,O,O,X,O,O,X,X,X,O,O
JTZSLOI,O,X,X,O,O,X,O,O,X,X,X,O,O
JTZSOIL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTZSOLI,O,X,O,O,O,X,O,X,O,X,X,O,O
JTZOILS,O,O,X,X,O,X,X,X,X,X,X,X,X
JTZOISL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTZOLIS,O,X,O,X,O,X,X,X,O,X,X,O,X
JTZOLSI,O,X,O,X,O,X,X,X,O,X,X,O,X
JTZOSIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTZOSLI,O,X,O,X,O,X,X,X,O,X,X,O,X
JTOILSZ,O,X,O,O,X,X,O,O,O,X,X,O,X
JTOILZS,X,O,O,X,O,X,X,X,O,X,X,O,X
JTOISLZ,O,X,O,X,O,X,O,X,O,X,X,O,X
JTOISZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JTOIZLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JTOIZSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTOLISZ,O,X,O,O,X,X,O,O,O,X,X,O,X
JTOLIZS,X,X,O,X,O,X,X,X,O,X,X,O,X
JTOLSIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JTOLSZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JTOLZIS,O,X,O,X,O,X,X,X,O,X,X,O,X
JTOLZSI,O,X,O,X,O,X,X,X,O,X,X,O,X
JTOSILZ,O,X,O,O,O,X,X,X,O,X,X,O,X
JTOSIZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JTOSLIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
JTOSLZI,O,X,O,O,O,X,O,O,O,X,X,O,X
JTOSZIL,O,O,O,O,O,X,X,X,X,O,X,X,X
JTOSZLI,O,X,O,O,O,X,O,X,O,O,X,O,X
JTOZILS,O,O,X,X,O,X,X,X,X,X,X,X,X
JTOZISL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTOZLIS,O,X,O,X,O,X,X,X,O,X,X,O,X
JTOZLSI,O,X,O,X,O,X,X,X,O,X,X,O,X
JTOZSIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTOZSLI,O,X,O,X,O,X,X,X,O,X,X,O,X
JITLSZO,O,O,O,X,X,X,O,O,X,X,X,O,X
JITLSOZ,O,X,O,X,X,X,O,O,X,X,X,O,X
JITLZSO,X,O,O,X,X,X,O,O,X,X,X,O,O
JITLZOS,X,O,X,X,X,X,X,X,X,X,X,O,X
JITLOSZ,O,X,O,X,X,X,O,O,X,X,X,O,X
JITLOZS,X,O,O,X,X,X,X,X,X,X,X,O,X
JITSLZO,O,O,O,X,O,X,O,O,X,X,X,O,X
JITSLOZ,O,X,O,X,O,X,O,O,X,X,X,O,X
JITSZLO,O,O,X,X,O,X,O,X,X,X,X,O,X
JITSZOL,O,O,X,X,O,X,O,X,X,X,X,X,X
JITSOLZ,O,X,O,X,X,X,O,X,O,X,X,O,X
JITSOZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JITZLSO,X,O,X,X,X,X,O,O,X,X,X,O,O
JITZLOS,X,O,X,X,X,X,X,X,X,X,X,O,X
JITZSLO,X,O,X,X,O,X,O,X,X,X,X,O,O
JITZSOL,X,O,X,X,O,X,O,X,X,X,X,X,X
JITZOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JITZOSL,X,O,X,X,O,X,X,X,X,X,X,X,X
JITOLSZ,O,X,O,X,X,X,O,O,O,X,X,O,X
JITOLZS,X,O,O,X,O,X,X,X,O,X,X,O,X
JITOSLZ,O,X,O,X,O,X,O,X,O,X,X,O,X
JITOSZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JITOZLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JITOZSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JILTSZO,O,O,O,X,X,X,O,O,X,X,X,O,X
JILTSOZ,O,X,O,X,X,X,O,O,O,X,X,O,X
JILTZSO,X,O,O,X,X,X,O,O,X,X,X,O,X
JILTZOS,X,O,X,X,X,X,X,X,X,X,X,O,X
JILTOSZ,O,X,O,X,X,X,O,O,O,X,X,O,X
JILTOZS,X,O,O,X,X,X,X,X,O,X,X,O,X
JILSTZO,O,O,O,X,X,X,O,O,X,X,X,O,X
JILSTOZ,O,X,O,X,X,X,O,O,O,X,X,O,X
JILSZTO,O,O,O,X,X,X,O,O,X,X,X,X,X
JILSZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JILSOTZ,O,X,O,X,X,X,O,X,O,X,X,O,X
JILSOZT,X,X,X,X,X,X,O,X,O,X,X,X,X
JILZTSO,X,O,O,X,X,X,O,O,X,X,X,X,X
JILZTOS,X,O,X,X,X,X,X,X,X,X,X,X,X
JILZSTO,O,O,O,X,X,X,O,X,X,X,X,X,X
JILZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JILZOTS,X,O,X,X,X,X,X,X,X,X,X,X,X
JILZOST,X,O,X,X,X,X,X,X,X,X,X,X,X
JILOTSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
JILOTZS,X,O,O,X,X,X,X,X,O,X,X,X,X
JILOSTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
JILOSZT,X,X,O,X,X,X,O,X,O,X,X,X,X
JILOZTS,X,O,O,X,X,X,X,X,O,X,X,X,X
