sequence,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFcmBxiBdsBCoBWw?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFymBziB5oB0rBms?BXrB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBxiBesBStBXr?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFymBziB5oBXrBms?B0rB,v115@9gC8GeB8HeC8GeC8DeA8LeRBJvhF3iB9oB6qBOrBzr?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFtmB5oB8qBznByw?BmsB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFxiBmmBCoB0rBTt?BXrB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhF9mBSoBzqBxsBes?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBSoBXrBxsBes?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFmhBCjB0rBxsBXr?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFtmBziB5oB8qBms?BywB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFxiBmmBCoBXrBTt?B0rB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFcmBxnBdsBCoBWw?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFzhB0rBxsBerBft?B6tB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBXjByrB+tB0n?BRwB,v115@9gC8GeB8HeC8GeC8DeA8Le9GJvhFxiB0lBesBftB6t?BzqB,v115@9gC8GeB8HeC8GeC8DeA8LemCJvhF5oB0lBdsBftBTr?BCrB
LISTJOZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LISTZJO,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
LISTZOJ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LISTOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LISTOZJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJTZO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O
LISJTOZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LISJZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,O
LISJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZTJO,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LISZTOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LISZJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LISZJOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,O,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X
LIZTJOS,O,O,X,X,O,O,O,X,X,O,X,X,X,O,O,X,X
LIZTSJO,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
LIZTSOJ,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X,X,O
LIZTOJS,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X
LIZTOSJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIZJTSO,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X
LIZJTOS,O,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X
LIZJSTO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LIZJSOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZJOTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LIZJOST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZSTJO,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
LIZSTOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LIZSJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LIZSJOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOTJZS,O,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X
LIOTSJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LIOTSZJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOTZJS,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X
LIOTZSJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOJTZS,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LIOJSTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOJSZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTIZOS,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTIOSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTSIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LJTSIOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
LJTSZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTSZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LJTSOIZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LJTSOZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LJTZISO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTZIOS,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LJTZSIO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
LJTZSOI,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
LJTZOIS,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LJTZOSI,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LJTOISZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOSIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJITSZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJITSOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJITZSO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LJITZOS,O,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X
LJITOSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJITOZS,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LJISTZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJISTOZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJISZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZTSO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LJIZTOS,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LJIZSTO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LJIZSOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJIZOTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJIOTSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIOTZS,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LJIOSTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOZTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSTIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LJSTIOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
LJSTZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSTZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LJSTOIZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LJSTOZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LJSITZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LJSITOZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LJSIZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJSIOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LJSIOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJSZTIO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
LJSZTOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
LJSZITO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
LJSZIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJSZOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJSZOIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LJSOTIZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSOTZI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSOITZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSOIZT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LJSOZTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJSOZIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LJZTISO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZTIOS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LJZTSIO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
LJZTSOI,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
LJZTOIS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LJZTOSI,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LJZITSO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZITOS,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZISTO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZISOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZIOTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZSTIO,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
LJZSTOI,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
LJZSITO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
LJZSIOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LJZSOTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LJZSOIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
LJZOTIS,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZOTSI,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZOITS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZOIST,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LJZOSTI,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZOSIT,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LJOTISZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOTSIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOTZSI,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOITSZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOISTZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
LJOIZTS,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOIZST,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LJOSTIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
LJOSZTI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOSZIT,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
LJOZTIS,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOZTSI,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOZITS,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOZIST,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LJOZSTI,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOZSIT,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LSTIJZO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
LSTIJOZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X
LSTIZJO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
LSTIZOJ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LSTIOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTJIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LSTJIOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LSTJZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LSTJZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LSTJOIZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LSTJOZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LSTZIJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LSTZIOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSTZJIO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O
LSTZJOI,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X
LSTZOIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LSTOIZJ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LSTOJIZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSTOJZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSTOZIJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSTOZJI,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSITJZO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
LSITJOZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X
LSITZJO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
LSITZOJ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LSITOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSITOZJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIJTZO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
LSIJTOZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LSIJZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
LSIJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSIJOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSIZTJO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LSIZTOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LSIZJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O
LSIZJOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LSIZOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOZTJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LSJTIOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LSJTZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LSJTZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LSJTOIZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LSJTOZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LSJITZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LSJITOZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJIZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
LSJIZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSJIOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJIOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSJZTIO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
LSJZTOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
LSJZITO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
LSJZIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSJZOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSJZOIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LSJOTIZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJOTZI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJOITZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJOIZT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LSJOZTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSJOZIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LSZTIJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LSZTIOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LSZTJIO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O
LSZTJOI,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X
LSZTOIJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZTOJI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZITJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LSZITOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LSZIJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O
LSZIJOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LSZIOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,O
LSZJTOI,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
LSZJITO,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,O
LSZJIOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LSZJOTI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LSZJOIT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LSZOTIJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZOTJI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZOITJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZOIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LSZOJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LSOTIJZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSOTIZJ,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LSOTJIZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOTJZI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOTZIJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSOTZJI,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSOITJZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSOITZJ,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LSOIJTZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
LSOIJZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSOIZTJ,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LSOIZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LSOJTZI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LSOJITZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LSOJIZT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LSOJZTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSOJZIT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LSOZTIJ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSOZTJI,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSOZITJ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSOZIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOZJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LSOZJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LZTIJSO,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
