sequence,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjB6mBO?nBzlBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhF3dBcjB6lBO?mBzmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBSjBThBN?nBWrB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeBXmBm?nB5nB0rB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFicB+iBTeB3?hB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTeBxhBXmBm?nB0mB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjBzlBC?nBmmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBKiBcjBX?mBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeB0mBm?nB5nBXrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JecDJvhFxgBXiBzlBt?sBGrBisB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBanBG?mBtsBzqB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBxdBenBC?jBXmB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBulBi?mBtsBzrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF0hBxiBOoBz?lB9sBCsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF9hBKiBcjBz?lBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFKhBzcBGeB3?iB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFthBTeB8lBm?nBxrB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFGeBXhBdoBz?mB0lB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeT+IvhF6lBxhBUhBm?nB3mB9sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFCdBTeBxmB8?sBerBXsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFTeB0gBmhBf?oBSrB9sB
ZSLITJO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X
ZSLITOJ,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
ZSLIJTO,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X
ZSLIJOT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZSLIOTJ,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIOJT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSLJTIO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSLJTOI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZSLJITO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSLJIOT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSLJOTI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZSLJOIT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSLOTIJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOTJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSLOITJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOIJT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSLOJTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSLOJIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSJTILO,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X
ZSJTIOL,O,O,O,O,O,O,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X
ZSJTLIO,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
ZSJTLOI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZSJTOIL,O,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZSJTOLI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
ZSJITLO,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X
ZSJITOL,O,O,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X
ZSJILTO,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X
ZSJILOT,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJIOTL,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
ZSJIOLT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSJLTIO,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJLTOI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZSJLITO,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJLIOT,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSJLOTI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZSJLOIT,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSJOTIL,O,X,O,O,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
ZSJOTLI,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
ZSJOITL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
ZSJOILT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSJOLTI,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZSJOLIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSOTILJ,O,O,O,X,X,X,O,O,X,O,O,X,O,O,O,X,X,X,X,O,X
ZSOTIJL,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,X,X,O,X
ZSOTLIJ,O,O,O,X,X,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
ZSOTLJI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSOTJIL,O,O,O,O,O,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
ZSOTJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZSOITLJ,O,O,X,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,O,X
ZSOITJL,O,O,X,X,O,X,X,O,X,O,O,X,O,O,O,O,O,X,X,O,X
ZSOILTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZSOILJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSOIJTL,O,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X
ZSOIJLT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSOLTIJ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZSOLTJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOLITJ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZSOLIJT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSOLJTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSOLJIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOJTIL,O,X,O,O,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
ZSOJTLI,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZSOJITL,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X
ZSOJILT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSOJLTI,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZSOJLIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOTILJS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZOTILSJ,O,O,O,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZOTIJLS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZOTIJSL,O,O,O,X,O,X,X,X,X,O,O,X,X,O,O,X,O,X,X,O,X
ZOTISLJ,O,O,O,X,X,X,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X
ZOTISJL,O,O,X,X,O,X,X,X,X,O,O,X,O,O,O,X,O,X,X,O,X
ZOTLIJS,O,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X
ZOTLISJ,O,O,O,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
ZOTLJIS,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,O,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X
ZOTLSJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOTJILS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X
ZOTJISL,O,O,O,X,O,O,X,X,O,O,O,O,X,O,O,O,O,X,X,O,X
ZOTJLIS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOTJLSI,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOTJSIL,O,O,O,O,O,O,X,X,O,O,X,O,X,O,O,X,O,O,X,X,X
ZOTJSLI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
ZOTSILJ,O,O,O,X,X,X,O,O,X,O,O,X,O,O,O,X,X,O,X,O,X
ZOTSIJL,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,O,X,O,X
ZOTSLIJ,O,O,O,X,X,X,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X
ZOTSLJI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
ZOTSJIL,O,O,O,O,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X
ZOTSJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O
ZOITLJS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
ZOITLSJ,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,X,O,X
ZOITJLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOITJSL,O,X,X,X,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X
ZOITSLJ,O,X,X,X,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X,O,X
ZOITSJL,O,X,X,X,O,X,X,X,X,O,O,X,O,O,O,O,O,X,X,O,X
ZOILTJS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZOILTSJ,O,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X
ZOILJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOILJST,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILSTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOILSJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOIJTLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOIJTSL,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X,X,O,X
ZOIJLTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOIJLST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOIJSTL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X
ZOIJSLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOISTLJ,O,X,X,X,O,X,O,O,X,O,O,X,O,O,O,O,X,X,X,O,X
ZOISTJL,O,X,X,X,O,X,X,O,X,O,O,X,O,O,O,O,O,X,X,O,X
ZOISLTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOISLJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOISJTL,O,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X
ZOISJLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOLTIJS,O,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X
ZOLTISJ,O,O,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X
ZOLTJIS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X
ZOLTSJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLITJS,O,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X
ZOLITSJ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZOLIJTS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZOLIJST,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOLISTJ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOLISJT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOLJTIS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOLJTSI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOLJITS,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOLJIST,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOLJSTI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZOLJSIT,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOLSTIJ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOLSTJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLSITJ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOLSIJT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOLSJTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOLSJIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJTILS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X
ZOJTISL,O,O,O,X,O,O,X,X,O,O,O,O,X,O,O,O,O,X,X,O,X
ZOJTLIS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOJTLSI,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOJTSIL,O,O,O,O,O,O,X,X,O,O,X,O,X,O,O,X,O,X,X,X,X
ZOJTSLI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOJITLS,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X
ZOJITSL,O,O,O,X,O,X,X,X,O,O,O,O,X,X,O,O,O,X,X,O,X
ZOJILTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOJILST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJISTL,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X
ZOJISLT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLTIS,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOJLTSI,O,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOJLITS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOJLIST,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOJLSTI,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZOJLSIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOJSTIL,O,X,O,O,O,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
ZOJSTLI,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
ZOJSITL,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,O,O,X,X,X
ZOJSILT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOJSLTI,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZOJSLIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOSTILJ,O,O,O,X,X,X,O,O,X,O,O,X,O,O,O,X,X,O,X,O,X
ZOSTIJL,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,O,X,O,X
ZOSTLIJ,O,O,O,X,X,X,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X
ZOSTLJI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
ZOSTJIL,O,O,O,O,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X
ZOSTJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O
ZOSITLJ,O,O,X,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,O,X
ZOSITJL,O,O,X,X,O,X,X,O,X,O,O,X,O,O,O,O,O,O,X,O,X
ZOSILTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOSIJTL,O,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,O,O,X,X,X
ZOSIJLT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOSLTIJ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOSLTJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSLITJ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOSLIJT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOSLJTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOSLJIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSJTIL,O,X,O,O,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
ZOSJTLI,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZOSJITL,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,O,O,X,X,X
ZOSJILT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOSJLTI,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O
ZOSJLIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OTILJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTILJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTILSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X
OTILZJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,X,X,X
OTIJLSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTIJLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
OTIJSLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTIJSZL,O,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X
OTIJZLS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
OTIJZSL,O,O,X,X,O,O,X,X,O,O,O,X,X,O,O,O,O,X,X,X,X
OTISLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTISLZJ,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X
OTISJLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTISJZL,O,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X
OTISZLJ,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X
OTISZJL,O,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X
OTIZLJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
OTIZLSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,X,X,O,X
OTIZJLS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
OTIZJSL,O,O,X,X,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X
OTIZSLJ,O,O,X,X,O,X,X,X,X,O,O,X,O,O,O,O,X,X,X,O,X
OTIZSJL,O,O,X,X,O,X,X,X,X,O,O,X,O,O,O,O,O,X,X,O,X
OTLIJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLISJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTLIZJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
OTLJISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTLJSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJSZI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJZIS,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZSI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
OTLSJIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSJZI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OTLSZIJ,O,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X
OTLSZJI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OTLZIJS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTLZISJ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
OTLZJIS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZJSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTJILSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJILZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
OTJISLZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
OTJISZL,O,O,O,O,X,O,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X
OTJIZLS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
OTJIZSL,O,O,O,X,O,O,X,X,O,O,O,X,X,O,O,O,O,X,X,X,X
OTJLISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTJLSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLSZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLZIS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTJLZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTJSILZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
OTJSIZL,O,O,O,O,X,O,X,X,X,X,X,O,X,O,O,X,O,O,X,X,X
OTJSLIZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OTJSLZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OTJSZIL,O,O,O,O,X,O,X,X,O,O,X,O,X,O,O,X,O,O,X,X,X
OTJSZLI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
OTJZILS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X
OTJZISL,O,O,O,X,O,O,X,X,O,O,O,O,X,O,O,O,O,X,X,O,X
