sequence,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jex6IvhF8g?B6iBTeBmfBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFRb?B0dB6jB3gBznBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8JeT6IvhFOg?B8gBxdBCjBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jei6IvhFzb?BxdBUgBWoBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8JeT6IvhFib?BxdB3gBunBcoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jex6IvhF8g?B6iBmfBTjBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFzb?BxdBCjBUgBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jei6IvhFTe?BRgBWoB3gB0nBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFxd?B3gBqnBTjBFlB8qB
JSILTOZ,X,X,X,O,X,X,O,X,X
JSILZTO,O,O,X,O,X,X,X,X,X
JSILZOT,O,O,X,X,X,X,O,X,X
JSILOTZ,X,O,X,X,X,X,O,O,O
JSILOZT,O,O,X,O,O,X,O,O,O
JSIZTLO,O,O,X,O,X,X,X,X,X
JSIZTOL,O,X,O,O,X,X,X,X,X
JSIZLTO,O,O,X,O,X,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X,X,X
JSIZOTL,O,O,O,X,X,X,X,X,X
JSIZOLT,O,O,O,X,X,X,X,X,X
JSIOTLZ,X,O,X,X,X,X,X,X,X
JSIOTZL,X,O,O,X,X,X,X,X,X
JSIOLTZ,X,O,X,X,X,X,O,O,X
JSIOLZT,O,O,X,O,O,X,O,O,X
JSIOZTL,O,O,O,X,X,X,X,X,X
JSIOZLT,O,O,O,X,X,X,X,X,X
JSLTIZO,O,O,O,O,X,X,O,X,X
JSLTIOZ,O,X,O,O,X,X,O,O,X
JSLTZIO,O,O,O,O,X,X,O,X,X
JSLTZOI,O,X,O,O,X,X,O,X,X
JSLTOIZ,O,X,O,O,X,X,O,O,O
JSLTOZI,O,X,O,X,X,X,O,X,O
JSLITZO,X,O,O,O,X,X,O,X,X
JSLITOZ,X,X,O,O,X,X,O,X,X
JSLIZTO,O,O,O,O,X,X,X,X,X
JSLIZOT,O,O,O,X,X,X,O,X,X
JSLIOTZ,X,O,O,X,X,X,O,O,O
JSLIOZT,O,O,O,O,O,X,O,O,O
JSLZTIO,O,O,O,O,O,X,X,X,X
JSLZTOI,O,X,O,O,O,X,X,X,X
JSLZITO,O,O,O,O,O,X,X,X,X
JSLZIOT,O,O,O,O,O,O,O,X,X
JSLZOTI,O,X,O,O,O,O,O,X,O
JSLZOIT,O,O,O,O,O,O,O,X,O
JSLOTIZ,O,O,O,X,X,X,O,O,O
JSLOTZI,O,O,O,X,X,X,O,X,O
JSLOITZ,X,O,O,X,X,X,O,O,O
JSLOIZT,O,O,O,O,O,X,O,O,O
JSLOZTI,O,O,O,X,O,O,O,X,O
JSLOZIT,O,O,O,X,O,O,O,X,O
JSZTILO,O,O,X,O,O,X,X,X,X
JSZTIOL,O,X,O,O,O,X,X,X,X
JSZTLIO,O,O,O,O,O,X,X,X,X
JSZTLOI,O,X,O,O,O,X,X,X,X
JSZTOIL,O,X,O,O,O,X,X,X,X
JSZTOLI,O,X,O,O,O,X,X,X,X
JSZITLO,O,O,X,O,O,X,X,X,X
JSZITOL,O,X,O,O,O,X,X,X,X
JSZILTO,O,O,O,O,O,X,X,X,X
JSZILOT,O,O,O,O,O,O,X,X,X
JSZIOTL,O,O,O,O,O,X,X,X,X
JSZIOLT,O,O,O,O,O,O,X,X,X
JSZLTIO,O,O,O,O,O,X,X,X,X
JSZLTOI,O,X,O,O,O,X,X,X,X
JSZLITO,O,O,O,O,O,X,X,X,X
JSZLIOT,O,O,O,O,O,O,O,X,X
JSZLOTI,O,X,O,O,O,O,O,X,O
JSZLOIT,O,O,O,O,O,O,O,X,O
JSZOTIL,O,O,O,O,O,X,X,X,X
JSZOTLI,O,O,O,O,O,X,X,X,X
JSZOITL,O,O,O,O,O,X,X,X,X
JSZOILT,O,O,O,O,O,O,X,X,X
JSZOLTI,O,O,O,O,O,O,O,X,X
JSZOLIT,O,O,O,O,O,O,O,X,X
JSOTILZ,O,O,X,X,X,X,X,O,X
JSOTIZL,O,O,O,X,X,X,X,X,X
JSOTLIZ,O,O,O,X,X,X,O,O,X
JSOTLZI,O,O,O,X,X,X,O,X,X
JSOTZIL,O,O,O,X,X,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X,X,X
JSOITLZ,X,O,X,X,X,X,X,X,X
JSOITZL,X,O,O,X,X,X,X,X,X
JSOILTZ,X,O,X,X,X,X,O,O,X
JSOILZT,O,O,X,O,O,X,O,O,X
JSOIZTL,O,O,O,X,X,X,X,X,X
JSOIZLT,O,O,O,X,X,X,X,X,X
JSOLTIZ,O,O,O,X,X,X,O,O,O
JSOLTZI,O,O,O,X,X,X,O,X,O
JSOLITZ,X,O,O,X,X,X,O,O,O
JSOLIZT,O,O,O,O,O,X,O,O,O
JSOLZTI,O,O,O,X,O,O,O,X,O
JSOLZIT,O,O,O,X,O,O,O,X,O
JSOZTIL,O,O,O,X,O,X,X,X,X
JSOZTLI,O,O,O,X,O,X,X,X,X
JSOZITL,O,O,O,X,O,X,X,X,X
JSOZILT,O,O,O,X,O,O,X,X,X
JSOZLTI,O,O,O,X,O,O,O,X,X
JSOZLIT,O,O,O,X,O,O,O,X,X
JZTILSO,O,O,X,O,O,X,X,X,X
JZTILOS,X,O,X,O,O,O,X,O,X
JZTISLO,O,O,X,O,O,X,X,X,X
JZTISOL,O,O,X,O,O,X,X,X,X
JZTIOLS,X,O,X,O,O,O,X,O,X
JZTIOSL,X,X,O,O,O,X,X,X,X
JZTLISO,O,O,X,O,O,X,X,X,X
JZTLIOS,X,O,X,O,O,O,X,O,X
JZTLSIO,O,O,X,O,O,X,X,X,X
JZTLSOI,O,O,X,O,O,X,X,X,X
JZTLOIS,X,O,X,O,O,O,X,O,X
JZTLOSI,X,O,X,O,O,O,X,X,X
JZTSILO,O,O,X,O,O,X,X,X,X
JZTSIOL,O,O,O,O,O,X,X,X,X
JZTSLIO,O,O,O,O,O,X,X,X,X
JZTSLOI,O,O,O,O,O,X,X,X,X
JZTSOIL,O,O,O,O,O,X,X,X,X
JZTSOLI,O,O,O,O,O,X,X,X,X
JZTOILS,X,O,X,O,O,O,X,O,X
JZTOISL,X,X,O,O,O,X,X,X,X
JZTOLIS,X,O,X,O,O,O,X,O,X
JZTOLSI,X,O,X,O,O,O,X,X,X
JZTOSIL,X,O,O,O,O,X,X,X,X
JZTOSLI,X,O,O,O,O,X,X,X,X
JZITLSO,O,O,X,O,O,X,X,X,X
JZITLOS,X,X,X,O,O,O,X,X,X
JZITSLO,O,X,X,O,O,X,X,X,X
JZITSOL,O,X,X,O,O,X,X,X,X
JZITOLS,X,X,X,O,O,O,X,X,X
JZITOSL,X,X,O,O,O,X,X,X,X
JZILTSO,O,O,X,O,O,X,X,X,X
JZILTOS,X,X,X,O,O,O,X,X,X
JZILSTO,O,O,X,O,O,X,X,X,X
JZILSOT,O,O,X,O,O,O,X,X,X
JZILOTS,X,X,X,O,O,O,X,X,X
JZILOST,O,O,O,O,O,O,X,O,X
JZISTLO,O,O,X,O,O,X,X,X,X
JZISTOL,O,X,O,O,O,X,X,X,X
JZISLTO,O,O,O,O,O,X,X,X,X
JZISLOT,O,O,O,O,O,O,X,X,X
JZISOTL,O,X,O,O,O,X,X,X,X
JZISOLT,O,O,O,O,O,O,X,X,X
JZIOTLS,X,O,X,O,O,O,X,X,X
JZIOTSL,X,X,O,O,O,X,X,X,X
JZIOLTS,X,O,X,O,O,O,X,X,X
JZIOLST,O,O,O,O,O,O,X,O,X
JZIOSTL,O,X,O,X,O,X,X,X,X
JZIOSLT,O,O,O,X,O,O,X,X,X
JZLTISO,O,O,X,O,O,X,X,X,X
JZLTIOS,X,O,X,O,O,O,X,O,X
JZLTSIO,O,O,X,O,O,X,X,X,X
JZLTSOI,O,O,X,O,O,X,X,X,X
JZLTOIS,X,O,X,O,O,O,X,O,X
JZLTOSI,X,O,X,O,O,O,X,X,X
JZLITSO,O,O,X,O,O,X,X,X,X
JZLITOS,X,X,X,O,O,O,X,X,X
JZLISTO,O,O,X,O,O,X,X,X,X
JZLISOT,O,O,X,O,O,O,X,X,X
JZLIOTS,X,X,X,O,O,O,X,X,X
JZLIOST,O,O,O,O,O,O,X,O,X
JZLSTIO,O,O,O,O,O,X,X,X,X
JZLSTOI,O,X,O,O,O,X,X,X,X
JZLSITO,O,O,O,O,O,X,X,X,X
JZLSIOT,O,O,O,O,O,O,X,X,X
JZLSOTI,O,X,O,O,O,O,X,X,O
JZLSOIT,O,O,O,O,O,O,X,X,O
JZLOTIS,X,X,X,O,O,O,X,O,X
JZLOTSI,X,X,X,O,O,O,X,X,X
JZLOITS,X,X,X,O,O,O,X,X,X
JZLOIST,O,O,O,O,O,O,X,O,O
JZLOSTI,O,X,O,O,O,O,X,X,O
JZLOSIT,O,O,O,O,O,O,X,X,O
JZSTILO,O,O,X,O,O,X,X,X,X
JZSTIOL,O,X,O,O,O,X,X,X,X
JZSTLIO,O,O,O,O,O,X,X,X,X
JZSTLOI,O,X,O,O,O,X,X,X,X
JZSTOIL,O,X,O,O,O,X,X,X,X
JZSTOLI,O,X,O,O,O,X,X,X,X
JZSITLO,O,O,X,O,O,X,X,X,X
JZSITOL,O,X,O,O,O,X,X,X,X
JZSILTO,O,O,O,O,O,X,X,X,X
JZSILOT,O,O,O,O,O,O,X,X,X
JZSIOTL,O,O,O,O,O,X,X,X,X
JZSIOLT,O,O,O,O,O,O,X,X,X
JZSLTIO,O,O,O,O,O,X,X,X,X
JZSLTOI,O,X,O,O,O,X,X,X,X
JZSLITO,O,O,O,O,O,X,X,X,X
JZSLIOT,O,O,O,O,O,O,O,X,X
JZSLOTI,O,X,O,O,O,O,O,X,O
JZSLOIT,O,O,O,O,O,O,O,X,O
JZSOTIL,O,O,O,O,O,X,X,X,X
JZSOTLI,O,O,O,O,O,X,X,X,X
JZSOITL,O,O,O,O,O,X,X,X,X
JZSOILT,O,O,O,O,O,O,X,X,X
JZSOLTI,O,O,O,O,O,O,O,X,X
JZSOLIT,O,O,O,O,O,O,O,X,X
JZOTILS,X,O,X,O,O,O,X,O,X
JZOTISL,X,X,O,O,O,X,X,X,X
JZOTLIS,X,O,X,O,O,O,X,O,X
JZOTLSI,X,O,X,O,O,O,X,X,X
JZOTSIL,X,O,O,O,O,X,X,X,X
JZOTSLI,X,O,O,O,O,X,X,X,X
JZOITLS,X,O,X,O,O,O,X,X,X
JZOITSL,X,X,O,O,O,X,X,X,X
JZOILTS,X,O,X,O,O,O,X,X,X
JZOILST,O,O,O,O,O,O,X,O,X
JZOISTL,O,O,O,O,O,X,X,X,X
JZOISLT,O,O,O,O,O,O,X,X,X
JZOLTIS,X,O,X,O,O,O,X,O,X
JZOLTSI,X,O,X,O,O,O,X,X,X
JZOLITS,X,O,X,O,O,O,X,X,X
JZOLIST,O,O,O,O,O,O,X,O,X
JZOLSTI,O,O,O,O,O,O,X,X,X
JZOLSIT,O,O,O,O,O,O,X,X,X
JZOSTIL,O,O,O,O,O,X,X,X,X
JZOSTLI,O,O,O,O,O,X,X,X,X
JZOSITL,O,O,O,O,O,X,X,X,X
JZOSILT,O,O,O,O,O,O,X,X,X
JZOSLTI,O,O,O,O,O,O,O,X,X
JZOSLIT,O,O,O,O,O,O,O,X,X
JOTILSZ,X,O,X,O,X,X,X,O,X
JOTILZS,X,O,X,O,X,O,X,O,X
JOTISLZ,X,O,X,O,O,X,X,O,X
JOTISZL,X,O,X,X,X,X,X,X,X
JOTIZLS,X,O,O,O,X,O,X,O,X
JOTIZSL,X,O,O,O,X,O,X,X,X
JOTLISZ,X,O,X,O,X,X,X,O,X
JOTLIZS,X,O,X,O,X,O,X,O,X
JOTLSIZ,X,O,X,O,X,X,X,O,X
JOTLSZI,X,O,X,X,X,O,X,X,X
JOTLZIS,X,O,X,O,X,O,X,O,X
JOTLZSI,X,O,X,O,X,O,X,X,X
JOTSILZ,X,O,X,O,O,X,X,O,X
JOTSIZL,X,O,O,X,X,X,X,X,X
JOTSLIZ,X,O,O,O,O,X,O,O,X
JOTSLZI,X,O,O,X,O,O,O,X,X
JOTSZIL,X,O,O,X,O,O,X,X,X
JOTSZLI,X,O,O,X,O,O,X,X,X
JOTZILS,X,O,O,O,O,O,X,O,X
JOTZISL,X,O,O,O,O,O,X,X,X
JOTZLIS,X,O,O,O,O,O,X,O,X
JOTZLSI,X,O,O,O,O,O,X,X,X
JOTZSIL,X,O,O,O,O,O,X,X,X
JOTZSLI,X,O,O,O,O,O,X,X,X
JOITLSZ,X,X,X,O,X,X,X,O,X
JOITLZS,X,O,X,O,X,X,X,O,X
JOITSLZ,X,X,X,O,O,X,X,O,X
JOITSZL,X,X,X,X,X,X,X,X,X
JOITZLS,X,O,O,O,X,X,X,O,X
JOITZSL,X,X,O,O,X,X,X,X,X
JOILTSZ,X,X,X,O,X,X,X,O,X
JOILTZS,X,O,X,O,X,X,X,O,X
JOILSTZ,X,O,X,X,X,X,X,O,X
JOILSZT,X,O,X,O,X,X,X,O,X
JOILZTS,X,O,X,O,X,O,X,X,X
JOILZST,X,O,X,O,X,O,X,O,X
JOISTLZ,X,O,X,X,X,X,X,X,X
JOISTZL,X,O,X,X,X,X,X,X,X
JOISLTZ,X,O,X,X,X,X,O,O,X
JOISLZT,X,O,X,O,O,X,O,O,X
JOISZTL,X,O,X,X,X,X,X,X,X
JOISZLT,X,O,X,X,X,X,X,X,X
JOIZTLS,X,O,X,O,X,O,X,X,X
JOIZTSL,X,X,O,O,X,X,X,X,X
JOIZLTS,X,O,X,O,X,O,X,X,X
JOIZLST,X,O,O,O,X,O,X,O,X
JOIZSTL,X,O,O,X,X,X,X,X,X
JOIZSLT,X,O,O,X,X,O,X,X,X
JOLTISZ,X,O,X,O,X,X,X,O,O
JOLTIZS,X,O,X,O,X,O,X,O,X
JOLTSIZ,X,O,X,O,X,X,X,O,O
JOLTSZI,X,O,X,X,X,O,X,X,O
JOLTZIS,X,O,X,O,X,O,X,O,X
JOLTZSI,X,O,X,O,X,O,X,X,X
JOLITSZ,X,X,X,O,X,X,X,O,O
JOLITZS,X,O,X,O,X,X,X,O,X
JOLISTZ,X,O,X,X,X,X,X,O,O
JOLISZT,X,O,X,O,X,X,X,O,O
JOLIZTS,X,O,X,O,X,O,X,X,X
JOLIZST,X,O,X,O,X,O,X,O,O
JOLSTIZ,X,O,X,X,X,X,O,O,O
JOLSTZI,O,O,X,X,X,X,O,X,O
JOLSITZ,X,O,X,X,X,X,O,O,O
JOLSIZT,O,O,X,O,X,X,O,O,O
JOLSZTI,O,O,X,X,X,O,O,X,O
JOLSZIT,O,O,X,X,X,O,O,X,O
JOLZTIS,X,O,X,O,X,O,X,O,X
JOLZTSI,X,O,X,O,X,O,X,X,X
JOLZITS,X,O,X,O,X,O,X,X,X
JOLZIST,O,O,X,O,X,O,X,O,O
JOLZSTI,O,O,X,O,X,O,X,X,O
JOLZSIT,O,O,X,O,X,O,X,X,O
JOSTILZ,X,O,X,X,X,X,X,O,X
JOSTIZL,X,O,O,X,X,X,X,X,X
JOSTLIZ,X,O,O,X,X,X,O,O,X
JOSTLZI,O,O,O,X,X,X,O,X,X
JOSTZIL,O,O,O,X,X,X,X,X,X
JOSTZLI,O,O,O,X,X,X,X,X,X
JOSITLZ,X,O,X,X,X,X,X,X,X
JOSITZL,X,O,O,X,X,X,X,X,X
JOSILTZ,X,O,X,X,X,X,O,O,X
JOSILZT,O,O,X,O,O,X,O,O,X
JOSIZTL,O,O,O,X,X,X,X,X,X
JOSIZLT,O,O,O,X,X,X,X,X,X
JOSLTIZ,X,O,O,X,X,X,O,O,O
JOSLTZI,O,O,O,X,X,X,O,X,O
JOSLITZ,X,O,O,X,X,X,O,O,O
JOSLIZT,O,O,O,O,O,X,O,O,O
JOSLZTI,O,O,O,X,O,O,O,X,O
JOSLZIT,O,O,O,X,O,O,O,X,O
JOSZTIL,O,O,O,X,O,X,X,X,X
JOSZTLI,O,O,O,X,O,X,X,X,X
JOSZITL,O,O,O,X,O,X,X,X,X
JOSZILT,O,O,O,X,O,O,X,X,X
JOSZLTI,O,O,O,X,O,O,O,X,X
JOSZLIT,O,O,O,X,O,O,O,X,X
JOZTILS,X,O,X,O,O,O,X,O,X
JOZTISL,X,O,O,O,O,X,X,X,X
JOZTLIS,X,O,X,O,O,O,X,O,X
JOZTLSI,X,O,X,O,O,O,X,X,X
JOZTSIL,X,O,O,O,O,X,X,X,X
JOZTSLI,X,O,O,O,O,X,X,X,X
JOZITLS,X,O,X,O,O,O,X,X,X
JOZITSL,X,X,O,O,O,X,X,X,X
JOZILTS,X,O,X,O,O,O,X,X,X
JOZILST,O,O,O,O,O,O,X,O,X
JOZISTL,O,O,O,X,O,X,X,X,X
JOZISLT,O,O,O,X,O,O,X,X,X
JOZLTIS,X,O,X,O,O,O,X,O,X
JOZLTSI,X,O,X,O,O,O,X,X,X
JOZLITS,X,O,X,O,O,O,X,X,X
JOZLIST,O,O,O,O,O,O,X,O,X
JOZLSTI,O,O,O,O,O,O,X,X,X
JOZLSIT,O,O,O,O,O,O,X,X,X
JOZSTIL,O,O,O,O,O,X,X,X,X
JOZSTLI,O,O,O,O,O,X,X,X,X
JOZSITL,O,O,O,O,O,X,X,X,X
JOZSILT,O,O,O,O,O,O,X,X,X
JOZSLTI,O,O,O,O,O,O,O,X,X
JOZSLIT,O,O,O,O,O,O,O,X,X
STILJZO,O,O,O,X,X,X,O,X,X
STILJOZ,O,O,O,X,O,X,O,O,X
STILZJO,O,O,O,X,O,X,O,X,X
STILZOJ,O,O,O,O,O,X,O,X,X
STILOJZ,O,O,O,O,O,X,O,X,X
STILOZJ,O,O,O,O,O,X,O,X,X
STIJLZO,O,O,X,X,X,X,O,X,X
STIJLOZ,O,O,X,X,O,X,O,O,X
STIJZLO,O,O,O,X,X,X,X,X,X
STIJZOL,O,O,O,X,X,X,X,X,X
STIJOLZ,O,O,X,X,O,X,O,O,X
STIJOZL,O,O,O,X,X,X,X,X,X
STIZLJO,O,O,O,X,O,X,X,X,X
STIZLOJ,O,O,O,O,O,X,X,X,X
STIZJLO,O,O,O,X,O,X,X,X,X
STIZJOL,O,O,O,X,O,X,X,X,X
STIZOLJ,O,O,O,O,O,X,X,X,X
STIZOJL,O,O,O,X,O,X,X,X,X
STIOLJZ,O,O,O,O,O,X,O,X,X
STIOLZJ,O,O,O,O,O,X,O,X,X
STIOJLZ,O,O,X,X,O,X,O,X,X
STIOJZL,O,O,O,X,X,X,X,X,X
STIOZLJ,O,O,O,X,O,X,X,X,X
STIOZJL,O,O,O,X,O,X,X,X,X
STLIJZO,O,O,O,X,X,X,O,X,X
STLIJOZ,O,O,O,X,O,X,O,O,X
STLIZJO,O,O,O,X,O,X,O,X,X
STLIZOJ,O,O,O,O,O,X,O,X,X
STLIOJZ,O,O,O,O,O,X,O,X,X
STLIOZJ,O,O,O,O,O,X,O,X,X
STLJIZO,O,O,O,O,X,X,O,X,X
STLJIOZ,O,O,O,O,O,X,O,O,X
STLJZIO,O,O,O,O,O,O,O,X,X
STLJZOI,O,O,O,O,O,O,O,X,X
STLJOIZ,O,O,O,O,O,X,O,O,O
STLJOZI,O,O,O,X,O,O,O,X,O
STLZIJO,O,O,O,X,O,X,O,X,X
STLZIOJ,O,O,O,O,O,X,O,X,X
STLZJIO,O,O,O,O,O,O,O,X,X
STLZJOI,O,O,O,O,O,O,O,X,X
STLZOIJ,O,O,O,O,O,X,O,X,X
STLZOJI,O,O,O,O,O,O,O,X,X
STLOIJZ,O,O,O,O,O,X,O,X,O
STLOIZJ,O,O,O,O,O,X,O,X,X
STLOJIZ,O,O,O,O,O,X,O,X,O
STLOJZI,O,O,O,X,O,O,O,X,O
STLOZIJ,O,O,O,X,O,X,O,X,X
STLOZJI,O,O,O,X,O,O,O,X,X
STJILZO,O,O,X,O,X,X,O,X,X
STJILOZ,O,O,X,O,O,X,O,O,X
STJIZLO,O,O,O,O,X,X,X,X,X
STJIZOL,O,O,O,O,X,X,X,X,X
STJIOLZ,O,O,X,O,O,X,O,O,X
STJIOZL,O,O,O,X,X,X,X,X,X
STJLIZO,O,O,O,O,X,X,O,X,X
STJLIOZ,O,O,O,O,O,X,O,O,X
STJLZIO,O,O,O,O,O,O,O,X,X
STJLZOI,O,O,O,O,O,O,O,X,X
STJLOIZ,O,O,O,O,O,X,O,O,O
STJLOZI,O,O,O,X,O,O,O,X,O
STJZILO,O,O,O,O,O,O,X,X,X
STJZIOL,O,O,O,O,O,O,X,X,X
STJZLIO,O,O,O,O,O,O,O,X,X
STJZLOI,O,O,O,O,O,O,O,X,X
STJZOIL,O,O,O,O,O,O,X,X,X
STJZOLI,O,O,O,O,O,O,O,X,X
STJOILZ,O,O,X,O,O,X,O,O,X
STJOIZL,O,O,O,X,X,X,X,X,X
STJOLIZ,O,O,O,O,O,X,O,O,X
STJOLZI,O,O,O,X,O,O,O,X,X
STJOZIL,O,O,O,X,O,O,X,X,X
STJOZLI,O,O,O,X,O,O,O,X,X
STZILJO,O,O,O,X,O,X,X,X,X
STZILOJ,O,O,O,O,O,X,X,X,X
STZIJLO,O,O,O,X,O,X,X,X,X
STZIJOL,O,O,O,X,O,X,X,X,X
STZIOLJ,O,O,O,O,O,X,X,X,X
STZIOJL,O,O,O,X,O,X,X,X,X
STZLIJO,O,O,O,X,O,X,O,X,X
STZLIOJ,O,O,O,O,O,X,O,X,X
STZLJIO,O,O,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,O,O,X,X
STZLOIJ,O,O,O,O,O,X,O,X,X
STZLOJI,O,O,O,O,O,O,O,X,X
STZJILO,O,O,O,O,O,O,X,X,X
STZJIOL,O,O,O,O,O,O,X,X,X
STZJLIO,O,O,O,O,O,O,O,X,X
STZJLOI,O,O,O,O,O,O,O,X,X
STZJOIL,O,O,O,O,O,O,X,X,X
STZJOLI,O,O,O,O,O,O,O,X,X
STZOILJ,O,O,O,O,O,X,X,X,X
STZOIJL,O,O,O,X,O,X,X,X,X
STZOLIJ,O,O,O,O,O,X,O,X,X
STZOLJI,O,O,O,O,O,O,O,X,X
STZOJIL,O,O,O,O,O,O,X,X,X
STZOJLI,O,O,O,O,O,O,O,X,X
STOILJZ,O,O,O,O,O,X,O,X,X
STOILZJ,O,O,O,O,O,X,O,X,X
STOIJLZ,O,O,X,X,O,X,O,X,X
STOIJZL,O,O,O,X,X,X,X,X,X
STOIZLJ,O,O,O,X,O,X,X,X,X
STOIZJL,O,O,O,X,O,X,X,X,X
STOLIJZ,O,O,O,O,O,X,O,X,X
STOLIZJ,O,O,O,O,O,X,O,X,X
STOLJIZ,O,O,O,O,O,X,O,X,X
STOLJZI,O,O,O,X,O,O,O,X,X
STOLZIJ,O,O,O,X,O,X,O,X,X
STOLZJI,O,O,O,X,O,O,O,X,X
STOJILZ,O,O,X,O,O,X,O,X,X
STOJIZL,O,O,O,X,X,X,X,X,X
STOJLIZ,O,O,O,O,O,X,O,X,X
STOJLZI,O,O,O,X,O,O,O,X,X
STOJZIL,O,O,O,X,O,O,X,X,X
STOJZLI,O,O,O,X,O,O,O,X,X
STOZILJ,O,O,O,X,O,X,X,X,X
STOZIJL,O,O,O,X,O,X,X,X,X
STOZLIJ,O,O,O,X,O,X,O,X,X
STOZLJI,O,O,O,X,O,O,O,X,X
STOZJIL,O,O,O,X,O,O,X,X,X
STOZJLI,O,O,O,X,O,O,O,X,X
SITLJZO,O,O,O,X,X,X,O,X,X
SITLJOZ,O,X,O,X,O,X,O,X,X
SITLZJO,O,O,O,X,X,X,O,X,X
SITLZOJ,O,X,O,O,O,X,O,X,X
SITLOJZ,O,X,O,O,O,X,O,X,X
SITLOZJ,O,X,O,O,O,X,O,X,X
SITJLZO,O,O,X,X,X,X,O,X,X
SITJLOZ,O,X,X,X,O,X,O,X,X
SITJZLO,O,O,O,X,X,X,X,X,X
SITJZOL,O,X,O,X,X,X,X,X,X
SITJOLZ,O,O,X,X,O,X,O,X,X
SITJOZL,O,O,O,X,X,X,X,X,X
SITZLJO,O,O,O,X,X,X,X,X,X
SITZLOJ,O,X,O,O,O,X,X,X,X
SITZJLO,O,O,O,X,X,X,X,X,X
SITZJOL,O,X,O,X,X,X,X,X,X
SITZOLJ,O,X,O,O,O,X,X,X,X
SITZOJL,O,X,O,X,X,X,X,X,X
SITOLJZ,O,O,O,O,O,X,O,X,X
SITOLZJ,O,O,O,O,O,X,O,X,X
SITOJLZ,O,O,X,X,O,X,O,X,X
SITOJZL,O,O,O,X,X,X,X,X,X
SITOZLJ,O,O,O,X,O,X,X,X,X
SITOZJL,O,O,O,X,X,X,X,X,X
SILTJZO,O,O,O,X,X,X,O,X,X
SILTJOZ,O,X,O,X,X,X,O,X,X
SILTZJO,O,O,O,X,X,X,O,X,X
SILTZOJ,O,X,O,O,X,X,O,X,X
SILTOJZ,O,X,O,O,X,X,O,X,X
SILTOZJ,O,X,O,O,O,X,O,X,X
SILJTZO,X,O,O,X,X,X,O,X,X
SILJTOZ,X,X,O,X,X,X,O,X,X
SILJZTO,O,O,O,X,X,X,X,X,X
SILJZOT,O,O,O,X,X,X,O,X,X
SILJOTZ,X,O,O,X,X,X,O,O,O
SILJOZT,O,O,O,X,O,X,O,O,O
SILZTJO,X,O,O,X,X,X,O,X,X
SILZTOJ,O,X,O,X,O,X,O,X,X
SILZJTO,O,O,O,X,O,X,X,X,X
SILZJOT,O,O,O,X,O,X,O,X,X
SILZOTJ,O,X,O,X,O,X,X,X,X
SILZOJT,O,O,O,O,O,X,O,X,X
SILOTJZ,O,O,O,X,X,X,O,X,O
SILOTZJ,O,O,O,X,O,X,O,X,X
SILOJTZ,X,O,O,X,X,X,O,X,O
SILOJZT,O,O,O,O,O,X,O,X,O
SILOZTJ,O,O,O,X,O,X,X,X,X
SILOZJT,O,O,O,O,O,X,O,X,O
SIJTLZO,X,O,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,X,X,X
SIJTZLO,X,O,O,X,X,X,X,X,X
SIJTZOL,X,X,O,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,X
SIJTOZL,X,O,O,X,X,X,X,X,X
SIJLTZO,X,O,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,O,X,X
SIJLZTO,O,O,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,O,X,X
SIJLOTZ,X,O,X,X,X,X,O,O,O
SIJLOZT,O,O,X,X,O,X,O,O,O
SIJZTLO,O,O,X,X,X,X,X,X,X
SIJZTOL,O,X,O,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X,X
SIJZOTL,O,O,O,X,X,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,X,X
SIJOTZL,X,O,O,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,X,X,O,O,X
SIJOLZT,O,O,X,X,O,X,O,O,X
SIJOZTL,O,O,O,X,X,X,X,X,X
SIJOZLT,O,O,O,X,X,X,X,X,X
SIZTLJO,X,O,O,X,X,X,X,X,X
SIZTLOJ,O,X,O,X,O,X,X,X,X
SIZTJLO,X,O,O,X,X,X,X,X,X
