sequence,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFRdBcjBylB+?mBTiBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFRdBcjB6mBT?iBmlBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeaBJvhFRdBcjBTgBG?iB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFuiBcjBTgBi?hB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhF3dBcjBTgBO?mBCnBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhF3dBcjBTgBK?mBWnBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeC8IvhFTeB2lBxhB0?iB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFCeBTgBOmB8?mBXjBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR9IvhFcjBigBGiBz?gB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFGeBTgBKmBf?nBliB8sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeaCJvhFuiBcjBxgB3?gBTmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Jez8IvhFWjBigBXjBR?mBUmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFWjBigBzhBX?jBUmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Jez7IvhFRdBcjB2lBS?nB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFGeBigBfnBU?mBznBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFaiBuiBcjBx?lBTmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JecAJvhFTcBGeBynBF?mBRsB/sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JecAJvhFTcBxdBOoBF?mBXnB6sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFTeBxlBmnBc?mBVsB6sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeC+IvhF2lBRhBXjBz?hBUmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JecAJvhFmcBCeBXjBR?mBTmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je1AJvhFzcBSjB3iBx?lB8sB2wB
LTOSZIJ,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,O,O,O,O,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LTOZISJ,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOZJIS,O,O,O,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
LTOZJSI,O,O,O,O,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X
LTOZSIJ,O,O,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOZSJI,O,O,O,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LITJSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITJZSO,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LITJZOS,O,X,X,X,X,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X
LITJOSZ,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LITJOZS,O,X,X,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O
LITSJZO,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LITSJOZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LITSOJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITSOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LITZJSO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X
LITZJOS,O,X,X,X,X,O,X,X,O,O,X,O,O,X,O,O,O,X,X,X,X,O
LITZSJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X
LITZSOJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X,O
LITZOJS,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,O,X,X,X,X,O
LITZOSJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O
LITOJSZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITOJZS,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O
LITOSJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITOSZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LITOZJS,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
LITOZSJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
LIJTSZO,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZSO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LIJTZOS,O,X,X,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,O
LIJSTZO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LIJSZOT,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LIJZTSO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X
LIJZTOS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X
LIJZSTO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LIJZSOT,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LIJZOTS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LIJZOST,O,X,X,X,O,O,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,O
LIJOSTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LIJOZST,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LISTJZO,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LISTZOJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISTOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LISJTZO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
LISJZOT,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LISZTJO,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
LISZTOJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X
LISZJTO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LISZOTJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LISZOJT,O,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISOJTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X
LIZTJOS,O,X,X,X,X,O,X,X,O,O,X,O,O,X,O,O,O,X,X,X,X,O
LIZTSJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X
LIZTSOJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X,O
LIZTOJS,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,O,X,X,X,X,O
LIZTOSJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O
LIZJTSO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZJTOS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O
LIZJSTO,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZJSOT,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O
LIZJOST,O,X,X,X,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
LIZSTOJ,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X,O
LIZSJTO,O,O,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZSJOT,O,X,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O
LIZSOJT,O,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O
LIZOTSJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
LIZOJTS,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O
LIZOJST,X,X,X,X,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O
LIZOSJT,O,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O
LIOTSJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOTZJS,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
LIOTZSJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIOJTSZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,O
LIOJSTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LIOJZTS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LIOJZST,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOSJTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LIOSZTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,O
LIOZTSJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
LIOZJTS,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O
LIOZJST,X,X,X,X,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O
LIOZSJT,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LJTISZO,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTISOZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTIZSO,O,O,X,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJTIZOS,O,O,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LJTIOSZ,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTIOZS,O,O,X,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
LJTSIZO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTSIOZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTSZIO,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LJTSZOI,O,O,X,X,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJTSOIZ,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJTSOZI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJTZISO,O,O,X,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJTZIOS,O,O,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LJTZSIO,O,O,X,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJTZSOI,O,O,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LJTZOIS,O,O,X,X,O,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X
LJTZOSI,O,O,X,X,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X
LJTOISZ,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJTOIZS,O,O,X,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOSZI,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJTOZIS,O,O,X,X,O,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X
LJTOZSI,O,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X
LJITSZO,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJITSOZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJITZSO,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJITZOS,O,O,X,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X
LJITOSZ,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJITOZS,O,O,X,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,O
LJISTZO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJISTOZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJISZTO,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X
LJISZOT,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJISOTZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJISOZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJIZTSO,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJIZTOS,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X
LJIZSTO,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X
LJIZSOT,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJIZOTS,X,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LJIZOST,O,O,X,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X
LJIOTSZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,O
LJIOSTZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJIOZTS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJIOZST,X,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJSTIZO,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJSTIOZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJSTZIO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSTZOI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJSTOZI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJSITOZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJSIZTO,O,O,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,O,X,O,X,X
LJSIZOT,O,O,X,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJSIOZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LJSZTIO,O,O,X,X,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X
LJSZTOI,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LJSZITO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X
LJSZIOT,O,O,X,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSOTZI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJSOIZT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJSOZTI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTISO,O,O,X,X,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,O,X,X,X,X
LJZTSIO,O,O,X,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
LJZTSOI,O,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X
LJZTOIS,O,O,X,X,O,O,O,X,O,O,X,X,O,O,O,X,X,O,X,X,X,X
LJZTOSI,O,O,X,X,O,O,X,X,O,O,X,X,O,O,O,X,X,O,X,X,X,X
LJZITSO,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJZITOS,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,O,X,X,X,O
LJZISTO,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LJZISOT,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,O
LJZIOST,O,O,X,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LJZSTOI,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LJZSITO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LJZSIOT,O,O,X,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LJZOTSI,O,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LJZOITS,X,X,X,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LJZOIST,O,O,X,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LJZOSTI,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LJZOSIT,O,O,X,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LJOTISZ,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,X,O,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOTSZI,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOTZIS,O,O,X,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LJOTZSI,O,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJOISTZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJOIZTS,X,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJOIZST,X,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJOSTIZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJOSZTI,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJOSZIT,O,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJOZTIS,O,O,X,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LJOZTSI,O,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LJOZITS,X,X,X,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LJOZIST,O,O,X,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
