sequence,v115@FhC8DeB8BeB8CeH8AeG8Je//IvhFagBGcBxdBzgB0i?BFqB,v115@FhC8DeB8BeB8CeH8AeG8JeT6IvhFegBCcBxdBXhB0i?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Je2/IvhFCcBxdBXhB0iBzf?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Jem6IvhFRcBSiB0fBzgBXj?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Je2/IvhFRbBchBTdBSlBXj?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Jey/IvhFGdBRhB0fBzgBXj?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Jei6IvhFWhBxdBzfB0iBXh?BFqB,v115@FhC8DeB8BeB8CeH8AeG8JeT6IvhFShBxdB2lB0iBfq?BlqB,v115@FhC8DeB8BeB8CeH8AeG8JeT9IvhF6kBxgBmfBFhBXj?BcqB,v115@FhC8DeB8BeB8CeH8AeG8Je//IvhFTcBxdB2lB0iBSq?BFqB
JOZISTL,O,X,X,X,X,X,X,O,X,O
JOZISLT,O,X,O,O,X,X,X,O,X,O
JOZLTIS,O,X,X,O,X,X,X,X,X,X
JOZLTSI,O,X,X,O,X,X,X,X,X,X
JOZLITS,O,X,X,O,X,X,X,X,O,X
JOZLIST,O,X,X,O,X,X,X,X,O,O
JOZLSTI,O,X,X,O,X,X,X,X,X,O
JOZLSIT,O,X,X,O,X,X,X,X,X,O
JOZSTIL,O,X,X,X,X,X,X,O,X,O
JOZSTLI,O,X,X,X,X,X,X,O,X,O
JOZSITL,O,X,X,X,X,X,X,O,X,O
JOZSILT,O,X,O,O,X,X,X,O,X,O
JOZSLTI,O,X,O,O,X,X,X,O,X,O
JOZSLIT,O,X,O,O,X,X,X,O,X,O
STILJZO,O,O,O,X,X,O,X,X,X,X
STILJOZ,O,O,X,X,X,O,X,X,X,X
STILZJO,O,O,O,X,X,X,X,X,X,X
STILZOJ,O,O,O,X,X,X,X,X,X,X
STILOJZ,O,O,X,X,X,X,X,X,X,X
STILOZJ,O,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,O,X,X,O,X,X,X,X
STIJLOZ,O,O,X,X,X,O,X,X,X,X
STIJZLO,O,O,O,X,X,X,X,X,X,X
STIJZOL,O,O,O,X,X,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,X,X,X,X,X
STIZLJO,O,O,O,X,X,X,X,X,X,X
STIZLOJ,O,O,O,X,X,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,X,X,X,X
STIZJOL,O,O,O,X,X,X,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X,X,X,X
STIZOJL,O,O,O,X,X,X,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,X,X,X,X
STIOZLJ,O,O,X,X,X,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X,X,X,X
STLIJZO,O,O,O,X,X,O,X,X,X,X
STLIJOZ,O,O,X,X,X,O,X,X,X,X
STLIZJO,O,O,O,X,X,X,X,X,X,X
STLIZOJ,O,O,O,X,X,X,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,X,X,X
STLIOZJ,O,X,X,O,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,X,O,X,X,O,X,X
STLJZOI,O,O,O,X,O,X,X,O,X,X
STLJOIZ,O,O,X,X,X,X,X,X,X,X
STLJOZI,O,O,O,X,O,X,X,O,X,X
STLZIJO,O,O,O,X,O,X,X,O,X,X
STLZIOJ,O,O,O,X,O,X,O,O,X,X
STLZJIO,O,O,O,X,O,X,X,O,X,X
STLZJOI,O,O,O,O,O,X,X,O,X,X
STLZOIJ,O,O,O,O,O,X,O,O,X,X
STLZOJI,O,O,O,O,O,X,O,O,X,X
STLOIJZ,O,O,X,X,X,X,X,X,X,X
STLOIZJ,O,X,X,O,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,X,O,X,O,O,X,X
STLOZIJ,O,O,O,O,O,X,O,O,X,X
STLOZJI,O,O,O,O,O,X,O,O,X,X
STJILZO,O,O,O,X,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,X,X,X
STJIZOL,O,O,O,X,X,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,X,X,X,X
STJLIOZ,O,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,X,O,X,X,O,X,X
STJLZOI,O,O,O,X,O,X,X,O,X,X
STJLOIZ,O,O,X,X,X,X,X,X,X,X
STJLOZI,O,O,O,X,O,X,X,O,X,X
STJZILO,O,O,O,X,X,X,X,O,X,O
STJZIOL,O,O,O,X,X,X,O,O,X,O
STJZLIO,O,O,O,X,O,X,X,O,X,O
STJZLOI,O,O,O,X,O,X,X,O,X,O
STJZOIL,O,O,O,X,X,X,O,O,X,O
STJZOLI,O,O,O,X,O,X,O,O,X,O
STJOILZ,O,O,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,X,O,X,O,O,X,X
STJOZIL,O,O,O,X,X,X,O,O,X,O
STJOZLI,O,O,O,X,O,X,O,O,X,O
STZILJO,O,O,O,X,X,X,X,O,X,X
STZILOJ,O,O,O,X,X,X,O,O,X,X
STZIJLO,O,O,O,X,X,X,X,O,X,O
STZIJOL,O,O,O,X,X,X,O,O,X,O
STZIOLJ,O,O,O,X,X,X,O,O,X,X
STZIOJL,O,O,O,X,X,X,O,O,X,O
STZLIJO,O,O,O,X,O,X,X,O,X,X
STZLIOJ,O,O,O,X,O,X,O,O,X,X
STZLJIO,O,O,O,X,O,X,X,O,X,X
STZLJOI,O,O,O,O,O,X,X,O,X,X
STZLOIJ,O,O,O,O,O,X,O,O,X,X
STZLOJI,O,O,O,O,O,X,O,O,X,X
STZJILO,O,O,O,X,X,X,X,O,X,O
STZJIOL,O,O,O,X,X,X,O,O,X,O
STZJLIO,O,O,O,X,O,X,X,O,X,O
STZJLOI,O,O,O,O,O,X,X,O,X,O
STZJOIL,O,O,O,O,X,X,O,O,X,O
STZJOLI,O,O,O,O,O,X,O,O,X,O
STZOILJ,O,O,O,O,X,X,O,O,X,X
STZOIJL,O,O,O,O,X,X,O,O,X,O
STZOLIJ,O,O,O,O,O,X,O,O,X,X
STZOLJI,O,O,O,O,O,X,O,O,X,X
STZOJIL,O,O,O,O,X,X,O,O,X,O
STZOJLI,O,O,O,O,O,X,O,O,X,O
STOILJZ,O,O,X,X,X,X,X,X,X,X
STOILZJ,O,X,X,O,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X,X,X,X
STOIZLJ,O,O,X,O,X,X,X,X,X,X
STOIZJL,O,O,X,O,X,X,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X
STOLIZJ,O,X,X,O,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,X,O,X,O,O,X,X
STOLZIJ,O,O,O,O,O,X,O,O,X,X
STOLZJI,O,O,O,O,O,X,O,O,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,X,O,X,O,O,X,X
STOJZIL,O,O,O,X,X,X,O,O,X,O
STOJZLI,O,O,O,X,O,X,O,O,X,O
STOZILJ,O,O,O,O,X,X,O,O,X,X
STOZIJL,O,O,O,O,X,X,O,O,X,O
STOZLIJ,O,O,O,O,O,X,O,O,X,X
STOZLJI,O,O,O,O,O,X,O,O,X,X
STOZJIL,O,O,O,O,X,X,O,O,X,O
STOZJLI,O,O,O,O,O,X,O,O,X,O
SITLJZO,O,O,O,X,X,O,X,X,X,X
SITLJOZ,O,O,X,X,X,O,X,X,X,X
SITLZJO,O,O,O,X,X,X,X,X,X,X
SITLZOJ,O,O,O,X,X,X,X,X,X,X
SITLOJZ,O,O,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,O,X,X,O,X,X,X,X
SITJLOZ,O,O,X,X,X,O,X,X,X,X
SITJZLO,O,O,O,X,X,X,X,X,X,X
SITJZOL,O,O,O,X,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,X,X,X,X,X
SITZLJO,O,O,O,X,X,X,X,X,X,X
SITZLOJ,O,O,O,X,X,X,X,X,X,X
SITZJLO,O,O,O,X,X,X,X,X,X,X
SITZJOL,O,O,O,X,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,X,X,X,X
SITOZLJ,O,O,X,X,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X,X,X
SILTJZO,O,O,O,X,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,X,X,X
SILTZJO,O,O,O,X,X,X,X,X,X,X
SILTZOJ,O,O,O,X,X,X,X,X,X,X
SILTOJZ,O,O,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X
SILJTZO,O,O,X,X,X,O,X,X,X,X
SILJTOZ,O,O,X,X,X,O,X,X,X,X
SILJZTO,O,X,O,X,X,O,X,O,X,X
SILJZOT,O,X,O,X,X,O,X,O,X,X
SILJOTZ,O,X,X,X,X,O,X,X,X,X
SILJOZT,O,X,X,X,X,O,X,O,X,X
SILZTJO,O,O,O,X,X,X,X,O,X,X
SILZTOJ,O,O,O,X,X,X,X,O,X,X
SILZJTO,O,O,O,X,X,X,X,O,X,X
SILZJOT,O,X,O,X,X,X,X,O,X,X
SILZOTJ,O,O,O,X,X,X,X,O,X,X
SILZOJT,O,X,O,X,X,X,X,O,X,X
SILOTJZ,O,O,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,O,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,O,O,X
SILOZTJ,O,X,X,X,X,X,X,O,O,X
SILOZJT,O,X,X,X,X,X,X,O,O,X
SIJTLZO,O,O,X,X,X,O,X,X,X,X
SIJTLOZ,O,O,X,X,X,O,X,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,X,X,O,X,X,X,X
SIJLTOZ,O,O,X,X,X,O,X,X,X,X
SIJLZTO,O,X,O,X,X,O,X,O,X,X
SIJLZOT,O,X,O,X,X,O,X,O,X,X
SIJLOTZ,O,X,X,X,X,O,X,X,X,X
SIJLOZT,O,X,X,X,X,O,X,O,X,X
SIJZTLO,O,X,O,X,X,X,X,O,X,O
SIJZTOL,X,X,X,X,X,X,X,O,X,O
SIJZLTO,O,X,O,X,X,X,X,O,X,O
SIJZLOT,O,X,O,X,X,X,X,O,X,O
SIJZOTL,X,X,X,X,X,X,X,O,X,O
SIJZOLT,O,X,O,X,X,X,X,O,X,O
SIJOTLZ,O,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,O,X,X
SIJOZTL,X,X,X,X,X,X,X,O,X,O
SIJOZLT,O,X,X,X,X,X,X,O,X,O
SIZTLJO,O,O,O,X,X,X,X,O,X,X
SIZTLOJ,O,O,O,X,X,X,X,O,X,X
SIZTJLO,O,O,O,X,X,X,X,O,X,O
SIZTJOL,O,O,O,X,X,X,X,O,X,O
SIZTOLJ,O,O,O,X,X,X,X,O,X,X
SIZTOJL,O,O,O,X,X,X,X,O,X,O
SIZLTJO,O,O,O,X,X,X,X,O,X,X
SIZLTOJ,O,O,O,X,X,X,X,O,X,X
SIZLJTO,O,O,O,X,X,X,X,O,X,O
SIZLJOT,O,X,O,X,X,X,X,O,X,O
SIZLOTJ,O,O,O,X,X,X,X,O,X,X
SIZLOJT,O,X,O,X,X,X,X,O,X,O
SIZJTLO,O,O,O,X,X,X,X,O,X,O
SIZJTOL,O,O,O,X,X,X,X,O,X,O
SIZJLTO,O,O,O,X,X,X,X,O,X,O
SIZJLOT,O,X,O,X,X,X,X,O,X,O
SIZJOTL,O,X,X,X,X,X,X,O,X,O
SIZJOLT,O,X,O,X,X,X,X,O,X,O
SIZOTLJ,O,O,O,X,X,X,X,O,X,X
SIZOTJL,O,O,O,X,X,X,X,O,X,O
SIZOLTJ,O,O,O,X,X,X,X,O,X,X
SIZOLJT,O,X,O,X,X,X,X,O,X,O
SIZOJTL,O,X,X,X,X,X,X,O,X,O
SIZOJLT,O,X,O,X,X,X,X,O,X,O
SIOTLJZ,O,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X,X,X
SIOLTJZ,O,O,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,X,X,X,X,O,X
SIOLJTZ,O,X,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,O,O,X
SIOLZTJ,O,X,X,X,X,X,X,O,O,X
SIOLZJT,O,X,X,X,X,X,X,O,O,X
SIOJTLZ,O,X,X,X,X,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,O,X,X
SIOJZTL,O,X,X,X,X,X,X,O,X,O
SIOJZLT,O,X,X,X,X,X,X,O,X,O
SIOZTLJ,O,X,X,X,X,X,X,O,X,X
SIOZTJL,O,X,X,X,X,X,X,O,X,O
SIOZLTJ,O,X,X,X,X,X,X,O,X,X
SIOZLJT,O,X,X,X,X,X,X,O,X,O
SIOZJTL,O,X,X,X,X,X,X,O,X,O
SIOZJLT,O,X,X,X,X,X,X,O,X,O
SLTIJZO,O,O,O,X,X,O,X,X,X,X
SLTIJOZ,O,O,X,X,X,O,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X,X,X,X
SLTIOZJ,O,X,X,O,X,X,X,X,X,X
SLTJIZO,O,O,O,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,X,X,X,X,X,X
SLTJZIO,O,O,O,X,X,X,X,O,X,X
SLTJZOI,O,O,O,X,X,X,X,O,X,X
SLTJOIZ,O,O,X,X,X,X,X,X,X,X
SLTJOZI,O,O,O,X,X,X,X,O,X,X
SLTZIJO,O,O,O,X,X,X,X,O,X,X
SLTZIOJ,O,O,O,X,X,X,O,O,X,X
SLTZJIO,O,O,O,X,X,X,X,O,X,X
SLTZJOI,O,O,O,O,X,X,X,O,X,X
SLTZOIJ,O,O,O,O,X,X,O,O,X,X
SLTZOJI,O,O,O,O,X,X,O,O,X,X
SLTOIJZ,O,O,X,X,X,X,X,X,X,X
SLTOIZJ,O,X,X,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,X,X,X
SLTOJZI,O,O,O,X,X,X,O,O,X,X
SLTOZIJ,O,O,O,O,X,X,O,O,X,X
SLTOZJI,O,O,O,O,X,X,O,O,X,X
SLITJZO,O,O,O,X,X,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,X,X,X,X
SLITZJO,O,O,O,X,X,X,X,X,X,X
SLITZOJ,O,O,O,X,X,X,X,X,X,X
SLITOJZ,O,O,X,X,X,X,X,X,X,X
SLITOZJ,O,X,X,O,X,X,X,X,X,X
SLIJTZO,O,O,X,X,X,O,X,X,X,X
SLIJTOZ,O,O,X,X,X,O,X,X,X,X
SLIJZTO,O,X,O,X,X,O,X,O,X,X
SLIJZOT,O,X,O,X,X,O,X,O,X,X
SLIJOTZ,O,X,X,X,X,O,X,X,X,X
SLIJOZT,O,X,X,X,X,O,X,O,X,X
SLIZTJO,O,O,O,X,X,X,X,O,X,X
SLIZTOJ,O,O,O,X,X,X,X,O,X,X
SLIZJTO,O,O,O,X,X,X,X,O,X,X
SLIZJOT,O,X,O,X,X,X,X,O,X,X
SLIZOTJ,O,O,O,X,X,X,X,O,X,X
SLIZOJT,O,X,O,X,X,X,X,O,X,X
SLIOTJZ,O,O,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,O,X,X,X,X,O,X
SLIOJTZ,O,X,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,O,O,X
SLIOZTJ,O,X,X,X,X,X,X,O,O,X
SLIOZJT,O,X,X,O,X,X,X,O,O,X
SLJTIZO,O,O,O,X,X,X,X,X,X,X
SLJTIOZ,O,O,X,X,X,X,X,X,X,X
SLJTZIO,O,O,O,X,X,X,X,O,X,X
SLJTZOI,X,O,O,X,X,X,X,O,X,X
SLJTOIZ,X,O,X,X,X,X,X,X,X,X
SLJTOZI,X,O,O,X,X,X,X,O,X,X
SLJITZO,O,O,X,X,X,X,X,X,X,X
SLJITOZ,O,O,X,X,X,X,X,X,X,X
SLJIZTO,O,X,O,X,X,X,X,O,X,X
SLJIZOT,O,X,O,X,X,X,X,O,X,X
SLJIOTZ,O,X,X,X,X,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,X,O,X,X
SLJZTIO,O,O,O,X,X,X,X,O,X,O
SLJZTOI,X,O,O,X,X,X,X,O,X,O
SLJZITO,O,O,O,X,X,X,X,O,X,O
SLJZIOT,O,X,O,X,X,X,X,O,X,O
SLJZOTI,O,X,O,X,X,X,X,O,X,O
SLJZOIT,O,X,O,X,X,X,X,O,X,O
SLJOTIZ,O,X,X,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,O,X,X
SLJOITZ,O,X,X,X,X,X,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X,O,X,X
SLJOZTI,O,X,O,X,X,X,X,O,X,O
SLJOZIT,O,X,O,X,X,X,X,O,X,O
SLZTIJO,O,O,O,X,X,X,X,O,X,X
SLZTIOJ,O,O,O,X,X,X,O,O,X,X
SLZTJIO,O,O,O,X,X,X,X,O,X,X
SLZTJOI,O,O,O,X,X,X,X,O,X,X
SLZTOIJ,O,O,O,X,X,X,O,O,X,X
SLZTOJI,O,O,O,X,X,X,O,O,X,X
SLZITJO,O,O,O,X,X,X,X,O,X,X
SLZITOJ,O,O,O,X,X,X,O,O,X,X
SLZIJTO,O,O,O,X,X,X,X,O,X,O
SLZIJOT,O,X,O,X,X,X,X,O,X,O
SLZIOTJ,O,O,O,X,X,X,X,O,O,X
SLZIOJT,O,X,O,X,X,X,X,O,O,O
SLZJTIO,O,O,O,X,X,X,X,O,X,O
SLZJTOI,X,O,O,X,X,X,X,O,X,O
SLZJITO,O,O,O,X,X,X,X,O,X,O
SLZJIOT,O,X,O,X,X,X,X,O,X,O
SLZJOTI,O,X,O,O,X,X,X,O,X,O
SLZJOIT,O,X,O,O,X,X,X,O,X,O
SLZOTIJ,O,O,O,X,X,X,X,O,X,X
SLZOTJI,O,O,O,X,X,X,X,O,X,X
SLZOITJ,O,O,O,X,X,X,X,O,O,X
SLZOIJT,O,X,O,O,X,X,X,O,O,O
SLZOJTI,O,X,O,O,X,X,X,O,X,O
SLZOJIT,O,X,O,O,X,X,X,O,X,O
SLOTIJZ,O,O,X,X,X,X,X,X,X,X
SLOTIZJ,X,X,X,O,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,X,X,X
SLOTJZI,O,O,O,X,X,X,X,O,X,X
SLOTZIJ,O,O,O,O,X,X,X,O,X,X
SLOTZJI,O,O,O,O,X,X,X,O,X,X
SLOITJZ,O,O,X,X,X,X,X,X,X,X
SLOITZJ,X,X,X,O,X,X,X,X,O,X
SLOIJTZ,O,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X,O,O,X
SLOIZTJ,O,X,X,X,X,X,X,O,O,X
SLOIZJT,O,X,X,O,X,X,X,O,O,X
SLOJTIZ,O,X,X,X,X,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X,O,X,X
SLOJITZ,O,X,X,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X,O,X,X
SLOJZTI,O,X,O,X,X,X,X,O,X,O
SLOJZIT,O,X,O,X,X,X,X,O,X,O
SLOZTIJ,O,O,O,X,X,X,X,O,X,X
SLOZTJI,O,O,O,X,X,X,X,O,X,X
SLOZITJ,O,O,O,X,X,X,X,O,O,X
SLOZIJT,O,X,O,O,X,X,X,O,O,O
SLOZJTI,O,X,O,O,X,X,X,O,X,O
SLOZJIT,O,X,O,O,X,X,X,O,X,O
SJTILZO,O,O,O,X,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X,X,X,X
SJTIZLO,O,O,O,X,X,X,X,X,X,X
SJTIZOL,O,O,O,X,X,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X,X,X,X
SJTIOZL,O,O,X,X,X,X,X,X,X,X
SJTLIZO,O,O,O,X,X,X,X,X,X,X
SJTLIOZ,O,O,X,X,X,X,X,X,X,X
SJTLZIO,O,O,O,X,O,X,X,O,X,X
SJTLZOI,O,O,O,X,O,X,X,O,X,X
SJTLOIZ,O,O,X,X,X,X,X,X,X,X
SJTLOZI,O,O,O,X,O,X,X,O,X,X
SJTZILO,O,O,O,X,X,X,X,O,X,O
SJTZIOL,O,O,O,X,X,X,O,O,X,O
SJTZLIO,O,O,O,X,O,X,X,O,X,O
SJTZLOI,O,O,O,X,O,X,X,O,X,O
SJTZOIL,O,O,O,X,X,X,O,O,X,O
SJTZOLI,O,O,O,X,O,X,O,O,X,O
SJTOILZ,O,O,X,X,X,X,X,X,X,X
SJTOIZL,O,O,X,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,X,X,X,X,X,X,X
SJTOLZI,O,O,O,X,O,X,O,O,X,X
SJTOZIL,O,O,O,X,X,X,O,O,X,O
SJTOZLI,O,O,O,X,O,X,O,O,X,O
SJITLZO,O,O,X,X,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X,X,X
SJITZLO,O,O,X,X,X,X,X,X,X,X
SJITZOL,X,O,X,X,X,X,X,X,X,X
SJITOLZ,O,O,X,X,X,X,X,X,X,X
SJITOZL,O,O,X,X,X,X,X,X,X,X
SJILTZO,O,O,X,X,X,X,X,X,X,X
SJILTOZ,O,O,X,X,X,X,X,X,X,X
SJILZTO,O,X,O,X,X,X,X,O,X,X
SJILZOT,O,X,O,X,X,X,X,O,X,X
SJILOTZ,O,X,X,X,X,X,X,X,X,X
SJILOZT,O,X,X,X,X,X,X,O,X,X
SJIZTLO,O,X,O,X,X,X,X,O,X,O
SJIZTOL,X,X,X,X,X,X,X,O,X,O
SJIZLTO,O,X,O,X,X,X,X,O,X,O
SJIZLOT,O,X,O,X,X,X,X,O,X,O
SJIZOTL,X,X,X,X,X,X,X,O,X,O
SJIZOLT,O,X,O,X,X,X,X,O,X,O
SJIOTLZ,O,X,X,X,X,X,X,X,X,X
SJIOTZL,O,X,X,X,X,X,X,X,X,X
SJIOLTZ,O,X,X,X,X,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,X,O,X,X
SJIOZTL,X,X,X,X,X,X,X,O,X,O
SJIOZLT,O,X,X,X,X,X,X,O,X,O
SJLTIZO,O,O,O,X,X,X,X,X,X,X
SJLTIOZ,O,O,X,X,X,X,X,X,X,X
SJLTZIO,O,O,O,X,X,X,X,O,X,X
SJLTZOI,X,O,O,X,X,X,X,O,X,X
SJLTOIZ,X,O,X,X,X,X,X,X,X,X
SJLTOZI,X,O,O,X,X,X,X,O,X,X
SJLITZO,O,O,X,X,X,X,X,X,X,X
SJLITOZ,O,O,X,X,X,X,X,X,X,X
SJLIZTO,O,X,O,X,X,X,X,O,X,X
SJLIZOT,O,X,O,X,X,X,X,O,X,X
SJLIOTZ,O,X,X,X,X,X,X,X,X,X
SJLIOZT,O,X,X,X,X,X,X,O,X,X
SJLZTIO,O,O,O,X,X,X,X,O,X,O
SJLZTOI,X,O,O,X,X,X,X,O,X,O
SJLZITO,O,O,O,X,X,X,X,O,X,O
SJLZIOT,O,X,O,X,X,X,X,O,X,O
SJLZOTI,O,X,O,X,X,X,X,O,X,O
SJLZOIT,O,X,O,X,X,X,X,O,X,O
SJLOTIZ,O,X,X,X,X,X,X,X,X,X
SJLOTZI,O,X,X,X,X,X,X,O,X,X
SJLOITZ,O,X,X,X,X,X,X,X,X,X
SJLOIZT,O,X,X,X,X,X,X,O,X,X
SJLOZTI,O,X,O,X,X,X,X,O,X,O
SJLOZIT,O,X,O,X,X,X,X,O,X,O
SJZTILO,O,O,O,X,X,X,X,O,X,O
SJZTIOL,O,O,O,X,X,X,O,O,X,O
SJZTLIO,O,O,O,X,X,X,X,O,X,O
SJZTLOI,O,O,O,X,X,X,X,O,X,O
SJZTOIL,O,O,O,X,X,X,O,O,X,O
SJZTOLI,O,O,O,X,X,X,O,O,X,O
SJZITLO,O,O,O,X,X,X,X,O,X,O
SJZITOL,O,O,O,X,X,X,O,O,X,O
SJZILTO,O,O,O,X,X,X,X,O,X,O
SJZILOT,O,X,O,X,X,X,X,O,X,O
SJZIOTL,O,X,X,X,X,X,X,O,X,O
SJZIOLT,O,X,O,X,X,X,X,O,X,O
SJZLTIO,O,O,O,X,X,X,X,O,X,O
SJZLTOI,X,O,O,X,X,X,X,O,X,O
SJZLITO,O,O,O,X,X,X,X,O,X,O
SJZLIOT,O,X,O,X,X,X,X,O,X,O
SJZLOTI,O,X,O,X,X,X,X,O,X,O
SJZLOIT,O,X,O,X,X,X,X,O,X,O
SJZOTIL,O,X,X,X,X,X,X,O,X,O
SJZOTLI,O,X,X,X,X,X,X,O,X,O
SJZOITL,O,X,X,X,X,X,X,O,X,O
SJZOILT,O,X,O,X,X,X,X,O,X,O
SJZOLTI,O,X,O,X,X,X,X,O,X,O
SJZOLIT,O,X,O,X,X,X,X,O,X,O
SJOTILZ,O,X,X,X,X,X,X,X,X,X
SJOTIZL,O,X,X,X,X,X,X,X,X,X
SJOTLIZ,O,X,X,X,X,X,X,X,X,X
SJOTLZI,O,X,X,X,O,X,X,O,X,X
SJOTZIL,O,X,X,X,X,X,X,O,X,O
SJOTZLI,O,X,X,X,O,X,X,O,X,O
SJOITLZ,O,X,X,X,X,X,X,X,X,X
SJOITZL,O,X,X,X,X,X,X,X,X,X
SJOILTZ,O,X,X,X,X,X,X,X,X,X
SJOILZT,O,X,X,X,X,X,X,O,X,X
SJOIZTL,O,X,X,X,X,X,X,O,X,O
SJOIZLT,O,X,X,X,X,X,X,O,X,O
SJOLTIZ,O,X,X,X,X,X,X,X,X,X
SJOLTZI,O,X,X,X,X,X,X,O,X,X
