sequence,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8JeF7IvhFicBflB?5lBcmBTiBWxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8JeR7IvhFzcBflB?lgBSnB8qBWxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhF3bBUdB?xqB6rBlqBTsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhFRcBlgB?UiB/qBTmBSxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8JeC7IvhFehBXgB?5mBTiBlqBUsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFCcB/iB?0hBRlBlqBWxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhFzbBUdB?1mBxqB/qBSxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhF3bBylB?5mBTiBlqBUsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8JeC7IvhFehBUdB?XgB5mBlqBTsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFicBUlB?/rB5lBGsBFsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhF3bBUdB?ylB5mBlqBTsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFRcBUhB?FlBCrBXsBGsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFWhBFlB?xmBCrB/sB0rB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFlcBKmB?UlB5lBGsBXsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez8IvhFRgBSnB?flBlgB8qBWxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhFxgBTiB?3gB6rBlqBUsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFWhBRlB?CnBlqB/sB0rB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez/IvhFRhBSnB?uqBFlB/rBUsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhFUdBxgB?3gB6rBlqBTsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeq/IvhFRcBlgB?cmBTiB/qBWxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhF3bBTiB?xqB6rBlqBUsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhFRcBSnB?TlB/rBlqBUsB
IOZLSJT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
IOZJTSL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTIJSOZ,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTIJZSO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTIJZOS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LTIJOSZ,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LTIJOZS,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
LTISJZO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTISJOZ,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTISZJO,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
LTISZOJ,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LTISOJZ,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTISOZJ,X,X,X,X,X,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LTIZJSO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTIZJOS,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
LTIZSJO,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LTIZSOJ,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
LTIZOJS,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
LTIZOSJ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LTIOJZS,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
LTIOSJZ,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LTIOSZJ,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LTIOZJS,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LTIOZSJ,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LTJISZO,X,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTJISOZ,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTJIZSO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTJIZOS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LTJIOSZ,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LTJIOZS,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
LTJSIZO,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTJSIOZ,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTJSZIO,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJSOZI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LTJZIOS,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
LTJZSIO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LTJZOSI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTJOIZS,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
LTJOSIZ,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTJOSZI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X
LTJOZSI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTSIJZO,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTSIJOZ,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTSIZJO,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
LTSIZOJ,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LTSIOJZ,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTSIOZJ,X,O,X,X,O,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LTSJIZO,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LTSJIOZ,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LTSJZIO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSJOZI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSZIJO,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTSZIOJ,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LTSZJIO,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTSZJOI,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTSZOJI,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSOIZJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSOJZI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSOZJI,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X
LTZIJOS,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
LTZISJO,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LTZISOJ,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
LTZIOJS,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
LTZIOSJ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O,X,X,X,X,X
LTZJISO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X
LTZJIOS,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
LTZJSIO,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LTZJSOI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTZJOIS,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LTZJOSI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTZSIJO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LTZSJIO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTZSOJI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LTZOISJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
LTZOJIS,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LTZOJSI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTZOSIJ,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTZOSJI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTOIJZS,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
LTOISJZ,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LTOISZJ,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LTOIZJS,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X
LTOIZSJ,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LTOJISZ,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTOJIZS,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
LTOJSIZ,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOJSZI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LTOJZSI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOSIZJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTOSJZI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSZJI,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZIJS,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X
LTOZISJ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X
LTOZJIS,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X
LTOZJSI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTOZSIJ,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LTOZSJI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LITJSZO,X,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LITJSOZ,X,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LITJZSO,X,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LITJZOS,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LITJOSZ,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LITJOZS,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X
LITSJZO,X,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LITSJOZ,X,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LITSZJO,X,X,O,X,X,X,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
LITSZOJ,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LITSOJZ,X,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LITSOZJ,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LITZJSO,X,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LITZJOS,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
LITZSJO,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LITZSOJ,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
LITZOJS,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
LITZOSJ,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
LITOJSZ,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LITOJZS,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X
LITOSJZ,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LITOSZJ,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LITOZJS,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LITOZSJ,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJTSZO,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIJTSOZ,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LIJTZSO,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIJTZOS,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIJTOSZ,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LIJTOZS,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X
LIJSTZO,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJSOZT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZTSO,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJZSTO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZOST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOTSZ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LIJOTZS,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LIJOSTZ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOSZT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOZTS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LIJOZST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTJZO,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LISTJOZ,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LISTZJO,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LISTZOJ,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LISTOJZ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LISTOZJ,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LISJTZO,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISZTJO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOTZJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOJZT,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOZTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,O,X,X,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X
LIZTJOS,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
LIZTSJO,O,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIZTSOJ,O,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
LIZTOJS,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
LIZTOSJ,X,X,O,X,X,X,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X,X
LIZJTSO,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIZJTOS,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LIZJSTO,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJSOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZJOST,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LIZSTJO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZSJTO,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSJOT,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZSOJT,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZOTJS,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LIZOTSJ,X,X,O,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZOJST,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LIZOSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZOSJT,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LIOTJZS,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LIOTSJZ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOTSZJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOTZJS,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOTZSJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOJTSZ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LIOJTZS,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LIOJSTZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJSZT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJZTS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJZST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSTZJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
