sequence,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBxcBTeBlmBcs?BCsB,v115@AhB8FeC8DeG8CeG8BeC8Jex6IvhFXdBTeBifB+nBlm?B0rB,v115@AhB8FeC8DeG8CeG8BeC8Jex6IvhF0cBTeBifB+nBlm?BXsB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBxcBTeBFiBSs?B0rB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbB0cBSjBxmBln?BzrB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbB5iBTeB0mBas?BlrB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBlcBTeBxmBCs?BcsB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBViBTeBxmBSs?B0rB
JOIZSLT,O,X,X,O,O,O,O,X
JOLTISZ,X,O,O,O,X,X,O,X
JOLTIZS,X,O,O,O,X,X,O,X
JOLTSIZ,X,O,O,O,X,X,O,X
JOLTSZI,X,O,O,O,O,X,X,X
JOLTZIS,X,O,O,O,X,X,X,X
JOLTZSI,X,O,O,O,O,X,X,X
JOLITSZ,X,O,O,O,O,X,O,X
JOLITZS,X,O,O,O,O,X,O,X
JOLISTZ,X,O,O,O,O,X,O,X
JOLISZT,O,O,X,O,O,O,O,X
JOLIZTS,X,O,O,O,O,O,O,X
JOLIZST,X,O,X,O,O,O,O,X
JOLSTIZ,X,O,O,O,X,X,O,X
JOLSTZI,X,O,O,O,O,X,X,X
JOLSITZ,X,O,O,O,O,X,O,X
JOLSIZT,O,O,X,O,O,O,O,X
JOLSZTI,O,O,X,O,O,X,X,X
JOLSZIT,O,O,X,O,O,O,O,X
JOLZTIS,O,O,O,O,X,X,X,X
JOLZTSI,O,O,O,O,O,X,X,X
JOLZITS,X,O,O,O,O,O,O,X
JOLZIST,O,O,X,O,O,O,O,X
JOLZSTI,O,O,X,O,O,X,X,X
JOLZSIT,O,O,X,O,O,O,O,X
JOSTILZ,X,O,X,O,O,X,O,X
JOSTIZL,O,X,X,X,O,O,X,X
JOSTLIZ,X,O,O,O,X,X,O,X
JOSTLZI,X,O,O,O,O,X,X,X
JOSTZIL,O,X,X,X,O,O,X,X
JOSTZLI,O,O,O,X,O,X,X,X
JOSITLZ,X,X,X,O,O,X,O,O
JOSITZL,O,X,X,X,O,O,X,O
JOSILTZ,X,O,X,O,O,X,O,X
JOSILZT,O,O,X,O,O,O,O,X
JOSIZTL,O,X,X,X,O,O,X,X
JOSIZLT,O,X,X,O,O,O,O,X
JOSLTIZ,X,O,O,O,X,X,O,X
JOSLTZI,X,O,O,O,O,X,X,X
JOSLITZ,X,O,O,O,O,X,O,X
JOSLIZT,O,O,X,O,O,O,O,X
JOSLZTI,O,O,X,O,O,X,X,X
JOSLZIT,O,O,X,O,O,O,O,X
JOSZTIL,O,X,X,X,O,O,X,X
JOSZTLI,O,X,X,X,O,X,X,X
JOSZITL,O,X,X,X,O,O,X,X
JOSZILT,O,X,X,O,O,O,O,X
JOSZLTI,O,O,X,O,O,X,X,X
JOSZLIT,O,O,X,O,O,O,O,X
JOZTILS,O,X,O,X,O,O,X,X
JOZTISL,O,X,X,X,O,O,X,X
JOZTLIS,O,O,O,X,X,X,X,X
JOZTLSI,O,O,O,X,O,X,X,X
JOZTSIL,O,X,X,X,O,O,X,X
JOZTSLI,O,O,O,X,O,X,X,X
JOZITLS,O,X,X,X,O,O,X,X
JOZITSL,O,X,X,X,O,O,X,X
JOZILTS,X,X,X,X,O,O,O,X
JOZILST,O,X,X,X,O,O,O,X
JOZISTL,O,X,X,X,O,O,X,X
JOZISLT,O,X,X,O,O,O,O,X
JOZLTIS,O,O,O,O,X,X,X,X
JOZLTSI,O,O,O,O,O,X,X,X
JOZLITS,X,O,O,O,O,O,O,X
JOZLIST,O,O,X,O,O,O,O,X
JOZLSTI,O,O,X,O,O,X,X,X
JOZLSIT,O,O,X,O,O,O,O,X
JOZSTIL,O,X,X,X,O,O,X,X
JOZSTLI,O,X,X,X,O,X,X,X
JOZSITL,O,X,X,X,O,O,X,X
JOZSILT,O,X,X,O,O,O,O,X
JOZSLTI,O,O,X,O,O,X,X,X
JOZSLIT,O,O,X,O,O,O,O,X
STILJZO,X,X,X,X,O,X,X,X
STILJOZ,X,X,X,O,O,X,X,O
STILZJO,X,X,X,X,O,X,X,X
STILZOJ,X,X,X,X,X,X,X,X
STILOJZ,X,X,X,O,X,X,X,O
STILOZJ,X,X,X,X,X,X,X,X
STIJLZO,X,X,X,X,O,X,O,X
STIJLOZ,X,X,X,O,O,X,O,O
STIJZLO,X,X,X,X,O,O,X,X
STIJZOL,X,X,X,X,X,O,X,O
STIJOLZ,X,X,X,O,O,X,O,O
STIJOZL,O,X,X,X,O,O,X,O
STIZLJO,X,X,X,X,O,O,X,X
STIZLOJ,X,X,X,X,X,O,X,X
STIZJLO,X,X,X,X,O,O,X,X
STIZJOL,X,X,X,X,X,O,X,O
STIZOLJ,X,X,X,X,X,O,X,X
STIZOJL,X,X,X,X,X,O,X,O
STIOLJZ,X,X,X,X,X,X,X,O
STIOLZJ,X,X,X,X,X,X,X,X
STIOJLZ,X,X,X,O,X,X,O,O
STIOJZL,O,X,X,X,X,O,X,O
STIOZLJ,X,X,X,X,X,O,X,X
STIOZJL,X,X,X,X,X,O,X,O
STLIJZO,X,O,O,O,O,X,O,X
STLIJOZ,X,O,O,O,O,X,O,X
STLIZJO,X,X,O,O,O,X,X,X
STLIZOJ,X,X,X,O,X,X,X,X
STLIOJZ,X,X,X,O,X,X,O,X
STLIOZJ,X,X,X,O,X,X,X,X
STLJIZO,X,O,O,O,O,X,O,X
STLJIOZ,X,O,O,O,O,X,O,X
STLJZIO,X,O,O,O,O,X,X,X
STLJZOI,X,O,O,O,O,X,X,X
STLJOIZ,X,O,O,O,X,X,O,X
STLJOZI,X,O,O,O,O,X,X,X
STLZIJO,X,X,O,O,X,X,X,X
STLZIOJ,X,X,X,O,X,X,X,X
STLZJIO,X,X,O,O,O,X,X,X
STLZJOI,X,X,O,O,O,X,X,X
STLZOIJ,X,X,X,O,X,X,X,X
STLZOJI,X,X,X,O,X,X,X,X
STLOIJZ,X,X,X,O,X,X,O,X
STLOIZJ,X,X,X,O,X,X,X,X
STLOJIZ,X,X,X,O,X,X,O,X
STLOJZI,X,X,X,O,O,X,X,X
STLOZIJ,X,X,X,O,X,X,X,X
STLOZJI,X,X,X,O,O,X,X,X
STJILZO,X,O,X,X,O,X,O,X
STJILOZ,X,O,X,O,O,X,O,X
STJIZLO,X,X,X,X,O,O,X,X
STJIZOL,X,X,X,X,X,O,X,X
STJIOLZ,X,O,X,O,O,X,O,X
STJIOZL,O,X,X,X,O,O,X,X
STJLIZO,X,O,O,O,O,X,O,X
STJLIOZ,X,O,O,O,O,X,O,X
STJLZIO,X,O,O,O,O,X,X,X
STJLZOI,X,O,O,O,O,X,X,X
STJLOIZ,X,O,O,O,X,X,O,X
STJLOZI,X,O,O,O,O,X,X,X
STJZILO,O,X,X,X,O,O,X,X
STJZIOL,O,X,X,X,X,O,X,X
STJZLIO,O,O,O,X,O,X,X,X
STJZLOI,O,O,O,X,O,X,X,X
STJZOIL,O,X,X,X,X,O,X,X
STJZOLI,O,O,O,X,X,X,X,X
STJOILZ,X,O,X,O,O,X,O,X
STJOIZL,O,X,X,X,O,O,X,X
STJOLIZ,X,O,O,O,X,X,O,X
STJOLZI,X,O,O,O,O,X,X,X
STJOZIL,O,X,X,X,O,O,X,X
STJOZLI,O,O,O,X,O,X,X,X
STZILJO,O,X,X,X,O,O,X,X
STZILOJ,O,X,X,X,X,O,X,X
STZIJLO,O,X,X,X,O,O,X,X
STZIJOL,O,X,X,X,X,O,X,X
STZIOLJ,O,X,X,X,X,O,X,X
STZIOJL,O,X,X,X,X,O,X,X
STZLIJO,O,X,O,X,X,X,X,X
STZLIOJ,O,X,X,X,X,X,X,X
STZLJIO,O,X,O,X,O,X,X,X
STZLJOI,O,X,O,X,O,X,X,X
STZLOIJ,O,X,X,X,X,X,X,X
STZLOJI,O,X,X,X,X,X,X,X
STZJILO,O,X,X,X,O,O,X,X
STZJIOL,O,X,X,X,X,O,X,X
STZJLIO,O,X,O,X,O,X,X,X
STZJLOI,O,X,O,X,O,X,X,X
STZJOIL,O,X,X,X,X,O,X,X
STZJOLI,O,X,O,X,X,X,X,X
STZOILJ,O,X,X,X,X,O,X,X
STZOIJL,O,X,X,X,X,O,X,X
STZOLIJ,O,X,X,X,X,X,X,X
STZOLJI,O,X,X,X,X,X,X,X
STZOJIL,O,X,X,X,X,O,X,X
STZOJLI,O,X,X,X,X,X,X,X
STOILJZ,X,X,X,X,O,X,X,O
STOILZJ,X,X,X,X,O,X,X,X
STOIJLZ,X,X,X,O,O,X,O,O
STOIJZL,O,X,X,X,O,O,X,O
STOIZLJ,X,X,X,X,O,O,X,X
STOIZJL,X,X,X,X,O,O,X,O
STOLIJZ,X,X,X,O,X,X,O,X
STOLIZJ,X,X,X,O,X,X,X,X
STOLJIZ,X,X,X,O,X,X,O,X
STOLJZI,X,X,X,O,O,X,X,X
STOLZIJ,X,X,X,O,X,X,X,X
STOLZJI,X,X,X,O,O,X,X,X
STOJILZ,X,X,X,O,O,X,O,X
STOJIZL,O,X,X,X,O,O,X,X
STOJLIZ,X,X,X,O,X,X,O,X
STOJLZI,X,X,X,O,O,X,X,X
STOJZIL,O,X,X,X,O,O,X,X
STOJZLI,O,X,X,X,O,X,X,X
STOZILJ,O,X,X,X,O,O,X,X
STOZIJL,O,X,X,X,O,O,X,X
STOZLIJ,O,X,X,X,X,X,X,X
STOZLJI,O,X,X,X,O,X,X,X
STOZJIL,O,X,X,X,O,O,X,X
STOZJLI,O,X,X,X,O,X,X,X
SITLJZO,X,X,X,X,O,X,X,X
SITLJOZ,X,X,X,O,O,X,X,O
SITLZJO,X,X,X,X,O,X,X,X
SITLZOJ,X,X,X,X,X,X,X,X
SITLOJZ,X,X,X,O,X,X,X,O
SITLOZJ,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,O,X,O,X
SITJLOZ,X,X,X,O,O,X,O,O
SITJZLO,X,X,X,X,O,O,X,X
SITJZOL,X,X,X,X,X,O,X,O
SITJOLZ,X,X,X,O,O,X,O,O
SITJOZL,O,X,X,X,O,O,X,O
SITZLJO,X,X,X,X,O,O,X,X
SITZLOJ,X,X,X,X,X,O,X,X
SITZJLO,X,X,X,X,O,O,X,X
SITZJOL,X,X,X,X,X,O,X,O
SITZOLJ,X,X,X,X,X,O,X,X
SITZOJL,X,X,X,X,X,O,X,O
SITOLJZ,X,X,X,X,X,X,X,O
SITOLZJ,X,X,X,X,X,X,X,X
SITOJLZ,X,X,X,O,X,X,O,O
SITOJZL,O,X,X,X,X,O,X,O
SITOZLJ,X,X,X,X,X,O,X,X
SITOZJL,X,X,X,X,X,O,X,O
SILTJZO,X,X,X,O,O,X,O,X
SILTJOZ,X,X,X,O,O,X,O,O
SILTZJO,X,X,X,O,O,X,X,X
SILTZOJ,X,X,X,O,X,X,X,X
SILTOJZ,X,X,X,O,X,X,O,O
SILTOZJ,X,X,X,O,X,X,X,X
SILJTZO,X,X,X,O,O,X,O,X
SILJTOZ,X,X,X,O,O,X,O,X
SILJZTO,X,X,X,O,O,O,O,X
SILJZOT,X,X,X,O,O,O,O,X
SILJOTZ,X,X,X,O,O,X,O,X
SILJOZT,O,X,X,O,O,O,O,X
SILZTJO,X,X,X,O,O,O,X,X
SILZTOJ,X,X,X,O,X,O,X,X
SILZJTO,X,X,X,O,O,O,O,X
SILZJOT,X,X,X,O,O,O,O,X
SILZOTJ,X,X,X,O,X,O,X,X
SILZOJT,X,X,X,O,O,O,O,X
SILOTJZ,X,X,X,O,X,X,O,O
SILOTZJ,X,X,X,O,X,X,X,X
SILOJTZ,X,X,X,O,O,X,O,X
SILOJZT,O,X,X,O,O,O,O,X
SILOZTJ,X,X,X,O,X,O,X,X
SILOZJT,X,X,X,O,O,O,O,X
SIJTLZO,X,X,X,X,O,X,O,X
SIJTLOZ,X,X,X,O,O,X,O,O
SIJTZLO,X,X,X,X,O,O,X,X
SIJTZOL,X,X,X,X,X,O,X,O
SIJTOLZ,X,X,X,O,O,X,O,O
SIJTOZL,O,X,X,X,O,O,X,O
SIJLTZO,X,X,X,O,O,X,O,X
SIJLTOZ,X,X,X,O,O,X,O,X
SIJLZTO,X,X,X,O,O,O,O,X
SIJLZOT,X,X,X,O,O,O,O,X
SIJLOTZ,X,X,X,O,O,X,O,X
SIJLOZT,O,X,X,O,O,O,O,X
SIJZTLO,O,X,X,X,O,O,X,X
SIJZTOL,O,X,X,X,X,O,X,X
SIJZLTO,X,X,X,X,O,O,O,X
SIJZLOT,O,X,X,O,O,O,O,X
SIJZOTL,O,X,X,X,O,O,X,X
SIJZOLT,O,X,X,O,O,O,O,X
SIJOTLZ,X,X,X,O,O,X,O,O
SIJOTZL,O,X,X,X,O,O,X,O
SIJOLTZ,X,X,X,O,O,X,O,X
SIJOLZT,O,X,X,O,O,O,O,X
SIJOZTL,O,X,X,X,O,O,X,X
SIJOZLT,O,X,X,O,O,O,O,X
SIZTLJO,O,X,X,X,O,O,X,X
SIZTLOJ,O,X,X,X,X,O,X,X
SIZTJLO,O,X,X,X,O,O,X,X
SIZTJOL,O,X,X,X,X,O,X,O
SIZTOLJ,O,X,X,X,X,O,X,X
SIZTOJL,O,X,X,X,X,O,X,O
SIZLTJO,X,X,X,X,O,O,X,X
SIZLTOJ,X,X,X,X,X,O,X,X
SIZLJTO,X,X,X,X,O,O,X,X
SIZLJOT,O,X,X,O,O,O,X,X
SIZLOTJ,X,X,X,X,X,O,X,X
SIZLOJT,O,X,X,O,O,O,X,X
SIZJTLO,O,X,X,X,O,O,X,X
SIZJTOL,O,X,X,X,X,O,X,X
SIZJLTO,X,X,X,X,O,O,O,X
SIZJLOT,O,X,X,O,O,O,O,X
SIZJOTL,O,X,X,X,O,O,X,X
SIZJOLT,O,X,X,O,O,O,O,X
SIZOTLJ,O,X,X,X,X,O,X,X
SIZOTJL,O,X,X,X,X,O,X,O
SIZOLTJ,X,X,X,X,X,O,X,X
SIZOLJT,O,X,X,X,O,O,X,X
SIZOJTL,O,X,X,X,X,O,X,X
SIZOJLT,O,X,X,O,O,O,O,X
SIOTLJZ,X,X,X,X,O,X,X,O
SIOTLZJ,X,X,X,X,O,X,X,X
SIOTJLZ,X,X,X,O,O,X,O,O
SIOTJZL,O,X,X,X,O,O,X,O
SIOTZLJ,X,X,X,X,O,O,X,X
SIOTZJL,X,X,X,X,O,O,X,O
SIOLTJZ,X,X,X,O,O,X,O,O
SIOLTZJ,X,X,X,O,O,X,X,X
SIOLJTZ,X,X,X,O,O,X,O,X
SIOLJZT,O,X,X,O,O,O,O,X
SIOLZTJ,X,X,X,O,O,O,X,X
SIOLZJT,X,X,X,O,O,O,O,X
SIOJTLZ,X,X,X,O,O,X,O,O
SIOJTZL,O,X,X,X,O,O,X,O
SIOJLTZ,X,X,X,O,O,X,O,X
SIOJLZT,O,X,X,O,O,O,O,X
SIOJZTL,O,X,X,X,O,O,X,X
SIOJZLT,O,X,X,O,O,O,O,X
SIOZTLJ,O,X,X,X,O,O,X,X
SIOZTJL,O,X,X,X,O,O,X,O
SIOZLTJ,X,X,X,X,O,O,X,X
SIOZLJT,O,X,X,X,O,O,X,X
SIOZJTL,O,X,X,X,O,O,X,X
SIOZJLT,O,X,X,O,O,O,O,X
SLTIJZO,X,O,O,O,O,X,O,X
SLTIJOZ,X,O,O,O,O,X,O,X
SLTIZJO,X,X,O,O,O,X,X,X
SLTIZOJ,X,X,X,O,X,X,X,X
SLTIOJZ,X,X,X,O,X,X,O,X
SLTIOZJ,X,X,X,O,X,X,X,X
SLTJIZO,X,O,O,O,O,X,O,X
SLTJIOZ,X,O,O,O,O,X,O,X
SLTJZIO,X,O,O,O,O,X,X,X
SLTJZOI,X,O,O,O,O,X,X,X
SLTJOIZ,X,O,O,O,X,X,O,X
SLTJOZI,X,O,O,O,O,X,X,X
SLTZIJO,X,X,O,O,X,X,X,X
SLTZIOJ,X,X,X,O,X,X,X,X
SLTZJIO,X,X,O,O,O,X,X,X
SLTZJOI,X,X,O,O,O,X,X,X
SLTZOIJ,X,X,X,O,X,X,X,X
SLTZOJI,X,X,X,O,X,X,X,X
SLTOIJZ,X,X,X,O,X,X,O,X
SLTOIZJ,X,X,X,O,X,X,X,X
SLTOJIZ,X,X,X,O,X,X,O,X
SLTOJZI,X,X,X,O,O,X,X,X
SLTOZIJ,X,X,X,O,X,X,X,X
SLTOZJI,X,X,X,O,O,X,X,X
SLITJZO,X,O,O,O,O,X,O,X
SLITJOZ,X,O,O,O,O,X,O,O
SLITZJO,X,X,O,O,O,X,X,X
SLITZOJ,X,X,X,O,X,X,X,X
SLITOJZ,X,X,X,O,X,X,O,O
SLITOZJ,X,X,X,O,X,X,X,X
SLIJTZO,X,O,O,O,O,X,O,X
SLIJTOZ,X,O,O,O,O,X,O,X
SLIJZTO,X,X,X,O,O,O,O,X
SLIJZOT,X,O,X,O,O,O,O,X
SLIJOTZ,X,O,O,O,O,X,O,X
SLIJOZT,O,O,X,O,O,O,O,X
SLIZTJO,X,X,X,O,O,O,X,X
SLIZTOJ,X,X,X,O,X,O,X,X
SLIZJTO,X,X,X,O,O,O,O,X
SLIZJOT,X,X,X,O,O,O,O,X
SLIZOTJ,X,X,X,O,X,O,X,X
SLIZOJT,X,X,X,O,O,O,O,X
SLIOTJZ,X,X,X,O,X,X,O,O
SLIOTZJ,X,X,X,O,X,X,X,X
SLIOJTZ,X,O,O,O,O,X,O,X
SLIOJZT,O,O,X,O,O,O,O,X
SLIOZTJ,X,X,X,O,X,O,X,X
SLIOZJT,X,X,X,O,O,O,O,X
SLJTIZO,X,O,O,O,O,X,O,X
SLJTIOZ,X,O,O,O,O,X,O,X
SLJTZIO,X,O,O,O,O,X,X,X
SLJTZOI,X,O,O,O,O,X,X,X
SLJTOIZ,X,O,O,O,X,X,O,X
SLJTOZI,X,O,O,O,O,X,X,X
SLJITZO,X,O,O,O,O,X,O,X
SLJITOZ,X,O,O,O,O,X,O,X
SLJIZTO,X,X,X,O,O,O,O,X
SLJIZOT,X,O,X,O,O,O,O,X
SLJIOTZ,X,O,O,O,O,X,O,X
SLJIOZT,O,O,X,O,O,O,O,X
SLJZTIO,O,X,X,O,O,X,X,X
SLJZTOI,O,X,X,O,O,X,X,X
SLJZITO,X,X,X,O,O,O,O,X
SLJZIOT,O,O,X,O,O,O,O,X
SLJZOTI,O,O,X,O,O,X,X,X
SLJZOIT,O,O,X,O,O,O,O,X
SLJOTIZ,X,O,O,O,X,X,O,X
SLJOTZI,X,O,O,O,O,X,X,X
SLJOITZ,X,O,O,O,O,X,O,X
SLJOIZT,O,O,X,O,O,O,O,X
SLJOZTI,O,O,X,O,O,X,X,X
SLJOZIT,O,O,X,O,O,O,O,X
SLZTIJO,O,X,X,O,X,X,X,X
SLZTIOJ,O,X,X,O,X,X,X,X
SLZTJIO,O,X,X,O,O,X,X,X
SLZTJOI,O,X,X,O,O,X,X,X
SLZTOIJ,O,X,X,O,X,X,X,X
SLZTOJI,O,X,X,O,X,X,X,X
SLZITJO,X,X,X,O,O,O,X,X
SLZITOJ,X,X,X,O,X,O,X,X
SLZIJTO,X,X,X,O,O,O,O,X
SLZIJOT,O,X,X,O,O,O,O,X
SLZIOTJ,X,X,X,O,X,O,X,X
SLZIOJT,O,X,X,O,O,O,O,X
SLZJTIO,O,X,X,O,O,X,X,X
SLZJTOI,O,X,X,O,O,X,X,X
SLZJITO,X,X,X,O,O,O,O,X
SLZJIOT,O,X,X,O,O,O,O,X
SLZJOTI,O,X,X,O,O,X,X,X
SLZJOIT,O,X,X,O,O,O,O,X
SLZOTIJ,O,X,X,O,X,X,X,X
SLZOTJI,O,X,X,O,O,X,X,X
SLZOITJ,X,X,X,O,X,O,X,X
SLZOIJT,O,X,X,O,O,O,O,X
SLZOJTI,O,X,X,O,O,X,X,X
SLZOJIT,O,X,X,O,O,O,O,X
SLOTIJZ,X,X,X,O,X,X,O,X
SLOTIZJ,X,X,X,O,X,X,X,X
SLOTJIZ,X,X,X,O,X,X,O,X
SLOTJZI,X,X,X,O,O,X,X,X
SLOTZIJ,X,X,X,O,X,X,X,X
SLOTZJI,X,X,X,O,O,X,X,X
SLOITJZ,X,X,X,O,O,X,O,O
SLOITZJ,X,X,X,O,O,X,X,X
SLOIJTZ,X,O,O,O,O,X,O,X
SLOIJZT,O,O,X,O,O,O,O,X
SLOIZTJ,X,X,X,O,O,O,X,X
SLOIZJT,X,X,X,O,O,O,O,X
SLOJTIZ,X,O,O,O,X,X,O,X
SLOJTZI,X,O,O,O,O,X,X,X
SLOJITZ,X,O,O,O,O,X,O,X
SLOJIZT,O,O,X,O,O,O,O,X
SLOJZTI,O,O,X,O,O,X,X,X
SLOJZIT,O,O,X,O,O,O,O,X
SLOZTIJ,O,X,X,O,X,X,X,X
SLOZTJI,O,X,X,O,O,X,X,X
SLOZITJ,X,X,X,O,O,O,X,X
SLOZIJT,O,X,X,O,O,O,O,X
SLOZJTI,O,X,X,O,O,X,X,X
SLOZJIT,O,X,X,O,O,O,O,X
SJTILZO,X,O,X,X,O,X,O,X
SJTILOZ,X,O,X,O,O,X,O,X
SJTIZLO,X,X,X,X,O,O,X,X
SJTIZOL,X,X,X,X,X,O,X,X
SJTIOLZ,X,O,X,O,O,X,O,X
SJTIOZL,O,X,X,X,O,O,X,X
SJTLIZO,X,O,O,O,O,X,O,X
SJTLIOZ,X,O,O,O,O,X,O,X
SJTLZIO,X,O,O,O,O,X,X,X
SJTLZOI,X,O,O,O,O,X,X,X
SJTLOIZ,X,O,O,O,X,X,O,X
SJTLOZI,X,O,O,O,O,X,X,X
SJTZILO,O,X,X,X,O,O,X,X
SJTZIOL,O,X,X,X,X,O,X,X
SJTZLIO,O,O,O,X,O,X,X,X
SJTZLOI,O,O,O,X,O,X,X,X
SJTZOIL,O,X,X,X,X,O,X,X
SJTZOLI,O,O,O,X,X,X,X,X
SJTOILZ,X,O,X,O,O,X,O,X
SJTOIZL,O,X,X,X,O,O,X,X
SJTOLIZ,X,O,O,O,X,X,O,X
SJTOLZI,X,O,O,O,O,X,X,X
SJTOZIL,O,X,X,X,O,O,X,X
SJTOZLI,O,O,O,X,O,X,X,X
SJITLZO,X,X,X,X,O,X,O,X
SJITLOZ,X,X,X,O,O,X,O,O
SJITZLO,X,X,X,X,O,O,X,X
SJITZOL,X,X,X,X,X,O,X,O
SJITOLZ,X,X,X,O,O,X,O,O
SJITOZL,O,X,X,X,O,O,X,O
SJILTZO,X,X,X,O,O,X,O,X
SJILTOZ,X,O,X,O,O,X,O,X
SJILZTO,X,X,X,O,O,O,O,X
SJILZOT,X,O,X,O,O,O,O,X
SJILOTZ,X,O,X,O,O,X,O,X
SJILOZT,O,O,X,O,O,O,O,X
SJIZTLO,O,X,X,X,O,O,X,X
SJIZTOL,O,X,X,X,X,O,X,X
SJIZLTO,X,X,X,X,O,O,O,X
SJIZLOT,O,X,X,O,O,O,O,X
SJIZOTL,O,X,X,X,O,O,X,X
SJIZOLT,O,X,X,O,O,O,O,X
SJIOTLZ,X,X,X,O,O,X,O,O
SJIOTZL,O,X,X,X,O,O,X,O
SJIOLTZ,X,O,X,O,O,X,O,X
SJIOLZT,O,O,X,O,O,O,O,X
SJIOZTL,O,X,X,X,O,O,X,X
SJIOZLT,O,X,X,O,O,O,O,X
SJLTIZO,X,O,O,O,O,X,O,X
SJLTIOZ,X,O,O,O,O,X,O,X
SJLTZIO,X,O,O,O,O,X,X,X
SJLTZOI,X,O,O,O,O,X,X,X
SJLTOIZ,X,O,O,O,X,X,O,X
SJLTOZI,X,O,O,O,O,X,X,X
SJLITZO,X,O,O,O,O,X,O,X
SJLITOZ,X,O,O,O,O,X,O,X
SJLIZTO,X,X,X,O,O,O,O,X
SJLIZOT,X,O,X,O,O,O,O,X
SJLIOTZ,X,O,O,O,O,X,O,X
SJLIOZT,O,O,X,O,O,O,O,X
SJLZTIO,O,X,X,O,O,X,X,X
SJLZTOI,O,X,X,O,O,X,X,X
SJLZITO,X,X,X,O,O,O,O,X
SJLZIOT,O,O,X,O,O,O,O,X
SJLZOTI,O,O,X,O,O,X,X,X
SJLZOIT,O,O,X,O,O,O,O,X
SJLOTIZ,X,O,O,O,X,X,O,X
SJLOTZI,X,O,O,O,O,X,X,X
SJLOITZ,X,O,O,O,O,X,O,X
SJLOIZT,O,O,X,O,O,O,O,X
SJLOZTI,O,O,X,O,O,X,X,X
SJLOZIT,O,O,X,O,O,O,O,X
SJZTILO,O,X,X,X,O,O,X,X
SJZTIOL,O,X,X,X,X,O,X,X
SJZTLIO,O,X,X,X,O,X,X,X
SJZTLOI,O,X,X,X,O,X,X,X
SJZTOIL,O,X,X,X,X,O,X,X
SJZTOLI,O,X,X,X,X,X,X,X
SJZITLO,O,X,X,X,O,O,X,X
SJZITOL,O,X,X,X,X,O,X,X
SJZILTO,X,X,X,X,O,O,O,X
SJZILOT,O,X,X,O,O,O,O,X
SJZIOTL,O,X,X,X,O,O,X,X
SJZIOLT,O,X,X,O,O,O,O,X
SJZLTIO,O,X,X,O,O,X,X,X
SJZLTOI,O,X,X,O,O,X,X,X
SJZLITO,X,X,X,O,O,O,O,X
SJZLIOT,O,O,X,O,O,O,O,X
SJZLOTI,O,O,X,O,O,X,X,X
SJZLOIT,O,O,X,O,O,O,O,X
SJZOTIL,O,X,X,X,O,O,X,X
SJZOTLI,O,X,X,X,O,X,X,X
SJZOITL,O,X,X,X,O,O,X,X
SJZOILT,O,X,X,O,O,O,O,X
SJZOLTI,O,O,X,O,O,X,X,X
SJZOLIT,O,O,X,O,O,O,O,X
SJOTILZ,X,O,X,O,O,X,O,X
SJOTIZL,O,X,X,X,O,O,X,X
SJOTLIZ,X,O,O,O,X,X,O,X
SJOTLZI,X,O,O,O,O,X,X,X
SJOTZIL,O,X,X,X,O,O,X,X
SJOTZLI,O,O,O,X,O,X,X,X
SJOITLZ,X,X,X,O,O,X,O,O
SJOITZL,O,X,X,X,O,O,X,O
SJOILTZ,X,O,X,O,O,X,O,X
SJOILZT,O,O,X,O,O,O,O,X
SJOIZTL,O,X,X,X,O,O,X,X
SJOIZLT,O,X,X,O,O,O,O,X
SJOLTIZ,X,O,O,O,X,X,O,X
SJOLTZI,X,O,O,O,O,X,X,X
SJOLITZ,X,O,O,O,O,X,O,X
SJOLIZT,O,O,X,O,O,O,O,X
SJOLZTI,O,O,X,O,O,X,X,X
SJOLZIT,O,O,X,O,O,O,O,X
SJOZTIL,O,X,X,X,O,O,X,X
SJOZTLI,O,X,X,X,O,X,X,X
SJOZITL,O,X,X,X,O,O,X,X
SJOZILT,O,X,X,O,O,O,O,X
SJOZLTI,O,O,X,O,O,X,X,X
SJOZLIT,O,O,X,O,O,O,O,X
SZTILJO,O,X,X,X,O,O,X,X
SZTILOJ,O,X,X,X,X,O,X,X
SZTIJLO,O,X,X,X,O,O,X,X
SZTIJOL,O,X,X,X,X,O,X,X
SZTIOLJ,O,X,X,X,X,O,X,X
SZTIOJL,O,X,X,X,X,O,X,X
SZTLIJO,O,X,X,X,X,X,X,X
SZTLIOJ,O,X,X,X,X,X,X,X
SZTLJIO,O,X,X,X,O,X,X,X
SZTLJOI,O,X,X,X,O,X,X,X
SZTLOIJ,O,X,X,X,X,X,X,X
SZTLOJI,O,X,X,X,X,X,X,X
SZTJILO,O,X,X,X,O,O,X,X
SZTJIOL,O,X,X,X,X,O,X,X
SZTJLIO,O,X,X,X,O,X,X,X
SZTJLOI,O,X,X,X,O,X,X,X
SZTJOIL,O,X,X,X,X,O,X,X
