sequence,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhFxbBmdBChB0?iBlmBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF6gBmdBxhBl?mB3nB0rB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF0bBxcBejBS?mBVsBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF6gBRdBmiBl?mBcsB/rB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhFxbBmdBChB0?mBlnBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhFlbBajBxhBU?iBGmBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF0bBSiBejBR?mBlmBXsB
ZOJLIST,O,X,X,X,X,X,O
ZOJLSTI,O,X,X,O,X,O,O
ZOJLSIT,O,X,X,X,X,O,O
ZOJSTIL,O,X,O,X,X,X,O
ZOJSTLI,O,X,O,O,X,X,O
ZOJSITL,O,X,O,X,X,X,O
ZOJSILT,O,X,X,X,X,X,O
ZOJSLTI,O,X,X,O,X,X,O
ZOJSLIT,O,X,X,X,X,X,O
ZOSTILJ,O,O,X,X,O,X,X
ZOSTIJL,O,O,O,X,O,X,O
ZOSTLIJ,O,O,O,X,O,X,X
ZOSTLJI,O,O,O,O,O,X,X
ZOSTJIL,O,O,O,X,O,X,O
ZOSTJLI,O,O,O,O,O,X,O
ZOSITLJ,O,X,X,X,O,X,X
ZOSITJL,O,X,X,X,O,X,O
ZOSILTJ,O,X,X,X,O,X,X
ZOSILJT,O,O,X,X,X,X,O
ZOSIJTL,O,X,O,X,X,X,O
ZOSIJLT,O,O,X,X,X,X,O
ZOSLTIJ,O,O,O,X,O,X,X
ZOSLTJI,O,O,O,O,O,X,X
ZOSLITJ,O,X,X,X,O,X,X
ZOSLIJT,O,O,X,X,X,X,O
ZOSLJTI,O,O,X,O,X,O,O
ZOSLJIT,O,O,X,X,X,O,O
ZOSJTIL,O,O,O,X,X,O,O
ZOSJTLI,O,O,O,O,X,O,O
ZOSJITL,O,X,O,X,X,O,O
ZOSJILT,O,O,X,X,X,O,O
ZOSJLTI,O,O,X,O,X,O,O
ZOSJLIT,O,O,X,X,X,O,O
OTILJSZ,X,X,O,X,X,O,X
OTILJZS,O,X,O,X,O,O,X
OTILSJZ,X,O,O,X,X,X,X
OTILSZJ,O,O,O,X,X,X,X
OTILZJS,O,X,O,X,O,X,X
OTILZSJ,O,X,O,X,O,X,X
OTIJLSZ,X,X,O,X,X,O,X
OTIJLZS,O,X,O,X,O,O,X
OTIJSLZ,X,X,X,X,X,O,O
OTIJSZL,X,X,X,X,O,X,O
OTIJZLS,O,X,O,X,O,O,X
OTIJZSL,O,X,O,X,O,X,O
OTISLJZ,O,O,X,X,X,X,X
OTISLZJ,O,O,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,X
OTISJZL,O,O,X,X,O,X,X
OTISZLJ,O,O,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X
OTIZLJS,O,X,O,X,O,X,X
OTIZLSJ,O,X,O,X,O,X,X
OTIZJLS,O,X,O,X,O,X,X
OTIZJSL,O,X,O,X,O,X,O
OTIZSLJ,X,X,X,X,O,X,X
OTIZSJL,O,X,O,X,O,X,X
OTLIJSZ,X,X,O,X,X,O,X
OTLIJZS,O,X,O,X,O,O,X
OTLISJZ,X,O,O,X,X,X,X
OTLISZJ,O,O,O,X,X,X,X
OTLIZJS,O,X,O,X,O,X,X
OTLIZSJ,O,X,O,X,O,X,X
OTLJISZ,X,X,O,X,X,O,X
OTLJIZS,O,X,O,X,O,O,X
OTLJSIZ,X,O,O,X,X,O,X
OTLJSZI,X,O,O,X,X,O,X
OTLJZIS,O,X,O,O,X,O,X
OTLJZSI,O,X,O,O,X,O,X
OTLSIJZ,X,O,O,X,X,X,X
OTLSIZJ,O,O,O,X,X,X,X
OTLSJIZ,X,O,O,X,X,O,X
OTLSJZI,X,O,O,X,X,O,X
OTLSZIJ,O,O,O,X,X,X,X
OTLSZJI,O,O,O,X,X,X,X
OTLZIJS,O,X,O,O,O,X,X
OTLZISJ,O,X,O,X,O,X,X
OTLZJIS,O,X,O,O,O,O,X
OTLZJSI,O,X,O,O,O,O,X
OTLZSIJ,O,O,O,X,O,X,X
OTLZSJI,O,O,O,O,O,X,X
OTJILSZ,X,X,O,X,X,O,X
OTJILZS,O,X,O,X,O,O,X
OTJISLZ,X,X,X,X,X,O,O
OTJISZL,X,X,X,X,O,X,O
OTJIZLS,O,X,O,X,O,O,X
OTJIZSL,O,X,O,X,O,X,O
OTJLISZ,X,X,O,X,X,O,X
OTJLIZS,O,X,O,X,O,O,X
OTJLSIZ,X,O,O,X,X,O,X
OTJLSZI,X,O,O,X,X,O,X
OTJLZIS,O,X,O,O,X,O,O
OTJLZSI,O,X,O,O,X,O,O
OTJSILZ,X,O,X,X,X,O,O
OTJSIZL,X,O,X,X,O,X,O
OTJSLIZ,X,O,O,X,X,O,X
OTJSLZI,X,O,O,X,X,O,O
OTJSZIL,X,O,O,X,X,X,O
OTJSZLI,X,O,O,X,X,X,O
OTJZILS,O,X,O,O,O,O,X
OTJZISL,O,X,O,X,O,X,O
OTJZLIS,O,X,O,O,O,O,O
OTJZLSI,O,X,O,O,O,O,O
OTJZSIL,O,X,O,X,O,X,O
OTJZSLI,O,X,O,O,O,X,O
OTSILJZ,O,O,X,X,X,X,X
OTSILZJ,O,O,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,X,O
OTSIJZL,O,O,X,X,O,X,O
OTSIZLJ,O,O,X,X,X,X,X
OTSIZJL,O,O,X,X,X,X,O
OTSLIJZ,O,O,O,X,X,X,X
OTSLIZJ,O,O,O,X,X,X,X
OTSLJIZ,O,O,O,X,X,O,X
OTSLJZI,O,O,O,X,X,O,X
OTSLZIJ,O,O,O,X,X,X,X
OTSLZJI,O,O,O,X,X,X,X
OTSJILZ,O,O,X,X,X,O,O
OTSJIZL,O,O,X,X,O,O,O
OTSJLIZ,O,O,O,X,X,O,X
OTSJLZI,O,O,O,X,X,O,O
OTSJZIL,O,O,O,X,X,O,O
OTSJZLI,O,O,O,X,X,O,O
OTSZILJ,O,O,X,X,O,X,X
OTSZIJL,O,O,O,X,O,X,O
OTSZLIJ,O,O,O,X,O,X,X
OTSZLJI,O,O,O,X,O,X,X
OTSZJIL,O,O,O,X,O,X,O
OTSZJLI,O,O,O,X,O,X,O
OTZILJS,O,X,O,O,O,X,X
OTZILSJ,O,X,O,X,O,X,X
OTZIJLS,O,X,O,O,O,X,X
OTZIJSL,O,X,O,X,O,X,O
OTZISLJ,X,X,X,X,O,X,X
OTZISJL,O,X,O,X,O,X,X
OTZLIJS,O,X,O,O,O,X,X
OTZLISJ,O,X,O,X,O,X,X
OTZLJIS,O,X,O,O,O,O,X
OTZLJSI,O,X,O,O,O,O,X
OTZLSIJ,O,O,O,X,O,X,X
OTZLSJI,O,O,O,O,O,X,X
OTZJILS,O,X,O,O,O,O,X
OTZJISL,O,X,O,X,O,X,O
OTZJLIS,O,X,O,O,O,O,O
OTZJLSI,O,X,O,O,O,O,O
OTZJSIL,O,X,O,X,O,X,O
OTZJSLI,O,X,O,O,O,X,O
OTZSILJ,O,O,X,X,O,X,X
OTZSIJL,O,O,O,X,O,X,O
OTZSLIJ,O,O,O,X,O,X,X
OTZSLJI,O,O,O,O,O,X,X
OTZSJIL,O,O,O,X,O,X,O
OTZSJLI,O,O,O,O,O,X,O
OITLJSZ,X,X,O,X,X,O,X
OITLJZS,O,X,O,X,O,O,X
OITLSJZ,X,O,O,X,X,X,X
OITLSZJ,O,O,O,X,X,X,X
OITLZJS,O,X,O,X,O,X,X
OITLZSJ,O,X,O,X,O,X,X
OITJLSZ,X,X,O,X,X,O,X
OITJLZS,O,X,O,X,O,O,X
OITJSLZ,X,X,X,X,X,O,O
OITJSZL,X,X,X,X,O,X,O
OITJZLS,O,X,O,X,O,O,X
OITJZSL,O,X,O,X,O,X,O
OITSLJZ,O,O,X,X,X,X,X
OITSLZJ,O,O,X,X,X,X,X
OITSJLZ,O,O,X,X,X,X,X
OITSJZL,O,O,X,X,O,X,X
OITSZLJ,O,O,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X
OITZLJS,O,X,O,X,O,X,X
OITZLSJ,O,X,O,X,O,X,X
OITZJLS,O,X,O,X,O,X,X
OITZJSL,O,X,O,X,O,X,O
OITZSLJ,X,X,X,X,O,X,X
OITZSJL,O,X,O,X,O,X,X
OILTJSZ,X,X,O,X,X,O,X
OILTJZS,O,X,O,X,O,O,X
OILTSJZ,X,O,O,X,X,X,X
OILTSZJ,O,O,O,X,X,X,X
OILTZJS,O,X,O,X,O,X,X
OILTZSJ,O,X,O,X,O,X,X
OILJTSZ,X,X,X,X,X,O,X
OILJTZS,O,X,X,X,X,O,X
OILJSTZ,X,X,X,X,X,O,O
OILJSZT,O,X,X,X,X,O,O
OILJZTS,O,X,X,O,O,O,X
OILJZST,O,X,X,X,X,X,O
OILSTJZ,O,O,X,X,X,X,X
OILSTZJ,O,O,X,X,X,X,X
OILSJTZ,X,O,X,X,X,O,X
OILSJZT,O,O,X,X,X,O,X
OILSZTJ,O,X,X,X,O,X,X
OILSZJT,O,O,X,X,X,X,X
OILZTJS,O,X,O,O,O,X,X
OILZTSJ,O,X,O,X,O,X,X
OILZJTS,O,X,X,O,O,X,X
OILZJST,O,X,X,X,X,X,O
OILZSTJ,O,X,X,X,O,X,X
OILZSJT,O,X,X,X,X,X,X
OIJTLSZ,X,X,O,X,X,O,X
OIJTLZS,O,X,O,X,O,O,X
OIJTSLZ,X,X,X,X,X,O,O
OIJTSZL,X,X,X,X,O,X,O
OIJTZLS,O,X,O,X,O,O,X
OIJTZSL,O,X,O,X,O,X,O
OIJLTSZ,X,X,X,X,X,O,X
OIJLTZS,O,X,X,X,X,O,X
OIJLSTZ,X,X,X,X,X,O,O
OIJLSZT,O,X,X,X,X,O,O
OIJLZTS,O,X,X,O,O,O,O
OIJLZST,O,X,X,X,X,X,O
OIJSTLZ,O,X,X,X,X,O,O
OIJSTZL,O,X,X,X,X,X,O
OIJSLTZ,X,X,X,X,X,O,O
OIJSLZT,O,X,X,X,X,X,O
OIJSZTL,O,X,X,X,X,X,O
OIJSZLT,O,X,X,X,X,X,O
OIJZTLS,O,X,O,O,O,O,X
OIJZTSL,O,X,O,X,O,X,O
OIJZLTS,O,X,O,O,O,O,O
OIJZLST,O,X,X,X,X,X,O
OIJZSTL,O,X,O,X,X,X,O
OIJZSLT,O,X,X,X,X,X,O
OISTLJZ,O,O,X,X,X,X,X
OISTLZJ,O,O,X,X,X,X,X
OISTJLZ,O,O,X,X,X,X,O
OISTJZL,O,O,X,X,O,X,O
OISTZLJ,O,O,X,X,X,X,X
OISTZJL,O,O,X,X,X,X,O
OISLTJZ,O,O,X,X,X,X,X
OISLTZJ,O,O,X,X,X,X,X
OISLJTZ,X,O,X,X,X,O,O
OISLJZT,O,O,X,X,X,O,O
OISLZTJ,O,X,X,X,O,X,X
OISLZJT,O,O,X,X,X,X,O
OISJTLZ,O,O,X,X,X,O,O
OISJTZL,O,O,X,X,X,O,O
OISJLTZ,X,O,X,X,X,O,O
OISJLZT,O,O,X,X,X,O,O
OISJZTL,O,X,X,X,X,O,O
OISJZLT,O,O,X,X,X,O,O
OISZTLJ,O,X,X,X,O,X,X
OISZTJL,O,X,X,X,O,X,O
OISZLTJ,O,X,X,X,O,X,X
OISZLJT,O,O,X,X,X,X,O
OISZJTL,O,X,X,X,X,X,O
OISZJLT,O,O,X,X,X,X,O
OIZTLJS,O,X,O,O,O,X,X
OIZTLSJ,O,X,O,X,O,X,X
OIZTJLS,O,X,O,O,O,X,X
OIZTJSL,O,X,O,X,O,X,O
OIZTSLJ,X,X,X,X,O,X,X
OIZTSJL,O,X,O,X,O,X,X
OIZLTJS,O,X,O,O,O,X,X
OIZLTSJ,O,X,O,X,O,X,X
OIZLJTS,O,X,O,O,O,X,X
OIZLJST,O,X,X,X,X,X,O
OIZLSTJ,O,X,X,X,O,X,X
OIZLSJT,O,X,X,X,X,X,X
OIZJTLS,O,X,O,O,O,X,X
OIZJTSL,O,X,O,X,O,X,O
OIZJLTS,O,X,O,O,O,X,O
OIZJLST,O,X,X,X,X,X,O
OIZJSTL,O,X,O,X,X,X,O
OIZJSLT,O,X,X,X,X,X,O
OIZSTLJ,O,X,X,X,O,X,X
OIZSTJL,O,X,X,X,O,X,O
OIZSLTJ,O,X,X,X,O,X,X
OIZSLJT,O,X,X,X,X,X,O
OIZSJTL,O,X,O,X,X,X,O
OIZSJLT,O,X,X,X,X,X,O
OLTIJSZ,X,X,O,X,X,O,X
OLTIJZS,O,X,O,X,O,O,X
OLTISJZ,X,O,O,X,X,X,X
OLTISZJ,O,O,O,X,X,X,X
OLTIZJS,O,X,O,X,O,X,X
OLTIZSJ,O,X,O,X,O,X,X
OLTJISZ,X,X,O,X,X,O,X
OLTJIZS,O,X,O,X,O,O,X
OLTJSIZ,X,O,O,X,X,O,X
OLTJSZI,X,O,O,X,X,O,X
OLTJZIS,O,X,O,O,X,O,X
OLTJZSI,O,X,O,O,X,O,X
OLTSIJZ,X,O,O,X,X,X,X
OLTSIZJ,O,O,O,X,X,X,X
OLTSJIZ,X,O,O,X,X,O,X
OLTSJZI,X,O,O,X,X,O,X
OLTSZIJ,O,O,O,X,X,X,X
OLTSZJI,O,O,O,X,X,X,X
OLTZIJS,O,X,O,O,O,X,X
OLTZISJ,O,X,O,X,O,X,X
OLTZJIS,O,X,O,O,O,O,X
OLTZJSI,O,X,O,O,O,O,X
OLTZSIJ,O,O,O,X,O,X,X
OLTZSJI,O,O,O,O,O,X,X
OLITJSZ,X,X,O,X,X,O,X
OLITJZS,O,X,O,X,O,O,X
OLITSJZ,X,O,O,X,X,X,X
OLITSZJ,O,O,O,X,X,X,X
OLITZJS,O,X,O,X,O,X,X
OLITZSJ,O,X,O,X,O,X,X
OLIJTSZ,X,X,X,X,X,O,X
OLIJTZS,O,X,X,X,X,O,X
OLIJSTZ,X,X,X,X,X,O,O
OLIJSZT,O,X,X,X,X,O,O
OLIJZTS,O,X,X,O,O,O,X
OLIJZST,O,X,X,X,X,X,O
OLISTJZ,O,O,X,X,X,X,X
OLISTZJ,O,O,X,X,X,X,X
OLISJTZ,X,O,X,X,X,O,X
OLISJZT,O,O,X,X,X,O,X
OLISZTJ,O,X,X,X,O,X,X
OLISZJT,O,O,X,X,X,X,X
OLIZTJS,O,X,O,O,O,X,X
OLIZTSJ,O,X,O,X,O,X,X
OLIZJTS,O,X,X,O,O,X,X
OLIZJST,O,X,X,X,X,X,O
OLIZSTJ,O,X,X,X,O,X,X
OLIZSJT,O,X,X,X,X,X,X
OLJTISZ,X,X,O,X,X,O,X
OLJTIZS,O,X,O,X,X,O,X
OLJTSIZ,X,O,O,X,X,O,X
OLJTSZI,X,O,O,X,X,O,X
OLJTZIS,O,X,O,O,X,O,O
OLJTZSI,O,X,O,O,X,O,O
OLJITSZ,X,X,X,X,X,O,X
OLJITZS,O,X,X,X,X,O,X
OLJISTZ,X,X,X,X,X,O,O
OLJISZT,O,X,X,X,X,O,O
OLJIZTS,O,X,X,O,O,O,O
OLJIZST,O,X,X,X,X,X,O
OLJSTIZ,X,O,X,X,X,O,X
OLJSTZI,X,O,X,X,X,O,O
OLJSITZ,X,O,X,X,X,O,O
OLJSIZT,O,O,X,X,X,O,O
OLJSZTI,O,O,X,O,X,O,O
OLJSZIT,O,O,X,X,X,O,O
OLJZTIS,O,X,O,O,O,O,O
OLJZTSI,O,X,O,O,O,O,O
OLJZITS,O,X,O,O,O,O,O
OLJZIST,O,X,X,X,X,X,O
OLJZSTI,O,X,X,O,X,O,O
OLJZSIT,O,X,X,X,X,O,O
OLSTIJZ,O,O,O,X,X,X,X
OLSTIZJ,O,O,O,X,X,X,X
OLSTJIZ,O,O,O,X,X,O,X
OLSTJZI,O,O,O,X,X,O,X
OLSTZIJ,O,O,O,X,X,X,X
OLSTZJI,O,O,O,X,X,X,X
OLSITJZ,O,O,X,X,X,X,X
OLSITZJ,O,O,X,X,X,X,X
OLSIJTZ,X,O,X,X,X,O,O
OLSIJZT,O,O,X,X,X,O,O
OLSIZTJ,O,X,X,X,O,X,X
OLSIZJT,O,O,X,X,X,X,O
OLSJTIZ,X,O,X,X,X,O,X
OLSJTZI,X,O,X,X,X,O,O
OLSJITZ,X,O,X,X,X,O,O
OLSJIZT,O,O,X,X,X,O,O
OLSJZTI,O,O,X,O,X,O,O
OLSJZIT,O,O,X,X,X,O,O
OLSZTIJ,O,O,O,X,O,X,X
OLSZTJI,O,O,O,O,O,X,X
OLSZITJ,O,X,X,X,O,X,X
OLSZIJT,O,O,X,X,X,X,O
OLSZJTI,O,O,X,O,X,O,O
OLSZJIT,O,O,X,X,X,O,O
OLZTIJS,O,X,O,O,O,X,X
OLZTISJ,O,X,O,X,O,X,X
OLZTJIS,O,X,O,O,O,O,X
OLZTJSI,O,X,O,O,O,O,X
OLZTSIJ,O,O,O,X,O,X,X
OLZTSJI,O,O,O,O,O,X,X
OLZITJS,O,X,O,O,O,X,X
OLZITSJ,O,X,O,X,O,X,X
OLZIJTS,O,X,O,O,O,X,X
OLZIJST,O,X,X,X,X,X,O
OLZISTJ,O,X,X,X,O,X,X
OLZISJT,O,X,X,X,X,X,X
OLZJTIS,O,X,O,O,O,O,O
OLZJTSI,O,X,O,O,O,O,O
OLZJITS,O,X,O,O,O,O,O
OLZJIST,O,X,X,X,X,X,O
OLZJSTI,O,X,X,O,X,O,O
OLZJSIT,O,X,X,X,X,O,O
OLZSTIJ,O,O,O,X,O,X,X
OLZSTJI,O,O,O,O,O,X,X
OLZSITJ,O,X,X,X,O,X,X
OLZSIJT,O,O,X,X,X,X,O
OLZSJTI,O,O,X,O,X,O,O
OLZSJIT,O,O,X,X,X,O,O
OJTILSZ,X,X,O,X,X,O,X
OJTILZS,O,X,O,X,O,O,X
OJTISLZ,X,X,X,X,X,O,O
OJTISZL,X,X,X,X,O,X,O
OJTIZLS,O,X,O,X,O,O,X
OJTIZSL,O,X,O,X,O,X,O
OJTLISZ,X,X,O,X,X,O,X
OJTLIZS,O,X,O,X,O,O,X
OJTLSIZ,X,O,O,X,X,O,X
OJTLSZI,X,O,O,X,X,O,X
OJTLZIS,O,X,O,O,X,O,O
OJTLZSI,O,X,O,O,X,O,O
OJTSILZ,X,O,X,X,X,O,O
OJTSIZL,X,O,X,X,O,X,O
OJTSLIZ,X,O,O,X,X,O,X
OJTSLZI,X,O,O,X,X,O,O
OJTSZIL,X,O,O,X,X,X,O
OJTSZLI,X,O,O,X,X,X,O
OJTZILS,O,X,O,O,O,O,X
OJTZISL,O,X,O,X,O,X,O
OJTZLIS,O,X,O,O,O,O,O
OJTZLSI,O,X,O,O,O,O,O
OJTZSIL,O,X,O,X,O,X,O
OJTZSLI,O,X,O,O,O,X,O
OJITLSZ,X,X,O,X,X,O,X
OJITLZS,O,X,O,X,O,O,X
OJITSLZ,X,X,X,X,X,O,O
OJITSZL,X,X,X,X,O,X,O
OJITZLS,O,X,O,X,O,O,X
OJITZSL,O,X,O,X,O,X,O
OJILTSZ,X,X,X,X,X,O,X
OJILTZS,O,X,X,X,X,O,X
OJILSTZ,X,X,X,X,X,O,O
OJILSZT,O,X,X,X,X,O,O
OJILZTS,O,X,X,O,O,O,O
OJILZST,O,X,X,X,X,X,O
OJISTLZ,O,X,X,X,X,O,O
OJISTZL,O,X,X,X,X,X,O
OJISLTZ,X,X,X,X,X,O,O
OJISLZT,O,X,X,X,X,X,O
OJISZTL,O,X,X,X,X,X,O
OJISZLT,O,X,X,X,X,X,O
OJIZTLS,O,X,O,O,O,O,X
OJIZTSL,O,X,O,X,O,X,O
OJIZLTS,O,X,O,O,O,O,O
OJIZLST,O,X,X,X,X,X,O
OJIZSTL,O,X,O,X,X,X,O
OJIZSLT,O,X,X,X,X,X,O
OJLTISZ,X,X,O,X,X,O,X
OJLTIZS,O,X,O,X,X,O,X
OJLTSIZ,X,O,O,X,X,O,X
OJLTSZI,X,O,O,X,X,O,X
OJLTZIS,O,X,O,O,X,O,O
OJLTZSI,O,X,O,O,X,O,O
OJLITSZ,X,X,X,X,X,O,X
OJLITZS,O,X,X,X,X,O,X
OJLISTZ,X,X,X,X,X,O,O
OJLISZT,O,X,X,X,X,O,O
OJLIZTS,O,X,X,O,O,O,O
OJLIZST,O,X,X,X,X,X,O
OJLSTIZ,X,O,X,X,X,O,X
OJLSTZI,X,O,X,X,X,O,O
OJLSITZ,X,O,X,X,X,O,O
OJLSIZT,O,O,X,X,X,O,O
OJLSZTI,O,O,X,O,X,O,O
OJLSZIT,O,O,X,X,X,O,O
OJLZTIS,O,X,O,O,O,O,O
OJLZTSI,O,X,O,O,O,O,O
OJLZITS,O,X,O,O,O,O,O
OJLZIST,O,X,X,X,X,X,O
OJLZSTI,O,X,X,O,X,O,O
OJLZSIT,O,X,X,X,X,O,O
OJSTILZ,O,O,X,X,X,O,O
OJSTIZL,O,O,X,X,X,O,O
OJSTLIZ,O,O,O,X,X,O,X
OJSTLZI,O,O,O,X,X,O,O
OJSTZIL,O,O,O,X,X,O,O
OJSTZLI,O,O,O,X,X,O,O
OJSITLZ,O,O,X,X,X,O,O
OJSITZL,O,O,X,X,X,O,O
OJSILTZ,X,O,X,X,X,O,O
OJSILZT,O,O,X,X,X,O,O
OJSIZTL,O,X,X,X,X,O,O
OJSIZLT,O,O,X,X,X,O,O
OJSLTIZ,X,O,X,X,X,O,X
OJSLTZI,X,O,X,X,X,O,O
OJSLITZ,X,O,X,X,X,O,O
OJSLIZT,O,O,X,X,X,O,O
OJSLZTI,O,O,X,O,X,O,O
OJSLZIT,O,O,X,X,X,O,O
OJSZTIL,O,O,O,X,X,O,O
OJSZTLI,O,O,O,O,X,O,O
OJSZITL,O,X,O,X,X,O,O
OJSZILT,O,O,X,X,X,O,O
OJSZLTI,O,O,X,O,X,O,O
OJSZLIT,O,O,X,X,X,O,O
OJZTILS,O,X,O,O,O,O,X
OJZTISL,O,X,O,X,O,X,O
OJZTLIS,O,X,O,O,O,O,O
OJZTLSI,O,X,O,O,O,O,O
OJZTSIL,O,X,O,X,O,X,O
OJZTSLI,O,X,O,O,O,X,O
OJZITLS,O,X,O,O,O,O,X
OJZITSL,O,X,O,X,O,X,O
OJZILTS,O,X,O,O,O,O,O
OJZILST,O,X,X,X,X,X,O
OJZISTL,O,X,O,X,X,X,O
OJZISLT,O,X,X,X,X,X,O
OJZLTIS,O,X,O,O,O,O,O
OJZLTSI,O,X,O,O,O,O,O
OJZLITS,O,X,O,O,O,O,O
OJZLIST,O,X,X,X,X,X,O
OJZLSTI,O,X,X,O,X,O,O
OJZLSIT,O,X,X,X,X,O,O
OJZSTIL,O,X,O,X,X,X,O
OJZSTLI,O,X,O,O,X,X,O
OJZSITL,O,X,O,X,X,X,O
OJZSILT,O,X,X,X,X,X,O
OJZSLTI,O,X,X,O,X,X,O
OJZSLIT,O,X,X,X,X,X,O
OSTILJZ,O,O,X,X,X,X,X
OSTILZJ,O,O,X,X,X,X,X
OSTIJLZ,O,O,X,X,X,X,O
OSTIJZL,O,O,X,X,O,X,O
OSTIZLJ,O,O,X,X,X,X,X
OSTIZJL,O,O,X,X,X,X,O
OSTLIJZ,O,O,O,X,X,X,X
OSTLIZJ,O,O,O,X,X,X,X
OSTLJIZ,O,O,O,X,X,O,X
OSTLJZI,O,O,O,X,X,O,X
OSTLZIJ,O,O,O,X,X,X,X
OSTLZJI,O,O,O,X,X,X,X
OSTJILZ,O,O,X,X,X,O,O
OSTJIZL,O,O,X,X,O,O,O
OSTJLIZ,O,O,O,X,X,O,X
OSTJLZI,O,O,O,X,X,O,O
OSTJZIL,O,O,O,X,X,O,O
OSTJZLI,O,O,O,X,X,O,O
OSTZILJ,O,O,X,X,O,X,X
OSTZIJL,O,O,O,X,O,X,O
OSTZLIJ,O,O,O,X,O,X,X
OSTZLJI,O,O,O,X,O,X,X
OSTZJIL,O,O,O,X,O,X,O
OSTZJLI,O,O,O,X,O,X,O
OSITLJZ,O,O,X,X,X,X,X
OSITLZJ,O,O,X,X,X,X,X
OSITJLZ,O,O,X,X,X,X,O
OSITJZL,O,O,X,X,O,X,O
OSITZLJ,O,O,X,X,X,X,X
OSITZJL,O,O,X,X,X,X,O
OSILTJZ,O,O,X,X,X,X,X
OSILTZJ,O,O,X,X,X,X,X
OSILJTZ,X,O,X,X,X,O,O
OSILJZT,O,O,X,X,X,O,O
OSILZTJ,O,X,X,X,O,X,X
OSILZJT,O,O,X,X,X,X,O
OSIJTLZ,O,O,X,X,X,O,O
OSIJTZL,O,O,X,X,X,O,O
OSIJLTZ,X,O,X,X,X,O,O
OSIJLZT,O,O,X,X,X,O,O
OSIJZTL,O,X,X,X,X,O,O
OSIJZLT,O,O,X,X,X,O,O
OSIZTLJ,O,X,X,X,O,X,X
OSIZTJL,O,X,X,X,O,X,O
OSIZLTJ,O,X,X,X,O,X,X
OSIZLJT,O,O,X,X,X,X,O
OSIZJTL,O,X,X,X,X,X,O
OSIZJLT,O,O,X,X,X,X,O
OSLTIJZ,O,O,O,X,X,X,X
OSLTIZJ,O,O,O,X,X,X,X
OSLTJIZ,O,O,O,X,X,O,X
OSLTJZI,O,O,O,X,X,O,X
OSLTZIJ,O,O,O,X,X,X,X
OSLTZJI,O,O,O,X,X,X,X
OSLITJZ,O,O,X,X,X,X,X
OSLITZJ,O,O,X,X,X,X,X
OSLIJTZ,X,O,X,X,X,O,O
OSLIJZT,O,O,X,X,X,O,O
OSLIZTJ,O,X,X,X,O,X,X
OSLIZJT,O,O,X,X,X,X,O
OSLJTIZ,X,O,X,X,X,O,X
OSLJTZI,X,O,X,X,X,O,O
OSLJITZ,X,O,X,X,X,O,O
OSLJIZT,O,O,X,X,X,O,O
OSLJZTI,O,O,X,O,X,O,O
OSLJZIT,O,O,X,X,X,O,O
OSLZTIJ,O,O,O,X,O,X,X
OSLZTJI,O,O,O,O,O,X,X
OSLZITJ,O,X,X,X,O,X,X
OSLZIJT,O,O,X,X,X,X,O
OSLZJTI,O,O,X,O,X,O,O
OSLZJIT,O,O,X,X,X,O,O
OSJTILZ,O,O,X,X,X,O,O
OSJTIZL,O,O,X,X,X,O,O
OSJTLIZ,O,O,O,X,X,O,X
OSJTLZI,O,O,O,X,X,O,O
OSJTZIL,O,O,O,X,X,O,O
OSJTZLI,O,O,O,X,X,O,O
OSJITLZ,O,O,X,X,X,O,O
OSJITZL,O,O,X,X,X,O,O
OSJILTZ,X,O,X,X,X,O,O
OSJILZT,O,O,X,X,X,O,O
OSJIZTL,O,X,X,X,X,O,O
OSJIZLT,O,O,X,X,X,O,O
OSJLTIZ,X,O,X,X,X,O,X
OSJLTZI,X,O,X,X,X,O,O
OSJLITZ,X,O,X,X,X,O,O
OSJLIZT,O,O,X,X,X,O,O
OSJLZTI,O,O,X,O,X,O,O
OSJLZIT,O,O,X,X,X,O,O
OSJZTIL,O,O,O,X,X,O,O
OSJZTLI,O,O,O,O,X,O,O
OSJZITL,O,X,O,X,X,O,O
OSJZILT,O,O,X,X,X,O,O
OSJZLTI,O,O,X,O,X,O,O
OSJZLIT,O,O,X,X,X,O,O
OSZTILJ,O,O,X,X,O,X,X
OSZTIJL,O,O,O,X,O,X,O
OSZTLIJ,O,O,O,X,O,X,X
OSZTLJI,O,O,O,O,O,X,X
OSZTJIL,O,O,O,X,O,X,O
OSZTJLI,O,O,O,O,O,X,O
OSZITLJ,O,X,X,X,O,X,X
OSZITJL,O,X,X,X,O,X,O
OSZILTJ,O,X,X,X,O,X,X
OSZILJT,O,O,X,X,X,X,O
