sequence,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhF0bBxcB2lBFnBXr?BzrB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFmbBFdBTgBcmBXn?BRwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFOgBxcBzgBUiBfs?BVwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFxbBXdB2lBFnB0r?BzqB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFXcBzfBUmBFnBOs?BSwB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFXcBzfBUiBFmBOs?BSwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFxbBXdBTgBFnB0r?BerB,v115@7gC8FeD8GeF8CeF8DeC8Jel6IvhFUcBXgBZnBGiBTr?BCrB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFOhBXdBzfBFnB0r?BqqB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFTbBxcB/rBFnB0q?BmrB,v115@7gC8FeD8GeF8CeF8DeC8Jez7IvhFXdBUgBlfBxmBmr?BSwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhF0bBXdB2lBFnBTm?BRwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFxcBTgB/rBFnBmr?B0qB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFzfBUiBirBuqB/r?BFsB,v115@7gC8FeD8GeF8CeF8DeC8Je06IvhFCdBzgBVnBXgB2r?BRwB,v115@7gC8FeD8GeF8CeF8DeC8JeX7IvhFCdBzgBVnB0fB2r?BRwB
JOILSTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOILSZT,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
JOILZTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOILZST,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
JOISTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JOISTZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JOISLTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOISLZT,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JOISZTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JOISZLT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZTLS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X
JOIZTSL,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOIZLTS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOIZLST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZSTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZSLT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTISZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
JOLTSIZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLTZIS,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
JOLTZSI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
JOLITSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
JOLITZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
JOLISTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLISZT,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLIZTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOLIZST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLSTIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLSTZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLSITZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLSZTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLSZIT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLZTIS,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
JOLZTSI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
JOLZITS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOLZIST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLZSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLZSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSTILZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSTIZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSTLZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSTZIL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSTZLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JOSITZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSILTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSIZTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSLTIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSLTZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSLITZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSZITL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZTILS,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZTISL,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOZTLIS,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
JOZTLSI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
JOZTSIL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X
JOZTSLI,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
JOZITLS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X
JOZITSL,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOZILTS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZILST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZISTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZISLT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLTIS,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
JOZLTSI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
JOZLITS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
JOZLIST,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOZLSTI,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOZLSIT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOZSTIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSITL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSLTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSLIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STILJZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STILJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILZJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STILZOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STILOJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
STILOZJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STIJLZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STIJLOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJOLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZLJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STIZLOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STIZJOL,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STIZOLJ,X,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X
STIZOJL,X,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X
STIOLJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
STIOLZJ,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STIOJLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOJZL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STIOZLJ,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
STIOZJL,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
STLIJZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STLIJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STLIZOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STLIOJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
STLIOZJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STLJIZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STLJIOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STLJZOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STLJOIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STLJOZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZIJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STLZIOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STLZJIO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STLZJOI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STLZOIJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
STLZOJI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STLOIJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
STLOIZJ,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STLOJIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOJZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOZIJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STLOZJI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STJILZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STJILOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJIZOL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STJIOLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJIOZL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STJLIZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STJLIOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STJLZOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STJLOIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJLOZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJZILO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STJZIOL,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STJZLOI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STJZOIL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
STJZOLI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
STJOILZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOIZL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJOLZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJOZIL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STZILOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STZIOLJ,X,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X
STZIOJL,X,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X
STZLIJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STZLIOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STZLJIO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STZLJOI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STZLOIJ,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STZLOJI,X,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
STZJILO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STZJIOL,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STZJLOI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STZJOIL,O,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X
STZJOLI,O,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X
STZOILJ,X,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X
STZOIJL,X,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X
STZOLIJ,X,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X
STZOLJI,X,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X
STZOJIL,X,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X
STZOJLI,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X
STOILJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
STOILZJ,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STOIJLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOIJZL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STOIZLJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STOIZJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STOLIJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
STOLIZJ,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STOLJIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLJZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZIJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STOLZJI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STOJILZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJIZL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STOJLIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOJLZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOJZIL,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STOJZLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
STOZIJL,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
STOZLIJ,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
STOZLJI,X,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
STOZJIL,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
STOZJLI,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
SITLJZO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SITLJOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SITLZJO,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
SITLZOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SITLOJZ,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,O
SITLOZJ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O
SITJLZO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SITJLOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SITJZLO,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SITJOLZ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SITJOZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SITZLJO,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
SITZLOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SITZJLO,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SITZOLJ,X,O,O,X,X,X,X,O,X,O,O,X,X,X,O,X
SITZOJL,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
SITOLJZ,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,O
SITOLZJ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O
SITOJLZ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
SITOJZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SITOZLJ,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,O
SITOZJL,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SILTJZO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SILTJOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SILTZJO,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
SILTZOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SILTOJZ,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,O
SILTOZJ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O
SILJTZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJTOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SILZTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZOJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
SILOTZJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILOJTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SILOZTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTZLO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SIJLTZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLZOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJZOTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJOZTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SIZTLOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SIZTJLO,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SIZTOLJ,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X
SIZTOJL,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
SIZLTJO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZLTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZLJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTOL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJOTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOTLJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SIZOTJL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOLTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOJTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOJLT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O
SIOTLZJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O
SIOTJLZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
SIOTJZL,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
SIOTZLJ,X,O,X,X,O,O,X,O,X,X,O,X,X,X,O,O
SIOTZJL,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,O
SIOLTZJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
SIOLJTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOLJZT,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SIOLZTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOLZJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOJTZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLZT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,O
SIOZTJL,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOZLTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOZLJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOZJTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOZJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTIJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTIZOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
