sequence,v115@zgB8HeC8GeB8FeD8FeF8AeE8Je07IvhFmcB5iBTeBf?nBilBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jem7IvhFRdBSjBclB3?hBTnBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jem7IvhF5iBTeBclBa?nB3hBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jex7IvhFTeBclBihB+?nBXiBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8JeR9IvhFSjB/nBTlB0?mBFmBmqB,v115@zgB8HeC8GeB8FeD8FeF8AeE8JefCJvhF6iBTeBclBZ?mBWxBlqB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jex7IvhFGeBclBThB3?iBKnBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Je08IvhFxdB3gBCjBO?rBVxBTqB
JOISZTL,O,X,O,X,X,O,X,X
JOISZLT,O,X,O,X,X,O,X,X
JOIZTLS,O,X,O,O,X,X,X,X
JOIZTSL,O,X,O,O,X,O,X,X
JOIZLTS,O,X,O,X,X,X,X,X
JOIZLST,O,X,O,X,X,O,X,X
JOIZSTL,O,X,O,X,X,O,X,X
JOIZSLT,O,X,O,X,X,O,X,X
JOLTISZ,X,O,X,X,X,X,X,X
JOLTIZS,X,O,O,O,X,X,X,X
JOLTSIZ,X,O,X,X,X,X,X,X
JOLTSZI,X,O,X,O,X,X,X,X
JOLTZIS,X,O,O,O,X,X,X,X
JOLTZSI,X,O,O,O,X,X,X,X
JOLITSZ,O,O,X,X,X,X,X,X
JOLITZS,O,O,O,X,X,X,X,X
JOLISTZ,O,X,X,X,X,O,X,X
JOLISZT,O,O,X,X,O,O,X,X
JOLIZTS,O,O,O,X,X,X,X,X
JOLIZST,O,O,O,X,X,O,X,X
JOLSTIZ,O,X,X,X,X,O,X,X
JOLSTZI,O,X,X,X,X,O,X,X
JOLSITZ,O,X,X,X,X,O,X,X
JOLSIZT,O,O,X,X,O,O,X,X
JOLSZTI,O,O,X,X,O,O,X,X
JOLSZIT,O,O,X,X,O,O,X,X
JOLZTIS,X,O,O,O,X,X,X,X
JOLZTSI,X,O,O,O,X,X,X,X
JOLZITS,O,O,O,X,X,X,X,X
JOLZIST,O,O,O,X,X,O,X,X
JOLZSTI,O,O,X,X,X,O,X,X
JOLZSIT,O,O,O,X,X,O,X,X
JOSTILZ,O,X,X,X,X,O,X,X
JOSTIZL,O,X,X,X,X,O,O,X
JOSTLIZ,O,X,X,X,X,O,X,O
JOSTLZI,O,X,X,O,X,O,O,O
JOSTZIL,O,X,X,O,X,O,O,X
JOSTZLI,O,X,X,O,X,O,O,O
JOSITLZ,O,X,X,X,X,O,X,X
JOSITZL,O,X,X,X,X,O,X,X
JOSILTZ,O,X,X,X,X,O,X,X
JOSILZT,O,O,X,X,O,O,X,X
JOSIZTL,O,O,O,X,O,O,X,X
JOSIZLT,O,O,O,X,O,O,X,X
JOSLTIZ,O,X,X,X,X,O,X,X
JOSLTZI,O,X,X,X,X,O,X,X
JOSLITZ,O,X,X,X,X,O,X,X
JOSLIZT,O,O,X,X,O,O,X,X
JOSLZTI,O,O,X,X,O,O,X,X
JOSLZIT,O,O,X,X,O,O,X,X
JOSZTIL,O,O,O,O,O,O,O,X
JOSZTLI,X,O,O,O,O,O,O,X
JOSZITL,O,O,O,X,O,O,X,X
JOSZILT,O,O,O,X,O,O,X,X
JOSZLTI,O,O,X,X,O,O,X,X
JOSZLIT,O,O,O,X,O,O,X,X
JOZTILS,O,O,O,O,X,X,X,X
JOZTISL,O,X,O,O,X,O,X,X
JOZTLIS,O,O,O,O,X,X,X,X
JOZTLSI,O,O,O,O,X,X,X,X
JOZTSIL,O,O,O,O,X,O,O,X
JOZTSLI,O,O,O,O,X,O,O,X
JOZITLS,O,X,O,O,X,X,X,X
JOZITSL,O,X,O,O,X,O,X,X
JOZILTS,O,O,O,X,X,X,X,X
JOZILST,O,O,O,X,X,O,X,X
JOZISTL,O,X,O,X,X,O,X,X
JOZISLT,O,X,O,X,X,O,X,X
JOZLTIS,X,O,O,O,X,X,X,X
JOZLTSI,X,O,O,O,X,X,X,X
JOZLITS,O,O,O,X,X,X,X,X
JOZLIST,O,O,O,X,X,O,X,X
JOZLSTI,O,O,X,X,X,O,X,X
JOZLSIT,O,O,O,X,X,O,X,X
JOZSTIL,O,O,O,O,O,O,O,X
JOZSTLI,X,O,O,O,O,O,O,X
JOZSITL,O,O,O,X,O,O,X,X
JOZSILT,O,O,O,X,O,O,X,X
JOZSLTI,X,O,X,X,O,O,X,X
JOZSLIT,O,O,O,X,O,O,X,X
STILJZO,O,O,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,X
STILZJO,O,O,O,X,X,X,X,X
STILZOJ,O,O,O,X,X,X,X,X
STILOJZ,O,X,X,X,X,X,X,X
STILOZJ,O,O,O,X,O,X,X,X
STIJLZO,O,O,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,O,X
STIJOLZ,O,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,O,X
STIZLJO,O,O,O,X,X,X,X,X
STIZLOJ,O,O,O,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,X,X
STIZJOL,O,O,O,X,X,X,O,X
STIZOLJ,O,O,O,X,X,X,O,X
STIZOJL,O,O,O,X,X,X,O,X
STIOLJZ,O,X,X,X,X,X,X,X
STIOLZJ,O,O,O,X,O,X,X,X
STIOJLZ,O,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,O,X
STIOZLJ,O,O,O,X,O,X,O,X
STIOZJL,O,O,O,X,O,X,O,X
STLIJZO,O,O,X,X,X,X,X,O
STLIJOZ,O,X,X,X,X,X,X,O
STLIZJO,O,O,O,X,X,X,X,X
STLIZOJ,O,O,O,X,X,X,X,X
STLIOJZ,O,X,X,X,X,X,X,X
STLIOZJ,O,O,O,X,O,X,X,X
STLJIZO,O,O,X,X,X,X,X,O
STLJIOZ,O,X,X,X,X,X,X,O
STLJZIO,O,O,X,O,X,X,X,O
STLJZOI,O,O,X,O,X,X,O,O
STLJOIZ,O,X,X,X,X,X,X,O
STLJOZI,O,X,X,O,X,X,O,O
STLZIJO,O,O,O,O,X,X,X,X
STLZIOJ,O,O,O,X,X,X,X,X
STLZJIO,O,O,O,O,X,X,X,X
STLZJOI,O,O,O,O,X,X,O,X
STLZOIJ,O,O,O,X,X,X,O,X
STLZOJI,O,O,O,X,X,X,O,X
STLOIJZ,O,X,X,X,X,X,X,X
STLOIZJ,O,O,O,X,O,X,X,X
STLOJIZ,O,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,O,X
STLOZIJ,O,O,O,X,O,X,O,X
STLOZJI,O,O,O,X,O,X,O,X
STJILZO,O,O,X,X,X,X,X,O
STJILOZ,O,X,X,X,X,X,X,O
STJIZLO,O,O,X,X,X,X,X,O
STJIZOL,O,O,X,X,X,X,O,X
STJIOLZ,O,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,O,X
STJLIZO,O,O,X,X,X,X,X,O
STJLIOZ,O,X,X,X,X,X,X,O
STJLZIO,O,O,X,O,X,X,X,O
STJLZOI,O,O,X,O,X,X,O,O
STJLOIZ,O,X,X,X,X,X,X,O
STJLOZI,O,X,X,O,X,X,O,O
STJZILO,O,O,X,O,X,X,X,O
STJZIOL,O,O,X,O,X,X,O,X
STJZLIO,O,O,X,O,X,X,X,O
STJZLOI,O,O,X,O,X,X,O,O
STJZOIL,O,O,X,O,X,X,O,X
STJZOLI,O,O,X,O,X,X,O,O
STJOILZ,O,X,X,X,X,X,X,X
STJOIZL,O,X,X,X,X,X,O,X
STJOLIZ,O,X,X,X,X,X,X,O
STJOLZI,O,X,X,O,X,X,O,O
STJOZIL,O,X,X,O,X,X,O,X
STJOZLI,O,X,X,O,X,X,O,O
STZILJO,O,O,O,O,X,X,X,X
STZILOJ,O,O,O,X,X,X,X,X
STZIJLO,O,O,O,O,X,X,X,X
STZIJOL,O,O,O,O,X,X,O,X
STZIOLJ,O,O,O,X,X,X,O,X
STZIOJL,O,O,O,O,X,X,O,X
STZLIJO,O,O,O,O,X,X,X,X
STZLIOJ,O,O,O,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,X,X
STZLJOI,O,O,O,O,X,X,O,X
STZLOIJ,O,O,O,X,X,X,O,X
STZLOJI,O,O,O,X,X,X,O,X
STZJILO,O,O,O,O,X,X,X,X
STZJIOL,O,O,O,O,X,X,O,X
STZJLIO,O,O,O,O,X,X,X,X
STZJLOI,O,O,O,O,X,X,O,X
STZJOIL,O,O,O,O,X,X,O,X
STZJOLI,O,O,O,O,X,X,O,X
STZOILJ,O,O,O,X,X,X,O,X
STZOIJL,O,O,O,O,X,X,O,X
STZOLIJ,O,O,O,X,X,X,O,X
STZOLJI,O,O,O,X,X,X,O,X
STZOJIL,O,O,O,O,X,X,O,X
STZOJLI,O,O,O,O,X,X,O,X
STOILJZ,O,O,X,X,X,X,X,X
STOILZJ,O,O,O,X,O,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,O,X
STOIZLJ,O,O,O,X,O,X,O,X
STOIZJL,O,O,O,X,O,X,O,X
STOLIJZ,O,O,X,X,X,X,X,X
STOLIZJ,O,O,O,X,O,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,O,X
STOLZIJ,O,O,O,X,O,X,O,X
STOLZJI,O,O,O,X,O,X,O,X
STOJILZ,O,O,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,O,X
STOJLIZ,O,O,X,X,X,X,X,X
STOJLZI,O,O,X,O,X,X,O,X
STOJZIL,O,O,X,O,X,X,O,X
STOJZLI,O,O,X,O,X,X,O,X
STOZILJ,O,O,O,X,O,X,O,X
STOZIJL,O,O,O,O,O,X,O,X
STOZLIJ,O,O,O,X,O,X,O,X
STOZLJI,O,O,O,X,O,X,O,X
STOZJIL,O,O,O,O,O,X,O,X
STOZJLI,O,O,O,O,O,X,O,X
SITLJZO,O,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X
SITLZJO,O,X,O,X,X,X,X,X
SITLZOJ,O,X,O,X,X,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X
SITLOZJ,O,X,O,X,O,X,X,X
SITJLZO,O,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X,X
SITJZLO,O,X,X,X,X,X,X,X
SITJZOL,O,X,X,X,X,X,O,X
SITJOLZ,O,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,X,X,O,X
SITZLJO,O,X,O,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X,X
SITZJLO,O,X,O,X,X,X,X,X
SITZJOL,O,X,O,X,X,X,O,X
SITZOLJ,O,X,O,X,X,X,O,X
SITZOJL,O,X,O,X,X,X,O,X
SITOLJZ,O,X,X,X,X,X,X,X
SITOLZJ,O,X,O,X,O,X,X,X
SITOJLZ,O,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,X,X,O,X
SITOZLJ,O,X,O,X,O,X,O,X
SITOZJL,O,X,O,X,O,X,O,X
SILTJZO,O,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X
SILTZJO,O,X,O,X,X,X,X,X
SILTZOJ,O,X,O,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X
SILTOZJ,O,X,O,X,O,X,X,X
SILJTZO,O,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,O,X,X,X
SILZTJO,O,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X,X,X
SILZJTO,O,X,X,X,X,X,X,X
SILZJOT,O,X,O,X,X,X,X,X
SILZOTJ,O,X,X,X,O,X,X,X
SILZOJT,O,X,O,X,O,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X
SILOTZJ,O,X,O,X,O,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,O,X,X,X
SILOZTJ,O,X,X,X,O,X,X,X
SILOZJT,O,X,O,X,O,X,X,X
SIJTLZO,O,X,X,X,X,O,X,X
SIJTLOZ,O,X,X,X,X,O,X,X
SIJTZLO,O,X,X,X,X,O,X,X
SIJTZOL,O,X,X,X,X,O,O,X
SIJTOLZ,O,X,X,X,X,O,X,X
SIJTOZL,O,X,X,X,X,O,O,X
SIJLTZO,O,X,X,X,X,O,X,X
SIJLTOZ,O,X,X,X,X,O,X,X
SIJLZTO,O,X,X,X,X,O,X,X
SIJLZOT,O,X,X,X,X,O,X,X
SIJLOTZ,O,X,X,X,X,O,X,X
SIJLOZT,O,X,X,X,O,O,X,X
SIJZTLO,X,X,O,X,X,O,X,X
SIJZTOL,O,X,O,X,X,O,O,X
SIJZLTO,O,X,X,X,X,O,X,X
SIJZLOT,O,X,O,X,X,O,X,X
SIJZOTL,O,X,O,X,X,O,X,X
SIJZOLT,O,X,O,X,X,O,X,X
SIJOTLZ,O,X,X,X,X,O,X,X
SIJOTZL,O,X,X,X,X,O,X,X
SIJOLTZ,O,X,X,X,X,O,X,X
SIJOLZT,O,X,X,X,O,O,X,X
SIJOZTL,O,X,O,X,O,O,X,X
SIJOZLT,O,X,O,X,O,O,X,X
SIZTLJO,O,X,O,O,X,X,X,X
SIZTLOJ,O,X,O,X,X,X,X,X
SIZTJLO,O,X,O,O,X,X,X,X
SIZTJOL,O,X,O,O,X,X,O,X
SIZTOLJ,O,X,O,X,X,X,O,X
SIZTOJL,O,X,O,O,X,X,O,X
SIZLTJO,O,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,X,X
SIZLJTO,O,X,X,X,X,X,X,X
SIZLJOT,O,X,O,X,X,X,X,X
SIZLOTJ,O,X,X,X,O,X,X,X
SIZLOJT,O,X,O,X,O,X,X,X
SIZJTLO,X,X,O,X,X,O,X,X
SIZJTOL,O,X,O,X,X,O,O,X
SIZJLTO,O,X,X,X,X,O,X,X
SIZJLOT,O,X,O,X,X,O,X,X
SIZJOTL,O,X,O,X,X,O,X,X
SIZJOLT,O,X,O,X,X,O,X,X
SIZOTLJ,O,X,O,X,O,X,X,X
SIZOTJL,O,X,O,O,O,X,X,X
SIZOLTJ,O,X,X,X,O,X,X,X
SIZOLJT,O,X,O,X,O,X,X,X
SIZOJTL,O,X,O,X,O,O,X,X
SIZOJLT,O,X,O,X,O,O,X,X
SIOTLJZ,O,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,X,O,X,X,X
SIOTJLZ,O,X,X,X,X,X,X,X
SIOTJZL,O,X,X,X,X,X,X,X
SIOTZLJ,O,X,O,X,O,X,X,X
SIOTZJL,O,X,O,X,O,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,X,O,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,O,X,X,X
SIOLZTJ,O,X,X,X,O,X,X,X
SIOLZJT,O,X,O,X,O,X,X,X
SIOJTLZ,O,X,X,X,X,O,X,X
SIOJTZL,O,X,X,X,X,O,X,X
SIOJLTZ,O,X,X,X,X,O,X,X
SIOJLZT,O,X,X,X,O,O,X,X
SIOJZTL,O,X,O,X,O,O,X,X
SIOJZLT,O,X,O,X,O,O,X,X
SIOZTLJ,O,X,O,X,O,X,X,X
SIOZTJL,O,X,O,O,O,X,X,X
SIOZLTJ,O,X,X,X,O,X,X,X
SIOZLJT,O,X,O,X,O,X,X,X
SIOZJTL,O,X,O,X,O,O,X,X
SIOZJLT,O,X,O,X,O,O,X,X
SLTIJZO,O,O,X,X,X,X,X,O
SLTIJOZ,O,X,X,X,X,X,X,O
SLTIZJO,O,O,O,X,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,X,X,X
SLTIOZJ,O,O,O,X,O,X,X,X
SLTJIZO,O,O,X,X,X,X,X,O
SLTJIOZ,O,X,X,X,X,X,X,O
SLTJZIO,O,O,X,X,X,X,X,O
SLTJZOI,O,O,X,X,X,X,O,O
SLTJOIZ,O,X,X,X,X,X,X,O
SLTJOZI,O,X,X,X,X,X,O,O
SLTZIJO,O,O,O,X,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X
SLTZJOI,O,O,O,X,X,X,O,X
SLTZOIJ,O,O,O,X,X,X,O,X
SLTZOJI,O,O,O,X,X,X,O,X
SLTOIJZ,O,X,X,X,X,X,X,X
SLTOIZJ,O,O,O,X,O,X,X,X
SLTOJIZ,O,X,X,X,X,X,X,X
SLTOJZI,O,X,X,X,X,X,O,X
SLTOZIJ,O,O,O,X,O,X,O,X
SLTOZJI,O,O,O,X,O,X,O,X
SLITJZO,O,O,X,X,X,X,X,O
SLITJOZ,O,X,X,X,X,X,X,O
SLITZJO,O,O,O,X,X,X,X,X
SLITZOJ,O,O,O,X,X,X,X,X
SLITOJZ,O,X,X,X,X,X,X,X
SLITOZJ,O,O,O,X,O,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,O,X,X,X
SLIZTJO,O,X,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,X,X,X
SLIZJTO,O,O,X,X,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X,X
SLIZOTJ,O,X,X,X,O,X,X,X
SLIZOJT,O,X,O,X,O,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,X
SLIOTZJ,O,O,O,X,O,X,X,X
SLIOJTZ,O,X,X,X,X,X,X,X
SLIOJZT,O,O,X,X,O,X,X,X
SLIOZTJ,O,O,X,X,O,X,X,X
SLIOZJT,O,O,O,X,O,X,X,X
SLJTIZO,O,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,X,X,X,X
SLJTZIO,O,X,X,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X,O,X
SLJTOIZ,O,X,X,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X,O,X
SLJITZO,O,X,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X
SLJIZTO,O,O,X,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,X
SLJIOZT,O,X,X,X,O,X,X,X
SLJZTIO,O,O,X,X,X,X,X,X
SLJZTOI,O,O,X,X,X,X,O,X
SLJZITO,O,O,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X
SLJZOTI,O,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,X
SLJOIZT,O,X,X,X,O,X,X,X
SLJOZTI,O,X,X,X,O,X,X,X
SLJOZIT,O,X,X,X,O,X,X,X
SLZTIJO,O,O,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,X,X,X
SLZTJIO,O,O,X,X,X,X,X,X
SLZTJOI,O,O,X,X,X,X,O,X
SLZTOIJ,O,O,X,X,X,X,O,X
SLZTOJI,O,O,X,X,X,X,O,X
SLZITJO,O,X,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,X,X,X
SLZIJTO,O,O,X,X,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X,X
SLZIOTJ,O,X,X,X,O,X,X,X
SLZIOJT,O,X,O,X,O,X,X,X
SLZJTIO,O,O,X,X,X,X,X,X
SLZJTOI,O,O,X,X,X,X,O,X
SLZJITO,O,O,X,X,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X,X
SLZJOTI,O,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,X
SLZOTIJ,O,O,X,X,O,X,X,X
SLZOTJI,O,O,X,X,O,X,X,X
SLZOITJ,O,O,X,X,O,X,X,X
SLZOIJT,O,O,O,X,O,X,X,X
SLZOJTI,O,O,X,X,O,X,X,X
SLZOJIT,O,O,O,X,O,X,X,X
SLOTIJZ,O,O,X,X,X,X,X,X
SLOTIZJ,O,O,O,X,O,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,X
SLOTJZI,O,O,X,X,X,X,X,X
SLOTZIJ,O,O,O,X,O,X,X,X
SLOTZJI,O,O,O,X,O,X,X,X
SLOITJZ,O,O,X,X,X,X,X,X
SLOITZJ,O,O,O,X,O,X,X,X
SLOIJTZ,O,X,X,X,X,X,X,X
SLOIJZT,O,O,X,X,O,X,X,X
SLOIZTJ,O,O,X,X,O,X,X,X
SLOIZJT,O,O,O,X,O,X,X,X
SLOJTIZ,O,X,X,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X,X
SLOJIZT,O,O,X,X,O,X,X,X
SLOJZTI,O,O,X,X,O,X,X,X
SLOJZIT,O,O,X,X,O,X,X,X
SLOZTIJ,O,O,X,X,O,X,X,X
SLOZTJI,O,O,X,X,O,X,X,X
SLOZITJ,O,O,X,X,O,X,X,X
SLOZIJT,O,O,O,X,O,X,X,X
SLOZJTI,O,O,X,X,O,X,X,X
SLOZJIT,O,O,O,X,O,X,X,X
SJTILZO,O,X,X,X,X,O,X,O
SJTILOZ,O,X,X,X,X,O,X,O
SJTIZLO,O,X,X,X,X,O,X,O
SJTIZOL,O,X,X,X,X,O,O,X
SJTIOLZ,O,X,X,X,X,O,X,X
SJTIOZL,O,X,X,X,X,O,O,X
SJTLIZO,O,X,X,X,X,O,X,O
SJTLIOZ,O,X,X,X,X,O,X,O
SJTLZIO,O,X,X,O,X,O,X,O
SJTLZOI,O,X,X,O,X,O,O,O
SJTLOIZ,O,X,X,X,X,O,X,O
SJTLOZI,O,X,X,O,X,O,O,O
SJTZILO,O,X,X,O,X,O,X,O
SJTZIOL,O,X,X,O,X,O,O,X
SJTZLIO,O,X,X,O,X,O,X,O
SJTZLOI,O,X,X,O,X,O,O,O
SJTZOIL,O,X,X,O,X,O,O,X
SJTZOLI,O,X,X,O,X,O,O,O
SJTOILZ,O,X,X,X,X,O,X,X
SJTOIZL,O,X,X,X,X,O,O,X
SJTOLIZ,O,X,X,X,X,O,X,O
SJTOLZI,O,X,X,O,X,O,O,O
SJTOZIL,O,X,X,O,X,O,O,X
SJTOZLI,O,X,X,O,X,O,O,O
SJITLZO,O,X,X,X,X,O,X,O
SJITLOZ,O,X,X,X,X,O,X,O
SJITZLO,O,X,X,X,X,O,X,O
SJITZOL,O,X,X,X,X,O,O,X
SJITOLZ,O,X,X,X,X,O,X,X
SJITOZL,O,X,X,X,X,O,O,X
SJILTZO,O,X,X,X,X,O,X,X
SJILTOZ,O,X,X,X,X,O,X,X
SJILZTO,O,X,X,X,X,O,X,X
SJILZOT,O,X,X,X,X,O,X,X
SJILOTZ,O,X,X,X,X,O,X,X
SJILOZT,O,X,X,X,O,O,X,X
SJIZTLO,X,X,O,X,X,O,X,X
SJIZTOL,O,X,O,X,X,O,O,X
SJIZLTO,O,X,X,X,X,O,X,X
SJIZLOT,O,X,O,X,X,O,X,X
SJIZOTL,O,X,O,X,X,O,X,X
SJIZOLT,O,X,O,X,X,O,X,X
SJIOTLZ,O,X,X,X,X,O,X,X
SJIOTZL,O,X,X,X,X,O,X,X
SJIOLTZ,O,X,X,X,X,O,X,X
SJIOLZT,O,X,X,X,O,O,X,X
SJIOZTL,O,X,O,X,O,O,X,X
SJIOZLT,O,X,O,X,O,O,X,X
SJLTIZO,O,X,X,X,X,O,X,O
SJLTIOZ,O,X,X,X,X,O,X,O
SJLTZIO,O,X,X,X,X,O,X,O
SJLTZOI,O,X,X,X,X,O,O,O
SJLTOIZ,O,X,X,X,X,O,X,O
SJLTOZI,O,X,X,X,X,O,O,O
SJLITZO,O,X,X,X,X,O,X,X
SJLITOZ,O,X,X,X,X,O,X,X
SJLIZTO,O,O,X,X,X,O,X,X
SJLIZOT,O,O,X,X,X,O,X,X
SJLIOTZ,O,X,X,X,X,O,X,X
SJLIOZT,O,X,X,X,O,O,X,X
SJLZTIO,O,O,X,X,X,O,X,X
SJLZTOI,O,O,X,X,X,O,O,X
SJLZITO,O,O,X,X,X,O,X,X
SJLZIOT,O,O,X,X,X,O,X,X
SJLZOTI,O,X,X,X,X,O,X,X
SJLZOIT,O,O,X,X,X,O,X,X
SJLOTIZ,O,X,X,X,X,O,X,X
SJLOTZI,O,X,X,X,X,O,X,X
SJLOITZ,O,X,X,X,X,O,X,X
SJLOIZT,O,X,X,X,O,O,X,X
SJLOZTI,O,X,X,X,O,O,X,X
SJLOZIT,O,X,X,X,O,O,X,X
SJZTILO,X,O,O,O,X,O,X,O
SJZTIOL,O,O,O,O,X,O,O,X
SJZTLIO,X,O,O,O,X,O,X,O
SJZTLOI,X,O,O,O,X,O,O,O
SJZTOIL,O,O,O,O,X,O,O,X
SJZTOLI,X,O,O,O,X,O,O,O
SJZITLO,X,X,O,X,X,O,X,X
SJZITOL,O,X,O,X,X,O,O,X
SJZILTO,O,X,X,X,X,O,X,X
SJZILOT,O,X,O,X,X,O,X,X
SJZIOTL,O,X,O,X,X,O,X,X
SJZIOLT,O,X,O,X,X,O,X,X
SJZLTIO,O,O,X,X,X,O,X,X
SJZLTOI,O,O,X,X,X,O,O,X
SJZLITO,O,O,X,X,X,O,X,X
SJZLIOT,O,O,O,X,X,O,X,X
SJZLOTI,O,X,X,X,X,O,X,X
SJZLOIT,O,O,O,X,X,O,X,X
SJZOTIL,O,X,O,O,X,O,O,X
SJZOTLI,X,X,O,O,X,O,O,X
SJZOITL,O,X,O,X,X,O,X,X
SJZOILT,O,X,O,X,X,O,X,X
SJZOLTI,O,X,X,X,X,O,X,X
SJZOLIT,O,O,O,X,X,O,X,X
SJOTILZ,O,X,X,X,X,O,X,X
SJOTIZL,O,X,X,X,X,O,O,X
SJOTLIZ,O,X,X,X,X,O,X,O
SJOTLZI,O,X,X,O,X,O,O,O
SJOTZIL,O,X,X,O,X,O,O,X
SJOTZLI,O,X,X,O,X,O,O,O
SJOITLZ,O,X,X,X,X,O,X,X
SJOITZL,O,X,X,X,X,O,X,X
SJOILTZ,O,X,X,X,X,O,X,X
SJOILZT,O,X,X,X,O,O,X,X
SJOIZTL,O,X,O,X,O,O,X,X
SJOIZLT,O,X,O,X,O,O,X,X
SJOLTIZ,O,X,X,X,X,O,X,X
SJOLTZI,O,X,X,X,X,O,X,X
SJOLITZ,O,X,X,X,X,O,X,X
SJOLIZT,O,X,X,X,O,O,X,X
SJOLZTI,O,X,X,X,O,O,X,X
SJOLZIT,O,X,X,X,O,O,X,X
SJOZTIL,O,X,O,O,O,O,O,X
SJOZTLI,X,X,O,O,O,O,O,X
SJOZITL,O,X,O,X,O,O,X,X
SJOZILT,O,X,O,X,O,O,X,X
SJOZLTI,O,X,X,X,O,O,X,X
SJOZLIT,O,X,O,X,O,O,X,X
SZTILJO,O,O,O,O,X,X,X,X
SZTILOJ,O,O,O,X,X,X,X,X
SZTIJLO,O,O,O,O,X,X,X,X
SZTIJOL,O,O,O,O,X,X,O,X
SZTIOLJ,O,O,O,X,X,X,O,X
SZTIOJL,O,O,O,O,X,X,O,X
SZTLIJO,O,O,O,O,X,X,X,X
SZTLIOJ,O,O,O,X,X,X,X,X
SZTLJIO,O,O,O,O,X,X,X,X
