sequence,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBTcBxdBSlB0mBlqB,v115@DhD8FeF8EeF8AeF8JeK/IvhFzaBGcBxdB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXcBxdBzfBqmB0gBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFShBxdBTfB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFxdBTfBChB/qB0rBFrB,v115@DhD8FeF8EeF8AeF8JeO/IvhFTcBxdBCgB0gB/qB1wB,v115@DhD8FeF8EeF8AeF8Jei6IvhFchBxdB3fBTlB1rBuqB
SIZOTJL,O,X,X,O,O,X,O
SIZOLTJ,O,O,X,X,O,X,O
SIZOLJT,O,O,X,O,O,X,X
SIZOJTL,O,X,X,X,O,X,X
SIZOJLT,O,O,X,O,O,X,X
SIOTLJZ,X,X,O,X,O,X,O
SIOTLZJ,X,X,O,X,X,X,O
SIOTJLZ,X,X,O,X,O,X,O
SIOTJZL,X,X,X,X,O,X,O
SIOTZLJ,X,X,X,X,O,X,O
SIOTZJL,X,X,X,X,O,X,O
SIOLTJZ,X,X,O,X,O,X,O
SIOLTZJ,X,X,O,X,X,X,O
SIOLJTZ,X,X,O,X,O,X,O
SIOLJZT,X,X,O,X,O,X,X
SIOLZTJ,X,X,X,X,O,X,O
SIOLZJT,X,X,O,X,O,X,X
SIOJTLZ,X,X,O,X,O,X,O
SIOJTZL,X,X,X,X,O,X,O
SIOJLTZ,X,X,O,X,O,X,O
SIOJLZT,X,X,O,X,O,X,X
SIOJZTL,X,X,X,X,O,X,X
SIOJZLT,X,X,X,O,O,X,X
SIOZTLJ,X,X,X,O,O,X,O
SIOZTJL,X,X,X,O,O,X,O
SIOZLTJ,X,X,X,X,O,X,O
SIOZLJT,X,X,X,O,O,X,X
SIOZJTL,X,X,X,X,O,X,X
SIOZJLT,X,X,X,O,O,X,X
SLTIJZO,O,O,X,X,X,X,X
SLTIJOZ,O,O,O,X,X,O,X
SLTIZJO,O,O,X,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X
SLTIOJZ,O,O,O,X,O,O,O
SLTIOZJ,O,O,O,X,X,X,O
SLTJIZO,O,O,X,X,X,X,X
SLTJIOZ,O,O,O,X,X,O,X
SLTJZIO,O,O,X,X,X,X,X
SLTJZOI,O,O,X,X,X,X,X
SLTJOIZ,O,O,O,X,X,O,X
SLTJOZI,O,O,O,X,X,O,X
SLTZIJO,O,O,X,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X
SLTZJOI,O,O,X,X,X,X,X
SLTZOIJ,O,O,O,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X
SLTOIJZ,O,O,O,X,O,O,O
SLTOIZJ,O,O,O,X,X,X,O
SLTOJIZ,O,O,O,X,O,O,O
SLTOJZI,O,O,O,X,O,O,O
SLTOZIJ,O,O,O,X,X,X,O
SLTOZJI,O,O,O,X,X,X,O
SLITJZO,O,O,X,X,X,X,X
SLITJOZ,O,O,O,X,X,O,X
SLITZJO,O,O,X,X,X,X,X
SLITZOJ,O,O,O,X,X,X,X
SLITOJZ,O,O,O,X,O,O,O
SLITOZJ,O,O,O,X,X,X,O
SLIJTZO,O,X,X,X,X,X,X
SLIJTOZ,O,X,O,X,X,O,X
SLIJZTO,O,X,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X,X
SLIJOTZ,O,X,O,X,O,X,O
SLIJOZT,O,X,O,X,O,X,X
SLIZTJO,O,O,X,X,X,X,X
SLIZTOJ,O,O,O,X,O,X,X
SLIZJTO,O,O,X,X,X,X,X
SLIZJOT,O,O,X,X,O,X,X
SLIZOTJ,O,O,X,X,O,X,O
SLIZOJT,O,O,O,X,O,X,X
SLIOTJZ,O,O,O,X,O,X,O
SLIOTZJ,O,O,O,X,X,X,O
SLIOJTZ,O,X,O,X,O,X,O
SLIOJZT,O,X,O,X,O,X,X
SLIOZTJ,O,X,X,X,O,X,O
SLIOZJT,O,O,O,X,O,X,X
SLJTIZO,O,X,X,X,X,X,X
SLJTIOZ,O,X,O,X,X,O,X
SLJTZIO,O,X,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X,X
SLJTOIZ,O,X,O,X,X,O,X
SLJTOZI,O,X,O,X,X,O,X
SLJITZO,O,X,X,X,X,X,X
SLJITOZ,O,X,O,X,X,O,X
SLJIZTO,O,X,X,X,X,X,X
SLJIZOT,O,X,X,X,X,X,X
SLJIOTZ,O,X,O,X,O,X,O
SLJIOZT,O,X,O,X,O,X,X
SLJZTIO,O,X,X,X,X,X,X
SLJZTOI,O,X,X,X,X,X,X
SLJZITO,O,X,X,X,X,X,X
SLJZIOT,O,X,X,X,X,X,X
SLJZOTI,O,X,X,X,X,X,X
SLJZOIT,O,X,X,X,X,X,X
SLJOTIZ,O,X,O,X,O,X,O
SLJOTZI,O,X,O,X,O,X,O
SLJOITZ,O,X,O,X,O,X,O
SLJOIZT,O,X,O,X,O,X,X
SLJOZTI,O,X,O,X,O,X,X
SLJOZIT,O,X,O,X,O,X,X
SLZTIJO,O,O,X,X,X,X,X
SLZTIOJ,O,O,O,X,O,X,X
SLZTJIO,O,O,X,X,X,X,X
SLZTJOI,O,O,X,X,X,X,X
SLZTOIJ,O,O,O,X,O,X,X
SLZTOJI,O,O,O,X,O,X,X
SLZITJO,O,O,X,X,X,X,X
SLZITOJ,O,O,O,X,O,X,X
SLZIJTO,O,O,X,X,X,X,X
SLZIJOT,O,O,X,X,O,X,X
SLZIOTJ,O,O,X,X,O,X,O
SLZIOJT,O,O,O,X,O,X,X
SLZJTIO,O,O,X,X,X,X,X
SLZJTOI,O,O,X,X,X,X,X
SLZJITO,O,O,X,X,X,X,X
SLZJIOT,O,O,X,X,O,X,X
SLZJOTI,O,O,X,X,O,X,X
SLZJOIT,O,O,X,X,O,X,X
SLZOTIJ,O,O,X,X,O,X,O
SLZOTJI,O,O,X,X,O,X,O
SLZOITJ,O,O,X,X,O,X,O
SLZOIJT,O,O,O,X,O,X,X
SLZOJTI,O,O,O,X,O,X,X
SLZOJIT,O,O,O,X,O,X,X
SLOTIJZ,O,O,O,X,O,X,O
SLOTIZJ,O,O,O,X,X,X,O
SLOTJIZ,O,O,O,X,O,X,O
SLOTJZI,O,O,O,X,O,X,O
SLOTZIJ,O,O,O,X,X,X,O
SLOTZJI,O,O,O,X,X,X,O
SLOITJZ,O,O,O,X,O,X,O
SLOITZJ,O,O,O,X,X,X,O
SLOIJTZ,O,X,O,X,O,X,O
SLOIJZT,O,X,O,X,O,X,X
SLOIZTJ,O,X,X,X,O,X,O
SLOIZJT,O,O,O,X,O,X,X
SLOJTIZ,O,X,O,X,O,X,O
SLOJTZI,O,X,O,X,O,X,O
SLOJITZ,O,X,O,X,O,X,O
SLOJIZT,O,X,O,X,O,X,X
SLOJZTI,O,X,O,X,O,X,X
SLOJZIT,O,X,O,X,O,X,X
SLOZTIJ,O,X,X,X,O,X,O
SLOZTJI,O,X,X,X,O,X,O
SLOZITJ,O,X,X,X,O,X,O
SLOZIJT,O,O,O,X,O,X,X
SLOZJTI,O,X,O,X,O,X,X
SLOZJIT,O,O,O,X,O,X,X
SJTILZO,O,X,X,X,X,O,X
SJTILOZ,O,X,O,X,X,O,X
SJTIZLO,X,X,X,X,X,O,X
SJTIZOL,X,X,X,X,X,O,X
SJTIOLZ,X,X,O,X,X,O,X
SJTIOZL,X,X,X,X,X,O,X
SJTLIZO,O,X,X,X,X,O,X
SJTLIOZ,O,X,O,X,X,O,X
SJTLZIO,O,X,X,X,X,O,X
SJTLZOI,O,X,X,X,X,O,X
SJTLOIZ,O,X,O,X,X,O,X
SJTLOZI,O,X,O,X,X,O,X
SJTZILO,X,X,X,X,X,O,X
SJTZIOL,X,X,X,X,X,O,X
SJTZLIO,X,X,X,X,X,O,X
SJTZLOI,X,X,X,X,X,O,X
SJTZOIL,X,X,X,X,X,O,X
SJTZOLI,X,X,X,X,X,O,X
SJTOILZ,X,X,O,X,X,O,X
SJTOIZL,X,X,X,X,X,O,X
SJTOLIZ,X,X,O,X,X,O,X
SJTOLZI,X,X,O,X,X,O,X
SJTOZIL,X,X,X,X,X,O,X
SJTOZLI,X,X,X,X,X,O,X
SJITLZO,O,X,X,X,X,O,X
SJITLOZ,O,X,O,X,X,O,X
SJITZLO,X,X,X,X,X,O,X
SJITZOL,X,X,X,X,X,O,X
SJITOLZ,X,X,O,X,X,O,X
SJITOZL,X,X,X,X,X,O,X
SJILTZO,O,X,X,X,X,X,X
SJILTOZ,O,X,O,X,X,O,X
SJILZTO,O,X,X,X,X,X,X
SJILZOT,O,X,X,X,X,X,X
SJILOTZ,O,X,O,X,O,X,O
SJILOZT,O,X,O,X,O,X,X
SJIZTLO,O,X,X,X,X,X,X
SJIZTOL,O,X,X,X,X,X,X
SJIZLTO,O,X,X,X,X,X,X
SJIZLOT,O,X,X,X,O,X,X
SJIZOTL,O,X,X,X,O,X,X
SJIZOLT,O,X,X,X,O,X,X
SJIOTLZ,X,X,O,X,O,X,O
SJIOTZL,X,X,X,X,O,X,O
SJIOLTZ,X,X,O,X,O,X,O
SJIOLZT,X,X,O,X,O,X,X
SJIOZTL,X,X,X,X,O,X,X
SJIOZLT,X,X,X,X,O,X,X
SJLTIZO,O,X,X,X,X,X,X
SJLTIOZ,O,X,O,X,X,O,X
SJLTZIO,O,X,X,X,X,X,X
SJLTZOI,O,X,X,X,X,X,X
SJLTOIZ,O,X,O,X,X,O,X
SJLTOZI,O,X,O,X,X,O,X
SJLITZO,O,X,X,X,X,X,X
SJLITOZ,O,X,O,X,X,O,X
SJLIZTO,O,X,X,X,X,X,X
SJLIZOT,O,X,X,X,X,X,X
SJLIOTZ,O,X,O,X,O,X,O
SJLIOZT,O,X,O,X,O,X,X
SJLZTIO,O,X,X,X,X,X,X
SJLZTOI,O,X,X,X,X,X,X
SJLZITO,O,X,X,X,X,X,X
SJLZIOT,O,X,X,X,X,X,X
SJLZOTI,O,X,X,X,X,X,X
SJLZOIT,O,X,X,X,X,X,X
SJLOTIZ,O,X,O,X,O,X,O
SJLOTZI,O,X,O,X,O,X,O
SJLOITZ,O,X,O,X,O,X,O
SJLOIZT,O,X,O,X,O,X,X
SJLOZTI,O,X,O,X,O,X,X
SJLOZIT,O,X,O,X,O,X,X
SJZTILO,O,X,X,X,X,X,X
SJZTIOL,O,X,X,X,X,X,X
SJZTLIO,O,X,X,X,X,X,X
SJZTLOI,O,X,X,X,X,X,X
SJZTOIL,O,X,X,X,X,X,X
SJZTOLI,O,X,X,X,X,X,X
SJZITLO,O,X,X,X,X,X,X
SJZITOL,O,X,X,X,X,X,X
SJZILTO,O,X,X,X,X,X,X
SJZILOT,O,X,X,X,O,X,X
SJZIOTL,O,X,X,X,O,X,X
SJZIOLT,O,X,X,X,O,X,X
SJZLTIO,O,X,X,X,X,X,X
SJZLTOI,O,X,X,X,X,X,X
SJZLITO,O,X,X,X,X,X,X
SJZLIOT,O,X,X,X,O,X,X
SJZLOTI,O,X,X,X,O,X,X
SJZLOIT,O,X,X,X,O,X,X
SJZOTIL,O,X,X,X,O,X,X
SJZOTLI,O,X,X,X,O,X,X
SJZOITL,O,X,X,X,O,X,X
SJZOILT,O,X,X,X,O,X,X
SJZOLTI,O,X,X,X,O,X,X
SJZOLIT,O,X,X,X,O,X,X
SJOTILZ,X,X,O,X,O,X,O
SJOTIZL,X,X,X,X,O,X,O
SJOTLIZ,X,X,O,X,O,X,O
SJOTLZI,X,X,O,X,O,X,O
SJOTZIL,X,X,X,X,O,X,O
SJOTZLI,X,X,X,X,O,X,O
SJOITLZ,X,X,O,X,O,X,O
SJOITZL,X,X,X,X,O,X,O
SJOILTZ,X,X,O,X,O,X,O
SJOILZT,X,X,O,X,O,X,X
SJOIZTL,X,X,X,X,O,X,X
SJOIZLT,X,X,X,X,O,X,X
SJOLTIZ,X,X,O,X,O,X,O
SJOLTZI,X,X,O,X,O,X,O
SJOLITZ,X,X,O,X,O,X,O
SJOLIZT,X,X,O,X,O,X,X
SJOLZTI,X,X,O,X,O,X,X
SJOLZIT,X,X,O,X,O,X,X
SJOZTIL,X,X,X,X,O,X,X
SJOZTLI,X,X,X,X,O,X,X
SJOZITL,X,X,X,X,O,X,X
SJOZILT,X,X,X,X,O,X,X
SJOZLTI,X,X,X,X,O,X,X
SJOZLIT,X,X,X,X,O,X,X
SZTILJO,O,O,X,X,X,X,X
SZTILOJ,O,O,X,O,O,X,X
SZTIJLO,O,O,X,X,X,X,X
SZTIJOL,O,O,X,X,X,X,X
SZTIOLJ,O,O,X,O,O,X,X
SZTIOJL,O,O,X,O,O,X,X
SZTLIJO,O,O,X,X,X,X,X
SZTLIOJ,O,O,X,O,O,X,X
SZTLJIO,O,O,X,X,X,X,X
SZTLJOI,O,O,X,X,X,X,X
SZTLOIJ,O,O,X,O,O,X,X
SZTLOJI,O,O,X,O,O,X,X
SZTJILO,O,O,X,X,X,X,X
SZTJIOL,O,O,X,X,X,X,X
SZTJLIO,O,O,X,X,X,X,X
SZTJLOI,O,O,X,X,X,X,X
SZTJOIL,O,O,X,X,X,X,X
SZTJOLI,O,O,X,X,X,X,X
SZTOILJ,O,O,X,O,O,X,X
SZTOIJL,O,O,X,O,O,X,X
SZTOLIJ,O,O,X,O,O,X,X
SZTOLJI,O,O,X,O,O,X,X
SZTOJIL,O,O,X,O,O,X,X
SZTOJLI,O,O,X,O,O,X,X
SZITLJO,O,O,X,X,X,X,X
SZITLOJ,O,O,X,O,O,X,X
SZITJLO,O,O,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X
SZITOLJ,O,O,X,O,O,X,X
SZITOJL,O,O,X,O,O,X,X
SZILTJO,O,O,X,X,X,X,X
SZILTOJ,O,O,X,X,O,X,X
SZILJTO,O,O,X,X,X,X,X
SZILJOT,O,O,X,X,O,X,X
SZILOTJ,O,O,X,X,O,X,O
SZILOJT,O,O,X,O,O,X,X
SZIJTLO,O,O,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X
SZIJLTO,O,O,X,X,X,X,X
SZIJLOT,O,O,X,X,O,X,X
SZIJOTL,O,X,X,X,O,X,X
SZIJOLT,O,O,X,X,O,X,X
SZIOTLJ,O,X,X,O,O,X,O
SZIOTJL,O,X,X,O,O,X,O
SZIOLTJ,O,O,X,X,O,X,O
SZIOLJT,O,O,X,O,O,X,X
SZIOJTL,O,X,X,X,O,X,X
SZIOJLT,O,O,X,O,O,X,X
SZLTIJO,O,O,X,X,X,X,X
SZLTIOJ,O,O,X,X,O,X,X
SZLTJIO,O,O,X,X,X,X,X
SZLTJOI,O,O,X,X,X,X,X
SZLTOIJ,O,O,X,X,O,X,X
SZLTOJI,O,O,X,X,O,X,X
SZLITJO,O,O,X,X,X,X,X
SZLITOJ,O,O,X,X,O,X,X
SZLIJTO,O,O,X,X,X,X,X
SZLIJOT,O,O,X,X,O,X,X
SZLIOTJ,O,O,X,X,O,X,O
SZLIOJT,O,O,X,O,O,X,X
SZLJTIO,O,O,X,X,X,X,X
SZLJTOI,O,O,X,X,X,X,X
SZLJITO,O,O,X,X,X,X,X
SZLJIOT,O,O,X,X,O,X,X
SZLJOTI,O,O,X,X,O,X,X
SZLJOIT,O,O,X,X,O,X,X
SZLOTIJ,O,O,X,X,O,X,O
SZLOTJI,O,O,X,X,O,X,O
SZLOITJ,O,O,X,X,O,X,O
SZLOIJT,O,O,X,O,O,X,X
SZLOJTI,O,O,X,O,O,X,X
SZLOJIT,O,O,X,O,O,X,X
SZJTILO,O,O,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X,X
SZJTLIO,O,O,X,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X
SZJTOIL,O,O,X,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X
SZJILTO,O,O,X,X,X,X,X
SZJILOT,O,O,X,X,O,X,X
SZJIOTL,O,X,X,X,O,X,X
SZJIOLT,O,O,X,X,O,X,X
SZJLTIO,O,O,X,X,X,X,X
SZJLTOI,O,O,X,X,X,X,X
SZJLITO,O,O,X,X,X,X,X
SZJLIOT,O,O,X,X,O,X,X
SZJLOTI,O,O,X,X,O,X,X
SZJLOIT,O,O,X,X,O,X,X
SZJOTIL,O,X,X,X,O,X,X
SZJOTLI,O,X,X,X,O,X,X
SZJOITL,O,X,X,X,O,X,X
SZJOILT,O,O,X,X,O,X,X
SZJOLTI,O,O,X,X,O,X,X
SZJOLIT,O,O,X,X,O,X,X
SZOTILJ,O,X,X,O,O,X,O
SZOTIJL,O,X,X,O,O,X,O
SZOTLIJ,O,X,X,O,O,X,O
SZOTLJI,O,X,X,O,O,X,O
SZOTJIL,O,X,X,O,O,X,O
SZOTJLI,O,X,X,O,O,X,O
SZOITLJ,O,X,X,O,O,X,O
SZOITJL,O,X,X,O,O,X,O
SZOILTJ,O,O,X,X,O,X,O
SZOILJT,O,O,X,O,O,X,X
SZOIJTL,O,X,X,X,O,X,X
SZOIJLT,O,O,X,O,O,X,X
SZOLTIJ,O,O,X,X,O,X,O
SZOLTJI,O,O,X,X,O,X,O
SZOLITJ,O,O,X,X,O,X,O
SZOLIJT,O,O,X,O,O,X,X
SZOLJTI,O,O,X,O,O,X,X
SZOLJIT,O,O,X,O,O,X,X
SZOJTIL,O,X,X,X,O,X,X
SZOJTLI,O,X,X,X,O,X,X
SZOJITL,O,X,X,X,O,X,X
SZOJILT,O,O,X,O,O,X,X
SZOJLTI,O,O,X,O,O,X,X
SZOJLIT,O,O,X,O,O,X,X
SOTILJZ,X,X,O,X,O,X,O
SOTILZJ,X,X,O,X,X,X,O
SOTIJLZ,X,X,O,X,O,X,O
SOTIJZL,X,X,X,X,O,X,O
SOTIZLJ,X,X,X,X,O,X,O
SOTIZJL,X,X,X,X,O,X,O
SOTLIJZ,X,X,O,X,O,X,O
SOTLIZJ,X,X,O,X,X,X,O
SOTLJIZ,X,X,O,X,O,X,O
SOTLJZI,X,X,O,X,O,X,O
SOTLZIJ,X,X,O,X,X,X,O
SOTLZJI,X,X,O,X,X,X,O
SOTJILZ,X,X,O,X,O,X,O
SOTJIZL,X,X,X,X,O,X,O
SOTJLIZ,X,X,O,X,O,X,O
SOTJLZI,X,X,O,X,O,X,O
SOTJZIL,X,X,X,X,O,X,O
SOTJZLI,X,X,X,X,O,X,O
SOTZILJ,X,X,X,X,O,X,O
SOTZIJL,X,X,X,X,O,X,O
SOTZLIJ,X,X,X,X,O,X,O
SOTZLJI,X,X,X,X,O,X,O
SOTZJIL,X,X,X,X,O,X,O
SOTZJLI,X,X,X,X,O,X,O
SOITLJZ,X,X,O,X,O,X,O
SOITLZJ,X,X,O,X,X,X,O
SOITJLZ,X,X,O,X,O,X,O
SOITJZL,X,X,X,X,O,X,O
SOITZLJ,X,X,X,X,O,X,O
SOITZJL,X,X,X,X,O,X,O
SOILTJZ,X,X,O,X,O,X,O
SOILTZJ,X,X,O,X,X,X,O
SOILJTZ,X,X,O,X,O,X,O
SOILJZT,X,X,O,X,O,X,X
SOILZTJ,X,X,X,X,O,X,O
SOILZJT,X,X,O,X,O,X,X
SOIJTLZ,X,X,O,X,O,X,O
SOIJTZL,X,X,X,X,O,X,O
SOIJLTZ,X,X,O,X,O,X,O
SOIJLZT,X,X,O,X,O,X,X
SOIJZTL,X,X,X,X,O,X,X
SOIJZLT,X,X,X,O,O,X,X
SOIZTLJ,X,X,X,O,O,X,O
SOIZTJL,X,X,X,O,O,X,O
SOIZLTJ,X,X,X,X,O,X,O
SOIZLJT,X,X,X,O,O,X,X
SOIZJTL,X,X,X,X,O,X,X
SOIZJLT,X,X,X,O,O,X,X
SOLTIJZ,X,X,O,X,O,X,O
SOLTIZJ,X,X,O,X,X,X,O
SOLTJIZ,X,X,O,X,O,X,O
SOLTJZI,X,X,O,X,O,X,O
SOLTZIJ,X,X,O,X,X,X,O
SOLTZJI,X,X,O,X,X,X,O
SOLITJZ,X,X,O,X,O,X,O
SOLITZJ,X,X,O,X,X,X,O
SOLIJTZ,X,X,O,X,O,X,O
SOLIJZT,X,X,O,X,O,X,X
SOLIZTJ,X,X,X,X,O,X,O
SOLIZJT,X,X,O,X,O,X,X
SOLJTIZ,X,X,O,X,O,X,O
SOLJTZI,X,X,O,X,O,X,O
SOLJITZ,X,X,O,X,O,X,O
SOLJIZT,X,X,O,X,O,X,X
SOLJZTI,X,X,O,X,O,X,X
SOLJZIT,X,X,O,X,O,X,X
SOLZTIJ,X,X,X,X,O,X,O
SOLZTJI,X,X,X,X,O,X,O
SOLZITJ,X,X,X,X,O,X,O
SOLZIJT,X,X,O,X,O,X,X
SOLZJTI,X,X,O,X,O,X,X
SOLZJIT,X,X,O,X,O,X,X
SOJTILZ,X,X,O,X,O,X,O
SOJTIZL,X,X,X,X,O,X,O
SOJTLIZ,X,X,O,X,O,X,O
SOJTLZI,X,X,O,X,O,X,O
SOJTZIL,X,X,X,X,O,X,O
SOJTZLI,X,X,X,X,O,X,O
SOJITLZ,X,X,O,X,O,X,O
SOJITZL,X,X,X,X,O,X,O
SOJILTZ,X,X,O,X,O,X,O
SOJILZT,X,X,O,X,O,X,X
SOJIZTL,X,X,X,X,O,X,X
SOJIZLT,X,X,X,O,O,X,X
SOJLTIZ,X,X,O,X,O,X,O
SOJLTZI,X,X,O,X,O,X,O
SOJLITZ,X,X,O,X,O,X,O
SOJLIZT,X,X,O,X,O,X,X
SOJLZTI,X,X,O,X,O,X,X
SOJLZIT,X,X,O,X,O,X,X
SOJZTIL,X,X,X,X,O,X,X
SOJZTLI,X,X,X,X,O,X,X
SOJZITL,X,X,X,X,O,X,X
SOJZILT,X,X,X,O,O,X,X
SOJZLTI,X,X,X,O,O,X,X
SOJZLIT,X,X,X,O,O,X,X
SOZTILJ,X,X,X,O,O,X,O
SOZTIJL,X,X,X,O,O,X,O
SOZTLIJ,X,X,X,O,O,X,O
SOZTLJI,X,X,X,O,O,X,O
SOZTJIL,X,X,X,O,O,X,O
SOZTJLI,X,X,X,O,O,X,O
SOZITLJ,X,X,X,O,O,X,O
SOZITJL,X,X,X,O,O,X,O
SOZILTJ,X,X,X,X,O,X,O
SOZILJT,X,X,X,O,O,X,X
SOZIJTL,X,X,X,X,O,X,X
SOZIJLT,X,X,X,O,O,X,X
SOZLTIJ,X,X,X,X,O,X,O
SOZLTJI,X,X,X,X,O,X,O
SOZLITJ,X,X,X,X,O,X,O
SOZLIJT,X,X,X,O,O,X,X
SOZLJTI,X,X,X,O,O,X,X
SOZLJIT,X,X,X,O,O,X,X
SOZJTIL,X,X,X,X,O,X,X
SOZJTLI,X,X,X,X,O,X,X
SOZJITL,X,X,X,X,O,X,X
SOZJILT,X,X,X,O,O,X,X
SOZJLTI,X,X,X,O,O,X,X
SOZJLIT,X,X,X,O,O,X,X
ZTILJSO,O,O,X,X,X,X,X
ZTILJOS,O,O,O,O,X,O,X
ZTILSJO,O,O,X,X,X,X,X
ZTILSOJ,O,O,O,O,X,X,X
ZTILOJS,O,O,O,O,X,O,X
ZTILOSJ,O,O,O,O,X,X,O
ZTIJLSO,O,O,X,X,X,X,X
ZTIJLOS,O,O,O,O,X,O,X
ZTIJSLO,O,O,X,X,X,O,X
ZTIJSOL,O,O,X,X,X,O,X
ZTIJOLS,O,O,O,O,X,O,X
ZTIJOSL,O,O,X,O,X,O,O
ZTISLJO,O,O,X,X,X,O,X
ZTISLOJ,O,O,X,O,O,O,X
ZTISJLO,O,O,X,X,X,O,X
ZTISJOL,O,O,X,X,X,O,X
ZTISOLJ,O,O,X,O,O,O,O
ZTISOJL,O,O,X,O,O,O,O
ZTIOLJS,O,O,O,O,X,O,X
ZTIOLSJ,O,O,O,O,X,X,O
ZTIOJLS,O,O,O,O,X,O,X
ZTIOJSL,O,O,X,O,X,O,O
ZTIOSLJ,O,O,X,O,O,O,O
ZTIOSJL,O,O,X,O,O,O,O
ZTLIJSO,O,O,X,X,X,X,X
ZTLIJOS,O,O,O,O,X,O,X
ZTLISJO,O,O,X,X,X,X,X
ZTLISOJ,O,O,O,O,X,X,X
ZTLIOJS,O,O,O,O,X,O,X
ZTLIOSJ,O,O,O,O,X,X,O
ZTLJISO,O,O,X,X,X,X,X
ZTLJIOS,O,O,O,O,X,O,X
ZTLJSIO,O,O,X,X,X,X,X
ZTLJSOI,O,O,X,X,X,X,X
ZTLJOIS,O,O,O,O,X,O,X
ZTLJOSI,O,O,O,O,X,O,X
ZTLSIJO,O,O,X,X,X,X,X
ZTLSIOJ,O,O,O,O,X,X,X
ZTLSJIO,O,O,X,X,X,X,X
ZTLSJOI,O,O,X,X,X,X,X
ZTLSOIJ,O,O,O,O,X,X,X
ZTLSOJI,O,O,O,O,X,X,X
ZTLOIJS,O,O,O,O,X,O,X
ZTLOISJ,O,O,O,O,X,X,O
ZTLOJIS,O,O,O,O,X,O,X
ZTLOJSI,O,O,O,O,X,O,X
ZTLOSIJ,O,O,O,O,X,X,O
ZTLOSJI,O,O,O,O,X,X,O
ZTJILSO,O,O,X,X,X,X,X
ZTJILOS,O,O,O,O,X,O,X
ZTJISLO,O,O,X,X,X,O,X
ZTJISOL,O,O,X,X,X,O,X
ZTJIOLS,O,O,O,O,X,O,X
ZTJIOSL,O,O,X,O,X,O,O
ZTJLISO,O,O,X,X,X,X,X
ZTJLIOS,O,O,O,O,X,O,X
ZTJLSIO,O,O,X,X,X,X,X
ZTJLSOI,O,O,X,X,X,X,X
ZTJLOIS,O,O,O,O,X,O,X
ZTJLOSI,O,O,O,O,X,O,X
ZTJSILO,O,O,X,X,X,O,X
ZTJSIOL,O,O,X,X,X,O,X
ZTJSLIO,O,O,X,X,X,O,X
ZTJSLOI,O,O,X,X,X,O,X
ZTJSOIL,O,O,X,X,X,O,X
ZTJSOLI,O,O,X,X,X,O,X
ZTJOILS,O,O,O,O,X,O,X
ZTJOISL,O,O,X,O,X,O,O
ZTJOLIS,O,O,O,O,X,O,X
ZTJOLSI,O,O,O,O,X,O,X
ZTJOSIL,O,O,X,O,X,O,O
ZTJOSLI,O,O,X,O,X,O,O
ZTSILJO,O,O,X,X,X,O,X
ZTSILOJ,O,O,X,O,O,O,X
ZTSIJLO,O,O,X,X,X,O,X
ZTSIJOL,O,O,X,X,X,O,X
ZTSIOLJ,O,O,X,O,O,O,O
ZTSIOJL,O,O,X,O,O,O,O
ZTSLIJO,O,O,X,X,X,O,X
ZTSLIOJ,O,O,X,O,O,O,X
ZTSLJIO,O,O,X,X,X,O,X
ZTSLJOI,O,O,X,X,X,O,X
ZTSLOIJ,O,O,X,O,O,O,X
ZTSLOJI,O,O,X,O,O,O,X
ZTSJILO,O,O,X,X,X,O,X
ZTSJIOL,O,O,X,X,X,O,X
ZTSJLIO,O,O,X,X,X,O,X
ZTSJLOI,O,O,X,X,X,O,X
ZTSJOIL,O,O,X,X,X,O,X
ZTSJOLI,O,O,X,X,X,O,X
ZTSOILJ,O,O,X,O,O,O,O
ZTSOIJL,O,O,X,O,O,O,O
ZTSOLIJ,O,O,X,O,O,O,O
ZTSOLJI,O,O,X,O,O,O,O
ZTSOJIL,O,O,X,O,O,O,O
ZTSOJLI,O,O,X,O,O,O,O
ZTOILJS,O,O,O,O,X,O,X
ZTOILSJ,O,O,O,O,X,X,O
ZTOIJLS,O,O,O,O,X,O,X
ZTOIJSL,O,O,X,O,X,O,O
ZTOISLJ,O,O,X,O,O,O,O
ZTOISJL,O,O,X,O,O,O,O
ZTOLIJS,O,O,O,O,X,O,X
ZTOLISJ,O,O,O,O,X,X,O
ZTOLJIS,O,O,O,O,X,O,X
ZTOLJSI,O,O,O,O,X,O,X
