sequence,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex8IvhFlgB3hBOsB0?lBzpBSwB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex7IvhFXdBmgBqqBF?nBzpB0rB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je/AJvhFUcBFdBTmBO?sBCqBxvB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jei7IvhFFdBulBcmBX?nBzpBRwB,v115@zgB8FeD8EeF8EeC8FeD8FeC8JeT7IvhFxcB3lBFnBW?vB0rBirB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex8IvhFlgBUiBOrBX?lBSvBzrB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex8IvhFlgBUiBKrBf?sBTlBWvB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je08IvhFlgBxmBXlBO?sBSvBTrB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je08IvhFlgBxmBXnBC?qB2wBTqB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex7IvhFXdB0gBFnBz?pBCrB2wB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je08IvhFlgBxmB6qBX?nBzpB2wB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je08IvhFlgBxmBTlBW?vBirBXsB,v115@zgB8FeD8EeF8EeC8FeD8FeC8JeT7IvhFOhBXdBSqBF?nB0rBRvB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je2AJvhFXdBUmBFnBC?mBzpBRwB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex7IvhFXdBzgBFnBC?qB0rB2vB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex8IvhFlgBUiBTmBG?qBywBXqB,v115@zgB8FeD8EeF8EeC8FeD8FeC8JeC9IvhF0gBVnBZmBG?qBzrBXqB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex7IvhFXdBUmBFnBC?qBTqB2wB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jei7IvhF5lB/rBFnBz?pBcrBOsB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex8IvhF6lB/rBFnBz?pBmrB0qB
JOZSLTI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
STILJOZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STILZJO,X,O,O,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X
STILZOJ,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
STILOJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STILOZJ,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STIJLZO,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STIJLOZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIJZLO,X,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STIJZOL,X,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X
STIJOLZ,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STIJOZL,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STIZLJO,X,O,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
STIZLOJ,X,X,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
STIZJLO,X,O,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
STIZJOL,X,X,O,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
STIZOLJ,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
STIZOJL,X,O,O,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
STIOLJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STIOLZJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STIOJLZ,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STIOJZL,X,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STIOZLJ,X,O,O,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X
STIOZJL,X,O,O,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X
STLIJZO,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLIZJO,X,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
STLIZOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STLIOJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STLIOZJ,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLJIZO,O,O,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
STLJIOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STLJOZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
STLZIOJ,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X
STLZJIO,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
STLZJOI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STLZOIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
STLZOJI,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
STLOIJZ,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STLOIZJ,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STLOJIZ,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STLOZIJ,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X
STLOZJI,X,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STJILZO,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STJILOZ,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJIZLO,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STJIZOL,O,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X
STJIOLZ,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STJIOZL,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STJLIZO,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
STJLIOZ,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLZOI,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJLOIZ,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STJLOZI,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
STJZIOL,O,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X
STJZLIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZLOI,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJZOIL,O,X,O,O,O,O,X,X,X,X,X,X,O,O,O,X,O,X,X,X
STJZOLI,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJOILZ,O,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STJOIZL,O,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STJOLIZ,O,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STJOLZI,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STJOZLI,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZILJO,X,O,O,O,X,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STZILOJ,X,X,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
STZIJLO,X,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STZIJOL,X,X,O,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
STZIOLJ,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
STZIOJL,X,O,O,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
STZLIJO,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STZLIOJ,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STZLJIO,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
STZLOJI,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STZJILO,X,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
STZJIOL,X,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X
STZJLIO,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STZJOIL,X,X,O,O,O,O,X,X,X,X,X,X,O,O,O,X,O,X,X,X
STZJOLI,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZOILJ,X,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X
STZOIJL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZOLIJ,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
STZOLJI,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,O,O,O,X,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X
STZOJLI,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STOILJZ,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O
STOILZJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
STOIJLZ,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
STOIJZL,X,O,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,O,X
STOIZLJ,X,O,O,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,O,X
STOIZJL,X,O,O,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,O,X
STOLIJZ,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O
STOLIZJ,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X
STOLJIZ,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O
STOLJZI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
STOLZIJ,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STOLZJI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STOJILZ,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
STOJIZL,O,O,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,O,X
STOJLIZ,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O
STOJLZI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
STOJZIL,O,O,X,O,X,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
STOJZLI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STOZILJ,X,O,O,O,X,X,X,O,X,O,O,X,X,O,O,X,O,X,O,X
STOZIJL,X,O,O,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,O,X
STOZLIJ,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
STOZLJI,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STOZJIL,X,O,O,O,X,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X
STOZJLI,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SITLJZO,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SITLJOZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITLZJO,X,O,O,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X
SITLZOJ,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SITLOJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SITLOZJ,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SITJLZO,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SITJLOZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITJZLO,X,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SITJZOL,X,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X
SITJOLZ,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SITJOZL,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SITZLJO,X,O,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
SITZLOJ,X,X,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SITZJLO,X,O,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
SITZJOL,X,X,O,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
SITZOLJ,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SITZOJL,X,O,O,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
SITOLJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SITOLZJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SITOJLZ,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SITOJZL,X,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
SITOZLJ,X,O,O,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X
SITOZJL,X,O,O,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X
SILTJZO,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SILTJOZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILTZJO,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X
SILTZOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SILTOJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SILTOZJ,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SILJTZO,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJTOZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJZTO,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJZOT,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJOTZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJOZT,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZTJO,X,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X
SILZTOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILZJTO,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
SILZJOT,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZOJT,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOTJZ,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SILOTZJ,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SILOJTZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOJZT,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOZTJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOZJT,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJTLZO,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SIJTLOZ,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJTZLO,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SIJTZOL,O,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X
SIJTOLZ,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIJTOZL,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIJLTZO,O,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLOTZ,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLOZT,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJZTLO,O,O,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,X,X,X
SIJZTOL,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SIJZLTO,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJZLOT,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJZOTL,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJZOLT,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOTLZ,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIJOTZL,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIJOLTZ,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJOLZT,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOZTL,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJOZLT,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZTLJO,X,O,O,O,X,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SIZTLOJ,X,X,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
SIZTJLO,X,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SIZTJOL,X,X,O,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
SIZTOLJ,X,O,O,O,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
SIZTOJL,X,O,O,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
SIZLTJO,X,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X
SIZLTOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZLJTO,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZLJOT,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLOJT,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJTLO,X,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
SIZJTOL,X,X,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SIZJLTO,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIZJLOT,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJOTL,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJOLT,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOTLJ,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIZOTJL,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIZOLTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOJTL,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOJLT,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOTLJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIOTLZJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIOTJLZ,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIOTJZL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIOTZLJ,X,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
SIOTZJL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X
SIOLTJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIOLTZJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIOLJTZ,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIOLJZT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOLZTJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOLZJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIOJTZL,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIOJLTZ,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIOJLZT,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOJZTL,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIOJZLT,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZTLJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIOZTJL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SIOZLTJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZLJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZJTL,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIOZJLT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLTIJZO,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLTIZJO,X,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
SLTIZOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SLTIOJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTIOZJ,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTJIZO,O,O,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SLTJIOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLTJZIO,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SLTJOZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
SLTZIOJ,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X
SLTZJIO,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SLTZJOI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLTZOIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
SLTZOJI,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLTOIJZ,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SLTOIZJ,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SLTOJZI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SLTOZIJ,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X
SLTOZJI,X,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
SLITJZO,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLITZJO,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X
SLITZOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
