sequence,v115@5gB8GeC8HeD8FeG8AeF8JeZ/IvhFCbBXcBTeB8kBGm?BlqB,v115@5gB8GeC8HeD8FeG8AeF8JeZ/IvhFCcBTeBukB/mBUg?BlqB,v115@5gB8GeC8HeD8FeG8AeF8Jex7IvhFTeBKkBGgB/mB0f?BlqB,v115@5gB8GeC8HeD8FeG8AeF8Je//IvhFUbBFcBTeB2pBxl?BCrB,v115@5gB8GeC8HeD8FeG8AeF8JeO/IvhF8fBTeB5lB/rByu?BFrB,v115@5gB8GeC8HeD8FeG8AeF8JeO/IvhFTeBRgB0gB6mB3k?BlqB
ZJOLITS,O,X,X,O,X,X
ZJOLIST,O,X,X,O,X,X
ZJOLSTI,O,X,X,O,X,X
ZJOLSIT,O,X,X,O,X,X
ZJOSTIL,O,X,X,O,X,X
ZJOSTLI,O,X,X,O,X,X
ZJOSITL,O,X,X,O,X,X
ZJOSILT,O,O,X,O,X,X
ZJOSLTI,O,X,X,O,X,X
ZJOSLIT,O,O,X,O,X,X
ZSTILJO,O,O,O,X,X,X
ZSTILOJ,O,O,O,X,X,X
ZSTIJLO,O,O,X,X,X,X
ZSTIJOL,O,O,X,X,X,O
ZSTIOLJ,O,O,O,X,X,X
ZSTIOJL,O,O,X,X,X,O
ZSTLIJO,O,O,O,X,X,X
ZSTLIOJ,O,O,O,X,X,X
ZSTLJIO,O,O,O,X,X,X
ZSTLJOI,O,O,O,X,X,X
ZSTLOIJ,O,O,O,X,X,X
ZSTLOJI,O,O,O,X,X,X
ZSTJILO,O,O,X,X,X,X
ZSTJIOL,O,O,X,X,X,O
ZSTJLIO,O,O,X,X,X,X
ZSTJLOI,O,O,X,X,X,X
ZSTJOIL,O,O,X,X,X,O
ZSTJOLI,O,O,X,X,X,X
ZSTOILJ,O,O,O,X,X,X
ZSTOIJL,O,O,X,X,X,O
ZSTOLIJ,O,O,O,X,X,X
ZSTOLJI,O,O,O,X,X,X
ZSTOJIL,O,O,X,X,X,O
ZSTOJLI,O,O,X,X,X,X
ZSITLJO,O,O,O,X,X,X
ZSITLOJ,O,O,O,X,X,X
ZSITJLO,O,O,X,X,X,X
ZSITJOL,O,O,X,X,X,X
ZSITOLJ,O,O,O,X,X,X
ZSITOJL,O,O,X,X,X,X
ZSILTJO,X,O,X,X,O,X
ZSILTOJ,O,O,X,X,O,X
ZSILJTO,O,X,X,X,O,X
ZSILJOT,O,O,X,X,O,X
ZSILOTJ,O,O,X,X,O,X
ZSILOJT,O,O,X,X,O,X
ZSIJTLO,O,X,X,X,X,X
ZSIJTOL,O,X,X,X,X,X
ZSIJLTO,O,X,X,X,X,X
ZSIJLOT,O,O,X,X,X,X
ZSIJOTL,O,X,X,X,X,O
ZSIJOLT,O,O,X,X,X,O
ZSIOTLJ,O,O,O,X,X,X
ZSIOTJL,O,O,X,X,X,X
ZSIOLTJ,O,O,X,X,O,X
ZSIOLJT,O,O,X,X,O,X
ZSIOJTL,O,X,X,X,X,O
ZSIOJLT,O,O,X,X,X,O
ZSLTIJO,X,O,O,X,O,X
ZSLTIOJ,O,O,O,X,O,X
ZSLTJIO,X,O,O,X,O,X
ZSLTJOI,X,O,O,X,O,X
ZSLTOIJ,O,O,O,X,O,X
ZSLTOJI,X,O,O,X,O,X
ZSLITJO,X,O,X,X,O,X
ZSLITOJ,O,O,X,X,O,X
ZSLIJTO,O,X,X,X,O,X
ZSLIJOT,O,O,X,X,O,X
ZSLIOTJ,O,O,X,X,O,X
ZSLIOJT,O,O,X,X,O,X
ZSLJTIO,O,X,X,X,O,X
ZSLJTOI,O,X,X,X,O,X
ZSLJITO,O,X,X,X,O,X
ZSLJIOT,O,O,X,X,O,X
ZSLJOTI,O,X,X,X,O,X
ZSLJOIT,O,O,X,X,O,X
ZSLOTIJ,O,O,O,X,O,X
ZSLOTJI,X,O,O,X,O,X
ZSLOITJ,O,O,X,X,O,X
ZSLOIJT,O,O,X,X,O,X
ZSLOJTI,O,X,X,X,O,X
ZSLOJIT,O,O,X,X,O,X
ZSJTILO,O,X,X,X,X,X
ZSJTIOL,O,X,X,X,X,O
ZSJTLIO,O,X,X,X,X,X
ZSJTLOI,O,X,X,X,X,X
ZSJTOIL,O,X,X,X,X,O
ZSJTOLI,O,X,X,X,X,X
ZSJITLO,O,X,X,X,X,X
ZSJITOL,O,X,X,X,X,X
ZSJILTO,O,X,X,X,X,X
ZSJILOT,O,O,X,X,X,X
ZSJIOTL,O,X,X,X,X,O
ZSJIOLT,O,O,X,X,X,O
ZSJLTIO,O,X,X,X,X,X
ZSJLTOI,O,X,X,X,X,X
ZSJLITO,O,X,X,X,X,X
ZSJLIOT,O,O,X,X,X,X
ZSJLOTI,O,X,X,X,X,X
ZSJLOIT,O,O,X,X,X,X
ZSJOTIL,O,X,X,X,X,O
ZSJOTLI,O,X,X,X,X,X
ZSJOITL,O,X,X,X,X,O
ZSJOILT,O,O,X,X,X,O
ZSJOLTI,O,X,X,X,X,X
ZSJOLIT,O,O,X,X,X,X
ZSOTILJ,O,O,O,X,X,X
ZSOTIJL,O,O,X,X,X,O
ZSOTLIJ,O,O,O,X,X,X
ZSOTLJI,O,O,O,X,X,X
ZSOTJIL,O,O,X,X,X,O
ZSOTJLI,O,O,X,X,X,X
ZSOITLJ,O,O,O,X,X,X
ZSOITJL,O,O,X,X,X,X
ZSOILTJ,O,O,X,X,O,X
ZSOILJT,O,O,X,X,O,X
ZSOIJTL,O,X,X,X,X,O
ZSOIJLT,O,O,X,X,X,O
ZSOLTIJ,O,O,O,X,O,X
ZSOLTJI,X,O,O,X,O,X
ZSOLITJ,O,O,X,X,O,X
ZSOLIJT,O,O,X,X,O,X
ZSOLJTI,O,X,X,X,O,X
ZSOLJIT,O,O,X,X,O,X
ZSOJTIL,O,X,X,X,X,O
ZSOJTLI,O,X,X,X,X,X
ZSOJITL,O,X,X,X,X,O
ZSOJILT,O,O,X,X,X,O
ZSOJLTI,O,X,X,X,X,X
ZSOJLIT,O,O,X,X,X,X
ZOTILJS,O,X,X,X,X,X
ZOTILSJ,O,X,X,X,X,X
ZOTIJLS,O,X,X,X,X,X
ZOTIJSL,O,O,X,X,X,X
ZOTISLJ,O,O,X,X,X,X
ZOTISJL,O,O,X,X,X,X
ZOTLIJS,O,X,X,O,X,X
ZOTLISJ,O,X,X,X,X,X
ZOTLJIS,O,X,X,O,X,X
ZOTLJSI,O,X,O,O,X,X
ZOTLSIJ,O,X,O,X,X,X
ZOTLSJI,O,X,O,X,X,X
ZOTJILS,O,X,X,X,X,X
ZOTJISL,O,O,X,O,X,X
ZOTJLIS,O,X,X,O,X,X
ZOTJLSI,O,X,X,O,X,X
ZOTJSIL,O,O,X,O,X,X
ZOTJSLI,O,O,X,O,X,X
ZOTSILJ,O,O,O,X,X,X
ZOTSIJL,O,O,X,X,X,O
ZOTSLIJ,O,O,O,X,X,X
ZOTSLJI,O,O,O,X,X,X
ZOTSJIL,O,O,X,X,X,O
ZOTSJLI,O,O,X,X,X,X
ZOITLJS,O,X,X,X,X,X
ZOITLSJ,O,X,X,X,X,X
ZOITJLS,O,X,X,X,X,X
ZOITJSL,O,O,X,X,X,X
ZOITSLJ,O,O,X,X,X,X
ZOITSJL,O,O,X,X,X,X
ZOILTJS,O,X,X,X,O,X
ZOILTSJ,O,X,X,X,O,X
ZOILJTS,O,X,X,X,O,X
ZOILJST,O,X,X,X,O,X
ZOILSTJ,O,O,X,X,O,X
ZOILSJT,O,O,X,X,O,X
ZOIJTLS,O,X,X,X,X,X
ZOIJTSL,O,O,X,X,X,X
ZOIJLTS,O,X,X,X,X,X
ZOIJLST,O,X,X,X,X,X
ZOIJSTL,O,X,X,X,X,X
ZOIJSLT,O,O,X,X,X,X
ZOISTLJ,O,O,O,X,X,X
ZOISTJL,O,O,X,X,X,X
ZOISLTJ,O,O,X,X,O,X
ZOISLJT,O,O,X,X,O,X
ZOISJTL,O,X,X,X,X,X
ZOISJLT,O,O,X,X,X,X
ZOLTIJS,O,X,X,O,O,X
ZOLTISJ,O,X,X,X,O,X
ZOLTJIS,O,X,X,O,O,X
ZOLTJSI,O,X,O,O,O,X
ZOLTSIJ,O,X,O,X,O,X
ZOLTSJI,O,X,O,X,O,X
ZOLITJS,O,X,X,O,O,X
ZOLITSJ,O,X,X,X,O,X
ZOLIJTS,O,X,X,O,O,X
ZOLIJST,O,X,X,O,O,X
ZOLISTJ,O,O,X,X,O,X
ZOLISJT,O,O,X,X,O,X
ZOLJTIS,O,X,X,O,O,X
ZOLJTSI,O,X,X,O,O,X
ZOLJITS,O,X,X,O,O,X
ZOLJIST,O,X,X,O,O,X
ZOLJSTI,O,X,X,O,O,X
ZOLJSIT,O,X,X,O,O,X
ZOLSTIJ,O,O,O,X,O,X
ZOLSTJI,X,O,O,X,O,X
ZOLSITJ,O,O,X,X,O,X
ZOLSIJT,O,O,X,X,O,X
ZOLSJTI,O,X,X,X,O,X
ZOLSJIT,O,O,X,X,O,X
ZOJTILS,O,X,X,X,X,X
ZOJTISL,O,O,X,O,X,X
ZOJTLIS,O,X,X,O,X,X
ZOJTLSI,O,X,X,O,X,X
ZOJTSIL,O,O,X,O,X,X
ZOJTSLI,O,O,X,O,X,X
ZOJITLS,O,X,X,X,X,X
ZOJITSL,O,O,X,O,X,X
ZOJILTS,O,X,X,X,X,X
ZOJILST,O,X,X,X,X,X
ZOJISTL,O,X,X,O,X,X
ZOJISLT,O,O,X,O,X,X
ZOJLTIS,O,X,X,O,X,X
ZOJLTSI,O,X,X,O,X,X
ZOJLITS,O,X,X,O,X,X
ZOJLIST,O,X,X,O,X,X
ZOJLSTI,O,X,X,O,X,X
ZOJLSIT,O,X,X,O,X,X
ZOJSTIL,O,X,X,O,X,X
ZOJSTLI,O,X,X,O,X,X
ZOJSITL,O,X,X,O,X,X
ZOJSILT,O,O,X,O,X,X
ZOJSLTI,O,X,X,O,X,X
ZOJSLIT,O,O,X,O,X,X
ZOSTILJ,O,O,O,X,X,X
ZOSTIJL,O,O,X,X,X,O
ZOSTLIJ,O,O,O,X,X,X
ZOSTLJI,O,O,O,X,X,X
ZOSTJIL,O,O,X,X,X,O
ZOSTJLI,O,O,X,X,X,X
ZOSITLJ,O,O,O,X,X,X
ZOSITJL,O,O,X,X,X,X
ZOSILTJ,O,O,X,X,O,X
ZOSILJT,O,O,X,X,O,X
ZOSIJTL,O,X,X,X,X,O
ZOSIJLT,O,O,X,X,X,O
ZOSLTIJ,O,O,O,X,O,X
ZOSLTJI,X,O,O,X,O,X
ZOSLITJ,O,O,X,X,O,X
ZOSLIJT,O,O,X,X,O,X
ZOSLJTI,O,X,X,X,O,X
ZOSLJIT,O,O,X,X,O,X
ZOSJTIL,O,X,X,X,X,O
ZOSJTLI,O,X,X,X,X,X
ZOSJITL,O,X,X,X,X,O
ZOSJILT,O,O,X,X,X,O
ZOSJLTI,O,X,X,X,X,X
ZOSJLIT,O,O,X,X,X,X
OTILJSZ,O,O,O,O,X,X
OTILJZS,O,X,X,O,X,X
OTILSJZ,O,O,O,O,X,X
OTILSZJ,O,O,O,X,O,X
OTILZJS,O,X,X,O,O,X
OTILZSJ,O,X,X,X,O,X
OTIJLSZ,O,O,X,O,X,X
OTIJLZS,O,X,X,O,X,X
OTIJSLZ,O,O,X,O,X,X
OTIJSZL,O,O,X,O,X,X
OTIJZLS,O,X,X,X,X,X
OTIJZSL,O,O,X,O,X,X
OTISLJZ,O,O,O,X,X,O
OTISLZJ,O,O,O,X,O,X
OTISJLZ,O,O,O,X,X,O
OTISJZL,O,O,X,X,X,O
OTISZLJ,O,O,O,X,X,X
OTISZJL,O,O,X,X,X,O
OTIZLJS,O,X,X,X,X,X
OTIZLSJ,O,X,X,X,X,X
OTIZJLS,O,X,X,X,X,X
OTIZJSL,O,O,X,X,X,X
OTIZSLJ,O,O,X,X,X,X
OTIZSJL,O,O,X,X,X,X
OTLIJSZ,O,O,O,O,X,X
OTLIJZS,O,X,X,O,X,X
OTLISJZ,O,O,O,O,X,X
OTLISZJ,O,O,O,X,O,X
OTLIZJS,O,X,X,O,O,X
OTLIZSJ,O,X,X,X,O,X
OTLJISZ,O,O,O,O,X,X
OTLJIZS,O,X,X,O,X,X
OTLJSIZ,O,O,O,O,X,X
OTLJSZI,O,O,O,O,X,X
OTLJZIS,O,X,X,O,X,X
OTLJZSI,O,X,O,O,X,X
OTLSIJZ,O,O,O,O,X,O
OTLSIZJ,O,O,O,X,O,X
OTLSJIZ,O,O,O,O,X,O
OTLSJZI,O,O,O,O,X,X
OTLSZIJ,O,O,O,X,O,X
OTLSZJI,O,O,O,X,O,X
OTLZIJS,O,X,X,O,O,X
OTLZISJ,O,X,X,X,O,X
OTLZJIS,O,X,X,O,O,X
OTLZJSI,O,X,O,O,O,X
OTLZSIJ,O,X,O,X,O,X
OTLZSJI,O,X,O,X,O,X
OTJILSZ,O,O,X,O,X,X
OTJILZS,O,X,X,O,X,X
OTJISLZ,O,O,X,O,X,X
OTJISZL,O,O,X,O,X,X
OTJIZLS,O,X,X,X,X,X
OTJIZSL,O,O,X,O,X,X
OTJLISZ,O,O,O,O,X,X
OTJLIZS,O,X,X,O,X,X
OTJLSIZ,O,O,O,O,X,X
OTJLSZI,O,O,O,O,X,X
OTJLZIS,O,X,X,O,X,X
OTJLZSI,O,X,O,O,X,X
OTJSILZ,O,O,O,O,X,O
OTJSIZL,O,O,X,O,X,O
OTJSLIZ,O,O,O,O,X,O
OTJSLZI,O,O,O,O,X,X
OTJSZIL,O,O,X,O,X,O
OTJSZLI,O,O,X,O,X,X
OTJZILS,O,X,X,X,X,X
OTJZISL,O,O,X,O,X,X
OTJZLIS,O,X,X,O,X,X
OTJZLSI,O,X,X,O,X,X
OTJZSIL,O,O,X,O,X,X
OTJZSLI,O,O,X,O,X,X
OTSILJZ,O,O,O,X,X,O
OTSILZJ,O,O,O,X,O,X
OTSIJLZ,O,O,O,X,X,O
OTSIJZL,O,O,X,X,X,O
OTSIZLJ,O,O,O,X,X,X
OTSIZJL,O,O,X,X,X,O
OTSLIJZ,O,O,O,O,X,O
OTSLIZJ,O,O,O,X,O,X
OTSLJIZ,O,O,O,O,X,O
OTSLJZI,O,O,O,O,X,X
OTSLZIJ,O,O,O,X,O,X
OTSLZJI,O,O,O,X,O,X
OTSJILZ,O,O,O,O,X,O
OTSJIZL,O,O,X,O,X,O
OTSJLIZ,O,O,O,O,X,O
OTSJLZI,O,O,O,O,X,X
OTSJZIL,O,O,X,O,X,O
OTSJZLI,O,O,X,O,X,X
OTSZILJ,O,O,O,X,X,X
OTSZIJL,O,O,X,X,X,O
OTSZLIJ,O,O,O,X,X,X
OTSZLJI,O,O,O,X,X,X
OTSZJIL,O,O,X,X,X,O
OTSZJLI,O,O,X,X,X,X
OTZILJS,O,X,X,X,X,X
OTZILSJ,O,X,X,X,X,X
OTZIJLS,O,X,X,X,X,X
OTZIJSL,O,O,X,X,X,X
OTZISLJ,O,O,X,X,X,X
OTZISJL,O,O,X,X,X,X
OTZLIJS,O,X,X,O,X,X
OTZLISJ,O,X,X,X,X,X
OTZLJIS,O,X,X,O,X,X
OTZLJSI,O,X,O,O,X,X
OTZLSIJ,O,X,O,X,X,X
OTZLSJI,O,X,O,X,X,X
OTZJILS,O,X,X,X,X,X
OTZJISL,O,O,X,O,X,X
OTZJLIS,O,X,X,O,X,X
OTZJLSI,O,X,X,O,X,X
OTZJSIL,O,O,X,O,X,X
OTZJSLI,O,O,X,O,X,X
OTZSILJ,O,O,O,X,X,X
OTZSIJL,O,O,X,X,X,O
OTZSLIJ,O,O,O,X,X,X
OTZSLJI,O,O,O,X,X,X
OTZSJIL,O,O,X,X,X,O
OTZSJLI,O,O,X,X,X,X
OITLJSZ,O,O,O,O,X,X
OITLJZS,O,X,X,O,X,X
OITLSJZ,O,O,O,O,X,X
OITLSZJ,O,O,O,X,O,X
OITLZJS,O,X,X,O,O,X
OITLZSJ,O,X,X,X,O,X
OITJLSZ,O,O,X,O,X,X
OITJLZS,O,X,X,O,X,X
OITJSLZ,O,O,X,O,X,X
OITJSZL,O,O,X,O,X,X
OITJZLS,O,X,X,X,X,X
OITJZSL,O,O,X,O,X,X
OITSLJZ,O,O,O,X,X,O
OITSLZJ,O,O,O,X,O,X
OITSJLZ,O,O,O,X,X,O
OITSJZL,O,O,X,X,X,O
OITSZLJ,O,O,O,X,X,X
OITSZJL,O,O,X,X,X,O
OITZLJS,O,X,X,X,X,X
OITZLSJ,O,X,X,X,X,X
OITZJLS,O,X,X,X,X,X
OITZJSL,O,O,X,X,X,X
OITZSLJ,O,O,X,X,X,X
OITZSJL,O,O,X,X,X,X
OILTJSZ,O,O,O,O,X,X
OILTJZS,O,X,X,O,X,X
OILTSJZ,O,O,O,O,X,X
OILTSZJ,O,O,O,X,O,X
OILTZJS,O,X,X,O,O,X
OILTZSJ,O,X,X,X,O,X
OILJTSZ,O,O,X,O,X,X
OILJTZS,O,X,X,O,X,X
OILJSTZ,O,O,X,O,X,X
OILJSZT,O,O,X,O,O,X
OILJZTS,O,X,X,O,O,X
OILJZST,O,X,X,O,O,X
OILSTJZ,O,O,O,O,X,X
OILSTZJ,O,O,O,X,O,X
OILSJTZ,O,O,X,O,X,X
OILSJZT,O,O,X,O,O,X
OILSZTJ,O,O,X,X,O,X
OILSZJT,O,O,X,X,O,X
OILZTJS,O,X,X,O,O,X
OILZTSJ,O,X,X,X,O,X
OILZJTS,O,X,X,O,O,X
OILZJST,O,X,X,O,O,X
OILZSTJ,O,O,X,X,O,X
OILZSJT,O,O,X,X,O,X
OIJTLSZ,O,O,X,O,X,X
OIJTLZS,O,X,X,O,X,X
OIJTSLZ,O,O,X,O,X,X
OIJTSZL,O,O,X,O,X,X
OIJTZLS,O,X,X,X,X,X
OIJTZSL,O,O,X,O,X,X
OIJLTSZ,O,O,X,O,X,X
OIJLTZS,O,X,X,O,X,X
OIJLSTZ,O,O,X,O,X,X
OIJLSZT,O,O,X,O,O,X
OIJLZTS,O,X,X,O,O,X
OIJLZST,O,X,X,O,O,X
OIJSTLZ,O,O,O,O,X,X
OIJSTZL,O,O,X,O,X,X
OIJSLTZ,O,O,X,O,X,X
OIJSLZT,O,O,X,O,O,X
OIJSZTL,O,X,X,O,X,X
OIJSZLT,O,O,X,O,X,X
OIJZTLS,O,X,X,X,X,X
OIJZTSL,O,O,X,O,X,X
OIJZLTS,O,X,X,X,X,X
OIJZLST,O,X,X,X,X,X
OIJZSTL,O,X,X,O,X,X
OIJZSLT,O,O,X,O,X,X
OISTLJZ,O,O,O,X,X,O
OISTLZJ,O,O,O,X,O,X
OISTJLZ,O,O,O,X,X,O
OISTJZL,O,O,X,X,X,O
OISTZLJ,O,O,O,X,X,X
OISTZJL,O,O,X,X,X,O
OISLTJZ,O,O,O,X,X,X
OISLTZJ,O,O,O,X,O,X
OISLJTZ,O,O,X,X,X,O
OISLJZT,O,O,X,X,O,O
OISLZTJ,O,O,X,X,O,X
OISLZJT,O,O,X,X,O,X
OISJTLZ,O,O,O,X,X,O
OISJTZL,O,O,X,X,X,O
OISJLTZ,O,O,X,X,X,O
OISJLZT,O,O,X,X,O,O
OISJZTL,O,X,X,X,X,O
OISJZLT,O,O,X,X,X,O
OISZTLJ,O,O,O,X,X,X
OISZTJL,O,O,X,X,X,X
OISZLTJ,O,O,X,X,O,X
OISZLJT,O,O,X,X,O,X
OISZJTL,O,X,X,X,X,O
OISZJLT,O,O,X,X,X,O
OIZTLJS,O,X,X,X,X,X
OIZTLSJ,O,X,X,X,X,X
OIZTJLS,O,X,X,X,X,X
OIZTJSL,O,O,X,X,X,X
OIZTSLJ,O,O,X,X,X,X
OIZTSJL,O,O,X,X,X,X
OIZLTJS,O,X,X,X,O,X
OIZLTSJ,O,X,X,X,O,X
OIZLJTS,O,X,X,X,O,X
OIZLJST,O,X,X,X,O,X
OIZLSTJ,O,O,X,X,O,X
OIZLSJT,O,O,X,X,O,X
OIZJTLS,O,X,X,X,X,X
OIZJTSL,O,O,X,X,X,X
OIZJLTS,O,X,X,X,X,X
OIZJLST,O,X,X,X,X,X
OIZJSTL,O,X,X,X,X,X
OIZJSLT,O,O,X,X,X,X
OIZSTLJ,O,O,O,X,X,X
OIZSTJL,O,O,X,X,X,X
OIZSLTJ,O,O,X,X,O,X
OIZSLJT,O,O,X,X,O,X
OIZSJTL,O,X,X,X,X,X
OIZSJLT,O,O,X,X,X,X
OLTIJSZ,O,O,O,O,X,X
OLTIJZS,O,X,X,O,X,X
OLTISJZ,O,O,O,O,X,X
OLTISZJ,O,O,O,X,O,X
OLTIZJS,O,X,X,O,O,X
OLTIZSJ,O,X,X,X,O,X
OLTJISZ,O,O,O,O,X,X
OLTJIZS,O,X,X,O,X,X
OLTJSIZ,O,O,O,O,X,X
OLTJSZI,O,O,O,O,X,X
OLTJZIS,O,X,X,O,X,X
OLTJZSI,O,X,O,O,X,X
OLTSIJZ,O,O,O,O,X,O
OLTSIZJ,O,O,O,X,O,X
OLTSJIZ,O,O,O,O,X,O
OLTSJZI,O,O,O,O,X,X
OLTSZIJ,O,O,O,X,O,X
OLTSZJI,O,O,O,X,O,X
OLTZIJS,O,X,X,O,O,X
OLTZISJ,O,X,X,X,O,X
OLTZJIS,O,X,X,O,O,X
OLTZJSI,O,X,O,O,O,X
OLTZSIJ,O,X,O,X,O,X
OLTZSJI,O,X,O,X,O,X
OLITJSZ,O,O,O,O,X,X
OLITJZS,O,X,X,O,X,X
OLITSJZ,O,O,O,O,X,X
OLITSZJ,O,O,O,X,O,X
OLITZJS,O,X,X,O,O,X
OLITZSJ,O,X,X,X,O,X
OLIJTSZ,O,O,X,O,X,X
OLIJTZS,O,X,X,O,X,X
OLIJSTZ,O,O,X,O,X,X
OLIJSZT,O,O,X,O,O,X
OLIJZTS,O,X,X,O,O,X
OLIJZST,O,X,X,O,O,X
OLISTJZ,O,O,O,O,X,X
OLISTZJ,O,O,O,X,O,X
OLISJTZ,O,O,X,O,X,X
OLISJZT,O,O,X,O,O,X
OLISZTJ,O,O,X,X,O,X
OLISZJT,O,O,X,X,O,X
OLIZTJS,O,X,X,O,O,X
OLIZTSJ,O,X,X,X,O,X
OLIZJTS,O,X,X,O,O,X
OLIZJST,O,X,X,O,O,X
OLIZSTJ,O,O,X,X,O,X
OLIZSJT,O,O,X,X,O,X
OLJTISZ,X,O,O,O,X,X
OLJTIZS,X,X,X,O,X,X
OLJTSIZ,X,O,O,O,X,X
OLJTSZI,X,O,O,O,X,X
OLJTZIS,X,X,X,O,X,X
OLJTZSI,X,X,O,O,X,X
OLJITSZ,O,O,X,O,X,X
OLJITZS,O,X,X,O,X,X
OLJISTZ,O,O,X,O,X,X
OLJISZT,O,O,X,O,O,X
OLJIZTS,O,X,X,O,O,X
OLJIZST,O,X,X,O,O,X
OLJSTIZ,X,O,O,O,X,X
OLJSTZI,X,O,O,O,X,X
OLJSITZ,O,O,X,O,X,X
OLJSIZT,O,O,X,O,O,X
OLJSZTI,O,X,X,O,O,X
OLJSZIT,O,O,X,O,O,X
OLJZTIS,O,X,X,O,O,X
OLJZTSI,O,X,X,O,O,X
OLJZITS,O,X,X,O,O,X
OLJZIST,O,X,X,O,O,X
OLJZSTI,O,X,X,O,O,X
OLJZSIT,O,X,X,O,O,X
OLSTIJZ,O,O,O,O,X,O
OLSTIZJ,O,O,O,X,O,X
OLSTJIZ,O,O,O,O,X,O
OLSTJZI,O,O,O,O,X,X
OLSTZIJ,O,O,O,X,O,X
OLSTZJI,O,O,O,X,O,X
OLSITJZ,O,O,O,O,X,X
OLSITZJ,O,O,O,X,O,X
OLSIJTZ,O,O,X,O,X,O
OLSIJZT,O,O,X,O,O,O
OLSIZTJ,O,O,X,X,O,X
OLSIZJT,O,O,X,X,O,X
OLSJTIZ,X,O,O,O,X,O
OLSJTZI,X,O,O,O,X,X
OLSJITZ,O,O,X,O,X,O
OLSJIZT,O,O,X,O,O,O
OLSJZTI,O,X,X,O,O,X
OLSJZIT,O,O,X,O,O,X
OLSZTIJ,O,O,O,X,O,X
OLSZTJI,X,O,O,X,O,X
OLSZITJ,O,O,X,X,O,X
OLSZIJT,O,O,X,X,O,X
OLSZJTI,X,X,X,X,O,X
OLSZJIT,O,O,X,X,O,X
OLZTIJS,O,X,X,O,O,X
OLZTISJ,O,X,X,X,O,X
OLZTJIS,O,X,X,O,O,X
OLZTJSI,O,X,O,O,O,X
OLZTSIJ,O,X,O,X,O,X
OLZTSJI,O,X,O,X,O,X
OLZITJS,O,X,X,O,O,X
OLZITSJ,O,X,X,X,O,X
OLZIJTS,O,X,X,O,O,X
OLZIJST,O,X,X,O,O,X
OLZISTJ,O,O,X,X,O,X
OLZISJT,O,O,X,X,O,X
OLZJTIS,O,X,X,O,O,X
OLZJTSI,O,X,X,O,O,X
OLZJITS,O,X,X,O,O,X
OLZJIST,O,X,X,O,O,X
OLZJSTI,O,X,X,O,O,X
OLZJSIT,O,X,X,O,O,X
OLZSTIJ,O,O,O,X,O,X
OLZSTJI,X,O,O,X,O,X
OLZSITJ,O,O,X,X,O,X
OLZSIJT,O,O,X,X,O,X
OLZSJTI,O,X,X,X,O,X
OLZSJIT,O,O,X,X,O,X
OJTILSZ,O,O,X,O,X,X
OJTILZS,O,X,X,O,X,X
OJTISLZ,O,O,X,O,X,X
OJTISZL,O,O,X,O,X,X
OJTIZLS,O,X,X,X,X,X
OJTIZSL,O,O,X,O,X,X
OJTLISZ,O,O,O,O,X,X
OJTLIZS,O,X,X,O,X,X
OJTLSIZ,O,O,O,O,X,X
OJTLSZI,O,O,O,O,X,X
OJTLZIS,O,X,X,O,X,X
OJTLZSI,O,X,O,O,X,X
OJTSILZ,O,O,O,O,X,O
OJTSIZL,O,O,X,O,X,O
OJTSLIZ,O,O,O,O,X,O
OJTSLZI,O,O,O,O,X,X
OJTSZIL,O,O,X,O,X,O
OJTSZLI,O,O,X,O,X,X
OJTZILS,O,X,X,X,X,X
OJTZISL,O,O,X,O,X,X
OJTZLIS,O,X,X,O,X,X
OJTZLSI,O,X,X,O,X,X
OJTZSIL,O,O,X,O,X,X
OJTZSLI,O,O,X,O,X,X
OJITLSZ,O,O,X,O,X,X
OJITLZS,O,X,X,O,X,X
OJITSLZ,O,O,X,O,X,X
OJITSZL,O,O,X,O,X,X
OJITZLS,O,X,X,X,X,X
OJITZSL,O,O,X,O,X,X
OJILTSZ,O,O,X,O,X,X
OJILTZS,O,X,X,O,X,X
OJILSTZ,O,O,X,O,X,X
OJILSZT,O,O,X,O,O,X
OJILZTS,O,X,X,O,O,X
OJILZST,O,X,X,O,O,X
OJISTLZ,O,O,O,O,X,X
OJISTZL,O,O,X,O,X,X
OJISLTZ,O,O,X,O,X,X
OJISLZT,O,O,X,O,O,X
OJISZTL,O,X,X,O,X,X
OJISZLT,O,O,X,O,X,X
OJIZTLS,O,X,X,X,X,X
OJIZTSL,O,O,X,O,X,X
OJIZLTS,O,X,X,X,X,X
OJIZLST,O,X,X,X,X,X
OJIZSTL,O,X,X,O,X,X
OJIZSLT,O,O,X,O,X,X
OJLTISZ,X,O,O,O,X,X
OJLTIZS,X,X,X,O,X,X
OJLTSIZ,X,O,O,O,X,X
OJLTSZI,X,O,O,O,X,X
OJLTZIS,X,X,X,O,X,X
OJLTZSI,X,X,O,O,X,X
OJLITSZ,O,O,X,O,X,X
OJLITZS,O,X,X,O,X,X
OJLISTZ,O,O,X,O,X,X
OJLISZT,O,O,X,O,O,X
OJLIZTS,O,X,X,O,O,X
OJLIZST,O,X,X,O,O,X
OJLSTIZ,X,O,O,O,X,X
OJLSTZI,X,O,O,O,X,X
OJLSITZ,O,O,X,O,X,X
OJLSIZT,O,O,X,O,O,X
OJLSZTI,O,X,X,O,O,X
