sequence,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFmcBqiBTeBFhBUn?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFlcBGeBUhBKnBzi?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFXcBTeBCiB0iBer?BVxB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFTeB2nB0mB6nBFm?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFGdBTeB3hBlnBir?B8qB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFSiBTeBUhBlnBmm?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhF6hBldBcjB/nB2r?BzqB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhF8hBGeBamBziBVs?BXrB
SZTJOLI,X,X,X,X,X,X,O,X
SZTOILJ,O,X,X,X,X,O,X,X
SZTOIJL,X,X,X,X,X,X,O,X
SZTOLIJ,O,X,X,X,X,O,X,X
SZTOLJI,O,X,X,X,X,O,X,X
SZTOJIL,X,X,X,X,X,X,O,X
SZTOJLI,X,X,X,X,X,X,O,X
SZITLJO,O,O,X,X,X,X,O,X
SZITLOJ,O,O,X,X,X,O,X,X
SZITJLO,O,O,X,X,X,X,O,X
SZITJOL,X,X,X,X,X,X,O,X
SZITOLJ,O,X,X,X,X,O,X,X
SZITOJL,X,X,X,X,X,X,O,X
SZILTJO,O,O,X,X,X,X,O,X
SZILTOJ,O,O,X,X,X,X,X,X
SZILJTO,X,O,X,X,X,X,O,X
SZILJOT,O,X,X,X,X,X,O,X
SZILOTJ,O,O,X,X,X,X,X,X
SZILOJT,O,O,X,X,X,X,X,X
SZIJTLO,X,O,O,O,X,X,O,X
SZIJTOL,X,X,O,O,X,X,O,X
SZIJLTO,X,O,X,O,X,X,O,X
SZIJLOT,O,X,X,O,X,X,O,X
SZIJOTL,X,X,O,O,X,X,O,X
SZIJOLT,X,X,X,O,X,X,O,X
SZIOTLJ,O,X,X,X,X,O,X,X
SZIOTJL,X,X,X,X,X,X,O,X
SZIOLTJ,O,O,X,X,X,X,X,X
SZIOLJT,O,O,X,X,X,X,X,X
SZIOJTL,X,X,O,X,X,X,O,X
SZIOJLT,X,O,X,X,X,X,O,X
SZLTIJO,O,O,X,X,X,X,O,X
SZLTIOJ,O,O,X,X,X,X,X,X
SZLTJIO,O,O,X,X,X,X,O,X
SZLTJOI,O,X,X,X,X,X,O,X
SZLTOIJ,O,O,X,X,X,X,X,X
SZLTOJI,O,O,X,X,X,X,X,X
SZLITJO,O,O,X,X,X,X,O,X
SZLITOJ,O,O,X,X,X,X,X,X
SZLIJTO,X,O,X,X,X,X,O,X
SZLIJOT,O,X,X,X,X,X,O,X
SZLIOTJ,O,O,X,X,X,X,X,X
SZLIOJT,O,O,X,X,X,X,X,X
SZLJTIO,X,O,X,X,X,X,O,X
SZLJTOI,X,X,X,X,X,X,O,X
SZLJITO,X,O,X,X,X,X,O,X
SZLJIOT,O,X,X,X,X,X,O,X
SZLJOTI,X,X,X,X,X,X,O,X
SZLJOIT,O,X,X,X,X,X,O,X
SZLOTIJ,O,O,X,X,X,X,X,X
SZLOTJI,O,O,X,X,X,X,X,X
SZLOITJ,O,O,X,X,X,X,X,X
SZLOIJT,O,O,X,X,X,X,X,X
SZLOJTI,X,O,X,X,X,X,X,X
SZLOJIT,O,O,X,X,X,X,X,X
SZJTILO,X,O,O,O,X,X,O,X
SZJTIOL,X,X,O,O,X,X,O,X
SZJTLIO,X,X,O,O,X,X,O,X
SZJTLOI,X,X,O,O,X,X,O,X
SZJTOIL,X,X,O,O,X,X,O,X
SZJTOLI,X,X,O,O,X,X,O,X
SZJITLO,X,O,O,O,X,X,O,X
SZJITOL,X,X,O,O,X,X,O,X
SZJILTO,X,O,X,O,X,X,O,X
SZJILOT,O,X,X,O,X,X,O,X
SZJIOTL,X,X,O,O,X,X,O,X
SZJIOLT,X,X,X,O,X,X,O,X
SZJLTIO,X,O,X,O,X,X,O,X
SZJLTOI,X,X,X,O,X,X,O,X
SZJLITO,X,O,X,O,X,X,O,X
SZJLIOT,O,X,X,O,X,X,O,X
SZJLOTI,X,X,X,O,X,X,O,X
SZJLOIT,O,X,X,O,X,X,O,X
SZJOTIL,X,X,O,O,X,X,O,X
SZJOTLI,X,X,O,O,X,X,O,X
SZJOITL,X,X,O,O,X,X,O,X
SZJOILT,X,X,X,O,X,X,O,X
SZJOLTI,X,X,X,O,X,X,O,X
SZJOLIT,X,X,X,O,X,X,O,X
SZOTILJ,O,X,X,X,X,O,X,X
SZOTIJL,X,X,X,X,X,X,O,X
SZOTLIJ,O,X,X,X,X,O,X,X
SZOTLJI,O,X,X,X,X,O,X,X
SZOTJIL,X,X,X,X,X,X,O,X
SZOTJLI,X,X,X,X,X,X,O,X
SZOITLJ,O,X,X,X,X,O,X,X
SZOITJL,X,X,X,X,X,X,O,X
SZOILTJ,O,O,X,X,X,X,X,X
SZOILJT,O,O,X,X,X,X,X,X
SZOIJTL,X,X,O,X,X,X,O,X
SZOIJLT,X,O,X,X,X,X,O,X
SZOLTIJ,O,O,X,X,X,X,X,X
SZOLTJI,O,O,X,X,X,X,X,X
SZOLITJ,O,O,X,X,X,X,X,X
SZOLIJT,O,O,X,X,X,X,X,X
SZOLJTI,X,O,X,X,X,X,X,X
SZOLJIT,O,O,X,X,X,X,X,X
SZOJTIL,X,X,O,X,X,X,O,X
SZOJTLI,X,X,O,X,X,X,O,X
SZOJITL,X,X,O,X,X,X,O,X
SZOJILT,X,O,X,X,X,X,O,X
SZOJLTI,X,O,X,X,X,X,O,X
SZOJLIT,X,O,X,X,X,X,O,X
SOTILJZ,O,X,X,X,O,O,X,X
SOTILZJ,X,X,X,X,O,O,X,X
SOTIJLZ,X,X,O,X,O,O,X,X
SOTIJZL,X,X,O,X,X,O,X,X
SOTIZLJ,O,X,X,X,X,O,X,X
SOTIZJL,X,X,X,X,X,O,X,X
SOTLIJZ,O,X,X,X,O,O,X,O
SOTLIZJ,X,X,X,X,O,O,X,O
SOTLJIZ,O,X,X,X,O,O,X,O
SOTLJZI,X,X,X,X,O,O,X,O
SOTLZIJ,X,X,X,X,O,O,X,O
SOTLZJI,X,X,X,X,O,O,X,O
SOTJILZ,X,X,O,X,O,O,X,X
SOTJIZL,X,X,O,X,X,O,X,X
SOTJLIZ,X,X,O,X,O,O,X,O
SOTJLZI,X,X,O,X,O,O,X,O
SOTJZIL,X,X,O,X,X,O,X,X
SOTJZLI,X,X,O,X,O,O,X,O
SOTZILJ,O,X,X,X,X,O,X,X
SOTZIJL,X,X,X,X,X,O,X,X
SOTZLIJ,O,X,X,X,O,O,X,O
SOTZLJI,O,X,X,X,O,O,X,O
SOTZJIL,X,X,X,X,X,O,X,X
SOTZJLI,X,X,X,X,O,O,X,O
SOITLJZ,O,X,X,X,X,O,X,X
SOITLZJ,X,X,X,X,X,O,X,X
SOITJLZ,X,X,O,X,X,O,X,X
SOITJZL,X,X,O,X,X,O,X,X
SOITZLJ,O,X,X,X,X,O,X,X
SOITZJL,X,X,X,X,X,O,X,X
SOILTJZ,O,O,X,X,X,X,X,O
SOILTZJ,X,O,X,X,X,X,X,O
SOILJTZ,X,O,O,X,X,X,X,O
SOILJZT,X,O,X,X,X,X,X,X
SOILZTJ,O,O,X,X,X,X,X,X
SOILZJT,O,O,X,X,X,X,X,X
SOIJTLZ,X,X,O,X,X,X,X,X
SOIJTZL,X,X,O,X,X,X,X,X
SOIJLTZ,X,O,O,X,X,X,X,O
SOIJLZT,X,O,X,X,X,X,O,X
SOIJZTL,X,X,O,O,X,X,O,X
SOIJZLT,X,O,X,O,X,X,O,X
SOIZTLJ,O,X,X,X,X,O,X,X
SOIZTJL,X,X,X,X,X,X,O,X
SOIZLTJ,O,O,X,X,X,X,X,X
SOIZLJT,O,O,X,X,X,X,X,X
SOIZJTL,X,X,O,X,X,X,O,X
SOIZJLT,X,O,X,X,X,X,O,X
SOLTIJZ,O,O,X,X,O,X,X,O
SOLTIZJ,X,O,X,X,O,X,X,O
SOLTJIZ,O,O,X,X,O,X,X,O
SOLTJZI,X,O,X,X,O,X,X,O
SOLTZIJ,X,O,X,X,O,X,X,O
SOLTZJI,X,O,X,X,O,X,X,O
SOLITJZ,O,O,X,X,X,X,X,O
SOLITZJ,X,O,X,X,X,X,X,O
SOLIJTZ,X,O,O,X,X,X,X,O
SOLIJZT,X,O,X,X,X,X,X,X
SOLIZTJ,O,O,X,X,X,X,X,X
SOLIZJT,O,O,X,X,X,X,X,X
SOLJTIZ,X,O,O,X,X,X,X,O
SOLJTZI,X,O,O,X,X,X,X,O
SOLJITZ,X,O,O,X,X,X,X,O
SOLJIZT,X,O,X,X,X,X,X,X
SOLJZTI,X,O,X,X,X,X,X,X
SOLJZIT,X,O,X,X,X,X,X,X
SOLZTIJ,O,O,X,X,X,X,X,X
SOLZTJI,O,O,X,X,X,X,X,X
SOLZITJ,O,O,X,X,X,X,X,X
SOLZIJT,O,O,X,X,X,X,X,X
SOLZJTI,X,O,X,X,X,X,X,X
SOLZJIT,O,O,X,X,X,X,X,X
SOJTILZ,X,X,O,X,X,X,X,X
SOJTIZL,X,X,O,X,X,X,X,X
SOJTLIZ,X,X,O,X,X,X,X,O
SOJTLZI,X,X,O,X,X,X,X,O
SOJTZIL,X,X,O,X,X,X,X,X
SOJTZLI,X,X,O,X,X,X,X,O
SOJITLZ,X,X,O,X,X,X,X,X
SOJITZL,X,X,O,X,X,X,X,X
SOJILTZ,X,O,O,X,X,X,X,O
SOJILZT,X,O,X,X,X,X,O,X
SOJIZTL,X,X,O,O,X,X,O,X
SOJIZLT,X,O,X,O,X,X,O,X
SOJLTIZ,X,O,O,X,X,X,X,O
SOJLTZI,X,O,O,X,X,X,X,O
SOJLITZ,X,O,O,X,X,X,X,O
SOJLIZT,X,O,X,X,X,X,O,X
SOJLZTI,X,O,X,X,X,X,O,X
SOJLZIT,X,O,X,X,X,X,O,X
SOJZTIL,X,X,O,O,X,X,O,X
SOJZTLI,X,X,O,O,X,X,O,X
SOJZITL,X,X,O,O,X,X,O,X
SOJZILT,X,O,X,O,X,X,O,X
SOJZLTI,X,O,X,O,X,X,O,X
SOJZLIT,X,O,X,O,X,X,O,X
SOZTILJ,O,X,X,X,X,O,X,X
SOZTIJL,X,X,X,X,X,X,O,X
SOZTLIJ,O,X,X,X,X,O,X,X
SOZTLJI,O,X,X,X,X,O,X,X
SOZTJIL,X,X,X,X,X,X,O,X
SOZTJLI,X,X,X,X,X,X,O,X
SOZITLJ,O,X,X,X,X,O,X,X
SOZITJL,X,X,X,X,X,X,O,X
SOZILTJ,O,O,X,X,X,X,X,X
SOZILJT,O,O,X,X,X,X,X,X
SOZIJTL,X,X,O,X,X,X,O,X
SOZIJLT,X,O,X,X,X,X,O,X
SOZLTIJ,O,O,X,X,X,X,X,X
SOZLTJI,O,O,X,X,X,X,X,X
SOZLITJ,O,O,X,X,X,X,X,X
SOZLIJT,O,O,X,X,X,X,X,X
SOZLJTI,X,O,X,X,X,X,X,X
SOZLJIT,O,O,X,X,X,X,X,X
SOZJTIL,X,X,O,X,X,X,O,X
SOZJTLI,X,X,O,X,X,X,O,X
SOZJITL,X,X,O,X,X,X,O,X
SOZJILT,X,O,X,X,X,X,O,X
SOZJLTI,X,O,X,X,X,X,O,X
SOZJLIT,X,O,X,X,X,X,O,X
ZTILJSO,O,O,X,X,X,X,X,X
ZTILJOS,O,O,X,X,X,O,X,O
ZTILSJO,O,O,X,X,X,X,O,X
ZTILSOJ,O,O,X,X,X,O,X,O
ZTILOJS,O,O,X,X,X,O,X,O
ZTILOSJ,O,O,X,X,X,O,X,O
ZTIJLSO,O,O,O,O,X,X,O,X
ZTIJLOS,O,O,O,O,X,O,X,X
ZTIJSLO,O,O,O,O,X,X,O,X
ZTIJSOL,X,X,O,O,X,X,O,X
ZTIJOLS,O,O,O,O,X,O,X,X
ZTIJOSL,X,X,O,O,X,X,X,X
ZTISLJO,O,O,X,X,X,O,O,X
ZTISLOJ,O,O,X,X,X,O,X,X
ZTISJLO,O,O,X,X,X,O,O,X
ZTISJOL,X,X,X,X,X,O,O,X
ZTISOLJ,O,X,X,X,X,O,X,X
ZTISOJL,X,X,X,X,X,O,O,X
ZTIOLJS,O,O,X,X,X,O,X,O
ZTIOLSJ,O,O,X,X,X,O,X,O
ZTIOJLS,O,O,O,X,X,O,X,O
ZTIOJSL,X,X,O,X,X,X,X,X
ZTIOSLJ,O,X,X,X,X,O,X,X
ZTIOSJL,X,X,X,X,X,O,O,X
ZTLIJSO,O,O,X,X,X,X,X,X
ZTLIJOS,O,O,X,X,X,O,X,O
ZTLISJO,O,O,X,X,X,X,O,X
ZTLISOJ,O,O,X,X,X,O,X,O
ZTLIOJS,O,O,X,X,X,O,X,O
ZTLIOSJ,O,O,X,X,X,O,X,O
ZTLJISO,O,O,X,X,X,X,X,X
ZTLJIOS,O,O,X,X,X,O,X,O
ZTLJSIO,O,O,X,X,O,X,X,X
ZTLJSOI,O,X,X,X,O,X,X,X
ZTLJOIS,O,O,X,X,X,O,X,O
ZTLJOSI,O,O,X,X,O,O,X,O
ZTLSIJO,O,O,X,X,O,X,O,X
ZTLSIOJ,O,O,X,X,O,O,X,O
ZTLSJIO,O,O,X,X,O,X,O,X
ZTLSJOI,O,X,X,X,O,X,O,X
ZTLSOIJ,O,O,X,X,O,O,X,O
ZTLSOJI,O,O,X,X,O,O,X,O
ZTLOIJS,O,O,X,X,X,O,X,O
ZTLOISJ,O,O,X,X,X,O,X,O
ZTLOJIS,O,O,X,X,X,O,X,O
ZTLOJSI,O,O,X,X,O,O,X,O
ZTLOSIJ,O,O,X,X,O,O,X,O
ZTLOSJI,O,O,X,X,O,O,X,O
ZTJILSO,O,O,O,O,X,X,O,X
ZTJILOS,O,O,O,O,X,O,X,X
ZTJISLO,O,O,O,O,X,X,O,X
ZTJISOL,X,X,O,O,X,X,O,X
ZTJIOLS,O,O,O,O,X,O,X,X
ZTJIOSL,X,X,O,O,X,X,X,X
ZTJLISO,O,O,O,O,X,X,O,X
ZTJLIOS,O,O,O,O,X,O,X,O
ZTJLSIO,O,O,O,O,O,X,O,X
ZTJLSOI,O,X,O,O,O,X,O,X
ZTJLOIS,O,O,O,O,X,O,X,O
ZTJLOSI,O,O,O,O,O,O,X,O
ZTJSILO,O,O,O,O,X,X,O,X
ZTJSIOL,X,X,O,O,X,X,O,X
ZTJSLIO,O,X,O,O,O,X,O,X
ZTJSLOI,O,X,O,O,O,X,O,X
ZTJSOIL,X,X,O,O,X,X,O,X
ZTJSOLI,X,X,O,O,O,X,O,X
ZTJOILS,O,O,O,O,X,O,X,O
ZTJOISL,X,X,O,O,X,X,X,X
ZTJOLIS,O,X,O,O,X,O,X,O
ZTJOLSI,O,X,O,O,O,O,X,O
ZTJOSIL,X,X,O,O,X,X,X,X
ZTJOSLI,X,X,O,O,O,X,X,O
ZTSILJO,O,O,X,X,X,O,O,X
ZTSILOJ,O,O,X,X,X,O,X,X
ZTSIJLO,O,O,X,X,X,O,O,X
ZTSIJOL,X,X,X,X,X,O,O,X
ZTSIOLJ,O,X,X,X,X,O,X,X
ZTSIOJL,X,X,X,X,X,O,O,X
ZTSLIJO,O,O,X,X,O,O,O,X
ZTSLIOJ,O,O,X,X,O,O,X,O
ZTSLJIO,O,O,X,X,O,O,O,X
ZTSLJOI,O,X,X,X,O,O,O,X
ZTSLOIJ,O,O,X,X,O,O,X,O
ZTSLOJI,O,O,X,X,O,O,X,O
ZTSJILO,O,O,X,X,X,O,O,X
ZTSJIOL,X,X,X,X,X,O,O,X
ZTSJLIO,O,X,X,X,O,O,O,X
ZTSJLOI,O,X,X,X,O,O,O,X
ZTSJOIL,X,X,X,X,X,O,O,X
ZTSJOLI,X,X,X,X,O,O,O,X
ZTSOILJ,O,X,X,X,X,O,X,X
ZTSOIJL,X,X,X,X,X,O,O,X
ZTSOLIJ,O,X,X,X,O,O,X,O
ZTSOLJI,O,X,X,X,O,O,X,O
ZTSOJIL,X,X,X,X,X,O,O,X
ZTSOJLI,X,X,X,X,O,O,O,O
ZTOILJS,O,O,X,X,X,O,X,O
ZTOILSJ,O,O,X,X,X,O,X,O
ZTOIJLS,O,O,O,X,X,O,X,O
ZTOIJSL,X,X,O,X,X,X,X,X
ZTOISLJ,O,X,X,X,X,O,X,X
ZTOISJL,X,X,X,X,X,O,O,X
ZTOLIJS,O,O,X,X,X,O,X,O
ZTOLISJ,O,O,X,X,X,O,X,O
ZTOLJIS,O,O,X,X,X,O,X,O
ZTOLJSI,O,O,X,X,O,O,X,O
ZTOLSIJ,O,O,X,X,O,O,X,O
ZTOLSJI,O,O,X,X,O,O,X,O
ZTOJILS,O,O,O,X,X,O,X,O
ZTOJISL,X,X,O,X,X,X,X,X
ZTOJLIS,O,O,O,X,X,O,X,O
ZTOJLSI,O,O,O,X,O,O,X,O
ZTOJSIL,X,X,O,X,X,X,X,X
ZTOJSLI,X,X,O,X,O,X,X,O
ZTOSILJ,O,X,X,X,X,O,X,X
ZTOSIJL,X,X,X,X,X,O,O,X
ZTOSLIJ,O,X,X,X,O,O,X,O
ZTOSLJI,O,X,X,X,O,O,X,O
ZTOSJIL,X,X,X,X,X,O,O,X
ZTOSJLI,X,X,X,X,O,O,O,O
ZITLJSO,O,O,X,X,X,X,X,X
ZITLJOS,O,O,X,X,X,O,X,X
ZITLSJO,O,O,X,X,X,X,O,X
ZITLSOJ,O,O,X,X,X,O,X,X
ZITLOJS,O,O,X,X,X,O,X,X
ZITLOSJ,O,O,X,X,X,O,X,X
ZITJLSO,O,O,O,O,X,X,O,X
ZITJLOS,O,O,O,O,X,O,X,X
ZITJSLO,O,O,O,O,X,X,O,X
ZITJSOL,X,X,O,O,X,X,O,X
ZITJOLS,O,O,O,O,X,O,X,X
ZITJOSL,X,X,O,O,X,X,X,X
ZITSLJO,O,O,X,X,X,O,O,X
ZITSLOJ,O,O,X,X,X,O,X,X
ZITSJLO,O,O,X,X,X,O,O,X
ZITSJOL,X,X,X,X,X,O,O,X
ZITSOLJ,O,X,X,X,X,O,X,X
ZITSOJL,X,X,X,X,X,O,O,X
ZITOLJS,O,O,X,X,X,O,X,X
ZITOLSJ,O,O,X,X,X,O,X,X
ZITOJLS,O,O,O,X,X,O,X,X
ZITOJSL,X,X,O,X,X,X,X,X
ZITOSLJ,O,X,X,X,X,O,X,X
ZITOSJL,X,X,X,X,X,O,O,X
ZILTJSO,O,O,X,X,X,X,X,X
ZILTJOS,O,O,X,X,X,O,X,O
ZILTSJO,O,O,X,X,X,X,O,X
ZILTSOJ,O,O,X,X,X,O,X,O
ZILTOJS,O,O,X,X,X,O,X,O
ZILTOSJ,O,O,X,X,X,O,X,O
ZILJTSO,O,O,X,O,X,X,O,X
ZILJTOS,O,O,X,O,X,X,X,X
ZILJSTO,X,O,X,O,X,X,O,X
ZILJSOT,O,O,X,O,X,X,O,X
ZILJOTS,O,O,X,O,X,X,X,O
ZILJOST,O,O,X,O,X,X,O,X
ZILSTJO,O,O,X,X,X,X,O,X
ZILSTOJ,O,O,X,X,X,X,X,X
ZILSJTO,X,O,X,X,X,X,O,X
ZILSJOT,O,O,X,X,X,X,O,X
ZILSOTJ,O,O,X,X,X,X,X,X
ZILSOJT,O,O,X,X,X,X,X,X
ZILOTJS,O,O,X,X,X,O,X,O
ZILOTSJ,O,O,X,X,X,O,X,O
ZILOJTS,O,O,X,X,X,X,X,O
ZILOJST,O,O,X,X,X,X,X,X
ZILOSTJ,O,O,X,X,X,X,X,X
ZILOSJT,O,O,X,X,X,X,X,X
ZIJTLSO,O,O,O,O,X,X,O,X
ZIJTLOS,O,O,O,O,X,O,X,X
ZIJTSLO,O,O,O,O,X,X,O,X
ZIJTSOL,X,X,O,O,X,X,O,X
ZIJTOLS,O,O,O,O,X,O,X,X
ZIJTOSL,X,X,O,O,X,X,X,X
ZIJLTSO,O,O,X,O,X,X,O,X
ZIJLTOS,O,O,X,O,X,X,X,X
ZIJLSTO,X,O,X,O,X,X,O,X
ZIJLSOT,O,O,X,O,X,X,O,X
ZIJLOTS,O,O,X,O,X,X,X,O
ZIJLOST,O,O,X,O,X,X,O,X
ZIJSTLO,X,O,O,O,X,X,O,X
ZIJSTOL,X,X,O,O,X,X,O,X
ZIJSLTO,X,O,X,O,X,X,O,X
ZIJSLOT,O,X,X,O,X,X,O,X
ZIJSOTL,X,X,O,O,X,X,O,X
ZIJSOLT,X,X,X,O,X,X,O,X
ZIJOTLS,O,O,O,O,X,O,X,X
ZIJOTSL,X,X,O,O,X,X,X,X
ZIJOLTS,O,O,X,O,X,X,X,O
ZIJOLST,O,O,X,O,X,X,O,X
ZIJOSTL,X,X,O,O,X,X,O,X
ZIJOSLT,X,O,X,O,X,X,O,X
ZISTLJO,O,O,X,X,X,X,O,X
ZISTLOJ,O,O,X,X,X,O,X,X
ZISTJLO,O,O,X,X,X,X,O,X
ZISTJOL,X,X,X,X,X,X,O,X
ZISTOLJ,O,X,X,X,X,O,X,X
ZISTOJL,X,X,X,X,X,X,O,X
ZISLTJO,O,O,X,X,X,X,O,X
ZISLTOJ,O,O,X,X,X,X,X,X
ZISLJTO,X,O,X,X,X,X,O,X
ZISLJOT,O,X,X,X,X,X,O,X
ZISLOTJ,O,O,X,X,X,X,X,X
ZISLOJT,O,O,X,X,X,X,X,X
ZISJTLO,X,O,O,O,X,X,O,X
ZISJTOL,X,X,O,O,X,X,O,X
ZISJLTO,X,O,X,O,X,X,O,X
ZISJLOT,O,X,X,O,X,X,O,X
ZISJOTL,X,X,O,O,X,X,O,X
ZISJOLT,X,X,X,O,X,X,O,X
ZISOTLJ,O,X,X,X,X,O,X,X
ZISOTJL,X,X,X,X,X,X,O,X
ZISOLTJ,O,O,X,X,X,X,X,X
ZISOLJT,O,O,X,X,X,X,X,X
ZISOJTL,X,X,O,X,X,X,O,X
ZISOJLT,X,O,X,X,X,X,O,X
ZIOTLJS,O,O,X,X,X,O,X,X
ZIOTLSJ,O,O,X,X,X,O,X,X
ZIOTJLS,O,O,O,X,X,O,X,X
ZIOTJSL,X,X,O,X,X,X,X,X
ZIOTSLJ,O,X,X,X,X,O,X,X
ZIOTSJL,X,X,X,X,X,O,O,X
ZIOLTJS,O,O,X,X,X,O,X,O
ZIOLTSJ,O,O,X,X,X,O,X,O
ZIOLJTS,O,O,X,X,X,X,X,O
ZIOLJST,O,O,X,X,X,X,X,X
ZIOLSTJ,O,O,X,X,X,X,X,X
ZIOLSJT,O,O,X,X,X,X,X,X
ZIOJTLS,O,O,O,O,X,O,X,X
ZIOJTSL,X,X,O,O,X,X,X,X
ZIOJLTS,O,O,X,O,X,X,X,O
ZIOJLST,O,O,X,O,X,X,O,X
ZIOJSTL,X,X,O,O,X,X,O,X
ZIOJSLT,X,O,X,O,X,X,O,X
ZIOSTLJ,O,X,X,X,X,O,X,X
ZIOSTJL,X,X,X,X,X,X,O,X
ZIOSLTJ,O,O,X,X,X,X,X,X
ZIOSLJT,O,O,X,X,X,X,X,X
ZIOSJTL,X,X,O,X,X,X,O,X
ZIOSJLT,X,O,X,X,X,X,O,X
ZLTIJSO,O,O,X,X,X,X,X,X
ZLTIJOS,O,O,X,X,X,O,X,O
ZLTISJO,O,O,X,X,X,X,O,X
ZLTISOJ,O,O,X,X,X,O,X,O
ZLTIOJS,O,O,X,X,X,O,X,O
ZLTIOSJ,O,O,X,X,X,O,X,O
ZLTJISO,O,O,X,X,X,X,X,X
ZLTJIOS,O,O,X,X,X,O,X,O
ZLTJSIO,O,O,X,X,O,X,X,X
ZLTJSOI,O,X,X,X,O,X,X,X
ZLTJOIS,O,O,X,X,X,O,X,O
ZLTJOSI,O,O,X,X,O,O,X,O
ZLTSIJO,O,O,X,X,O,X,O,X
ZLTSIOJ,O,O,X,X,O,O,X,O
ZLTSJIO,O,O,X,X,O,X,O,X
ZLTSJOI,O,X,X,X,O,X,O,X
ZLTSOIJ,O,O,X,X,O,O,X,O
ZLTSOJI,O,O,X,X,O,O,X,O
ZLTOIJS,O,O,X,X,X,O,X,O
ZLTOISJ,O,O,X,X,X,O,X,O
ZLTOJIS,O,O,X,X,X,O,X,O
ZLTOJSI,O,O,X,X,O,O,X,O
ZLTOSIJ,O,O,X,X,O,O,X,O
ZLTOSJI,O,O,X,X,O,O,X,O
ZLITJSO,O,O,X,X,X,X,X,X
ZLITJOS,O,O,X,X,X,O,X,O
ZLITSJO,O,O,X,X,X,X,O,X
ZLITSOJ,O,O,X,X,X,O,X,O
ZLITOJS,O,O,X,X,X,O,X,O
ZLITOSJ,O,O,X,X,X,O,X,O
ZLIJTSO,O,O,X,O,X,X,O,X
ZLIJTOS,O,O,X,O,X,X,X,X
ZLIJSTO,X,O,X,O,X,X,O,X
ZLIJSOT,O,O,X,O,X,X,O,X
ZLIJOTS,O,O,X,O,X,X,X,O
ZLIJOST,O,O,X,O,X,X,O,X
ZLISTJO,O,O,X,X,X,X,O,X
ZLISTOJ,O,O,X,X,X,X,X,X
ZLISJTO,X,O,X,X,X,X,O,X
ZLISJOT,O,O,X,X,X,X,O,X
ZLISOTJ,O,O,X,X,X,X,X,X
ZLISOJT,O,O,X,X,X,X,X,X
ZLIOTJS,O,O,X,X,X,O,X,O
ZLIOTSJ,O,O,X,X,X,O,X,O
ZLIOJTS,O,O,X,X,X,X,X,O
ZLIOJST,O,O,X,X,X,X,X,X
ZLIOSTJ,O,O,X,X,X,X,X,X
ZLIOSJT,O,O,X,X,X,X,X,X
ZLJTISO,O,O,X,O,X,X,O,X
ZLJTIOS,O,O,X,O,X,X,X,X
ZLJTSIO,O,O,X,O,X,X,O,X
ZLJTSOI,O,X,X,O,X,X,O,X
ZLJTOIS,O,O,X,O,X,X,X,X
ZLJTOSI,O,O,X,O,X,X,X,X
ZLJITSO,O,O,X,O,X,X,O,X
ZLJITOS,O,O,X,O,X,X,X,X
ZLJISTO,X,O,X,O,X,X,O,X
ZLJISOT,O,O,X,O,X,X,O,X
ZLJIOTS,O,O,X,O,X,X,X,O
ZLJIOST,O,O,X,O,X,X,O,X
ZLJSTIO,X,O,X,O,X,X,O,X
ZLJSTOI,X,O,X,O,X,X,O,X
ZLJSITO,X,O,X,O,X,X,O,X
ZLJSIOT,O,O,X,O,X,X,O,X
ZLJSOTI,X,O,X,O,X,X,O,X
ZLJSOIT,O,O,X,O,X,X,O,X
ZLJOTIS,O,O,X,O,X,X,X,O
ZLJOTSI,O,O,X,O,X,X,X,O
ZLJOITS,O,O,X,O,X,X,X,O
ZLJOIST,O,O,X,O,X,X,O,X
ZLJOSTI,X,O,X,O,X,X,O,X
ZLJOSIT,O,O,X,O,X,X,O,X
ZLSTIJO,O,O,X,X,O,X,O,X
ZLSTIOJ,O,O,X,X,O,X,X,X
ZLSTJIO,O,O,X,X,O,X,O,X
ZLSTJOI,O,O,X,X,O,X,O,X
ZLSTOIJ,O,O,X,X,O,X,X,X
ZLSTOJI,O,O,X,X,O,X,X,X
ZLSITJO,O,O,X,X,X,X,O,X
ZLSITOJ,O,O,X,X,X,X,X,X
ZLSIJTO,X,O,X,X,X,X,O,X
ZLSIJOT,O,O,X,X,X,X,O,X
ZLSIOTJ,O,O,X,X,X,X,X,X
ZLSIOJT,O,O,X,X,X,X,X,X
ZLSJTIO,X,O,X,X,X,X,O,X
ZLSJTOI,X,O,X,X,X,X,O,X
ZLSJITO,X,O,X,X,X,X,O,X
ZLSJIOT,O,O,X,X,X,X,O,X
ZLSJOTI,X,O,X,X,X,X,O,X
ZLSJOIT,O,O,X,X,X,X,O,X
ZLSOTIJ,O,O,X,X,X,X,X,X
ZLSOTJI,O,O,X,X,X,X,X,X
