sequence,v115@5gD8GeC8FeF8EeF8DeC8Jex6IvhF0cBTfBOlB/mBtq?BywB,v115@5gD8GeC8FeF8EeF8DeC8JeO/IvhFxbBzfBUhB9qB3m?BywB,v115@5gD8GeC8FeF8EeF8DeC8JeO/IvhF8fBqgBthB/qBZm?BzrB,v115@5gD8GeC8FeF8EeF8DeC8Jex6IvhFXcBTfBNlBumB8q?BywB,v115@5gD8GeC8FeF8EeF8DeC8Jex6IvhFygBthBTfB/qBmr?BUrB,v115@5gD8GeC8FeF8EeF8DeC8JeO/IvhFXbBZhBthBSlB0q?BzrB,v115@5gD8GeC8FeF8EeF8DeC8Jei6IvhFzbB3fBxlB0qBmr?BtrB,v115@5gD8GeC8FeF8EeF8DeC8JeK/IvhFRbBthBUgBerB3l?BzrB,v115@5gD8GeC8FeF8EeF8DeC8Jex6IvhFXcBTfBNlB8qB+r?BasB,v115@5gD8GeC8FeF8EeF8DeC8Je06IvhFthB2kB3lBZmBzr?B6qB,v115@5gD8GeC8FeF8EeF8DeC8JeK/IvhFfgB8gBthB2rBTl?BRwB,v115@5gD8GeC8FeF8EeF8DeC8JeT6IvhF0bBthBykB3lB2r?BRwB,v115@5gD8GeC8FeF8EeF8DeC8JeO/IvhFthBflB0gBZmB6q?BzrB,v115@5gD8GeC8FeF8EeF8DeC8JeT6IvhF0cB/mBxkBOlBtq?BywB,v115@5gD8GeC8FeF8EeF8DeC8JeT6IvhFthBmgBxkB/qBUm?BywB,v115@5gD8GeC8FeF8EeF8DeC8JeT6IvhFxbBykB3hB9qBmr?BUrB,v115@5gD8GeC8FeF8EeF8DeC8JeK/IvhFRbBthB3gBerBUl?BzrB,v115@5gD8GeC8FeF8EeF8DeC8Jei6IvhFzbBxkBerBfsBUl?BtrB,v115@5gD8GeC8FeF8EeF8DeC8JeT6IvhFmbBxkByqBfsBtr?B0qB,v115@5gD8GeC8FeF8EeF8DeC8Jex6IvhFygBTfBmlBfsB0q?BtrB,v115@5gD8GeC8FeF8EeF8DeC8Jem7IvhFthBxfBTfB/qBUm?BywB,v115@5gD8GeC8FeF8EeF8DeC8JeK/IvhFzaBRhB3gB0qBmr?B9rB
LITZSOJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LITZOSJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LITOJSZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X
LITOJZS,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
LITOSJZ,O,O,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LITOZJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LITOZSJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIJTSZO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X
LIJTZSO,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LIJTOZS,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LIJSTZO,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJSZTO,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIJSZOT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJSOZT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
LIJZTSO,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIJZSTO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJZOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJZOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJOTSZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
LIJOTZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
LIJOSTZ,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIJOZTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJOZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISTJZO,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,O,X,O,X
LISTJOZ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,O,X,O,X
LISTZJO,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X
LISTZOJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X
LISTOJZ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,O,X,O,X
LISTOZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
LISJTZO,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,O,X,O,X
LISJTOZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X
LISJZTO,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X
LISJZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O
LISZTJO,O,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X
LISZTOJ,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X
LISZJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X
LISZJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X
LISZOJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,O,X,O,X
LISOTZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X
LISOJTZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LISOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O
LISOZTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X
LISOZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIZTJSO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LIZTSJO,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZJSTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZJOTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZJOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZSTJO,O,X,X,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIZSJOT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
LIZSOTJ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZSOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZOTSJ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZOJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZOSTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJSZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X
LIOTJZS,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
LIOTSJZ,O,O,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LIOTZJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOTZSJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOJTSZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X
LIOJTZS,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,O
LIOJSTZ,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIOJZTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOJZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOSTJZ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X
LIOSJTZ,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O
LIOSZTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
LIOSZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOZTJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOZTSJ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZJTS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOZJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOZSTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X
LJTIZSO,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
LJTIOZS,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
LJTSIZO,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X
LJTSIOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X
LJTSZIO,O,O,X,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJTSZOI,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTSOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTSOZI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJTZISO,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LJTZSIO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTZSOI,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTZOIS,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LJTZOSI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOISZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LJTOIZS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LJTOSIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LJTOSZI,O,O,X,O,O,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X
LJTOZIS,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LJTOZSI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X
LJITZSO,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJITOZS,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJISTZO,O,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJISZTO,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISZOT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJISOZT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJIZTSO,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LJIZSTO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIZOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIOTSZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
LJIOTZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
LJIOSTZ,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJIOZTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIOZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSTIZO,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X
LJSTIOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X
LJSTZIO,O,O,X,O,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJSTZOI,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSTOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSTOZI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJSITZO,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
LJSIZTO,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LJSIZOT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSIOZT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJSZTIO,O,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LJSZTOI,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSZITO,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJSZIOT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJSZOTI,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSOTIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOITZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSOZTI,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOZIT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTISO,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTSIO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZTSOI,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZTOIS,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTOSI,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZISTO,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZIOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZIOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZSTIO,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZSIOT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJZSOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZOTIS,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZOTSI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZOIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZOSTI,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOTISZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LJOTIZS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LJOTSIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LJOTSZI,O,O,X,O,O,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X
LJOTZIS,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LJOTZSI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LJOITZS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LJOISTZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOISZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOIZTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOIZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOSTIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOSTZI,O,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJOSITZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOSZTI,O,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOSZIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOZTIS,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOZTSI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOZITS,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOZIST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOZSTI,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSTIJZO,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,O,X,O,X
LSTIJOZ,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,O,X,X,O,X,O,X
LSTIZJO,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X
LSTIZOJ,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X
LSTIOJZ,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,O,X,X,O,X,O,X
LSTIOZJ,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X
LSTJIZO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X
LSTJIOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X
LSTJZIO,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LSTJZOI,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LSTJOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LSTJOZI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LSTZIJO,O,O,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LSTZIOJ,O,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LSTZJIO,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
LSTZJOI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSTZOIJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSTZOJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSTOIJZ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X
LSTOIZJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LSTOJZI,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LSTOZIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
