sequence,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je37IvhFUdBFlBxmBu?kBCrBTrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Jeu/IvhFRcBcmBTiBX?lBllBSwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je5/IvhFTcB/iBOlBl?mBUrB6qB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhF3cBTiBUlBG?mBClBVwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je5/IvhF0bBlcBTiB6?rBmqB/qB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je5/IvhFKgBWhBTiBl?hB/rB0qB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhF3cBFgBTiBW?qBUmBSwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhFUdBukBFhBT?lBXrBCsB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Jeu/IvhFUcB/iBTgBl?mBRqBSwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhFUdBXhBzkBC?nBGlBVwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je5/IvhFlcBOlB/mBT?iBUrB6qB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhFGgBSnBzkB8?qBlmB3rB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeG7IvhFUdBzfBSqBx?mB/mBVwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhFzcBukB1lBS?nB/rB0qB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeU7IvhF/iBWlBlmBR?qBTrBCrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je/CJvhFqkBxgB0lBl?mBGqBTrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je/CJvhFqkBxgBUgBl?mBzqBGrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeT8IvhF/iBCgBUgBl?mBRqBWwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je/CJvhFWlBxgBlmBz?kBUrBCrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Jez6IvhFShB/iBlmBR?qBGqBUrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhF/iBSlBlmBc?mBzkBWwB
IZLTJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLTSJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTSOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTOJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTOSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLJTSO,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLJTOS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLJSTO,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLJSOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLJOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLJOST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZLSTJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IZLSJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSJOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLOTJS,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLOTSJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLOJTS,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
IZLOJST,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IZLOSTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZLOSJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZJTLSO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJTLOS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJTSLO,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
IZJTSOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
IZJTOLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJTOSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZJLTSO,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJLTOS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJLSTO,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
IZJLSOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJLOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJLOST,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZJSTLO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
IZJSTOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
IZJSLTO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
IZJSLOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJSOTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
IZJSOLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZJOTLS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOTSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZJOLTS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOLST,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZJOSTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
IZJOSLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZSTLJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
IZSTLOJ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
IZSTJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
IZSTJOL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X
IZSTOLJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
IZSTOJL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
IZSLTJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSLTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IZSLJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSLJOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSLOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSJTLO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
IZSJTOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
IZSJLTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
IZSJLOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSJOTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
IZSJOLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSOTJL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSOLTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZSOLJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZSOJTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSOJLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZOTLJS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTJSL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZOTSLJ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZOTSJL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZOLTJS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLTSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLJTS,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZOLJST,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZOLSJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZOJTLS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZOJTSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZOJLTS,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IZOJLST,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IZOJSTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOJSLT,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IZOSTLJ,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOSTJL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOSLTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZOSLJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IZOSJTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOSJLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTLJZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTLSJZ,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTLSZJ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTLZJS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTLZSJ,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTJLSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJLZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJSLZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTJSZL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTJZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJZSL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOTSLJZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSJZL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZJL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLJS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZJSL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOTZSLJ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOTZSJL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLTJZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLTSJZ,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOLTSZJ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOLTZJS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLTZSJ,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOLJTSZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLJTZS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLJSTZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLJSZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZTS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLJZST,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
IOLSTZJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
IOLSJTZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLSJZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZTJS,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLZTSJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
IOLZJTS,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
IOLZJST,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOLZSJT,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLZS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSLZ,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSZL,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTZLS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJTZSL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJLTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTZS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSZT,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJLZST,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
IOJSTZL,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
IOJSLTZ,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,X,X,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
IOJSZLT,X,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
IOJZTLS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJZTSL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJZLTS,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJZLST,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOJZSTL,X,X,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
IOJZSLT,X,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X
IOSTLZJ,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
IOSTJLZ,X,O,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X
IOSTJZL,X,X,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
IOSTZLJ,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
IOSTZJL,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
IOSLTZJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
IOSLJTZ,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,X,O,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
IOSJTZL,X,X,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
IOSJLTZ,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,X,X,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
IOSJZLT,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSZTJL,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOSZLJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOSZJTL,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSZJLT,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZTLJS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJSL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZTSJL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZLTJS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZLJST,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZLSJT,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZJLST,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOZJSTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZJSLT,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZSTJL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZSLJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZSJTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZSJLT,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIJSZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJOZS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTISJZO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISJOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISZJO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISZOJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISOJZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTISOZJ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTIZJSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSJO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIZSOJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIZOSJ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIOJZS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIOSJZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTIOZJS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIOZSJ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LTJISZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJISOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZSO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJIOZS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJSIZO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZIO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJZIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJZSIO,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
