sequence,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhFmdBclBThBK?nBfoBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jem7IvhFRdBclB3hBa?oBTnBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhF/iBajBclBT?hB2sBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jel7IvhFRdB/nBaoBT?lBOrB0rB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jem7IvhFSiBZjBclB3?hBTnBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Je07IvhFlcB3dBeoBT?lBxmBirB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jel7IvhF3dBZmBqrBe?tBUnBTqB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhFidBclBThBm?nB3nBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhF2iBclBThB3?iBysBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8JeR9IvhF/nBaoBTlB0?mBFmBmqB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jel8IvhFajBUhBTiBO?lBfrBRxB,v115@zgB8GeD8FeC8GeC8GeE8AeE8JeX8IvhFFiB8nBxlBT?lBmnBirB
JLZTSIO,O,O,O,X,X,O,X,O,X,X,X,O
JLZTSOI,O,O,O,X,X,O,X,O,O,X,X,X
JLZTOIS,O,O,O,X,O,O,X,O,O,X,X,X
JLZTOSI,O,O,O,X,O,O,X,O,O,X,X,X
JLZITSO,X,O,X,X,X,O,O,O,X,X,X,O
JLZITOS,X,O,X,X,O,O,X,O,O,X,X,X
JLZISTO,O,O,O,X,X,O,O,O,X,X,X,O
JLZISOT,O,O,O,X,X,O,X,X,X,X,X,X
JLZIOTS,X,O,X,X,O,O,X,O,X,X,X,X
JLZIOST,X,O,X,X,O,O,X,X,X,X,X,X
JLZSTIO,O,O,O,X,X,O,X,O,X,X,X,X
JLZSTOI,O,O,O,X,X,O,X,O,O,X,X,X
JLZSITO,O,O,O,X,X,O,O,O,X,X,X,X
JLZSIOT,O,O,O,X,X,O,X,X,X,X,X,X
JLZSOTI,O,X,O,X,X,O,X,X,X,X,X,X
JLZSOIT,O,O,O,X,X,O,O,X,X,X,X,X
JLZOTIS,X,O,X,X,O,O,X,O,O,X,X,X
JLZOTSI,X,O,X,X,X,O,X,O,O,X,X,X
JLZOITS,X,O,X,X,O,O,O,O,X,X,X,X
JLZOIST,X,O,X,X,O,O,O,X,X,X,X,X
JLZOSTI,X,O,X,X,X,O,X,X,X,X,X,X
JLZOSIT,X,O,X,X,O,O,O,X,X,X,X,X
JLOTISZ,X,O,X,O,X,O,O,X,X,X,X,X
JLOTIZS,X,O,X,O,X,O,O,O,O,X,X,X
JLOTSIZ,X,O,X,O,X,O,O,X,X,X,X,X
JLOTSZI,X,O,X,O,X,O,X,O,O,X,X,X
JLOTZIS,X,O,X,O,X,O,X,O,O,X,X,X
JLOTZSI,X,O,X,O,X,O,X,O,O,X,X,X
JLOITSZ,X,O,X,O,X,O,O,X,X,X,X,X
JLOITZS,X,O,X,O,X,O,O,X,X,X,X,X
JLOISTZ,X,X,X,O,X,O,O,X,X,X,X,X
JLOISZT,X,O,X,O,X,O,O,X,X,O,X,X
JLOIZTS,X,O,X,O,X,O,O,O,X,X,X,X
JLOIZST,X,O,X,X,X,O,O,X,X,X,X,X
JLOSTIZ,X,X,X,O,X,O,O,X,X,X,X,X
JLOSTZI,X,X,X,O,X,O,X,X,X,X,X,X
JLOSITZ,X,X,X,O,X,O,O,X,X,X,X,X
JLOSIZT,X,O,X,O,X,O,O,X,X,O,X,X
JLOSZTI,X,O,X,O,X,O,X,X,X,O,X,X
JLOSZIT,X,O,X,O,X,O,O,X,X,O,X,X
JLOZTIS,X,O,X,O,X,O,X,O,O,X,X,X
JLOZTSI,X,O,X,O,X,O,X,O,O,X,X,X
JLOZITS,X,O,X,O,X,O,O,O,X,X,X,X
JLOZIST,X,O,X,X,X,O,O,X,X,X,X,X
JLOZSTI,X,O,X,O,X,O,X,X,X,X,X,X
JLOZSIT,X,O,X,O,X,O,O,X,X,X,X,X
JSTILZO,O,X,O,X,X,O,O,X,X,X,X,X
JSTILOZ,O,X,O,O,X,O,O,X,X,X,X,X
JSTIZLO,O,X,O,X,X,O,X,X,X,X,X,X
JSTIZOL,O,X,O,X,X,O,X,X,X,X,X,X
JSTIOLZ,X,X,O,O,X,X,X,X,X,X,X,X
JSTIOZL,X,X,O,O,X,O,X,X,X,X,X,X
JSTLIZO,O,X,O,X,X,O,O,X,X,X,X,X
JSTLIOZ,O,X,O,O,X,O,O,X,X,X,X,X
JSTLZIO,O,X,O,X,X,O,X,O,X,X,X,X
JSTLZOI,O,X,O,X,X,O,X,O,X,X,X,X
JSTLOIZ,O,X,O,X,X,O,O,X,X,X,X,X
JSTLOZI,O,X,O,X,X,O,X,O,X,X,X,X
JSTZILO,O,X,O,X,X,O,X,O,X,X,X,X
JSTZIOL,O,X,O,X,X,O,X,X,X,X,X,X
JSTZLIO,O,X,O,X,X,O,X,O,X,X,X,X
JSTZLOI,O,X,O,X,X,O,X,O,X,X,X,X
JSTZOIL,O,X,O,X,X,O,X,O,X,X,X,X
JSTZOLI,O,X,O,X,X,O,X,O,X,X,X,X
JSTOILZ,X,X,O,X,X,O,O,X,X,X,X,X
JSTOIZL,X,X,O,X,X,O,X,X,X,X,X,X
JSTOLIZ,O,X,O,X,X,O,O,X,X,X,X,X
JSTOLZI,O,X,O,X,X,O,X,O,X,X,X,X
JSTOZIL,O,X,O,X,X,O,X,O,X,X,X,X
JSTOZLI,O,X,O,X,X,O,X,O,X,X,X,X
JSITLZO,O,X,O,X,X,O,O,X,X,X,X,X
JSITLOZ,O,X,O,O,X,O,O,X,X,X,X,X
JSITZLO,O,X,O,X,X,O,X,X,X,X,X,X
JSITZOL,O,X,O,X,X,O,X,X,X,X,X,X
JSITOLZ,X,X,O,O,X,X,X,X,X,X,X,X
JSITOZL,X,X,O,O,X,O,X,X,X,X,X,X
JSILTZO,O,X,O,X,X,O,O,X,X,X,X,X
JSILTOZ,O,X,O,X,X,O,O,X,X,X,X,X
JSILZTO,O,X,O,X,X,O,O,O,X,X,X,X
JSILZOT,O,X,O,X,X,O,X,X,X,X,X,X
JSILOTZ,X,X,X,X,X,O,O,X,X,X,X,X
JSILOZT,O,X,O,X,X,O,O,X,X,X,O,X
JSIZTLO,O,X,O,X,X,O,X,X,X,X,X,X
JSIZTOL,O,X,O,X,O,O,X,X,X,X,O,X
JSIZLTO,O,X,O,X,X,O,O,X,X,X,X,X
JSIZLOT,O,X,O,X,X,O,X,X,X,X,X,X
JSIZOTL,O,X,X,X,X,O,X,X,X,X,O,X
JSIZOLT,O,X,O,X,O,X,X,X,X,X,O,X
JSIOTLZ,X,X,X,O,X,O,O,X,X,X,X,X
JSIOTZL,X,X,X,O,X,O,X,X,X,X,X,X
JSIOLTZ,X,X,X,X,X,O,O,X,X,X,X,X
JSIOLZT,O,X,O,X,X,O,O,X,X,X,O,X
JSIOZTL,O,X,X,X,X,O,X,X,X,X,O,X
JSIOZLT,O,X,X,X,X,O,O,X,X,X,O,X
JSLTIZO,O,X,O,X,X,O,O,X,X,X,X,X
JSLTIOZ,O,X,O,O,X,O,O,X,X,X,X,X
JSLTZIO,O,X,O,X,X,O,X,O,X,X,X,X
JSLTZOI,O,X,O,X,X,O,X,O,X,X,X,X
JSLTOIZ,O,X,O,X,X,O,O,X,X,X,X,X
JSLTOZI,O,X,O,X,X,O,X,O,X,X,X,X
JSLITZO,O,X,O,X,X,O,O,X,X,X,X,X
JSLITOZ,O,X,O,O,X,O,O,X,X,X,X,X
JSLIZTO,O,O,O,X,X,O,O,O,X,X,X,X
JSLIZOT,O,O,O,X,X,O,X,X,X,X,X,X
JSLIOTZ,X,X,X,O,X,O,O,X,X,X,X,X
JSLIOZT,O,X,O,X,X,O,O,X,X,O,X,X
JSLZTIO,O,O,O,X,X,O,X,O,X,X,X,X
JSLZTOI,O,O,O,X,X,O,X,O,X,X,X,X
JSLZITO,O,O,O,X,X,O,O,O,X,X,X,X
JSLZIOT,O,O,O,X,X,O,X,X,X,X,X,X
JSLZOTI,O,X,O,X,X,O,X,X,X,X,X,X
JSLZOIT,O,O,O,X,X,O,O,X,X,X,X,X
JSLOTIZ,O,X,O,O,X,O,O,X,X,X,X,X
JSLOTZI,O,X,O,O,X,O,X,X,X,X,X,X
JSLOITZ,X,X,X,O,X,O,O,X,X,X,X,X
JSLOIZT,O,X,O,O,X,O,O,X,X,O,X,X
JSLOZTI,O,X,O,O,X,O,X,X,X,O,X,X
JSLOZIT,O,X,O,O,X,O,O,X,X,O,X,X
JSZTILO,O,O,O,X,X,O,X,O,X,X,X,X
JSZTIOL,O,O,O,X,O,O,X,X,X,X,O,X
JSZTLIO,O,O,O,X,X,O,X,O,X,X,X,X
JSZTLOI,O,O,O,X,X,O,X,O,X,X,X,X
JSZTOIL,O,O,O,X,O,O,X,O,X,X,X,X
JSZTOLI,O,O,O,X,O,O,X,O,X,X,X,X
JSZITLO,O,X,O,X,X,O,X,X,X,X,X,X
JSZITOL,O,X,O,X,O,O,X,X,X,X,O,X
JSZILTO,O,X,O,X,X,O,O,O,X,X,X,X
JSZILOT,O,X,O,X,X,O,X,X,X,X,X,X
JSZIOTL,O,X,X,X,X,O,X,X,X,X,O,X
JSZIOLT,O,X,O,X,O,X,X,X,X,X,O,X
JSZLTIO,O,O,O,X,X,O,X,O,X,X,X,X
JSZLTOI,O,O,O,X,X,O,X,O,X,X,X,X
JSZLITO,O,O,O,X,X,O,O,O,X,X,X,X
JSZLIOT,O,O,O,X,X,O,X,X,X,X,X,X
JSZLOTI,O,X,O,X,X,O,X,X,X,X,X,X
JSZLOIT,O,O,O,X,X,O,O,X,X,X,X,X
JSZOTIL,O,X,O,X,X,O,X,X,X,X,X,X
JSZOTLI,O,X,O,X,X,O,X,X,X,X,X,X
JSZOITL,O,X,X,X,X,O,X,X,X,X,X,X
JSZOILT,O,X,O,X,O,O,O,X,X,X,X,X
JSZOLTI,O,X,O,X,X,O,X,X,X,X,X,X
JSZOLIT,O,O,O,X,O,O,O,X,X,X,X,X
JSOTILZ,X,X,O,O,X,O,O,X,X,X,X,X
JSOTIZL,X,X,O,O,X,O,X,X,X,X,X,X
JSOTLIZ,O,X,O,O,X,O,O,X,X,X,X,X
JSOTLZI,O,X,O,O,X,O,X,X,X,X,X,X
JSOTZIL,O,X,O,O,X,O,X,X,X,X,X,X
JSOTZLI,O,X,O,O,X,O,X,X,X,X,X,X
JSOITLZ,X,X,X,O,X,O,O,X,X,X,X,X
JSOITZL,X,X,X,O,X,O,X,X,X,X,X,X
JSOILTZ,X,X,X,O,X,O,O,X,X,X,X,X
JSOILZT,O,X,O,O,X,O,O,X,X,X,X,X
JSOIZTL,O,X,X,O,X,O,X,X,X,X,X,X
JSOIZLT,O,X,X,X,X,O,O,X,X,X,X,X
JSOLTIZ,O,X,O,O,X,O,O,X,X,X,X,X
JSOLTZI,O,X,O,O,X,O,X,X,X,X,X,X
JSOLITZ,X,X,X,O,X,O,O,X,X,X,X,X
JSOLIZT,O,X,O,O,X,O,O,X,X,O,X,X
JSOLZTI,O,X,O,O,X,O,X,X,X,O,X,X
JSOLZIT,O,X,O,O,X,O,O,X,X,O,X,X
JSOZTIL,O,X,O,O,X,O,X,X,X,X,X,X
JSOZTLI,O,X,O,O,X,O,X,X,X,X,X,X
JSOZITL,O,X,X,O,X,O,X,X,X,X,X,X
JSOZILT,O,X,O,X,X,O,O,X,X,X,X,X
JSOZLTI,O,X,O,O,X,O,X,X,X,O,X,X
JSOZLIT,O,X,O,O,X,O,O,X,X,O,X,X
JZTILSO,O,O,O,X,X,O,O,O,X,X,X,X
JZTILOS,X,O,X,X,O,X,X,O,O,X,X,X
JZTISLO,O,O,O,X,X,O,X,O,X,X,X,X
JZTISOL,O,O,O,X,O,O,X,X,X,X,X,X
JZTIOLS,O,O,O,X,O,X,X,O,O,X,X,X
JZTIOSL,X,X,O,X,O,O,X,O,X,X,X,X
JZTLISO,O,O,O,X,X,O,X,O,X,X,X,X
JZTLIOS,X,O,X,X,O,O,X,O,O,X,X,X
JZTLSIO,O,O,O,X,X,O,X,O,X,X,X,X
JZTLSOI,O,O,O,X,X,O,X,O,O,X,X,X
JZTLOIS,O,O,O,X,O,O,X,O,O,X,X,X
JZTLOSI,O,O,O,X,O,O,X,O,O,X,X,X
JZTSILO,O,O,O,X,X,O,X,O,X,X,X,X
JZTSIOL,O,O,O,X,O,O,X,X,X,X,X,X
JZTSLIO,O,O,O,X,X,O,X,O,X,X,X,X
JZTSLOI,O,O,O,X,X,O,X,O,X,X,X,X
JZTSOIL,O,O,O,X,O,O,X,O,X,X,X,X
JZTSOLI,O,O,O,X,O,O,X,O,X,X,X,X
JZTOILS,O,O,O,X,O,O,O,O,O,X,X,X
JZTOISL,X,X,O,X,O,O,X,O,X,X,X,X
JZTOLIS,O,O,O,X,O,O,X,O,O,X,X,X
JZTOLSI,O,O,O,X,O,O,X,O,O,X,X,X
JZTOSIL,X,O,O,X,O,O,X,O,X,X,X,X
JZTOSLI,X,O,O,X,O,O,X,O,X,X,X,X
JZITLSO,O,O,O,X,X,O,O,O,X,X,X,X
JZITLOS,X,O,X,X,O,X,X,O,O,X,X,X
JZITSLO,O,O,O,X,X,O,X,O,X,X,X,X
JZITSOL,O,O,O,X,O,O,X,X,X,X,X,X
JZITOLS,O,O,O,X,O,X,X,O,O,X,X,X
JZITOSL,X,X,O,X,O,O,X,O,X,X,X,X
JZILTSO,X,O,X,X,X,O,O,O,X,X,X,X
JZILTOS,X,O,X,X,O,O,X,O,O,X,X,X
JZILSTO,O,O,O,X,X,O,O,O,X,X,X,X
JZILSOT,O,O,O,X,X,O,X,X,X,X,X,X
JZILOTS,X,O,X,X,O,O,X,O,X,X,X,X
JZILOST,X,O,X,X,O,O,X,X,X,X,X,X
JZISTLO,O,X,O,X,X,O,X,X,X,X,X,X
JZISTOL,O,X,O,X,O,O,X,X,X,X,X,X
JZISLTO,O,X,O,X,X,O,O,O,X,X,X,X
JZISLOT,O,X,O,X,X,O,X,X,X,X,X,X
JZISOTL,O,X,X,X,X,O,X,X,X,X,X,X
JZISOLT,O,X,O,X,O,X,X,X,X,X,X,X
JZIOTLS,X,X,X,X,O,O,X,X,X,X,X,X
JZIOTSL,X,X,X,X,O,O,X,X,X,X,X,X
JZIOLTS,X,O,X,X,O,O,X,O,X,X,X,X
JZIOLST,X,O,X,X,O,O,X,X,X,X,X,X
JZIOSTL,X,X,X,X,X,O,X,X,X,X,X,X
JZIOSLT,X,X,O,X,O,O,X,X,X,X,X,X
JZLTISO,O,O,O,X,X,O,X,O,X,X,X,O
JZLTIOS,X,O,X,X,O,O,X,O,O,X,X,X
JZLTSIO,O,O,O,X,X,O,X,O,X,X,X,O
JZLTSOI,O,O,O,X,X,O,X,O,O,X,X,X
JZLTOIS,O,O,O,X,O,O,X,O,O,X,X,X
JZLTOSI,O,O,O,X,O,O,X,O,O,X,X,X
JZLITSO,X,O,X,X,X,O,O,O,X,X,X,O
JZLITOS,X,O,X,X,O,O,X,O,O,X,X,X
JZLISTO,O,O,O,X,X,O,O,O,X,X,X,O
JZLISOT,O,O,O,X,X,O,X,X,X,X,X,X
JZLIOTS,X,O,X,X,O,O,X,O,X,X,X,X
JZLIOST,X,O,X,X,O,O,X,X,X,X,X,X
JZLSTIO,O,O,O,X,X,O,X,O,X,X,X,X
JZLSTOI,O,O,O,X,X,O,X,O,O,X,X,X
JZLSITO,O,O,O,X,X,O,O,O,X,X,X,X
JZLSIOT,O,O,O,X,X,O,X,X,X,X,X,X
JZLSOTI,O,X,O,X,X,O,X,X,X,X,X,X
JZLSOIT,O,O,O,X,X,O,O,X,X,X,X,X
JZLOTIS,X,O,X,X,O,O,X,O,O,X,X,X
JZLOTSI,X,O,X,X,X,O,X,O,O,X,X,X
JZLOITS,X,O,X,X,O,O,O,O,X,X,X,X
JZLOIST,X,O,X,X,O,O,O,X,X,X,X,X
JZLOSTI,X,O,X,X,X,O,X,X,X,X,X,X
JZLOSIT,X,O,X,X,O,O,O,X,X,X,X,X
JZSTILO,O,O,O,X,X,O,X,O,X,X,X,X
JZSTIOL,O,O,O,X,O,O,X,X,X,X,X,X
JZSTLIO,O,O,O,X,X,O,X,O,X,X,X,X
JZSTLOI,O,O,O,X,X,O,X,O,X,X,X,X
JZSTOIL,O,O,O,X,O,O,X,O,X,X,X,X
JZSTOLI,O,O,O,X,O,O,X,O,X,X,X,X
JZSITLO,O,X,O,X,X,O,X,X,X,X,X,X
JZSITOL,O,X,O,X,O,O,X,X,X,X,X,X
JZSILTO,O,X,O,X,X,O,O,O,X,X,X,X
JZSILOT,O,X,O,X,X,O,X,X,X,X,X,X
JZSIOTL,O,X,X,X,X,O,X,X,X,X,X,X
JZSIOLT,O,X,O,X,O,X,X,X,X,X,X,X
JZSLTIO,O,O,O,X,X,O,X,O,X,X,X,X
JZSLTOI,O,O,O,X,X,O,X,O,X,X,X,X
JZSLITO,O,O,O,X,X,O,O,O,X,X,X,X
JZSLIOT,O,O,O,X,X,O,X,X,X,X,X,X
JZSLOTI,O,X,O,X,X,O,X,X,X,X,X,X
JZSLOIT,O,O,O,X,X,O,O,X,X,X,X,X
JZSOTIL,O,X,O,X,X,O,X,X,X,X,X,X
JZSOTLI,O,X,O,X,X,O,X,X,X,X,X,X
JZSOITL,O,X,X,X,X,O,X,X,X,X,X,X
JZSOILT,O,X,O,X,O,O,O,X,X,X,X,X
JZSOLTI,O,X,O,X,X,O,X,X,X,X,X,X
JZSOLIT,O,O,O,X,O,O,O,X,X,X,X,X
JZOTILS,X,O,O,X,O,O,O,O,X,X,X,X
JZOTISL,X,X,O,X,O,O,X,O,X,X,X,X
JZOTLIS,X,O,O,X,O,O,X,O,X,X,X,X
JZOTLSI,X,O,O,X,O,O,X,O,X,X,X,X
JZOTSIL,X,O,O,X,O,O,X,O,X,X,X,X
JZOTSLI,X,O,O,X,O,O,X,O,X,X,X,X
JZOITLS,X,X,X,X,O,O,O,X,X,X,X,X
JZOITSL,X,X,X,X,O,O,X,X,X,X,X,X
JZOILTS,X,O,X,X,O,O,O,O,X,X,X,X
JZOILST,X,O,X,X,O,O,O,X,X,X,X,X
JZOISTL,X,X,X,X,X,O,X,X,X,X,X,X
JZOISLT,X,X,O,X,O,O,O,X,X,X,X,X
JZOLTIS,X,O,X,X,O,O,X,O,X,X,X,X
JZOLTSI,X,O,X,X,X,O,X,O,X,X,X,X
JZOLITS,X,O,X,X,O,O,O,O,X,X,X,X
JZOLIST,X,O,X,X,O,O,O,X,X,X,X,X
JZOLSTI,X,O,X,X,X,O,X,X,X,X,X,X
JZOLSIT,X,O,X,X,O,O,O,X,X,X,X,X
JZOSTIL,X,O,O,X,X,O,X,X,X,X,X,X
JZOSTLI,X,O,O,X,X,O,X,X,X,X,X,X
JZOSITL,X,O,X,X,X,O,X,X,X,X,X,X
JZOSILT,X,O,O,X,O,O,O,X,X,X,X,X
JZOSLTI,X,O,O,X,X,O,X,X,X,X,X,X
JZOSLIT,X,O,O,X,O,O,O,X,X,X,X,X
JOTILSZ,X,X,X,O,X,O,O,X,X,X,X,X
JOTILZS,X,X,X,O,O,O,O,O,X,X,X,X
JOTISLZ,X,X,O,O,X,O,O,X,X,X,X,X
JOTISZL,X,X,O,O,X,O,X,X,X,X,X,X
JOTIZLS,X,X,O,X,O,O,O,O,X,X,X,X
JOTIZSL,X,X,O,X,O,O,X,O,X,X,X,X
JOTLISZ,X,O,X,O,X,O,O,X,X,X,X,X
JOTLIZS,X,O,X,O,O,O,O,O,X,X,X,X
JOTLSIZ,X,O,O,O,X,O,O,X,X,X,X,X
JOTLSZI,X,O,O,O,X,O,X,O,X,X,X,X
JOTLZIS,X,O,O,O,O,O,X,O,X,X,X,X
JOTLZSI,X,O,O,O,O,O,X,O,X,X,X,X
JOTSILZ,X,X,O,O,X,O,O,X,X,X,X,X
JOTSIZL,X,O,O,O,X,O,X,X,X,X,X,X
JOTSLIZ,X,O,O,O,X,O,O,X,X,X,X,X
JOTSLZI,X,O,O,O,X,O,X,O,X,X,X,X
JOTSZIL,X,O,O,O,X,O,X,O,X,X,X,X
JOTSZLI,X,O,O,O,X,O,X,O,X,X,X,X
JOTZILS,X,O,O,X,O,O,O,O,X,X,X,X
JOTZISL,X,X,O,X,O,O,X,O,X,X,X,X
JOTZLIS,X,O,O,O,O,O,X,O,X,X,X,X
JOTZLSI,X,O,O,O,O,O,X,O,X,X,X,X
JOTZSIL,X,O,O,O,O,O,X,O,X,X,X,X
JOTZSLI,X,O,O,O,O,O,X,O,X,X,X,X
JOITLSZ,X,X,X,O,X,O,O,X,X,X,X,X
JOITLZS,X,X,X,O,O,O,O,X,X,X,X,X
JOITSLZ,X,X,X,O,X,O,O,X,X,X,X,X
JOITSZL,X,X,X,O,X,O,X,X,X,X,X,X
JOITZLS,X,X,X,X,O,O,O,X,X,X,X,X
JOITZSL,X,X,X,X,O,O,X,X,X,X,X,X
JOILTSZ,X,X,X,O,X,O,O,X,X,X,X,X
JOILTZS,X,X,X,O,O,O,O,X,X,X,X,X
JOILSTZ,X,X,X,O,X,O,O,X,X,X,X,X
JOILSZT,X,X,X,O,X,O,O,X,X,X,X,X
JOILZTS,X,X,X,O,O,O,O,O,X,X,X,X
JOILZST,X,X,X,X,O,O,O,X,X,X,X,X
JOISTLZ,X,X,X,O,X,O,O,X,X,X,X,X
JOISTZL,X,X,X,O,X,O,X,X,X,X,X,X
JOISLTZ,X,X,X,O,X,O,O,X,X,X,X,X
JOISLZT,X,X,O,O,X,O,O,X,X,X,X,X
JOISZTL,X,X,X,O,X,O,X,X,X,X,X,X
JOISZLT,X,X,X,X,X,O,O,X,X,X,X,X
JOIZTLS,X,X,X,X,O,O,O,X,X,X,X,X
JOIZTSL,X,X,X,X,O,O,X,X,X,X,X,X
JOIZLTS,X,X,X,X,O,O,O,X,X,X,X,X
JOIZLST,X,X,X,X,O,O,O,X,X,X,X,X
JOIZSTL,X,X,X,X,X,O,X,X,X,X,X,X
JOIZSLT,X,X,X,X,O,O,O,X,X,X,X,X
JOLTISZ,X,O,X,O,X,O,O,X,X,X,X,X
JOLTIZS,X,O,X,O,O,O,O,O,X,X,X,X
JOLTSIZ,X,O,X,O,X,O,O,X,X,X,X,X
JOLTSZI,X,O,X,O,X,O,X,O,X,X,X,X
JOLTZIS,X,O,X,O,O,O,X,O,X,X,X,X
JOLTZSI,X,O,X,O,O,O,X,O,X,X,X,X
JOLITSZ,X,O,X,O,X,O,O,X,X,X,X,X
JOLITZS,X,O,X,O,O,O,O,X,X,X,X,X
JOLISTZ,X,X,X,O,X,O,O,X,X,X,X,X
JOLISZT,X,O,X,O,X,O,O,X,X,O,X,X
JOLIZTS,X,O,X,O,O,O,O,O,X,X,X,X
JOLIZST,X,O,X,X,O,O,O,X,X,X,X,X
JOLSTIZ,X,X,X,O,X,O,O,X,X,X,X,X
JOLSTZI,X,X,X,O,X,O,X,X,X,X,X,X
JOLSITZ,X,X,X,O,X,O,O,X,X,X,X,X
JOLSIZT,X,O,X,O,X,O,O,X,X,O,X,X
JOLSZTI,X,O,X,O,X,O,X,X,X,O,X,X
JOLSZIT,X,O,X,O,X,O,O,X,X,O,X,X
JOLZTIS,X,O,X,O,O,O,X,O,X,X,X,X
JOLZTSI,X,O,X,O,X,O,X,O,X,X,X,X
JOLZITS,X,O,X,O,O,O,O,O,X,X,X,X
JOLZIST,X,O,X,X,O,O,O,X,X,X,X,X
JOLZSTI,X,O,X,O,X,O,X,X,X,X,X,X
JOLZSIT,X,O,X,O,O,O,O,X,X,X,X,X
JOSTILZ,X,X,O,O,X,O,O,X,X,X,X,X
JOSTIZL,X,X,O,O,X,O,X,X,X,X,X,X
JOSTLIZ,X,X,O,O,X,O,O,X,X,X,X,X
JOSTLZI,X,X,O,O,X,O,X,X,X,X,X,X
JOSTZIL,X,X,O,O,X,O,X,X,X,X,X,X
JOSTZLI,X,X,O,O,X,O,X,X,X,X,X,X
JOSITLZ,X,X,X,O,X,O,O,X,X,X,X,X
JOSITZL,X,X,X,O,X,O,X,X,X,X,X,X
JOSILTZ,X,X,X,O,X,O,O,X,X,X,X,X
JOSILZT,X,X,O,O,X,O,O,X,X,X,X,X
JOSIZTL,X,O,X,O,X,O,X,X,X,X,X,X
JOSIZLT,X,O,X,X,X,O,O,X,X,X,X,X
JOSLTIZ,X,X,O,O,X,O,O,X,X,X,X,X
JOSLTZI,X,X,O,O,X,O,X,X,X,X,X,X
JOSLITZ,X,X,X,O,X,O,O,X,X,X,X,X
JOSLIZT,X,O,O,O,X,O,O,X,X,O,X,X
JOSLZTI,X,O,O,O,X,O,X,X,X,O,X,X
JOSLZIT,X,O,O,O,X,O,O,X,X,O,X,X
JOSZTIL,X,O,O,O,X,O,X,X,X,X,X,X
JOSZTLI,X,O,O,O,X,O,X,X,X,X,X,X
JOSZITL,X,O,X,O,X,O,X,X,X,X,X,X
JOSZILT,X,O,O,X,X,O,O,X,X,X,X,X
JOSZLTI,X,O,O,O,X,O,X,X,X,O,X,X
JOSZLIT,X,O,O,O,X,O,O,X,X,O,X,X
JOZTILS,X,O,O,X,O,O,O,O,X,X,X,X
JOZTISL,X,X,O,X,O,O,X,O,X,X,X,X
JOZTLIS,X,O,O,O,O,O,X,O,X,X,X,X
JOZTLSI,X,O,O,O,O,O,X,O,X,X,X,X
JOZTSIL,X,O,O,O,O,O,X,O,X,X,X,X
JOZTSLI,X,O,O,O,O,O,X,O,X,X,X,X
JOZITLS,X,X,X,X,O,O,O,X,X,X,X,X
JOZITSL,X,X,X,X,O,O,X,X,X,X,X,X
JOZILTS,X,O,X,X,O,O,O,O,X,X,X,X
JOZILST,X,O,X,X,O,O,O,X,X,X,X,X
JOZISTL,X,X,X,X,X,O,X,X,X,X,X,X
JOZISLT,X,X,O,X,O,O,O,X,X,X,X,X
JOZLTIS,X,O,X,O,O,O,X,O,X,X,X,X
JOZLTSI,X,O,X,O,X,O,X,O,X,X,X,X
JOZLITS,X,O,X,O,O,O,O,O,X,X,X,X
JOZLIST,X,O,X,X,O,O,O,X,X,X,X,X
JOZLSTI,X,O,X,O,X,O,X,X,X,X,X,X
JOZLSIT,X,O,X,O,O,O,O,X,X,X,X,X
JOZSTIL,X,O,O,O,X,O,X,X,X,X,X,X
JOZSTLI,X,O,O,O,X,O,X,X,X,X,X,X
JOZSITL,X,O,X,O,X,O,X,X,X,X,X,X
JOZSILT,X,O,O,X,O,O,O,X,X,X,X,X
JOZSLTI,X,O,O,O,X,O,X,X,X,O,X,X
JOZSLIT,X,O,O,O,O,O,O,X,X,O,X,X
STILJZO,O,O,X,X,X,X,O,X,X,X,X,X
STILJOZ,O,X,X,O,X,X,O,X,X,X,X,X
STILZJO,O,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,O,X,O,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,O,X,X,X,X,X,X,X,X
STILOZJ,O,O,X,O,X,X,X,X,X,X,O,X
STIJLZO,O,X,X,X,X,X,O,X,X,X,X,X
STIJLOZ,O,X,X,O,X,X,O,X,X,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X,X,X,X,X,X
STIJOLZ,X,X,X,O,X,X,X,X,X,X,X,X
STIJOZL,X,X,X,O,X,X,X,X,X,X,X,X
STIZLJO,O,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,O,X,O,X,X,X,X,X,X,O,X
STIZJLO,O,O,X,X,X,X,X,X,X,X,X,X
