sequence,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFzdB5jB3hBm?nBimBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhF8hBGeBamB3?iBToBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFlcBGeBZnBq?sB/tBTrB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhFTeBamBFiBf?sBGtB0sB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFlcBfjB6jBZ?nBTrBWyB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhFXdBTeBUhB1?nBStBmrB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFxdBzhBfoB6?oBOmBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhF5jBUhBaoB3?iBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JefCJvhFxdBUhBCjBT?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhF5jBUhB3iBa?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeU9IvhF5jBFhBynBf?sBmqBzsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeR9IvhFcjBFhBTiBf?sBSyBmqB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhFUhBxnBfoB6?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeU9IvhFFhBfsBxsBT?tBmqBCtB
LIJZTSO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZSTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LIJZSOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIJOTSZ,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LIJOTZS,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LIJOSZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJOZST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LISTJZO,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LISTJOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LISTZJO,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LISTZOJ,X,O,O,X,X,O,O,O,X,X,O,O,X,X
LISTOJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LISTOZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
LISJTZO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LISJTOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LISJZTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LISJZOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LISJOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LISZTOJ,X,X,O,X,X,O,O,X,X,X,O,O,X,X
LISZJTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LISZJOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,O,X,X,O,X,O,X,X,O,O,X,X
LISZOJT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LISOTJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LISOTZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
LISOJTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LISOJZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,O,X,X,O,X,X,X,X,O,O,X,X
LISOZJT,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZTJSO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZTJOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LIZTSJO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LIZTSOJ,X,O,O,X,X,O,X,O,X,O,X,O,X,X
LIZTOJS,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIZTOSJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X
LIZJTSO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJSTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LIZJSOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJOST,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZSTJO,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,O,X,X,O,O,X,X,X,X,O,X,X
LIZSJTO,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZSJOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,X,O,X,O,X,X,X,O,X,X
LIZSOJT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LIZOTJS,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LIZOTSJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X
LIZOJTS,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZOJST,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZOSTJ,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LIZOSJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LIOTJZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOTZJS,X,O,O,X,O,O,X,O,X,X,X,X,X,X
LIOTZSJ,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LIOJTSZ,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIOJTZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LIOJSZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOJZST,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LIOSTZJ,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LIOSJTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOSJZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOSZJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LIOZTSJ,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LIOZJTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOZJST,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LIOZSTJ,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LIOZSJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTISZO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTISOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTIZSO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTIOSZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTIOZS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTSIZO,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTSZIO,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTSZOI,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJTSOIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTSOZI,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJTZISO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTZIOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTZSIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTZSOI,O,O,X,X,X,O,X,X,X,X,X,O,X,X
LJTZOIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTZOSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTOISZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTOIZS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTOSZI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTOZIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJITSZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LJITSOZ,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LJITZSO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJITZOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJITOSZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJITOZS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJISTZO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJISTOZ,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LJISZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJISZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJISOZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZSTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJIZSOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZOST,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJIOTSZ,O,X,O,O,O,O,X,X,X,X,X,X,X,X
LJIOTZS,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJIOSZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJIOZST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSTIZO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSTIOZ,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LJSTZIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSTZOI,X,X,O,O,O,O,O,X,X,X,X,O,X,X
LJSTOIZ,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LJSTOZI,X,X,O,O,O,O,O,X,X,X,X,O,X,X
LJSITZO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSITOZ,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LJSIZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSIZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSIOZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSZTIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSZTOI,X,X,O,O,O,O,O,X,X,X,X,O,X,X
LJSZITO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSZIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,O,O,O,X,X,X,X,X,X,O,X,X
LJSZOIT,O,X,O,O,O,X,X,X,X,X,X,O,X,X
LJSOTIZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSOTZI,X,X,O,O,O,O,X,X,X,X,X,O,X,X
LJSOITZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJSOIZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJSOZTI,X,X,O,O,O,X,X,X,X,X,X,O,X,X
LJSOZIT,O,X,O,O,O,X,X,X,X,X,X,O,X,X
LJZTISO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJZTIOS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTSIO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJZTSOI,X,X,O,X,O,O,X,X,X,X,X,O,X,X
LJZTOIS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZITSO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJZITOS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZISTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZISOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LJZSTIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZSTOI,X,X,O,O,O,O,O,X,X,X,X,O,X,X
LJZSITO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJZSIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,O,O,O,X,X,X,X,X,X,O,X,X
LJZSOIT,O,X,O,O,O,X,X,X,X,X,X,O,X,X
LJZOTIS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJZOTSI,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJZOITS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJZOIST,O,X,O,O,O,X,X,O,X,X,X,X,X,X
LJZOSTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZOSIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOTISZ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LJOTSZI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LJOTZIS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LJOTZSI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJOITSZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LJOITZS,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LJOISTZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJOISZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJOIZST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LJOSTZI,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LJOSITZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LJOSIZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOSZTI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZTIS,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LJOZTSI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LJOZITS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJOZIST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOZSTI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZSIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LSTIJZO,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LSTIJOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSTIZJO,X,O,O,O,X,O,X,X,X,X,O,X,X,X
LSTIZOJ,X,O,O,X,X,O,O,O,X,X,O,O,X,O
LSTIOJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSTIOZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,O
LSTJIZO,X,O,O,O,X,O,X,X,X,X,O,X,X,X
LSTJIOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSTJZIO,X,O,O,O,X,O,X,X,X,X,O,X,X,X
LSTJZOI,X,O,O,O,X,O,O,X,X,X,X,O,X,X
LSTJOIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSTJOZI,X,O,O,O,X,O,O,X,X,X,X,O,X,X
LSTZIJO,X,O,O,O,X,O,X,X,X,X,O,X,X,X
LSTZIOJ,X,O,O,X,X,O,O,O,X,X,O,O,X,O
LSTZJIO,X,O,O,O,X,O,X,X,X,X,O,X,X,X
LSTZJOI,X,O,O,O,X,O,O,X,X,X,X,O,X,X
LSTZOIJ,X,O,O,X,X,O,O,O,X,X,O,O,X,X
LSTZOJI,X,O,O,X,X,O,O,X,X,X,X,O,X,X
LSTOIJZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LSTOIZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
LSTOJIZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LSTOJZI,X,O,O,O,X,O,O,X,X,X,X,O,X,X
LSTOZIJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
LSTOZJI,X,O,O,X,X,O,O,X,X,X,X,O,X,X
LSITJZO,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LSITJOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSITZJO,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LSITZOJ,X,O,O,X,X,O,O,O,X,X,O,O,X,O
LSITOJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSITOZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,O
LSIJTZO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSIJTOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSIJZTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSIJZOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIJOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIZTJO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSIZTOJ,X,X,O,X,X,O,O,X,X,X,O,O,X,O
LSIZJTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSIZJOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,O,X,X,O,X,O,X,X,O,O,X,X
LSIZOJT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LSIOTJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSIOTZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
LSIOJTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIOJZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,O,X,X,O,X,X,X,X,O,O,X,X
LSIOZJT,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LSJTIZO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSJTIOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSJTZIO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSJTZOI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
LSJTOIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSJTOZI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
LSJITZO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSJITOZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSJIZTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSJIZOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJIOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZTIO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSJZTOI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
LSJZITO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSJZIOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZOTI,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LSJZOIT,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LSJOTIZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJOTZI,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LSJOITZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJOIZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LSJOZIT,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LSZTIJO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSZTIOJ,X,X,O,X,X,O,O,X,X,X,O,O,X,X
LSZTJIO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSZTJOI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
LSZTOIJ,X,X,O,X,X,O,O,X,X,X,O,O,X,X
LSZTOJI,X,X,O,X,X,O,O,X,X,X,X,O,X,X
LSZITJO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSZITOJ,X,X,O,X,X,O,O,X,X,X,O,O,X,X
LSZIJTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSZIJOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,X,X,O,X,X,O,X,O,X,X,O,O,X,X
LSZIOJT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LSZJTIO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSZJTOI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
LSZJITO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LSZJIOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZJOTI,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LSZJOIT,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LSZOTIJ,X,X,O,X,X,O,O,X,X,X,O,O,X,X
LSZOTJI,X,X,O,X,X,O,O,X,X,X,X,O,X,X
LSZOITJ,X,X,O,X,X,O,X,O,X,X,O,O,X,X
LSZOIJT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LSZOJTI,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LSZOJIT,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LSOTIJZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LSOTIZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
LSOTJIZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LSOTJZI,X,O,O,O,X,O,O,X,X,X,X,O,X,X
LSOTZIJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
LSOTZJI,X,O,O,X,X,O,O,X,X,X,X,O,X,X
LSOITJZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSOITZJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
LSOIJTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOIJZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,O,O,X,X,O,X,X,X,X,O,O,X,X
LSOIZJT,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSOJTIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOJTZI,X,O,O,O,X,O,X,X,X,X,X,O,X,X
LSOJITZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOJIZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSOJZTI,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LSOJZIT,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LSOZTIJ,X,O,O,X,X,O,O,X,X,X,O,O,X,X
LSOZTJI,X,O,O,X,X,O,O,X,X,X,X,O,X,X
LSOZITJ,X,O,O,X,X,O,X,X,X,X,O,O,X,X
LSOZIJT,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSOZJTI,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSOZJIT,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LZTIJSO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTIJOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LZTISJO,O,O,O,X,X,O,X,X,X,X,X,X,O,X
LZTISOJ,X,O,O,X,X,O,X,O,O,O,X,O,O,X
LZTIOJS,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LZTIOSJ,X,O,O,X,X,O,X,O,X,O,X,X,O,X
LZTJISO,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LZTJIOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LZTJSIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTJSOI,O,O,O,X,O,O,X,X,O,X,X,O,X,X
LZTJOIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LZTJOSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LZTSIJO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTSIOJ,X,O,O,X,X,O,O,O,O,O,X,O,X,X
LZTSJIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTSJOI,O,O,O,X,X,O,O,X,O,X,X,O,X,X
LZTSOIJ,X,O,O,X,X,O,O,O,O,O,X,O,X,X
LZTSOJI,X,O,O,X,X,O,O,X,O,X,X,O,X,X
LZTOIJS,X,O,O,X,O,O,X,O,X,X,X,X,X,X
LZTOISJ,X,O,O,X,X,O,X,O,O,O,X,X,O,X
LZTOJIS,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LZTOJSI,X,O,O,X,O,O,X,X,O,X,X,X,X,X
LZTOSIJ,X,O,O,X,X,O,O,O,O,O,X,O,X,X
LZTOSJI,X,O,O,X,X,O,O,X,O,X,X,O,X,X
LZITJSO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LZITSJO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LZITSOJ,X,O,O,X,X,O,X,O,X,O,X,O,X,X
LZITOJS,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LZITOSJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X
LZIJTSO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LZIJTOS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LZIJSTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LZIJSOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LZIJOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LZIJOST,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LZISTJO,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LZISTOJ,X,X,O,X,X,O,O,X,X,X,X,O,X,X
LZISJTO,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LZISJOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZISOTJ,X,X,O,X,X,O,X,O,X,X,X,O,X,X
LZISOJT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LZIOTJS,X,O,O,X,X,O,X,O,X,X,X,X,X,X
