sequence,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbBmdBThBK?nBfoBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmbBRdB3hBa?oBTnBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbB/iBajBT?hB2sBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmbBSiBZjB3?hBTnBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbB2iBThB3?iBysBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbBidBThBm?nB3nBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFGdBZjBThB/?nBllBirB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhF3cBajBTiBO?rBlqBRxB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmdBZmBXnBz?sBqrBlqB
JSLTZIO,O,O,O,X,X,O,X,X,X
JSLTZOI,O,O,O,X,X,O,X,X,X
JSLTOIZ,O,O,O,X,X,O,X,X,X
JSLTOZI,O,O,O,X,X,O,X,X,X
JSLITZO,O,X,O,X,X,X,X,X,X
JSLITOZ,O,X,O,X,X,X,X,X,X
JSLIZTO,O,O,O,X,X,O,X,X,X
JSLIZOT,O,O,O,X,X,X,O,O,X
JSLIOTZ,X,X,X,X,X,X,O,O,X
JSLIOZT,O,X,O,X,X,X,O,O,X
JSLZTIO,O,O,O,X,X,O,X,X,X
JSLZTOI,O,O,O,X,X,O,X,X,X
JSLZITO,O,O,O,X,X,O,X,X,X
JSLZIOT,O,O,O,X,X,X,O,O,X
JSLZOTI,O,X,O,X,X,X,O,X,X
JSLZOIT,O,O,O,X,X,X,O,X,X
JSLOTIZ,O,X,O,X,X,X,O,X,X
JSLOTZI,O,X,O,X,X,X,O,X,X
JSLOITZ,X,X,X,X,X,X,O,X,X
JSLOIZT,O,O,O,X,X,X,O,X,X
JSLOZTI,O,X,O,X,X,X,O,X,X
JSLOZIT,O,O,O,X,X,X,O,X,X
JSZTILO,O,O,O,X,X,O,X,X,X
JSZTIOL,O,O,O,O,X,X,X,O,X
JSZTLIO,O,O,O,X,X,O,X,X,X
JSZTLOI,O,O,O,X,X,O,X,X,X
JSZTOIL,O,O,O,O,X,O,X,X,X
JSZTOLI,O,O,O,O,X,O,X,X,X
JSZITLO,O,X,O,X,X,X,X,X,X
JSZITOL,O,X,O,O,X,X,X,O,X
JSZILTO,O,X,O,X,X,O,X,X,X
JSZILOT,O,X,O,X,X,X,O,O,X
JSZIOTL,O,X,X,X,X,X,X,O,X
JSZIOLT,O,X,O,O,X,X,X,O,X
JSZLTIO,O,O,O,X,X,O,X,X,X
JSZLTOI,O,O,O,X,X,O,X,X,X
JSZLITO,O,O,O,X,X,O,X,X,X
JSZLIOT,O,O,O,X,X,X,O,O,X
JSZLOTI,O,X,O,X,X,X,O,X,X
JSZLOIT,O,O,O,X,X,X,O,X,X
JSZOTIL,O,X,O,X,X,X,X,X,X
JSZOTLI,O,X,O,X,X,X,X,X,X
JSZOITL,O,X,X,X,X,X,X,O,X
JSZOILT,O,X,O,O,X,X,X,O,X
JSZOLTI,O,X,O,X,X,X,X,X,X
JSZOLIT,O,O,O,O,X,X,X,X,X
JSOTILZ,X,X,O,X,X,X,X,X,X
JSOTIZL,O,X,O,X,X,X,X,X,X
JSOTLIZ,O,X,O,X,X,X,X,X,X
JSOTLZI,O,X,O,X,X,X,X,X,X
JSOTZIL,O,X,O,X,X,X,X,X,X
JSOTZLI,O,X,O,X,X,X,X,X,X
JSOITLZ,X,X,X,X,X,X,X,O,X
JSOITZL,X,X,X,X,X,X,X,O,X
JSOILTZ,X,X,X,X,X,X,X,O,X
JSOILZT,X,X,O,O,X,X,X,O,X
JSOIZTL,O,X,X,X,X,X,X,O,X
JSOIZLT,O,X,O,O,X,X,X,O,X
JSOLTIZ,O,X,O,X,X,X,X,X,X
JSOLTZI,O,X,O,X,X,X,X,X,X
JSOLITZ,X,X,X,X,X,X,X,X,X
JSOLIZT,O,O,O,O,X,X,X,X,X
JSOLZTI,O,X,O,X,X,X,X,X,X
JSOLZIT,O,O,O,O,X,X,X,X,X
JSOZTIL,O,X,O,X,X,X,X,X,X
JSOZTLI,O,X,O,X,X,X,X,X,X
JSOZITL,O,X,X,X,X,X,X,O,X
JSOZILT,O,X,O,O,X,X,X,O,X
JSOZLTI,O,X,O,X,X,X,X,X,X
JSOZLIT,O,O,O,O,X,X,X,X,X
JZTILSO,O,O,O,X,X,O,X,X,X
JZTILOS,X,O,X,O,O,O,X,X,X
JZTISLO,O,O,O,X,X,O,X,X,X
JZTISOL,O,O,O,O,X,X,X,O,X
JZTIOLS,O,O,O,O,O,O,X,O,X
JZTIOSL,X,X,O,O,X,O,X,O,X
JZTLISO,O,O,O,X,X,O,X,X,X
JZTLIOS,X,O,X,O,O,O,X,X,X
JZTLSIO,O,O,O,X,X,O,X,X,X
JZTLSOI,O,O,O,X,O,O,X,X,X
JZTLOIS,O,O,O,O,O,O,X,X,X
JZTLOSI,O,O,O,O,O,O,X,X,X
JZTSILO,O,O,O,X,X,O,X,X,X
JZTSIOL,O,O,O,O,X,X,X,O,X
JZTSLIO,O,O,O,X,X,O,X,X,X
JZTSLOI,O,O,O,X,X,O,X,X,X
JZTSOIL,O,O,O,O,X,O,X,X,X
JZTSOLI,O,O,O,O,X,O,X,X,X
JZTOILS,O,O,O,O,O,O,X,X,X
JZTOISL,X,X,O,O,X,O,X,X,X
JZTOLIS,O,O,O,O,O,O,X,X,X
JZTOLSI,O,O,O,O,O,O,X,X,X
JZTOSIL,X,O,O,O,X,O,X,X,X
JZTOSLI,X,O,O,O,X,O,X,X,X
JZITLSO,O,O,O,X,X,O,X,X,X
JZITLOS,X,O,X,O,O,O,X,X,X
JZITSLO,O,O,O,X,X,O,X,X,X
JZITSOL,O,O,O,O,X,X,X,O,X
JZITOLS,O,O,O,O,O,O,X,O,X
JZITOSL,X,X,O,O,X,O,X,O,X
JZILTSO,X,O,X,X,X,O,X,X,X
JZILTOS,X,O,X,O,O,O,X,X,X
JZILSTO,O,O,O,X,X,O,X,X,X
JZILSOT,O,O,O,X,X,X,O,O,X
JZILOTS,X,O,X,O,X,O,X,O,X
JZILOST,X,O,X,O,X,X,O,O,X
JZISTLO,O,X,O,X,X,X,X,X,X
JZISTOL,O,X,O,O,X,X,X,O,X
JZISLTO,O,X,O,X,X,O,X,X,X
JZISLOT,O,X,O,X,X,X,O,O,X
JZISOTL,O,X,X,X,X,X,X,O,X
JZISOLT,O,X,O,O,X,X,X,O,X
JZIOTLS,X,X,X,O,X,X,X,O,X
JZIOTSL,X,X,X,O,X,X,X,O,X
JZIOLTS,X,O,X,O,X,O,X,O,X
JZIOLST,X,O,X,O,X,X,X,O,X
JZIOSTL,X,X,X,X,X,X,X,O,O
JZIOSLT,X,X,O,O,X,X,X,O,O
JZLTISO,O,O,O,X,X,O,X,X,X
JZLTIOS,X,O,X,O,O,O,X,X,X
JZLTSIO,O,O,O,X,X,O,X,X,X
JZLTSOI,O,O,O,X,O,O,X,X,X
JZLTOIS,O,O,O,O,O,O,X,X,X
JZLTOSI,O,O,O,O,O,O,X,X,X
JZLITSO,X,O,X,X,X,O,X,X,X
JZLITOS,X,O,X,O,O,O,X,X,X
JZLISTO,O,O,O,X,X,O,X,X,X
JZLISOT,O,O,O,X,X,X,O,O,X
JZLIOTS,X,O,X,O,X,O,X,O,X
JZLIOST,X,O,X,O,X,X,O,O,X
JZLSTIO,O,O,O,X,X,O,X,X,X
JZLSTOI,O,O,O,X,O,O,X,X,X
JZLSITO,O,O,O,X,X,O,X,X,X
JZLSIOT,O,O,O,X,X,X,O,O,X
JZLSOTI,O,X,O,X,X,X,O,X,X
JZLSOIT,O,O,O,X,X,X,O,X,X
JZLOTIS,X,O,X,O,O,O,X,X,X
JZLOTSI,X,O,X,X,O,O,X,X,X
JZLOITS,X,O,X,O,X,O,X,X,X
JZLOIST,X,O,X,O,X,X,O,X,X
JZLOSTI,X,O,X,X,X,X,O,X,X
JZLOSIT,X,O,X,O,X,X,O,X,X
JZSTILO,O,O,O,X,X,O,X,X,X
JZSTIOL,O,O,O,O,X,X,X,O,X
JZSTLIO,O,O,O,X,X,O,X,X,X
JZSTLOI,O,O,O,X,X,O,X,X,X
JZSTOIL,O,O,O,O,X,O,X,X,X
JZSTOLI,O,O,O,O,X,O,X,X,X
JZSITLO,O,X,O,X,X,X,X,X,X
JZSITOL,O,X,O,O,X,X,X,O,X
JZSILTO,O,X,O,X,X,O,X,X,X
JZSILOT,O,X,O,X,X,X,O,O,X
JZSIOTL,O,X,X,X,X,X,X,O,X
JZSIOLT,O,X,O,O,X,X,X,O,X
JZSLTIO,O,O,O,X,X,O,X,X,X
JZSLTOI,O,O,O,X,X,O,X,X,X
JZSLITO,O,O,O,X,X,O,X,X,X
JZSLIOT,O,O,O,X,X,X,O,O,X
JZSLOTI,O,X,O,X,X,X,O,X,X
JZSLOIT,O,O,O,X,X,X,O,X,X
JZSOTIL,O,X,O,X,X,X,X,X,X
JZSOTLI,O,X,O,X,X,X,X,X,X
JZSOITL,O,X,X,X,X,X,X,O,X
JZSOILT,O,X,O,O,X,X,X,O,X
JZSOLTI,O,X,O,X,X,X,X,X,X
JZSOLIT,O,O,O,O,X,X,X,X,X
JZOTILS,X,O,O,O,X,O,X,X,X
JZOTISL,X,X,O,O,X,O,X,X,X
JZOTLIS,X,O,O,O,X,O,X,X,X
JZOTLSI,X,O,O,O,X,O,X,X,X
JZOTSIL,X,O,O,O,X,O,X,X,O
JZOTSLI,X,O,O,O,X,O,X,X,X
JZOITLS,X,X,X,O,X,X,X,O,X
JZOITSL,X,X,X,O,X,X,X,O,X
JZOILTS,X,O,X,O,X,O,X,O,X
JZOILST,X,O,X,O,X,X,X,O,X
JZOISTL,X,X,X,X,X,X,X,O,O
JZOISLT,X,X,O,O,X,X,X,O,O
JZOLTIS,X,O,X,O,X,O,X,X,X
JZOLTSI,X,O,X,X,X,O,X,X,X
JZOLITS,X,O,X,O,X,O,X,X,X
JZOLIST,X,O,X,O,X,X,X,X,X
JZOLSTI,X,O,X,X,X,X,X,X,X
JZOLSIT,X,O,X,O,X,X,X,X,O
JZOSTIL,X,O,O,X,X,X,X,X,O
JZOSTLI,X,O,O,X,X,X,X,X,X
JZOSITL,X,O,X,X,X,X,X,O,O
JZOSILT,X,O,O,O,X,X,X,O,O
JZOSLTI,X,O,O,X,X,X,X,X,X
JZOSLIT,X,O,O,O,X,X,X,X,O
JOTILSZ,X,O,O,O,X,O,X,X,X
JOTILZS,X,O,O,O,X,O,X,X,X
JOTISLZ,X,X,O,O,X,O,X,X,X
JOTISZL,X,X,O,O,X,O,X,X,X
JOTIZLS,X,O,O,O,X,O,X,X,X
JOTIZSL,X,X,O,O,X,O,X,X,X
JOTLISZ,X,O,O,O,X,O,X,X,X
JOTLIZS,X,O,O,O,X,O,X,X,X
JOTLSIZ,X,O,O,O,X,O,X,X,X
JOTLSZI,X,O,O,O,X,O,X,X,X
JOTLZIS,X,O,O,O,X,O,X,X,X
JOTLZSI,X,O,O,O,X,O,X,X,X
JOTSILZ,X,O,O,O,X,O,X,X,O
JOTSIZL,X,O,O,O,X,O,X,X,O
JOTSLIZ,X,O,O,O,X,O,X,X,X
JOTSLZI,X,O,O,O,X,O,X,X,X
JOTSZIL,X,O,O,O,X,O,X,X,O
JOTSZLI,X,O,O,O,X,O,X,X,X
JOTZILS,X,O,O,O,X,O,X,X,X
JOTZISL,X,X,O,O,X,O,X,X,X
JOTZLIS,X,O,O,O,X,O,X,X,X
JOTZLSI,X,O,O,O,X,O,X,X,X
JOTZSIL,X,O,O,O,X,O,X,X,O
JOTZSLI,X,O,O,O,X,O,X,X,X
JOITLSZ,X,X,X,O,X,X,X,O,X
JOITLZS,X,X,X,O,X,X,X,O,X
JOITSLZ,X,X,X,O,X,X,X,O,X
JOITSZL,X,X,X,O,X,X,X,O,X
JOITZLS,X,X,X,O,X,X,X,O,X
JOITZSL,X,X,X,O,X,X,X,O,X
JOILTSZ,X,X,X,X,X,X,X,O,X
JOILTZS,X,O,X,O,X,X,X,O,X
JOILSTZ,X,X,X,X,X,X,X,O,X
JOILSZT,X,O,X,O,X,X,X,O,X
JOILZTS,X,O,X,O,X,O,X,O,X
JOILZST,X,O,X,O,X,X,X,O,X
JOISTLZ,X,X,X,X,X,X,X,O,O
JOISTZL,X,X,X,X,X,X,X,O,O
JOISLTZ,X,X,X,X,X,X,X,O,O
JOISLZT,X,X,O,O,X,X,X,O,O
JOISZTL,X,X,X,X,X,X,X,O,O
JOISZLT,X,X,O,O,X,X,X,O,O
JOIZTLS,X,X,X,O,X,X,X,O,X
JOIZTSL,X,X,X,O,X,X,X,O,X
JOIZLTS,X,O,X,O,X,O,X,O,X
JOIZLST,X,O,X,O,X,X,X,O,X
JOIZSTL,X,X,X,X,X,X,X,O,O
JOIZSLT,X,X,O,O,X,X,X,O,O
JOLTISZ,X,O,X,X,X,O,X,X,X
JOLTIZS,X,O,X,O,X,O,X,X,X
JOLTSIZ,X,O,X,X,X,O,X,X,X
JOLTSZI,X,O,X,X,X,O,X,X,X
JOLTZIS,X,O,X,O,X,O,X,X,X
JOLTZSI,X,O,X,X,X,O,X,X,X
JOLITSZ,X,X,X,X,X,X,X,X,X
JOLITZS,X,O,X,O,X,X,X,X,X
JOLISTZ,X,X,X,X,X,X,X,X,X
JOLISZT,X,O,X,O,X,X,X,X,X
JOLIZTS,X,O,X,O,X,O,X,X,X
JOLIZST,X,O,X,O,X,X,X,X,X
JOLSTIZ,X,O,X,X,X,X,X,X,X
JOLSTZI,X,O,X,X,X,X,X,X,X
JOLSITZ,X,O,X,X,X,X,X,X,O
JOLSIZT,X,O,X,O,X,X,X,X,O
JOLSZTI,X,O,X,X,X,X,X,X,X
JOLSZIT,X,O,X,O,X,X,X,X,O
JOLZTIS,X,O,X,O,X,O,X,X,X
JOLZTSI,X,O,X,X,X,O,X,X,X
JOLZITS,X,O,X,O,X,O,X,X,X
JOLZIST,X,O,X,O,X,X,X,X,X
JOLZSTI,X,O,X,X,X,X,X,X,X
JOLZSIT,X,O,X,O,X,X,X,X,O
JOSTILZ,X,X,O,X,X,X,X,X,O
JOSTIZL,X,O,O,X,X,X,X,X,O
JOSTLIZ,X,O,O,X,X,X,X,X,X
JOSTLZI,X,O,O,X,X,X,X,X,X
JOSTZIL,X,O,O,X,X,X,X,X,O
JOSTZLI,X,O,O,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,X,X,O,O
JOSITZL,X,O,X,X,X,X,X,O,O
JOSILTZ,X,O,X,X,X,X,X,O,O
JOSILZT,X,O,O,O,X,X,X,O,O
JOSIZTL,X,O,X,X,X,X,X,O,O
JOSIZLT,X,O,O,O,X,X,X,O,O
JOSLTIZ,X,O,O,X,X,X,X,X,X
JOSLTZI,X,O,O,X,X,X,X,X,X
JOSLITZ,X,O,X,X,X,X,X,X,O
JOSLIZT,X,O,O,O,X,X,X,X,O
JOSLZTI,X,O,O,X,X,X,X,X,X
JOSLZIT,X,O,O,O,X,X,X,X,O
JOSZTIL,X,O,O,X,X,X,X,X,O
JOSZTLI,X,O,O,X,X,X,X,X,X
JOSZITL,X,O,X,X,X,X,X,O,O
JOSZILT,X,O,O,O,X,X,X,O,O
JOSZLTI,X,O,O,X,X,X,X,X,X
JOSZLIT,X,O,O,O,X,X,X,X,O
JOZTILS,X,O,O,O,X,O,X,X,X
JOZTISL,X,X,O,O,X,O,X,X,X
JOZTLIS,X,O,O,O,X,O,X,X,X
JOZTLSI,X,O,O,O,X,O,X,X,X
JOZTSIL,X,O,O,O,X,O,X,X,O
JOZTSLI,X,O,O,O,X,O,X,X,X
JOZITLS,X,X,X,O,X,X,X,O,X
JOZITSL,X,X,X,O,X,X,X,O,X
JOZILTS,X,O,X,O,X,O,X,O,X
JOZILST,X,O,X,O,X,X,X,O,X
JOZISTL,X,X,X,X,X,X,X,O,O
JOZISLT,X,X,O,O,X,X,X,O,O
JOZLTIS,X,O,X,O,X,O,X,X,X
JOZLTSI,X,O,X,X,X,O,X,X,X
JOZLITS,X,O,X,O,X,O,X,X,X
JOZLIST,X,O,X,O,X,X,X,X,X
JOZLSTI,X,O,X,X,X,X,X,X,X
JOZLSIT,X,O,X,O,X,X,X,X,O
JOZSTIL,X,O,O,X,X,X,X,X,O
JOZSTLI,X,O,O,X,X,X,X,X,X
JOZSITL,X,O,X,X,X,X,X,O,O
JOZSILT,X,O,O,O,X,X,X,O,O
JOZSLTI,X,O,O,X,X,X,X,X,X
JOZSLIT,X,O,O,O,X,X,X,X,O
STILJZO,O,O,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,X,X
STILZJO,O,O,X,X,X,X,X,X,X
STILZOJ,O,O,X,X,O,X,O,X,X
STILOJZ,O,O,X,X,O,X,O,X,X
STILOZJ,O,O,X,X,O,X,O,X,X
STIJLZO,O,O,O,X,X,O,X,X,X
STIJLOZ,O,O,O,X,X,X,X,X,X
STIJZLO,O,O,O,X,X,O,X,X,X
STIJZOL,O,O,O,O,X,X,X,X,X
STIJOLZ,X,O,O,O,X,X,X,X,X
STIJOZL,O,O,O,O,X,X,X,X,X
STIZLJO,O,O,X,X,X,X,X,X,X
STIZLOJ,O,O,X,X,O,X,O,X,X
STIZJLO,O,O,O,X,X,O,X,X,X
STIZJOL,O,O,O,O,X,X,X,X,X
STIZOLJ,O,O,X,O,O,X,X,X,X
STIZOJL,O,O,O,O,X,O,X,X,X
STIOLJZ,O,O,X,O,O,X,X,X,X
STIOLZJ,O,O,X,O,O,X,X,X,X
STIOJLZ,X,O,O,O,X,O,X,X,X
STIOJZL,O,O,O,O,X,O,X,X,X
STIOZLJ,O,O,X,O,O,X,X,X,X
STIOZJL,O,O,O,O,X,O,X,X,X
STLIJZO,O,O,X,X,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,X,X
STLIZJO,O,O,X,X,X,X,X,X,X
STLIZOJ,O,O,X,X,O,X,O,X,X
STLIOJZ,O,O,X,X,O,X,O,X,X
STLIOZJ,O,O,X,X,O,X,O,X,X
STLJIZO,O,O,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,X,X,X,X,X
STLJZIO,O,O,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,O,X,X,X,X
STLJOIZ,O,O,X,X,O,X,X,X,X
STLJOZI,O,O,X,X,O,X,X,X,X
STLZIJO,O,O,X,X,X,X,X,X,X
STLZIOJ,O,O,X,X,O,X,O,X,X
STLZJIO,O,O,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,O,X,X,X,X
STLZOIJ,O,O,X,X,O,X,O,X,X
STLZOJI,O,O,X,X,O,X,O,X,X
STLOIJZ,O,O,X,X,O,X,O,X,X
STLOIZJ,O,O,X,X,O,X,O,X,X
STLOJIZ,O,O,X,X,O,X,O,X,X
STLOJZI,O,O,X,X,O,X,O,X,X
STLOZIJ,O,O,X,X,O,X,O,X,X
STLOZJI,O,O,X,X,O,X,O,X,X
STJILZO,O,O,O,X,X,O,X,X,X
STJILOZ,O,O,O,X,X,X,X,X,X
STJIZLO,O,O,O,X,X,O,X,X,X
STJIZOL,O,O,O,O,X,X,X,X,X
STJIOLZ,X,O,O,O,X,X,X,X,X
STJIOZL,O,O,O,O,X,X,X,X,X
STJLIZO,O,O,O,X,X,O,X,X,X
STJLIOZ,O,O,O,X,X,X,X,X,X
STJLZIO,O,O,O,X,X,O,X,X,X
STJLZOI,O,O,O,X,X,O,X,X,X
STJLOIZ,O,O,O,X,X,O,X,X,X
STJLOZI,O,O,O,X,X,O,X,X,X
STJZILO,O,O,O,X,X,O,X,X,X
STJZIOL,O,O,O,O,X,X,X,X,X
STJZLIO,O,O,O,X,X,O,X,X,X
STJZLOI,O,O,O,X,X,O,X,X,X
STJZOIL,O,O,O,O,X,O,X,X,X
STJZOLI,O,O,O,O,X,O,X,X,X
STJOILZ,X,O,O,O,X,O,X,X,X
STJOIZL,O,O,O,O,X,O,X,X,X
STJOLIZ,O,O,O,O,X,O,X,X,X
STJOLZI,O,O,O,O,X,O,X,X,X
STJOZIL,O,O,O,O,X,O,X,X,X
STJOZLI,O,O,O,O,X,O,X,X,X
STZILJO,O,O,X,X,X,X,X,X,X
STZILOJ,O,O,X,X,O,X,O,X,X
STZIJLO,O,O,O,X,X,O,X,X,X
STZIJOL,O,O,O,O,X,X,X,X,X
STZIOLJ,O,O,X,O,O,X,X,X,X
STZIOJL,O,O,O,O,X,O,X,X,X
STZLIJO,O,O,X,X,X,X,X,X,X
STZLIOJ,O,O,X,X,O,X,O,X,X
STZLJIO,O,O,X,X,X,X,X,X,X
STZLJOI,O,O,X,X,O,X,X,X,X
STZLOIJ,O,O,X,X,O,X,O,X,X
STZLOJI,O,O,X,X,O,X,O,X,X
STZJILO,O,O,O,X,X,O,X,X,X
STZJIOL,O,O,O,O,X,X,X,X,X
STZJLIO,O,O,O,X,X,O,X,X,X
STZJLOI,O,O,O,X,X,O,X,X,X
STZJOIL,O,O,O,O,X,O,X,X,X
STZJOLI,O,O,O,O,X,O,X,X,X
STZOILJ,O,O,X,O,O,X,X,X,X
STZOIJL,O,O,O,O,X,O,X,X,X
STZOLIJ,O,O,X,O,O,X,X,X,X
STZOLJI,O,O,X,O,O,X,X,X,X
STZOJIL,O,O,O,O,X,O,X,X,X
STZOJLI,O,O,O,O,X,O,X,X,X
STOILJZ,O,O,X,O,O,X,X,X,X
STOILZJ,O,O,X,O,O,X,X,X,X
STOIJLZ,X,O,O,O,X,O,X,X,X
STOIJZL,O,O,O,O,X,O,X,X,X
STOIZLJ,O,O,X,O,O,X,X,X,X
STOIZJL,O,O,O,O,X,O,X,X,X
STOLIJZ,O,O,X,O,O,X,X,X,X
STOLIZJ,O,O,X,O,O,X,X,X,X
STOLJIZ,O,O,X,O,O,X,X,X,X
STOLJZI,O,O,X,O,O,X,X,X,X
STOLZIJ,O,O,X,O,O,X,X,X,X
STOLZJI,O,O,X,O,O,X,X,X,X
STOJILZ,X,O,O,O,X,O,X,X,X
STOJIZL,O,O,O,O,X,O,X,X,X
STOJLIZ,O,O,O,O,X,O,X,X,X
STOJLZI,O,O,O,O,X,O,X,X,X
STOJZIL,O,O,O,O,X,O,X,X,X
STOJZLI,O,O,O,O,X,O,X,X,X
STOZILJ,O,O,X,O,O,X,X,X,X
STOZIJL,O,O,O,O,X,O,X,X,X
STOZLIJ,O,O,X,O,O,X,X,X,X
STOZLJI,O,O,X,O,O,X,X,X,X
STOZJIL,O,O,O,O,X,O,X,X,X
STOZJLI,O,O,O,O,X,O,X,X,X
SITLJZO,O,X,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X,X
SITLZJO,O,X,X,X,X,X,X,X,X
SITLZOJ,O,X,X,X,O,X,O,X,X
SITLOJZ,O,X,X,X,O,X,O,X,X
SITLOZJ,O,X,X,X,O,X,O,X,X
SITJLZO,O,X,O,X,X,O,X,X,X
SITJLOZ,O,X,O,X,X,X,X,X,X
SITJZLO,O,X,O,X,X,O,X,X,X
SITJZOL,O,X,O,O,X,X,X,X,X
SITJOLZ,X,X,O,O,X,X,X,X,X
SITJOZL,O,X,O,O,X,X,X,X,X
SITZLJO,O,X,X,X,X,X,X,X,X
SITZLOJ,O,X,X,X,O,X,O,X,X
SITZJLO,O,X,O,X,X,O,X,X,X
SITZJOL,O,X,O,O,X,X,X,X,X
SITZOLJ,O,X,X,O,O,X,X,X,X
SITZOJL,O,X,O,O,X,O,X,X,X
SITOLJZ,O,X,X,O,O,X,X,X,X
SITOLZJ,O,X,X,O,O,X,X,X,X
SITOJLZ,X,X,O,O,X,O,X,X,X
SITOJZL,O,X,O,O,X,O,X,X,X
SITOZLJ,O,X,X,O,O,X,X,X,X
SITOZJL,O,X,O,O,X,O,X,X,X
SILTJZO,O,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,X,O,X,O,X,X
SILTOJZ,O,X,X,X,O,X,O,X,X
SILTOZJ,O,X,X,X,O,X,O,X,X
SILJTZO,O,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,O,X,X
SILJOTZ,X,X,X,X,X,X,O,X,X
SILJOZT,O,X,X,X,X,X,O,X,X
SILZTJO,O,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,O,X,O,X,X
SILZJTO,O,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,O,X,X
SILZOTJ,X,X,X,X,X,X,O,X,X
SILZOJT,O,X,X,X,X,X,O,O,X
SILOTJZ,X,X,X,X,X,X,O,X,X
SILOTZJ,X,X,X,X,X,X,O,X,X
SILOJTZ,X,X,X,X,X,X,O,O,X
SILOJZT,O,X,X,X,X,X,O,O,X
SILOZTJ,X,X,X,X,X,X,O,X,X
SILOZJT,O,X,X,X,X,X,O,O,X
SIJTLZO,O,X,O,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X
SIJTZLO,O,X,O,X,X,X,X,X,X
SIJTZOL,O,X,X,O,X,X,X,O,X
SIJTOLZ,X,X,X,O,X,X,X,O,X
SIJTOZL,O,X,X,O,X,X,X,O,X
SIJLTZO,O,X,O,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X
SIJLZTO,O,X,O,X,X,O,X,X,X
SIJLZOT,O,X,O,X,X,X,O,O,X
SIJLOTZ,X,X,X,X,X,X,O,O,X
SIJLOZT,O,X,O,X,X,X,O,O,X
SIJZTLO,O,X,O,X,X,X,X,X,X
SIJZTOL,O,X,X,O,X,X,X,O,X
SIJZLTO,O,X,O,X,X,O,X,X,X
SIJZLOT,O,X,O,X,X,X,O,O,X
SIJZOTL,O,X,X,X,X,X,X,O,X
SIJZOLT,O,X,O,O,X,X,X,O,X
SIJOTLZ,X,X,X,X,X,X,X,O,X
SIJOTZL,X,X,X,X,X,X,X,O,X
SIJOLTZ,X,X,X,X,X,X,X,O,X
SIJOLZT,X,X,O,O,X,X,X,O,X
SIJOZTL,O,X,X,X,X,X,X,O,X
SIJOZLT,O,X,O,O,X,X,X,O,X
SIZTLJO,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,O,X,O,X,X
SIZTJLO,O,X,O,X,X,O,X,X,X
SIZTJOL,O,X,O,O,X,X,X,X,X
SIZTOLJ,O,X,X,O,O,X,X,X,X
SIZTOJL,O,X,O,O,X,O,X,X,X
SIZLTJO,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,O,X,O,X,X
SIZLJTO,O,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,X,X,O,X,X
SIZLOTJ,X,X,X,X,X,X,O,X,X
SIZLOJT,O,X,X,X,X,X,O,O,X
SIZJTLO,O,X,O,X,X,X,X,X,X
SIZJTOL,O,X,X,O,X,X,X,O,X
SIZJLTO,O,X,O,X,X,O,X,X,X
SIZJLOT,O,X,O,X,X,X,O,O,X
SIZJOTL,O,X,X,X,X,X,X,O,X
SIZJOLT,O,X,O,O,X,X,X,O,X
SIZOTLJ,X,X,X,O,X,X,X,X,O
SIZOTJL,X,X,X,O,X,X,X,X,O
SIZOLTJ,X,X,X,X,X,X,O,X,O
SIZOLJT,O,X,X,O,X,X,O,O,O
SIZOJTL,O,X,X,X,X,X,X,O,O
SIZOJLT,O,X,X,O,X,X,X,O,O
SIOTLJZ,X,X,X,O,X,X,X,X,O
