sequence,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhF0cBxiBfrB6?rBmnBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhF0cBxiBzlB+?rBinB3sB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBKsBz?nBGmBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhFxdBUiBThBf?rBysBWxB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhFxdBumBXhBK?sBznBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeF8IvhFxdB6lB3hBO?sB8sBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhF0gBlhBmnBf?rB6rBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBmnBS?rBTsBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBOsB8?sBCmBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je37IvhF1hBxiBGmBK?sBznBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhF0gBlhBinBW?rB3sBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex8IvhFlgBUiBOoB6?rBfrBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je37IvhFqhB8lBusBZ?nBFoBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhF3hBZnBznBG?mBUrBCtB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeX9IvhFlgBOoBxmBS?rBTsBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeG8IvhFlgBymBXjBU?rBRsBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JefCJvhFlgB6nBOoB0?mBzlBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeC9IvhFlgB2nB0mBz?lBXoBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhFzhBXjB2rBC?mB0nBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhFzhB0iB2rBC?mBXoBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeC9IvhFlgB/nBOoB0?mBzlBxwB
JSOZTIL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOZILT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSOZLTI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZTILSO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTILOS,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTISLO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTISOL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTIOLS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOSL,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTLISO,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTLIOS,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZTLSIO,X,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTLSOI,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTLOIS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZTLOSI,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZTSILO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTSIOL,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
JZTSLIO,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JZTSLOI,X,O,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JZTSOIL,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
JZTSOLI,X,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZTOILS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTOISL,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTOLIS,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZTOLSI,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZTOSIL,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
JZTOSLI,X,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZITLSO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JZITLOS,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZITSLO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZITSOL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JZITOLS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZITOSL,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZILTSO,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JZILTOS,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZILSTO,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZILSOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILOTS,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZILOST,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZISTOL,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JZISLTO,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZISLOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISOTL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISOLT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZIOTLS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOTSL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JZIOLTS,X,X,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZIOLST,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZIOSTL,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSLT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLTISO,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JZLTIOS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZLTSIO,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JZLTSOI,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JZLTOIS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZLTOSI,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JZLITSO,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLITOS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLISOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOTS,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLSTOI,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLSITO,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLSIOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOTI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLSOIT,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLOTIS,X,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLOTSI,X,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLOIST,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLOSTI,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLOSIT,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSTIOL,O,X,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
JZSTLIO,O,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSTLOI,X,X,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSTOIL,O,X,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
JZSTOLI,X,X,X,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSITLO,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSITOL,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSILTO,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSILOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSIOTL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSIOLT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSLTIO,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSLTOI,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSLITO,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSLIOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOTI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSLOIT,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSOTIL,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSOTLI,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSOITL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOILT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSOLTI,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSOLIT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOTILS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOTISL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOTLIS,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOTLSI,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
JZOTSLI,X,O,X,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOITLS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOITSL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOILTS,X,X,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOILST,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOISTL,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOISLT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOLTIS,X,X,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOLTSI,X,X,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOLITS,X,X,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOLIST,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOLSTI,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOLSIT,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOSTIL,O,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
JZOSTLI,O,X,X,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOSITL,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSILT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOSLTI,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOSLIT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTILZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTISLZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTISZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTIZLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZSL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLISZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZIS,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTLZSI,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOTSILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTSLZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSZIL,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
JOTSZLI,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTZILS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTZISL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLIS,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTZLSI,X,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOTZSIL,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTZSLI,X,O,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
JOITLSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITLZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITSZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITZLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITZSL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILTSZ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOILTZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,X,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOILZST,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOISLTZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLTS,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOIZLST,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOIZSTL,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLTISZ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTZIS,O,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOLTZSI,X,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOLITSZ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLIZST,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSITZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLSZIT,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLZTIS,X,X,O,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOLZTSI,X,X,O,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOLZITS,X,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLZIST,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLZSTI,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLZSIT,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSILTZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSLZIT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZTISL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOZTLSI,X,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZTSLI,X,O,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
JOZITLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZILST,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZISTL,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZLTIS,X,X,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOZLTSI,X,X,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOZLITS,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZLIST,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZLSTI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZLSIT,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZSTLI,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZSLTI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZSLIT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STILJZO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILZJO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
STIJOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
STIZLJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
