sequence,v115@7gC8GeD8EeE8FeF8BeD8Jel6IvhF3bBuhBciBZmBTl?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFTdBFgBXhB0hBmq?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Jel6IvhFRcBciBOlBThBfr?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFlbBGdBihBTlBxr?B3rB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBUgBFiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBUgBFiByqB+r?BTsB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFUgBFhBXiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFxbB3gBFiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBalBFiBGmBTn?BUrB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFxbB3gBFiByqB+r?BTsB,v115@7gC8GeD8EeE8FeF8BeD8JeR8IvhFciBFgBThBfrBmk?BCsB,v115@7gC8GeD8EeE8FeF8BeD8JeaBJvhFTdBFgBfrBUnB5m?BmpB
LOTZSIJ,O,X,O,X,O,X,X,O,X,X,O,X
LOTZSJI,O,X,O,X,O,X,X,O,O,X,O,X
LOITJSZ,O,O,X,X,X,X,X,X,X,X,X,X
LOITJZS,O,O,X,O,X,X,X,X,X,X,X,X
LOITSJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOITSZJ,O,X,O,O,X,X,X,X,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,X,X,X,X,X
LOITZSJ,O,X,O,O,X,X,X,X,X,X,X,X
LOIJTSZ,O,O,X,X,X,X,X,X,X,X,X,X
LOIJTZS,O,O,X,O,X,X,X,X,X,X,X,X
LOIJSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LOIJSZT,O,X,X,O,X,X,X,X,X,X,X,X
LOIJZTS,O,O,X,O,X,X,X,X,X,X,X,X
LOIJZST,O,X,X,O,X,X,X,X,X,X,X,X
LOISTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOISTZJ,O,X,X,O,X,X,X,X,X,X,X,X
LOISJTZ,O,O,X,O,X,X,X,X,X,X,X,X
LOISJZT,O,X,X,O,X,X,X,X,X,X,X,X
LOISZTJ,O,X,X,O,X,X,X,X,X,X,X,X
LOISZJT,O,X,X,O,X,X,X,X,X,X,X,X
LOIZTJS,O,O,X,O,X,X,X,X,X,X,X,X
LOIZTSJ,O,X,O,O,X,X,X,X,X,X,X,X
LOIZJTS,O,O,X,O,X,X,X,X,O,X,X,X
LOIZJST,O,X,X,O,X,X,X,X,O,X,X,X
LOIZSTJ,O,X,X,O,X,X,X,X,X,X,X,X
LOIZSJT,O,X,X,O,X,X,X,X,X,X,X,X
LOJTISZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJTIZS,O,O,X,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,O,O,X,X,X,X,O,X,O,X,X
LOJTSZI,O,O,O,X,O,O,X,O,X,O,X,X
LOJTZIS,O,O,O,O,O,O,X,X,X,X,X,X
LOJTZSI,O,O,O,X,O,O,X,O,X,O,X,X
LOJITSZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJITZS,O,O,X,O,X,X,X,X,X,X,X,X
LOJISTZ,O,O,X,O,X,X,X,X,X,X,X,X
LOJISZT,O,X,X,O,X,X,X,X,X,X,X,X
LOJIZTS,O,O,X,O,X,X,X,X,X,X,X,X
LOJIZST,O,X,X,O,X,X,X,X,X,X,X,X
LOJSTIZ,O,O,O,X,X,X,X,O,X,O,X,X
LOJSTZI,O,O,O,X,O,O,X,O,X,O,X,X
LOJSITZ,O,O,O,X,X,X,X,O,X,O,X,X
LOJSIZT,O,X,O,X,X,X,X,O,X,O,X,X
LOJSZTI,O,O,O,X,O,O,X,O,X,O,X,X
LOJSZIT,O,X,O,X,O,O,X,O,X,O,X,X
LOJZTIS,O,O,O,O,O,O,X,X,X,X,X,X
LOJZTSI,O,O,O,X,O,O,X,O,X,O,X,X
LOJZITS,O,O,O,O,O,O,X,X,X,X,X,X
LOJZIST,O,X,X,O,O,O,X,X,X,X,X,X
LOJZSTI,O,O,O,X,O,O,X,O,X,O,X,X
LOJZSIT,O,X,O,X,O,O,X,O,X,O,X,X
LOSTIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSTIZJ,O,X,O,X,X,X,X,O,X,X,O,X
LOSTJIZ,O,O,O,X,X,X,X,O,X,X,X,X
LOSTJZI,O,O,O,X,X,X,X,O,X,X,O,X
LOSTZIJ,O,X,O,X,O,X,X,O,X,X,O,O
LOSTZJI,O,X,O,X,O,X,X,O,X,X,O,O
LOSITJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSITZJ,O,X,O,X,X,X,X,O,X,X,O,X
LOSIJTZ,O,O,O,X,X,X,X,X,X,O,X,X
LOSIJZT,O,X,O,X,X,X,X,X,X,O,X,X
LOSIZTJ,O,X,O,X,X,X,X,O,X,X,O,X
LOSIZJT,O,X,O,X,X,X,X,X,X,O,O,X
LOSJTIZ,O,O,O,X,X,X,X,X,X,O,X,X
LOSJTZI,O,O,O,X,X,O,X,X,X,O,O,X
LOSJITZ,O,O,O,X,X,X,X,X,X,O,X,X
LOSJIZT,O,X,O,X,X,X,X,X,X,O,X,X
LOSJZTI,O,O,O,X,X,O,X,X,X,O,O,X
LOSJZIT,O,X,O,X,X,O,X,X,X,O,O,X
LOSZTIJ,O,X,O,X,O,X,X,O,X,X,O,O
LOSZTJI,O,X,O,X,O,X,X,O,X,X,O,O
LOSZITJ,O,X,O,X,O,X,X,O,X,X,O,O
LOSZIJT,O,X,O,X,X,O,X,X,X,O,O,X
LOSZJTI,O,X,O,X,X,O,X,X,X,O,O,O
LOSZJIT,O,X,O,X,X,O,X,X,X,O,O,X
LOZTIJS,O,O,O,O,O,X,X,X,X,X,X,X
LOZTISJ,O,X,O,O,O,X,X,X,X,X,X,X
LOZTJIS,O,O,O,O,O,X,X,X,O,X,X,X
LOZTJSI,O,O,O,X,O,X,X,X,O,X,X,X
LOZTSIJ,O,X,O,X,O,X,X,O,X,X,O,X
LOZTSJI,O,X,O,X,O,X,X,O,O,X,O,X
LOZITJS,O,O,O,O,O,X,X,X,X,X,X,X
LOZITSJ,O,X,O,O,O,X,X,X,X,X,X,X
LOZIJTS,O,O,O,O,X,O,X,X,O,X,X,X
LOZIJST,O,X,X,O,X,O,X,X,O,X,X,X
LOZISTJ,O,X,O,O,O,X,X,X,X,X,X,X
LOZISJT,O,X,X,O,X,O,X,X,X,X,X,X
LOZJTIS,O,O,O,O,X,O,X,X,O,X,X,X
LOZJTSI,O,O,O,X,X,O,X,X,O,O,X,X
LOZJITS,O,O,O,O,X,O,X,X,O,X,X,X
LOZJIST,O,X,X,O,X,O,X,X,O,X,X,X
LOZJSTI,O,O,O,X,X,O,X,X,O,O,X,X
LOZJSIT,O,X,O,X,X,O,X,X,O,O,X,X
LOZSTIJ,O,X,O,X,O,X,X,O,X,X,O,O
LOZSTJI,O,X,O,X,O,X,X,O,X,X,O,O
LOZSITJ,O,X,O,X,O,X,X,O,X,X,O,O
LOZSIJT,O,X,O,X,X,O,X,X,X,O,O,X
LOZSJTI,O,X,O,X,X,O,X,X,X,O,O,O
LOZSJIT,O,X,O,X,X,O,X,X,X,O,O,X
JTILSZO,O,O,O,O,X,O,X,X,X,O,X,X
JTILSOZ,X,O,O,X,X,X,X,X,X,O,X,X
JTILZSO,O,O,O,O,X,O,X,X,X,O,X,X
JTILZOS,O,O,O,O,X,O,X,X,X,X,X,X
JTILOSZ,X,O,X,O,X,X,X,X,X,X,X,X
JTILOZS,X,O,X,O,X,X,X,X,X,X,X,X
JTISLZO,O,O,O,X,X,O,X,X,X,X,X,X
JTISLOZ,X,O,O,X,X,X,X,X,X,X,X,X
JTISZLO,O,X,O,X,X,X,O,O,X,X,X,X
JTISZOL,O,O,O,X,X,X,O,X,X,X,X,X
JTISOLZ,X,O,X,X,X,X,X,X,X,X,X,X
JTISOZL,X,O,O,X,X,X,X,X,X,X,X,X
JTIZLSO,O,O,O,O,O,O,O,X,X,O,X,X
JTIZLOS,X,O,O,O,O,O,X,X,X,X,X,X
JTIZSLO,O,X,O,O,X,X,O,O,X,X,X,X
JTIZSOL,O,O,O,X,X,X,O,X,X,X,X,X
JTIZOLS,X,O,O,O,X,X,X,X,X,X,X,X
JTIZOSL,O,O,O,X,X,X,O,X,X,X,X,X
JTIOLSZ,X,O,X,X,X,X,X,X,X,X,X,X
JTIOLZS,X,O,X,O,X,X,X,X,X,X,X,X
JTIOSLZ,X,O,X,O,X,X,X,X,X,X,X,X
JTIOSZL,X,O,X,O,X,X,X,X,X,X,X,X
JTIOZLS,X,O,X,O,X,X,X,X,X,X,X,X
JTIOZSL,X,O,X,O,X,X,X,X,X,X,X,X
JTLISZO,O,O,O,X,O,O,X,O,X,O,X,X
JTLISOZ,X,O,O,X,X,X,X,O,X,O,X,X
JTLIZSO,O,O,O,X,O,O,X,O,X,O,X,X
JTLIZOS,O,O,O,X,O,O,X,X,X,X,X,X
JTLIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JTLIOZS,X,O,X,X,X,X,X,X,X,X,X,X
JTLSIZO,X,O,O,X,O,O,X,O,X,O,X,X
JTLSIOZ,X,O,O,X,X,X,X,O,X,O,X,X
JTLSZIO,X,O,O,X,O,O,O,O,X,O,X,X
JTLSZOI,X,O,O,X,O,O,O,O,X,O,O,X
JTLSOIZ,X,O,O,X,X,X,X,O,X,O,X,X
JTLSOZI,X,O,O,X,O,O,X,O,X,O,O,X
JTLZISO,O,O,O,X,O,O,O,O,O,O,X,X
JTLZIOS,O,O,O,X,O,O,X,X,O,X,X,X
JTLZSIO,O,O,O,X,O,O,O,O,O,O,X,X
JTLZSOI,O,O,O,X,O,O,O,O,O,O,O,X
JTLZOIS,O,O,O,X,O,O,X,X,O,X,X,X
JTLZOSI,O,O,O,X,O,O,X,O,O,O,X,X
JTLOISZ,O,O,X,X,X,X,X,X,X,X,X,X
JTLOIZS,O,O,X,X,X,X,X,X,X,X,X,X
JTLOSIZ,O,O,O,X,X,X,X,O,X,O,X,X
JTLOSZI,O,O,O,X,O,O,X,O,X,O,X,X
JTLOZIS,O,O,O,X,O,O,X,X,X,X,X,X
JTLOZSI,O,O,O,X,O,O,X,O,X,O,X,X
JTSILZO,X,O,O,X,X,O,X,X,X,X,X,X
JTSILOZ,X,O,O,X,X,X,X,X,X,X,X,X
JTSIZLO,X,X,O,X,X,X,O,O,X,X,X,X
JTSIZOL,X,O,O,X,X,X,O,X,X,X,X,X
JTSIOLZ,X,O,X,X,X,X,X,X,X,X,X,X
JTSIOZL,X,O,O,X,X,X,X,X,X,X,X,X
JTSLIZO,X,O,O,X,X,O,X,X,X,O,X,X
JTSLIOZ,X,O,O,X,X,X,X,X,X,O,X,X
JTSLZIO,X,O,O,X,O,O,O,O,X,O,X,O
JTSLZOI,X,O,O,X,O,O,O,O,X,O,O,O
JTSLOIZ,X,O,O,X,X,X,X,X,X,O,X,X
JTSLOZI,X,O,O,X,X,O,X,X,X,O,O,X
JTSZILO,X,X,O,X,X,X,O,O,X,X,X,X
JTSZIOL,X,O,O,X,X,X,O,X,X,X,X,X
JTSZLIO,X,X,O,X,X,O,O,O,X,O,X,O
JTSZLOI,X,X,O,X,X,O,O,O,X,O,O,O
JTSZOIL,X,O,O,X,X,X,O,X,X,X,O,X
JTSZOLI,X,O,O,X,X,X,O,O,X,X,O,O
JTSOILZ,X,O,X,X,X,X,X,X,X,X,X,X
JTSOIZL,X,O,O,X,X,X,X,X,X,X,X,X
JTSOLIZ,X,O,O,X,X,X,X,X,X,X,X,X
JTSOLZI,X,O,O,X,X,O,X,X,X,X,X,X
JTSOZIL,X,O,O,X,X,X,O,X,X,X,O,X
JTSOZLI,X,O,O,X,X,X,O,O,X,X,O,O
JTZILSO,O,O,O,O,O,O,O,X,O,O,X,X
JTZILOS,O,O,O,O,O,O,X,X,O,X,X,X
JTZISLO,O,X,O,O,X,X,O,O,O,X,X,X
JTZISOL,O,O,O,X,X,X,O,X,X,X,X,X
JTZIOLS,O,O,O,O,X,X,X,X,X,X,X,X
JTZIOSL,O,O,O,O,X,X,O,X,X,X,X,X
JTZLISO,O,O,O,O,O,O,O,O,O,O,X,X
JTZLIOS,O,O,O,O,O,O,X,X,O,X,X,X
JTZLSIO,O,O,O,X,O,O,O,O,O,O,X,X
JTZLSOI,O,O,O,X,O,O,O,O,O,O,O,X
JTZLOIS,O,O,O,O,O,O,X,X,O,X,X,X
JTZLOSI,O,O,O,X,O,O,X,O,O,O,X,X
JTZSILO,O,X,O,O,X,X,O,O,O,X,X,X
JTZSIOL,O,O,O,X,X,X,O,X,X,X,X,X
JTZSLIO,O,X,O,X,X,O,O,O,O,O,X,X
JTZSLOI,O,X,O,X,X,O,O,O,O,O,O,X
JTZSOIL,O,O,O,O,X,X,O,X,X,X,O,X
JTZSOLI,O,O,O,X,X,X,O,O,O,X,O,X
JTZOILS,O,O,O,O,X,X,X,X,X,X,X,X
JTZOISL,O,O,O,O,X,X,O,X,X,X,X,X
JTZOLIS,O,O,O,O,X,O,X,X,O,X,X,X
JTZOLSI,O,O,O,X,X,O,X,X,O,O,X,X
JTZOSIL,O,O,O,O,X,X,O,X,X,X,X,X
JTZOSLI,O,O,O,X,X,X,O,O,O,X,X,X
JTOILSZ,O,O,X,X,X,X,X,X,X,X,X,X
JTOILZS,O,O,X,O,X,X,X,X,X,X,X,X
JTOISLZ,O,O,X,O,X,X,X,X,X,X,X,X
JTOISZL,O,O,X,O,X,X,X,X,X,X,X,X
JTOIZLS,O,O,X,O,X,X,X,X,X,X,X,X
JTOIZSL,O,O,X,O,X,X,X,X,X,X,X,X
JTOLISZ,O,O,X,X,X,X,X,X,X,X,X,X
JTOLIZS,O,O,X,X,X,X,X,X,X,X,X,X
JTOLSIZ,O,O,O,X,X,X,X,X,X,O,X,X
JTOLSZI,O,O,O,X,X,O,X,X,X,O,X,X
JTOLZIS,O,O,O,O,X,O,X,X,X,X,X,X
JTOLZSI,O,O,O,X,X,O,X,X,X,O,X,X
JTOSILZ,O,O,X,X,X,X,X,X,X,X,X,X
JTOSIZL,O,O,O,X,X,X,X,X,X,X,X,X
JTOSLIZ,O,O,O,X,X,X,X,X,X,X,X,X
JTOSLZI,O,O,O,X,X,O,X,X,X,X,X,X
JTOSZIL,O,O,O,O,X,X,O,X,X,X,X,X
JTOSZLI,O,O,O,X,X,X,O,O,X,X,X,O
JTOZILS,O,O,O,O,X,X,X,X,X,X,X,X
JTOZISL,O,O,O,O,X,X,O,X,X,X,X,X
JTOZLIS,O,O,O,O,X,O,X,X,X,X,X,X
JTOZLSI,O,O,O,X,X,O,X,X,X,O,X,X
JTOZSIL,O,O,O,O,X,X,O,X,X,X,X,X
JTOZSLI,O,O,O,X,X,X,O,O,X,X,X,X
JITLSZO,O,O,O,O,X,O,X,X,X,O,X,X
JITLSOZ,X,O,O,X,X,X,X,X,X,O,X,X
JITLZSO,O,O,O,O,X,O,X,X,X,O,X,X
JITLZOS,O,O,O,O,X,O,X,X,X,X,X,X
JITLOSZ,X,O,X,O,X,X,X,X,X,X,X,X
JITLOZS,X,O,X,O,X,X,X,X,X,X,X,X
JITSLZO,O,O,O,X,X,O,X,X,X,X,X,X
JITSLOZ,X,O,O,X,X,X,X,X,X,X,X,X
JITSZLO,O,X,O,X,X,X,O,O,X,X,X,X
JITSZOL,O,O,O,X,X,X,O,X,X,X,X,X
JITSOLZ,X,O,X,X,X,X,X,X,X,X,X,X
JITSOZL,X,O,O,X,X,X,X,X,X,X,X,X
JITZLSO,O,O,O,O,O,O,O,X,X,O,X,X
JITZLOS,X,O,O,O,O,O,X,X,X,X,X,X
JITZSLO,O,X,O,O,X,X,O,O,X,X,X,X
JITZSOL,O,O,O,X,X,X,O,X,X,X,X,X
JITZOLS,X,O,O,O,X,X,X,X,X,X,X,X
JITZOSL,O,O,O,X,X,X,O,X,X,X,X,X
JITOLSZ,X,O,X,X,X,X,X,X,X,X,X,X
JITOLZS,X,O,X,O,X,X,X,X,X,X,X,X
JITOSLZ,X,O,X,O,X,X,X,X,X,X,X,X
JITOSZL,X,O,X,O,X,X,X,X,X,X,X,X
JITOZLS,X,O,X,O,X,X,X,X,X,X,X,X
JITOZSL,X,O,X,O,X,X,X,X,X,X,X,X
JILTSZO,O,O,O,O,O,O,X,O,X,O,X,X
JILTSOZ,X,O,O,X,X,X,X,O,X,O,X,X
JILTZSO,O,O,O,O,O,O,X,O,X,O,X,X
JILTZOS,O,O,O,O,O,O,X,X,X,X,X,X
JILTOSZ,X,O,X,O,X,X,X,X,X,X,X,X
JILTOZS,X,O,X,O,X,X,X,X,X,X,X,X
JILSTZO,O,O,O,O,O,O,X,O,X,O,X,X
JILSTOZ,X,O,O,X,X,X,X,O,X,O,X,X
JILSZTO,O,X,O,O,O,O,O,O,X,O,X,X
JILSZOT,O,X,O,X,O,O,X,O,X,O,X,X
JILSOTZ,X,O,O,O,X,X,X,O,X,O,X,X
JILSOZT,X,X,O,O,X,X,X,O,X,O,X,X
JILZTSO,O,O,O,O,O,O,O,O,O,O,X,X
JILZTOS,O,O,O,O,O,O,X,X,O,X,X,X
JILZSTO,O,X,O,O,O,O,O,O,O,O,X,X
JILZSOT,O,X,O,X,O,O,X,O,O,O,X,X
JILZOTS,O,O,O,O,O,O,X,X,O,X,X,X
JILZOST,O,X,X,O,O,O,X,X,O,X,X,X
JILOTSZ,O,O,X,O,X,X,X,X,X,X,X,X
JILOTZS,O,O,X,O,X,X,X,X,X,X,X,X
JILOSTZ,O,O,X,O,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,O,X,X,X,X,X,X,X,X
JILOZTS,O,O,X,O,X,X,X,X,X,X,X,X
JILOZST,O,X,X,O,X,X,X,X,X,X,X,X
JISTLZO,O,O,O,X,X,X,X,X,X,X,X,X
JISTLOZ,X,O,O,X,X,X,X,X,X,X,X,X
JISTZLO,O,X,O,X,X,X,O,O,X,X,X,X
JISTZOL,O,O,O,X,X,X,O,X,X,X,X,X
JISTOLZ,X,O,X,X,X,X,X,X,X,X,X,X
JISTOZL,X,O,O,X,X,X,X,X,X,X,X,X
JISLTZO,O,O,O,O,X,X,X,X,X,X,X,X
JISLTOZ,X,O,O,X,X,X,X,X,X,X,X,X
JISLZTO,O,X,O,O,X,X,O,X,X,X,X,X
JISLZOT,O,X,O,X,X,X,X,X,X,X,X,X
JISLOTZ,X,O,O,O,X,X,X,X,X,X,X,X
JISLOZT,X,X,O,O,X,X,X,X,X,X,X,X
JISZTLO,O,X,O,O,X,X,O,O,X,X,X,X
JISZTOL,O,X,O,X,X,X,O,X,X,X,X,X
JISZLTO,O,X,O,O,O,X,O,X,X,X,X,X
JISZLOT,X,X,O,X,O,X,X,X,X,X,X,X
JISZOTL,O,X,O,X,X,X,O,X,X,X,X,X
JISZOLT,X,X,O,X,X,X,X,X,X,X,X,X
JISOTLZ,X,O,X,O,X,X,X,X,X,X,X,X
JISOTZL,X,O,O,O,X,X,X,X,X,X,X,X
JISOLTZ,X,O,X,O,X,X,X,X,X,X,X,X
JISOLZT,X,X,X,O,X,X,X,X,X,X,X,X
JISOZTL,X,X,O,O,X,X,O,X,X,X,X,X
JISOZLT,X,X,O,O,X,X,X,X,X,X,X,X
JIZTLSO,O,O,O,O,O,O,O,X,X,O,X,X
JIZTLOS,X,O,O,O,O,O,X,X,X,X,X,X
JIZTSLO,O,X,O,O,X,X,O,O,X,X,X,X
JIZTSOL,O,O,O,X,X,X,O,X,X,X,X,X
JIZTOLS,O,O,O,O,X,X,X,X,X,X,X,X
JIZTOSL,O,O,O,O,X,X,O,X,X,X,X,X
JIZLTSO,O,O,O,O,O,O,O,O,X,O,X,X
JIZLTOS,X,O,O,O,O,O,X,X,X,X,X,X
JIZLSTO,O,X,O,O,O,O,O,O,X,O,X,X
JIZLSOT,X,X,O,X,O,O,X,O,X,O,X,X
JIZLOTS,O,O,O,O,O,O,X,X,X,X,X,X
JIZLOST,O,X,X,O,O,O,X,X,X,X,X,X
JIZSTLO,O,X,O,O,X,X,O,O,X,X,X,X
JIZSTOL,O,X,O,X,X,X,O,X,X,X,X,X
JIZSLTO,O,X,O,O,O,X,O,X,X,X,X,X
JIZSLOT,X,X,O,X,O,X,X,X,X,X,X,X
JIZSOTL,O,X,O,X,X,X,O,X,X,X,X,X
JIZSOLT,O,X,O,X,X,X,X,X,X,X,X,X
JIZOTLS,O,O,O,O,X,X,X,X,X,X,X,X
JIZOTSL,O,O,O,O,X,X,O,X,X,X,X,X
JIZOLTS,O,O,X,O,O,X,X,X,X,X,X,X
JIZOLST,O,X,X,O,O,X,X,X,X,X,X,X
JIZOSTL,O,X,X,O,X,X,O,X,X,X,X,X
JIZOSLT,O,X,X,O,X,X,X,X,X,X,X,X
JIOTLSZ,O,O,X,X,X,X,X,X,X,X,X,X
JIOTLZS,O,O,X,O,X,X,X,X,X,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOTSZL,O,O,X,O,X,X,X,X,X,X,X,X
JIOTZLS,O,O,X,O,X,X,X,X,X,X,X,X
JIOTZSL,O,O,X,O,X,X,X,X,X,X,X,X
JIOLTSZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOLTZS,O,O,X,O,X,X,X,X,X,X,X,X
JIOLSTZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,O,X,X,X,X,X,X,X,X
JIOLZTS,O,O,X,O,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,O,X,X,X,X,X,X,X,X
JIOSTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOSTZL,O,O,X,O,X,X,X,X,X,X,X,X
JIOSLTZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOSLZT,O,X,X,O,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,O,X,X,O,X,X,X,X,X
JIOSZLT,O,X,X,O,X,X,X,X,X,X,X,X
JIOZTLS,O,O,X,O,X,X,X,X,X,X,X,X
JIOZTSL,O,O,X,O,X,X,O,X,X,X,X,X
JIOZLTS,O,O,X,O,O,X,X,X,X,X,X,X
JIOZLST,O,X,X,O,O,X,X,X,X,X,X,X
JIOZSTL,O,X,X,O,X,X,O,X,X,X,X,X
JIOZSLT,O,X,X,O,X,X,X,X,X,X,X,X
JLTISZO,O,O,O,X,O,O,X,O,X,O,X,X
JLTISOZ,X,O,O,X,X,X,X,O,X,O,X,X
JLTIZSO,O,O,O,X,O,O,X,O,X,O,X,X
JLTIZOS,O,O,O,X,O,O,X,X,X,X,X,X
JLTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLTIOZS,X,O,X,X,X,X,X,X,X,X,X,X
JLTSIZO,X,O,O,X,O,O,X,O,X,O,X,X
JLTSIOZ,X,O,O,X,X,X,X,O,X,O,X,X
JLTSZIO,X,O,O,X,O,O,O,O,X,O,X,X
JLTSZOI,X,O,O,X,O,O,O,O,X,O,O,X
JLTSOIZ,X,O,O,X,X,X,X,O,X,O,X,X
JLTSOZI,X,O,O,X,O,O,X,O,X,O,O,X
JLTZISO,O,O,O,X,O,O,O,O,O,O,X,X
JLTZIOS,O,O,O,X,O,O,X,X,O,X,X,X
JLTZSIO,O,O,O,X,O,O,O,O,O,O,X,X
JLTZSOI,O,O,O,X,O,O,O,O,O,O,O,X
JLTZOIS,O,O,O,X,O,O,X,X,O,X,X,X
JLTZOSI,O,O,O,X,O,O,X,O,O,O,X,X
JLTOISZ,O,O,X,X,X,X,X,X,X,X,X,X
JLTOIZS,O,O,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,O,O,X,X,X,X,O,X,O,X,X
JLTOSZI,O,O,O,X,O,O,X,O,X,O,X,X
JLTOZIS,O,O,O,X,O,O,X,X,X,X,X,X
JLTOZSI,O,O,O,X,O,O,X,O,X,O,X,X
JLITSZO,O,O,O,O,O,O,X,O,X,O,X,X
JLITSOZ,X,O,O,X,X,X,X,O,X,O,X,X
JLITZSO,O,O,O,O,O,O,X,O,X,O,X,X
JLITZOS,O,O,O,O,O,O,X,X,X,X,X,X
JLITOSZ,X,O,X,O,X,X,X,X,X,X,X,X
JLITOZS,X,O,X,O,X,X,X,X,X,X,X,X
JLISTZO,O,O,O,O,O,O,X,O,X,O,X,X
JLISTOZ,X,O,O,X,X,X,X,O,X,O,X,X
JLISZTO,O,X,O,O,O,O,O,O,X,O,X,X
JLISZOT,O,X,O,X,O,O,X,O,X,O,X,X
JLISOTZ,X,O,O,O,X,X,X,O,X,O,X,X
JLISOZT,X,X,O,O,X,X,X,O,X,O,X,X
JLIZTSO,O,O,O,O,O,O,O,O,O,O,X,X
JLIZTOS,O,O,O,O,O,O,X,X,O,X,X,X
JLIZSTO,O,X,O,O,O,O,O,O,O,O,X,X
JLIZSOT,O,X,O,X,O,O,X,O,O,O,X,X
JLIZOTS,O,O,O,O,O,O,X,X,O,X,X,X
JLIZOST,O,X,X,O,O,O,X,X,O,X,X,X
JLIOTSZ,O,O,X,O,X,X,X,X,X,X,X,X
JLIOTZS,O,O,X,O,X,X,X,X,X,X,X,X
JLIOSTZ,O,O,X,O,X,X,X,X,X,X,X,X
JLIOSZT,O,X,X,O,X,X,X,X,X,X,X,X
JLIOZTS,O,O,X,O,X,X,X,X,X,X,X,X
JLIOZST,O,X,X,O,X,X,X,X,X,X,X,X
JLSTIZO,X,O,O,X,O,O,X,O,X,O,X,X
JLSTIOZ,X,O,O,X,X,X,X,O,X,O,X,X
JLSTZIO,X,O,O,X,O,O,O,O,X,O,X,X
JLSTZOI,X,O,O,X,O,O,O,O,X,O,O,X
JLSTOIZ,X,O,O,X,X,X,X,O,X,O,X,X
JLSTOZI,X,O,O,X,O,O,X,O,X,O,O,X
JLSITZO,X,O,O,X,O,O,X,O,X,O,X,X
JLSITOZ,X,O,O,X,X,X,X,O,X,O,X,X
JLSIZTO,X,X,O,X,O,O,O,O,X,O,X,X
JLSIZOT,X,X,O,X,O,O,X,O,X,O,X,X
JLSIOTZ,X,O,O,X,X,X,X,O,X,O,X,X
JLSIOZT,X,X,O,X,X,X,X,O,X,O,X,X
JLSZTIO,X,O,O,X,O,O,O,O,X,O,X,X
JLSZTOI,X,O,O,X,O,O,O,O,X,O,O,X
JLSZITO,X,X,O,X,O,O,O,O,X,O,X,X
JLSZIOT,X,X,O,X,O,O,X,O,X,O,X,X
JLSZOTI,X,O,O,X,O,O,X,O,X,O,O,X
JLSZOIT,X,X,O,X,O,O,X,O,X,O,O,X
JLSOTIZ,X,O,O,X,X,X,X,O,X,O,X,X
JLSOTZI,X,O,O,X,O,O,X,O,X,O,O,X
JLSOITZ,X,O,O,X,X,X,X,O,X,O,X,X
JLSOIZT,X,X,O,X,X,X,X,O,X,O,X,X
JLSOZTI,X,O,O,X,O,O,X,O,X,O,O,X
JLSOZIT,X,X,O,X,O,O,X,O,X,O,O,X
JLZTISO,O,O,O,O,O,O,O,O,O,O,X,X
JLZTIOS,O,O,O,O,O,O,X,X,O,X,X,X
JLZTSIO,O,O,O,X,O,O,O,O,O,O,X,X
JLZTSOI,O,O,O,X,O,O,O,O,O,O,O,X
JLZTOIS,O,O,O,O,O,O,X,X,O,X,X,X
JLZTOSI,O,O,O,X,O,O,X,O,O,O,X,X
JLZITSO,O,O,O,O,O,O,O,O,O,O,X,X
JLZITOS,O,O,O,O,O,O,X,X,O,X,X,X
JLZISTO,O,X,O,O,O,O,O,O,O,O,X,X
JLZISOT,O,X,O,X,O,O,X,O,O,O,X,X
