sequence,v115@PhC8GeD8BeB8AeC8JeT/IvhFelBChBxiBlmBcsB3qB,v115@PhC8GeD8BeB8AeC8Je/EJvhFRgBzhBCjBOqB8qBFsB,v115@PhC8GeD8BeB8AeC8Jei/IvhFFhBxiBzkB+qB3mBcsB,v115@PhC8GeD8BeB8AeC8JemAJvhFzhBCjBxkB0kB3qBFsB,v115@PhC8GeD8BeB8AeC8Jex/IvhFmhBCjB0kBXmBFsBTqB,v115@PhC8GeD8BeB8AeC8Je/EJvhFUgBamBWnBxnBTqBFsB,v115@PhC8GeD8BeB8AeC8JemBJvhFCjBxkBXmB0kBFsBTqB,v115@PhC8GeD8BeB8AeC8Jei/IvhFFhBxiBWqB3mBcsBTqB,v115@PhC8GeD8BeB8AeC8Je3BJvhFxkBOsBlkBUmBCoBTqB
ZTLSIJO,O,O,O,O,O,O,O,O,X
ZTLSIOJ,O,O,O,O,O,O,X,O,X
ZTLSJIO,O,O,O,O,O,O,O,O,X
ZTLSJOI,O,O,O,O,O,O,X,O,X
ZTLSOIJ,O,O,O,O,O,O,X,O,X
ZTLSOJI,O,O,X,O,O,O,X,X,X
ZTLOIJS,O,O,O,O,O,O,X,X,X
ZTLOISJ,O,O,O,X,O,O,X,X,X
ZTLOJIS,O,O,O,X,O,O,X,X,X
ZTLOJSI,O,O,O,X,O,O,X,X,X
ZTLOSIJ,O,O,O,O,O,O,X,X,X
ZTLOSJI,O,O,O,O,O,O,X,X,X
ZTJILSO,O,O,O,X,O,O,X,O,X
ZTJILOS,O,O,O,X,O,O,X,X,X
ZTJISLO,O,O,O,X,O,O,X,O,X
ZTJISOL,O,O,O,X,O,O,X,O,X
ZTJIOLS,O,O,O,X,O,O,X,X,X
ZTJIOSL,O,O,O,X,X,O,X,X,X
ZTJLISO,O,O,O,X,O,O,X,O,X
ZTJLIOS,O,O,O,X,O,O,X,X,X
ZTJLSIO,O,O,O,X,O,O,O,O,X
ZTJLSOI,O,O,O,X,O,O,X,O,X
ZTJLOIS,O,O,O,X,O,O,X,X,X
ZTJLOSI,O,O,O,X,O,O,X,X,X
ZTJSILO,O,O,O,X,O,O,O,O,X
ZTJSIOL,O,O,O,X,O,O,X,O,X
ZTJSLIO,O,O,O,X,O,O,O,O,X
ZTJSLOI,O,O,O,X,O,O,X,O,X
ZTJSOIL,O,O,O,X,O,O,X,O,X
ZTJSOLI,O,O,O,X,O,O,X,O,X
ZTJOILS,O,O,O,X,O,O,X,X,X
ZTJOISL,O,O,O,X,X,O,X,X,X
ZTJOLIS,O,O,O,X,O,O,X,X,X
ZTJOLSI,O,O,O,X,O,O,X,X,X
ZTJOSIL,O,O,O,X,O,O,X,X,X
ZTJOSLI,O,O,O,X,O,O,X,X,X
ZTSILJO,O,O,O,O,O,O,O,O,X
ZTSILOJ,O,O,O,O,O,O,X,O,X
ZTSIJLO,O,O,O,O,O,O,O,O,X
ZTSIJOL,O,O,O,O,O,O,X,O,X
ZTSIOLJ,O,O,O,O,O,O,X,O,X
ZTSIOJL,O,O,O,O,O,O,X,O,X
ZTSLIJO,O,O,O,O,O,O,O,O,X
ZTSLIOJ,O,O,O,O,O,O,X,O,X
ZTSLJIO,O,O,O,O,O,O,O,O,X
ZTSLJOI,O,O,O,O,O,O,X,O,X
ZTSLOIJ,O,O,O,O,O,O,X,O,X
ZTSLOJI,O,O,X,O,O,O,X,X,X
ZTSJILO,O,O,O,O,O,O,O,O,X
ZTSJIOL,O,O,O,O,O,O,X,O,X
ZTSJLIO,O,O,O,O,O,O,O,O,X
ZTSJLOI,O,O,O,O,O,O,X,O,X
ZTSJOIL,O,O,O,O,O,O,X,O,X
ZTSJOLI,O,O,O,O,O,O,X,O,X
ZTSOILJ,O,O,O,O,O,O,X,O,X
ZTSOIJL,O,O,O,O,O,O,X,O,X
ZTSOLIJ,O,O,O,O,O,O,X,O,X
ZTSOLJI,O,O,O,O,O,O,X,X,X
ZTSOJIL,O,O,O,O,O,O,X,O,X
ZTSOJLI,O,O,O,O,O,O,X,O,X
ZTOILJS,O,O,O,O,O,O,X,X,X
ZTOILSJ,O,O,O,X,O,O,X,X,X
ZTOIJLS,O,O,O,O,O,O,X,X,X
ZTOIJSL,O,O,O,X,X,O,X,X,X
ZTOISLJ,O,O,O,X,O,O,X,X,X
ZTOISJL,O,O,O,X,O,O,X,X,X
ZTOLIJS,O,O,O,O,O,O,X,X,X
ZTOLISJ,O,O,O,X,O,O,X,X,X
ZTOLJIS,O,O,O,X,O,O,X,X,X
ZTOLJSI,O,O,O,X,O,O,X,X,X
ZTOLSIJ,O,O,O,O,O,O,X,X,X
ZTOLSJI,O,O,O,O,O,O,X,X,X
ZTOJILS,O,O,O,X,O,O,X,X,X
ZTOJISL,O,O,O,X,X,O,X,X,X
ZTOJLIS,O,O,O,X,O,O,X,X,X
ZTOJLSI,O,O,O,X,O,O,X,X,X
ZTOJSIL,O,O,O,X,O,O,X,X,X
ZTOJSLI,O,O,O,X,O,O,X,X,X
ZTOSILJ,O,O,O,O,O,O,X,X,X
ZTOSIJL,O,O,O,O,O,O,X,X,X
ZTOSLIJ,O,O,O,O,O,O,X,X,X
ZTOSLJI,O,O,O,O,O,O,X,X,X
ZTOSJIL,O,O,O,O,O,O,X,X,X
ZTOSJLI,O,O,O,O,O,O,X,X,X
ZITLJSO,O,O,O,X,O,O,X,O,X
ZITLJOS,O,O,O,O,O,O,X,X,X
ZITLSJO,O,O,O,X,O,O,O,O,X
ZITLSOJ,O,O,O,X,O,O,X,O,X
ZITLOJS,O,O,O,O,O,O,X,X,X
ZITLOSJ,O,O,O,X,O,O,X,X,X
ZITJLSO,O,O,O,X,O,O,X,O,X
ZITJLOS,O,O,O,O,O,O,X,X,X
ZITJSLO,O,O,O,X,O,O,X,O,X
ZITJSOL,O,O,O,X,O,O,X,O,X
ZITJOLS,O,O,O,O,O,O,X,X,X
ZITJOSL,O,O,O,X,X,O,X,X,X
ZITSLJO,O,O,O,X,O,O,O,O,X
ZITSLOJ,O,O,O,X,O,O,X,O,X
ZITSJLO,O,O,O,X,O,O,O,O,X
ZITSJOL,O,O,O,X,O,O,X,O,X
ZITSOLJ,O,O,O,X,O,O,X,O,X
ZITSOJL,O,O,O,X,O,O,X,O,X
ZITOLJS,O,O,O,O,O,O,X,X,X
ZITOLSJ,O,O,O,X,O,O,X,X,X
ZITOJLS,O,O,O,O,O,O,X,X,X
ZITOJSL,O,O,O,X,X,O,X,X,X
ZITOSLJ,O,O,O,X,O,O,X,X,X
ZITOSJL,O,O,O,X,O,O,X,X,X
ZILTJSO,O,O,O,X,O,X,X,O,X
ZILTJOS,O,O,O,O,O,X,X,X,X
ZILTSJO,O,O,O,X,O,X,O,O,X
ZILTSOJ,O,O,O,X,O,X,X,O,X
ZILTOJS,O,O,O,O,O,X,X,X,X
ZILTOSJ,O,O,O,X,O,X,X,X,X
ZILJTSO,O,O,O,X,O,X,X,O,X
ZILJTOS,O,O,O,O,O,X,X,X,X
ZILJSTO,X,O,O,X,X,X,X,O,X
ZILJSOT,X,O,O,X,X,X,X,O,X
ZILJOTS,O,X,O,X,X,X,X,X,X
ZILJOST,X,X,O,X,X,X,X,O,X
ZILSTJO,O,O,O,X,O,X,X,O,X
ZILSTOJ,O,O,O,X,O,X,X,O,X
ZILSJTO,O,O,O,X,X,X,X,O,X
ZILSJOT,O,O,O,X,X,X,X,O,X
ZILSOTJ,O,O,O,X,X,X,X,O,X
ZILSOJT,O,X,O,X,X,X,X,O,X
ZILOTJS,O,X,O,X,O,X,X,X,X
ZILOTSJ,O,X,O,X,O,X,X,X,X
ZILOJTS,O,X,O,X,X,X,X,X,X
ZILOJST,X,X,O,X,X,X,X,O,X
ZILOSTJ,O,X,O,X,X,X,X,O,X
ZILOSJT,O,X,O,X,X,X,X,O,X
ZIJTLSO,O,O,O,X,O,X,X,O,X
ZIJTLOS,O,O,O,O,O,X,X,X,X
ZIJTSLO,O,O,O,X,O,X,X,O,X
ZIJTSOL,O,O,O,X,O,X,X,O,X
ZIJTOLS,O,O,O,O,O,X,X,X,X
ZIJTOSL,O,O,O,X,X,X,X,X,X
ZIJLTSO,O,O,O,X,O,X,X,O,X
ZIJLTOS,O,O,O,O,O,X,X,X,X
ZIJLSTO,X,O,O,X,X,X,X,O,X
ZIJLSOT,X,O,O,X,X,X,X,O,X
ZIJLOTS,O,X,O,X,X,X,X,X,X
ZIJLOST,X,X,O,X,X,X,X,O,X
ZIJSTLO,O,O,O,X,O,X,X,O,O
ZIJSTOL,O,O,O,X,O,X,X,O,O
ZIJSLTO,O,O,O,X,X,X,X,O,O
ZIJSLOT,O,O,O,X,X,X,X,O,O
ZIJSOTL,O,O,O,X,X,X,X,O,O
ZIJSOLT,O,O,O,X,X,X,X,O,O
ZIJOTLS,O,X,O,X,X,X,X,X,X
ZIJOTSL,O,X,O,X,X,X,X,X,X
ZIJOLTS,O,X,O,X,X,X,X,X,X
ZIJOLST,X,X,O,X,X,X,X,O,X
ZIJOSTL,O,X,O,X,X,X,X,O,X
ZIJOSLT,O,X,O,X,X,X,X,O,X
ZISTLJO,O,O,O,X,O,O,O,O,X
ZISTLOJ,O,O,O,X,O,O,X,O,X
ZISTJLO,O,O,O,X,O,O,O,O,X
ZISTJOL,O,O,O,X,O,O,X,O,X
ZISTOLJ,O,O,O,X,O,O,X,O,X
ZISTOJL,O,O,O,X,O,O,X,O,X
ZISLTJO,O,O,O,X,O,O,X,O,X
ZISLTOJ,O,O,O,X,O,O,X,O,X
ZISLJTO,O,O,O,X,X,X,X,O,X
ZISLJOT,O,O,O,X,X,X,X,O,X
ZISLOTJ,O,O,O,X,X,X,X,O,X
ZISLOJT,O,X,O,X,X,X,X,O,X
ZISJTLO,O,O,O,X,O,O,X,O,X
ZISJTOL,O,O,O,X,O,O,X,O,X
ZISJLTO,O,O,O,X,X,X,X,O,X
ZISJLOT,O,O,O,X,X,X,X,O,X
ZISJOTL,O,O,O,X,X,X,X,O,X
ZISJOLT,O,O,O,X,X,X,X,O,X
ZISOTLJ,O,O,O,X,O,O,X,O,X
ZISOTJL,O,O,O,X,O,O,X,O,X
ZISOLTJ,O,O,O,X,X,O,X,O,X
ZISOLJT,O,X,O,X,X,X,X,O,X
ZISOJTL,O,X,O,X,X,O,X,O,X
ZISOJLT,O,X,O,X,X,X,X,O,X
ZIOTLJS,O,X,O,X,O,O,X,X,X
ZIOTLSJ,O,X,O,X,O,O,X,X,X
ZIOTJLS,O,X,O,X,O,O,X,X,X
ZIOTJSL,O,X,O,X,X,O,X,X,X
ZIOTSLJ,O,X,O,X,O,O,X,X,X
ZIOTSJL,O,X,O,X,O,O,X,X,X
ZIOLTJS,O,X,O,X,O,X,X,X,X
ZIOLTSJ,O,X,O,X,O,X,X,X,X
ZIOLJTS,O,X,O,X,X,X,X,X,X
ZIOLJST,X,X,O,X,X,X,X,O,X
ZIOLSTJ,O,X,O,X,X,X,X,O,X
ZIOLSJT,O,X,O,X,X,X,X,O,X
ZIOJTLS,O,X,O,X,X,X,X,X,X
ZIOJTSL,O,X,O,X,X,X,X,X,X
ZIOJLTS,O,X,O,X,X,X,X,X,X
ZIOJLST,X,X,O,X,X,X,X,O,X
ZIOJSTL,O,X,O,X,X,X,X,O,X
ZIOJSLT,O,X,O,X,X,X,X,O,X
ZIOSTLJ,O,X,O,X,O,O,X,O,X
ZIOSTJL,O,X,O,X,O,O,X,O,X
ZIOSLTJ,O,X,O,X,X,O,X,O,X
ZIOSLJT,O,X,O,X,X,X,X,O,X
ZIOSJTL,O,X,O,X,X,O,X,O,X
ZIOSJLT,O,X,O,X,X,X,X,O,X
ZLTIJSO,O,O,O,X,O,O,X,O,X
ZLTIJOS,O,O,O,O,O,O,X,X,X
ZLTISJO,O,O,O,X,O,O,O,O,X
ZLTISOJ,O,O,O,X,O,O,X,O,X
ZLTIOJS,O,O,O,O,O,O,X,X,X
ZLTIOSJ,O,O,O,X,O,O,X,X,X
ZLTJISO,O,O,O,X,O,O,X,O,X
ZLTJIOS,O,O,O,X,O,O,X,X,X
ZLTJSIO,O,O,O,X,O,O,O,O,X
ZLTJSOI,O,O,O,X,O,O,X,O,X
ZLTJOIS,O,O,O,X,O,O,X,X,X
ZLTJOSI,O,O,X,X,O,O,X,X,X
ZLTSIJO,O,O,O,O,O,O,O,O,X
ZLTSIOJ,O,O,O,O,O,O,X,O,X
ZLTSJIO,O,O,O,O,O,O,O,O,X
ZLTSJOI,O,O,O,O,O,O,X,O,X
ZLTSOIJ,O,O,O,O,O,O,X,O,X
ZLTSOJI,O,O,X,O,O,O,X,X,X
ZLTOIJS,O,O,O,O,O,O,X,X,X
ZLTOISJ,O,O,O,X,O,O,X,X,X
ZLTOJIS,O,O,O,X,O,O,X,X,X
ZLTOJSI,O,O,O,X,O,O,X,X,X
ZLTOSIJ,O,O,O,O,O,O,X,X,X
ZLTOSJI,O,O,O,O,O,O,X,X,X
ZLITJSO,O,O,O,X,O,X,X,O,X
ZLITJOS,O,O,O,O,O,X,X,X,X
ZLITSJO,O,O,O,X,O,X,O,O,X
ZLITSOJ,O,O,O,X,O,X,X,O,X
ZLITOJS,O,O,O,O,O,X,X,X,X
ZLITOSJ,O,O,O,X,O,X,X,X,X
ZLIJTSO,O,O,O,X,O,X,X,O,X
ZLIJTOS,O,O,O,O,O,X,X,X,X
ZLIJSTO,X,O,O,X,X,X,X,O,X
ZLIJSOT,X,O,O,X,X,X,X,O,X
ZLIJOTS,O,X,O,X,X,X,X,X,X
ZLIJOST,X,X,O,X,X,X,X,O,X
ZLISTJO,O,O,O,X,O,X,X,O,X
ZLISTOJ,O,O,O,X,O,X,X,O,X
ZLISJTO,O,O,O,X,X,X,X,O,X
ZLISJOT,O,O,O,X,X,X,X,O,X
ZLISOTJ,O,O,O,X,X,X,X,O,X
ZLISOJT,O,X,O,X,X,X,X,O,X
ZLIOTJS,O,X,O,X,O,X,X,X,X
ZLIOTSJ,O,X,O,X,O,X,X,X,X
ZLIOJTS,O,X,O,X,X,X,X,X,X
ZLIOJST,X,X,O,X,X,X,X,O,X
ZLIOSTJ,O,X,O,X,X,X,X,O,X
ZLIOSJT,O,X,O,X,X,X,X,O,X
ZLJTISO,O,O,O,X,O,X,X,O,X
ZLJTIOS,O,O,O,X,O,X,X,X,X
ZLJTSIO,O,O,O,X,O,X,X,O,X
ZLJTSOI,O,O,O,X,O,X,X,O,X
ZLJTOIS,O,O,O,X,O,X,X,X,X
ZLJTOSI,O,O,O,X,O,X,X,X,X
ZLJITSO,O,O,O,X,O,X,X,O,X
ZLJITOS,O,O,O,X,O,X,X,X,X
ZLJISTO,X,O,O,X,X,X,X,O,X
ZLJISOT,X,O,O,X,X,X,X,O,X
ZLJIOTS,O,X,O,X,X,X,X,X,X
ZLJIOST,X,X,O,X,X,X,X,O,X
ZLJSTIO,X,O,O,X,X,X,X,O,X
ZLJSTOI,X,O,O,X,X,X,X,O,X
ZLJSITO,X,O,O,X,X,X,X,O,X
ZLJSIOT,X,O,O,X,X,X,X,O,X
ZLJSOTI,X,O,O,X,X,X,X,O,X
ZLJSOIT,X,O,O,X,X,X,X,O,X
ZLJOTIS,O,O,O,X,X,X,X,X,X
ZLJOTSI,O,O,O,X,X,X,X,X,X
ZLJOITS,O,X,O,X,X,X,X,X,X
ZLJOIST,X,X,O,X,X,X,X,O,X
ZLJOSTI,X,O,O,X,X,X,X,O,X
ZLJOSIT,X,O,O,X,X,X,X,O,X
ZLSTIJO,O,O,O,O,O,O,X,O,X
ZLSTIOJ,O,O,O,O,O,O,X,O,X
ZLSTJIO,O,O,O,O,O,O,X,O,X
ZLSTJOI,O,O,O,O,O,O,X,O,X
ZLSTOIJ,O,O,O,O,O,O,X,O,X
ZLSTOJI,O,O,X,O,O,O,X,X,X
ZLSITJO,O,O,O,O,O,O,X,O,X
ZLSITOJ,O,O,O,O,O,O,X,O,X
ZLSIJTO,O,O,O,O,X,X,X,O,X
ZLSIJOT,O,O,O,X,X,X,X,O,X
ZLSIOTJ,O,O,O,X,X,X,X,O,X
ZLSIOJT,O,X,O,X,X,X,X,O,X
ZLSJTIO,O,O,O,O,X,O,X,O,X
ZLSJTOI,O,O,O,O,X,O,X,O,X
ZLSJITO,O,O,O,O,X,X,X,O,X
ZLSJIOT,O,O,O,X,X,X,X,O,X
ZLSJOTI,O,O,O,X,X,X,X,O,X
ZLSJOIT,O,O,O,X,X,X,X,O,X
ZLSOTIJ,O,O,O,X,X,O,X,O,X
ZLSOTJI,O,O,O,X,X,O,X,X,X
ZLSOITJ,O,O,O,X,X,X,X,O,X
ZLSOIJT,O,X,O,X,X,X,X,O,X
ZLSOJTI,O,O,O,X,X,X,X,O,X
ZLSOJIT,O,O,O,X,X,X,X,O,X
ZLOTIJS,O,O,O,X,O,O,X,X,X
ZLOTISJ,O,O,O,X,O,O,X,X,X
ZLOTJIS,O,O,O,X,O,O,X,X,X
ZLOTJSI,O,O,O,X,O,O,X,X,X
ZLOTSIJ,O,O,O,X,O,O,X,X,X
ZLOTSJI,O,O,O,X,O,O,X,X,X
ZLOITJS,O,X,O,X,O,X,X,X,X
ZLOITSJ,O,X,O,X,O,X,X,X,X
ZLOIJTS,O,X,O,X,X,X,X,X,X
ZLOIJST,X,X,O,X,X,X,X,O,X
ZLOISTJ,O,X,O,X,X,X,X,O,X
ZLOISJT,O,X,O,X,X,X,X,O,X
ZLOJTIS,O,O,O,X,X,X,X,X,X
ZLOJTSI,O,O,O,X,X,X,X,X,X
ZLOJITS,O,X,O,X,X,X,X,X,X
ZLOJIST,X,X,O,X,X,X,X,O,X
ZLOJSTI,X,O,O,X,X,X,X,O,X
ZLOJSIT,X,O,O,X,X,X,X,O,X
ZLOSTIJ,O,O,O,X,X,O,X,O,X
ZLOSTJI,O,O,O,X,X,O,X,X,X
ZLOSITJ,O,O,O,X,X,O,X,O,X
ZLOSIJT,O,X,O,X,X,X,X,O,X
ZLOSJTI,O,O,O,X,X,O,X,O,X
ZLOSJIT,O,O,O,X,X,X,X,O,X
ZJTILSO,O,O,O,X,O,X,X,O,X
ZJTILOS,O,O,O,X,O,X,X,X,X
ZJTISLO,O,O,O,X,O,X,X,O,X
ZJTISOL,O,O,O,X,O,X,X,O,X
ZJTIOLS,O,O,O,X,O,X,X,X,X
ZJTIOSL,O,O,O,X,X,X,X,X,X
ZJTLISO,O,O,O,X,O,X,X,O,X
ZJTLIOS,O,O,O,X,O,X,X,X,X
ZJTLSIO,O,O,O,X,O,X,X,O,X
ZJTLSOI,O,O,O,X,O,X,X,O,X
ZJTLOIS,O,O,O,X,O,X,X,X,X
ZJTLOSI,O,O,O,X,O,X,X,X,X
ZJTSILO,O,O,O,X,O,X,X,O,X
ZJTSIOL,O,O,O,X,O,X,X,O,X
ZJTSLIO,O,O,O,X,O,X,X,O,X
ZJTSLOI,O,O,O,X,O,X,X,O,X
ZJTSOIL,O,O,O,X,O,X,X,O,X
ZJTSOLI,O,O,O,X,O,X,X,O,X
ZJTOILS,O,O,O,X,O,X,X,X,X
ZJTOISL,O,O,O,X,X,X,X,X,X
ZJTOLIS,O,O,O,X,O,X,X,X,X
ZJTOLSI,O,O,O,X,O,X,X,X,X
ZJTOSIL,O,O,O,X,O,X,X,X,X
ZJTOSLI,O,O,O,X,O,X,X,X,X
ZJITLSO,O,O,O,X,O,X,X,O,X
ZJITLOS,O,O,O,X,O,X,X,X,X
ZJITSLO,O,O,O,X,O,X,X,O,X
ZJITSOL,O,O,O,X,O,X,X,O,X
ZJITOLS,O,O,O,X,O,X,X,X,X
ZJITOSL,O,O,O,X,X,X,X,X,X
ZJILTSO,O,O,O,X,O,X,X,O,X
ZJILTOS,O,O,O,X,O,X,X,X,X
ZJILSTO,X,O,O,X,X,X,X,O,X
ZJILSOT,X,O,O,X,X,X,X,O,X
ZJILOTS,O,X,O,X,X,X,X,X,X
ZJILOST,X,X,O,X,X,X,X,O,X
ZJISTLO,O,O,O,X,O,X,X,O,O
ZJISTOL,O,O,O,X,O,X,X,O,O
ZJISLTO,O,O,O,X,X,X,X,O,O
ZJISLOT,O,O,O,X,X,X,X,O,O
ZJISOTL,O,O,O,X,X,X,X,O,O
ZJISOLT,O,O,O,X,X,X,X,O,O
ZJIOTLS,O,X,O,X,X,X,X,X,X
ZJIOTSL,O,X,O,X,X,X,X,X,X
ZJIOLTS,O,X,O,X,X,X,X,X,X
ZJIOLST,X,X,O,X,X,X,X,O,X
ZJIOSTL,O,X,O,X,X,X,X,O,X
ZJIOSLT,O,X,O,X,X,X,X,O,X
ZJLTISO,O,O,O,X,O,X,X,O,X
ZJLTIOS,O,O,O,X,O,X,X,X,X
ZJLTSIO,O,O,O,X,O,X,X,O,X
ZJLTSOI,O,O,O,X,O,X,X,O,X
ZJLTOIS,O,O,O,X,O,X,X,X,X
ZJLTOSI,O,O,O,X,O,X,X,X,X
ZJLITSO,O,O,O,X,O,X,X,O,X
ZJLITOS,O,O,O,X,O,X,X,X,X
ZJLISTO,X,O,O,X,X,X,X,O,X
ZJLISOT,X,O,O,X,X,X,X,O,X
ZJLIOTS,O,X,O,X,X,X,X,X,X
ZJLIOST,X,X,O,X,X,X,X,O,X
ZJLSTIO,X,O,O,X,X,X,X,O,X
ZJLSTOI,X,O,O,X,X,X,X,O,X
ZJLSITO,X,O,O,X,X,X,X,O,X
ZJLSIOT,X,O,O,X,X,X,X,O,X
ZJLSOTI,X,O,O,X,X,X,X,O,X
ZJLSOIT,X,O,O,X,X,X,X,O,X
ZJLOTIS,O,O,O,X,X,X,X,X,X
ZJLOTSI,O,O,O,X,X,X,X,X,X
ZJLOITS,O,X,O,X,X,X,X,X,X
ZJLOIST,X,X,O,X,X,X,X,O,X
ZJLOSTI,X,O,O,X,X,X,X,O,X
ZJLOSIT,X,O,O,X,X,X,X,O,X
ZJSTILO,O,O,O,X,O,X,X,O,X
ZJSTIOL,O,O,O,X,O,X,X,O,X
ZJSTLIO,O,O,O,X,O,X,X,O,X
ZJSTLOI,O,O,O,X,O,X,X,O,X
ZJSTOIL,O,O,O,X,O,X,X,O,X
ZJSTOLI,O,O,O,X,O,X,X,O,X
ZJSITLO,O,O,O,X,O,X,X,O,O
ZJSITOL,O,O,O,X,O,X,X,O,O
ZJSILTO,O,O,O,X,X,X,X,O,O
ZJSILOT,O,O,O,X,X,X,X,O,O
ZJSIOTL,O,O,O,X,X,X,X,O,O
ZJSIOLT,O,O,O,X,X,X,X,O,O
ZJSLTIO,O,O,O,X,X,X,X,O,X
ZJSLTOI,O,O,O,X,X,X,X,O,X
ZJSLITO,O,O,O,X,X,X,X,O,X
ZJSLIOT,O,O,O,X,X,X,X,O,X
ZJSLOTI,O,O,O,X,X,X,X,O,X
ZJSLOIT,O,O,O,X,X,X,X,O,X
ZJSOTIL,O,O,O,X,X,X,X,O,X
ZJSOTLI,O,O,O,X,X,X,X,O,X
ZJSOITL,O,O,O,X,X,X,X,O,O
ZJSOILT,O,O,O,X,X,X,X,O,O
ZJSOLTI,O,O,O,X,X,X,X,O,X
ZJSOLIT,O,O,O,X,X,X,X,O,X
ZJOTILS,O,O,O,X,X,X,X,X,X
ZJOTISL,O,O,O,X,X,X,X,X,X
ZJOTLIS,O,O,O,X,X,X,X,X,X
ZJOTLSI,O,O,O,X,X,X,X,X,X
ZJOTSIL,O,O,O,X,X,X,X,X,X
ZJOTSLI,O,O,O,X,X,X,X,X,X
ZJOITLS,O,X,O,X,X,X,X,X,X
ZJOITSL,O,X,O,X,X,X,X,X,X
ZJOILTS,O,X,O,X,X,X,X,X,X
ZJOILST,X,X,O,X,X,X,X,O,X
ZJOISTL,O,X,O,X,X,X,X,O,O
ZJOISLT,O,X,O,X,X,X,X,O,O
ZJOLTIS,O,O,O,X,X,X,X,X,X
ZJOLTSI,O,O,O,X,X,X,X,X,X
ZJOLITS,O,X,O,X,X,X,X,X,X
ZJOLIST,X,X,O,X,X,X,X,O,X
ZJOLSTI,X,O,O,X,X,X,X,O,X
ZJOLSIT,X,O,O,X,X,X,X,O,X
ZJOSTIL,O,O,O,X,X,X,X,O,X
ZJOSTLI,O,O,O,X,X,X,X,O,X
ZJOSITL,O,O,O,X,X,X,X,O,O
ZJOSILT,O,O,O,X,X,X,X,O,O
ZJOSLTI,O,O,O,X,X,X,X,O,X
ZJOSLIT,O,O,O,X,X,X,X,O,X
ZSTILJO,O,O,O,O,O,O,O,O,X
ZSTILOJ,O,O,O,O,O,O,X,O,X
ZSTIJLO,O,O,O,O,O,O,O,O,X
ZSTIJOL,O,O,O,O,O,O,X,O,X
ZSTIOLJ,O,O,O,O,O,O,X,O,X
ZSTIOJL,O,O,O,O,O,O,X,O,X
ZSTLIJO,O,O,O,O,O,O,O,O,X
ZSTLIOJ,O,O,O,O,O,O,X,O,X
ZSTLJIO,O,O,O,O,O,O,O,O,X
ZSTLJOI,O,O,O,O,O,O,X,O,X
ZSTLOIJ,O,O,O,O,O,O,X,O,X
ZSTLOJI,O,O,X,O,O,O,X,X,X
ZSTJILO,O,O,O,O,O,O,O,O,X
ZSTJIOL,O,O,O,O,O,O,X,O,X
ZSTJLIO,O,O,O,O,O,O,O,O,X
ZSTJLOI,O,O,O,O,O,O,X,O,X
ZSTJOIL,O,O,O,O,O,O,X,O,X
ZSTJOLI,O,O,O,O,O,O,X,O,X
ZSTOILJ,O,O,O,O,O,O,X,O,X
ZSTOIJL,O,O,O,O,O,O,X,O,X
ZSTOLIJ,O,O,O,O,O,O,X,O,X
ZSTOLJI,O,O,O,O,O,O,X,X,X
ZSTOJIL,O,O,O,O,O,O,X,O,X
ZSTOJLI,O,O,O,O,O,O,X,O,X
ZSITLJO,O,O,O,O,O,O,O,O,X
ZSITLOJ,O,O,O,O,O,O,X,O,X
ZSITJLO,O,O,O,O,O,O,O,O,X
ZSITJOL,O,O,O,O,O,O,X,O,X
ZSITOLJ,O,O,O,O,O,O,X,O,X
ZSITOJL,O,O,O,O,O,O,X,O,X
ZSILTJO,O,O,O,O,O,O,X,O,X
ZSILTOJ,O,O,O,O,O,O,X,O,X
ZSILJTO,O,O,O,O,X,X,X,O,X
ZSILJOT,O,O,O,X,X,X,X,O,X
ZSILOTJ,O,O,O,X,X,X,X,O,X
ZSILOJT,O,X,O,X,X,X,X,O,X
ZSIJTLO,O,O,O,O,O,O,X,O,X
ZSIJTOL,O,O,O,O,O,O,X,O,X
ZSIJLTO,O,O,O,O,X,X,X,O,X
ZSIJLOT,O,O,O,X,X,X,X,O,X
ZSIJOTL,O,O,O,X,X,X,X,O,X
ZSIJOLT,O,O,O,X,X,X,X,O,X
ZSIOTLJ,O,O,O,X,O,O,X,O,X
ZSIOTJL,O,O,O,X,O,O,X,O,X
ZSIOLTJ,O,O,O,X,X,O,X,O,X
ZSIOLJT,O,X,O,X,X,X,X,O,X
ZSIOJTL,O,X,O,X,X,O,X,O,X
ZSIOJLT,O,X,O,X,X,X,X,O,X
ZSLTIJO,O,O,O,O,O,O,X,O,X
ZSLTIOJ,O,O,O,O,O,O,X,O,X
ZSLTJIO,O,O,O,O,O,O,X,O,X
ZSLTJOI,O,O,O,O,O,O,X,O,X
ZSLTOIJ,O,O,O,O,O,O,X,O,X
ZSLTOJI,O,O,X,O,O,O,X,X,X
ZSLITJO,O,O,O,O,O,O,X,O,X
ZSLITOJ,O,O,O,O,O,O,X,O,X
ZSLIJTO,O,O,O,O,X,X,X,O,X
ZSLIJOT,O,O,O,X,X,X,X,O,X
ZSLIOTJ,O,O,O,X,X,X,X,O,X
ZSLIOJT,O,X,O,X,X,X,X,O,X
ZSLJTIO,O,O,O,O,X,O,X,O,X
ZSLJTOI,O,O,O,O,X,O,X,O,X
ZSLJITO,O,O,O,O,X,X,X,O,X
ZSLJIOT,O,O,O,X,X,X,X,O,X
