sequence,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFCgBThB/nB8pB+q?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Jei/IvhF5lBThB/nBcpBeq?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Je/EJvhFUgBRhB6rBTnB2u?BlqB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFukBclBThB/nBSv?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Je0/IvhF6lBThB/nB2pBlr?BxuB,v115@EhC8HeB8HeB8DeA8AeD8Jex/IvhFThB/nB0kB6qB2u?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Jei/IvhF5lBlhBcpBeqB/r?BTsB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFCgBlhB8pBTnBGr?B3qB,v115@EhC8HeB8HeB8DeA8AeD8Jex/IvhFThB/nBKpBGlBUq?BlrB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFzfBUiBFmB3lBWv?BCsB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFukBclBlhB/rBTn?BSvB,v115@EhC8HeB8HeB8DeA8AeD8JeKEJvhFGgBThB/nBUlBlr?BxuB,v115@EhC8HeB8HeB8DeA8AeD8Jem/IvhF5lBThB/nBipBlr?B0pB,v115@EhC8HeB8HeB8DeA8AeD8JeyEJvhF5lBThB/nB0kB2u?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Je5FJvhFlhBmkB/rBTnB0p?BipB,v115@EhC8HeB8HeB8DeA8AeD8Je5FJvhFThB/nBmkB0pBlr?BipB
STJILOZ,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X
STJIZLO,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O
STJIZOL,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,O
STJIOLZ,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X
STJIOZL,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,O
STJLIZO,O,O,O,O,X,O,O,X,X,X,O,X,O,O,X,X
STJLIOZ,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
STJLZIO,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X
STJLZOI,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X
STJLOIZ,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
STJLOZI,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
STJZILO,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
STJZIOL,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,O
STJZLIO,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
STJZLOI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
STJZOIL,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,O
STJZOLI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
STJOILZ,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X
STJOIZL,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,O
STJOLIZ,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
STJOLZI,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
STJOZIL,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,O
STJOZLI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
STZILJO,O,O,X,O,O,X,O,X,X,X,O,O,O,X,X,O
STZILOJ,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O
STZIJLO,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
STZIJOL,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O
STZIOLJ,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
STZIOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
STZLIJO,O,O,X,O,X,X,O,X,O,X,O,X,O,X,X,O
STZLIOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
STZLJIO,O,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
STZLJOI,O,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
STZLOIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
STZLOJI,X,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
STZJILO,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
STZJIOL,O,O,X,X,X,O,O,X,X,O,X,X,X,O,X,O
STZJLIO,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
STZJLOI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
STZJOIL,O,O,X,X,X,O,O,X,X,O,X,X,X,O,X,O
STZJOLI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
STZOILJ,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
STZOIJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
STZOLIJ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,O
STZOLJI,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,O
STZOJIL,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
STZOJLI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
STOILJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
STOILZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
STOIJLZ,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X
STOIJZL,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O
STOIZLJ,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
STOIZJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
STOLIJZ,O,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
STOLIZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
STOLJIZ,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
STOLJZI,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
STOLZIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
STOLZJI,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
STOJILZ,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X
STOJIZL,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O
STOJLIZ,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
STOJLZI,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
STOJZIL,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
STOJZLI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
STOZILJ,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
STOZIJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
STOZLIJ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,O
STOZLJI,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,O
STOZJIL,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
STOZJLI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
SITLJZO,O,O,X,O,O,O,O,X,X,X,O,O,O,O,X,X
SITLJOZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
SITLZJO,O,X,X,O,O,X,X,X,O,X,O,O,O,X,X,O
SITLZOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SITLOJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
SITLOZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SITJLZO,O,O,X,O,O,O,O,X,X,X,O,O,O,O,X,X
SITJLOZ,O,O,X,O,O,O,X,X,X,X,X,O,O,O,X,X
SITJZLO,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X,O
SITJZOL,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,O
SITJOLZ,O,O,X,O,O,O,X,X,X,X,X,O,O,O,X,X
SITJOZL,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,O
SITZLJO,O,O,X,O,O,X,O,X,X,X,O,O,O,X,X,O
SITZLOJ,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O
SITZJLO,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SITZJOL,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O
SITZOLJ,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
SITZOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SITOLJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
SITOLZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SITOJLZ,O,O,X,O,O,O,X,X,X,X,X,O,O,O,X,X
SITOJZL,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X,O
SITOZLJ,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
SITOZJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SILTJZO,O,O,X,O,O,O,O,X,X,O,O,O,O,O,X,X
SILTJOZ,O,O,X,O,O,O,X,X,O,O,X,O,O,O,X,X
SILTZJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
SILTZOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SILTOJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
SILTOZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SILJTZO,O,O,X,O,O,O,O,X,X,O,O,O,O,O,X,X
SILJTOZ,O,O,X,O,O,O,X,X,O,O,X,O,O,O,X,X
SILJZTO,O,O,X,O,O,O,O,X,O,O,O,O,O,O,X,X
SILJZOT,O,O,X,O,O,O,O,X,O,O,O,O,X,X,X,X
SILJOTZ,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X
SILJOZT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SILZTJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
SILZTOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SILZJTO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
SILZJOT,O,X,X,O,O,X,X,X,O,O,O,O,X,X,X,X
SILZOTJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
SILZOJT,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
SILOTJZ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,X
SILOTZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,X
SILOJTZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SILOJZT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SILOZTJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
SILOZJT,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
SIJTLZO,O,O,X,O,O,O,O,X,X,X,O,O,O,O,X,X
SIJTLOZ,O,O,X,O,O,O,X,X,X,X,X,O,O,O,X,X
SIJTZLO,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,O
SIJTZOL,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,O
SIJTOLZ,O,O,X,O,O,O,X,X,X,X,X,O,O,O,X,X
SIJTOZL,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,O
SIJLTZO,O,O,X,O,O,O,O,X,X,O,O,O,O,O,X,X
SIJLTOZ,O,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
SIJLZTO,O,O,X,O,O,O,O,X,X,O,O,O,O,O,X,X
SIJLZOT,O,O,X,O,O,O,O,X,X,O,O,O,X,X,X,X
SIJLOTZ,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X
SIJLOZT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJZTLO,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,O
SIJZTOL,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X,O
SIJZLTO,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,O
SIJZLOT,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O
SIJZOLT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X
SIJOTZL,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SIJOLTZ,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X
SIJOLZT,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJOZTL,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,O,O,X,O,X,X,X,O,O,O,X,X,O
SIZTLOJ,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O
SIZTJLO,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIZTJOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIZTOLJ,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
SIZTOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SIZLTJO,O,O,X,O,O,X,O,X,X,X,O,O,O,X,X,O
SIZLTOJ,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O
SIZLJTO,O,O,X,O,O,X,O,O,X,X,O,O,O,X,X,O
SIZLJOT,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X
SIZLOTJ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
SIZLOJT,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
SIZJTLO,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
SIZJTOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIZJLTO,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
SIZJLOT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O
SIZJOLT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
SIZOTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
SIZOTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZOLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIZOLJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIZOJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
SIZOJLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIOTLJZ,O,O,X,O,O,X,O,X,X,X,O,O,O,O,X,X
SIOTLZJ,X,X,X,O,O,X,X,X,X,X,O,O,O,X,O,O
SIOTJLZ,O,O,X,O,O,X,O,X,X,X,O,O,O,O,X,X
SIOTJZL,O,O,X,X,O,X,O,O,X,X,X,X,X,O,O,O
SIOTZLJ,X,X,X,O,O,X,X,O,X,X,O,O,O,X,O,O
SIOTZJL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,O,O
SIOLTJZ,X,X,X,O,O,X,O,X,X,X,O,O,O,X,X,X
SIOLTZJ,X,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X
SIOLJTZ,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
SIOLJZT,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIOLZTJ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
SIOLZJT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
SIOJTLZ,O,O,X,X,O,X,O,X,X,X,O,X,X,O,X,X
SIOJTZL,O,O,X,X,O,X,O,O,X,X,X,X,X,O,O,X
SIOJLTZ,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X
SIOJLZT,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIOJZTL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X
SIOJZLT,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X
SIOZTLJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O
SIOZTJL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
SIOZLTJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SIOZLJT,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SIOZJTL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SIOZJLT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SLTIJZO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
SLTIJOZ,O,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X
SLTIZJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
SLTIZOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SLTIOJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
SLTIOZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SLTJIZO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
SLTJIOZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
SLTJZIO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
SLTJZOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
SLTJOIZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
SLTJOZI,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
SLTZIJO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
SLTZIOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
SLTZJIO,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
SLTZJOI,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
SLTZOIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
SLTZOJI,X,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
SLTOIJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
SLTOIZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SLTOJIZ,O,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
SLTOJZI,O,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
SLTOZIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
SLTOZJI,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
SLITJZO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
SLITJOZ,O,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X
SLITZJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
SLITZOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SLITOJZ,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
SLITOZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SLIJTZO,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X
SLIJTOZ,O,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X
SLIJZTO,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X
SLIJZOT,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X
SLIJOTZ,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X
SLIJOZT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SLIZTJO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
SLIZTOJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O
SLIZJTO,O,X,X,O,O,X,X,X,O,O,O,O,O,X,X,O
SLIZJOT,O,X,X,O,O,X,X,X,O,O,O,O,X,X,X,X
SLIZOTJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
SLIZOJT,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
SLIOTJZ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,X
SLIOTZJ,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,X
SLIOJTZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SLIOJZT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLIOZTJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
SLIOZJT,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
SLJTIZO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
SLJTIOZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
SLJTZIO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
SLJTZOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
SLJTOIZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
SLJTOZI,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
SLJITZO,O,O,O,O,X,O,O,X,X,O,O,X,O,O,X,X
SLJITOZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,X
SLJIZTO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
SLJIZOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X
SLJIOZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJZTIO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
SLJZTOI,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
SLJZITO,O,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X
SLJZIOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
SLJZOTI,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
SLJZOIT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
SLJOTIZ,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
SLJOTZI,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X
SLJOITZ,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X
SLJOIZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJOZTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLJOZIT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SLZTIJO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
SLZTIOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
SLZTJIO,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
SLZTJOI,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
SLZTOIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
SLZTOJI,X,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
SLZITJO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
SLZITOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
SLZIJTO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
SLZIJOT,O,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
SLZIOTJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLZIOJT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLZJTIO,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
SLZJTOI,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
SLZJITO,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
SLZJIOT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
SLZJOTI,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
SLZJOIT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
SLZOTIJ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLZOTJI,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SLZOITJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLZOIJT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLZOJTI,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SLZOJIT,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
SLOTIJZ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
SLOTIZJ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
SLOTJIZ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
SLOTJZI,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
SLOTZIJ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
SLOTZJI,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
SLOITJZ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
SLOITZJ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X
SLOIJTZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SLOIJZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOIZTJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLOIZJT,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLOJTIZ,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
SLOJTZI,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
SLOJITZ,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
SLOJIZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOJZTI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLOJZIT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLOZTIJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLOZTJI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLOZITJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLOZIJT,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLOZJTI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLOZJIT,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SJTILZO,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
SJTILOZ,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X
SJTIZLO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,X,O
SJTIZOL,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,O
SJTIOLZ,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X
SJTIOZL,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,O
SJTLIZO,O,O,O,O,X,O,O,X,X,X,O,X,O,O,X,X
SJTLIOZ,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
SJTLZIO,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X
SJTLZOI,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X
SJTLOIZ,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
SJTLOZI,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X
SJTZILO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
SJTZIOL,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,O
SJTZLIO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
SJTZLOI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
SJTZOIL,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,O
SJTZOLI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
SJTOILZ,O,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X
