sequence,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFRbBUdB6lBOmBdq?BzrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFUbBRcB6mBOnBdq?BzqB,v115@6gC8HeC8FeD8FeE8AeG8Je2/IvhFRbBUdB9lBThBfq?BywB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFWhBNiBClB0mBZl?BXrB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFKgBGcBNiBUhBfq?BRwB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFNiBxgBClB0mBOq?BXrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFRbBUdBmlBzmBdq?BCrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhF+gBTcBNiB0mBRq?BaqB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFWhBNiBClBXmBZl?B0rB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhF0gBxhBdqBzrBGq?BirB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFUbBxhBulBdqBir?BzrB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhFUbBxhBanBdqBGr?BzqB,v115@6gC8HeC8FeD8FeE8AeG8Jex6IvhFTcBNiBmfBqlBfq?B0rB,v115@6gC8HeC8FeD8FeE8AeG8JeU9IvhFxfBXhB6kBNqBzr?BmqB,v115@6gC8HeC8FeD8FeE8AeG8Je//IvhF+gBNhBUdBzmBRq?BaqB,v115@6gC8HeC8FeD8FeE8AeG8Jei6IvhFzbB+hBNiBUgBfq?BRwB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFdhBUdBfnBClBxq?BOqB,v115@6gC8HeC8FeD8FeE8AeG8Jex6IvhF6kB0gBXiBNqBTr?BmrB,v115@6gC8HeC8FeD8FeE8AeG8Jei6IvhFRcBtkB0hBzlBOq?BXsB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFxgBOnB3hBClBNq?BUrB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFmbBNiBfqBxqBqr?B0qB,v115@6gC8HeC8FeD8FeE8AeG8JeT6IvhFRcB8kBChBXiB2r?BNqB
IZSOLTJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X
IZSOLJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
IZSOJTL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOJLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
IZOTLJS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOTLSJ,O,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IZOTJLS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOTJSL,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IZOTSLJ,O,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IZOTSJL,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IZOLTJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOLTSJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IZOLJTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
IZOLSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOJTLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOJTSL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOJLTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOJSTL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZOJSLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IZOSTLJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X
IZOSTJL,O,X,X,X,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IZOSLTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
IZOSLJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
IZOSJTL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZOSJLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
IOTLJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
IOTLJZS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTLSJZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X
IOTLSZJ,O,O,X,X,O,O,X,X,O,O,O,X,X,O,O,O,O,X,X,X,X,X
IOTLZJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOTLZSJ,O,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X
IOTJLSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTJLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTJSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTJSZL,O,O,X,X,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X
IOTJZLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTJZSL,O,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
IOTSLJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
IOTSLZJ,O,O,X,X,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,O,X
IOTSJLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
IOTSJZL,O,O,X,X,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,O,X
IOTSZLJ,O,O,X,X,O,X,X,X,X,O,O,O,X,O,O,O,O,X,X,X,O,X
IOTSZJL,O,O,X,X,O,X,X,X,X,O,O,O,X,O,O,O,X,X,X,X,O,X
IOTZLJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOTZLSJ,O,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X
IOTZJLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOTZJSL,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X
IOTZSLJ,O,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X
IOTZSJL,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X
IOLTJSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
IOLTJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLTSJZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X
IOLTSZJ,X,O,X,X,O,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X
IOLTZJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLTZSJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
IOLJTSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
IOLJTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLJSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
IOLJSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IOLJZTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOLSTJZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X
IOLSTZJ,X,O,X,X,O,X,X,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X
IOLSJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IOLSJZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOLSZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
IOLSZJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOLZTJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOLZTSJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
IOLZJTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLZJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
IOLZSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJTLSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJTLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJTSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJTSZL,O,O,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
IOJTZLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJTZSL,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOJLTSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
IOJLTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJLSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IOJLZTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOJSTLZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJSTZL,O,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOJSLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IOJSLZT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJSZTL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOJSZLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
IOJZTLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJZTSL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJZLTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJZSTL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOJZSLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSTLJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
IOSTLZJ,O,X,X,X,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,X,O,X
IOSTJLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
IOSTJZL,O,X,X,X,X,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,O,X
IOSTZLJ,O,X,X,X,O,X,X,X,X,O,O,O,X,O,O,O,O,X,X,X,O,X
IOSTZJL,O,X,X,X,O,X,O,X,X,O,O,O,X,O,O,O,X,X,X,X,O,X
IOSLTJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
IOSLTZJ,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X
IOSLJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IOSLJZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSLZTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
IOSLZJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSJTLZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IOSJTZL,O,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X
IOSJLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IOSJLZT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSJZTL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSJZLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
IOSZTLJ,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,O,O,X,X,X,O,X
IOSZTJL,O,X,X,X,O,X,O,O,X,O,O,O,X,O,O,O,X,X,X,X,O,X
IOSZLTJ,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X
IOSZLJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
IOSZJTL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSZJLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
IOZTLJS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOZTLSJ,O,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
IOZTJLS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOZTJSL,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
IOZTSLJ,O,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
IOZTSJL,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
IOZLTJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOZLTSJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
IOZLJTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
IOZLSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZJTLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOZJTSL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZJLTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZJLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZJSTL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZSTLJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
IOZSTJL,O,X,X,X,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOZSLTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
IOZSLJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
IOZSJTL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LTIJSZO,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X
LTIJSOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTIJZSO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LTIJZOS,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTIJOZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTISJZO,O,O,O,X,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X
LTISJOZ,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LTISZJO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,X,X
LTISZOJ,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,O,O,O,X,X,X,X
LTISOJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LTISOZJ,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,O,O,O,X,X,X,X
LTIZJSO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LTIZJOS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTIZSJO,O,O,O,O,O,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTIZSOJ,O,O,O,O,O,O,X,X,X,O,O,X,O,X,X,O,O,O,X,X,X,X
LTIZOJS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LTIOJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTIOJZS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIOSJZ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LTIOSZJ,O,O,O,X,O,O,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X
LTIOZJS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LTIOZSJ,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
LTJISZO,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,X
LTJISOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTJIZSO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LTJIZOS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTJIOSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LTJIOZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTJSIZO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,X,X
LTJSIOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LTJSZIO,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
LTJSZOI,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LTJSOIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTJSOZI,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTJZISO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTJZIOS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZSIO,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LTJZSOI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LTJZOIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZOSI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTJOIZS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTJOSZI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTJOZIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJOZSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSIJZO,O,O,O,X,X,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,O,X
LTSIJOZ,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
LTSIZJO,O,O,O,X,O,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,O,X
LTSIZOJ,O,O,O,X,O,X,X,X,O,O,O,O,O,X,X,O,O,O,X,X,O,X
LTSIOJZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
LTSIOZJ,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,O,O,O,X,X,O,X
LTSJIZO,O,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,O,O,X,X,X,X
LTSJIOZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LTSJZIO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
LTSJZOI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LTSJOIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTSJOZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTSZIJO,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X
LTSZIOJ,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X
LTSZJIO,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
LTSZJOI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LTSZOIJ,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
LTSZOJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LTSOIJZ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X
LTSOIZJ,O,O,O,X,O,O,X,X,O,O,O,X,O,X,X,O,O,O,X,X,O,X
LTSOJIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTSOJZI,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTSOZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X
LTSOZJI,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X
LTZIJSO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LTZIJOS,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTZISJO,O,O,O,O,X,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
LTZISOJ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,X,O,O,O,X,X,X,X
LTZIOJS,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LTZJISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZJIOS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZJSIO,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LTZJSOI,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LTZJOIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZJOSI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZSIJO,O,O,O,O,X,X,X,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X
LTZSIOJ,O,O,O,O,X,O,X,O,O,O,O,X,O,X,X,O,O,O,X,X,X,X
LTZSJIO,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LTZSJOI,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LTZSOIJ,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
LTZSOJI,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
LTZOIJS,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LTZOISJ,O,X,O,O,X,O,X,O,X,X,X,X,O,O,X,X,O,O,O,X,X,X
LTZOJIS,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LTZOJSI,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LTZOSIJ,O,X,O,O,X,O,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X
LTZOSJI,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X
LTOIJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTOIJZS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
